出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/11/30","106","2","1101","台泥","45893851.00","37627091.00","--","--","8266760.00","--","--","8266760.00","2264438.00","--","6002322.00","-247992.00","5754330.00","1519839.00","4234491.00","--","--","4234491.00","1270801.00","--","5505292.00","2981955.00","--","1252536.00","4757813.00","--","747479.00","0.81"
"114/11/30","106","2","1102","亞泥","28810785.00","25332829.00","--","--","3477956.00","822.00","0.00","3477134.00","1104267.00","--","2372867.00","216924.00","2589791.00","494846.00","2094945.00","--","--","2094945.00","-1569301.00","--","525644.00","1852449.00","--","242496.00","764678.00","--","-239034.00","0.59"
"114/11/30","106","2","1103","嘉泥","1058884.00","880761.00","--","--","178123.00","--","--","178123.00","229149.00","--","-51026.00","-11203.00","-62229.00","23077.00","-85306.00","--","--","-85306.00","2998885.00","--","2913579.00","-100730.00","--","15424.00","2795772.00","--","117807.00","-0.16"
"114/11/30","106","2","1104","環泥","2159763.00","1888763.00","--","--","271000.00","--","--","271000.00","187911.00","--","83089.00","657663.00","740752.00","74883.00","665869.00","--","--","665869.00","-236650.00","--","429219.00","677570.00","--","-11701.00","440920.00","--","-11701.00","1.04"
"114/11/30","106","2","1108","幸福","1762458.00","1601301.00","--","--","161157.00","--","--","161157.00","111230.00","220.00","50147.00","-9337.00","40810.00","11947.00","28863.00","-474.00","--","28389.00","-19784.00","--","8605.00","28764.00","--","-375.00","8982.00","--","-377.00","0.07"
"114/11/30","106","2","1109","信大","2317812.00","1877413.00","--","--","440399.00","--","--","440399.00","199994.00","--","240405.00","18416.00","258821.00","32290.00","226531.00","--","--","226531.00","-62242.00","--","164289.00","159723.00","--","66808.00","118600.00","--","45689.00","0.42"
"114/11/30","106","2","1110","東泥","684516.00","712386.00","--","--","-27870.00","--","--","-27870.00","37586.00","--","-65456.00","74249.00","8793.00","18825.00","-10032.00","--","--","-10032.00","89767.00","--","79735.00","-8053.00","--","-1979.00","81715.00","--","-1980.00","-0.01"
"114/11/30","106","2","1201","味全","7910364.00","5674742.00","--","--","2235622.00","--","--","2235622.00","2312650.00","--","-77028.00","344285.00","267257.00","107832.00","159425.00","--","--","159425.00","-147100.00","--","12325.00","49284.00","--","110141.00","-97575.00","--","109900.00","0.10"
"114/11/30","106","2","1203","味王","3076033.00","2119720.00","--","--","956313.00","0.00","0.00","956313.00","483381.00","--","472932.00","144.00","473076.00","133684.00","339392.00","0.00","--","339392.00","-39765.00","--","299627.00","201935.00","--","137457.00","168628.00","--","130999.00","0.85"
"114/11/30","106","2","1210","大成","36741067.00","31901247.00","--","--","4839820.00","--","--","4839820.00","3470173.00","--","1369647.00","-20298.00","1349349.00","346221.00","1003128.00","--","--","1003128.00","-174419.00","--","828709.00","884186.00","--","118942.00","887877.00","--","-59168.00","1.29"
"114/11/30","106","2","1213","大飲","295034.00","263119.00","--","--","31915.00","--","--","31915.00","32975.00","--","-1060.00","2477.00","1417.00","1730.00","-313.00","--","--","-313.00","44.00","--","-269.00","-313.00","--","--","-269.00","--","--","-0.01"
