出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"115/05/14","115","1","1259","安心","152072.00","-92118.00","-67382.00","0.00","-7428.00","342985.00","335557.00"
"115/05/14","115","1","1268","漢來美食","246668.00","-243151.00","-73418.00","--","-69901.00","929985.00","860084.00"
"115/05/14","115","1","1294","漢田生技","35977.00","-6317.00","-14873.00","133.00","14920.00","249396.00","264316.00"
"115/05/14","115","1","1295","生合","21662.00","-166567.00","259761.00","7649.00","122505.00","269936.00","392441.00"
"115/05/14","115","1","1565","精華","-126187.00","85231.00","-38567.00","2.00","-79521.00","2171339.00","2091818.00"
"115/05/14","115","1","1570","力肯","31996.00","-359.00","-2144.00","154.00","29647.00","398168.00","427815.00"
"115/05/14","115","1","1584","精剛","129671.00","-97657.00","-136411.00","--","-104397.00","554147.00","449750.00"
"115/05/14","115","1","1586","和勤","-3670.00","-10494.00","-53259.00","-2835.00","-70258.00","458387.00","388129.00"
"115/05/14","115","1","1593","祺驊","16459.00","-24673.00","-26603.00","6926.00","-27891.00","312910.00","285019.00"
"115/05/14","115","1","1595","川寶","41288.00","121580.00","175717.00","5166.00","343751.00","696187.00","1039938.00"
"115/05/14","115","1","1599","宏佳騰","140246.00","-2891.00","-34843.00","11829.00","114341.00","461900.00","576241.00"
"115/05/14","115","1","1777","生泰","44417.00","-14446.00","-718.00","--","29253.00","1048603.00","1077856.00"
"115/05/14","115","1","1781","合世","-12050.00","-3482.00","-945.00","7342.00","-9135.00","247647.00","238512.00"
"115/05/14","115","1","1796","金穎生技","15571.00","-7442.00","-9917.00","477.00","-1311.00","280260.00","278949.00"
"115/05/14","115","1","1799","易威","79831.00","-39145.00","-3714.00","5260.00","42232.00","281062.00","323294.00"
"115/05/14","115","1","1813","寶利徠","1194.00","-2699.00","4069.00","-1116.00","1448.00","106032.00","107480.00"
"115/05/14","115","1","1815","富喬","444008.00","-1236330.00","467554.00","672.00","-324096.00","1910675.00","1586579.00"
"115/05/14","115","1","2035","唐榮公司","-506413.00","32007.00","354746.00","--","-119660.00","222302.00","102642.00"
"115/05/14","115","1","2061","風青","17792.00","2638.00","11496.00","14611.00","46537.00","59439.00","105976.00"
"115/05/14","115","1","2064","晉椿","-24232.00","-584.00","-46849.00","0.00","-71665.00","364321.00","292656.00"
"115/05/14","115","1","2065","世豐","40914.00","-30543.00","54470.00","10296.00","75137.00","270106.00","345243.00"
"115/05/14","115","1","2066","世德","63295.00","-48508.00","-32751.00","-4105.00","-22069.00","886013.00","863944.00"
"115/05/14","115","1","2067","嘉鋼","-6785.00","-8312.00","-7188.00","-1413.00","-23698.00","80087.00","56389.00"
"115/05/14","115","1","2070","精湛","60113.00","-26162.00","197161.00","2638.00","233750.00","283041.00","516791.00"
"115/05/14","115","1","2073","雄順","17632.00","-48399.00","45661.00","--","14894.00","33504.00","48398.00"
"115/05/14","115","1","2221","大甲","-15184.00","-10512.00","-15663.00","914.00","-40445.00","439392.00","398947.00"
"115/05/14","115","1","2235","謚源","31581.00","-77288.00","-3192.00","--","-48899.00","96747.00","47848.00"
"115/05/14","115","1","2641","正德","324301.00","-180753.00","9550.00","2803.00","155901.00","1121106.00","1277007.00"
"115/05/14","115","1","2643","捷迅","472278.00","-47647.00","-15806.00","7930.00","416755.00","516131.00","932886.00"
"115/05/14","115","1","2719","燦星旅","35228.00","-31820.00","-3505.00","--","-97.00","196226.00","196129.00"
"115/05/14","115","1","2745","五福","-14277.00","325073.00","-11650.00","--","299146.00","1331039.00","1630185.00"
"115/05/14","115","1","2755","揚秦","-8843.00","-33189.00","-15415.00","1095.00","-56352.00","744503.00","688151.00"
"115/05/14","115","1","2916","滿心","203050.00","-29473.00","-107598.00","--","65979.00","199100.00","265079.00"
"115/05/14","115","1","2926","誠品生活","323013.00","-60969.00","-281187.00","11179.00","-7964.00","1307338.00","1299374.00"
"115/05/14","115","1","2937","集雅社","-16200.00","-181.00","-61980.00","--","-78361.00","234301.00","155940.00"
"115/05/14","115","1","2941","米斯特","19240.00","-5088.00","-13007.00","--","1145.00","117433.00","118578.00"
"115/05/14","115","1","2947","振宇五金","49603.00","-15334.00","-47768.00","--","-13499.00","275429.00","261930.00"
"115/05/14","115","1","3066","李洲","21561.00","19361.00","8950.00","441.00","50313.00","40876.00","91189.00"
"115/05/14","115","1","3071","協禧","8201.00","-12737.00","-57188.00","69610.00","7886.00","1566335.00","1574221.00"
"115/05/14","115","1","3073","天方能源","11276.00","-112003.00","130743.00","186.00","30202.00","105641.00","135843.00"
"115/05/14","115","1","3081","聯亞","282783.00","-220778.00","-2719.00","-215.00","59071.00","703343.00","762414.00"
"115/05/14","115","1","3083","網龍","-5468.00","-20084.00","-3073.00","8281.00","-20344.00","251885.00","231541.00"
"115/05/14","115","1","3086","華義*","12174.00","-28376.00","-1556.00","-226.00","-17984.00","153011.00","135027.00"
"115/05/14","115","1","3088","艾訊","124814.00","-18021.00","-1279.00","16978.00","122492.00","1627659.00","1750151.00"
"115/05/14","115","1","3093","港建*","39730.00","-598.00","-240.00","3034.00","41926.00","820179.00","862105.00"
"115/05/14","115","1","3095","及成","-15030.00","-3290.00","14770.00","3659.00","109.00","107469.00","107578.00"
"115/05/14","115","1","3105","穩懋","204397.00","-689023.00","-257003.00","-3818.00","-745447.00","7066909.00","6321462.00"
"115/05/14","115","1","3118","進階","13139.00","1113.00","-1330.00","--","12922.00","210338.00","223260.00"
"115/05/14","115","1","3122","笙泉","-3146.00","-1857.00","-686.00","963.00","-4726.00","58816.00","54090.00"
"115/05/14","115","1","3141","晶宏","99950.00","23694.00","-30337.00","4778.00","98085.00","760762.00","858847.00"
