出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","112","1","1240","茂生農經","751804.00","694439.00","-3648.00","10835.00","64552.00","--","--","64552.00","49329.00","--","15223.00","-717.00","14506.00","5353.00","9153.00","--","--","9153.00","6721.00","--","15874.00","14615.00","--","-5462.00","21336.00","--","-5462.00","0.38"
"114/10/28","112","1","1259","安心","1434021.00","1116414.00","--","--","317607.00","--","--","317607.00","313212.00","--","4395.00","29405.00","33800.00","1716.00","32084.00","--","--","32084.00","241820.00","--","273904.00","33637.00","--","-1553.00","275330.00","--","-1426.00","1.04"
"114/10/28","112","1","1264","德麥","1355025.00","900895.00","--","--","454130.00","--","--","454130.00","213965.00","--","240165.00","-568.00","239597.00","58543.00","181054.00","--","--","181054.00","1806.00","--","182860.00","164972.00","--","16082.00","163143.00","--","19717.00","4.45"
"114/10/28","112","1","1268","漢來美食","1295729.00","696196.00","--","--","599533.00","--","--","599533.00","436961.00","--","162572.00","-2863.00","159709.00","32564.00","127145.00","--","--","127145.00","41613.00","--","168758.00","127145.00","--","--","168758.00","--","--","3.01"
"114/10/28","112","1","1336","台翰","572459.00","486815.00","--","--","85644.00","--","--","85644.00","54049.00","--","31595.00","-611.00","30984.00","15363.00","15621.00","--","--","15621.00","-4764.00","--","10857.00","15621.00","--","--","10857.00","--","--","0.20"
"114/10/28","112","1","1565","精華","1131333.00","837394.00","--","--","293939.00","--","1.00","293940.00","96047.00","--","197893.00","2724.00","200617.00","37657.00","162960.00","--","--","162960.00","1757.00","--","164717.00","162960.00","--","--","164717.00","--","--","3.23"
"114/10/28","112","1","1569","濱川","873549.00","858560.00","--","--","14989.00","--","--","14989.00","147777.00","--","-132788.00","-26783.00","-159571.00","-30236.00","-129335.00","--","--","-129335.00","7042.00","--","-122293.00","-134568.00","--","5233.00","-126102.00","--","3809.00","-1.11"
"114/10/28","112","1","1570","力肯","136727.00","101754.00","--","--","34973.00","--","--","34973.00","18132.00","--","16841.00","-76.00","16765.00","2815.00","13950.00","--","--","13950.00","12136.00","--","26086.00","13950.00","--","0.00","26086.00","--","0.00","0.27"
"114/10/28","112","1","1580","新麥","882612.00","503647.00","--","--","378965.00","--","--","378965.00","207182.00","--","171783.00","-8794.00","162989.00","40481.00","122508.00","--","--","122508.00","4910.00","--","127418.00","115800.00","--","6708.00","120505.00","--","6913.00","2.31"
"114/10/28","112","1","1584","精剛","624399.00","563179.00","--","--","61220.00","--","--","61220.00","33353.00","--","27867.00","23222.00","51089.00","1910.00","49179.00","--","--","49179.00","14116.00","--","63295.00","50445.00","--","-1266.00","64561.00","--","-1266.00","0.33"
"114/10/28","112","1","1586","和勤","480902.00","472433.00","--","--","8469.00","--","--","8469.00","70112.00","--","-61643.00","-18531.00","-80174.00","-23869.00","-56305.00","--","--","-56305.00","7319.00","--","-48986.00","-56305.00","--","--","-48986.00","--","--","-0.70"
"114/10/28","112","1","1591","駿吉-KY","19573.00","25457.00","--","--","-5884.00","--","--","-5884.00","11886.00","--","-17770.00","-820.00","-18590.00","-3141.00","-15449.00","--","--","-15449.00","-3593.00","--","-19042.00","-15449.00","--","0.00","-19042.00","--","0.00","-0.45"
"114/10/28","112","1","1593","祺驊","237909.00","166583.00","--","--","71326.00","--","--","71326.00","53838.00","--","17488.00","-768.00","16720.00","1696.00","15024.00","--","--","15024.00","8816.00","--","23840.00","9615.00","--","5409.00","18431.00","--","5409.00","0.26"
"114/10/28","112","1","1595","川寶","318555.00","218077.00","--","--","100478.00","--","--","100478.00","78222.00","--","22256.00","-2738.00","19518.00","7687.00","11831.00","--","--","11831.00","8393.00","--","20224.00","12664.00","--","-833.00","21057.00","--","-833.00","0.27"
"114/10/28","112","1","1599","宏佳騰","339511.00","289999.00","--","--","49512.00","--","--","49512.00","107252.00","--","-57740.00","8040.00","-49700.00","-175.00","-49525.00","--","--","-49525.00","-8238.00","--","-57763.00","-49525.00","--","--","-57763.00","--","--","-0.68"
"114/10/28","112","1","1742","台蠟","104237.00","52837.00","--","--","51400.00","--","--","51400.00","21325.00","--","30075.00","-4693.00","25382.00","0.00","25382.00","--","--","25382.00","1748.00","--","27130.00","25382.00","--","--","27130.00","--","--","0.27"
"114/10/28","112","1","1777","生泰","267284.00","156567.00","--","--","110717.00","--","--","110717.00","29593.00","--","81124.00","807.00","81931.00","16408.00","65523.00","--","--","65523.00","-7.00","--","65516.00","--","--","--","--","--","--","1.47"
"114/10/28","112","1","1781","合世","130252.00","113297.00","--","--","16955.00","--","--","16955.00","32417.00","--","-15462.00","197.00","-15265.00","-3221.00","-12044.00","--","--","-12044.00","-3161.00","--","-15205.00","-12044.00","--","--","-15205.00","--","--","-0.25"
