出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","112","3","1240","茂生農經","2125472.00","1909764.00","-75.00","27662.00","243295.00","--","--","243295.00","150243.00","--","93052.00","20464.00","113516.00","26461.00","87055.00","--","--","87055.00","-20163.00","--","66892.00","105405.00","--","-18350.00","85242.00","--","-18350.00","2.68"
"114/10/28","112","3","1259","安心","4527758.00","3427286.00","--","--","1100472.00","--","--","1100472.00","1035118.00","--","65354.00","94010.00","159364.00","14131.00","145233.00","--","--","145233.00","378848.00","--","524081.00","148240.00","--","-3007.00","526867.00","--","-2786.00","4.58"
"114/10/28","112","3","1264","德麥","4254717.00","2828469.00","--","--","1426248.00","--","--","1426248.00","679871.00","--","746377.00","13382.00","759759.00","180323.00","579436.00","--","--","579436.00","18451.00","--","597887.00","511863.00","--","67573.00","527109.00","--","70778.00","13.81"
"114/10/28","112","3","1268","漢來美食","3609492.00","1986389.00","--","--","1623103.00","--","--","1623103.00","1293145.00","--","329958.00","18670.00","348628.00","61398.00","287230.00","--","--","287230.00","54511.00","--","341741.00","287230.00","--","--","341741.00","--","--","6.80"
"114/10/28","112","3","1336","台翰","1762990.00","1465105.00","--","--","297885.00","--","--","297885.00","173469.00","--","124416.00","26550.00","150966.00","70687.00","80279.00","--","--","80279.00","40543.00","--","120822.00","80279.00","--","--","120822.00","--","--","1.04"
"114/10/28","112","3","1565","精華","3259496.00","2564651.00","--","--","694845.00","--","1.00","694846.00","275117.00","--","419729.00","127702.00","547431.00","108592.00","438839.00","--","--","438839.00","1029.00","--","439868.00","438839.00","--","--","439868.00","--","--","8.70"
"114/10/28","112","3","1569","濱川","2778481.00","2518358.00","--","--","260123.00","--","--","260123.00","406522.00","--","-146399.00","123825.00","-22574.00","22266.00","-44840.00","--","--","-44840.00","58165.00","--","13325.00","-50745.00","--","5905.00","11197.00","--","2128.00","-0.42"
"114/10/28","112","3","1570","力肯","306354.00","238078.00","--","--","68276.00","--","--","68276.00","61391.00","--","6885.00","17836.00","24721.00","7240.00","17481.00","--","--","17481.00","11526.00","--","29007.00","17481.00","--","0.00","29007.00","--","0.00","0.34"
"114/10/28","112","3","1580","新麥","3303399.00","1905724.00","--","--","1397675.00","--","--","1397675.00","739821.00","--","657854.00","48893.00","706747.00","205658.00","501089.00","--","--","501089.00","10874.00","--","511963.00","476224.00","--","24865.00","486060.00","--","25903.00","9.48"
"114/10/28","112","3","1584","精剛","1962999.00","1714915.00","--","--","248084.00","--","--","248084.00","122118.00","--","125966.00","88275.00","214241.00","2309.00","211932.00","--","--","211932.00","7793.00","--","219725.00","214844.00","--","-2912.00","222637.00","--","-2912.00","1.34"
"114/10/28","112","3","1586","和勤","1613638.00","1474186.00","--","--","139452.00","--","--","139452.00","222249.00","--","-82797.00","-5748.00","-88545.00","-13381.00","-75164.00","--","--","-75164.00","2103.00","--","-73061.00","-75164.00","--","--","-73061.00","--","--","-0.93"
"114/10/28","112","3","1591","駿吉-KY","52977.00","70649.00","--","--","-17672.00","--","--","-17672.00","27787.00","--","-45459.00","4083.00","-41376.00","-8428.00","-32948.00","--","--","-32948.00","-7776.00","--","-40724.00","-32948.00","--","--","-40724.00","--","--","-0.96"
"114/10/28","112","3","1593","祺驊","782363.00","535283.00","--","--","247080.00","--","--","247080.00","176503.00","--","70577.00","14030.00","84607.00","22556.00","62051.00","--","--","62051.00","26518.00","--","88569.00","40427.00","--","21624.00","66945.00","--","21624.00","1.07"
"114/10/28","112","3","1595","川寶","1150131.00","854287.00","--","--","295844.00","--","--","295844.00","241421.00","--","54423.00","63502.00","117925.00","47559.00","70366.00","--","--","70366.00","9686.00","--","80052.00","71504.00","--","-1138.00","81190.00","--","-1138.00","1.51"
