出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","112","3","2880","華南金","21074932.00","23901460.00","44976392.00","1069393.00","723749.00","22916813.00","20266437.00","3374469.00","16891968.00","--","16891968.00","2012207.00","18904175.00","16891870.00","--","98.00","18904053.00","--","122.00","1.24"
"114/10/28","112","3","2881","富邦金","125936144.00","27664238.00","153600382.00","6480415.00","9852779.00","58526332.00","78740856.00","11498957.00","67241899.00","--","67241899.00","127523982.00","194765881.00","67812976.00","--","-571077.00","195115551.00","--","-349670.00","4.94"
"114/10/28","112","3","2882","國泰金","182426434.00","60014424.00","242440858.00","2173121.00","94721450.00","74544092.00","71002195.00","11258258.00","59743937.00","--","59743937.00","30381607.00","90125544.00","59251994.00","--","491943.00","88796680.00","--","1328864.00","3.81"
"114/10/28","112","3","2883","凱基金","54960814.00","-17315257.00","37645557.00","294589.00","-6428752.00","23504989.00","20274731.00","2759048.00","17515683.00","--","17515683.00","8911683.00","26427366.00","17512376.00","--","3307.00","26423604.00","--","3762.00","1.05"
"114/10/28","112","3","2884","玉山金","21414065.00","26767419.00","48181484.00","989544.00","--","27585706.00","19606234.00","3714228.00","15892006.00","--","15892006.00","1670696.00","17562702.00","15881830.00","--","10176.00","17552277.00","--","10425.00","1.04"
"114/10/28","112","3","2885","元大金","22838793.00","54983674.00","77822467.00","268785.00","11705509.00","36582691.00","29265482.00","4276763.00","24988719.00","--","24988719.00","8122183.00","33110902.00","23531969.00","--","1456750.00","31775820.00","--","1335082.00","1.85"
"114/10/28","112","3","2886","兆豐金","27099123.00","30555803.00","57654926.00","5817129.00","-2421887.00","24312163.00","29947521.00","2919715.00","27027806.00","--","27027806.00","8819110.00","35846916.00","27027806.00","--","0.00","35846916.00","--","0.00","1.92"
"114/10/28","112","3","2887","台新新光金","22652368.00","30559190.00","53211558.00","1067084.00","13066121.00","24223439.00","14854914.00","2751226.00","12103688.00","--","12103688.00","2592765.00","14696453.00","12101534.00","--","2154.00","14694299.00","--","2154.00","0.85"
"114/10/28","112","3","2889","國票金","958187.00","4449005.00","5407192.00","31711.00","--","2928564.00","2446917.00","507549.00","1939368.00","--","1939368.00","1449461.00","3388829.00","1594485.00","--","344883.00","2630081.00","--","758748.00","0.46"
"114/10/28","112","3","2890","永豐金","18627863.00","22406020.00","41033883.00","1366409.00","--","21425228.00","18242246.00","2530501.00","15711745.00","--","15711745.00","4372539.00","20084284.00","15711745.00","--","--","20084284.00","--","--","1.29"
"114/10/28","112","3","2891","中信金","98618421.00","8264777.00","106883198.00","6647629.00","-19920802.00","63636959.00","56519412.00","6733771.00","49785641.00","--","49785641.00","14184566.00","63970207.00","48586395.00","--","1199246.00","64439724.00","--","-469517.00","2.44"
"114/10/28","112","3","2892","第一金","24333840.00","27402859.00","51736699.00","3376831.00","2192425.00","22342464.00","23824979.00","4798322.00","19026657.00","--","19026657.00","9438618.00","28465275.00","19026657.00","--","--","28465275.00","--","--","1.40"
"114/10/28","112","3","5880","合庫金","24384401.00","21655561.00","46039962.00","3543900.00","1995341.00","21986327.00","18514394.00","3524777.00","14989617.00","--","14989617.00","6050143.00","21039760.00","14514358.00","--","475259.00","20678478.00","--","361282.00","0.99"
