出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","112","2","1101","台泥","53964171.00","45509992.00","--","--","8454179.00","--","--","8454179.00","4919864.00","--","3534315.00","3728431.00","7262746.00","2050419.00","5212327.00","--","--","5212327.00","-4069966.00","--","1142361.00","4949062.00","--","263265.00","842555.00","--","299806.00","0.64"
"114/10/28","112","2","1102","亞泥","40345186.00","35013254.00","--","--","5331932.00","--","--","5331932.00","1203781.00","--","4128151.00","4581230.00","8709381.00","1545419.00","7163962.00","--","--","7163962.00","641756.00","--","7805718.00","6851572.00","--","312390.00","8003676.00","--","-197958.00","2.07"
"114/10/28","112","2","1103","嘉泥","1376704.00","1235588.00","--","--","141116.00","--","--","141116.00","240965.00","--","-99849.00","117557.00","17708.00","-8255.00","25963.00","--","--","25963.00","1628663.00","--","1654626.00","17994.00","--","7969.00","1587630.00","--","66996.00","0.03"
"114/10/28","112","2","1104","環泥","3754719.00","3026571.00","--","--","728148.00","--","--","728148.00","293393.00","--","434755.00","395662.00","830417.00","128114.00","702303.00","--","--","702303.00","1096974.00","--","1799277.00","690887.00","--","11416.00","1787435.00","--","11842.00","1.03"
"114/10/28","112","2","1108","幸福","2414773.00","1940590.00","--","--","474183.00","--","--","474183.00","137296.00","1900.00","338787.00","9346.00","348133.00","69279.00","278854.00","--","--","278854.00","-48218.00","--","230636.00","278854.00","--","--","230636.00","--","--","0.69"
"114/10/28","112","2","1109","信大","3030613.00","2381032.00","--","--","649581.00","--","--","649581.00","152875.00","--","496706.00","72322.00","569028.00","152048.00","416980.00","--","--","416980.00","-131887.00","--","285093.00","346527.00","--","70453.00","258805.00","--","26288.00","1.02"
"114/10/28","112","2","1110","東泥","1143437.00","996384.00","--","--","147053.00","--","--","147053.00","74671.00","--","72382.00","26802.00","99184.00","14389.00","84795.00","--","--","84795.00","148164.00","--","232959.00","101031.00","--","-16236.00","249223.00","--","-16264.00","0.18"
"114/10/28","112","2","1201","味全","10033918.00","7347139.00","--","--","2686779.00","--","--","2686779.00","2473285.00","--","213494.00","15529.00","229023.00","64565.00","164458.00","--","--","164458.00","-66219.00","--","98239.00","164038.00","--","420.00","97889.00","--","350.00","0.32"
"114/10/28","112","2","1203","味王","3112428.00","2264822.00","--","--","847606.00","0.00","0.00","847606.00","510355.00","--","337251.00","31414.00","368665.00","115282.00","253383.00","0.00","--","253383.00","14069.00","--","267452.00","169219.00","--","84164.00","202245.00","--","65207.00","0.71"
"114/10/28","112","2","1210","大成","54671047.00","47707276.00","--","--","6963771.00","--","--","6963771.00","4297300.00","--","2666471.00","64145.00","2730616.00","538024.00","2192592.00","--","--","2192592.00","-155577.00","--","2037015.00","1836687.00","--","355905.00","1799440.00","--","237575.00","2.17"
"114/10/28","112","2","1213","大飲","115720.00","142309.00","--","--","-26589.00","--","--","-26589.00","23272.00","--","-49861.00","-5779.00","-55640.00","4135.00","-59775.00","--","--","-59775.00","-38.00","--","-59813.00","-59775.00","--","--","-59813.00","--","--","-1.06"
"114/10/28","112","2","1215","卜蜂","14644087.00","12293757.00","--","--","2350330.00","--","--","2350330.00","1010089.00","-6208.00","1334033.00","-53267.00","1280766.00","271429.00","1009337.00","--","--","1009337.00","-518307.00","--","491030.00","1023407.00","--","-14070.00","505100.00","--","-14070.00","3.47"
"114/10/28","112","2","1216","統一","268802050.00","180493577.00","--","--","88308473.00","--","--","88308473.00","73669643.00","--","14638830.00","16627616.00","31266446.00","12998612.00","18267834.00","--","--","18267834.00","-1833350.00","--","16434484.00","11205403.00","--","7062431.00","10100030.00","--","6334454.00","1.97"
