出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","112","1","1101","台泥","26295929.00","23826708.00","--","--","2469221.00","--","--","2469221.00","2303154.00","--","166067.00","1314822.00","1480889.00","475245.00","1005644.00","--","--","1005644.00","1500769.00","--","2506413.00","1407161.00","--","-401517.00","2900492.00","--","-394079.00","0.20"
"114/10/28","112","1","1102","亞泥","19208712.00","17229141.00","--","--","1979571.00","--","--","1979571.00","520464.00","--","1459107.00","1724424.00","3183531.00","416452.00","2767079.00","--","--","2767079.00","1236745.00","--","4003824.00","2687792.00","--","79287.00","3821000.00","--","182824.00","0.81"
"114/10/28","112","1","1103","嘉泥","651402.00","588712.00","--","--","62690.00","--","--","62690.00","118932.00","--","-56242.00","81713.00","25471.00","-412.00","25883.00","--","--","25883.00","979314.00","--","1005197.00","19993.00","--","5890.00","963251.00","--","41946.00","0.03"
"114/10/28","112","1","1104","環泥","1835530.00","1490975.00","--","--","344555.00","--","--","344555.00","150771.00","--","193784.00","121703.00","315487.00","35133.00","280354.00","--","--","280354.00","268708.00","--","549062.00","272932.00","--","7422.00","541644.00","--","7418.00","0.42"
"114/10/28","112","1","1108","幸福","1092665.00","891334.00","--","--","201331.00","--","--","201331.00","57883.00","1900.00","145348.00","10848.00","156196.00","28982.00","127214.00","--","--","127214.00","998.00","--","128212.00","127214.00","--","--","128212.00","--","--","0.31"
"114/10/28","112","1","1109","信大","1334158.00","1069568.00","--","--","264590.00","--","--","264590.00","77899.00","--","186691.00","31064.00","217755.00","51258.00","166497.00","--","--","166497.00","26935.00","--","193432.00","141697.00","--","24800.00","159601.00","--","33831.00","0.42"
"114/10/28","112","1","1110","東泥","528054.00","479145.00","--","--","48909.00","--","--","48909.00","35231.00","--","13678.00","5836.00","19514.00","213.00","19301.00","--","--","19301.00","42966.00","--","62267.00","34087.00","--","-14786.00","77048.00","--","-14781.00","0.06"
"114/10/28","112","1","1201","味全","4789271.00","3493627.00","--","--","1295644.00","--","--","1295644.00","1186550.00","--","109094.00","54737.00","163831.00","35784.00","128047.00","--","--","128047.00","15422.00","--","143469.00","127801.00","--","246.00","143209.00","--","260.00","0.25"
"114/10/28","112","1","1203","味王","1576031.00","1168898.00","--","--","407133.00","0.00","0.00","407133.00","237870.00","--","169263.00","3417.00","172680.00","49438.00","123242.00","--","--","123242.00","23528.00","--","146770.00","77899.00","--","45343.00","97292.00","--","49478.00","0.33"
"114/10/28","112","1","1210","大成","27073084.00","23860047.00","--","--","3213037.00","--","--","3213037.00","2142769.00","--","1070268.00","-2204.00","1068064.00","173773.00","894291.00","--","--","894291.00","229980.00","--","1124271.00","761814.00","--","132477.00","937293.00","--","186978.00","0.90"
