出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","114","3","1477","聚陽","3370840.00","-82280.00","-4009393.00","-167070.00","-887903.00","2899706.00","2011803.00"
"114/10/29","114","3","2006","東和鋼鐵","6329539.00","-930027.00","-5505187.00","-158232.00","-263907.00","1519082.00","1255175.00"
"114/10/29","114","3","2419","仲琦","-265476.00","35716.00","1122719.00","62119.00","955078.00","2352742.00","3307820.00"
"114/10/29","114","3","3023","信邦","2697115.00","-319133.00","-2026839.00","-594232.00","-243089.00","5831556.00","5588467.00"
"114/10/29","114","3","3035","智原","1445128.00","-972804.00","-818123.00","-131200.00","-476999.00","8310879.00","7833880.00"
"114/10/29","114","3","3037","欣興","10960347.00","-19589686.00","9426231.00","-1718219.00","-921327.00","43753285.00","42831958.00"
"114/10/29","114","3","3168","眾福科","116544.00","-17562.00","-476887.00","-20527.00","-398432.00","1305799.00","907367.00"
"114/10/29","114","3","3321","同泰","-193515.00","-69500.00","312449.00","-25628.00","23806.00","220722.00","244528.00"
"114/10/29","114","3","3454","晶睿","311660.00","-62263.00","-564376.00","-29914.00","-344893.00","1771206.00","1426313.00"
"114/10/29","114","3","3504","揚明光","274724.00","-13424.00","58353.00","-40161.00","279492.00","1018824.00","1298316.00"
"114/10/29","114","3","6112","邁達特","556001.00","-92642.00","-410511.00","-40491.00","12357.00","1380992.00","1393349.00"
"114/10/29","114","3","7799","禾榮科","-337170.00","-100199.00","10871745.00","--","10434376.00","723966.00","11158342.00"
