出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","114","3","3169","亞信","211050.00","-33255.00","-190178.00","-12517.00","-24900.00","1364814.00","1339914.00"
"114/10/29","114","3","3265","台星科","886358.00","-1140662.00","446843.00","-10343.00","182196.00","1140120.00","1322316.00"
"114/10/29","114","3","4153","鈺緯","15200.00","3581.00","-119441.00","-1770.00","-102430.00","589143.00","486713.00"
"114/10/29","114","3","5299","杰力","365477.00","-68844.00","-215890.00","-856.00","79887.00","193138.00","273025.00"
"114/10/29","114","3","5371","中光電","-1535168.00","-2538383.00","997675.00","-1291600.00","-4367476.00","12982509.00","8615033.00"
"114/10/29","114","3","5508","永信建","-969830.00","-841493.00","1674556.00","--","-136767.00","279819.00","143052.00"
"114/10/29","114","3","5523","豐謙","-751802.00","146738.00","66487.00","--","-538577.00","576040.00","37463.00"
"114/10/29","114","3","5902","德記","136391.00","-2490.00","-162583.00","-533.00","-29215.00","535740.00","506525.00"
"114/10/29","114","3","5904","寶雅","4304571.00","-911964.00","-3210278.00","--","182329.00","2834366.00","3016695.00"
"114/10/29","114","3","6486","互動","-19512.00","8360.00","-328243.00","-500.00","-339895.00","1041129.00","701234.00"
"114/10/29","114","3","6510","精測","1107250.00","-113590.00","-276634.00","-12261.00","704765.00","3092974.00","3797739.00"
"114/10/29","114","3","6561","是方","1086268.00","-567064.00","-1169379.00","-8403.00","-658578.00","1260309.00","601731.00"
"114/10/29","114","3","6762","達亞","187149.00","11133.00","-334748.00","--","-136466.00","306612.00","170146.00"
"114/10/29","114","3","7782","光速火箭","69181.00","-273751.00","208271.00","--","3701.00","276921.00","280622.00"
"114/10/29","114","3","8040","九暘","38094.00","-56083.00","-224.00","--","-18213.00","2101681.00","2083468.00"
"114/10/29","114","3","8279","生展","245072.00","-52830.00","-250923.00","-85.00","-58766.00","341933.00","283167.00"
