出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","1","1101","台泥","75261374.00","207827210.00","283088584.00","53357480.00","63969234.00","117326714.00","42465090.00","25870809.00","51870788.00","29549421.00","-218166.00","149537942.00","--","--","16223928.00","165761870.00","--","0.00","6000000.00","35.26"
"114/10/29","107","1","1102","亞泥","54268970.00","195630899.00","249899869.00","50810456.00","50455950.00","101266406.00","33614472.00","1168705.00","97806689.00","-3053056.00","--","129536810.00","--","--","19096653.00","148633463.00","--","0.00","0.00","38.54"
"114/10/29","107","1","1103","嘉泥","9415913.00","20078930.00","29494843.00","2707627.00","6759092.00","9466719.00","7747805.00","643184.00","9511808.00","1461308.00","-1149426.00","18214679.00","--","--","1813445.00","20028124.00","--","0.00","131226016.00","28.30"
"114/10/29","107","1","1104","環泥","3880052.00","17921608.00","21801660.00","2790203.00","1321784.00","4111987.00","6536092.00","46951.00","10235852.00","755076.00","--","17573971.00","--","--","115702.00","17689673.00","--","0.00","0.00","26.89"
"114/10/29","107","1","1108","幸福","5018173.00","2137684.00","7155857.00","1868350.00","876877.00","2745227.00","4047380.00","8.00","350333.00","-8391.00","0.00","4389330.00","--","--","21300.00","4410630.00","--","0.00","0.00","10.84"
"114/10/29","107","1","1109","信大","2912700.00","5833293.00","8745993.00","1017643.00","710109.00","1727752.00","3599557.00","22452.00","2232604.00","-33915.00","0.00","5820698.00","--","--","1197543.00","7018241.00","0.00","0.00","0.00","16.17"
"114/10/29","107","1","1110","東泥","2141571.00","7130322.00","9271893.00","388288.00","330807.00","719095.00","5720008.00","187952.00","2148128.00","469113.00","-12185.00","8513016.00","--","--","39782.00","8552798.00","--","0.00","2112865.00","14.94"
"114/10/29","107","1","1201","味全","18931905.00","13449130.00","32381035.00","18496057.00","5921820.00","24417877.00","5060629.00","688.00","379683.00","-122827.00","--","5318173.00","--","--","2644985.00","7963158.00","0.00","0.00","0.00","10.51"
"114/10/29","107","1","1203","味王","4497218.00","4797853.00","9295071.00","1902849.00","1561227.00","3464076.00","2400000.00","112965.00","2086948.00","103987.00","-38464.00","4665436.00","--","--","1165559.00","5830995.00","0.00","0.00","2293865.00","19.63"
"114/10/29","107","1","1210","大成","20652758.00","20545486.00","41198244.00","15200955.00","3304450.00","18505405.00","7363944.00","2550673.00","6311075.00","990441.00","-306199.00","16909934.00","--","--","5782905.00","22692839.00","--","0.00","52894691.00","24.74"
"114/10/29","107","1","1213","大飲","404267.00","438443.00","842710.00","113102.00","31950.00","145052.00","566226.00","21938.00","109752.00","-258.00","--","697658.00","--","--","--","697658.00","0.00","0.00","0.00","12.32"
"114/10/29","107","1","1215","卜蜂","5174761.00","9048207.00","14222968.00","5200401.00","1616345.00","6816746.00","2679910.00","1145.00","3090635.00","1298146.00","--","7069836.00","--","--","336386.00","7406222.00","0.00","0.00","0.00","26.38"
"114/10/29","107","1","1216","統一","173005734.00","239033413.00","412039147.00","143869775.00","69759413.00","213629188.00","56820154.00","3917220.00","67763401.00","-3891506.00","--","124609269.00","--","--","73800690.00","198409959.00","0.00","0.00","0.00","21.93"
"114/10/29","107","1","1217","愛之味","2055687.00","10682535.00","12738222.00","3086902.00","3352895.00","6439797.00","4945134.00","258719.00","535453.00","-172687.00","0.00","5566619.00","--","--","731806.00","6298425.00","0.00","0.00","0.00","11.26"
"114/10/29","107","1","1218","泰山","3803909.00","4711004.00","8514913.00","1100114.00","1169220.00","2269334.00","4999990.00","945440.00","624090.00","-125480.00","-203876.00","6240164.00","--","--","5415.00","6245579.00","0.00","0.00","13680042.00","12.83"
"114/10/29","107","1","1219","福壽","3598552.00","4426162.00","8024714.00","1733085.00","2307015.00","4040100.00","3220139.00","32946.00","693803.00","-2385.00","--","3944503.00","--","--","40111.00","3984614.00","0.00","0.00","0.00","12.25"
"114/10/29","107","1","1220","台榮","1896434.00","1097294.00","2993728.00","376088.00","197326.00","573414.00","1770779.00","1413.00","478072.00","0.00","0.00","2250264.00","--","--","170050.00","2420314.00","--","0.00","0.00","12.71"
"114/10/29","107","1","1225","福懋油","3941050.00","2560511.00","6501561.00","1862030.00","895390.00","2757420.00","2187030.00","121015.00","1027616.00","-46057.00","--","3289604.00","--","--","454537.00","3744141.00","--","0.00","0.00","15.04"
