出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","3","1240","茂生農經","964304.00","652784.00","1617088.00","410684.00","28502.00","439186.00","330000.00","134278.00","258617.00","455007.00","--","--","--","--","--","1177902.00","--","0.00","0.00","35.69"
"114/10/29","107","3","1259","安心","2311779.00","615134.00","2926913.00","1130146.00","26239.00","1156385.00","323895.00","809816.00","638635.00","-21297.00","-10123.00","1740926.00","--","--","29602.00","1770528.00","0.00","0.00","117000.00","53.94"
"114/10/29","107","3","1264","德麥","2133446.00","913372.00","3046818.00","378239.00","60954.00","439193.00","336960.00","706936.00","1157573.00","-36534.00","--","2164935.00","--","--","442690.00","2607625.00","0.00","0.00","0.00","64.25"
"114/10/29","107","3","1268","漢來美食","1495203.00","1124565.00","2619768.00","1078384.00","79443.00","1157827.00","392987.00","1006818.00","378736.00","24971.00","-341571.00","1461941.00","--","--","--","1461941.00","--","0.00","2500000.00","39.73"
"114/10/29","107","3","1336","台翰","1242496.00","1290107.00","2532603.00","871001.00","32780.00","903781.00","841524.00","762908.00","107697.00","-83307.00","--","1628822.00","--","--","--","1628822.00","--","0.00","0.00","19.36"
"114/10/29","107","3","1565","精華","4050332.00","4303023.00","8353355.00","2052530.00","918841.00","2971371.00","504165.00","526000.00","4350803.00","1016.00","--","5381984.00","--","--","--","5381984.00","0.00","0.00","0.00","106.75"
"114/10/29","107","3","1569","濱川","3013977.00","2987694.00","6001671.00","2352413.00","964197.00","3316610.00","1127133.00","1039658.00","551699.00","-140716.00","--","2577774.00","--","--","107287.00","2685061.00","0.00","0.00","0.00","22.87"
"114/10/29","107","3","1570","力肯","647241.00","240881.00","888122.00","168853.00","6483.00","175336.00","515008.00","0.00","200420.00","-2642.00","0.00","712786.00","--","--","0.00","712786.00","0.00","0.00","0.00","13.84"
"114/10/29","107","3","1580","新麥","2039296.00","980782.00","3020078.00","905285.00","168036.00","1073321.00","502302.00","74943.00","1421592.00","-112073.00","--","1886764.00","--","--","59993.00","1946757.00","0.00","0.00","0.00","37.56"
"114/10/29","107","3","1584","精剛","684087.00","1416334.00","2100421.00","697558.00","481986.00","1179544.00","824705.00","286822.00","-88965.00","-141372.00","--","881190.00","--","--","39687.00","920877.00","--","0.00","0.00","10.68"
