出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","4","1101","台泥","110380695.00","233704423.00","344085118.00","64503844.00","82201818.00","146705662.00","53080599.00","47836241.00","61588761.00","19038454.00","-2545.00","181541510.00","--","--","15837946.00","197379456.00","--","0.00","70000.00","34.20"
"114/10/29","107","4","1102","亞泥","80358506.00","198829492.00","279187998.00","62804294.00","57335358.00","120139652.00","33614472.00","1362554.00","99918986.00","2996214.00","--","137892226.00","--","--","21156120.00","159048346.00","--","0.00","0.00","41.02"
"114/10/29","107","4","1103","嘉泥","11150914.00","20834715.00","31985629.00","3195396.00","7870414.00","11065810.00","7747805.00","703931.00","9672041.00","2082579.00","-1186544.00","19019812.00","--","--","1900007.00","20919819.00","--","0.00","133940016.00","29.68"
"114/10/29","107","4","1104","環泥","4058612.00","18517960.00","22576572.00","3435479.00","1311820.00","4747299.00","6536092.00","41265.00","10562324.00","575640.00","--","17715321.00","--","--","113952.00","17829273.00","--","0.00","0.00","27.10"
"114/10/29","107","4","1108","幸福","4938529.00","2354968.00","7293497.00","1736069.00","1330430.00","3066499.00","4047380.00","8.00","182653.00","-3121.00","0.00","4226920.00","--","--","78.00","4226998.00","--","0.00","0.00","10.44"
"114/10/29","107","4","1109","信大","4533454.00","5639022.00","10172476.00","1983843.00","498546.00","2482389.00","3419579.00","22452.00","2918682.00","-118512.00","0.00","6242201.00","--","--","1447886.00","7690087.00","0.00","0.00","0.00","18.25"
"114/10/29","107","4","1110","東泥","2029986.00","7217765.00","9247751.00","412748.00","322865.00","735613.00","5720008.00","188057.00","2136831.00","450959.00","-12185.00","8483670.00","--","--","28468.00","8512138.00","--","0.00","2112865.00","14.89"
"114/10/29","107","4","1201","味全","8996892.00","12245805.00","21242697.00","11746178.00","3296077.00","15042255.00","5060629.00","31936.00","1234238.00","-138768.00","--","6188035.00","--","--","12407.00","6200442.00","0.00","0.00","0.00","12.23"
"114/10/29","107","4","1203","味王","4038979.00","4986026.00","9025005.00","1595049.00","1550308.00","3145357.00","2400000.00","112965.00","2114009.00","142671.00","-38464.00","4731181.00","--","--","1148467.00","5879648.00","0.00","0.00","2293865.00","19.90"
"114/10/29","107","4","1210","大成","21032958.00","21493323.00","42526281.00","16769933.00","3533715.00","20303648.00","7879420.00","2595445.00","5541079.00","762542.00","-306199.00","16472287.00","--","--","5750346.00","22222633.00","--","0.00","56597318.00","22.52"
"114/10/29","107","4","1213","大飲","328880.00","1040992.00","1369872.00","366202.00","397205.00","763407.00","566226.00","21938.00","18483.00","-182.00","--","606465.00","--","--","--","606465.00","0.00","0.00","0.00","10.71"
"114/10/29","107","4","1215","卜蜂","5837148.00","9953016.00","15790164.00","6384425.00","2149054.00","8533479.00","2679910.00","1652.00","2980267.00","1270147.00","--","6931976.00","--","--","324709.00","7256685.00","0.00","0.00","0.00","25.87"
"114/10/29","107","4","1216","統一","171566867.00","235583219.00","407150086.00","146567709.00","90281543.00","236849252.00","56820154.00","3896504.00","49472225.00","-3834370.00","--","106354513.00","--","--","63946321.00","170300834.00","0.00","0.00","0.00","18.72"
"114/10/29","107","4","1217","愛之味","2011644.00","10573174.00","12584818.00","3379906.00","2932952.00","6312858.00","4945134.00","259233.00","551061.00","-225061.00","0.00","5530367.00","--","--","741593.00","6271960.00","0.00","0.00","0.00","11.18"
