出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","1","1240","茂生農經","873088.00","690230.00","1563318.00","545499.00","28908.00","574407.00","300580.00","13794.00","278194.00","396343.00","--","--","--","--","--","988911.00","--","0.00","0.00","32.90"
"114/10/29","107","1","1259","安心","2204697.00","574361.00","2779058.00","948619.00","26237.00","974856.00","323895.00","809816.00","660322.00","-20663.00","-10123.00","1763247.00","--","--","40955.00","1804202.00","0.00","0.00","117000.00","54.64"
"114/10/29","107","1","1264","德麥","2274513.00","883034.00","3157547.00","387780.00","63846.00","451626.00","336960.00","706936.00","1270516.00","-26298.00","--","2288114.00","0.00","--","417807.00","2705921.00","0.00","0.00","0.00","67.90"
"114/10/29","107","1","1268","漢來美食","2048778.00","1210374.00","3259152.00","1149973.00","83434.00","1233407.00","379910.00","1000048.00","552783.00","93004.00","--","2025745.00","--","--","--","2025745.00","--","0.00","0.00","53.32"
"114/10/29","107","1","1336","台翰","1052705.00","1269915.00","2322620.00","692467.00","43341.00","735808.00","831934.00","804865.00","31214.00","-81201.00","--","1586812.00","--","--","--","1586812.00","--","0.00","0.00","19.07"
"114/10/29","107","1","1565","精華","4576088.00","4081503.00","8657591.00","1916373.00","997887.00","2914260.00","504165.00","526000.00","4716379.00","-3213.00","--","5743331.00","--","--","--","5743331.00","0.00","0.00","0.00","113.92"
"114/10/29","107","1","1569","濱川","2988362.00","2997354.00","5985716.00","2145831.00","1056543.00","3202374.00","1127133.00","1039658.00","602709.00","-91359.00","--","2678141.00","--","--","105201.00","2783342.00","0.00","0.00","0.00","23.76"
"114/10/29","107","1","1570","力肯","650761.00","244551.00","895312.00","184457.00","6564.00","191021.00","515008.00","0.00","191118.00","-1835.00","0.00","704291.00","--","--","0.00","704291.00","0.00","0.00","0.00","13.68"
"114/10/29","107","1","1580","新麥","2211517.00","924640.00","3136157.00","800156.00","217320.00","1017476.00","485316.00","74943.00","1560721.00","-60791.00","--","2060189.00","--","--","58492.00","2118681.00","0.00","0.00","0.00","42.45"
"114/10/29","107","1","1584","精剛","848875.00","1497740.00","2346615.00","791408.00","564438.00","1355846.00","824705.00","286822.00","-75409.00","-90360.00","--","945758.00","--","--","45011.00","990769.00","--","0.00","0.00","11.47"
"114/10/29","107","1","1586","和勤","1825053.00","1148951.00","2974004.00","1321885.00","121978.00","1443863.00","757315.00","512309.00","302310.00","-41793.00","--","1530141.00","--","--","--","1530141.00","--","0.00","0.00","20.20"
"114/10/29","107","1","1591","駿吉-KY","300866.00","362251.00","663117.00","229073.00","51310.00","280383.00","331648.00","22159.00","144720.00","-115793.00","--","382734.00","--","--","--","382734.00","0.00","0.00","0.00","11.54"
"114/10/29","107","1","1593","祺驊","697886.00","330190.00","1028076.00","152366.00","7521.00","159887.00","319484.00","304046.00","280787.00","-41891.00","0.00","862426.00","--","--","5763.00","868189.00","0.00","0.00","0.00","26.99"
"114/10/29","107","1","1595","川寶","2631273.00","1168171.00","3799444.00","951909.00","408551.00","1360460.00","471481.00","545756.00","1430034.00","-8287.00","--","2438984.00","--","--","--","2438984.00","--","0.00","0.00","51.73"
"114/10/29","107","1","1599","宏佳騰","1101699.00","783450.00","1885149.00","442845.00","28856.00","471701.00","620025.00","487161.00","399729.00","-38987.00","-54480.00","1413448.00","--","--","--","1413448.00","0.00","0.00","1205000.00","23.25"
"114/10/29","107","1","1742","台蠟","546352.00","428002.00","974354.00","355564.00","51950.00","407514.00","472696.00","4530.00","82605.00","7009.00","--","566840.00","--","--","--","566840.00","0.00","800000.00","0.00","12.03"
"114/10/29","107","1","1777","生泰","960727.00","720737.00","1681464.00","618158.00","41364.00","659522.00","300595.00","314322.00","409230.00","-2205.00","--","--","--","--","--","1021942.00","0.00","0.00","0.00","34.00"
"114/10/29","107","1","1781","合世","358953.00","252738.00","611691.00","227809.00","1363.00","229172.00","474076.00","0.00","-90248.00","-1309.00","--","382519.00","--","--","--","382519.00","--","0.00","0.00","8.07"
"114/10/29","107","1","1784","訊聯","832451.00","974182.00","1806633.00","134597.00","278569.00","413166.00","496889.00","623541.00","21079.00","-6288.00","-1797.00","1133424.00","--","--","260043.00","1393467.00","0.00","0.00","62000.00","22.84"
"114/10/29","107","1","1785","光洋科","10441853.00","8746475.00","19188328.00","7959381.00","6440388.00","14399769.00","3985012.00","647572.00","263357.00","-58678.00","-214789.00","4622474.00","--","--","166085.00","4788559.00","0.00","0.00","8626146.00","11.86"
"114/10/29","107","1","1788","杏昌","1870658.00","651346.00","2522004.00","839531.00","14457.00","853988.00","350000.00","658219.00","665699.00","-5902.00","--","1668016.00","--","--","0.00","1668016.00","0.00","0.00","0.00","47.66"
"114/10/29","107","1","1796","金穎生技","299824.00","274287.00","574111.00","106909.00","45116.00","152025.00","274404.00","96501.00","51984.00","-803.00","--","422086.00","--","--","--","422086.00","0.00","0.00","0.00","15.38"
"114/10/29","107","1","1799","易威","481121.00","766755.00","1247876.00","88811.00","125285.00","214096.00","988427.00","262732.00","-355385.00","-6499.00","--","889275.00","--","--","144505.00","1033780.00","0.00","0.00","0.00","9.00"
"114/10/29","107","1","1813","寶利徠","613288.00","757895.00","1371183.00","323235.00","35163.00","358398.00","466355.00","263085.00","218393.00","-15327.00","--","932506.00","--","--","80279.00","1012785.00","0.00","0.00","0.00","20.00"
"114/10/29","107","1","1815","富喬","3742286.00","9897398.00","13639684.00","1864810.00","4318832.00","6183642.00","4237844.00","1667918.00","1714397.00","-51241.00","-112876.00","7456042.00","--","--","--","7456042.00","--","0.00","10000000.00","18.02"
"114/10/29","107","1","2035","唐榮公司","4524419.00","14948121.00","19472540.00","4418839.00","9062293.00","13481132.00","3500000.00","46.00","2374392.00","116970.00","0.00","--","--","--","--","5991408.00","0.00","0.00","0.00","17.12"
"114/10/29","107","1","2061","風青","983082.00","232491.00","1215573.00","534567.00","15300.00","549867.00","620751.00","926.00","43834.00","195.00","--","665706.00","--","--","--","665706.00","0.00","0.00","0.00","10.72"
"114/10/29","107","1","2063","世鎧","840815.00","646879.00","1487694.00","579638.00","179401.00","759039.00","450000.00","28778.00","249603.00","274.00","--","728655.00","--","--","--","728655.00","0.00","0.00","0.00","16.19"
"114/10/29","107","1","2064","晉椿","1966151.00","1647312.00","3613463.00","1846003.00","335401.00","2181404.00","700000.00","101974.00","592988.00","-15895.00","--","1379067.00","--","--","52992.00","1432059.00","0.00","0.00","0.00","19.70"
"114/10/29","107","1","2065","世豐","651459.00","861476.00","1512935.00","374276.00","71311.00","445587.00","326792.00","235531.00","308739.00","196286.00","0.00","--","--","--","--","1067348.00","0.00","0.00","0.00","32.66"
"114/10/29","107","1","2066","世德","1786966.00","422598.00","2209564.00","1133682.00","10380.00","1144062.00","365029.00","38699.00","661774.00","--","--","--","--","--","--","1065502.00","0.00","0.00","0.00","29.19"
"114/10/29","107","1","2067","嘉鋼","695138.00","729671.00","1424809.00","673911.00","239309.00","913220.00","451132.00","74109.00","-46744.00","1118.00","--","479615.00","--","--","31974.00","511589.00","--","247000.00","0.00","10.63"
"114/10/29","107","1","2070","精湛","1005253.00","613403.00","1618656.00","602337.00","184864.00","787201.00","322828.00","100010.00","420773.00","-12156.00","--","831455.00","--","--","--","831455.00","0.00","0.00","0.00","25.76"
"114/10/29","107","1","2221","大甲","831106.00","462917.00","1294023.00","311348.00","233392.00","544740.00","424250.00","52135.00","249749.00","-1408.00","-1573.00","723153.00","0.00","--","26130.00","749283.00","0.00","0.00","100000.00","17.09"
"114/10/29","107","1","2230","泰茂","675651.00","374427.00","1050078.00","524177.00","57452.00","581629.00","396173.00","63639.00","15740.00","-7103.00","--","468449.00","--","--","0.00","468449.00","0.00","0.00","0.00","11.82"
"114/10/29","107","1","2235","謚源","584602.00","1075091.00","1659693.00","312717.00","9592.00","322309.00","358780.00","497802.00","480802.00","--","--","--","--","--","--","1337384.00","--","0.00","0.00","37.28"
"114/10/29","107","1","2596","綠意","2908429.00","134310.00","3042739.00","536376.00","--","536376.00","973812.00","185311.00","970949.00","0.00","--","2130072.00","--","--","376291.00","2506363.00","0.00","0.00","0.00","21.87"
"114/10/29","107","1","2640","大車隊","933962.00","1409926.00","2343888.00","873567.00","81124.00","954691.00","487574.00","451275.00","449477.00","-481.00","--","1387845.00","--","--","1352.00","1389197.00","0.00","0.00","0.00","28.46"
"114/10/29","107","1","2641","正德","409588.00","3723819.00","4133407.00","392711.00","2384308.00","2777019.00","1850115.00","9478.00","-366891.00","-136314.00","--","1356388.00","--","--","--","1356388.00","0.00","0.00","0.00","7.33"
"114/10/29","107","1","2643","捷迅","891811.00","157425.00","1049236.00","345926.00","99887.00","445813.00","262300.00","72277.00","293937.00","-25091.00","--","603423.00","--","--","--","603423.00","--","0.00","0.00","23.01"
"114/10/29","107","1","2718","全心投控","150408.00","597821.00","748229.00","42135.00","123968.00","166103.00","225760.00","82463.00","275765.00","-1862.00","--","--","--","--","--","582126.00","0.00","0.00","0.00","25.79"
"114/10/29","107","1","2719","燦星旅","716958.00","87464.00","804422.00","557174.00","697.00","557871.00","362920.00","47789.00","-159589.00","-518.00","-4051.00","246551.00","--","--","--","246551.00","0.00","0.00","228000.00","6.84"
"114/10/29","107","1","2724","藝舍-KY","205433.00","873841.00","1079274.00","614516.00","463736.00","1078252.00","681723.00","198523.00","-877884.00","-1340.00","0.00","1022.00","0.00","--","0.00","1022.00","--","0.00","0.00","0.01"
"114/10/29","107","1","2726","雅茗-KY","1058403.00","363253.00","1421656.00","435149.00","225371.00","660520.00","336259.00","233046.00","265196.00","-59864.00","-45989.00","728648.00","--","--","32488.00","761136.00","--","0.00","495000.00","21.99"
"114/10/29","107","1","2729","瓦城","1023639.00","1458932.00","2482571.00","399159.00","37045.00","436204.00","232660.00","1210890.00","598040.00","-7728.00","--","2033862.00","--","--","12505.00","2046367.00","0.00","0.00","0.00","87.42"
"114/10/29","107","1","2732","六角","1124376.00","1247881.00","2372257.00","919426.00","84206.00","1003632.00","363079.00","662301.00","276632.00","-29516.00","-93845.00","1178651.00","--","--","189974.00","1368625.00","--","0.00","988000.00","33.37"
"114/10/29","107","1","2734","易飛網","450037.00","276438.00","726475.00","203635.00","104637.00","308272.00","302598.00","216887.00","-110153.00","-1477.00","--","407855.00","--","--","10348.00","418203.00","--","0.00","0.00","13.48"
"114/10/29","107","1","2736","富野","444716.00","1780909.00","2225625.00","279697.00","646981.00","926678.00","489923.00","464530.00","346339.00","-1845.00","--","1298947.00","--","--","--","1298947.00","--","0.00","0.00","26.51"
"114/10/29","107","1","2740","天蔥","111289.00","162936.00","274225.00","55132.00","66558.00","121690.00","159782.00","89126.00","-95236.00","-1137.00","--","152535.00","--","--","0.00","152535.00","0.00","0.00","0.00","9.55"
"114/10/29","107","1","2745","五福","1464029.00","158232.00","1622261.00","1121599.00","1808.00","1123407.00","264839.00","83101.00","150914.00","--","--","498854.00","--","--","--","498854.00","--","243000.00","0.00","19.11"
"114/10/29","107","1","2916","滿心","844450.00","341819.00","1186269.00","195461.00","58704.00","254165.00","546269.00","127250.00","264968.00","-6383.00","--","--","--","--","--","932104.00","0.00","0.00","0.00","17.06"
"114/10/29","107","1","2924","宏太-KY","663947.00","313770.00","977717.00","376144.00","6705.00","382849.00","340051.00","337137.00","-28706.00","-23214.00","-30400.00","594868.00","--","--","--","594868.00","--","0.00","681000.00","17.85"
"114/10/29","107","1","2926","誠品生活","2688410.00","1806410.00","4494820.00","1942964.00","740723.00","2683687.00","473897.00","616351.00","756687.00","-35802.00","--","1811133.00","--","--","--","1811133.00","0.00","0.00","0.00","38.22"
"114/10/29","107","1","2937","集雅社","713499.00","192389.00","905888.00","362642.00","10393.00","373035.00","328600.00","53036.00","151217.00","--","--","532853.00","--","--","--","532853.00","0.00","0.00","0.00","16.22"
"114/10/29","107","1","3064","泰偉","269992.00","307417.00","577409.00","302145.00","13213.00","315358.00","721051.00","0.00","-483679.00","17747.00","0.00","255119.00","--","--","6932.00","262051.00","0.00","0.00","0.00","3.54"
"114/10/29","107","1","3066","李洲","388284.00","899721.00","1288005.00","513076.00","148015.00","661091.00","830706.00","25885.00","-566791.00","168016.00","--","457816.00","--","--","169098.00","626914.00","--","0.00","0.00","5.51"
"114/10/29","107","1","3067","全域","189609.00","101114.00","290723.00","88061.00","7057.00","95118.00","290252.00","1360.00","-91015.00","-4992.00","0.00","195605.00","0.00","--","0.00","195605.00","0.00","0.00","0.00","6.74"
"114/10/29","107","1","3071","協禧","2052700.00","638043.00","2690743.00","1122728.00","82778.00","1205506.00","1200000.00","33039.00","285858.00","-33660.00","--","1485237.00","--","--","0.00","1485237.00","0.00","0.00","0.00","12.38"
"114/10/29","107","1","3073","天方能源","163085.00","336305.00","499390.00","62746.00","148172.00","210918.00","464637.00","8566.00","-209186.00","-2415.00","--","261602.00","--","--","26870.00","288472.00","--","0.00","0.00","5.63"
"114/10/29","107","1","3078","僑威","6030794.00","1422549.00","7453343.00","2894392.00","236038.00","3130430.00","2273911.00","214286.00","1819968.00","14748.00","--","4322913.00","--","--","--","4322913.00","--","0.00","0.00","19.01"
"114/10/29","107","1","3081","聯亞","2914035.00","1412823.00","4326858.00","406083.00","3425.00","409508.00","905732.00","1655253.00","1381320.00","-24955.00","0.00","--","--","--","--","3917350.00","--","0.00","0.00","43.25"
"114/10/29","107","1","3083","網龍","1060194.00","172140.00","1232334.00","167457.00","5489.00","172946.00","857044.00","329512.00","-156829.00","5862.00","0.00","1035589.00","--","--","23799.00","1059388.00","0.00","0.00","0.00","12.08"
"114/10/29","107","1","3085","新零售","488966.00","758870.00","1247836.00","437908.00","75043.00","512951.00","1180817.00","253672.00","-810593.00","440.00","--","624336.00","--","--","110549.00","734885.00","--","0.00","0.00","5.29"
"114/10/29","107","1","3086","華義","322832.00","137529.00","460361.00","188140.00","105740.00","293880.00","611661.00","10575.00","-452054.00","-3864.00","--","166318.00","--","--","163.00","166481.00","--","0.00","0.00","2.72"
"114/10/29","107","1","3088","艾訊","2378839.00","1504019.00","3882858.00","1262659.00","167488.00","1430147.00","794634.00","201244.00","1474169.00","-17336.00","--","2452711.00","--","--","0.00","2452711.00","0.00","32000.00","0.00","30.88"
"114/10/29","107","1","3093","港建*","674891.00","336822.00","1011713.00","169320.00","34518.00","203838.00","362888.00","49699.00","379137.00","-16892.00","--","774832.00","--","--","33043.00","807875.00","--","0.00","0.00","21.35"
"114/10/29","107","1","3095","及成","472947.00","574351.00","1047298.00","324406.00","503029.00","827435.00","1092763.00","0.00","-835775.00","-73648.00","--","183340.00","--","--","36523.00","219863.00","0.00","0.00","0.00","1.68"
"114/10/29","107","1","3105","穩懋","12145076.00","22981418.00","35126494.00","3830541.00","4642729.00","8473270.00","4226664.00","9052896.00","11735860.00","1393729.00","0.00","26409149.00","--","--","244075.00","26653224.00","0.00","0.00","0.00","62.48"
"114/10/29","107","1","3114","好德","1519558.00","288549.00","1808107.00","924616.00","3818.00","928434.00","500137.00","52062.00","305668.00","21806.00","--","879673.00","--","--","--","879673.00","--","0.00","0.00","17.59"
"114/10/29","107","1","3115","富榮綱","507852.00","79454.00","587306.00","172445.00","819.00","173264.00","436976.00","0.00","-26040.00","3106.00","--","414042.00","--","--","0.00","414042.00","--","0.00","0.00","9.48"
"114/10/29","107","1","3118","進階","504450.00","190191.00","694641.00","161486.00","5060.00","166546.00","324529.00","55945.00","147621.00","--","--","--","--","--","--","528095.00","0.00","0.00","0.00","16.27"
"114/10/29","107","1","3122","笙泉","362497.00","191506.00","554003.00","66419.00","4713.00","71132.00","392999.00","46702.00","59477.00","-525.00","-15782.00","482871.00","--","--","--","482871.00","--","0.00","1000000.00","12.61"
"114/10/29","107","1","3128","昇銳","515724.00","406247.00","921971.00","295293.00","35890.00","331183.00","420000.00","104815.00","51604.00","-505.00","--","575914.00","--","--","14874.00","590788.00","--","0.00","0.00","13.71"
"114/10/29","107","1","3131","弘塑","2431139.00","1782701.00","4213840.00","1400707.00","501511.00","1902218.00","246838.00","601772.00","1109523.00","353489.00","0.00","2311622.00","--","--","0.00","2311622.00","0.00","0.00","0.00","93.65"
"114/10/29","107","1","3141","晶宏","1004770.00","242895.00","1247665.00","211037.00","6117.00","217154.00","634329.00","57942.00","348005.00","-9765.00","0.00","1030511.00","--","--","--","1030511.00","--","107000.00","0.00","16.12"
"114/10/29","107","1","3147","大綜","1069977.00","127158.00","1197135.00","686896.00","25050.00","711946.00","300051.00","4210.00","181140.00","-212.00","--","485189.00","--","--","--","485189.00","0.00","0.00","0.00","16.17"
"114/10/29","107","1","3152","璟德","2976334.00","973351.00","3949685.00","465670.00","8038.00","473708.00","690162.00","573532.00","2212283.00","0.00","0.00","--","0.00","0.00","--","3475977.00","0.00","0.00","0.00","50.36"
"114/10/29","107","1","3162","精確","412781.00","320738.00","733519.00","158569.00","5569.00","164138.00","1265313.00","314.00","-689493.00","-6753.00","--","569381.00","--","--","--","569381.00","--","0.00","0.00","4.50"
"114/10/29","107","1","3163","波若威","1540018.00","761242.00","2301260.00","753647.00","62309.00","815956.00","743525.00","272562.00","511593.00","-42376.00","--","1485304.00","--","--","--","1485304.00","0.00","0.00","0.00","19.98"
"114/10/29","107","1","3169","亞信","752670.00","166790.00","919460.00","83963.00","0.00","83963.00","537406.00","70542.00","250792.00","-23243.00","0.00","835497.00","--","--","0.00","835497.00","0.00","0.00","0.00","15.74"
"114/10/29","107","1","3171","炎洲流通","771409.00","737140.00","1508549.00","545607.00","246529.00","792136.00","592035.00","53302.00","73409.00","-2333.00","--","716413.00","--","--","--","716413.00","0.00","0.00","0.00","12.10"
"114/10/29","107","1","3176","基亞","1374756.00","3256105.00","4630861.00","688976.00","879193.00","1568169.00","1386856.00","934435.00","-514789.00","-10612.00","--","1795890.00","--","--","1266802.00","3062692.00","0.00","0.00","0.00","12.95"
"114/10/29","107","1","3178","公準","470545.00","1213844.00","1684389.00","521024.00","473618.00","994642.00","397500.00","61600.00","222977.00","310.00","--","682387.00","--","--","7360.00","689747.00","0.00","0.00","0.00","17.17"
"114/10/29","107","1","3188","鑫龍騰","3284055.00","24519.00","3308574.00","2421455.00","--","2421455.00","1062951.00","1575.00","-177407.00","0.00","--","--","--","--","--","887119.00","--","0.00","0.00","8.35"
"114/10/29","107","1","3191","雲嘉南","328614.00","68518.00","397132.00","93161.00","54.00","93215.00","571948.00","115885.00","-373617.00","-10299.00","0.00","303917.00","--","--","0.00","303917.00","--","0.00","0.00","5.31"
