出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","3","2855","統一證","80631640.00","5429575.00","86061215.00","60312481.00","42083.00","60354564.00","13904281.00","142702.00","10986053.00","608484.00","--","25641520.00","--","--","65131.00","25706651.00","0.00","0.00","0.00","18.44"
"114/10/29","107","3","6005","群益證","112249742.00","15267141.00","127516883.00","90448776.00","1689957.00","92138733.00","23209081.00","2852299.00","6485492.00","638014.00","0.00","33184886.00","--","--","2193264.00","35378150.00","0.00","0.00","0.00","14.30"
"114/10/29","107","3","6024","群益期","38809582.00","485022.00","39294604.00","34303891.00","18670.00","34322561.00","1764376.00","1047338.00","2163954.00","-32081.00","--","4943587.00","--","--","28456.00","4972043.00","0.00","0.00","0.00","28.02"
