出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","109","1","1240","茂生農經","1053379.00","805270.00","1858649.00","668626.00","25796.00","694422.00","339900.00","143072.00","443035.00","114533.00","--","1040540.00","--","--","123687.00","1164227.00","--","0.00","0.00","30.61"
"114/10/29","109","1","1259","安心","1985468.00","2516666.00","4502134.00","1398704.00","1259887.00","2658591.00","323895.00","809816.00","714580.00","-26718.00","-10123.00","1811450.00","--","--","32093.00","1843543.00","0.00","0.00","117000.00","56.13"
"114/10/29","109","1","1264","德麥","2521938.00","1022585.00","3544523.00","456388.00","81904.00","538292.00","336960.00","707332.00","1480095.00","-58558.00","--","2465829.00","--","--","540402.00","3006231.00","0.00","0.00","0.00","73.18"
"114/10/29","109","1","1268","漢來美食","1721820.00","2083131.00","3804951.00","1067207.00","1146241.00","2213448.00","377237.00","800315.00","369948.00","109813.00","-65810.00","1591503.00","--","--","--","1591503.00","--","0.00","500000.00","42.76"
"114/10/29","109","1","1336","台翰","1002897.00","1256491.00","2259388.00","672289.00","36852.00","709141.00","770984.00","705906.00","152970.00","-79613.00","0.00","1550247.00","--","--","--","1550247.00","--","0.00","0.00","20.11"
"114/10/29","109","1","1565","精華","4002021.00","4374144.00","8376165.00","1453237.00","906500.00","2359737.00","504165.00","526000.00","4987127.00","-864.00","--","6016428.00","--","--","--","6016428.00","0.00","0.00","0.00","119.33"
"114/10/29","109","1","1569","濱川","3319180.00","3135566.00","6454746.00","2474486.00","1248328.00","3722814.00","1134437.00","1061618.00","673215.00","-232626.00","--","2636644.00","--","--","95288.00","2731932.00","--","0.00","0.00","23.24"
"114/10/29","109","1","1570","力肯","702825.00","229536.00","932361.00","138028.00","9771.00","147799.00","515008.00","0.00","272884.00","-3330.00","0.00","784562.00","--","--","0.00","784562.00","0.00","0.00","0.00","15.23"
"114/10/29","109","1","1580","新麥","1787466.00","1263051.00","3050517.00","614140.00","191430.00","805570.00","502302.00","75738.00","1790160.00","-182827.00","--","2185373.00","--","--","59574.00","2244947.00","--","0.00","0.00","43.51"
"114/10/29","109","1","1584","精剛","682800.00","1300524.00","1983324.00","492589.00","728937.00","1221526.00","824705.00","286822.00","-179632.00","-171119.00","--","760776.00","--","--","1022.00","761798.00","--","0.00","0.00","9.22"
