出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","109","1","2855","統一證","76084164.00","5866889.00","81951053.00","55942193.00","160033.00","56102226.00","13723900.00","91261.00","11439189.00","524743.00","0.00","25779093.00","--","--","69734.00","25848827.00","0.00","0.00","0.00","18.78"
"114/10/29","109","1","6005","群益證","127157204.00","16502382.00","143659586.00","106335142.00","2205081.00","108540223.00","21709081.00","2745094.00","7075634.00","799677.00","0.00","32329486.00","--","--","2789877.00","35119363.00","0.00","0.00","0.00","14.89"
"114/10/29","109","1","6024","群益期","50027186.00","563695.00","50590881.00","44181224.00","22091.00","44203315.00","2104376.00","1876938.00","2410990.00","-33699.00","--","6358605.00","--","--","28961.00","6387566.00","0.00","0.00","0.00","30.22"
