"面額新台幣10元之公司"
"因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積發放之現金(元/股)","股東配發-資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積轉增資配股(元/股)","股東配發-資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","股利分派之公司章程","備註",
"4735 - 豪展","董事會決議","115年 第1季","115/01/01~115/03/31","1","115/05/08","不適用","        228,071,296","         45,928,266","        256,268,753","        217,762,995","1.00000000","0.0","0.0","         38,505,758","0.0","0.0","0.0","                  0","摘錄公司章程文字： 摘錄公司章程文字：盈餘分派或虧損撥補得於每季終了後為之,每季決算如有盈餘,應先預估並保留應納稅捐、彌補累積虧損（包括調整未分配盈餘金額）,預估保留員工酬勞,次提百分之十為法定盈餘公積,但法定盈餘公積已達實收資本額時,不在此限。 並依法令或主管機關規定提撥或迴轉特別盈餘公積,如尚有盈餘,其餘額加計前季累計未分配盈餘 為股東紅利,並由董事會擬具分派議案。 分派紅利或法定盈餘公積及資本公積之全部或一部,如以發放現金之方式為之,授權董事會以三分之二以上董事之出席,及出席董事過半數同意後為之,並報告股東會。","無。",
"5009 - 榮剛","董事會決議","115年 第1季","115/01/01~115/03/31","1","115/04/30","不適用","      3,284,341,470","                  0","      3,284,341,470","      3,284,341,470","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","第二十五條：每會計年度終了，董事會應編造左列 各項表冊，於股東常會開會三十日前送交審計委員 會查核出具報告書，並提出於股東常會請求承認： 一、營業報告書。 二、財務報表。 三、盈餘分派或虧損撥補之議案。 本公司之盈餘分派或虧損撥補，得於每季終了後為 之。本公司每季盈餘分派或虧損撥補之議案，應連 同營業報告書及財務報表送交審計委員會查核後， 提董事會決議之。 第二十六條：本公司年度如有獲利，應提撥不低於 百分之一為員工酬勞，由董事會決議以股票或現金 分派發放，其發放對象包含符合一定條件之從屬公 司員工；前項員工酬勞數額中，應提撥不低於 30 %為基層員工分派酬勞。本公司得以上開獲利數額，由董事會決議 提撥不高於百分之五為董事酬勞。員工酬勞及董事 酬勞分派案應提股東會報告。 但公司尚有累積虧損時，應預先保留彌補數額，再 依前項比例提撥員工酬勞及董事酬勞。 第二十六條之一：本公司盈餘分派或虧損撥補，得 於每季終了後為之。每季決算如有盈餘，應先預估 並保留應納稅捐、彌補累積虧損、預估保留員工酬 勞、次提百分之十為法定盈餘公積；並依法提列或 迴轉特別盈餘公積，如尚有盈餘，其餘額加計前季 累計未分配盈餘數，由董事會擬具盈餘分派議案， 以現金方式為之時，應經董事會決議，以發行新股 方式為之時，應提請股東會決議後分派之。 本公司年終結算如有盈餘，除提付應納稅款外，應 先彌補以往年度虧損，次就其餘額提出百分之十為 法定盈餘公積，並得視業務需要或法令規定提列特 別盈餘公積，如尚有盈餘，加計期初累積未分配盈 餘後，由董事會擬定分配案。以發行新股方式為之 時，應提請股東會決議後分派之。 本公司依公司法第240條第5項規定，授權董事會 以三分之二以上董事之出席，及出席董事過半數之 決議，將應分派股息及紅利之全部或一部，以發放 現金方式為之，並報告股東會。 本公司股利政策，係配合目前及未來之發展計畫、 考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之百分之五十。","無",
"5278 - 尚凡*","董事會決議","115年 第1季","115/01/01~115/03/31","1","115/05/08","不適用","                  0","         86,725,828","         78,053,245","                  0","0.26017748","0.0","0.0","         78,053,245","0.0","0.0","0.0","                  0","第廿七條：本公司年度如有獲利，應提撥員工酬勞不低於2%(其中1%做為基層員 工酬勞分派)及董 事酬勞不高於3%。員工酬勞得以現金或發行新股方式發放之， 其發放對象得包括符合一定條件之從 屬公司員工，該一定條件由董事會訂定 之。但公司尚有累積虧損時，應預先保留彌補數額。前項所 稱之獲利係指當年 度稅前利益扣除分派員工酬勞及董事酬勞前之利益。員工酬勞、董事酬勞分派比 率之決定及員工酬勞以股票或現金為之，應由董事會以董事三分之二以上之出 席及出席董事過半數 同意之決議行之，並報告於股東會。 第廿七條之一：本公司盈餘分派或虧損撥補於每季終了後為之，每季決算如有盈 餘，應先預估並保 留應納提繳稅款，依法彌補累積虧損，次提百分之十為法定 盈餘公積(但法定盈餘公積，已達實收 資本總額時，不在此限），並依法令或主 管機關規定提撥或迴轉特別盈餘公積，其餘除派付股息 外，如尚有盈餘，其餘 額連同前季累計未分配盈餘數為股東紅利，由董事會擬具分派議案。以發行新股 方式為之時，應依公司法第二百四十條規定辦理；以現金方式為之時，應經董事 會決議。 第廿七條之二:本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次 提10%為法定盈餘公積(但法定盈餘公積，已達實收資本額時，不在此限），並依 法令或主管機關規定 提撥或迴轉特 別盈餘公積，其餘除派付股息外，如尚有盈 餘，其餘額連同前季累計未分配 盈餘數，由董事會擬 具分派議案，以發行新股 方式為之時，應提請股東會經特別決議後分派之。本公司依公司法第二百四十條 第五項規定，授權董事會以三分之二以上董事出席，及出席董事過半數之決議， 將應分派 股息及紅利或公司法第二百四十一條第一項規定之法定盈餘公積及資 本公積之全部或一部，以發 放現金之方式為之，並報告股東會。 第廿八條：本公司分配股利之政策，須視公司目前及未來之投資環境、資金需 求、國內外競爭狀況 及資本預算等因素，兼顧股東利益、平衡股利及公司長期 財務規劃等，每年依法由董事會擬具分派 案，提報股東會。股東股利之發放， 不低於可分配盈餘之百分之十，依股東持股比例，派付股利予股東，其中現金 股利不得低於股利總額百分之十，惟實際分派比率，仍應依股東會決議辦理。","無",
"5478 - 智冠","董事會決議","115年 第1季","115/01/01~115/03/31","1","115/05/13","不適用","      1,081,739,772","        358,472,874","      1,404,365,359","      1,404,365,359","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，於每季終了後為之。每季決算如有盈餘，應先預估並保留應納稅捐、彌補累積虧損、預估保留員工酬勞與董事酬勞、次提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時得不再提列，並依法提列或迴轉特別盈餘公積，如尚有盈餘，其餘額加計前季累計未分配盈餘數，由董事會擬具盈餘分派議案，以現金方式為之時，應經董事會決議，以發行新股方式為之時，應提請股東會決議後分派之。
本公司年度總決算如有盈餘，應先提繳稅款，彌補累積虧損，次提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時得不再提列；另依法令規定或視公司營運需要提列或迴轉特別盈餘公積，餘額為當年度可分配盈餘，其餘併同期初未分配盈餘為累積可分配盈餘，由董事會依本條股利政策擬定盈餘分配案，以發行新股方式為之時，應提請股東會決議後分派之。
本公司依公司法第240條規定，由董事會以三分之二以上董事出席，及出席董事過半數之決議，將應分派股息及紅利或依公司法第241條規定之法定盈餘公積及資本公積之全部或一部，以發放現金之方式為之，並報告股東會。本公司之股利政策考量公司未來擴展營運規模及深耕研究發展之需求，配合整體環境及產業特性以達永續經營及追求股東長期利益為目標，股東股利就累積可分配盈餘提撥，其中應不低於當年度可分配盈餘之15%，惟累積可供分配盈餘低於實收股本25%時，得不予分配；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之10%。","無",
"6123 - 上奇","董事會決議","115年 第1季","115/01/01~115/03/31","1","115/05/08","不適用","         21,829,694","                  0","         21,829,694","         21,829,694","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","第廿三條：本公司應於每會計年度終了，由董事會造具(一)營業報告書(二)財務報表 (三)盈餘分派或虧損撥補之議案等各項表冊，提交股東常會，請求承認。 本公司之盈餘分派或虧損撥補，得於每季終了後為之。本公司每季盈餘分派或虧損撥補之議案，應連同營業報告書及財務報表送交審計委員會查核後，提董事會決議之。 第廿四條：本公司當年度未計入員工酬勞及董事酬勞之稅前利益於彌補虧損後，如尚有餘額，應提撥不高於百分之三作為董事酬勞，及百分之四至百分之十一作為員工酬勞。前項員工酬勞發給股票或現金之對象，包括符合一定條件之從屬公司員工，該一定條件由董事會訂定之。員工酬勞以股票或現金方式分派時，應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告於股東會。 第廿四條之一：本公司盈餘分派或虧損撥補，得於每季終了後為之。每季決算如有盈餘，應先預估並保留應納稅捐、彌補累積虧損、預估保留員工酬勞、次提百分之十為法定盈餘公積；並依法提列或迴轉特別盈餘公積，如尚有盈餘，其餘額加計前季累計未分配盈餘數，由董事會擬具盈餘分派議案，以現金方式為之時，應經董事會決議，以發行新股方式為之時，應提請股東會決議後分派之。 本公司年度決算後如有盈餘，依下列順序分派之： (一)提繳稅捐。 (二)彌補累積虧損。 (三)提列百分之十為法定盈餘公積。但法定盈餘公積已達資本總額時，不在此限。 (四)依法令或證券主管機關規定提列或迴轉特別盈餘公積。 (五)如尚有餘額，再併同前季累積未分配盈餘，視當年度資金狀況及經濟發展由董事會決議保留或分派股東股利。以發行新股方式為之時，應提請股東會決議後分派之。 本公司依公司法第240條第5項規定，授權董事會以三分之二以上董事之出席，及出席董事過半數之決議，將應分派股息及紅利之全部或一部，以發放現金方式為之，並報告股東會。 第廿四條之二：本公司依公司法第241條規定，將法定盈餘公積及資本公積之全部或一部，按股東原有股份之比例發給新股或現金，以發放現金方式時，授權董事會以三分之二以上董事之出席，及出席董事過半數之決議之，並報告股東會。以發行新股方式為之時，應提請股東會決議後分派之。","無",
"面額新台幣10元之公司"
"因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積發放之現金(元/股)","股東配發-資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積轉增資配股(元/股)","股東配發-資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","股利分派之公司章程","備註",
"6148 - 驊宏資","董事會決議","115年 第1季","115/01/01~115/03/31","1","115/05/05","不適用","         29,256,427","          3,438,151","         32,694,578","         32,694,578","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","第三十一條之一 本公司盈餘分派或虧損撥補得於每季終了後為之，每季決算如有盈餘，應先預估並保留應納稅捐、彌補累積虧損（包括調整未分配盈餘金額），預估保留員工酬勞，次提百分之十為法定盈餘公積，但法定盈餘公積已達實收資本額時，不在此限。必要時得視公司營運需要、依法令或主管機關規定提撥或迴轉特別盈餘公積。如尚有盈餘，其餘額連同前季度累積未分配餘額做為可分配股利之盈餘，由董事會擬定盈餘分配議案。以發行新股方式為之時，應提請股東會決議分配之。本公司分派紅利或法定盈餘公積及資本公積之全部或一部，如以發放現金方式為之，授權董事會三分之二以上董事出席，及出席董事過半數同意後為之，並報告股東會。
股利發放原則採現金股利至少20%以上，以能嗣應公司營運及成長需要並兼顧股利平衡及股東權益為原則。","無",
"6219 - 富旺","董事會決議","115年 第1季","115/01/01~115/03/31","1","115/05/08","不適用","        306,451,186","         91,898,371","        398,349,557","        398,349,557","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","第卅五條  董事會應於每會計年度終了，依公司法第二二八條規定編造各項表冊，於股東常會三十日前送交審計委員會查核後提交股東常會承認之。
本公司盈餘分派或虧損撥補得於每季終了後為之。

第卅六條  本公司年度如有獲利，應提撥不低於百分之三為員工酬勞，其中應提撥不低於百分之一為基層員工分派酬勞，由董事會決議以股票或現金分派發放，其發放對象包含符合一定條件之從屬公司員工；本公司得以上開獲利數額，由董事會決議提撥不超過百分之三為董事酬勞。員工酬勞及董事酬勞分派案應提股東會報告。
但公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工酬勞及董事酬勞。
第卅六條之一本公司年度總決算如有盈餘，應先提繳稅款，彌補累積虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司依公司法二四○條及二四一條規定，授權董事會以特別決議發放現金股息及紅利、以現金發放符合公司法規定之資本公積或法定盈餘公積，並於最近一次股東會報告。
第卅七條  本公司企業生命週期正值成長階段，考量長期財務規劃暨爭取股東權益最大化，採平衡股利政策。本公司股利發放，得依公司未來年度之資本支出預算及資金需求情形等因素之考量，每年就可供分配盈餘提撥不低於百分之十分配股東股息紅利，惟累積可供分配盈餘低於實收股本百分之十時，得不予分配；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之百分之十。
股東股利之分派，以發放股利基準日時記載於股東名簿內之股東為準。","無。",
"6523 - 達爾膚","董事會決議","115年 第1季","115/01/01~115/03/31","1","115/05/06","不適用","        283,382,323","         84,891,129","        359,784,339","        269,689,089","2.00000000","0.0","0.0","         90,095,250","0.0","0.0","0.0","                  0","本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，不在此限，並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有餘額，併同以前年度累積未分派盈餘由董事會擬定盈餘分派案，提請股東會決議分派股東股息及紅利。
前項盈餘、法定盈餘公積及資本公積以現金發放者，授權由董事會以三分之二以上董事出席及出席董事過半數之決議分派之，並報告股東會；以發行新股方式為之時，則應依公司法第240條及第241條規定由股東會決議辦理。
本公司目前屬成長階段，盈餘分派應考量本公司未來資金需求及長期財務規劃由董事會擬具分派方案，經股東會決議後分派，股東股利就累積可分派盈餘提撥，其中應不低於當年度可分派盈餘之百分之十，股東股利之分派得採部分股票股利部分現金股利搭配方式，其中現金股利分派之比例應不低於百分之十，惟當本公司有較多盈餘或資金充裕時，可視當年度盈餘狀況提高現金股利之支付比率。
本公司依公司法規定得於每季終了後進行盈餘分派或虧損撥補。分派盈餘時，應先預估並保留應納稅捐、依法彌補虧損、提列法定盈餘公積及依相關法令規定提撥或迴轉特別盈餘公積。但法定盈餘公積，已達實收資本額時，不在此限。本項盈餘分派以現金發放者，由董事會決議；以發行新股方式為之時，則應依公司法第240條規定由股東會決議辦理。","無",
