code,year,quarter,eps,profit,equity,cash_dividend
4542,107,Q2,0.87,25150.0,542538.0,
4542,107,Q1,0.01,180.0,568364.0,
4542,107,Y1,,,,1.2
4542,106,Q4,2.36,67525.0,567692.0,
4542,106,Q3,2.1,60085.0,560291.0,
4542,106,Q2,1.0,28603.0,528128.0,
4542,106,Q1,-0.57,-16077.0,480958.0,
4542,106,Y1,,,,1.8
4543,114,Q3,-0.09,-5592.0,1758685.0,
4543,114,Q2,,,1720559.0,
4543,114,Q1,0.3,17957.0,1778576.0,
4543,113,Q4,2.09,123550.0,1821426.0,
4543,113,Q3,1.7,100078.0,1760694.0,
4543,113,Q2,1.66,93228.0,1747355.0,
4543,113,Q1,0.89,50141.0,1703867.0,
4543,113,Y1,,,,1.0
4543,112,Q4,2.41,134834.0,1709361.0,
4543,112,Q3,2.39,133983.0,1700921.0,
4543,112,Q2,1.6,89400.0,1659394.0,
4543,112,Q1,0.63,35112.0,1605169.0,
4543,112,Y1,,,,1.0
4543,111,Q4,2.49,139710.0,1635750.0,
4543,111,Q3,2.92,163723.0,1657897.0,
4543,111,Q2,1.52,85114.0,1581443.0,
4543,111,Q1,0.59,33291.0,1536112.0,
4543,111,Y1,,,,1.2
4543,110,Q4,0.53,29928.0,1505634.0,
4543,110,Q3,0.59,32894.0,1508411.0,
4543,110,Q2,0.4,22628.0,1499240.0,
4543,110,Q1,0.22,12557.0,1488585.0,
4543,110,Y1,,,,
4543,109,Q4,0.19,10698.0,1477837.0,
4543,109,Q3,,,1469087.0,
4543,109,Q2,0.05,2625.0,1464127.0,
4543,109,Q1,-0.03,-1772.0,1469140.0,
4543,109,Y1,,,,
4543,108,Q4,0.32,18327.0,1516668.0,
4543,108,Q3,0.52,29396.0,1529679.0,
4543,108,Q2,0.41,23198.0,1525801.0,
4543,108,Q1,0.16,9309.0,1569784.0,
4543,108,Y1,,,,0.7
4543,107,Q4,1.83,104225.0,1557076.0,
4543,107,Q3,1.62,92160.0,1543926.0,
4543,107,Q2,1.06,60184.0,1514104.0,
4543,107,Q1,0.18,10360.0,1482424.0,
4543,107,Y1,,,,1.0
4543,106,Q4,-0.25,-14233.0,1470275.0,
4543,106,Q3,0.11,6184.0,1494334.0,
4543,106,Q2,-0.04,-1997.0,1483550.0,
4543,106,Q1,-0.18,-10220.0,1488846.0,
4543,106,Y1,,,,0.3
4549,114,Q3,2.43,138296.0,1846920.0,
4549,114,Q2,,,1771047.0,
4549,114,Q1,1.03,57653.0,2034317.0,
4549,113,Q4,4.72,263745.0,1963710.0,
4549,113,Q3,3.37,188457.0,1767437.0,
4549,113,Q2,2.51,137284.0,1717874.0,
4549,113,Q1,1.18,64468.0,1859301.0,
4549,113,Y1,,,,4.1
4549,112,Q4,4.89,267839.0,1775888.0,
4549,112,Q3,3.8,207971.0,1733271.0,
4549,112,Q2,2.45,120925.0,1631053.0,
4549,112,Q1,1.07,52900.0,1764322.0,
4549,112,Y1,,,,4.0
4549,111,Q4,6.59,324433.0,1702595.0,
4549,111,Q3,5.24,257879.0,1644102.0,
4549,111,Q2,3.64,161512.0,1530933.0,
4549,111,Q1,1.38,61353.0,1617570.0,
4549,111,Y1,,,,4.0
4549,110,Q4,6.27,275936.0,1525505.0,
4549,110,Q3,4.85,213548.0,1456718.0,
4549,110,Q2,2.94,123014.0,1526820.0,
4549,110,Q1,1.18,49383.0,1459276.0,
4549,110,Y1,,,,4.1
4549,109,Q4,5.49,229869.0,1417373.0,
4549,109,Q3,,,1351781.0,
4549,109,Q2,2.13,89093.0,1269939.0,
4549,109,Q1,0.58,24231.0,1379535.0,
4549,109,Y1,,,,4.0
4549,108,Q4,5.11,213994.0,1361648.0,
4549,108,Q3,4.01,167777.0,1329148.0,
4549,108,Q2,2.81,112153.0,1288201.0,
4549,108,Q1,1.27,50784.0,1387190.0,
4549,108,Y1,,,,4.0
4549,107,Q4,5.35,215601.0,1330033.0,
4549,107,Q3,3.89,157032.0,1305848.0,
4549,107,Q2,2.51,101403.0,1260989.0,
4549,107,Q1,1.09,43853.0,1364537.0,
4549,107,Y1,,,,4.0
4549,106,Q4,4.84,195520.0,1316610.0,
4549,106,Q3,3.53,142654.0,1265945.0,
4549,106,Q2,2.39,91929.0,1208649.0,
4549,106,Q1,0.68,26202.0,1246007.0,
4549,106,Y1,,,,4.0
4550,114,Q3,0.65,24739.0,922238.0,
4550,114,Q2,,,909051.0,
4550,114,Q1,0.18,6870.0,984300.0,
4550,113,Q4,3.16,119627.0,978412.0,
4550,113,Q3,1.34,50826.0,911169.0,
4550,113,Q2,0.57,21393.0,880820.0,
4550,113,Q1,0.63,23996.0,962825.0,
4550,113,Y1,,,,2.0
4550,112,Q4,3.26,123200.0,939072.0,
4550,112,Q3,2.18,82420.0,898883.0,
4550,112,Q2,0.92,34857.0,850840.0,
4550,112,Q1,0.34,12958.0,899866.0,
4550,112,Y1,,,,2.1
4550,111,Q4,2.83,107034.0,885368.0,
4550,111,Q3,1.97,74523.0,856919.0,
4550,111,Q2,1.05,39860.0,822739.0,
4550,111,Q1,0.21,7812.0,834175.0,
4550,111,Y1,,,,1.9
4550,110,Q4,1.41,53501.0,822595.0,
4550,110,Q3,0.7,26379.0,794479.0,
4550,110,Q2,0.37,14144.0,782500.0,
4550,110,Q1,0.12,4451.0,836309.0,
4550,110,Y1,,,,1.15
4550,109,Q4,2.27,85792.0,832411.0,
4550,109,Q3,,,788429.0,
4550,109,Q2,0.38,14302.0,760698.0,
4550,109,Q1,0.24,8757.0,809639.0,
4550,109,Y1,,,,1.68
4550,108,Q4,2.8,103046.0,802129.0,
4550,108,Q3,2.56,94100.0,795380.0,
4550,108,Q2,1.83,67118.0,769741.0,
4550,108,Q1,0.32,11482.0,760654.0,
4550,108,Y1,,,,1.5
4550,107,Q4,1.51,53043.0,718884.0,
4550,107,Q3,0.8,27817.0,691878.0,
4550,107,Q2,0.42,14714.0,678578.0,
4550,107,Q1,-0.3,-10500.0,696603.0,
4550,107,Y1,,,,1.25
4550,106,Q4,1.5,51431.0,697860.0,
4550,106,Q3,0.71,24504.0,672785.0,
4550,106,Q2,0.22,7665.0,654844.0,
4550,106,Q1,-0.47,-15995.0,696690.0,
4550,106,Y1,,,,1.3
4554,114,Q3,1.32,34774.0,489172.0,
4554,114,Q2,,,460946.0,
4554,114,Q1,0.99,23035.0,482185.0,
4554,113,Q4,1.87,43546.0,458009.0,
4554,113,Q3,1.5,34941.0,450224.0,
4554,113,Q2,1.21,28116.0,443678.0,
4554,113,Q1,0.69,16019.0,455038.0,
4554,113,Y1,,,,0.35
4554,112,Q4,1.06,24683.0,439442.0,
4554,112,Q3,0.55,12773.0,426479.0,
4554,112,Q2,0.06,1307.0,416486.0,
4554,112,Q1,-0.24,-5683.0,430681.0,
4554,112,Y1,,,,1.0
4554,111,Q4,1.14,26646.0,436412.0,
4554,111,Q3,1.58,36835.0,445235.0,
4554,111,Q2,1.5,34950.0,443638.0,
4554,111,Q1,1.04,22145.0,449601.0,
4554,111,Y1,,,,1.0
4554,110,Q4,2.0,42787.0,428946.0,
4554,110,Q3,1.33,28521.0,415432.0,
4554,110,Q2,0.39,8351.0,398546.0,
4554,110,Q1,0.08,1650.0,391568.0,
4554,110,Y1,,,,0.9
4554,109,Q4,0.24,5085.0,390137.0,
4554,109,Q3,,,388585.0,
4554,109,Q2,-0.39,-8416.0,377452.0,
4554,109,Q1,-0.1,-2097.0,385549.0,
4554,109,Y1,,,,0.14
4554,108,Q4,0.25,5278.0,387531.0,
4554,108,Q3,0.25,5371.0,387604.0,
4554,108,Q2,0.02,335.0,382984.0,
4554,108,Q1,-0.24,-5058.0,377312.0,
4554,108,Y1,,,,0.1
4554,107,Q4,-1.09,-23298.0,382593.0,
4554,107,Q3,-0.29,-6222.0,399205.0,
4554,107,Q2,0.18,3921.0,409844.0,
4554,107,Q1,-0.11,-2385.0,403806.0,
4554,107,Y1,,,,
4554,106,Q4,-1.62,-34565.0,405684.0,
4554,106,Q3,-0.96,-20440.0,419698.0,
4554,106,Q2,-1.01,-21563.0,417953.0,
4554,106,Q1,-0.68,-14479.0,439500.0,
4554,106,Y1,,,,
4556,114,Q3,0.49,20696.0,778047.0,
4556,114,Q2,,,741396.0,
4556,114,Q1,0.02,972.0,841489.0,
4556,113,Q4,0.34,14240.0,832000.0,
4556,113,Q3,0.18,7672.0,837481.0,
4556,113,Q2,0.0,-128.0,827135.0,
4556,113,Q1,-0.04,-1672.0,835991.0,
4556,113,Y1,,,,0.3
4556,112,Q4,0.1,4003.0,811114.0,
4556,112,Q3,0.21,8764.0,847757.0,
4556,112,Q2,0.13,5259.0,831070.0,
4556,112,Q1,-0.08,-3330.0,837668.0,
4556,112,Y1,,,,0.25
4556,111,Q4,0.78,32753.0,840675.0,
4556,111,Q3,0.54,22885.0,848929.0,
4556,111,Q2,0.11,4748.0,803542.0,
4556,111,Q1,0.03,1390.0,808383.0,
4556,111,Y1,,,,0.52
4556,110,Q4,0.3,12365.0,782100.0,
4556,110,Q3,0.18,7634.0,780516.0,
4556,110,Q2,0.03,1135.0,791897.0,
4556,110,Q1,-0.11,-4721.0,774687.0,
4556,110,Y1,,,,0.35
4556,109,Q4,0.5,20785.0,783955.0,
4556,109,Q3,,,776118.0,
4556,109,Q2,0.4,16703.0,758930.0,
4556,109,Q1,0.08,3198.0,792462.0,
4556,109,Y1,,,,0.45
4556,108,Q4,1.0,40460.0,794131.0,
4556,108,Q3,0.52,20931.0,797249.0,
4556,108,Q2,0.32,12568.0,792719.0,
4556,108,Q1,0.09,3243.0,836746.0,
4556,108,Y1,,,,0.5
4556,107,Q4,1.76,61996.0,637162.0,
4556,107,Q3,1.36,47973.0,620059.0,
4556,107,Q2,0.66,23149.0,601443.0,
4556,107,Q1,0.11,3843.0,591263.0,
4556,107,Y1,,,,1.25
4556,106,Q4,0.4,14200.0,587392.0,
4556,106,Q3,0.16,5576.0,579579.0,
4556,106,Q2,0.07,2339.0,574632.0,
4556,106,Q1,-0.21,-7418.0,575322.0,
4556,106,Y1,,,,0.36
4558,114,Q3,-0.36,-18084.0,880740.0,
4558,114,Q2,,,841378.0,
4558,114,Q1,-0.33,-16458.0,863916.0,
4558,113,Q4,0.48,24250.0,905374.0,
4558,113,Q3,0.51,25445.0,906555.0,
4558,113,Q2,0.73,36522.0,917632.0,
4558,113,Q1,0.06,2777.0,883887.0,
4558,113,Y1,,,,0.5
4558,112,Q4,0.01,251.0,881110.0,
4558,112,Q3,0.34,17060.0,897919.0,
4558,112,Q2,-0.44,-22192.0,858667.0,
4558,112,Q1,-0.58,-29195.0,901664.0,
4558,112,Y1,,,,
4558,111,Q4,1.25,60802.0,930859.0,
4558,111,Q3,0.93,45082.0,915139.0,
4558,111,Q2,1.14,54313.0,924370.0,
4558,111,Q1,1.16,52457.0,1072514.0,
4558,111,Y1,,,,1.0
4558,110,Q4,4.55,200772.0,755320.0,
4558,110,Q3,3.27,144102.0,699097.0,
4558,110,Q2,2.0,88165.0,687260.0,
4558,110,Y1,,,,3.0
4558,109,Q4,2.03,89440.0,599095.0,
4558,109,Q2,0.08,3676.0,516259.0,
4558,109,Y1,,,,1.0
4558,108,Q4,0.44,19355.0,534633.0,
4558,108,Q2,0.24,10410.0,523004.0,
4558,108,Y1,,,,0.5
4558,107,Q4,0.84,36971.0,556694.0,
4558,107,Q2,0.17,7646.0,527577.0,
4558,107,Y1,,,,1.0
4558,106,Q4,1.33,58718.0,564264.0,
4558,106,Q2,0.76,33584.0,540250.0,
4558,106,Y1,,,,1.0
4561,114,Q3,0.36,20781.0,1345834.0,
4561,114,Q2,,,1327367.0,
4561,114,Q1,0.27,15651.0,1410930.0,
4561,113,Q4,3.28,192211.0,1395279.0,
4561,113,Q3,2.96,172955.0,1375044.0,
4561,113,Q2,2.29,133879.0,1335968.0,
4561,113,Q1,0.94,55193.0,1315804.0,
4561,113,Y1,,,,1.2
4561,112,Q4,2.74,160084.0,1260611.0,
4561,112,Q3,2.01,117477.0,1218701.0,
4561,112,Q2,0.71,41553.0,1142777.0,
4561,112,Q1,0.21,12203.0,1154392.0,
4561,112,Y1,,,,1.0
4561,111,Q4,1.93,113028.0,1142189.0,
4561,111,Q3,1.7,99779.0,1134208.0,
4561,111,Q2,1.11,64827.0,1099256.0,
4561,111,Q1,0.64,37664.0,1124762.0,
4561,111,Y1,,,,0.7
4561,110,Q4,2.49,145736.0,1087098.0,
4561,110,Q3,2.1,122719.0,1064805.0,
4561,110,Q2,1.22,71154.0,1065909.0,
4561,110,Q1,0.58,33878.0,1028633.0,
4561,110,Y1,,,,0.9
4561,109,Q4,1.46,85238.0,994755.0,
4561,109,Q3,,,952209.0,
4561,109,Q2,0.2,11497.0,921676.0,
4561,109,Q1,-0.05,-3210.0,921599.0,
4561,109,Y1,,,,0.9
4561,108,Q4,0.44,25593.0,924809.0,
4561,108,Q3,0.43,25007.0,924189.0,
4561,108,Q2,0.49,28910.0,928092.0,
4561,108,Q1,0.17,10172.0,967876.0,
4561,108,Y1,,,,0.25
4561,107,Q4,1.92,108269.0,957704.0,
4561,107,Q3,1.54,85769.0,936994.0,
4561,107,Q2,1.27,64475.0,906700.0,
4561,107,Q1,0.6,30042.0,765340.0,
4561,107,Y1,,,,1.0
4561,106,Q4,1.86,93260.0,735298.0,
4561,106,Q2,0.89,44552.0,680677.0,
4561,106,Y1,,,,0.75
4563,114,Q3,0.42,22999.0,1491248.0,
4563,114,Q2,,,1440890.0,
4563,114,Q1,0.99,54440.0,1617567.0,
4563,113,Q4,3.87,212592.0,1681476.0,
4563,113,Q3,2.9,159292.0,1622723.0,
4563,113,Q2,1.95,107412.0,1565335.0,
4563,113,Q1,0.87,47880.0,1514767.0,
4563,113,Y1,,,,3.0
4563,112,Q4,2.02,110993.0,1420300.0,
4563,112,Q3,1.64,89905.0,1435098.0,
4563,112,Q2,1.23,67535.0,1389051.0,
4563,112,Q1,0.38,21118.0,1305649.0,
4563,112,Y1,,,,0.534
4563,111,Q4,1.98,108881.0,1282852.0,
4563,111,Q3,1.93,105879.0,1282284.0,
4563,111,Q2,1.15,63345.0,1196718.0,
4563,111,Q1,0.6,33215.0,1159194.0,
4563,111,Y1,,,,
4563,110,Q4,-3.36,-184856.0,1100919.0,
4563,110,Q3,-2.27,-125001.0,1166527.0,
4563,110,Q2,-1.3,-71587.0,1242229.0,
4563,110,Q1,-1.08,-59126.0,1272724.0,
4563,110,Y1,,,,
4563,109,Q4,-6.7,-352551.0,1321612.0,
4563,109,Q3,,,1509919.0,
4563,109,Q2,-2.71,-136484.0,1543278.0,
4563,109,Q1,-1.65,-75041.0,1616859.0,
4563,109,Y1,,,,
4563,108,Q4,-2.23,-90831.0,1334824.0,
4563,108,Q3,-0.97,-38712.0,1143762.0,
4563,108,Q2,0.07,2877.0,1179523.0,
4563,108,Q1,-0.31,-12390.0,1282510.0,
4563,108,Y1,,,,
4563,107,Q4,3.24,121450.0,1294782.0,
4563,107,Q3,3.05,111935.0,1285881.0,
4563,107,Q2,2.33,82110.0,926720.0,
4563,107,Q1,0.85,29906.0,1061488.0,
4563,107,Y1,,,,2.5
4563,106,Q4,3.8,133810.0,1032603.0,
4563,106,Q2,0.99,35022.0,943929.0,
4563,106,Y1,,,,3.5
4568,114,Q3,1.14,36107.0,1048917.0,
4568,114,Q2,,,1013338.0,
4568,114,Q1,1.03,32669.0,1093281.0,
4568,113,Q4,2.81,88673.0,1118200.0,
4568,113,Q3,2.33,73287.0,1099289.0,
4568,113,Q2,1.22,38534.0,1069634.0,
4568,113,Q1,0.5,15622.0,1040322.0,
4568,113,Y1,,,,2.0
4568,112,Q4,1.06,33203.0,1079404.0,
4568,112,Q3,1.0,31336.0,1100901.0,
4568,112,Q2,0.07,2244.0,1050272.0,
4568,112,Q1,-0.18,-5700.0,1046949.0,
4568,112,Y1,,,,2.5
4568,111,Q4,4.76,149010.0,1173107.0,
4568,111,Q3,5.1,159609.0,1194404.0,
4568,111,Q2,3.46,103019.0,1111948.0,
4568,111,Q1,1.44,42422.0,1050527.0,
4568,111,Y1,,,,3.8
4568,110,Q4,5.03,148895.0,1105990.0,
4568,110,Q3,3.76,111410.0,1059467.0,
4568,110,Q2,2.2,65166.0,1133132.0,
4568,110,Q1,1.03,30598.0,1103420.0,
4568,110,Y1,,,,4.0
4568,109,Q4,4.93,146284.0,1067475.0,
4568,109,Q3,,,1038658.0,
4568,109,Q2,1.78,52856.0,962928.0,
4568,109,Q1,0.52,15379.0,1045234.0,
4568,109,Y1,,,,4.0
4568,108,Q4,4.58,136491.0,1035513.0,
4568,108,Q3,3.82,113815.0,1026467.0,
4568,108,Q2,2.43,72350.0,994915.0,
4568,108,Q1,1.21,36181.0,1101171.0,
4568,108,Y1,,,,3.2
4568,107,Q4,5.79,160361.0,1053031.0,
4568,107,Q3,4.89,132095.0,806338.0,
4568,107,Q2,3.23,87075.0,747588.0,
4568,107,Q1,1.38,37351.0,821478.0,
4568,107,Y1,,,,4.5
4568,106,Q4,6.13,165465.0,777630.0,
4568,106,Q2,2.51,67696.0,674087.0,
4568,106,Y1,,,,4.5
4577,114,Q3,-0.92,-45134.0,930414.0,
4577,114,Q2,,,927372.0,
4577,114,Q1,-0.8,-39145.0,961050.0,
4577,113,Q4,-1.08,-52835.0,988248.0,
4577,113,Q3,-1.43,-70065.0,973520.0,
4577,113,Q2,-0.98,-48055.0,979359.0,
4577,113,Q1,-0.41,-20181.0,1009761.0,
4577,113,Y1,,,,
4577,112,Q4,-4.52,-221966.0,1029730.0,
4577,112,Q3,-0.38,-18604.0,1236935.0,
4577,112,Q2,0.47,23012.0,1270489.0,
4577,112,Q1,0.45,21924.0,1367010.0,
4577,112,Y1,,,,
4577,111,Q4,2.79,129303.0,1346063.0,
4577,111,Q3,2.85,129654.0,1344016.0,
4577,111,Q2,2.41,105224.0,1315142.0,
4577,111,Q1,1.24,53397.0,1157543.0,
4577,111,Y1,,,,1.629925
4577,110,Q4,2.12,91064.0,1091113.0,
4577,110,Q3,1.06,45466.0,1048619.0,
4577,110,Q2,0.76,32532.0,1105504.0,
4577,110,Y1,,,,1.743647
4577,109,Q4,2.09,89295.0,1071695.0,
4577,109,Q2,0.8,34105.0,1015678.0,
4577,109,Y1,,,,1.403826
4577,108,Q4,1.18,50403.0,1036829.0,
4577,108,Q2,0.19,7989.0,1025039.0,
4577,108,Y1,,,,1.05287
4577,107,Q4,0.74,32045.0,1039311.0,
4577,107,Y1,,,,0.701913
4580,114,Q3,4.09,187783.0,2667532.0,
4580,114,Q2,,,2546804.0,
4580,114,Q1,0.67,29943.0,2722970.0,
4580,113,Q4,8.86,383669.0,2534334.0,
4580,113,Q3,6.4,276166.0,2391751.0,
4580,113,Q2,5.12,220710.0,2282745.0,
4580,113,Q1,2.57,110826.0,2374056.0,
4580,113,Y1,,,,5.3
4580,112,Q4,7.68,331311.0,2251041.0,
4580,112,Q3,6.42,276861.0,2209616.0,
4580,112,Q2,4.23,182419.0,2096765.0,
4580,112,Q1,1.9,82051.0,2242757.0,
4580,112,Y1,,,,4.8
4580,111,Q4,7.91,332999.0,2157799.0,
4580,111,Q3,6.84,285529.0,2118252.0,
4580,111,Q2,4.66,191014.0,2019515.0,
4580,111,Q1,2.27,89003.0,2067306.0,
4580,111,Y1,,,,5.25
4580,110,Q4,8.04,314503.0,1691597.0,
4580,110,Q3,6.29,246316.0,1619367.0,
4580,110,Q2,3.97,155230.0,1728616.0,
4580,110,Q1,1.75,68353.0,1645199.0,
4580,110,Y1,,,,5.75
4580,109,Q4,7.55,295197.0,1580028.0,
4580,109,Q3,,,1527682.0,
4580,109,Q2,4.23,165458.0,1434179.0,
4580,109,Q1,2.06,80544.0,1550121.0,
4580,109,Y1,,,,5.11
4580,108,Q4,8.0,284698.0,1199376.0,
4580,108,Q3,6.18,220122.0,1097110.0,
4580,108,Q2,3.97,141373.0,1028825.0,
4580,108,Y1,,,,5.0
4580,107,Q4,5.83,195146.0,998704.0,
4580,107,Q2,4.53,148949.0,792327.0,
4580,107,Y1,,,,3.2
4580,106,Q4,3.93,127934.0,708214.0,
4580,106,Y1,,,,2.0
4584,114,Q3,2.63,78850.0,1002391.0,
4584,114,Q2,,,955865.0,
4584,114,Q1,1.33,39775.0,1068748.0,
4584,113,Q4,3.6,108085.0,1017931.0,
4584,113,Q3,2.76,82951.0,995043.0,
4584,113,Q2,1.85,51443.0,958470.0,
4584,113,Q1,0.94,26185.0,962361.0,
4584,113,Y1,,,,2.2
4584,112,Q4,3.28,91038.0,924338.0,
4584,112,Q3,2.19,60739.0,904555.0,
4584,112,Q2,1.44,39956.0,870636.0,
4584,112,Q1,0.49,13622.0,914856.0,
4584,112,Y1,,,,1.2
4584,111,Q4,3.61,92131.0,898678.0,
4584,111,Q3,3.49,86376.0,773818.0,
4584,111,Q2,2.23,55305.0,720996.0,
4584,111,Q1,1.45,36012.0,770260.0,
4584,111,Y1,,,,2.0
4584,110,Q4,5.07,123079.0,718766.0,
4584,110,Q2,2.68,63814.0,659187.0,
4584,110,Y1,,,,2.5
4584,109,Q4,4.29,92708.0,569047.0,
4584,109,Y1,,,,1.5
4584,108,Q4,-0.31,-6722.0,481270.0,
4609,114,Q3,-0.06,-3112.0,146156.0,
4609,114,Q2,,,126007.0,
4609,114,Q1,-0.13,-6186.0,147468.0,
4609,113,Q4,-0.47,-22328.0,154628.0,
4609,113,Q3,-0.28,-13417.0,155975.0,
4609,113,Q2,-0.23,-10799.0,163394.0,
4609,113,Q1,-0.18,-8817.0,163712.0,
4609,113,Y1,,,,
4609,112,Q4,-0.78,-37493.0,168330.0,
4609,112,Q3,-0.68,-32551.0,178457.0,
4609,112,Q2,-0.45,-21515.0,186420.0,
4609,112,Q1,-0.22,-10579.0,190394.0,
4609,112,Y1,,,,
4609,111,Q4,0.08,3829.0,203901.0,
4609,111,Q3,0.27,12771.0,215041.0,
4609,111,Q2,-0.1,-4729.0,187080.0,
4609,111,Q1,0.03,1646.0,186347.0,
4609,111,Y1,,,,
4609,110,Q4,-0.39,-18495.0,182903.0,
4609,110,Q3,-0.54,-25700.0,177260.0,
4609,110,Q2,-0.61,-29299.0,174143.0,
4609,110,Q1,-0.25,-11777.0,194654.0,
4609,110,Y1,,,,
4609,109,Q4,-1.06,-50768.0,206010.0,
4609,109,Q3,,,214158.0,
4609,109,Q2,-1.11,-53142.0,213097.0,
4609,109,Q1,-0.43,-20639.0,247727.0,
4609,109,Y1,,,,
4609,108,Q4,-1.05,-50393.0,265570.0,
4609,108,Q3,-0.37,-17555.0,302122.0,
4609,108,Q2,-0.06,-2832.0,316900.0,
4609,108,Q1,0.18,8517.0,326012.0,
4609,108,Y1,,,,
4609,107,Q4,-1.29,-61736.0,317101.0,
4609,107,Q3,-0.85,-40618.0,328380.0,
4609,107,Q2,-1.14,-54444.0,315166.0,
4609,107,Q1,-0.56,-26852.0,335289.0,
4609,107,Y1,,,,
4609,106,Q4,-1.37,-65671.0,365477.0,
4609,106,Q3,-1.16,-55850.0,376883.0,
4609,106,Q2,-1.2,-57683.0,374782.0,
4609,106,Q1,-0.67,-32219.0,399071.0,
4609,106,Y1,,,,
4702,114,Q3,0.23,16768.0,1244112.0,
4702,114,Q2,,,1184475.0,
4702,114,Q1,-0.18,-13318.0,1247430.0,
4702,113,Q4,0.58,42232.0,1259631.0,
4702,113,Q3,0.27,19718.0,1228993.0,
4702,113,Q2,0.24,17204.0,1232569.0,
4702,113,Q1,0.31,22186.0,1235344.0,
4702,113,Y1,,,,
4702,112,Q4,0.72,52114.0,1204739.0,
4702,112,Q3,0.52,37835.0,1212146.0,
4702,112,Q2,0.07,5128.0,1168049.0,
4702,112,Q1,0.03,2373.0,1159203.0,
4702,112,Y1,,,,
4702,111,Q4,1.64,118460.0,1160588.0,
4702,111,Q3,1.28,92833.0,1141600.0,
4702,111,Q2,0.64,46615.0,1086318.0,
4702,111,Q1,0.47,33999.0,1094309.0,
4702,111,Y1,,,,
4702,110,Q4,1.15,83534.0,1045138.0,
4702,110,Q3,0.46,33445.0,996258.0,
4702,110,Q2,0.26,18676.0,982588.0,
4702,110,Q1,0.39,28365.0,1007117.0,
4702,110,Y1,,,,
4702,109,Q4,0.6,43590.0,968010.0,
4702,109,Q3,,,932933.0,
4702,109,Q2,0.01,495.0,942096.0,
4702,109,Q1,-0.04,-2825.0,956301.0,
4702,109,Y1,,,,
4702,108,Q4,1.03,74435.0,951387.0,
4702,108,Q3,0.26,57657.0,950090.0,
4702,108,Q2,0.11,25536.0,922143.0,
4702,108,Q1,0.0,517.0,888731.0,
4702,108,Y1,,,,
4702,107,Q4,-2.4,-540164.0,904999.0,
4702,107,Q3,-1.37,-307691.0,1186771.0,
4702,107,Q2,0.0,-1120.0,1488992.0,
4702,107,Q1,0.04,10021.0,1435516.0,
4702,107,Y1,,,,
4702,106,Q4,-3.11,-698959.0,1482819.0,
4702,106,Q3,-0.35,-78364.0,2092043.0,
4702,106,Q2,-0.27,-61483.0,2119023.0,
4702,106,Q1,-0.1,-21367.0,2146856.0,
4702,106,Y1,,,,
4706,114,Q3,-0.06,-4480.0,1456020.0,
4706,114,Q2,,,1430752.0,
4706,114,Q1,0.2,15966.0,1553455.0,
4706,113,Q4,0.99,78126.0,1530476.0,
4706,113,Q3,0.75,58904.0,1508216.0,
4706,113,Q2,0.63,49800.0,1493553.0,
4706,113,Q1,0.38,29992.0,1486943.0,
4706,113,Y1,,,,0.7
4706,112,Q4,0.07,5664.0,1450971.0,
4706,112,Q3,0.0,65.0,1440658.0,
4706,112,Q2,-0.17,-13378.0,1417771.0,
4706,112,Q1,-0.16,-12703.0,1476280.0,
4706,112,Y1,,,,0.2
4706,111,Q4,0.64,50832.0,1487362.0,
4706,111,Q3,0.8,63503.0,1499266.0,
4706,111,Q2,0.5,39648.0,1472986.0,
4706,111,Q1,0.3,23314.0,1532565.0,
4706,111,Y1,,,,0.6
4706,110,Q4,1.13,89195.0,1497591.0,
4706,110,Q3,1.0,78936.0,1493188.0,
4706,110,Q2,0.74,58174.0,1535935.0,
4706,110,Q1,0.46,36605.0,1516920.0,
4706,110,Y1,,,,0.9
4706,109,Q4,1.22,96588.0,1482750.0,
4706,109,Q3,,,1444719.0,
4706,109,Q2,0.36,28806.0,1400343.0,
4706,109,Q1,0.22,17315.0,1440796.0,
4706,109,Y1,,,,0.8
4706,108,Q4,1.03,81697.0,1426784.0,
4706,108,Q3,0.89,70899.0,1417736.0,
4706,108,Q2,0.6,47672.0,1406522.0,
4706,108,Q1,0.25,20082.0,1462236.0,
4706,108,Y1,,,,0.6
4706,107,Q4,1.29,102145.0,1434051.0,
4706,107,Q3,0.98,77533.0,1398935.0,
4706,107,Q2,0.6,47605.0,1380249.0,
4706,107,Q1,0.3,23379.0,1447122.0,
4706,107,Y1,,,,1.0
4706,106,Q4,1.63,129020.0,1416827.0,
4706,106,Q3,1.38,109062.0,1407918.0,
4706,106,Q2,0.83,65883.0,1359822.0,
4706,106,Q1,0.36,28840.0,1419596.0,
4706,106,Y1,,,,1.1
4707,114,Q3,0.61,245008.0,6005558.0,
4707,114,Q2,,,5714397.0,
4707,114,Q1,0.22,87617.0,5971386.0,
4707,113,Q4,0.95,381789.0,6027255.0,
4707,113,Q3,0.68,273731.0,6325887.0,
4707,113,Q2,0.5,189106.0,6097826.0,
4707,113,Q1,0.21,78610.0,5871141.0,
4707,113,Y1,,,,0.25
4707,112,Q4,0.92,347277.0,6013876.0,
4707,112,Q3,0.71,267629.0,5763414.0,
4707,112,Q2,0.43,151928.0,5751293.0,
4707,112,Q1,0.14,49023.0,5691927.0,
4707,112,Y1,,,,0.25
4707,111,Q4,1.14,402097.0,5678992.0,
4707,111,Q3,0.88,310479.0,5458378.0,
