code,year,quarter,eps,profit,equity,cash_dividend
3526,112,Q3,8.3,489777.0,2512345.0,
3526,112,Q2,4.75,280289.0,2183423.0,
3526,112,Q1,1.35,79649.0,2607442.0,
3526,112,Y1,,,,11.6
3526,111,Q4,9.41,554086.0,2516354.0,
3526,111,Q3,7.73,454806.0,2449763.0,
3526,111,Q2,4.67,274261.0,2243607.0,
3526,111,Q1,2.64,154659.0,2784085.0,
3526,111,Y1,,,,9.4
3526,110,Q4,11.19,643172.0,2497534.0,
3526,110,Q3,8.3,474879.0,2285706.0,
3526,110,Q2,5.59,318930.0,2509376.0,
3526,110,Q1,2.15,124890.0,2197033.0,
3526,110,Y1,,,,11.16
3526,109,Q4,7.25,519416.0,2258516.0,
3526,109,Q3,,,2104717.0,
3526,109,Q2,3.66,257658.0,1879201.0,
3526,109,Q1,0.73,50462.0,2079852.0,
3526,109,Y1,,,,9.58372215
3526,108,Q4,6.13,394400.0,1604814.0,
3526,108,Q3,4.14,266219.0,1442340.0,
3526,108,Q2,1.91,123029.0,1294666.0,
3526,108,Q1,0.73,47234.0,1571235.0,
3526,108,Y1,,,,4.44997253
3526,107,Q4,5.23,341422.0,1495882.0,
3526,107,Q3,3.52,230445.0,1410522.0,
3526,107,Q2,1.64,107672.0,1339634.0,
3526,107,Q1,0.36,23918.0,1470347.0,
3526,107,Y1,,,,4.2
3526,106,Q4,3.06,201544.0,1427647.0,
3526,106,Q3,2.1,138516.0,1365805.0,
3526,106,Q2,1.35,89196.0,1301700.0,
3526,106,Q1,0.43,28258.0,1537312.0,
3526,106,Y1,,,,2.5
3527,114,Q3,-1.06,-47054.0,2268338.0,
3527,114,Q2,,,2258755.0,
3527,114,Q1,0.06,2622.0,2348283.0,
3527,113,Q4,0.28,12646.0,2425466.0,
3527,113,Q3,0.22,9603.0,2421845.0,
3527,113,Q2,0.62,27549.0,2433857.0,
3527,113,Q1,0.13,5958.0,2409372.0,
3527,113,Y1,,,,2.0
3527,112,Q4,-0.28,-12346.0,2485741.0,
3527,112,Q3,-0.12,-5492.0,2501565.0,
3527,112,Q2,-0.43,-19057.0,2480533.0,
3527,112,Q1,-0.19,-8638.0,2502446.0,
3527,112,Y1,,,,2.0
3527,111,Q4,6.44,286345.0,2686605.0,
3527,111,Q3,6.61,293980.0,2695563.0,
3527,111,Q2,6.02,267356.0,2666333.0,
3527,111,Q1,2.92,129955.0,2534031.0,
3527,111,Y1,,,,4.0
3527,110,Q4,12.69,564166.0,2749472.0,
3527,110,Q3,9.58,425587.0,2607757.0,
3527,110,Q2,3.55,157864.0,2430183.0,
3527,110,Q1,0.71,31484.0,2308236.0,
3527,110,Y1,,,,8.0
3527,109,Q4,1.61,67909.0,2278790.0,
3527,109,Q3,,,2237567.0,
3527,109,Q2,0.74,30337.0,1961058.0,
3527,109,Q1,0.42,17022.0,2137941.0,
3527,109,Y1,,,,2.0
3527,108,Q4,5.63,229754.0,2124328.0,
3527,108,Q3,4.66,190023.0,2086137.0,
3527,108,Q2,4.0,163155.0,2071954.0,
3527,108,Q1,1.62,65914.0,2177976.0,
3527,108,Y1,,,,4.5
3527,107,Q4,7.03,256154.0,2086814.0,
3527,107,Q3,5.65,199554.0,1993256.0,
3527,107,Q2,4.05,129177.0,1894188.0,
3527,107,Q1,1.29,39715.0,1709414.0,
3527,107,Y1,,,,5.0
3527,106,Q4,4.07,123087.0,1665375.0,
3527,106,Q3,2.76,81335.0,1595309.0,
3527,106,Q2,1.3,32949.0,1539174.0,
3527,106,Q1,0.85,23164.0,1638064.0,
3527,106,Y1,,,,2.5
3529,114,Q3,18.06,1340283.0,3291086.0,
3529,114,Q2,,,2796730.0,
3529,114,Q1,6.18,453951.0,4039988.0,
3529,113,Q4,24.57,1822258.0,3584679.0,
3529,113,Q3,17.68,1305762.0,3061866.0,
3529,113,Q2,12.13,896197.0,2649383.0,
3529,113,Q1,5.77,423055.0,3480910.0,
3529,113,Y1,,,,22.0
3529,112,Q4,19.76,1462657.0,3053778.0,
3529,112,Q3,14.35,1063039.0,2650947.0,
3529,112,Q2,8.91,657336.0,2237328.0,
3529,112,Q1,4.2,307558.0,3414339.0,
3529,112,Y1,,,,17.5
3529,111,Q4,21.61,1604141.0,3093324.0,
3529,111,Q3,15.84,1174035.0,2653835.0,
3529,111,Q2,10.39,771979.0,2265629.0,
3529,111,Q1,4.91,362238.0,2884071.0,
3529,111,Y1,,,,20.5
3529,110,Q4,14.78,1093654.0,2522791.0,
3529,110,Q3,10.92,808497.0,2175108.0,
3529,110,Q2,7.2,533344.0,1895206.0,
3529,110,Q1,3.93,291434.0,2303462.0,
3529,110,Y1,,,,14.0
3529,109,Q4,9.52,706845.0,2005643.0,
3529,109,Q3,,,1785457.0,
3529,109,Q2,4.66,346075.0,1530757.0,
3529,109,Q1,2.38,176758.0,1880312.0,
3529,109,Y1,,,,9.0
3529,108,Q4,7.3,542072.0,1702014.0,
3529,108,Q3,5.56,412419.0,1571877.0,
3529,108,Q2,3.94,292249.0,1437496.0,
3529,108,Q1,2.39,177151.0,1911760.0,
3529,108,Y1,,,,5.5
3529,107,Q4,8.13,613106.0,1733541.0,
3529,107,Q3,5.93,449495.0,1811039.0,
3529,107,Q2,3.71,280923.0,1803876.0,
3529,107,Q1,2.23,168730.0,2252390.0,
3529,107,Y1,,,,7.5
3529,106,Q4,7.9,598709.0,2065159.0,
3529,106,Q3,6.35,481050.0,1941707.0,
3529,106,Q2,3.79,286988.0,1741071.0,
3529,106,Q1,2.0,151378.0,2081628.0,
3529,106,Y1,,,,7.109
3531,114,Q3,-0.47,-29761.0,1798084.0,
3531,114,Q2,,,1741935.0,
3531,114,Q1,0.39,22685.0,1910129.0,
3531,113,Q4,1.35,82582.0,1915663.0,
3531,113,Q3,0.45,24255.0,1854267.0,
3531,113,Q2,1.32,78882.0,1906834.0,
3531,113,Q1,0.95,57032.0,1876609.0,
3531,113,Y1,,,,0.8
3531,112,Q4,2.43,145755.0,1903502.0,
3531,112,Q3,2.25,132682.0,1915179.0,
3531,112,Q2,0.7,39803.0,1798213.0,
3531,112,Q1,0.02,-210.0,1774672.0,
3531,112,Y1,,,,1.7
3531,111,Q4,3.02,184344.0,1898469.0,
3531,111,Q3,2.96,179464.0,1907949.0,
3531,111,Q2,1.72,102945.0,1813784.0,
3531,111,Q1,0.65,38522.0,1752028.0,
3531,111,Y1,,,,2.0
3531,110,Q4,1.38,77287.0,1759996.0,
3531,110,Q3,0.59,31067.0,1709015.0,
3531,110,Q2,0.16,5238.0,1745010.0,
3531,110,Q1,0.11,4389.0,1756449.0,
3531,110,Y1,,,,1.2
3531,109,Q4,0.84,42032.0,1751606.0,
3531,109,Q3,,,1721774.0,
3531,109,Q2,0.26,10935.0,1716303.0,
3531,109,Q1,0.03,-797.0,1841393.0,
3531,109,Y1,,,,1.0
3531,108,Q4,2.29,130628.0,1840260.0,
3531,108,Q3,1.47,83509.0,1826993.0,
3531,108,Q2,0.91,51381.0,1811132.0,
3531,108,Q1,0.4,22165.0,1855304.0,
3531,108,Y1,,,,1.8
3531,107,Q4,1.38,76805.0,1820990.0,
3531,107,Q3,0.92,50341.0,1773657.0,
3531,107,Q2,0.5,26897.0,1764307.0,
3531,107,Q1,0.11,4783.0,1838888.0,
3531,107,Y1,,,,1.2
3531,106,Q4,2.76,162121.0,1847681.0,
3531,106,Q3,2.15,126777.0,1824768.0,
3531,106,Q2,1.3,76224.0,1741654.0,
3531,106,Q1,0.45,26057.0,1747179.0,
3531,106,Y1,,,,2.0
3537,114,Q3,1.3,73243.0,1194864.0,
3537,114,Q2,,,1114505.0,
3537,114,Q1,1.23,69272.0,1208813.0,
3537,113,Q4,3.67,206678.0,1264312.0,
3537,113,Q3,2.79,156961.0,1211026.0,
3537,113,Q2,2.51,134203.0,1187555.0,
3537,113,Q1,1.56,83696.0,1134434.0,
3537,113,Y1,,,,2.3
3537,112,Q4,2.78,148918.0,1151761.0,
3537,112,Q3,2.77,148617.0,1158354.0,
3537,112,Q2,1.59,84967.0,1086993.0,
3537,112,Q1,0.94,50479.0,1056406.0,
3537,112,Y1,,,,2.0
3537,111,Q4,4.42,236592.0,1139611.0,
3537,111,Q3,3.91,209212.0,1110704.0,
3537,111,Q2,2.69,143911.0,1038966.0,
3537,111,Q1,1.57,84282.0,979018.0,
3537,111,Y1,,,,2.5
3537,110,Q4,3.97,212513.0,1073588.0,
3537,110,Q3,2.7,144744.0,1005690.0,
3537,110,Q2,1.79,96025.0,957136.0,
3537,110,Q1,1.18,63091.0,927740.0,
3537,110,Y1,,,,3.5
3537,109,Q4,2.81,150287.0,999703.0,
3537,109,Q3,,,961344.0,
3537,109,Q2,1.53,82066.0,930141.0,
3537,109,Q1,0.99,48125.0,901369.0,
3537,109,Y1,,,,2.5
3537,108,Q4,3.07,149363.0,926757.0,
3537,108,Q3,2.49,121162.0,906271.0,
3537,108,Q2,1.6,77773.0,868659.0,
3537,108,Q1,0.92,44964.0,953480.0,
3537,108,Y1,,,,1.5
3537,107,Q4,2.94,142951.0,904729.0,
3537,107,Q3,2.15,104602.0,865554.0,
3537,107,Q2,1.42,69225.0,834373.0,
3537,107,Q1,0.74,35860.0,883764.0,
3537,107,Y1,,,,2.4
3537,106,Q4,2.1,102162.0,849250.0,
3537,106,Q3,1.47,71705.0,819645.0,
3537,106,Q2,0.68,33268.0,780060.0,
3537,106,Q1,0.16,7674.0,810056.0,
3537,106,Y1,,,,1.8
3540,114,Q3,0.47,31223.0,1670342.0,
3540,114,Q2,,,1611193.0,
3540,114,Q1,0.6,40598.0,1825767.0,
3540,113,Q4,-1.35,-131568.0,1764862.0,
3540,113,Q3,-1.0,-84307.0,1748614.0,
3540,113,Q2,0.11,-2180.0,1862515.0,
3540,113,Q1,0.09,-1920.0,1895881.0,
3540,113,Y1,,,,
3540,112,Q4,1.4,91965.0,1824658.0,
3540,112,Q3,1.51,96069.0,1903096.0,
3540,112,Q2,1.06,70267.0,1816125.0,
3540,112,Q1,0.5,32834.0,1760298.0,
3540,112,Y1,,,,0.9
3540,111,Q4,0.43,14135.0,1734045.0,
3540,111,Q3,0.16,-6138.0,1760100.0,
3540,111,Q2,-0.32,-32309.0,1638335.0,
3540,111,Q1,-0.34,-22846.0,1715454.0,
3540,111,Y1,,,,0.3
3540,110,Q4,3.05,209014.0,1685564.0,
3540,110,Q3,3.04,209255.0,1685149.0,
3540,110,Q2,3.22,208101.0,1912916.0,
3540,110,Q1,2.2,142539.0,1881570.0,
3540,110,Y1,,,,1.6
3540,109,Q4,7.06,476716.0,1741945.0,
3540,109,Q3,,,1647673.0,
3540,109,Q2,2.32,153653.0,1434300.0,
3540,109,Q1,0.23,11133.0,1370825.0,
3540,109,Y1,,,,3.5
3540,108,Q4,1.28,81283.0,1397843.0,
3540,108,Q3,1.08,70506.0,1424613.0,
3540,108,Q2,0.88,57790.0,1420532.0,
3540,108,Q1,0.51,32952.0,1488135.0,
3540,108,Y1,,,,0.75
3540,107,Q4,2.04,135337.0,1455617.0,
3540,107,Q3,1.91,125765.0,1424350.0,
3540,107,Q2,1.5,97670.0,1379042.0,
3540,107,Q1,0.9,57888.0,1380340.0,
3540,107,Y1,,,,1.5
3540,106,Q4,1.8,120064.0,1326002.0,
3540,106,Q3,1.46,99656.0,1314993.0,
3540,106,Q2,0.8,56905.0,1264898.0,
3540,106,Q1,0.48,34843.0,1300475.0,
3540,106,Y1,,,,0.805867
3541,114,Q3,-0.72,-40214.0,724202.0,
3541,114,Q2,,,707124.0,
3541,114,Q1,0.06,3588.0,768522.0,
3541,113,Q4,-0.04,-2347.0,764056.0,
3541,113,Q3,-0.56,-31479.0,731796.0,
3541,113,Q2,-0.38,-21411.0,740697.0,
3541,113,Q1,0.04,2186.0,763419.0,
3541,113,Y1,,,,
3541,112,Q4,-5.54,-308712.0,751596.0,
3541,112,Q3,0.15,8192.0,1069124.0,
3541,112,Q2,-0.61,-33874.0,1026667.0,
3541,112,Q1,0.59,32850.0,1090929.0,
3541,112,Y1,,,,
3541,111,Q4,5.32,297643.0,1333176.0,
3541,111,Q3,5.02,281150.0,1307928.0,
3541,111,Q2,3.36,188557.0,1215371.0,
3541,111,Q1,1.77,99852.0,1164733.0,
3541,111,Y1,,,,5.0
3541,110,Q4,3.38,190392.0,1238188.0,
3541,110,Q3,2.51,141574.0,1189651.0,
3541,110,Q2,1.41,79342.0,1242268.0,
3541,110,Q1,0.53,30099.0,1193769.0,
3541,110,Y1,,,,3.0
3541,109,Q4,2.35,121047.0,1162898.0,
3541,109,Q3,,,915489.0,
3541,109,Q2,1.66,85915.0,892261.0,
3541,109,Q1,1.27,62484.0,1147446.0,
3541,109,Y1,,,,2.0
3541,108,Q4,5.96,292947.0,1090624.0,
3541,108,Q3,4.34,213498.0,1009158.0,
3541,108,Q2,3.16,154495.0,952345.0,
3541,108,Q1,1.52,74358.0,1048233.0,
3541,108,Y1,,,,5.0
3541,107,Q4,4.24,208915.0,958692.0,
3541,107,Q3,2.38,117625.0,895455.0,
3541,107,Q2,1.35,66741.0,843416.0,
3541,107,Q1,0.41,20040.0,1043223.0,
3541,107,Y1,,,,4.0
3541,106,Q4,5.55,273878.0,1017839.0,
3541,106,Q3,4.25,209342.0,950207.0,
3541,106,Q2,2.47,121926.0,857580.0,
3541,106,Q1,1.1,49214.0,956998.0,
3541,106,Y1,,,,5.0
3546,114,Q3,0.47,27647.0,1436204.0,
3546,114,Q2,,,1466297.0,
3546,114,Q1,0.99,52772.0,1696278.0,
3546,113,Q4,5.54,294316.0,1628386.0,
3546,113,Q3,3.44,182882.0,1507624.0,
3546,113,Q2,2.8,148670.0,1480590.0,
3546,113,Q1,1.75,88748.0,1615537.0,
3546,113,Y1,,,,4.1
3546,112,Q4,4.24,214455.0,1535229.0,
3546,112,Q3,3.41,172744.0,1416112.0,
3546,112,Q2,2.65,134043.0,1392900.0,
3546,112,Q1,1.12,54044.0,1581328.0,
3546,112,Y1,,,,4.0
3546,111,Q4,6.72,323648.0,1513034.0,
3546,111,Q3,5.07,244276.0,1427573.0,
3546,111,Q2,3.29,158678.0,1351338.0,
3546,111,Q1,0.91,43737.0,1482504.0,
3546,111,Y1,,,,5.5
3546,110,Q4,6.01,289761.0,1456320.0,
3546,110,Q3,5.04,242989.0,1373028.0,
3546,110,Q2,3.05,140076.0,1527138.0,
3546,110,Q1,1.24,56753.0,1466256.0,
3546,110,Y1,,,,5.0
3546,109,Q4,6.2,283003.0,1333443.0,
3546,109,Q3,,,1260638.0,
3546,109,Q2,2.59,117932.0,1177532.0,
3546,109,Q1,0.99,41081.0,1201483.0,
3546,109,Y1,,,,4.6805776
3546,108,Q4,4.81,198912.0,1180013.0,
3546,108,Q3,3.14,129694.0,1117690.0,
3546,108,Q2,2.23,92359.0,1084120.0,
3546,108,Q1,1.21,50097.0,1220528.0,
3546,108,Y1,,,,3.38
3546,107,Q4,4.62,190518.0,1158307.0,
3546,107,Q3,4.06,167286.0,1135369.0,
3546,107,Q2,3.36,138152.0,1113373.0,
3546,107,Q1,1.93,72198.0,1167082.0,
3546,107,Y1,,,,4.3
3546,106,Q4,4.61,170484.0,1082272.0,
3546,106,Q3,2.66,98208.0,1014982.0,
3546,106,Q2,1.85,68253.0,983717.0,
3546,106,Q1,0.73,24479.0,1029844.0,
3546,106,Y1,,,,3.1
3548,114,Q3,0.73,49596.0,5833796.0,
3548,114,Q2,,,5578904.0,
3548,114,Q1,0.85,56047.0,6321943.0,
3548,113,Q4,8.73,576762.0,5884659.0,
3548,113,Q3,6.07,401403.0,5679200.0,
3548,113,Q2,4.98,329172.0,5519714.0,
3548,113,Q1,2.5,165138.0,5653863.0,
3548,113,Y1,,,,2.0
3548,112,Q4,8.69,535278.0,5262895.0,
3548,112,Q3,5.86,353506.0,5091145.0,
3548,112,Q2,2.1,125972.0,4451161.0,
3548,112,Q1,0.06,3491.0,4416829.0,
3548,112,Y1,,,,4.5
3548,111,Q4,7.88,473968.0,4578551.0,
3548,111,Q3,6.94,417266.0,4534903.0,
3548,111,Q2,4.16,250372.0,4356162.0,
3548,111,Q1,2.71,163084.0,4381205.0,
3548,111,Y1,,,,3.0
3548,110,Q4,4.12,247795.0,4129488.0,
3548,110,Q3,1.58,94703.0,3967898.0,
3548,110,Q2,1.26,76002.0,3963065.0,
3548,110,Q1,1.04,62594.0,4147403.0,
3548,110,Y1,,,,2.0
3548,109,Q4,5.03,302684.0,4111480.0,
3548,109,Q3,,,3979479.0,
3548,109,Q2,2.07,124434.0,3826793.0,
3548,109,Q1,0.27,16040.0,3900181.0,
3548,109,Y1,,,,2.5
3548,108,Q4,7.73,464690.0,3907444.0,
3548,108,Q3,6.18,371501.0,3850932.0,
3548,108,Q2,3.62,217583.0,3767718.0,
3548,108,Q1,1.5,90461.0,3933958.0,
3548,108,Y1,,,,2.5
3548,107,Q4,7.44,449249.0,3799835.0,
3548,107,Q3,5.65,341628.0,3680040.0,
3548,107,Q2,3.29,199639.0,3596928.0,
3548,107,Q1,0.94,58349.0,3650384.0,
3548,107,Y1,,,,4.5
3548,106,Q4,5.83,333538.0,3589311.0,
3548,106,Q3,4.58,270642.0,3522075.0,
3548,106,Q2,3.11,182562.0,3411519.0,
3548,106,Q1,1.57,91223.0,3503499.0,
3548,106,Y1,,,,3.0
3551,114,Q3,6.12,344227.0,3880548.0,
3551,114,Q2,,,3672153.0,
3551,114,Q1,2.13,119521.0,3943609.0,
3551,113,Q4,6.63,373130.0,3786313.0,
3551,113,Q3,4.95,278379.0,3707773.0,
3551,113,Q2,3.24,182060.0,3579380.0,
3551,113,Q1,1.47,82492.0,3622200.0,
3551,113,Y1,,,,3.4
3551,112,Q4,5.58,313970.0,3506875.0,
3551,112,Q3,4.27,240175.0,3468676.0,
3551,112,Q2,3.09,173760.0,3347968.0,
3551,112,Q1,1.44,80787.0,3494486.0,
3551,112,Y1,,,,2.8
3551,111,Q4,6.4,363156.0,3404389.0,
3551,111,Q3,5.03,285681.0,3359240.0,
3551,111,Q2,3.37,191475.0,3271581.0,
3551,111,Q1,1.62,92032.0,3397288.0,
3551,111,Y1,,,,3.2
3551,110,Q4,7.16,407061.0,3239008.0,
3551,110,Q3,5.91,335979.0,3146316.0,
3551,110,Q2,3.47,197049.0,3140546.0,
3551,110,Q1,1.44,81833.0,3037225.0,
3551,110,Y1,,,,3.5
3551,109,Q4,4.44,252059.0,2948146.0,
3551,109,Q3,,,2853740.0,
3551,109,Q2,2.12,120642.0,2776522.0,
3551,109,Q1,1.07,60958.0,2832060.0,
3551,109,Y1,,,,2.2
3551,108,Q4,3.74,212865.0,2786685.0,
3551,108,Q3,2.56,145608.0,2733773.0,
3551,108,Q2,1.37,77933.0,2710196.0,
3551,108,Q1,0.71,40645.0,2778647.0,
3551,108,Y1,,,,1.7
3551,107,Q4,3.12,177047.0,2710344.0,
3551,107,Q3,2.38,135074.0,2660701.0,
3551,107,Q2,1.26,71610.0,2636377.0,
3551,107,Q1,0.5,28209.0,2672170.0,
3551,107,Y1,,,,1.6
3551,106,Q4,2.39,136289.0,2624866.0,
3551,106,Q3,2.05,116402.0,2603381.0,
3551,106,Q2,1.12,63973.0,2535834.0,
3551,106,Q1,0.38,21667.0,2531773.0,
3551,106,Y1,,,,1.2
3552,114,Q3,0.38,37191.0,4208881.0,
3552,114,Q2,,,4027223.0,
3552,114,Q1,0.09,8446.0,4471010.0,
3552,113,Q4,1.54,144929.0,4445841.0,
3552,113,Q3,1.31,123594.0,4458174.0,
3552,113,Q2,1.22,104778.0,4375108.0,
3552,113,Q1,0.88,75080.0,4304527.0,
3552,113,Y1,,,,0.8
3552,112,Q4,4.51,385921.0,4315317.0,
3552,112,Q3,3.32,283920.0,4305193.0,
3552,112,Q2,1.38,117942.0,4017926.0,
3552,112,Q1,0.82,70334.0,4395463.0,
3552,112,Y1,,,,2.0
3552,111,Q4,7.22,617783.0,4305203.0,
3552,111,Q3,5.48,468806.0,4211941.0,
3552,111,Q2,3.29,281293.0,3985564.0,
3552,111,Q1,2.49,212857.0,4171276.0,
3552,111,Y1,,,,3.5
3552,110,Q4,5.44,465607.0,3828630.0,
3552,110,Q3,3.34,286243.0,3623014.0,
3552,110,Q2,3.25,277972.0,3745551.0,
3552,110,Q1,2.08,177940.0,3678181.0,
3552,110,Y1,,,,2.5
3552,109,Q4,3.26,279009.0,3520795.0,
3552,109,Q3,,,3207649.0,
3552,109,Q2,-1.36,-116623.0,3039508.0,
3552,109,Q1,-1.16,-99139.0,3103024.0,
3552,109,Y1,,,,1.5
3552,108,Q4,-2.23,-191161.0,3224299.0,
3552,108,Q3,-4.16,-355998.0,3102843.0,
3552,108,Q2,-2.19,-187588.0,3364286.0,
3552,108,Q1,-0.48,-41512.0,3538897.0,
3552,108,Y1,,,,
3552,107,Q4,-3.05,-260968.0,3509603.0,
3552,107,Q3,-1.64,-140284.0,3602046.0,
3552,107,Q2,0.87,74731.0,3946104.0,
3552,107,Q1,0.87,74434.0,4166232.0,
3552,107,Y1,,,,
3552,106,Q4,5.04,429834.0,4011872.0,
3552,106,Q3,3.1,263928.0,3829854.0,
3552,106,Q2,2.36,200773.0,3700156.0,
3552,106,Q1,0.99,83770.0,4138054.0,
3552,106,Y1,,,,2.0
3555,114,Q3,-0.58,-26206.0,497953.0,
3555,114,Q2,,,267866.0,
3555,114,Q1,-0.51,-17009.0,271983.0,
3555,114,H1,,,,
3555,113,Q4,-0.19,-6498.0,289053.0,
3555,113,Q3,-0.56,-17906.0,278025.0,
3555,113,Q2,-0.77,-22399.0,273084.0,
3555,113,Q1,-0.49,-13501.0,159072.0,
3555,113,H1,,,,
3555,113,H2,,,,
3555,112,Q4,-0.71,-18351.0,172411.0,
3555,112,Q3,-0.54,-13060.0,177897.0,
3555,112,Q2,-0.07,-1767.0,180216.0,
3555,112,Q1,0.02,608.0,182495.0,
3555,112,H1,,,,
3555,112,H2,,,,
3555,111,Q4,-4.27,-110083.0,181946.0,
3555,111,Q3,-3.48,-89580.0,202556.0,
3555,111,Q2,-2.87,-73858.0,218019.0,
3555,111,Q1,-0.9,-23122.0,273773.0,
3555,111,H1,,,,
3555,111,H2,,,,
3555,110,Q4,0.93,24042.0,296786.0,
3555,110,Q3,2.4,61749.0,334520.0,
3555,110,Q2,1.21,43027.0,315810.0,
3555,110,Q1,-0.07,-2619.0,270248.0,
3555,110,Y1,,,,0.2
3555,109,Q4,-1.78,-63403.0,272870.0,
3555,109,Q3,,,266365.0,
3555,109,Q2,-1.29,-45879.0,290548.0,
3555,109,Q1,-1.24,-44160.0,292343.0,
3555,109,Y1,,,,
3555,108,Q4,-1.48,-52625.0,336453.0,
3555,108,Q3,-1.87,-66571.0,322618.0,
3555,108,Q2,-1.81,-64315.0,324894.0,
3555,108,Q1,-0.45,-15863.0,373293.0,
3555,108,Y1,,,,
3555,107,Q4,-0.53,-18685.0,389151.0,
3555,107,Q3,-0.04,-1430.0,406385.0,
3555,107,Q2,-0.72,-25770.0,382026.0,
3555,107,Q1,-0.09,-3254.0,447020.0,
3555,107,Y1,,,,
3555,106,Q4,2.25,79961.0,450378.0,
3555,106,Q3,0.86,30512.0,477636.0,
3555,106,Q2,0.57,20389.0,463470.0,
3555,106,Q1,0.13,4509.0,483606.0,
3555,106,Y1,,,,1.2
3556,114,Q3,1.28,70558.0,1171972.0,
3556,114,Q2,,,1146190.0,
3556,114,Q1,0.41,21886.0,1124944.0,
3556,113,Q4,2.28,137970.0,1235322.0,
3556,113,Q3,1.74,104577.0,1199379.0,
3556,113,Q2,1.47,90322.0,1185720.0,
3556,113,Q1,0.9,55106.0,1150173.0,
3556,113,Y1,,,,2.08
3556,112,Q4,0.97,58794.0,1151490.0,
3556,112,Q3,2.24,138707.0,1232248.0,
3556,112,Q2,1.99,123645.0,1216407.0,
3556,112,Q1,1.07,66721.0,1159016.0,
3556,112,Y1,,,,0.9
3556,111,Q4,5.12,326550.0,1391787.0,
3556,111,Q3,4.44,286300.0,1349591.0,
3556,111,Q2,3.74,232101.0,1293825.0,
3556,111,Q1,2.22,137370.0,1198213.0,
3556,111,Y1,,,,4.7
3556,110,Q4,6.08,372834.0,1366442.0,
3556,110,Q3,5.03,309283.0,1303674.0,
3556,110,Q2,3.27,194931.0,1189215.0,
3556,110,Q1,1.17,69903.0,1064584.0,
3556,110,Y1,,,,5.0
3556,109,Q4,3.88,231643.0,1181875.0,
3556,109,Q3,,,1149831.0,
3556,109,Q2,2.34,139498.0,1092027.0,
3556,109,Q1,1.07,63505.0,1016425.0,
3556,109,Y1,,,,3.15
3556,108,Q4,3.29,172700.0,1148887.0,
3556,108,Q3,2.97,163936.0,1142915.0,
3556,108,Q2,2.04,111524.0,1091645.0,
3556,108,Q1,1.04,57793.0,1234500.0,
3556,108,Y1,,,,3.0
3556,107,Q4,3.32,194865.0,1162323.0,
3556,107,Q3,2.61,153743.0,1104769.0,
3556,107,Q2,1.56,91060.0,1042053.0,
3556,107,Q1,0.77,44312.0,1238429.0,
3556,107,Y1,,,,3.0
3556,106,Q4,3.51,210946.0,1194472.0,
3556,106,Q3,2.93,175109.0,1161120.0,
3556,106,Q2,1.87,109704.0,1095804.0,
3556,106,Q1,0.88,50248.0,1247865.0,
3556,106,Y1,,,,3.1
3558,114,Q3,4.87,387576.0,6403012.0,
3558,114,Q2,,,6295673.0,
3558,114,Q1,2.58,198993.0,6480401.0,
3558,113,Q4,4.71,405487.0,6347329.0,
3558,113,Q3,2.8,233825.0,4882956.0,
3558,113,Q2,1.56,125234.0,4795272.0,
3558,113,Q1,1.05,71861.0,4935381.0,
3558,113,Y1,,,,3.0
3558,112,Q4,16.88,931766.0,4865295.0,
3558,112,Q3,14.75,813850.0,4842903.0,
3558,112,Q2,10.23,570826.0,4591995.0,
3558,112,Q1,5.14,300065.0,4561385.0,
3558,112,Y1,,,,4.0
3558,111,Q4,21.7,1248119.0,4444316.0,
3558,111,Q3,15.08,874710.0,4073925.0,
3558,111,Q2,8.75,505680.0,3690694.0,
3558,111,Q1,4.78,261920.0,3587316.0,
3558,111,Y1,,,,5.0
3558,110,Q4,9.16,530156.0,3381643.0,
3558,110,Q3,5.98,351502.0,3198525.0,
3558,110,Q2,3.51,214352.0,3061712.0,
3558,110,Q1,1.83,112283.0,3158924.0,
3558,110,Y1,,,,3.0
3558,109,Q4,7.67,445690.0,3102430.0,
3558,109,Q3,,,2963769.0,
3558,109,Q2,3.11,186896.0,2850932.0,
3558,109,Q1,1.72,104617.0,3026200.0,
3558,109,Y1,,,,4.0
3558,108,Q4,8.65,479654.0,2970777.0,
3558,108,Q3,6.49,355450.0,2853157.0,
3558,108,Q2,3.62,202764.0,2700520.0,
3558,108,Q1,1.48,87173.0,2934185.0,
3558,108,Y1,,,,5.2
3558,107,Q4,9.49,503194.0,2846641.0,
3558,107,Q3,7.54,395631.0,2738500.0,
3558,107,Q2,5.09,266556.0,2609093.0,
3558,107,Q1,2.58,134858.0,2772178.0,
3558,107,Y1,,,,6.5
3558,106,Q4,9.54,488765.0,2639615.0,
3558,106,Q3,6.14,317547.0,2471452.0,
3558,106,Q2,3.48,181075.0,2335371.0,
3558,106,Q1,1.95,103939.0,2680678.0,
3558,106,Y1,,,,6.0
3564,114,Q3,0.51,30422.0,1373091.0,
3564,114,Q2,,,1355021.0,
3564,114,Q1,0.03,1595.0,1352349.0,
3564,113,Q4,0.89,52874.0,1401111.0,
3564,113,Q3,0.66,39111.0,1382831.0,
3564,113,Q2,0.26,15433.0,1256009.0,
3564,113,Q1,0.1,5623.0,1244825.0,
3564,113,Y1,,,,0.89
3564,112,Q4,0.45,26616.0,1256027.0,
3564,112,Q3,0.14,8022.0,1241549.0,
3564,112,Q2,0.36,21357.0,1249876.0,
