出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","108","2","2880","華南金","-19918110.00","-6754.00","8073942.00","379808.00","-11471114.00","123215682.00","111744568.00"
"114/10/29","108","2","2881","富邦金","-28564558.00","-22180741.00","7859195.00","2079542.00","-40806562.00","370652334.00","329845772.00"
"114/10/29","108","2","2882","國泰金","187184418.00","-1509121.00","11370375.00","291814.00","197337486.00","310798346.00","508135832.00"
"114/10/29","108","2","2883","凱基金","54946903.00","-50651226.00","9682091.00","107771.00","14085539.00","114495133.00","128580672.00"
"114/10/29","108","2","2884","玉山金","-2243021.00","585845.00","255718.00","-1468207.00","-2869665.00","59773671.00","56904006.00"
"114/10/29","108","2","2885","元大金","-11275553.00","-382501.00","11614623.00","-228150.00","-271581.00","120921896.00","120650315.00"
"114/10/29","108","2","2886","兆豐金","96189063.00","-482859.00","-39175258.00","477727.00","57008673.00","487159503.00","544168176.00"
"114/10/29","108","2","2887","台新新光金","34253708.00","-821151.00","-7402460.00","174871.00","26204968.00","26655928.00","52860896.00"
"114/10/29","108","2","2889","國票金","-792680.00","-1929654.00","551333.00","11353.00","-2159648.00","4849376.00","2689728.00"
"114/10/29","108","2","2890","永豐金","23605049.00","-372581.00","-3879938.00","277519.00","19630049.00","102289860.00","121919909.00"
"114/10/29","108","2","2891","中信金","-39673550.00","-10823036.00","66833435.00","2320994.00","18657843.00","360465314.00","379123157.00"
"114/10/29","108","2","2892","第一金","-18538859.00","-543895.00","-3648415.00","766605.00","-21964564.00","214352863.00","192388299.00"
"114/10/29","108","2","5880","合庫金","10599682.00","-710815.00","4444249.00","89359.00","14422475.00","73678540.00","88101015.00"
