出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","111","1","1409","新纖","123199298.00","67053135.00","190252433.00","124396011.00","20048825.00","144444836.00","16184093.00","--","1947073.00","12485324.00","4771267.00","-29834.00","35357923.00","--","10449674.00","45807597.00","--","0.00","4680487.00","21.91"
"114/10/29","111","1","1718","中纖","612605897.00","198078967.00","810684864.00","712788068.00","25205189.00","737993257.00","16862097.00","0.00","1738153.00","4939690.00","1037738.00","-1136802.00","23440876.00","0.00","49250731.00","72691607.00","--","0.00","344529645.00","17.47"
"114/10/29","111","1","2207","和泰車","265038058.00","103257608.00","368295666.00","251647853.00","26748285.00","278396138.00","5461792.00","--","2926579.00","55622346.00","3852385.00","--","67863102.00","--","22036426.00","89899528.00","0.00","0.00","0.00","124.25"
"114/10/29","111","1","2905","三商","160288839.00","1306807134.00","1467095973.00","21405072.00","1401178727.00","1422583799.00","9133620.00","0.00","2594564.00","11767772.00","-5249574.00","-488279.00","17758103.00","0.00","26754071.00","44512174.00","0.00","0.00","48173000.00","20.53"
