出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/29","111","1","2801","彰銀","28692563.00","216088890.00","87639414.00","198358217.00","419118658.00","0.00","--","21023890.00","356231.00","--","--","1625462772.00","--","--","2398366.00","21061852.00","1914219.00","13850455.00","1099441.00","4144517.00","1600347.00","2642809832.00","133300118.00","30276920.00","5889189.00","--","1563384.00","26200819.00","567093.00","--","2195619513.00","51263617.00","--","--","922482.00","4621019.00","1746795.00","9642154.00","8131450.00","2469744553.00","104885708.00","--","--","64080802.00","4098769.00","0.00","173065279.00","--","--","--","173065279.00","--","0.00","0.00","16.50"
"114/10/29","111","1","2812","台中銀","14287370.00","41734407.00","34128834.00","49998783.00","109314388.00","--","11392750.00","14434145.00","0.00","--","--","487907936.00","169612.00","367771.00","437502.00","14030500.00","811961.00","20019.00","210922.00","891766.00","2361833.00","782500499.00","3453700.00","10952264.00","1003490.00","--","1206045.00","5667207.00","697818.00","--","671447375.00","16500000.00","--","--","3561045.00","1330697.00","850552.00","109486.00","1153070.00","717932749.00","45385205.00","--","1054006.00","16989087.00","1139452.00","0.00","64567750.00","--","--","0.00","64567750.00","0.00","0.00","0.00","14.23"
"114/10/29","111","1","2820","華票","290685.00","500000.00","108520693.00","100656867.00","--","--","4214167.00","788646.00","110702.00","--","--","--","--","--","63791.00","151829.00","38502.00","--","--","233318.00","572918.00","216142118.00","12188622.00","--","83464.00","--","172201409.00","325833.00","196609.00","--","--","--","--","--","4498316.00","1431635.00","38596.00","0.00","660410.00","191624894.00","13429600.00","--","11747.00","11779840.00","-703963.00","--","--","--","--","--","24517224.00","0.00","0.00","0.00","18.26"
"114/10/29","111","1","2834","臺企銀","27640735.00","146057016.00","40299039.00","168342848.00","282491269.00","--","19176457.00","8102224.00","351118.00","--","--","1308272958.00","2000.00","--","30516.00","14297349.00","1128040.00","--","716278.00","1878386.00","7314813.00","2026101046.00","114298313.00","50371139.00","8701659.00","--","2094646.00","11290070.00","439932.00","--","1673451821.00","52250000.00","--","--","3587701.00","3267933.00","1140500.00","879056.00","1810585.00","1923583355.00","77431952.00","--","815900.00","23230161.00","1039678.00","0.00","102517691.00","0.00","--","0.00","102517691.00","0.00","0.00","0.00","13.24"
"114/10/29","111","1","2836","高雄銀","3821173.00","9698761.00","400811.00","33198422.00","50820356.00","--","8026610.00","1062515.00","0.00","--","--","162846809.00","--","--","669443.00","3100029.00","290302.00","--","115624.00","258079.00","211909.00","274520843.00","9741511.00","4016640.00","393964.00","--","106198.00","3151228.00","219247.00","--","234327884.00","4557000.00","--","--","0.00","360199.00","289149.00","--","79418.00","257242438.00","12034444.00","--","1610519.00","4070139.00","-436697.00","--","--","--","--","--","17278405.00","0.00","0.00","0.00","14.36"
"114/10/29","111","1","2838","聯邦銀","8001887.00","25924703.00","57865453.00","70394890.00","80679368.00","--","32442005.00","25209772.00","46069.00","--","--","512827587.00","1991232.00","--","1623776.00","11402123.00","1929605.00","4851210.00","2166053.00","1138957.00","9725758.00","848220448.00","8123165.00","7485365.00","473997.00","--","62620588.00","5171786.00","768831.00","--","673450419.00","7200000.00","1021491.00","367000.00","9995385.00","382473.00","1918480.00","1924348.00","3390480.00","784293808.00","34952187.00","--","8051984.00","17073112.00","3004742.00","--","63082025.00","--","--","844615.00","63926640.00","--","0.00","0.00","18.05"
"114/10/29","111","1","2845","遠東銀","4486164.00","39843279.00","43378449.00","106134927.00","68136263.00","--","2600390.00","19414935.00","--","--","--","430600738.00","1935816.00","--","6360047.00","2992792.00","1105059.00","--","1616783.00","227485.00","277646.00","729110773.00","3026023.00","90040.00","8366911.00","--","0.00","4173438.00","259670.00","--","608351864.00","23901900.00","--","--","28628613.00","958278.00","1104547.00","--","525917.00","679387201.00","35139632.00","--","456426.00","14747763.00","-620249.00","--","49723572.00","--","--","--","49723572.00","--","0.00","0.00","14.15"
"114/10/29","111","1","2849","安泰銀","1869396.00","12995742.00","14893600.00","43917490.00","37552296.00","--","2514296.00","3316508.00","--","--","--","215427180.00","--","--","206089.00","670878.00","490627.00","--","207977.00","576248.00","1342801.00","335981128.00","5004337.00","32950.00","521009.00","--","1643648.00","1691069.00","352240.00","--","290468912.00","--","--","--","554645.00","408830.00","496672.00","25215.00","71682.00","301271209.00","19579101.00","--","404990.00","15489329.00","-758326.00","-5175.00","--","--","--","--","34709919.00","300701.00","300701.00","0.00","17.73"
"114/10/29","111","1","2897","王道銀行","8493631.00","12104523.00","149466133.00","185663075.00","--","--","4214167.00","20084459.00","272463.00","--","--","182030373.00","992387.00","--","344241.00","2536968.00","307201.00","--","1918278.00","1050492.00","1430283.00","570908674.00","28805508.00","--","662588.00","--","178014092.00","2312106.00","324847.00","--","265793248.00","15000000.00","--","--","19855675.00","2065373.00","324311.00","833309.00","2866956.00","516858013.00","30330063.00","--","13032.00","7158418.00","-1488428.00","-16837.00","35996248.00","--","--","18054413.00","54050661.00","--","2522000.00","0.00","11.88"
"114/10/29","111","1","5876","上海商銀","60994662.00","275978795.00","8433721.00","522759443.00","136479322.00","--","287750.00","14693220.00","7180.00","--","--","1142636680.00","1980801.00","--","26023.00","20751564.00","1685906.00","6164303.00","1707679.00","2334393.00","9351936.00","2206273378.00","53156098.00","19090466.00","4700827.00","--","24989355.00","28709960.00","1646514.00","--","1760286337.00","82597937.00","--","--","4150761.00","2869085.00","1739104.00","8954875.00","4006890.00","1996898209.00","44816031.00","--","16666144.00","99083232.00","-2797688.00","-83144.00","157684575.00","--","--","51690594.00","209375169.00","--","11397439.00","0.00","35.27"
