出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/29","111","2","2801","彰銀","32044197.00","165091085.00","48638801.00","226441341.00","427282739.00","0.00","--","22943600.00","52528.00","--","--","1682443374.00","--","--","2853427.00","21096328.00","1912016.00","13848818.00","1089149.00","4985108.00","737430.00","2651459941.00","91012918.00","0.00","8237001.00","--","1078302.00","49327106.00","509816.00","--","2254840695.00","51248900.00","--","--","944223.00","4642663.00","1736390.00","10451680.00","11663512.00","2485693206.00","105934565.00","--","--","60748019.00","-915849.00","0.00","165766735.00","--","--","--","165766735.00","--","0.00","0.00","15.80"
"114/10/29","111","2","2812","台中銀","11959933.00","37985918.00","32885328.00","48808624.00","106081022.00","--","6217996.00","14463262.00","0.00","--","--","501484282.00","171353.00","355983.00","316157.00","14872781.00","797076.00","21787.00","207167.00","913803.00","2320279.00","779862751.00","4653700.00","7033930.00","1568174.00","--","1203820.00","8179292.00","647265.00","--","667884668.00","16500000.00","--","--","5045216.00","1374011.00","837665.00","109486.00","1083772.00","716120999.00","47654465.00","--","1054006.00","14920022.00","113259.00","0.00","63741752.00","--","--","0.00","63741752.00","0.00","0.00","0.00","14.04"
"114/10/29","111","2","2820","華票","289586.00","500000.00","97688758.00","92437717.00","--","--","4464163.00","853062.00","110702.00","--","--","--","--","--","66251.00","149465.00","34829.00","--","--","402348.00","573620.00","197570501.00","14368356.00","--","207109.00","--","156396330.00","1560906.00","134721.00","--","--","--","--","--","1299690.00","1429359.00","34972.00","0.00","248472.00","175679915.00","13429600.00","--","11738.00","10774605.00","-2325357.00","--","--","--","--","--","21890586.00","0.00","0.00","0.00","16.30"
"114/10/29","111","2","2834","臺企銀","24640906.00","135451049.00","11025418.00","166917339.00","259746799.00","--","0.00","11194640.00","349410.00","--","--","1345763420.00","1777.00","--","24783.00","14214001.00","1150070.00","--","736096.00","1705315.00","11531985.00","1984453008.00","117416238.00","922315.00","9540288.00","--","2439839.00","25549427.00","488100.00","--","1664104418.00","52250000.00","--","--","3549679.00","3296143.00","1174082.00","879056.00","3780848.00","1885390433.00","80296934.00","0.00","815900.00","20999716.00","-3049975.00","0.00","99062575.00","0.00","--","0.00","99062575.00","0.00","0.00","0.00","12.79"
"114/10/29","111","2","2836","高雄銀","3273140.00","9326969.00","514768.00","33073960.00","51003341.00","--","5446650.00","1328128.00","0.00","--","--","165609242.00","--","--","980477.00","3092656.00","305835.00","--","111408.00","205015.00","337830.00","274609419.00","10418837.00","0.00","42282.00","--","10537144.00","4256842.00","115154.00","--","227659623.00","4962000.00","--","--","0.00","367941.00","305096.00","--","112064.00","258776983.00","12383477.00","--","1447637.00","3676104.00","-1674782.00","--","--","--","--","--","15832436.00","--","0.00","0.00","13.16"
"114/10/29","111","2","2838","聯邦銀","8765615.00","23361258.00","37591971.00","64896925.00","84298265.00","--","27149057.00","27074870.00","69921.00","--","--","525019174.00","1981025.00","--","1827166.00","11951100.00","1837213.00","4687101.00","2183627.00","720477.00","9852618.00","833267383.00","6441153.00","372876.00","730754.00","--","58009888.00","7959476.00","454056.00","--","674557131.00","5000000.00","945680.00","367000.00","9958974.00","371830.00","1824719.00","1641741.00","3353940.00","771989218.00","37965302.00","--","8051984.00","13933195.00","-717600.00","--","59232881.00","--","--","2045284.00","61278165.00","--","0.00","0.00","16.95"
"114/10/29","111","2","2845","遠東銀","6518128.00","62543692.00","44974556.00","92033798.00","77076813.00","--","2049469.00","20467533.00","--","--","--","438518383.00","1796758.00","--","6714071.00","3007599.00","1136184.00","--","1610412.00","188862.00","222539.00","758858797.00","3755846.00","0.00","11383678.00","--","0.00","11970875.00","213205.00","--","627077365.00","23901900.00","--","--","29687238.00","925987.00","1138616.00","--","525883.00","710580593.00","35694838.00","--","456426.00","13670244.00","-1543304.00","--","48278204.00","--","--","--","48278204.00","--","0.00","0.00","13.74"
"114/10/29","111","2","2849","安泰銀","2331290.00","13240995.00","16970011.00","42474333.00","36247792.00","--","0.00","3658624.00","--","--","--","220024446.00","--","--","507223.00","683498.00","464796.00","--","208718.00","528993.00","1707009.00","339047728.00","8142237.00","0.00","531022.00","--","1403902.00","3598175.00","173648.00","--","290429239.00","--","--","--","526542.00","387516.00","466033.00","36027.00","302151.00","305996492.00","19576094.00","--","402822.00","14528525.00","-1456205.00","0.00","--","--","--","--","33051236.00","0.00","0.00","0.00","16.88"
"114/10/29","111","2","2897","王道銀行","11908794.00","15870195.00","138419740.00","167518164.00","9537498.00","--","4464163.00","21115711.00","196673.00","--","--","196802143.00","1016553.00","--","728107.00","2506229.00","333718.00","--","1910501.00","1205468.00","1433528.00","574967185.00","28348615.00","--","927299.00","--","160590781.00","5640750.00","304167.00","--","291836714.00","13500000.00","--","--","17854770.00","2014440.00","343559.00","881091.00","2650412.00","524892598.00","30330063.00","--","13670.00","6629736.00","-3074604.00","-16837.00","33882028.00","--","--","16192559.00","50074587.00","--","2522000.00","0.00","11.18"
"114/10/29","111","2","5876","上海商銀","66197504.00","307007458.00","8364718.00","470252036.00","118898569.00","--","376912.00","19246712.00","146830.00","--","--","1172080930.00","2006061.00","--","0.00","21254766.00","1870002.00","6418902.00","1772129.00","3052662.00","9909063.00","2208855254.00","48898752.00","0.00","5674697.00","--","2168166.00","35668245.00","1781598.00","--","1809450605.00","81086006.00","--","--","4270316.00","2945590.00","1922050.00","9529350.00","3544527.00","2006939902.00","44816031.00","--","16666144.00","93876496.00","-6270672.00","-83144.00","149004855.00","--","--","52910497.00","201915352.00","--","11397439.00","0.00","33.33"
