出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/29","111","3","2801","彰銀","37907240.00","230525855.00","65116503.00","223200689.00","379200488.00","0.00","--","24079213.00","54104.00","--","--","1731390698.00","--","--","2866144.00","20961447.00","2020674.00","13847189.00","1094611.00","6477700.00","1346750.00","2740089305.00","114335086.00","0.00","14054490.00","--","17703862.00","29837078.00","582290.00","--","2304263665.00","51234182.00","--","--","967056.00","4578755.00","1863505.00","12088663.00","21902265.00","2573410897.00","105934566.00","--","--","63868920.00","-3125078.00","0.00","166678408.00","--","--","--","166678408.00","--","0.00","0.00","15.73"
"114/10/29","111","3","2812","台中銀","18347428.00","41710159.00","37129257.00","46777548.00","110046674.00","--","11351278.00","14261801.00","--","--","--","504307425.00","167774.00","362388.00","315260.00","15537677.00","804622.00","580046.00","215946.00","723159.00","2880362.00","805518804.00","3253759.00","7980655.00","2078233.00","--","901409.00","6768567.00","285065.00","--","693692698.00","16500000.00","--","--","5842616.00","1335196.00","845297.00","109486.00","1098408.00","740691389.00","47654465.00","--","1054006.00","16258641.00","-139697.00","0.00","64827415.00","--","--","0.00","64827415.00","0.00","0.00","0.00","13.60"
"114/10/29","111","3","2820","華票","1120176.00","0.00","102980003.00","90403180.00","--","--","3320716.00","732631.00","212169.00","--","--","--","--","--","120673.00","148018.00","31155.00","--","--","530673.00","569332.00","200168726.00","17777615.00","--","254926.00","--","155625982.00","548352.00","0.00","--","--","--","--","--","2688806.00","1427140.00","31335.00","0.00","197906.00","178552062.00","13429600.00","--","11734.00","11075390.00","-2900060.00","--","--","--","--","--","21616664.00","--","0.00","0.00","16.10"
"114/10/29","111","3","2834","臺企銀","25661708.00","138736362.00","23069452.00","158464081.00","248550969.00","--","1719290.00","8879696.00","349483.00","--","--","1377418983.00","1167.00","--","24190.00","14163060.00","1183935.00","--","758714.00","1783609.00","19074000.00","2019838699.00","135154891.00","1006420.00","10501243.00","--","2474973.00","24611048.00","756634.00","--","1679617647.00","52250000.00","--","--","3200414.00","3284232.00","1200883.00","879056.00","5398782.00","1920336223.00","80296934.00","--","815900.00","23264117.00","-4874475.00","0.00","99502476.00","0.00","--","--","99502476.00","0.00","0.00","0.00","12.39"
"114/10/29","111","3","2836","高雄銀","2991106.00","12268094.00","615904.00","33771831.00","48421194.00","--","2476471.00","1201846.00","0.00","--","--","169285694.00","--","--","237874.00","3075695.00","309041.00","--","115782.00","176831.00","262149.00","275209512.00","15283794.00","0.00","96395.00","--","9894842.00","4848644.00","136722.00","--","223388957.00","5167000.00","--","--","0.00","383870.00","308588.00","--","96013.00","259604825.00","12383477.00","--","1447637.00","3865891.00","-2092318.00","--","--","--","--","--","15604687.00","--","0.00","0.00","12.60"
"114/10/29","111","3","2838","聯邦銀","8645471.00","27397750.00","40350200.00","63426319.00","83951512.00","--","26242934.00","28360918.00","314444.00","--","--","536367754.00","1965811.00","--","1599290.00","12163603.00","1755860.00","4693109.00","2185366.00","861818.00","10060887.00","850343046.00","12219294.00","474936.00","1192116.00","--","56103501.00","7145326.00","719592.00","--","688351264.00","5000000.00","950400.00","367000.00","9643952.00","376984.00","1739289.00","1928781.00","3386233.00","789598668.00","37940460.00","--","8076826.00","14934762.00","-2254558.00","--","58697490.00","--","--","2046888.00","60744378.00","--","0.00","0.00","15.47"
"114/10/29","111","3","2845","遠東銀","5787751.00","37438105.00","54893850.00","77677451.00","77341309.00","--","4570375.00","19092633.00","--","--","--","456590958.00","1788762.00","--","10521786.00","3040721.00","1030400.00","--","1604041.00","192859.00","295198.00","751866199.00","981550.00","0.00","16927444.00","--","0.00","8304082.00","225833.00","--","618869805.00","20901900.00","--","--","30821623.00","895723.00","1036806.00","--","537834.00","699502600.00","39588308.00","--","349974.00","14484049.00","-2058732.00","--","52363599.00","--","--","--","52363599.00","--","0.00","389346918.00","13.23"
"114/10/29","111","3","2849","安泰銀","2670289.00","20568853.00","16187717.00","42187468.00","38902308.00","--","303603.00","3288906.00","--","--","--","220402718.00","--","--","362986.00","678022.00","990976.00","--","215576.00","526676.00","1582131.00","348868229.00","5598717.00","0.00","328207.00","--","3740685.00","1695108.00","75816.00","--","302500060.00","--","--","--","524053.00","384424.00","985208.00","56424.00","56562.00","315945264.00","19576094.00","--","402822.00","14992004.00","-2047955.00","0.00","--","--","--","--","32922965.00","--","0.00","0.00","16.82"
"114/10/29","111","3","2897","王道銀行","11450774.00","16945203.00","145898658.00","159927829.00","22350852.00","--","3320716.00","21868179.00","269002.00","--","--","208771280.00","971370.00","--","882952.00","2495620.00","390764.00","--","1932100.00","1309965.00","1524328.00","600309592.00","38481971.00","--","878041.00","--","165813028.00","5512408.00","224527.00","--","298339147.00","14600000.00","--","--","20256689.00","1988437.00","405669.00","804919.00","2722799.00","550027635.00","30330063.00","--","13644.00","7296487.00","-3373008.00","-16837.00","34250349.00","--","--","16031608.00","50281957.00","--","2522000.00","0.00","11.30"
"114/10/29","111","3","5876","上海商銀","66211118.00","365658251.00","12131848.00","426037799.00","150983266.00","--","474266.00","16241093.00","109606.00","--","--","1228375078.00","2046055.00","--","1314.00","21908995.00","1839828.00","6932576.00","1879960.00","4004971.00","10302070.00","2315138094.00","53287831.00","198.00","7562410.00","--","576184.00","29363974.00","1970693.00","--","1905252588.00","82128296.00","--","--","5033180.00","3075459.00","1891568.00","10832243.00","5198116.00","2106172740.00","44816031.00","--","16788031.00","98876985.00","-7333612.00","-83144.00","153064291.00","--","--","55901063.00","208965354.00","--","11397439.00","0.00","34.24"
