出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
114/10/28,114,2,5864,致和證,249817.00,-117080.00,-180887.00,--,-48150.00,95690.00,47540.00
114/10/28,114,2,6015,宏遠證,317518.00,-32457.00,-123130.00,--,161931.00,2696902.00,2858833.00
114/10/28,114,2,6016,康和證,1866942.00,-589246.00,-1185803.00,-9914.00,81979.00,1618988.00,1700967.00
114/10/28,114,2,6020,大展證,633874.00,550.00,-129644.00,--,504780.00,1370022.00,1874802.00
114/10/28,114,2,6021,美好證,1256608.00,-1702954.00,315509.00,--,-130837.00,2050489.00,1919652.00
114/10/28,114,2,6023,元大期貨,2110060.00,-1522796.00,650193.00,-149467.00,1087990.00,11888299.00,12976289.00
114/10/28,114,2,6026,福邦證,210351.00,4501.00,-55710.00,0.00,159142.00,588054.00,747196.00
114/10/28,114,1,1409,新纖,-2379542.00,136982.00,2825287.00,131712.00,714439.00,9916370.00,10630809.00
114/10/28,114,1,1718,中纖,10767723.00,-8247585.00,1567799.00,-4384.00,4083553.00,49506703.00,53590256.00
114/10/28,114,1,2207,和泰車,16946523.00,-6586607.00,-6684333.00,545126.00,4220709.00,18968725.00,23189434.00
114/10/28,114,1,2905,三商,-13349876.00,12471892.00,8390460.00,84.00,7512560.00,31479776.00,38992336.00
114/10/28,114,1,2855,統一證,-613263.00,-309199.00,2036701.00,-48234.00,1066005.00,7720139.00,8786144.00
114/10/28,114,1,6005,群益證,483652.00,-148328.00,2522873.00,52720.00,2910917.00,9289189.00,12200106.00
114/10/28,114,1,6024,群益期,820843.00,-27696.00,2072301.00,12206.00,2877654.00,3992522.00,6870176.00
114/10/28,114,2,2801,彰銀,6510880.00,-551387.00,54820788.00,-5008586.00,55771695.00,78930343.00,134702038.00
114/10/28,114,2,2812,台中銀,8871893.00,-5427501.00,-859952.00,-158835.00,2425605.00,47339574.00,49765179.00
114/10/28,114,2,2820,華票,-1745318.00,188.00,1194266.00,--,-550864.00,877603.00,326739.00
114/10/28,114,2,2834,臺企銀,46373088.00,-54713021.00,-2352211.00,-107426.00,-10799570.00,35663893.00,24864323.00
114/10/28,114,2,2836,高雄銀,5952034.00,-255000.00,-517898.00,54.00,5179190.00,20822688.00,26001878.00
114/10/28,114,2,2838,聯邦銀,11103772.00,-6725447.00,17863.00,-1616721.00,2779467.00,69947183.00,72726650.00
114/10/28,114,2,2845,遠東銀,-16957682.00,205719.00,7461793.00,-1203987.00,-10494157.00,48449246.00,37955089.00
114/10/28,114,2,2849,安泰銀,-470117.00,511100.00,-481050.00,-183917.00,-623984.00,3340404.00,2716420.00
114/10/28,114,2,2897,王道銀行,-4797919.00,-404999.00,1728570.00,-459717.00,-3934065.00,18368252.00,14434187.00
114/10/28,114,2,5876,上海商銀,-25621536.00,2709092.00,-1442328.00,-32146072.00,-56500844.00,369412598.00,312911754.00
114/10/28,114,1,1101,台泥,6829705.00,-13158475.00,17923856.00,320827.00,11915913.00,77764504.00,89680417.00
114/10/28,114,1,1102,亞泥,2773756.00,2938070.00,-2807129.00,189375.00,3094072.00,13259732.00,16353804.00
114/10/28,114,1,1103,嘉泥,94199.00,-747934.00,133516.00,33675.00,-486544.00,2313203.00,1826659.00
114/10/28,114,1,1104,環泥,183480.00,-19325.00,26019.00,--,190174.00,1576599.00,1766773.00
114/10/28,114,1,1108,幸福,248107.00,-99117.00,-351234.00,0.00,-202244.00,493514.00,291270.00
114/10/28,114,1,1109,信大,10773.00,-161492.00,895.00,33831.00,-115993.00,3021873.00,2905880.00
114/10/28,114,1,1110,東泥,32025.00,-55383.00,-1071.00,--,-24429.00,548447.00,524018.00
114/10/28,114,1,1201,味全,-30711.00,-426213.00,364814.00,9124.00,-82986.00,1325519.00,1242533.00
114/10/28,114,1,1203,味王,516180.00,-105976.00,-28612.00,41338.00,422930.00,1776020.00,2198950.00
114/10/28,114,1,1210,大成,1737327.00,-884780.00,-1543263.00,173932.00,-516784.00,8134872.00,7618088.00
114/10/28,114,1,1213,大飲,-116742.00,-4479.00,-16.00,9.00,-121228.00,143072.00,21844.00
114/10/28,114,1,1215,卜蜂,1231477.00,-549928.00,-669281.00,118.00,12386.00,215000.00,227386.00
114/10/28,114,1,1216,統一,6504088.00,-19252753.00,12662506.00,561582.00,475423.00,100442408.00,100917831.00
114/10/28,114,1,1217,愛之味,-152480.00,-41144.00,49779.00,-1695.00,-145540.00,721333.00,575793.00
114/10/28,114,1,1218,泰山,-3329.00,-393902.00,-7336.00,7197.00,-397370.00,2750119.00,2352749.00
114/10/28,114,1,1219,福壽,532280.00,-126239.00,-320901.00,187.00,85327.00,838237.00,923564.00
114/10/28,114,1,1220,台榮,321602.00,-45768.00,-135003.00,0.00,140831.00,405624.00,546455.00
114/10/28,114,1,1225,福懋油,319678.00,-5741.00,-994224.00,2238.00,-678049.00,2291593.00,1613544.00
114/10/28,114,1,1227,佳格,598832.00,-911561.00,11884.00,28537.00,-272308.00,3126724.00,2854416.00
114/10/28,114,1,1229,聯華,615880.00,-360189.00,190052.00,49977.00,495720.00,4966714.00,5462434.00
114/10/28,114,1,1231,聯華食,25389.00,-137783.00,443853.00,2772.00,334231.00,613309.00,947540.00
114/10/28,114,1,1232,大統益,890713.00,-98087.00,-4011.00,--,788615.00,2235897.00,3024512.00
114/10/28,114,1,1233,天仁,48850.00,-15090.00,-43574.00,138.00,-9676.00,179200.00,169524.00
114/10/28,114,1,1234,黑松,111668.00,119359.00,-5526.00,5303.00,230804.00,1353872.00,1584676.00
114/10/28,114,1,1235,興泰,-59093.00,302962.00,-281636.00,--,-37767.00,51626.00,13859.00
114/10/28,114,1,1236,宏亞,-58128.00,-52733.00,69128.00,0.00,-41733.00,74287.00,32554.00
114/10/28,114,1,1256,鮮活果汁-KY,-42387.00,-215613.00,-894.00,24191.00,-234703.00,797758.00,563055.00
114/10/28,114,1,1301,台塑,-106577.00,-4180493.00,7048944.00,43055.00,2804929.00,18200100.00,21005029.00
