出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,權益─具證券性質之虛擬通貨,保留盈餘,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,權益總額,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益
114/10/28,113,1,8121,越峰,2195401.00,2674470.00,4869871.00,715511.00,1634497.00,2350008.00,2129937.00,,299942.00,,-131583.00,--,,--,--,643775.00,2519863.00,--,0.00,,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-422208.00,1876088.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8147,正淩,1031432.00,557168.00,1588600.00,466542.00,4207.00,470749.00,359650.00,,513842.00,,-22607.00,0.00,,0.00,--,4597.00,1117851.00,0.00,2357233.00,,30.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,262369.00,1113254.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8155,博智,2135595.00,1188796.00,3324391.00,1139325.00,8629.00,1147954.00,512030.00,,550587.00,,-60917.00,0.00,,--,--,--,2176437.00,0.00,0.00,,42.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1174737.00,2176437.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8171,天宇,1687903.00,766842.00,2454745.00,727865.00,115773.00,843638.00,774643.00,,883576.00,,-6713.00,-45833.00,,--,--,2858.00,1611107.00,--,213757.00,,21.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2576.00,1608249.00,1114000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8176,智捷,501001.00,235676.00,736677.00,198817.00,24960.00,223777.00,717010.00,,489.00,,-24813.00,-26512.00,,--,--,13760.00,512900.00,--,0.00,,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-167034.00,499140.00,2520105.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8182,加高,3259578.00,2874156.00,6133734.00,1602782.00,970758.00,2573540.00,1070412.00,,749262.00,,129267.00,--,,--,--,8083.00,3560194.00,0.00,0.00,,33.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1603170.00,3552111.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8183,精星,5025289.00,1411709.00,6436998.00,2874293.00,154787.00,3029080.00,1212511.00,,231854.00,,-34728.00,-34105.00,,--,--,--,3407918.00,--,0.00,,28.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2032386.00,3407918.00,500000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8227,巨有科技,873072.00,233528.00,1106600.00,242420.00,50220.00,292640.00,373430.00,,253205.00,,0.00,--,,--,--,--,813960.00,0.00,0.00,,21.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,187325.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8234,新漢,4262553.00,2230074.00,6492627.00,2719673.00,447919.00,3167592.00,1412265.00,,366535.00,,9397.00,--,,--,--,107980.00,3325035.00,0.00,0.00,,22.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1428858.00,3217055.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8240,華宏,5478371.00,2556717.00,8035088.00,2858588.00,779732.00,3638320.00,1000044.00,,2019178.00,,-148918.00,-40228.00,,--,--,118282.00,4396768.00,--,0.00,,43.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1448410.00,4278486.00,1484000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8255,朋程,5148173.00,10643517.00,15791690.00,3488813.00,2242386.00,5731199.00,1014475.00,,3330101.00,,1410979.00,--,,--,--,1921708.00,10060491.00,--,0.00,,80.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2383228.00,8138783.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8272,全景軟體,551790.00,12487.00,564277.00,146367.00,2685.00,149052.00,171978.00,,26421.00,,--,--,,--,--,--,415225.00,--,0.00,,24.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,216826.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8277,商丞,292249.00,401030.00,693279.00,64860.00,83276.00,148136.00,916288.00,,60849.00,,-10970.00,0.00,,0.00,--,13691.00,545143.00,--,0.00,,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-434715.00,531452.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8279,生展,1215901.00,1953661.00,3169562.00,736522.00,376938.00,1113460.00,271009.00,,618242.00,,-65.00,--,,--,--,--,2056102.00,0.00,0.00,,75.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1166916.00,2056102.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8284,三竹,1554130.00,373987.00,1928117.00,617939.00,10261.00,628200.00,463420.00,,251664.00,,--,--,,--,--,--,1299917.00,0.00,0.00,,28.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,584833.00,1299917.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8289,泰藝,1634438.00,567626.00,2202064.00,388749.00,176020.00,564769.00,683338.00,,408346.00,,-60329.00,0.00,,--,--,0.00,1637295.00,0.00,0.00,,23.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,605940.00,1637295.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8291,尚茂,62070.00,218364.00,280434.00,224553.00,37801.00,262354.00,473120.00,,118.00,,0.00,--,,--,--,--,18080.00,0.00,0.00,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-455158.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8299,群聯,59415068.00,16337551.00,75752619.00,23278898.00,5932823.00,29211721.00,2047798.00,,13326144.00,,-290787.00,0.00,,--,--,3221.00,46540898.00,0.00,10775.00,,227.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,31454522.00,46537677.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8342,益張,963054.00,728113.00,1691167.00,546081.00,140622.00,686703.00,335367.00,,43601.00,,-11665.00,--,,--,--,35051.00,1004464.00,--,0.00,,28.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,602110.00,969413.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8349,�矬ㄟ篕�,10698706.00,10237108.00,20935814.00,8480894.00,5647607.00,14128501.00,1619299.00,,2694949.00,,-450686.00,--,,--,--,1194386.00,6807313.00,--,0.00,,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1749365.00,5612927.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8354,冠好,2439148.00,2057007.00,4496155.00,2091612.00,314559.00,2406171.00,785323.00,,58939.00,,41099.00,--,,--,--,--,2089984.00,0.00,0.00,,26.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1204623.00,2089984.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8358,金居,4115075.00,4062496.00,8177571.00,1941939.00,39551.00,1981490.00,2525880.00,,1560897.00,,-8149.00,--,,--,--,--,6196081.00,0.00,0.00,,24.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2117453.00,6196081.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8383,千附,2720277.00,2770729.00,5491006.00,1111143.00,158884.00,1270027.00,1137605.00,,1232266.00,,-12150.00,-31717.00,,--,--,706443.00,4220979.00,--,0.00,,31.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1188532.00,3514536.00,951759.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8390,金益鼎,2660769.00,968901.00,3629670.00,389605.00,152269.00,541874.00,961161.00,,811096.00,,21339.00,--,,--,--,0.00,3087796.00,0.00,0.00,,32.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1294200.00,3087796.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8401,白紗科,755640.00,613682.00,1369322.00,311150.00,70150.00,381300.00,600417.00,,158246.00,,--,0.00,,--,--,--,988022.00,0.00,0.00,,16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,229359.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8403,盛弘,3135540.00,4218803.00,7354343.00,1834828.00,1493543.00,3328371.00,1260443.00,,1153697.00,,175906.00,--,,--,--,462392.00,4025972.00,0.00,0.00,,28.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,973534.00,3563580.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8409,商之器,225642.00,256486.00,482128.00,183242.00,11236.00,194478.00,320000.00,,72427.00,,-8769.00,--,,--,--,--,287650.00,--,0.00,,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-96008.00,287650.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8410,森田,1454327.00,862158.00,2316485.00,385478.00,188282.00,573760.00,365892.00,,324441.00,,0.00,0.00,,--,--,--,1742725.00,0.00,0.00,,47.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1052392.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8415,大國鋼,21871864.00,24396266.00,46268130.00,9561206.00,7908787.00,17469993.00,10315000.00,,3850039.00,,895758.00,-84569.00,,--,--,3352788.00,28798137.00,--,0.00,,24.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,10469121.00,25445349.00,13037000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8416,實威,1588597.00,280555.00,1869152.00,344929.00,34324.00,379253.00,282107.00,,132625.00,,4977.00,--,,--,--,--,1489899.00,0.00,0.00,,52.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1070190.00,1489899.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8421,旭源,1007892.00,998565.00,2006457.00,1010530.00,59457.00,1069987.00,548171.00,,89341.00,,-55059.00,-9450.00,,--,--,133514.00,936470.00,0.00,0.00,,14.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,229953.00,802956.00,568000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8423,保綠-KY,414289.00,482456.00,896745.00,102997.00,205274.00,308271.00,385706.00,,137385.00,,-73566.00,--,,--,--,--,588474.00,--,0.00,,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,138949.00,588474.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8424,惠普,629151.00,671584.00,1300735.00,153419.00,13714.00,167133.00,360544.00,,61160.00,,--,--,,--,--,0.00,1133602.00,--,0.00,,31.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,711898.00,1133602.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8426,紅木-KY,1214897.00,1029199.00,2244096.00,628696.00,470600.00,1099296.00,502425.00,,293911.00,,-295793.00,0.00,,--,--,0.00,1144800.00,--,0.00,,22.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,644257.00,1144800.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8431,匯鑽科,653973.00,796974.00,1450947.00,338677.00,76596.00,415273.00,443915.00,,322843.00,,-18473.00,-49467.00,,--,--,152785.00,1035674.00,--,0.00,,20.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,184071.00,882889.00,891000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8432,東生華,1263715.00,281624.00,1545339.00,116033.00,0.00,116033.00,383981.00,,459554.00,,183591.00,--,,0.00,--,152692.00,1429306.00,--,0.00,,33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,249488.00,1276614.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8433,弘帆,2690825.00,2017059.00,4707884.00,1781021.00,471627.00,2252648.00,537741.00,,238404.00,,46721.00,--,,--,--,12586.00,2455236.00,--,917301.00,,45.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1619784.00,2442650.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8435,鉅邁,772507.00,205670.00,978177.00,259478.00,26381.00,285859.00,317004.00,,112496.00,,-21688.00,--,,--,--,--,692318.00,0.00,0.00,,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,284506.00,692318.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8436,大江,8477557.00,6244457.00,14722014.00,3605573.00,1022653.00,4628226.00,1182608.00,,2902329.00,,-215853.00,-232963.00,,--,--,1673736.00,10093788.00,0.00,0.00,,73.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,4783931.00,8420052.00,3063000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8437,大地-KY,1366544.00,1868054.00,3234598.00,686293.00,62989.00,749282.00,478511.00,,814933.00,,-353820.00,--,,--,--,--,2485316.00,0.00,0.00,,51.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1545692.00,2485316.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8440,綠電,348434.00,401929.00,750363.00,52852.00,78850.00,131702.00,380002.00,,64195.00,,--,--,,--,--,--,618661.00,0.00,0.00,,16.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,174464.00,618661.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8444,綠河-KY,1069317.00,6923619.00,7992936.00,2328729.00,4610833.00,6939562.00,1004669.00,,1494459.00,,-364634.00,-33670.00,,--,--,-45502.00,1053374.00,0.00,0.00,,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-1001948.00,1098876.00,497000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8446,華研,1772242.00,1460793.00,3233035.00,1449245.00,133140.00,1582385.00,529144.00,,246100.00,,-4246.00,--,,--,--,-448.00,1650650.00,0.00,0.00,,31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,880100.00,1651098.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8450,霹靂,745184.00,827485.00,1572669.00,351425.00,423389.00,774814.00,513099.00,,653301.00,,-164448.00,--,,--,--,1235.00,797855.00,--,0.00,,15.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-205332.00,796620.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8455,大拓-KY,827625.00,641628.00,1469253.00,695522.00,165392.00,860914.00,252191.00,,28404.00,,-77654.00,--,,--,--,82024.00,608339.00,--,0.00,,20.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,323374.00,526315.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8472,夠麻吉,286272.00,754518.00,1040790.00,543357.00,164040.00,707397.00,177358.00,,238000.00,,--,--,,--,--,--,333393.00,--,0.00,,18.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-81965.00,333393.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8477,創業家,374620.00,99810.00,474430.00,241394.00,18795.00,260189.00,346372.00,,13745.00,,-6962.00,--,,--,--,3716.00,214241.00,155556.00,0.00,,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-142630.00,210525.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8489,三貝德,926078.00,877822.00,1803900.00,825949.00,220955.00,1046904.00,363615.00,,335457.00,,-532.00,0.00,,--,--,334529.00,756996.00,--,0.00,,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-276073.00,422467.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8905,裕國,1885569.00,1608714.00,3494283.00,408564.00,202774.00,611338.00,1194400.00,,185933.00,,55317.00,-36820.00,,--,--,373.00,2882945.00,--,0.00,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1483742.00,2882572.00,4123000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8906,花王,181585.00,1446030.00,1627615.00,191409.00,968682.00,1160091.00,440374.00,,97577.00,,19778.00,-53839.00,,--,--,--,467524.00,0.00,0.00,,11.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-36366.00,--,1877203.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8908,欣雄,3708203.00,5569033.00,9277236.00,3705344.00,1690581.00,5395925.00,2834706.00,,3038.00,,38272.00,--,,--,--,100057.00,3881311.00,--,0.00,,13.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,905238.00,3781254.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8916,光隆,5155499.00,4611196.00,9766695.00,3417032.00,910032.00,4327064.00,1508343.00,,2234851.00,,-30613.00,--,,--,--,145148.00,5439631.00,--,0.00,,35.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1581902.00,5294483.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8917,欣泰,2694784.00,3108946.00,5803730.00,1283993.00,1711003.00,2994996.00,1626524.00,,--,,48183.00,--,,--,--,--,2808734.00,--,0.00,,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1134027.00,2808734.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8921,沈氏,371345.00,826308.00,1197653.00,146297.00,65442.00,211739.00,465922.00,,252343.00,,158160.00,--,,--,--,14459.00,985914.00,0.00,0.00,,20.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,95030.00,971455.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8923,時報,558063.00,292499.00,850562.00,344750.00,45963.00,390713.00,303758.00,,12800.00,,-9057.00,0.00,,0.00,--,0.00,459849.00,0.00,0.00,,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,152348.00,459849.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8924,大田,4288217.00,1244023.00,5532240.00,1560732.00,210916.00,1771648.00,838000.00,,101239.00,,217551.00,--,,--,--,--,3760592.00,--,0.00,,44.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2603802.00,3760592.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8927,北基,8865839.00,22243833.00,31109672.00,15435436.00,7536019.00,22971455.00,3264419.00,,1784301.00,,-2049.00,--,,0.00,--,2770633.00,8138217.00,0.00,0.00,,16.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,320913.00,5367584.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8928,鉅明,1625620.00,1617130.00,3242750.00,1688657.00,531699.00,2220356.00,508540.00,,164.00,,-28470.00,0.00,,0.00,--,0.00,1022394.00,0.00,0.00,,20.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,542160.00,1022394.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8929,富堡,827468.00,408253.00,1235721.00,268676.00,106598.00,375274.00,505809.00,,216198.00,,52250.00,--,,--,--,29890.00,860447.00,0.00,0.00,,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,56300.00,830557.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8930,青鋼,1210279.00,1037947.00,2248226.00,470511.00,411969.00,882480.00,818094.00,,132386.00,,0.00,0.00,,--,--,--,1365746.00,--,0.00,,16.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,415266.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8931,大汽電,863734.00,3813233.00,4676967.00,920309.00,1542812.00,2463121.00,1222549.00,,--,,40877.00,--,,--,--,--,2213846.00,--,0.00,,18.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,950420.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8932,智通*,925259.00,1020949.00,1946208.00,479229.00,256778.00,736007.00,795515.00,,264980.00,,-52404.00,--,,--,--,39071.00,1210201.00,--,0.00,,14.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,163039.00,1171130.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8933,愛地雅,3585512.00,1510217.00,5095729.00,2593020.00,341168.00,2934188.00,3017243.00,,132317.00,,-373954.00,--,,--,--,--,2161541.00,--,0.00,,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-614065.00,2161541.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8935,邦泰,785757.00,924628.00,1710385.00,480350.00,212101.00,692451.00,1134950.00,,0.00,,-41419.00,--,,--,--,--,1017934.00,--,15500000.00,,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-75597.00,1017934.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8936,國統,4770454.00,7268107.00,12038561.00,2318941.00,2212693.00,4531634.00,2480782.00,,1470181.00,,-423466.00,--,,--,--,1732943.00,7506927.00,--,0.00,,23.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2246487.00,5773984.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8937,合騏,748427.00,718563.00,1466990.00,576197.00,110183.00,686380.00,724788.00,,5773.00,,-18281.00,0.00,,--,--,34654.00,780610.00,--,0.00,,10.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,33676.00,745956.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8938,明安,8600064.00,4995486.00,13595550.00,5108576.00,1722221.00,6830797.00,1402003.00,,1155256.00,,-50469.00,-200920.00,,--,--,308919.00,6764753.00,0.00,0.00,,46.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,4149964.00,6455834.00,2629000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8941,關中,1070050.00,949904.00,2019954.00,794034.00,219154.00,1013188.00,304105.00,,58692.00,,307320.00,--,,--,--,83048.00,1006766.00,--,0.00,,30.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,253601.00,923718.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,8942,森鉅,5460389.00,10280733.00,15741122.00,3890982.00,1562346.00,5453328.00,1824241.00,,2411695.00,,53549.00,--,,--,--,1092029.00,10287794.00,--,0.00,,50.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,4906280.00,9195765.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,1,9949,琉園,266304.00,176177.00,442481.00,58162.00,14908.00,73070.00,440334.00,,0.00,,-20038.00,--,,--,--,0.00,369411.00,--,0.00,,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-50885.00,369411.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
