出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,保留盈餘,歸屬於母公司業主之權益合計,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,權益─具證券性質之虛擬通貨,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益,<html>
114/10/28,110,1,5864,致和證,5337291.00,1505804.00,6843095.00,2680087.00,62876.00,2742963.00,2374904.00,--,119608.00,1542167.00,63453.00,--,--,--,--,--,4100132.00,0.00,0.00,0.00,17.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,6015,宏遠證,12887749.00,1093875.00,13981624.00,9593856.00,77964.00,9671820.00,3308168.00,--,312359.00,618295.00,70982.00,0.00,4309804.00,--,--,--,4309804.00,0.00,0.00,0.00,13.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,6016,康和證,31218445.00,5416700.00,36635145.00,27439771.00,522668.00,27962439.00,5944550.00,--,175307.00,2033103.00,463521.00,0.00,8616481.00,--,--,56225.00,8672706.00,0.00,0.00,0.00,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,6020,大展證,6676563.00,790781.00,7467344.00,3030828.00,8680.00,3039508.00,2523532.00,--,461.00,1789155.00,114214.00,--,4427362.00,--,--,474.00,4427836.00,0.00,0.00,0.00,17.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,6021,美好證,14467236.00,1215704.00,15682940.00,9206674.00,811183.00,10017857.00,3097559.00,--,42157.00,1622028.00,903339.00,--,5665083.00,--,--,--,5665083.00,--,0.00,0.00,18.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,6023,元大期貨,100760303.00,3380740.00,104141043.00,91598729.00,233494.00,91832223.00,2899763.00,--,3070484.00,4935834.00,1402739.00,--,12308820.00,--,--,--,12308820.00,0.00,0.00,0.00,42.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,6026,福邦證,6106386.00,1005211.00,7111597.00,3091899.00,84455.00,3176354.00,2485541.00,--,14831.00,1014229.00,31854.00,--,3546455.00,--,--,388788.00,3935243.00,0.00,469000.00,0.00,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,5864,致和證,6690528.00,1706814.00,8397342.00,3621705.00,50469.00,3672174.00,2517398.00,--,119609.00,1815957.00,272204.00,--,--,--,--,--,4725168.00,0.00,0.00,0.00,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,6015,宏遠證,15253011.00,1242124.00,16495135.00,10340111.00,826386.00,11166497.00,3313694.00,--,359443.00,1537273.00,118228.00,0.00,5328638.00,--,--,--,5328638.00,0.00,0.00,0.00,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,6016,康和證,33503764.00,5885084.00,39388848.00,29632811.00,826057.00,30458868.00,5944550.00,--,175320.00,2291877.00,463248.00,0.00,8874995.00,--,--,54985.00,8929980.00,0.00,0.00,0.00,14.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,6020,大展證,6880515.00,899720.00,7780235.00,2856665.00,5881.00,2862546.00,2523532.00,--,461.00,2168858.00,224367.00,--,4917218.00,--,--,471.00,4917689.00,0.00,0.00,0.00,19.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,6021,美好證,15133727.00,1289697.00,16423424.00,9686734.00,1146386.00,10833120.00,3098559.00,--,30845.00,1782797.00,678103.00,--,5590304.00,--,--,--,5590304.00,0.00,0.00,0.00,18.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,6023,元大期貨,94260758.00,3718974.00,97979732.00,83923548.00,1706286.00,85629834.00,2899763.00,--,3070484.00,4763738.00,1615913.00,--,12349898.00,--,--,--,12349898.00,0.00,0.00,0.00,42.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,6026,福邦證,12776213.00,945303.00,13721516.00,8137177.00,67678.00,8204855.00,3001349.00,--,147066.00,1923868.00,70816.00,--,5143099.00,--,--,373562.00,5516661.00,--,0.00,0.00,17.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,1409,新纖,131442733.00,64588854.00,196031587.00,129634890.00,20078809.00,149713699.00,16184093.00,--,1946797.00,,4124832.00,-29834.00,,--,,10229333.00,,--,0.00,,22.36,13862667.00,36088555.00,46317888.00,4680487.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,1718,中纖,604324432.00,196813823.00,801138255.00,704776403.00,24585824.00,729362227.00,16862097.00,0.00,1656687.00,,807582.00,-1136802.00,,0.00,,48448944.00,,--,0.00,,17.39,5137520.00,23327084.00,71776028.00,344529645.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2207,和泰車,249589847.00,100022937.00,349612784.00,228560880.00,26585939.00,255146819.00,5461792.00,--,2807477.00,,3248943.00,--,,--,,20695114.00,,0.00,0.00,,135.07,62252639.00,73770851.00,94465965.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2905,三商,193126751.00,1233919752.00,1427046503.00,15524240.00,1364296471.00,1379820711.00,9133620.00,0.00,2455481.00,,-4375416.00,-488279.00,,0.00,,27504955.00,,0.00,255335.00,,22.79,12995431.00,19720837.00,47225792.00,48173000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2816,旺旺保,,,19133506.00,,,13052697.00,2236080.00,,0.00,,80555.00,--,,--,--,--,6080809.00,--,0.00,,27.19,3764174.00,--,,0.00,2581936.00,966668.00,302.00,--,--,9072411.00,4468158.00,1156258.00,21681.00,137144.00,--,728948.00,--,--,1330222.00,25748.00,--,--,--,--,--,--,21656.00,11342585.00,--,--,199958.00,63920.00,68608.00,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2832,台產,,,21845092.00,,,12381082.00,3622004.00,,98962.00,,326130.00,--,,--,--,--,9464010.00,--,0.00,,26.13,5416914.00,--,,0.00,4711142.00,1432050.00,920.00,--,--,12343378.00,2015629.00,462909.00,42815.00,10537.00,60462.00,765250.00,--,--,1757336.00,38918.00,--,--,--,--,--,--,67025.00,10102000.00,--,--,81286.00,264150.00,70367.00,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2850,新產,,,41524491.00,,,27625540.00,3159633.00,,64800.00,,1500048.00,0.00,,--,--,--,13898951.00,0.00,0.00,,43.99,9174470.00,--,,0.00,10849810.00,1831499.00,0.00,--,--,18546859.00,8163083.00,1075461.00,33650.00,16458.00,234679.00,772992.00,--,--,2692815.00,239602.00,--,11992.00,--,--,--,--,34201.00,24368077.00,--,--,125826.00,27361.00,125666.00,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2851,中再保,,,45663345.00,,,31489869.00,5903888.00,,300000.00,,552369.00,--,,--,--,--,14173476.00,0.00,0.00,,24.01,7417219.00,--,,0.00,17487211.00,222060.00,--,--,--,18280238.00,7528107.00,205679.00,1685.00,4438.00,164812.00,1769115.00,--,--,592190.00,228979.00,--,23628.00,--,--,--,--,1688.00,30492457.00,--,--,660.00,71905.00,78362.00,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2852,第一保,,,16379172.00,,,9471059.00,3011638.00,,0.00,,337762.00,--,,--,--,--,6908113.00,--,0.00,,22.94,3558713.00,--,,0.00,1822508.00,605815.00,--,--,--,10320919.00,2247961.00,660946.00,4804.00,49306.00,42917.00,623996.00,--,--,646113.00,7499.00,--,--,--,--,--,--,4855.00,8485631.00,--,--,133576.00,93224.00,100161.00,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2867,三商壽,,,1367506073.00,,,1324583220.00,25019715.00,,1563582.00,,-6971267.00,--,,--,--,--,42922853.00,--,0.00,,17.16,23310823.00,--,,0.00,130364014.00,10101586.00,143341.00,--,--,1080615048.00,1345590.00,8373428.00,317172.00,100534.00,4863360.00,9612050.00,121669950.00,--,6555401.00,874652.00,--,6367372.00,--,7500000.00,--,--,319739.00,1178419536.00,--,821509.00,1096829.00,402753.00,555479.00,121669950.00,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,1409,新纖,119985775.00,58589019.00,178574794.00,120120693.00,17262729.00,137383422.00,16184093.00,--,1951710.00,,2211377.00,-29834.00,,0.00,,10515560.00,,0.00,0.00,,19.01,10358466.00,30675812.00,41191372.00,4680487.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,1718,中纖,584517645.00,190167648.00,774685293.00,688199577.00,18754883.00,706954460.00,16213672.00,0.00,1663531.00,,417407.00,-1136802.00,,0.00,,44509142.00,,--,0.00,,18.00,6063883.00,23221691.00,67730833.00,331289968.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2207,和泰車,213007986.00,93049370.00,306057356.00,202304756.00,22884808.00,225189564.00,5461792.00,--,2818336.00,,2075099.00,--,,--,,19529265.00,,0.00,0.00,,112.30,50983300.00,61338527.00,80867792.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2905,三商,221609501.00,1172617149.00,1394226650.00,17640176.00,1328691526.00,1346331702.00,9093510.00,0.00,2100718.00,,-3461891.00,-532672.00,,0.00,,27676627.00,,0.00,0.00,,23.60,13018656.00,20218321.00,47894948.00,52528000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1240,茂生農經,1176721.00,907370.00,2084091.00,684714.00,40099.00,724813.00,350097.00,,145207.00,,184844.00,--,,--,--,123168.00,1359278.00,--,0.00,,35.31,555962.00,1236110.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1259,安心,2008468.00,2965653.00,4974121.00,1432441.00,1299790.00,2732231.00,323895.00,,809816.00,,301715.00,-10123.00,,--,--,31224.00,2241890.00,0.00,0.00,,68.50,785363.00,2210666.00,,117000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1264,德麥,2327810.00,1692506.00,4020316.00,890450.00,78020.00,968470.00,336960.00,,707332.00,,-72245.00,-2432.00,,--,--,672184.00,3051846.00,0.00,0.00,,70.65,1410047.00,2379662.00,,12000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1268,漢來美食,2027874.00,2344150.00,4372024.00,1530245.00,1283118.00,2813363.00,377237.00,,722815.00,,76031.00,-65810.00,,--,--,--,1558661.00,--,0.00,,41.87,448388.00,1558661.00,,500000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1294,漢田生技,144069.00,190877.00,334946.00,69549.00,93136.00,162685.00,80585.00,,10276.00,,--,--,,--,--,3918.00,172261.00,--,0.00,,20.89,77482.00,168343.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1336,台翰,1287100.00,1155239.00,2442339.00,608390.00,212495.00,820885.00,770984.00,,668899.00,,-117916.00,0.00,,--,--,--,1621454.00,0.00,0.00,,21.03,299487.00,1621454.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1565,精華,3994243.00,4171848.00,8166091.00,1422730.00,682381.00,2105111.00,504165.00,,526000.00,,-8563.00,--,,--,--,--,6060980.00,0.00,0.00,,120.22,5039378.00,6060980.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1569,濱川,3537986.00,3160717.00,6698703.00,2889050.00,505709.00,3394759.00,1206784.00,,1146218.00,,-265564.00,--,,--,--,101680.00,3303944.00,--,0.00,,26.54,1114826.00,3202264.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1570,力肯,868351.00,212404.00,1080755.00,216821.00,9405.00,226226.00,515008.00,,0.00,,-3358.00,--,,--,--,0.00,854529.00,0.00,0.00,,16.59,342879.00,854529.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1580,新麥,1773827.00,1650852.00,3424679.00,931501.00,45984.00,977485.00,502302.00,,77765.00,,-196641.00,--,,--,--,19346.00,2447194.00,--,0.00,,48.33,2044422.00,2427848.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1584,精剛,1554973.00,1204101.00,2759074.00,703671.00,725931.00,1429602.00,1224705.00,,251222.00,,-32952.00,--,,--,--,0.00,1329472.00,--,0.00,,10.86,-113503.00,1329472.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1586,和勤,2043048.00,2169700.00,4212748.00,1292090.00,1388830.00,2680920.00,841806.00,,542160.00,,-131105.00,-130072.00,,--,--,--,1531828.00,0.00,0.00,,18.94,409039.00,1531828.00,,3319000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1591,駿吉-KY,421826.00,338448.00,760274.00,329398.00,23941.00,353339.00,331648.00,,22159.00,,-165531.00,-9761.00,,--,--,0.00,406935.00,0.00,0.00,,12.46,228420.00,406935.00,,500000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1593,祺驊,983502.00,444864.00,1428366.00,257316.00,24327.00,281643.00,352194.00,,435739.00,,-65828.00,0.00,,--,--,7251.00,1146723.00,0.00,0.00,,32.35,417367.00,1139472.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1595,川寶,3103924.00,1177583.00,4281507.00,1704495.00,199236.00,1903731.00,471481.00,,550534.00,,-11182.00,-10480.00,,--,--,2000.00,2377776.00,--,0.00,,50.63,1375423.00,2375776.00,,222000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1599,宏佳騰,1480142.00,1198254.00,2678396.00,718240.00,47888.00,766128.00,754997.00,,422431.00,,-13091.00,-100050.00,,--,--,--,1912268.00,0.00,0.00,,26.19,847981.00,1912268.00,,2471000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1742,台蠟,1014458.00,782231.00,1796689.00,811152.00,121417.00,932569.00,715500.00,,107236.00,,3503.00,-28108.00,,--,--,--,864120.00,0.00,0.00,,12.33,65989.00,864120.00,,1488000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1777,生泰,1286285.00,625396.00,1911681.00,521824.00,74921.00,596745.00,300595.00,,314353.00,,-4524.00,--,,--,--,--,1314936.00,0.00,0.00,,43.74,704512.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1781,合世,756316.00,188347.00,944663.00,457558.00,55040.00,512598.00,474076.00,,8.00,,-54195.00,--,,--,--,--,432065.00,0.00,0.00,,9.11,12176.00,432065.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1784,訊聯,693229.00,1069979.00,1763208.00,237447.00,215189.00,452636.00,496269.00,,606382.00,,-6508.00,-62077.00,,--,--,216875.00,1310572.00,0.00,0.00,,23.04,59631.00,1093697.00,,2152000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1785,光洋科,16473372.00,8196399.00,24669771.00,2691010.00,9567822.00,12258832.00,5919312.00,,3963821.00,,-223878.00,--,,--,--,291708.00,12410939.00,0.00,0.00,,20.47,2459976.00,12119231.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1788,杏昌,2384807.00,1975096.00,4359903.00,1526623.00,542024.00,2068647.00,387580.00,,991210.00,,-6839.00,--,,--,--,--,2291256.00,0.00,0.00,,59.12,919305.00,2291256.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1796,金穎生技,803209.00,506604.00,1309813.00,440872.00,157417.00,598289.00,407894.00,,270417.00,,-3380.00,--,,--,--,--,711524.00,0.00,0.00,,17.44,36593.00,711524.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1799,易威,590842.00,790812.00,1381654.00,43394.00,322693.00,366087.00,1633797.00,,167580.00,,-8672.00,--,,--,--,46776.00,1015567.00,0.00,0.00,,5.93,-823914.00,968791.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1813,寶利徠,615964.00,663253.00,1279217.00,382633.00,26102.00,408735.00,466355.00,,263318.00,,-25767.00,--,,--,--,34141.00,870482.00,0.00,0.00,,17.93,132435.00,836341.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,1815,富喬,3699283.00,10806867.00,14506150.00,2115431.00,5550047.00,7665478.00,4184514.00,,1807391.00,,56812.00,0.00,,--,--,--,6840672.00,--,0.00,,16.35,791955.00,6840672.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2035,唐榮公司,3363824.00,14290111.00,17653935.00,2473145.00,10580875.00,13054020.00,3500000.00,,46.00,,165273.00,--,,--,--,--,4599915.00,--,0.00,,13.14,934596.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2061,風青,869051.00,219985.00,1089036.00,471479.00,57388.00,528867.00,469288.00,,944.00,,-6030.00,-11329.00,,--,--,--,560169.00,0.00,0.00,,12.23,107296.00,560169.00,,1140000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2063,世鎧,1243799.00,601673.00,1845472.00,967575.00,136069.00,1103644.00,450000.00,,38485.00,,-2238.00,--,,--,--,--,741828.00,0.00,0.00,,16.49,255581.00,741828.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2064,晉椿,1573826.00,1741258.00,3315084.00,2124412.00,87600.00,2212012.00,696300.00,,101543.00,,-20937.00,-4104.00,,--,--,678.00,1103072.00,0.00,0.00,,15.90,329592.00,1102394.00,,300000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2065,世豐,1713380.00,1023467.00,2736847.00,1016118.00,345897.00,1362015.00,503375.00,,348578.00,,63916.00,--,,--,--,--,1374832.00,--,0.00,,27.31,458963.00,1374832.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2066,世德,1775137.00,895825.00,2670962.00,1103296.00,376810.00,1480106.00,365029.00,,38699.00,,-1334.00,-45530.00,,--,--,90893.00,1190856.00,0.00,0.00,,30.76,743099.00,1099963.00,,747000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2067,嘉鋼,619845.00,1077560.00,1697405.00,624998.00,547876.00,1172874.00,451382.00,,29875.00,,-17729.00,--,,--,--,99711.00,524531.00,--,0.00,,9.41,-38708.00,424820.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2070,精湛,864715.00,679786.00,1544501.00,469082.00,252064.00,721146.00,357828.00,,90398.00,,-20572.00,0.00,,--,--,--,823355.00,0.00,0.00,,23.01,395701.00,823355.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2073,雄順,201597.00,591688.00,793285.00,183193.00,220709.00,403902.00,249980.00,,19699.00,,749.00,--,,--,--,--,389383.00,0.00,0.00,,15.58,118955.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2221,大甲,999341.00,503697.00,1503038.00,429407.00,187003.00,616410.00,423250.00,,51408.00,,-5891.00,0.00,,0.00,--,44688.00,886628.00,0.00,0.00,,19.89,373173.00,841940.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2230,泰茂,586763.00,348693.00,935456.00,408009.00,39728.00,447737.00,399132.00,,49792.00,,-27539.00,--,,--,--,37917.00,487719.00,--,0.00,,11.27,28417.00,449802.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,2235,謚源,711977.00,1110034.00,1822011.00,437910.00,98377.00,536287.00,358780.00,,497802.00,,--,--,,--,--,--,1285724.00,--,0.00,,35.84,429142.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
