出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,保留盈餘,歸屬於母公司業主之權益合計,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,權益─具證券性質之虛擬通貨,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益,<html>
114/10/28,110,4,2227,裕日車,5203802.00,19449673.00,24653475.00,2321931.00,3330836.00,5652767.00,3000000.00,,5988968.00,,-1470531.00,--,,--,--,--,19000708.00,--,0.00,,63.34,11482271.00,19000708.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2228,劍麟,3291379.00,2131913.00,5423292.00,861365.00,766230.00,1627595.00,757803.00,,813473.00,,-383505.00,--,,--,--,--,3795697.00,0.00,0.00,,50.09,2607926.00,3795697.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2231,為升,6159753.00,3406428.00,9566181.00,3759791.00,1145367.00,4905158.00,1219166.00,,666220.00,,-47348.00,--,,--,--,1135261.00,4661023.00,0.00,0.00,,28.92,1687724.00,3525762.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2233,宇隆,2966607.00,1960219.00,4926826.00,1255351.00,533227.00,1788578.00,602881.00,,962908.00,,-157901.00,0.00,,--,--,21874.00,3138248.00,--,0.00,,51.69,1708486.00,3116374.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2236,百達-KY,1608360.00,548381.00,2156741.00,558955.00,368877.00,927832.00,457597.00,,358335.00,,-148836.00,0.00,,--,--,83542.00,1228909.00,0.00,0.00,,25.03,478271.00,1145367.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2239,英利-KY,16694156.00,15460155.00,32154311.00,12650199.00,4412665.00,17062864.00,1180070.00,,8257351.00,,-1616623.00,--,,--,--,4188761.00,15091447.00,0.00,0.00,,92.39,3081888.00,10902686.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2241,艾姆勒,1113038.00,1866558.00,2979596.00,541674.00,808573.00,1350247.00,896023.00,,815760.00,,-247.00,--,,--,--,--,1629349.00,0.00,0.00,,18.18,-82187.00,1629349.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2243,宏旭-KY,2732279.00,1357824.00,4090103.00,2940321.00,658672.00,3598993.00,461324.00,,515164.00,,-84957.00,--,,--,--,--,491110.00,0.00,0.00,,10.65,-400421.00,491110.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2247,汎德永業,11543285.00,8175883.00,19719168.00,4798766.00,3207695.00,8006461.00,807087.00,,4269075.00,,9609.00,--,,--,--,--,11712707.00,--,0.00,,145.12,6626936.00,11712707.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2248,華勝-KY,826577.00,452418.00,1278995.00,476533.00,23954.00,500487.00,420000.00,,236582.00,,-40756.00,--,,--,--,200.00,778508.00,0.00,0.00,,18.53,162482.00,778308.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2250,IKKA-KY,2235337.00,969593.00,3204930.00,1191599.00,538467.00,1730066.00,270000.00,,678638.00,,-80963.00,--,,--,--,--,1474864.00,0.00,0.00,,54.62,607189.00,1474864.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2254,巨鎧精密-創,718578.00,1481082.00,2199660.00,739496.00,812583.00,1552079.00,273350.00,,105644.00,,-187.00,--,,--,--,--,647581.00,0.00,0.00,,23.69,268774.00,647581.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2258,鴻華先進-創,6776564.00,8221278.00,14997842.00,430584.00,3219.00,433803.00,15576000.00,,--,,--,--,,--,--,--,14564039.00,0.00,0.00,,9.35,-1011961.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2301,光寶科,147110891.00,36432528.00,183543419.00,107915125.00,2754767.00,110669892.00,23508670.00,,21836342.00,,-6056988.00,-3700808.00,,--,--,532459.00,72873527.00,--,0.00,,31.68,36753852.00,72341068.00,,67303500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2302,麗正,566969.00,1580871.00,2147840.00,272767.00,77127.00,349894.00,1663029.00,,9.00,,-34924.00,--,,--,--,0.00,1797946.00,--,0.00,,10.81,169832.00,1797946.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2303,聯電,233273433.00,231153338.00,464426771.00,105453729.00,77770158.00,183223887.00,124832476.00,,47898093.00,,-7126655.00,0.00,,--,--,223181.00,281202884.00,--,0.00,,22.51,115375789.00,280979703.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2305,全友,1293237.00,1561976.00,2855213.00,283893.00,353428.00,637321.00,2056608.00,,0.00,,259237.00,-49781.00,,--,--,43913.00,2217892.00,0.00,0.00,,10.72,-92085.00,2173979.00,,2934365.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2308,台達電,196878194.00,168234116.00,365112310.00,108169477.00,70818175.00,178987652.00,25975433.00,,49114151.00,,-16166723.00,--,,--,--,31338136.00,186124658.00,0.00,0.00,,59.59,95863661.00,154786522.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2312,金寶,69611948.00,38305878.00,107917826.00,66273550.00,15782676.00,82056226.00,14796682.00,,662371.00,,-141379.00,-331782.00,,0.00,--,9927883.00,25861600.00,0.00,0.00,,10.98,947825.00,15933717.00,,28443000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2313,華通,37184729.00,34808171.00,71992900.00,20886672.00,18739800.00,39626472.00,11918206.00,,1060226.00,,-351396.00,--,,--,--,--,32366428.00,0.00,0.00,,27.16,19739392.00,32366428.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2314,台揚,4563530.00,1988820.00,6552350.00,3281470.00,1308514.00,4589984.00,2280283.00,,402937.00,,-380945.00,--,,--,--,--,1962366.00,--,0.00,,8.61,-339909.00,1962366.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2316,楠梓電,5696247.00,8109162.00,13805409.00,3390189.00,2734755.00,6124944.00,1827405.00,,345863.00,,-531652.00,-93017.00,,--,--,--,7680465.00,0.00,0.00,,42.33,6131866.00,7680465.00,,1306059.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2317,鴻海,3034417286.00,874461108.00,3908878394.00,1997680271.00,337938005.00,2335618276.00,138629906.00,,202084430.00,,-89505893.00,-15194.00,,--,--,192802808.00,1573260118.00,--,0.00,,99.59,1129264061.00,1380457310.00,,1483078.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2321,東訊,1083023.00,959170.00,2042193.00,1099856.00,463807.00,1563663.00,945997.00,,6227.00,,-64853.00,-13795.00,,--,--,252067.00,478530.00,0.00,0.00,,2.40,-647113.00,226463.00,,426149.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2323,中環,13123459.00,11030600.00,24154059.00,3395309.00,2316328.00,5711637.00,11588812.00,,6830667.00,,-613816.00,--,,--,--,333234.00,18442422.00,0.00,0.00,,15.63,303525.00,18109188.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2324,仁寶,487115390.00,49979950.00,537095340.00,402242095.00,13313442.00,415555537.00,44071466.00,,6724856.00,,-8206750.00,-881247.00,,--,--,10179538.00,121539803.00,--,0.00,,25.56,69651940.00,111360265.00,,50017431.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2327,國巨*,89607132.00,119940257.00,209547389.00,78023944.00,51917895.00,129941839.00,4959189.00,,22048917.00,,-9474141.00,-1879155.00,,--,--,188992.00,79605550.00,0.00,0.00,,161.44,63761748.00,79416558.00,,4000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2328,廣宇,18307396.00,6015028.00,24322424.00,9832739.00,395770.00,10228509.00,5183462.00,,1503606.00,,-1072434.00,--,,--,--,1682573.00,14093915.00,0.00,0.00,,23.94,6796708.00,12411342.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2329,華泰,8925236.00,8093253.00,17018489.00,5695853.00,2350571.00,8046424.00,7356119.00,,234897.00,,-164879.00,--,,--,--,--,8972065.00,0.00,0.00,,12.20,1545928.00,8972065.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2330,台積電,1607072907.00,2118430548.00,3725503455.00,739503358.00,815266892.00,1554770250.00,259303805.00,,64761602.00,,-62608515.00,--,,--,--,2446652.00,2170733205.00,--,0.00,,83.62,1906829661.00,2168286553.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2331,精英,18284392.00,5847473.00,24131865.00,12986433.00,633635.00,13620068.00,5574030.00,,5438962.00,,-934067.00,--,,--,--,70058.00,10511797.00,0.00,0.00,,18.73,362814.00,10441739.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2332,友訊,10109933.00,4393931.00,14503864.00,4589921.00,911607.00,5501528.00,5998365.00,,1522573.00,,-1866035.00,--,,--,--,524978.00,9002336.00,0.00,0.00,,14.13,2822455.00,8477358.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2337,旺宏,38932255.00,37775893.00,76708148.00,17860670.00,12122001.00,29982671.00,18559768.00,,399210.00,,829747.00,-159061.00,,--,--,686.00,46725477.00,41019.00,0.00,,25.20,27095127.00,46724791.00,,1956619.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2338,光罩,8435838.00,7678389.00,16114227.00,6369661.00,4874387.00,11244048.00,2556735.00,,1315828.00,,4032.00,-941423.00,,--,--,-230348.00,4870179.00,0.00,0.00,,23.82,2165355.00,5100527.00,,41566440.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2340,台亞,7683483.00,4661876.00,12345359.00,2246692.00,401149.00,2647841.00,4386228.00,,1489822.00,,438344.00,-54954.00,,--,--,3634.00,9697518.00,0.00,0.00,,22.20,3434444.00,9693884.00,,2059543.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2342,茂矽,2879964.00,1031610.00,3911574.00,704158.00,870594.00,1574752.00,1561567.00,,570051.00,,-78987.00,0.00,,--,--,22164.00,2336822.00,0.00,0.00,,14.82,262027.00,2314658.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2344,華邦電,72506733.00,80233551.00,152740284.00,28644931.00,34061841.00,62706772.00,39800002.00,,7786124.00,,12049967.00,--,,--,--,7589399.00,90033512.00,--,0.00,,20.71,22808020.00,82444113.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2345,智邦,31782233.00,3239136.00,35021369.00,17643456.00,1824962.00,19468418.00,5599204.00,,843580.00,,-494541.00,-50999.00,,--,--,0.00,15552951.00,--,0.00,,27.89,9655707.00,15552951.00,,2209867.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2347,聯強,166051621.00,35632085.00,201683706.00,129393889.00,6398740.00,135792629.00,16679470.00,,14199960.00,,-8247112.00,--,,--,--,2280513.00,65891077.00,0.00,0.00,,38.14,40978246.00,63610564.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2348,海悅,16101379.00,5486905.00,21588284.00,4329476.00,11014929.00,15344405.00,1364620.00,,1285231.00,,89557.00,--,,--,--,662854.00,6243879.00,0.00,0.00,,40.90,2841617.00,5581025.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2349,錸德,7983322.00,11261412.00,19244734.00,4843609.00,3900648.00,8744257.00,6936797.00,,1239737.00,,-962525.00,--,,--,--,4675023.00,10500477.00,0.00,0.00,,8.40,-1388555.00,5825454.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2351,順德,7575066.00,5469524.00,13044590.00,3549492.00,2961904.00,6511396.00,1821403.00,,485598.00,,-139763.00,--,,--,--,346386.00,6533194.00,0.00,0.00,,33.97,4019570.00,6186808.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2352,佳世達,109920440.00,77290155.00,187210595.00,88333471.00,32714361.00,121047832.00,19667820.00,,1844310.00,,-833222.00,--,,--,--,24706340.00,66162763.00,--,0.00,,21.08,20777515.00,41456423.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2353,宏��,175095238.00,39693073.00,214788311.00,129423055.00,19342313.00,148765368.00,30478538.00,,27514269.00,,-8287624.00,-2914856.00,,--,--,2346227.00,66022943.00,0.00,0.00,,21.22,16886389.00,63676716.00,,46746290.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2354,鴻準,118826609.00,55571005.00,174397614.00,61985449.00,1387965.00,63373414.00,14144852.00,,7538805.00,,5774891.00,--,,--,--,-121172.00,111024200.00,0.00,0.00,,78.58,83686824.00,111145372.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2355,敬鵬,14405703.00,8811240.00,23216943.00,7065506.00,879600.00,7945106.00,3974954.00,,1579698.00,,-571745.00,--,,--,--,551.00,15271837.00,0.00,0.00,,38.42,10288379.00,15271286.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2356,英業達,207623422.00,39992000.00,247615422.00,180080218.00,11137110.00,191217328.00,35874751.00,,2899592.00,,-2714598.00,--,,--,--,-686610.00,56398094.00,0.00,0.00,,15.91,21024959.00,57084704.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2357,華碩,348705042.00,155447772.00,504152814.00,238182510.00,19533838.00,257716348.00,7427603.00,,9839911.00,,40009424.00,--,,--,--,14105248.00,246436466.00,--,0.00,,312.79,175054280.00,232331218.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2359,所羅門,4973624.00,2912358.00,7885982.00,2866587.00,44095.00,2910682.00,1714711.00,,215138.00,,-147260.00,-6042.00,,--,--,405381.00,4975300.00,0.00,0.00,,26.67,2793372.00,4569919.00,,100432.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2360,致茂,14724532.00,14821585.00,29546117.00,7879488.00,2719171.00,10598659.00,4218745.00,,4087223.00,,74633.00,-33686.00,,--,--,433547.00,18947458.00,--,0.00,,44.07,10166996.00,18513911.00,,1805579.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2362,藍天,15854087.00,75440040.00,91294127.00,13760799.00,36222904.00,49983703.00,6497630.00,,73478.00,,-4628787.00,-1374835.00,,--,--,--,41310424.00,0.00,0.00,,70.59,40742938.00,41310424.00,,64547265.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2363,矽統,878580.00,22498916.00,23377496.00,105676.00,8982.00,114658.00,6814449.00,,81798.00,,13125503.00,0.00,,--,--,26625.00,23262838.00,--,0.00,,34.10,3214463.00,23236213.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2364,倫飛,534324.00,592575.00,1126899.00,810270.00,31018.00,841288.00,248004.00,,0.00,,25210.00,0.00,,--,--,-15785.00,285611.00,0.00,0.00,,12.15,28182.00,301396.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2365,昆盈,1700675.00,1881818.00,3582493.00,243464.00,392284.00,635748.00,2215285.00,,309638.00,,-667200.00,0.00,,--,--,31960.00,2946745.00,--,0.00,,13.16,1057062.00,2914785.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2367,燿華,7336176.00,15725913.00,23062089.00,6688803.00,6880043.00,13568846.00,6194072.00,,2833418.00,,158761.00,--,,--,--,0.00,9493243.00,0.00,0.00,,15.33,306992.00,9493243.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2368,金像電,18162077.00,6818208.00,24980285.00,10274232.00,3303939.00,13578171.00,5464879.00,,1206574.00,,257951.00,-98477.00,,--,--,--,11402114.00,0.00,0.00,,21.09,4571187.00,11402114.00,,5723750.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2369,菱生,4833450.00,4591330.00,9424780.00,2195855.00,1131498.00,3327353.00,3801023.00,,1250011.00,,-71372.00,-199828.00,,--,--,244349.00,6097427.00,--,0.00,,15.72,1073244.00,5853078.00,,7658911.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2371,大同,35132444.00,76333903.00,111466347.00,48572312.00,37474731.00,86047043.00,23395367.00,,3452748.00,,-1458919.00,-30854.00,,--,--,-12769382.00,25419304.00,0.00,0.00,,16.35,12830344.00,38188686.00,,4475586.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2373,震旦行,10657461.00,7593633.00,18251094.00,7000463.00,2323997.00,9324460.00,2362025.00,,1939269.00,,-26242.00,-791826.00,,--,--,1331119.00,8926634.00,--,0.00,,33.95,4112289.00,7595515.00,,12496797.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2374,佳能,4593172.00,4372025.00,8965197.00,2286649.00,61895.00,2348544.00,2877213.00,,1339848.00,,-898689.00,--,,--,--,301590.00,6616653.00,0.00,0.00,,21.95,2996691.00,6315063.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2375,凱美,12175833.00,6672585.00,18848418.00,9091572.00,1229344.00,10320916.00,1358442.00,,4730981.00,,-594230.00,0.00,,0.00,--,3652.00,8527502.00,0.00,0.00,,62.75,3028657.00,8523850.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2376,技嘉,60298149.00,8880041.00,69178190.00,30749578.00,925512.00,31675090.00,6356889.00,,3279731.00,,729248.00,-66016.00,,--,--,15116.00,37503100.00,0.00,0.00,,59.04,27188132.00,37487984.00,,705000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2377,微星,93388309.00,8071281.00,101459590.00,53706424.00,672846.00,54379270.00,8448562.00,,804516.00,,-901794.00,--,,--,--,--,47080320.00,0.00,0.00,,55.73,38729036.00,47080320.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2379,瑞昱,86245402.00,14986511.00,101231913.00,58820923.00,3458666.00,62279589.00,5106849.00,,1101079.00,,-1776090.00,--,,--,--,9673.00,38952324.00,0.00,0.00,,76.26,34510813.00,38942651.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2380,虹光,1624620.00,960788.00,2585408.00,1288850.00,296293.00,1585143.00,1894441.00,,77455.00,,-80556.00,-6669.00,,--,--,11778.00,1000265.00,0.00,0.00,,5.22,-896184.00,988487.00,,195879.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2382,廣達,649417390.00,68152214.00,717569604.00,520721286.00,28720980.00,549442266.00,38626274.00,,14222651.00,,-6391471.00,-333094.00,,--,--,6987973.00,168127338.00,0.00,0.00,,41.81,115015005.00,161139365.00,,8108885.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,4,2383,台光電,25843744.00,10721317.00,36565061.00,14485232.00,2305942.00,16791174.00,3329183.00,,1868661.00,,-903909.00,--,,--,--,21041.00,19773887.00,--,0.00,,59.33,15458911.00,19752846.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
