出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額,<html>
114/10/28,111,1,2880,華南金,-7641686.00,-178881.00,1706233.00,1401356.00,-4712978.00,168056396.00,163343418.00,
114/10/28,111,1,2881,富邦金,60422374.00,-7238095.00,-3336892.00,3499282.00,53346669.00,503419124.00,556765793.00,
114/10/28,111,1,2882,國泰金,-108918761.00,-35235054.00,-173622.00,-1260584.00,-145588021.00,692041687.00,546453666.00,
114/10/28,111,1,2883,凱基金,-25045905.00,-42906741.00,5689369.00,200497.00,-62062780.00,230064311.00,168001531.00,
114/10/28,111,1,2884,玉山金,5519208.00,-4224013.00,5366298.00,-9410453.00,-2748960.00,104712225.00,101963265.00,
114/10/28,111,1,2885,元大金,-50154216.00,461522.00,11311015.00,2846983.00,-35534696.00,167631719.00,132097023.00,
114/10/28,111,1,2886,兆豐金,23851739.00,-408041.00,-14915697.00,1086306.00,9614307.00,408584597.00,418198904.00,
114/10/28,111,1,2887,台新新光金,550696.00,-304543.00,-4624865.00,62306.00,-4316406.00,65445130.00,61128724.00,
114/10/28,111,1,2889,國票金,3083202.00,-796786.00,-1489179.00,59860.00,857097.00,2277539.00,3134636.00,
114/10/28,111,1,2890,永豐金,-80330365.00,-296055.00,7109489.00,803600.00,-72713331.00,253520365.00,180807034.00,
114/10/28,111,1,2891,中信金,-78349316.00,-1137428.00,57768281.00,1348988.00,-20369475.00,428490846.00,408121371.00,
114/10/28,111,1,2892,第一金,-13023484.00,-1522991.00,17821883.00,2747806.00,6023214.00,325110504.00,331133718.00,
114/10/28,111,1,5880,合庫金,-24701747.00,-518307.00,-38561619.00,-4909924.00,-68691597.00,204390245.00,135698648.00,
114/10/28,111,2,2880,華南金,1948062.00,-893802.00,-37498958.00,2213791.00,-34230907.00,168056396.00,133825489.00,
114/10/28,111,2,2881,富邦金,38751702.00,-23682971.00,-27420771.00,4992632.00,-7359408.00,503419124.00,496059716.00,
114/10/28,111,2,2882,國泰金,-181668392.00,-59575912.00,-8637299.00,555928.00,-249325675.00,692041687.00,442716012.00,
114/10/28,111,2,2883,凱基金,-3148189.00,-79901227.00,7006186.00,365213.00,-75678017.00,230064311.00,154386294.00,
114/10/28,111,2,2884,玉山金,15960583.00,-7841100.00,-5478167.00,-9016113.00,-6374797.00,104712225.00,98337428.00,
114/10/28,111,2,2885,元大金,-48665901.00,213186.00,12909372.00,3814060.00,-31729283.00,167631719.00,135902436.00,
114/10/28,111,2,2886,兆豐金,48147692.00,-1156873.00,-14378876.00,1582443.00,34194386.00,408584597.00,442778983.00,
114/10/28,111,2,2887,台新新光金,-4163740.00,-627160.00,-19361080.00,40002.00,-24111978.00,65445130.00,41333152.00,
114/10/28,111,2,2889,國票金,8902718.00,-739816.00,-6489211.00,60850.00,1734541.00,2277539.00,4012080.00,
114/10/28,111,2,2890,永豐金,-41018009.00,-605872.00,-704542.00,1061738.00,-41266685.00,253520365.00,212253680.00,
114/10/28,111,2,2891,中信金,22691882.00,-3468730.00,44902728.00,-1372210.00,62753670.00,428490846.00,491244516.00,
114/10/28,111,2,2892,第一金,-35914536.00,-2240980.00,-24466506.00,4696209.00,-57925813.00,325110504.00,267184691.00,
114/10/28,111,2,5880,合庫金,46017468.00,-1169126.00,-106731433.00,-6396178.00,-68279269.00,204390245.00,136110976.00,
114/10/28,111,3,2855,統一證,2173393.00,-793817.00,-705521.00,7231.00,681286.00,5757012.00,6438298.00,
114/10/28,111,3,6005,群益證,4080743.00,-567865.00,-2227500.00,544197.00,1829575.00,9807123.00,11636698.00,
114/10/28,111,3,6024,群益期,558777.00,14100.00,-365317.00,118671.00,326231.00,5248044.00,5574275.00,
114/10/28,111,3,2801,彰銀,-53683791.00,-1174591.00,25279380.00,3440464.00,-26138538.00,194506675.00,168368137.00,
114/10/28,111,3,2812,台中銀,6747110.00,-778058.00,-3602475.00,75992.00,2442569.00,47367088.00,49809657.00,
114/10/28,111,3,2820,華票,-5082789.00,-3193.00,5651560.00,--,565578.00,554598.00,1120176.00,
114/10/28,111,3,2834,臺企銀,15333246.00,17702724.00,-46924062.00,105768.00,-13782324.00,39444032.00,25661708.00,
114/10/28,111,3,2836,高雄銀,-3062.00,-138956.00,-2461149.00,-425.00,-2603592.00,13399062.00,10795470.00,
114/10/28,111,3,2838,聯邦銀,-25402276.00,-3455595.00,-9761945.00,2018959.00,-36600857.00,71489262.00,34888405.00,
114/10/28,111,3,2845,遠東銀,-6147989.00,-2573390.00,-3088488.00,2031203.00,-9778664.00,42158013.00,32379349.00,
114/10/28,111,3,2849,安泰銀,-4188256.00,824493.00,2040571.00,288391.00,-1034801.00,3705090.00,2670289.00,
114/10/28,111,3,2897,王道銀行,5646092.00,-290549.00,-2817918.00,1347187.00,3884812.00,15198196.00,19083008.00,
114/10/28,111,3,5876,上海商銀,107376479.00,-2709705.00,-27896624.00,17419313.00,94189463.00,182050068.00,276239531.00,
114/10/28,111,1,2816,旺旺保,-316670.00,-7502.00,-4039.00,--,-328211.00,3648227.00,3320016.00,
114/10/28,111,1,2832,台產,-725110.00,-11401.00,-8090.00,--,-744601.00,4178338.00,3433737.00,
114/10/28,111,1,2850,新產,-55816.00,-5764.00,-4363.00,--,-65943.00,11766660.00,11700717.00,
114/10/28,111,1,2851,中再保,2561261.00,-242.00,-115.00,149678.00,2710582.00,17285837.00,19996419.00,
114/10/28,111,1,2852,第一保,32073.00,-5742.00,-955.00,2835.00,28211.00,1665303.00,1693514.00,
114/10/28,111,1,2867,三商壽,-17688049.00,-18572071.00,2114965.00,--,-34145155.00,97184301.00,63039146.00,
114/10/28,111,4,1409,新纖,2474581.00,2399047.00,-4376824.00,408846.00,905650.00,10284293.00,11189943.00,
114/10/28,111,4,1718,中纖,1421290.00,4261071.00,2528010.00,70577.00,8280948.00,50072311.00,58353259.00,
114/10/28,111,4,2207,和泰車,-37193386.00,-33247700.00,60032069.00,224998.00,-10184019.00,25813580.00,15629561.00,
114/10/28,111,4,2905,三商,-64409953.00,6855542.00,7438958.00,8085.00,-50107368.00,100356813.00,50249445.00,
114/10/28,111,4,2855,統一證,7450422.00,-943028.00,-6148991.00,79158.00,437561.00,5757012.00,6194573.00,
114/10/28,111,4,6005,群益證,13855901.00,-3458532.00,-9359682.00,414740.00,1452427.00,9807123.00,11259550.00,
114/10/28,111,4,6024,群益期,312646.00,723.00,-498368.00,93837.00,-91162.00,5248044.00,5156882.00,
114/10/28,111,4,1240,茂生農經,-92956.00,-16137.00,87818.00,--,-21275.00,76806.00,55531.00,
114/10/28,111,4,1259,安心,1028016.00,-405007.00,-591548.00,690.00,32151.00,1046751.00,1078902.00,
114/10/28,111,4,1264,德麥,611565.00,-354685.00,-458584.00,32115.00,-169589.00,858661.00,689072.00,
114/10/28,111,4,1268,漢來美食,603988.00,-663817.00,-291561.00,0.00,-351390.00,1175840.00,824450.00,
114/10/28,111,4,1294,漢田生技,63176.00,-84072.00,9520.00,4.00,-11372.00,86412.00,75040.00,
114/10/28,111,4,1295,生合,187088.00,-203431.00,59797.00,-1778.00,41676.00,184607.00,226283.00,
114/10/28,111,4,1336,台翰,286548.00,-127157.00,-48911.00,32030.00,142510.00,537308.00,679818.00,
114/10/28,111,4,1565,精華,1288248.00,-180738.00,-1193183.00,14333.00,-71340.00,2354692.00,2283352.00,
114/10/28,111,4,1569,濱川,1130401.00,-465884.00,-35474.00,63387.00,692430.00,630042.00,1322472.00,
114/10/28,111,4,1570,力肯,163683.00,-85869.00,-54984.00,134.00,22964.00,139963.00,162927.00,
114/10/28,111,4,1580,新麥,595336.00,-44266.00,-458341.00,14999.00,107728.00,634661.00,742389.00,
114/10/28,111,4,1584,精剛,-716978.00,-48117.00,884323.00,--,119228.00,135607.00,254835.00,
114/10/28,111,4,1586,和勤,21164.00,-139091.00,-82444.00,24500.00,-175871.00,526955.00,351084.00,
114/10/28,111,4,1591,駿吉-KY,251367.00,-719.00,-104071.00,-10898.00,135679.00,40326.00,176005.00,
114/10/28,111,4,1593,祺驊,136800.00,-29807.00,10453.00,13017.00,130463.00,201466.00,331929.00,
114/10/28,111,4,1595,川寶,439762.00,-8431.00,-132.00,-8630.00,422569.00,1019832.00,1442401.00,
114/10/28,111,4,1599,宏佳騰,105167.00,-319107.00,80589.00,-11889.00,-145240.00,1085501.00,940261.00,
114/10/28,111,4,1742,台蠟,-698128.00,336059.00,396749.00,9210.00,43890.00,93844.00,137734.00,
114/10/28,111,4,1777,生泰,438814.00,-337462.00,-486251.00,--,-384899.00,1229859.00,844960.00,
114/10/28,111,4,1781,合世,-80695.00,-10318.00,25906.00,21733.00,-43374.00,200014.00,156640.00,
114/10/28,111,4,1784,訊聯,94654.00,-2906.00,-51900.00,-31.00,39817.00,121797.00,161614.00,
114/10/28,111,4,1785,光洋科,1009826.00,-885146.00,-1108170.00,41803.00,-941687.00,3148526.00,2206839.00,
114/10/28,111,4,1788,杏昌,403164.00,-82606.00,-342133.00,785.00,-20790.00,345010.00,324220.00,
114/10/28,111,4,1796,金穎生技,122434.00,-280329.00,-281787.00,761.00,-438921.00,539611.00,100690.00,
114/10/28,111,4,1799,易威,-53502.00,72662.00,-10551.00,-2612.00,5997.00,153028.00,159025.00,
114/10/28,111,4,1813,寶利徠,31929.00,-14795.00,-99447.00,-16324.00,-98637.00,277643.00,179006.00,
114/10/28,111,4,1815,富喬,1549252.00,-307376.00,-964719.00,50147.00,327304.00,1112068.00,1439372.00,
114/10/28,111,4,2035,唐榮公司,1558958.00,-73576.00,-2031962.00,--,-546580.00,1053624.00,507044.00,
114/10/28,111,4,2061,風青,-76303.00,-52024.00,109079.00,6813.00,-12435.00,103720.00,91285.00,
114/10/28,111,4,2063,世鎧,313820.00,-20640.00,-370175.00,917.00,-76078.00,328800.00,252722.00,
114/10/28,111,4,2064,晉椿,445514.00,268697.00,-705741.00,3774.00,12244.00,234534.00,246778.00,
114/10/28,111,4,2065,世豐,516899.00,-473710.00,-188423.00,20427.00,-124807.00,516731.00,391924.00,
114/10/28,111,4,2066,世德,382799.00,59460.00,-174427.00,26782.00,294614.00,351987.00,646601.00,
114/10/28,111,4,2067,嘉鋼,7373.00,-51472.00,37465.00,76.00,-6558.00,121888.00,115330.00,
114/10/28,111,4,2070,精湛,237749.00,72123.00,-338301.00,-912.00,-29341.00,324830.00,295489.00,
114/10/28,111,4,2073,雄順,146279.00,-48627.00,-101958.00,--,-4306.00,51036.00,46730.00,
114/10/28,111,4,2221,大甲,182705.00,-50954.00,-178015.00,169.00,-46095.00,323429.00,277334.00,
114/10/28,111,4,2230,泰茂,63093.00,87282.00,-33249.00,-7435.00,109691.00,177434.00,287125.00,
114/10/28,111,4,2235,謚源,300211.00,907.00,-183425.00,--,117693.00,324462.00,442155.00,
114/10/28,111,4,2596,綠意,-542895.00,-194305.00,16000.00,--,-721200.00,957545.00,236345.00,
114/10/28,111,4,2640,大車隊,592489.00,-389738.00,-250249.00,--,-47498.00,683174.00,635676.00,
114/10/28,111,4,2641,正德,358272.00,325795.00,381853.00,36868.00,1102788.00,494465.00,1597253.00,
114/10/28,111,4,2643,捷迅,753717.00,-183931.00,-196980.00,82995.00,455801.00,555793.00,1011594.00,
114/10/28,111,4,2718,全心投控,-536900.00,-158867.00,1222147.00,--,526380.00,374765.00,901145.00,
114/10/28,111,4,2719,燦星旅,-29584.00,-59106.00,441017.00,--,352327.00,51852.00,404179.00,
114/10/28,111,4,2724,藝舍-KY,73061.00,-233222.00,-69853.00,1188.00,-228826.00,274450.00,45624.00,
114/10/28,111,4,2726,雅茗-KY,-66322.00,299590.00,-278773.00,23185.00,-22320.00,335995.00,313675.00,
114/10/28,111,4,2729,瓦城,578414.00,-186008.00,-1133089.00,548.00,-740135.00,1128357.00,388222.00,
114/10/28,111,4,2732,六角,545390.00,-113288.00,-512760.00,11935.00,-68723.00,885355.00,816632.00,
114/10/28,111,4,2734,易飛網,14911.00,-31356.00,131797.00,482.00,115834.00,192320.00,308154.00,
114/10/28,111,4,2736,富野,127485.00,307.00,-67645.00,145.00,60292.00,347811.00,408103.00,
114/10/28,111,4,2740,天蔥,-17623.00,-3208.00,192555.00,0.00,171724.00,6799.00,178523.00,
114/10/28,111,4,2743,山富,-34115.00,-12970.00,167470.00,--,120385.00,331588.00,451973.00,
114/10/28,111,4,2745,五福,48947.00,47087.00,13535.00,--,109569.00,155146.00,264715.00,
114/10/28,111,4,2751,王座,106848.00,-30795.00,-58363.00,239.00,17929.00,78590.00,96519.00,
114/10/28,111,4,2752,豆府,435895.00,-125470.00,-203761.00,340.00,107004.00,741170.00,848174.00,
114/10/28,111,4,2754,亞洲藏壽司,823844.00,-504755.00,-355122.00,-381.00,-36414.00,412600.00,376186.00,
114/10/28,111,4,2755,揚秦,233790.00,-62272.00,-83120.00,1663.00,90061.00,462672.00,552733.00,
114/10/28,111,4,2756,聯發國際,140016.00,33315.00,28652.00,16731.00,218714.00,179427.00,398141.00,
114/10/28,111,4,2916,滿心,226526.00,-42997.00,-126920.00,--,56609.00,62442.00,119051.00,
114/10/28,111,4,2924,宏太-KY,-34077.00,40782.00,-10859.00,342.00,-3812.00,51838.00,48026.00,
114/10/28,111,4,2926,誠品生活,1167051.00,-85564.00,-1048011.00,31086.00,64562.00,1260733.00,1325295.00,
114/10/28,111,4,2937,集雅社,23400.00,-165940.00,221101.00,--,78561.00,286249.00,364810.00,
114/10/28,111,4,2941,米斯特,60652.00,-21180.00,-22502.00,--,16970.00,108737.00,125707.00,
114/10/28,111,4,2947,振宇五金,180105.00,-209809.00,-247328.00,--,-277032.00,477130.00,200098.00,
114/10/28,111,4,2948,寶陞,24154.00,-50660.00,66768.00,38506.00,78768.00,76392.00,155160.00,
114/10/28,111,4,2949,欣新網,-11266.00,-215021.00,138777.00,--,-87510.00,207434.00,119924.00,
114/10/28,111,4,3064,泰偉,-66524.00,-6775.00,17974.00,417.00,-54908.00,118718.00,63810.00,
114/10/28,111,4,3066,李洲,-110550.00,309091.00,-27647.00,3005.00,173899.00,194690.00,368589.00,
114/10/28,111,4,3067,全域,21487.00,-352.00,-3791.00,97.00,17441.00,242327.00,259768.00,
114/10/28,111,4,3071,協禧,458791.00,-170886.00,-66890.00,8932.00,229947.00,933439.00,1163386.00,
114/10/28,111,4,3073,天方能源,-27357.00,-92172.00,6580.00,983.00,-111966.00,290696.00,178730.00,
114/10/28,111,4,3078,僑威,1566078.00,-1151635.00,-558955.00,75196.00,-69316.00,1916911.00,1847595.00,
114/10/28,111,4,3081,聯亞,639312.00,-460418.00,-305583.00,-926.00,-127615.00,1771121.00,1643506.00,
114/10/28,111,4,3083,網龍,-17637.00,26887.00,-8893.00,13729.00,14086.00,280189.00,294275.00,
114/10/28,111,4,3085,新零售,-47125.00,-867.00,100130.00,0.00,52138.00,22653.00,74791.00,
114/10/28,111,4,3086,華義,39393.00,4439.00,-43844.00,--,-12.00,116641.00,116629.00,
114/10/28,111,4,3088,艾訊,240679.00,-169779.00,-63366.00,80216.00,87750.00,943871.00,1031621.00,
114/10/28,111,4,3093,港建*,529852.00,-22758.00,-231529.00,9256.00,284821.00,920645.00,1205466.00,
114/10/28,111,4,3095,及成,-42325.00,-3647.00,107548.00,4921.00,66497.00,50432.00,116929.00,
114/10/28,111,4,3105,穩懋,5968368.00,-7080959.00,-5023285.00,183829.00,-5952047.00,16331759.00,10379712.00,
114/10/28,111,4,3114,好德,564832.00,2014.00,-234197.00,46171.00,378820.00,645239.00,1024059.00,
114/10/28,111,4,3115,富榮綱,14026.00,-174.00,-2454.00,5587.00,16985.00,217147.00,234132.00,
114/10/28,111,4,3118,進階,65072.00,-10186.00,-64345.00,--,-9459.00,472955.00,463496.00,
114/10/28,111,4,3122,笙泉,-86851.00,-50640.00,-76723.00,-6.00,-214220.00,357982.00,143762.00,
114/10/28,111,4,3128,昇銳,148908.00,-139724.00,9120.00,7874.00,26178.00,54936.00,81114.00,
114/10/28,111,4,3131,弘塑,817968.00,420748.00,-407604.00,1578.00,832690.00,1088432.00,1921122.00,
114/10/28,111,4,3141,晶宏,-77599.00,6389.00,-459928.00,1154.00,-529984.00,1470331.00,940347.00,
114/10/28,111,4,3147,大綜,40091.00,-179469.00,172921.00,3438.00,36981.00,24838.00,61819.00,
114/10/28,111,4,3152,璟德,1013515.00,-317029.00,-552129.00,--,144357.00,452010.00,596367.00,
114/10/28,111,4,3162,精確,-700682.00,-2333815.00,1876282.00,358.00,-1157857.00,1863708.00,705851.00,
114/10/28,111,4,3163,波若威,617271.00,-498692.00,-130821.00,13313.00,1071.00,1157682.00,1158753.00,
114/10/28,111,4,3169,亞信,422681.00,581313.00,-313342.00,14435.00,705087.00,860653.00,1565740.00,
114/10/28,111,4,3171,炎洲流通,139233.00,-53932.00,-119196.00,1183.00,-32712.00,127008.00,94296.00,
114/10/28,111,4,3176,基亞,-1138219.00,-2453117.00,3490466.00,-3077.00,-103947.00,2144580.00,2040633.00,
114/10/28,111,4,3178,公準,354522.00,-255360.00,53821.00,262.00,153245.00,179743.00,332988.00,
114/10/28,111,4,3188,鑫龍騰,-1705376.00,-3894.00,1586621.00,--,-122649.00,384383.00,261734.00,
114/10/28,111,4,3191,雲嘉南,18177.00,688.00,165684.00,-2366.00,182183.00,76633.00,258816.00,
114/10/28,111,4,3205,佰研,-52891.00,-3137.00,-11156.00,1005.00,-66179.00,255659.00,189480.00,
114/10/28,111,4,3206,志豐,571434.00,-71060.00,-277762.00,32571.00,255183.00,467015.00,722198.00,
114/10/28,111,4,3207,耀勝,228715.00,-232980.00,282071.00,-2478.00,275328.00,50068.00,325396.00,
114/10/28,111,4,3211,順達,970371.00,1625824.00,-4466904.00,454313.00,-1416396.00,4473932.00,3057536.00,
114/10/28,111,4,3213,茂訊,112821.00,131735.00,-255891.00,--,-11335.00,500086.00,488751.00,
114/10/28,111,4,3217,優群,876966.00,-199679.00,-544682.00,-4028.00,128577.00,1170829.00,1299406.00,
114/10/28,111,4,3218,大學光,1268168.00,-564655.00,-539830.00,5144.00,168827.00,534192.00,703019.00,
114/10/28,111,4,3219,倚強科,135216.00,54608.00,-204619.00,20459.00,5664.00,847242.00,852906.00,
114/10/28,111,4,3221,台嘉碩,689756.00,-191831.00,-276112.00,11620.00,233433.00,675802.00,909235.00,
114/10/28,111,4,3224,三顧,1676.00,1273095.00,-15367.00,41692.00,1301096.00,748307.00,2049403.00,
114/10/28,111,4,3226,龍鋒,296631.00,-322891.00,-30640.00,31245.00,-25655.00,572196.00,546541.00,
114/10/28,111,4,3227,原相,295403.00,332677.00,-1514412.00,59170.00,-827162.00,4689767.00,3862605.00,
114/10/28,111,4,3228,金麗科,115441.00,-103706.00,-39423.00,--,-27688.00,197326.00,169638.00,
114/10/28,111,4,3230,錦明,88868.00,-95352.00,-82533.00,11415.00,-77602.00,343157.00,265555.00,
114/10/28,111,4,3232,昱捷,-205708.00,-81686.00,299608.00,3220.00,15434.00,160262.00,175696.00,
114/10/28,111,4,3234,光環,155640.00,-53914.00,-34787.00,638.00,67577.00,185293.00,252870.00,
114/10/28,111,4,3236,千如,398401.00,-349043.00,12641.00,20676.00,82675.00,534624.00,617299.00,
114/10/28,111,4,3252,海灣,110027.00,-31477.00,-116554.00,--,-38004.00,112276.00,74272.00,
114/10/28,111,4,3259,鑫創,-147142.00,-13957.00,55280.00,--,-105819.00,171771.00,65952.00,
114/10/28,111,4,3260,威剛,5075330.00,-5022888.00,1667789.00,305033.00,2025264.00,3119730.00,5144994.00,
114/10/28,111,4,3264,欣銓,6964437.00,-6581780.00,264848.00,100139.00,747644.00,2206881.00,2954525.00,
114/10/28,111,4,3265,台星科,1603658.00,-1412268.00,-210081.00,134870.00,116179.00,1603413.00,1719592.00,
114/10/28,111,4,3268,海德威,-25510.00,-152512.00,161798.00,462.00,-15762.00,128319.00,112557.00,
114/10/28,111,4,3272,東碩,-3491.00,-134933.00,354163.00,16679.00,232418.00,317948.00,550366.00,
114/10/28,111,4,3276,宇環,109193.00,-25290.00,-54401.00,--,29502.00,133623.00,163125.00,
114/10/28,111,4,3284,太普高,-176282.00,39046.00,286853.00,2442.00,152059.00,200921.00,352980.00,
114/10/28,111,4,3285,微端,77102.00,-9499.00,-34635.00,6106.00,39074.00,391613.00,430687.00,
114/10/28,111,4,3287,廣寰科,151683.00,-15798.00,-35108.00,2164.00,102941.00,39270.00,142211.00,
114/10/28,111,4,3288,點晶,-1480.00,-360.00,4126.00,1762.00,4048.00,5217.00,9265.00,
114/10/28,111,4,3289,宜特,1171484.00,-743835.00,-411486.00,14305.00,30468.00,844879.00,875347.00,
114/10/28,111,4,3290,東浦,325088.00,-201334.00,-67724.00,12013.00,68043.00,670554.00,738597.00,
114/10/28,111,4,3293,鈊象,5850827.00,2735973.00,-3537293.00,1806.00,5051313.00,3473975.00,8525288.00,
114/10/28,111,4,3294,英濟,324489.00,-13329.00,-422007.00,25569.00,-85278.00,1841857.00,1756579.00,
114/10/28,111,4,3297,杭特,20843.00,-27230.00,-49896.00,22644.00,-33639.00,253512.00,219873.00,
114/10/28,111,4,3303,岱稜,377013.00,-67717.00,-413682.00,15538.00,-88848.00,534682.00,445834.00,
114/10/28,111,4,3306,鼎天,26342.00,-17427.00,-49957.00,26.00,-41016.00,529547.00,488531.00,
114/10/28,111,4,3310,佳穎,6989.00,-316364.00,243181.00,3691.00,-62503.00,523180.00,460677.00,
114/10/28,111,4,3313,斐成,-528941.00,-160617.00,775231.00,--,85673.00,162373.00,248046.00,
114/10/28,111,4,3317,尼克森,171042.00,-78501.00,-81100.00,47.00,11488.00,1189955.00,1201443.00,
114/10/28,111,4,3322,建舜電,358160.00,-160796.00,-25992.00,6839.00,178211.00,172586.00,350797.00,
114/10/28,111,4,3323,加百裕,1084860.00,-230733.00,-399992.00,12828.00,466963.00,664044.00,1131007.00,
114/10/28,111,4,3324,雙鴻,1240723.00,-633078.00,-629469.00,11628.00,-10196.00,1493897.00,1483701.00,
114/10/28,111,4,3325,旭品,153285.00,-118919.00,60069.00,13963.00,108398.00,330755.00,439153.00,
114/10/28,111,4,3332,幸康,176469.00,-224718.00,102565.00,86830.00,141146.00,854708.00,995854.00,
114/10/28,111,4,3339,泰谷,62275.00,26263.00,-162.00,--,88376.00,305796.00,394172.00,
114/10/28,111,4,3349,寶德,1345.00,-38104.00,46278.00,-2361.00,7158.00,242416.00,249574.00,
114/10/28,111,4,3354,律勝,76659.00,-26265.00,-73629.00,396.00,-22839.00,445461.00,422622.00,
114/10/28,111,4,3357,臺慶科,1674801.00,-774298.00,-742237.00,29607.00,187873.00,1341004.00,1528877.00,
114/10/28,111,4,3360,尚立,-447572.00,-330275.00,867960.00,21034.00,111147.00,469072.00,580219.00,
114/10/28,111,4,3362,先進光,738538.00,-1700365.00,1022811.00,30790.00,91774.00,522297.00,614071.00,
114/10/28,111,4,3363,上詮,216063.00,-262868.00,-6693.00,1194.00,-52304.00,613560.00,561256.00,
114/10/28,111,4,3372,典範,363892.00,-13305.00,-178099.00,--,172488.00,429423.00,601911.00,
114/10/28,111,4,3373,熱映,-33763.00,-16557.00,-64935.00,17166.00,-98089.00,295348.00,197259.00,
114/10/28,111,4,3374,精材,3006449.00,-753991.00,-854589.00,--,1397869.00,2112281.00,3510150.00,
114/10/28,111,4,3379,彬台,-62962.00,644.00,1062.00,1641.00,-59615.00,183912.00,124297.00,
114/10/28,111,4,3388,崇越電,421989.00,-9064.00,98589.00,87742.00,599256.00,2061957.00,2661213.00,
114/10/28,111,4,3390,旭軟,125793.00,-256884.00,-17940.00,-900.00,-149931.00,450698.00,300767.00,
114/10/28,111,4,3402,漢科,1730318.00,-220151.00,-31251.00,-3727.00,1475189.00,890815.00,2366004.00,
114/10/28,111,4,3426,台興,87790.00,10208.00,-130479.00,352.00,-32129.00,231290.00,199161.00,
114/10/28,111,4,3430,奇鈦科,262918.00,-28044.00,61834.00,-2108.00,294600.00,124587.00,419187.00,
114/10/28,111,4,3434,哲固,76967.00,-5125.00,8216.00,69.00,80127.00,53680.00,133807.00,
114/10/28,111,4,3438,類比科,60518.00,-58035.00,-257173.00,0.00,-254690.00,555500.00,300810.00,
114/10/28,111,4,3441,聯一光電,95640.00,606.00,-105881.00,31062.00,21427.00,473985.00,495412.00,
114/10/28,111,4,3444,利機,112935.00,1492.00,-70108.00,3347.00,47666.00,279765.00,327431.00,
114/10/28,111,4,3455,由田,703123.00,-692781.00,96700.00,3859.00,110901.00,542549.00,653450.00,
114/10/28,111,4,3465,進泰電子,377900.00,29554.00,-513691.00,24122.00,-82115.00,481989.00,399874.00,
114/10/28,111,4,3466,德晉,-107258.00,-152905.00,41903.00,7576.00,-210684.00,532739.00,322055.00,
114/10/28,111,4,3467,台灣精材,132486.00,-92520.00,-25986.00,--,13980.00,88113.00,102093.00,
114/10/28,111,4,3479,安勤,351241.00,-69187.00,-40432.00,96240.00,337862.00,668129.00,1005991.00,
114/10/28,111,4,3483,力致,1291111.00,-436153.00,-472996.00,32193.00,414155.00,1029883.00,1444038.00,
114/10/28,111,4,3484,崧騰,783887.00,-392253.00,-141913.00,111453.00,361174.00,1355618.00,1716792.00,
114/10/28,111,4,3489,森寶,-215478.00,516.00,349372.00,--,134410.00,283940.00,418350.00,
114/10/28,111,4,3490,單井,204377.00,-37642.00,-134627.00,-1088.00,31020.00,221573.00,252593.00,
114/10/28,111,4,3491,昇達科,420313.00,230684.00,-284414.00,-2813.00,363770.00,600408.00,964178.00,
114/10/28,111,4,3492,長盛,66628.00,-29451.00,-50721.00,3877.00,-9667.00,344824.00,335157.00,
114/10/28,111,4,3498,陽程,105353.00,-84701.00,-144810.00,16903.00,-107255.00,1212594.00,1105339.00,
114/10/28,111,4,3499,環天科,-42699.00,38716.00,-17359.00,10210.00,-11132.00,369224.00,358092.00,
114/10/28,111,4,3508,位速,152712.00,-19186.00,-50099.00,-26352.00,57075.00,517462.00,574537.00,
114/10/28,111,4,3511,矽瑪,546881.00,-32816.00,-297441.00,7120.00,223744.00,547756.00,771500.00,
114/10/28,111,4,3512,皇龍,-389891.00,-65459.00,570266.00,9059.00,123975.00,624093.00,748068.00,
114/10/28,111,4,3516,亞帝歐,134391.00,-450165.00,303651.00,19586.00,7463.00,309374.00,316837.00,
114/10/28,111,4,3520,華盈,167572.00,-453644.00,193258.00,5421.00,-87393.00,366651.00,279258.00,
114/10/28,111,4,3521,鴻翊,-372.00,-13299.00,22270.00,92.00,8691.00,80355.00,89046.00,
114/10/28,111,4,3522,御嵿,-12904.00,306650.00,-360361.00,0.00,-66615.00,131088.00,64473.00,
114/10/28,111,4,3523,迎輝,-69847.00,-70927.00,45526.00,-15761.00,-111009.00,186437.00,75428.00,
114/10/28,111,4,3526,凡甲,845624.00,-45217.00,-450835.00,19851.00,369423.00,245531.00,614954.00,
114/10/28,111,4,3527,聚積,149972.00,-119180.00,-384973.00,2422.00,-351759.00,1384693.00,1032934.00,
114/10/28,111,4,3529,力旺,1681896.00,-70849.00,-1048908.00,21364.00,583503.00,2482765.00,3066268.00,
114/10/28,111,4,3531,先益,231614.00,150541.00,-182601.00,28611.00,228165.00,576030.00,804195.00,
114/10/28,111,4,3537,堡達,218104.00,-26691.00,-9769.00,9382.00,191026.00,162222.00,353248.00,
114/10/28,111,4,3540,曜越,118033.00,-62549.00,121731.00,132793.00,310008.00,827194.00,1137202.00,
114/10/28,111,4,3541,西柏,459017.00,-13823.00,-84178.00,-421.00,360595.00,535783.00,896378.00,
114/10/28,111,4,3546,宇峻,388960.00,-365464.00,-252258.00,3553.00,-225209.00,631338.00,406129.00,
