出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額,<html>
114/10/28,111,2,8423,保綠-KY,27532.00,-3015.00,-10608.00,-2494.00,11415.00,98212.00,109627.00,
114/10/28,111,2,8424,惠普,126868.00,-13066.00,133.00,--,113935.00,115941.00,229876.00,
114/10/28,111,2,8426,紅木-KY,-71572.00,-4412.00,-45152.00,13041.00,-108095.00,293199.00,185104.00,
114/10/28,111,2,8431,匯鑽科,120203.00,20445.00,-50833.00,5846.00,95661.00,299191.00,394852.00,
114/10/28,111,2,8432,東生華,33617.00,-527.00,-2277.00,0.00,30813.00,381887.00,412700.00,
114/10/28,111,2,8433,弘帆,189661.00,-97502.00,240159.00,-100640.00,231678.00,769637.00,1001315.00,
114/10/28,111,2,8435,鉅邁,27574.00,58974.00,-65780.00,3340.00,24108.00,313445.00,337553.00,
114/10/28,111,2,8436,大江,-138275.00,-41141.00,-71340.00,78982.00,-171774.00,4704397.00,4532623.00,
114/10/28,111,2,8437,大地-KY,144289.00,-183275.00,33914.00,29468.00,24396.00,952999.00,977395.00,
114/10/28,111,2,8440,綠電,6728.00,-35138.00,-28113.00,--,-56523.00,157426.00,100903.00,
114/10/28,111,2,8444,綠河-KY,-196390.00,-146515.00,334449.00,194308.00,185852.00,344813.00,530665.00,
114/10/28,111,2,8446,華研,488710.00,117009.00,-385599.00,1288.00,221408.00,926120.00,1147528.00,
114/10/28,111,2,8450,霹靂,-18729.00,-126720.00,41722.00,2964.00,-100763.00,515612.00,414849.00,
114/10/28,111,2,8455,大拓-KY,19605.00,1260.00,-29322.00,-24636.00,-33093.00,357099.00,324006.00,
114/10/28,111,2,8472,夠麻吉,-14336.00,-47624.00,60227.00,--,-1733.00,133713.00,131980.00,
114/10/28,111,2,8477,創業家,-159613.00,42837.00,15401.00,--,-101375.00,422142.00,320767.00,
114/10/28,111,2,8489,三貝德,79897.00,-82045.00,-58288.00,-95.00,-60531.00,882785.00,822254.00,
114/10/28,111,2,8905,裕國,-144067.00,-69031.00,-39049.00,--,-252147.00,499581.00,247434.00,
114/10/28,111,2,8906,花王,7904.00,-38141.00,29836.00,0.00,-401.00,17276.00,16875.00,
114/10/28,111,2,8908,欣雄,306302.00,-333566.00,-243122.00,--,-270386.00,927505.00,657119.00,
114/10/28,111,2,8916,光隆,-72522.00,83992.00,-133851.00,107224.00,-15157.00,1310791.00,1295634.00,
114/10/28,111,2,8917,欣泰,311379.00,-43753.00,-5759.00,--,261867.00,396235.00,658102.00,
114/10/28,111,2,8921,沈氏,6315.00,6869.00,-3102.00,--,10082.00,213776.00,223858.00,
114/10/28,111,2,8923,時報,35815.00,-69172.00,-4897.00,274.00,-37980.00,76979.00,38999.00,
114/10/28,111,2,8924,大田,678502.00,-69245.00,-44740.00,89682.00,654199.00,2070553.00,2724752.00,
114/10/28,111,2,8927,北基,237911.00,-1622017.00,1996165.00,--,612059.00,929652.00,1541711.00,
114/10/28,111,2,8928,鉅明,597577.00,-108156.00,-412301.00,-9725.00,67395.00,118860.00,186255.00,
114/10/28,111,2,8929,富堡,-11955.00,-10773.00,30073.00,27366.00,34711.00,417825.00,452536.00,
114/10/28,111,2,8930,青鋼,83664.00,-11307.00,-21638.00,8033.00,58752.00,316591.00,375343.00,
114/10/28,111,2,8931,大汽電,192798.00,-297289.00,-2589.00,--,-107080.00,520307.00,413227.00,
114/10/28,111,2,8932,智通*,81032.00,-5006.00,-21493.00,7472.00,62005.00,318471.00,380476.00,
114/10/28,111,2,8933,愛地雅,-398509.00,115318.00,128507.00,16880.00,-137804.00,823670.00,685866.00,
114/10/28,111,2,8935,邦泰,19535.00,-7991.00,-30548.00,11929.00,-7075.00,112146.00,105071.00,
114/10/28,111,2,8936,國統,327521.00,-325177.00,-351406.00,45624.00,-303438.00,696200.00,392762.00,
114/10/28,111,2,8937,合騏,47450.00,119683.00,78918.00,--,246051.00,20711.00,266762.00,
114/10/28,111,2,8938,明安,1295674.00,-504535.00,17990.00,2013.00,811142.00,833023.00,1644165.00,
114/10/28,111,2,8941,關中,229233.00,-228848.00,140680.00,22036.00,163101.00,454585.00,617686.00,
114/10/28,111,2,8942,森鉅,823593.00,-335173.00,60027.00,2970.00,551417.00,1504893.00,2056310.00,
114/10/28,111,2,9949,琉園,607.00,-617.00,-2549.00,5.00,-2554.00,48469.00,45915.00,
114/10/28,111,2,9950,萬國通,-122923.00,-7982.00,29463.00,16781.00,-84661.00,251697.00,167036.00,
114/10/28,111,2,9951,皇田,142689.00,-16333.00,-122771.00,54524.00,58109.00,1237691.00,1295800.00,
114/10/28,111,2,9960,邁達康,49122.00,-7147.00,-20277.00,11080.00,32778.00,220998.00,253776.00,
114/10/28,111,2,9962,有益,386871.00,-11260.00,-173181.00,0.00,202430.00,108286.00,310716.00,
114/10/28,111,1,1101,台泥,2274524.00,682371.00,1871269.00,2090310.00,6918474.00,91121942.00,98040416.00,
114/10/28,111,1,1102,亞泥,703931.00,4826828.00,-1816761.00,1288799.00,5002797.00,33450618.00,38453415.00,
114/10/28,111,1,1103,嘉泥,-66598.00,-714355.00,156003.00,65088.00,-559862.00,3685347.00,3125485.00,
114/10/28,111,1,1104,環泥,-31689.00,-68348.00,129929.00,--,29892.00,292032.00,321924.00,
114/10/28,111,1,1108,幸福,359686.00,-60863.00,-258862.00,-323.00,39638.00,220238.00,259876.00,
114/10/28,111,1,1109,信大,283093.00,-252978.00,-1103.00,89215.00,118227.00,2643843.00,2762070.00,
114/10/28,111,1,1110,東泥,17397.00,-49233.00,-259625.00,--,-291461.00,419504.00,128043.00,
114/10/28,111,1,1201,味全,-129471.00,-348755.00,752726.00,-28511.00,245989.00,1292071.00,1538060.00,
114/10/28,111,1,1203,味王,4701.00,4637.00,9021.00,73561.00,91920.00,1570497.00,1662417.00,
114/10/28,111,1,1210,大成,-1331645.00,-930388.00,1559776.00,360779.00,-341478.00,6083001.00,5741523.00,
114/10/28,111,1,1213,大飲,8971.00,511.00,-6263.00,-26.00,3193.00,7539.00,10732.00,
114/10/28,111,1,1215,卜蜂,91384.00,-541436.00,390524.00,159.00,-59369.00,187008.00,127639.00,
114/10/28,111,1,1216,統一,2079133.00,-6838624.00,5522068.00,515911.00,1278488.00,80837880.00,82116368.00,
114/10/28,111,1,1217,愛之味,-236851.00,-24974.00,81017.00,2712.00,-178096.00,687587.00,509491.00,
114/10/28,111,1,1218,泰山,206174.00,-390794.00,163424.00,9824.00,-11372.00,1664560.00,1653188.00,
114/10/28,111,1,1219,福壽,155881.00,-28768.00,-156511.00,3821.00,-25577.00,870863.00,845286.00,
114/10/28,111,1,1220,台榮,226577.00,-40218.00,-37008.00,0.00,149351.00,413965.00,563316.00,
114/10/28,111,1,1225,福懋油,299786.00,-79936.00,-664085.00,5594.00,-438641.00,1108318.00,669677.00,
114/10/28,111,1,1227,佳格,83563.00,-598249.00,-592928.00,54932.00,-1052682.00,3748069.00,2695387.00,
114/10/28,111,1,1229,聯華,279417.00,-138967.00,176366.00,43592.00,360408.00,2785515.00,3145923.00,
114/10/28,111,1,1231,聯華食,144159.00,-142692.00,346455.00,2544.00,350466.00,327180.00,677646.00,
114/10/28,111,1,1232,大統益,-50589.00,-43739.00,-103976.00,--,-198304.00,1927676.00,1729372.00,
114/10/28,111,1,1233,天仁,58773.00,2349.00,-23380.00,-113.00,37629.00,179663.00,217292.00,
114/10/28,111,1,1234,黑松,152146.00,-177305.00,-154774.00,8669.00,-171264.00,1231471.00,1060207.00,
114/10/28,111,1,1235,興泰,18531.00,26946.00,-187809.00,--,-142332.00,152647.00,10315.00,
114/10/28,111,1,1236,宏亞,3810.00,-375154.00,226425.00,1811.00,-143108.00,216877.00,73769.00,
114/10/28,111,1,1256,鮮活果汁-KY,50796.00,-678426.00,-399.00,69038.00,-558991.00,1640941.00,1081950.00,
114/10/28,111,1,1301,台塑,15448036.00,-2473779.00,-6774277.00,695765.00,6895745.00,13715454.00,20611199.00,
114/10/28,111,1,1303,南亞,11384132.00,-8913682.00,-4146223.00,3895434.00,2219661.00,74549426.00,76769087.00,
114/10/28,111,1,1304,台聚,3361028.00,-815739.00,-2124718.00,295047.00,715618.00,10365353.00,11080971.00,
114/10/28,111,1,1305,華夏,777172.00,-379495.00,-169499.00,2974.00,231152.00,1220291.00,1451443.00,
114/10/28,111,1,1307,三芳,-123770.00,95320.00,-57971.00,109201.00,22780.00,3689330.00,3712110.00,
114/10/28,111,1,1308,亞聚,800335.00,-59063.00,-705500.00,9157.00,44929.00,763936.00,808865.00,
114/10/28,111,1,1309,台達化,446421.00,-18703.00,-500959.00,57170.00,-16071.00,2598283.00,2582212.00,
114/10/28,111,1,1310,台苯,-73555.00,165333.00,-39251.00,4202.00,56729.00,253124.00,309853.00,
114/10/28,111,1,1312,國喬,1147035.00,-3400485.00,2210508.00,132933.00,89991.00,7038195.00,7128186.00,
114/10/28,111,1,1313,聯成,-3288216.00,-495765.00,1791775.00,577049.00,-1415157.00,4344203.00,2929046.00,
114/10/28,111,1,1314,中石化,-2533042.00,6078276.00,1371246.00,247401.00,5163881.00,7650122.00,12814003.00,
114/10/28,111,1,1315,達新,122647.00,-251523.00,-34275.00,4089.00,-159062.00,1509695.00,1350633.00,
114/10/28,111,1,1316,上曜,-110668.00,128600.00,41820.00,345.00,60097.00,820350.00,880447.00,
114/10/28,111,1,1319,東陽,653124.00,185847.00,-105799.00,-30573.00,702599.00,1453510.00,2156109.00,
114/10/28,111,1,1321,大洋,-63274.00,-36065.00,108783.00,16183.00,25627.00,414256.00,439883.00,
114/10/28,111,1,1323,永裕,134484.00,-94923.00,-24000.00,54358.00,69919.00,1097968.00,1167887.00,
114/10/28,111,1,1324,地球,40867.00,-4441.00,-268.00,164.00,36322.00,225429.00,261751.00,
114/10/28,111,1,1325,恆大,47340.00,-57200.00,62.00,5626.00,-4172.00,406558.00,402386.00,
114/10/28,111,1,1326,台化,4183751.00,565714.00,2547775.00,1462474.00,8759714.00,23062097.00,31821811.00,
114/10/28,111,1,1337,再生-KY,-90041.00,-1846.00,0.00,51125.00,-40762.00,1513235.00,1472473.00,
114/10/28,111,1,1338,廣華-KY,345007.00,-95202.00,-240201.00,64618.00,74222.00,2300865.00,2375087.00,
114/10/28,111,1,1339,昭輝,58146.00,-298829.00,-16433.00,8025.00,-249091.00,635392.00,386301.00,
114/10/28,111,1,1340,勝悅-KY,-96798.00,-155255.00,-2316.00,97728.00,-156641.00,1680584.00,1523943.00,
114/10/28,111,1,1341,富林-KY,106231.00,-59648.00,-34008.00,-1673.00,10902.00,297980.00,308882.00,
114/10/28,111,1,1342,八貫,88184.00,-57991.00,44420.00,--,74613.00,252247.00,326860.00,
114/10/28,111,1,1402,遠東新,7184576.00,-5504314.00,-706244.00,228469.00,1202487.00,34544963.00,35747450.00,
114/10/28,111,1,1410,南染,17309.00,59478.00,-188.00,--,76599.00,435974.00,512573.00,
114/10/28,111,1,1413,宏洲,-83669.00,-10086.00,36736.00,--,-57019.00,158555.00,101536.00,
114/10/28,111,1,1414,東和,32692.00,-54919.00,-55087.00,--,-77314.00,275877.00,198563.00,
114/10/28,111,1,1416,廣豐,-421.00,-685446.00,572643.00,175.00,-113049.00,301622.00,188573.00,
114/10/28,111,1,1417,嘉裕,-36597.00,17701.00,70626.00,27641.00,79371.00,476075.00,555446.00,
114/10/28,111,1,1418,東華,-35030.00,1903.00,167543.00,-1.00,134415.00,352852.00,487267.00,
114/10/28,111,1,1419,新紡,-127816.00,458697.00,-442368.00,379.00,-111108.00,1409594.00,1298486.00,
114/10/28,111,1,1423,利華,229996.00,-59754.00,178.00,--,170420.00,429663.00,600083.00,
114/10/28,111,1,1432,大魯閣,22783.00,-109741.00,-119457.00,321.00,-206094.00,544824.00,338730.00,
114/10/28,111,1,1434,福懋,-402711.00,-160345.00,429527.00,76737.00,-56792.00,3471141.00,3414349.00,
114/10/28,111,1,1435,中福,-5185.00,-2684.00,-264.00,-498.00,-8631.00,88676.00,80045.00,
114/10/28,111,1,1436,華友聯,-586556.00,0.00,471092.00,0.00,-115464.00,530554.00,415090.00,
114/10/28,111,1,1437,勤益控,24857.00,-77398.00,-500.00,20156.00,-32885.00,949383.00,916498.00,
114/10/28,111,1,1438,三地開發,-68401.00,-2000743.00,2047870.00,--,-21274.00,124477.00,103203.00,
114/10/28,111,1,1439,雋揚,-45761.00,-8919.00,21070.00,--,-33610.00,753473.00,719863.00,
114/10/28,111,1,1440,南紡,1105028.00,-48248.00,-852010.00,185545.00,390315.00,4630792.00,5021107.00,
114/10/28,111,1,1441,大東,-79715.00,-36993.00,108120.00,1500.00,-7088.00,141032.00,133944.00,
114/10/28,111,1,1442,名軒,-470152.00,22299.00,383871.00,--,-63982.00,212130.00,148148.00,
114/10/28,111,1,1443,立益物流,109477.00,-43272.00,-44269.00,-95996.00,-74060.00,171216.00,97156.00,
114/10/28,111,1,1444,力麗,306436.00,-245390.00,-228134.00,28672.00,-138416.00,1743244.00,1604828.00,
114/10/28,111,1,1445,大宇,18665.00,-7179.00,80138.00,--,91624.00,164412.00,256036.00,
114/10/28,111,1,1446,宏和,-99405.00,0.00,78626.00,892.00,-19887.00,241638.00,221751.00,
114/10/28,111,1,1447,力鵬,-390083.00,166296.00,73869.00,27887.00,-122031.00,1331196.00,1209165.00,
114/10/28,111,1,1449,佳和,-71072.00,-78593.00,75313.00,19.00,-74333.00,215315.00,140982.00,
114/10/28,111,1,1451,年興,-256952.00,-28148.00,117809.00,47399.00,-119892.00,1547404.00,1427512.00,
114/10/28,111,1,1452,宏益,-8464.00,-44753.00,-437.00,--,-53654.00,317015.00,263361.00,
114/10/28,111,1,1453,大將,-78994.00,73526.00,-982.00,--,-6450.00,14657.00,8207.00,
114/10/28,111,1,1454,台富,-42210.00,-49738.00,-58479.00,--,-150427.00,386047.00,235620.00,
114/10/28,111,1,1455,集盛,176442.00,-121190.00,-71750.00,556.00,-15942.00,71448.00,55506.00,
114/10/28,111,1,1456,怡華,-95243.00,-24929.00,28009.00,--,-92163.00,267980.00,175817.00,
114/10/28,111,1,1457,宜進,-129189.00,1975210.00,-338754.00,--,1507267.00,499153.00,2006420.00,
114/10/28,111,1,1459,聯發,47048.00,55683.00,11090.00,4006.00,117827.00,698161.00,815988.00,
114/10/28,111,1,1460,宏遠,159110.00,-102190.00,-70304.00,20972.00,7588.00,481903.00,489491.00,
114/10/28,111,1,1463,強盛新,-5995.00,-16360.00,-153.00,--,-22508.00,223377.00,200869.00,
114/10/28,111,1,1464,得力,942288.00,112249.00,-672356.00,64695.00,446876.00,1045569.00,1492445.00,
114/10/28,111,1,1465,偉全,8617.00,-43788.00,-503.00,0.00,-35674.00,83931.00,48257.00,
114/10/28,111,1,1466,聚隆,35445.00,-333155.00,184534.00,0.00,-113176.00,364478.00,251302.00,
114/10/28,111,1,1467,南緯,5750.00,-31462.00,-71546.00,90484.00,-6774.00,1343026.00,1336252.00,
114/10/28,111,1,1468,昶和,78121.00,-247865.00,-40500.00,4089.00,-206155.00,416125.00,209970.00,
114/10/28,111,1,1470,大統新創,26852.00,-1563.00,-980.00,447.00,24756.00,138983.00,163739.00,
114/10/28,111,1,1471,首利,35402.00,-2892.00,-550.00,-2104.00,29856.00,528907.00,558763.00,
114/10/28,111,1,1472,三洋實業,-55755.00,-49048.00,-20303.00,102.00,-125004.00,283190.00,158186.00,
114/10/28,111,1,1473,台南,-221235.00,-11541.00,231917.00,24640.00,23781.00,681095.00,704876.00,
114/10/28,111,1,1474,弘裕,101078.00,-32367.00,-47062.00,-3744.00,17905.00,604986.00,622891.00,
114/10/28,111,1,1475,業旺,25363.00,-879.00,--,--,24484.00,530217.00,554701.00,
114/10/28,111,1,1476,儒鴻,2225854.00,-861924.00,222321.00,1458.00,1587709.00,1759847.00,3347556.00,
114/10/28,111,1,1477,聚陽,1427595.00,-912566.00,-234894.00,53674.00,333809.00,2642635.00,2976444.00,
114/10/28,111,1,1503,士電,290283.00,-136209.00,-657953.00,105556.00,-398323.00,3525350.00,3127027.00,
114/10/28,111,1,1504,東元,1037600.00,855691.00,-452976.00,583957.00,2024272.00,17274143.00,19298415.00,
114/10/28,111,1,1506,正道,16441.00,-22255.00,-63933.00,2640.00,-67107.00,253608.00,186501.00,
114/10/28,111,1,1512,瑞利,-225.00,-10097.00,-43668.00,2417.00,-51573.00,133525.00,81952.00,
114/10/28,111,1,1513,中興電,2238663.00,-2590365.00,476242.00,23065.00,147605.00,2344201.00,2491806.00,
114/10/28,111,1,1514,亞力,167911.00,-31815.00,-23034.00,5011.00,118073.00,499304.00,617377.00,
114/10/28,111,1,1515,力山,-1934590.00,-199382.00,309339.00,8889.00,-1815744.00,4574719.00,2758975.00,
114/10/28,111,1,1516,川飛,32964.00,23454.00,--,--,56418.00,66055.00,122473.00,
114/10/28,111,1,1517,利奇,-41712.00,33319.00,-687.00,6196.00,-2884.00,669077.00,666193.00,
114/10/28,111,1,1519,華城,-33346.00,-191205.00,575348.00,410.00,351207.00,168981.00,520188.00,
114/10/28,111,1,1521,大億,35491.00,-11634.00,-28082.00,27.00,-4198.00,82641.00,78443.00,
114/10/28,111,1,1522,堤維西,-366926.00,-316074.00,814910.00,84232.00,216142.00,898571.00,1114713.00,
114/10/28,111,1,1524,耿鼎,26560.00,-58124.00,22591.00,--,-8973.00,600303.00,591330.00,
114/10/28,111,1,1525,江申,-5471.00,-482.00,-20254.00,18862.00,-7345.00,777255.00,769910.00,
114/10/28,111,1,1526,日馳,154090.00,-97269.00,-135824.00,15069.00,-63934.00,708574.00,644640.00,
114/10/28,111,1,1527,鑽全,318723.00,-802270.00,--,--,-483547.00,1117240.00,633693.00,
114/10/28,111,1,1528,恩德,-52828.00,-81293.00,165708.00,21336.00,52923.00,811824.00,864747.00,
114/10/28,111,1,1529,樂事綠能,48989.00,-259460.00,140161.00,118.00,-70192.00,639204.00,569012.00,
114/10/28,111,1,1530,亞崴,-120886.00,-30421.00,-86651.00,11830.00,-226128.00,937652.00,711524.00,
114/10/28,111,1,1531,高林股,-100548.00,-21060.00,147588.00,29065.00,55045.00,1055332.00,1110377.00,
114/10/28,111,1,1532,勤美,940506.00,-751271.00,-1036201.00,77503.00,-769463.00,5039645.00,4270182.00,
114/10/28,111,1,1533,車王電,-277169.00,74662.00,-98389.00,55886.00,-245010.00,1538223.00,1293213.00,
114/10/28,111,1,1535,中宇,-745018.00,459017.00,-10843.00,31794.00,-265050.00,770216.00,505166.00,
114/10/28,111,1,1536,和大,-448687.00,-385181.00,319196.00,80520.00,-434152.00,947910.00,513758.00,
114/10/28,111,1,1537,廣隆,37898.00,-23591.00,-40000.00,21539.00,-4154.00,1329030.00,1324876.00,
114/10/28,111,1,1538,正峰,-27887.00,26547.00,-9657.00,21447.00,10450.00,38130.00,48580.00,
114/10/28,111,1,1539,巨庭,112133.00,107398.00,-156598.00,-3623.00,59310.00,346426.00,405736.00,
114/10/28,111,1,1540,喬福,-15781.00,-10127.00,-23848.00,17805.00,-31951.00,579959.00,548008.00,
114/10/28,111,1,1541,錩泰,77721.00,-8011.00,-41745.00,5105.00,33070.00,103832.00,136902.00,
114/10/28,111,1,1558,伸興,-221774.00,-156299.00,-154552.00,53859.00,-478766.00,2634448.00,2155682.00,
114/10/28,111,1,1560,中砂,403660.00,-382671.00,-736991.00,29006.00,-686996.00,1919884.00,1232888.00,
114/10/28,111,1,1568,倉佑,-20113.00,14606.00,-21155.00,11860.00,-14802.00,554440.00,539638.00,
114/10/28,111,1,1582,信錦,170066.00,-4440.00,-50171.00,54908.00,170363.00,2059537.00,2229900.00,
114/10/28,111,1,1583,程泰,-117515.00,-110294.00,-141448.00,40274.00,-328983.00,1607258.00,1278275.00,
114/10/28,111,1,1587,吉茂,16215.00,-36948.00,-12499.00,12545.00,-20687.00,379997.00,359310.00,
114/10/28,111,1,1589,永冠-KY,-594221.00,-605623.00,1229944.00,228260.00,258360.00,1993773.00,2252133.00,
114/10/28,111,1,1590,亞德客-KY,1131933.00,-341767.00,-2327506.00,-59587.00,-1596927.00,4374302.00,2777375.00,
114/10/28,111,1,1597,直得,148584.00,-58665.00,-11922.00,13448.00,91445.00,801950.00,893395.00,
114/10/28,111,1,1598,岱宇,110005.00,80868.00,-449615.00,13641.00,-245101.00,1212636.00,967535.00,
114/10/28,111,1,1603,華電,-248911.00,-92170.00,267071.00,0.00,-74010.00,225440.00,151430.00,
114/10/28,111,1,1604,聲寶,278626.00,-218808.00,-73123.00,5604.00,-7701.00,641399.00,633698.00,
114/10/28,111,1,1605,華新,-8693696.00,-1396843.00,12449190.00,1238702.00,3597353.00,10387581.00,13984934.00,
114/10/28,111,1,1608,華榮,-64446.00,64122.00,-20956.00,--,-21280.00,353381.00,332101.00,
114/10/28,111,1,1609,大亞,406823.00,-392013.00,-116189.00,54725.00,-46654.00,4999261.00,4952607.00,
114/10/28,111,1,1611,中電,118691.00,61193.00,-9442.00,-10483.00,159959.00,569552.00,729511.00,
114/10/28,111,1,1612,宏泰,-210177.00,-2993.00,-576.00,2267.00,-211479.00,2899230.00,2687751.00,
114/10/28,111,1,1614,三洋電,-29033.00,4007.00,51342.00,--,26316.00,81371.00,107687.00,
114/10/28,111,1,1615,大山,-42971.00,67819.00,71714.00,--,96562.00,230110.00,326672.00,
114/10/28,111,1,1616,億泰,-84139.00,-1004.00,108401.00,14961.00,38219.00,293495.00,331714.00,
114/10/28,111,1,1617,榮星,186601.00,-138846.00,-107012.00,11448.00,-47809.00,896758.00,848949.00,
114/10/28,111,1,1618,合機,-31738.00,801.00,17998.00,192.00,-12747.00,176505.00,163758.00,
114/10/28,111,1,1626,艾美特-KY,-414544.00,-71437.00,377279.00,-50714.00,-159416.00,449654.00,290238.00,
114/10/28,111,1,1702,南僑,344638.00,-188786.00,6034.00,408190.00,570076.00,9729803.00,10299879.00,
114/10/28,111,1,1707,葡萄王,95708.00,-134580.00,-105975.00,20833.00,-124014.00,3635197.00,3511183.00,
114/10/28,111,1,1708,東鹼,750869.00,-96629.00,-208062.00,19318.00,465496.00,955556.00,1421052.00,
114/10/28,111,1,1709,和益,368165.00,-25780.00,-250075.00,154.00,92464.00,649114.00,741578.00,
114/10/28,111,1,1710,東聯,-645028.00,-649276.00,1186424.00,4540.00,-103340.00,2103567.00,2000227.00,
114/10/28,111,1,1711,永光,117310.00,-135743.00,-168892.00,-17104.00,-204429.00,1449753.00,1245324.00,
114/10/28,111,1,1712,興農,-130256.00,-142703.00,-251669.00,434321.00,-90307.00,1671564.00,1581257.00,
114/10/28,111,1,1713,國化,3144.00,-62247.00,--,--,-59103.00,231821.00,172718.00,
114/10/28,111,1,1714,和桐,-317905.00,-274819.00,-220844.00,156430.00,-657138.00,6438023.00,5780885.00,
114/10/28,111,1,1717,長興,668936.00,-916253.00,554400.00,105205.00,412288.00,4289467.00,4701755.00,
114/10/28,111,1,1720,生達,196535.00,-244808.00,-186684.00,1497.00,-233460.00,2564395.00,2330935.00,
114/10/28,111,1,1721,三晃,-11392.00,-30387.00,13174.00,--,-28605.00,383297.00,354692.00,
114/10/28,111,1,1722,台肥,2659185.00,-1326525.00,-31853.00,27021.00,1327828.00,2534695.00,3862523.00,
114/10/28,111,1,1723,中碳,454736.00,84258.00,-273508.00,4992.00,270478.00,621616.00,892094.00,
114/10/28,111,1,1725,元禎,98181.00,-72174.00,201866.00,18846.00,246719.00,542021.00,788740.00,
114/10/28,111,1,1726,永記,-113617.00,-32199.00,-109959.00,63796.00,-191979.00,1264134.00,1072155.00,
114/10/28,111,1,1727,中華化,74542.00,-82372.00,22112.00,5906.00,20188.00,202387.00,222575.00,
114/10/28,111,1,1730,花仙子,213648.00,-934.00,-54234.00,15048.00,173528.00,691762.00,865290.00,
114/10/28,111,1,1731,美吾華,22988.00,-64146.00,-2065.00,2433.00,-40790.00,238009.00,197219.00,
114/10/28,111,1,1732,毛寶,-32385.00,-24674.00,-400.00,2195.00,-55264.00,165370.00,110106.00,
114/10/28,111,1,1733,五鼎,-32541.00,-14609.00,-152058.00,8673.00,-190535.00,555334.00,364799.00,
114/10/28,111,1,1734,杏輝,4883.00,-34826.00,115005.00,9538.00,94600.00,1194785.00,1289385.00,
114/10/28,111,1,1735,日勝化,-11689.00,-18986.00,13613.00,33147.00,16085.00,228045.00,244130.00,
114/10/28,111,1,1736,喬山,72776.00,-162925.00,1183886.00,160728.00,1254465.00,2615077.00,3869542.00,
114/10/28,111,1,1737,臺鹽,-121659.00,-25708.00,12652.00,624.00,-134091.00,1725781.00,1591690.00,
114/10/28,111,1,1752,南光,-25744.00,-39768.00,-19966.00,2.00,-85476.00,417123.00,331647.00,
114/10/28,111,1,1760,寶齡富錦,36322.00,-3085.00,11434.00,1790.00,46461.00,279103.00,325564.00,
114/10/28,111,1,1762,中化生,174349.00,-111565.00,139232.00,2047.00,204063.00,195250.00,399313.00,
114/10/28,111,1,1773,勝一,468628.00,-679014.00,146103.00,1396.00,-62887.00,302034.00,239147.00,
114/10/28,111,1,1776,展宇,-4550.00,-2374.00,-13174.00,4761.00,-15337.00,527636.00,512299.00,
114/10/28,111,1,1783,和康生,57769.00,-1597.00,-586.00,-271.00,55315.00,513305.00,568620.00,
114/10/28,111,1,1786,科妍,58037.00,6244.00,-304941.00,31.00,-240629.00,658917.00,418288.00,
114/10/28,111,1,1789,神隆,135208.00,-79180.00,16254.00,12966.00,85248.00,4080921.00,4166169.00,
114/10/28,111,1,1795,美時,523010.00,-1944771.00,779190.00,33076.00,-609495.00,1605495.00,996000.00,
114/10/28,111,1,1802,台玻,731828.00,-864583.00,-536684.00,672619.00,3180.00,8173805.00,8176985.00,
114/10/28,111,1,1805,寶徠,144150.00,-4632.00,-89224.00,35.00,50329.00,58289.00,108618.00,
114/10/28,111,1,1806,冠軍,311406.00,-252995.00,-130454.00,18035.00,-54008.00,2624014.00,2570006.00,
114/10/28,111,1,1808,潤隆,-2104421.00,-533.00,1517742.00,--,-587212.00,2178382.00,1591170.00,
114/10/28,111,1,1809,中釉,74548.00,-47772.00,-86822.00,40774.00,-19272.00,676684.00,657412.00,
114/10/28,111,1,1810,和成,191436.00,-115229.00,-327360.00,14612.00,-236541.00,2162265.00,1925724.00,
114/10/28,111,1,1817,凱撒衛,4807.00,-29.00,-58500.00,19964.00,-33758.00,268186.00,234428.00,
114/10/28,111,1,1903,士紙,16253.00,-42660.00,7265.00,--,-19142.00,38502.00,19360.00,
114/10/28,111,1,1904,正隆,870368.00,-1341377.00,923587.00,247309.00,699887.00,7075052.00,7774939.00,
114/10/28,111,1,1905,華紙,413018.00,218090.00,-221506.00,25661.00,435263.00,536128.00,971391.00,
114/10/28,111,1,1906,寶隆,474630.00,-11193.00,-430143.00,--,33294.00,17704.00,50998.00,
114/10/28,111,1,1907,永豐餘,1759185.00,-645255.00,466059.00,199194.00,1779183.00,6534090.00,8313273.00,
114/10/28,111,1,1909,榮成,592343.00,-917775.00,4954564.00,-573660.00,4055472.00,1514365.00,5569837.00,
114/10/28,111,1,2002,中鋼,12390087.00,-8914856.00,56679.00,931125.00,4463035.00,18970605.00,23433640.00,
114/10/28,111,1,2006,東和鋼鐵,2264200.00,-119046.00,-2025444.00,104411.00,224121.00,1530394.00,1754515.00,
114/10/28,111,1,2007,燁興,751443.00,-31081.00,-512039.00,--,208323.00,251318.00,459641.00,
114/10/28,111,1,2008,高興昌,-81537.00,-193528.00,37334.00,--,-237731.00,559241.00,321510.00,
114/10/28,111,1,2009,第一銅,-27117.00,-2864.00,-30352.00,--,-60333.00,153821.00,93488.00,
