出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,權益－具證券性質之虛擬通貨,保留盈餘（或累積虧損）,歸屬於母公司業主權益合計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,權益總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,避險之衍生金融負債,應付商業本票－淨額,應付債券,其他借款,歸屬於母公司業主之權益,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,其他資產,分離帳戶保險商品資產,短期債務,本期所得稅負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,分離帳戶保險商品負債
114/10/28,111,4,6443,元晶,4027329.00,7280721.00,11308050.00,2911121.00,2246164.00,5157285.00,4762967.00,--,1325024.00,233728.00,-171049.00,--,6150670.00,--,--,95.00,6150765.00,--,0.00,0.00,12.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6446,藥華藥,13374973.00,1957655.00,15332628.00,2550348.00,641065.00,3191413.00,3024556.00,--,13421262.00,-4185557.00,-31544.00,-87502.00,12141215.00,--,--,--,12141215.00,--,0.00,904000.00,40.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6449,鈺邦,3194551.00,1723800.00,4918351.00,1821771.00,375840.00,2197611.00,889535.00,--,765757.00,1155909.00,-50087.00,-40374.00,2720740.00,--,--,--,2720740.00,0.00,0.00,1000000.00,30.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6451,訊芯-KY,11261661.00,5030651.00,16292312.00,7458745.00,2155371.00,9614116.00,1074648.00,--,2933948.00,2529493.00,-162447.00,-151236.00,6224406.00,--,--,453790.00,6678196.00,--,0.00,1802000.00,58.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6456,GIS-KY,70701484.00,20369983.00,91071467.00,43494409.00,13797170.00,57291579.00,3379398.00,--,8219097.00,23543281.00,-1581720.00,0.00,33560056.00,--,--,219832.00,33779888.00,0.00,0.00,0.00,99.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6464,台數科,2056928.00,16691133.00,18748061.00,1967717.00,8507330.00,10475047.00,1316131.00,--,3393768.00,3628163.00,-74431.00,-250797.00,8012834.00,--,--,260180.00,8273014.00,--,0.00,2618000.00,62.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6472,保瑞,12240806.00,10520409.00,22761215.00,10495523.00,7125236.00,17620759.00,756922.00,--,1236380.00,2549019.00,39093.00,-53092.00,4528322.00,--,--,612134.00,5140456.00,--,310664.00,300000.00,60.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6477,安集,2822083.00,5418088.00,8240171.00,1653670.00,3279362.00,4933032.00,1212135.00,--,1344520.00,810639.00,-79341.00,--,3287953.00,--,--,19186.00,3307139.00,--,0.00,0.00,27.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6491,晶碩,3970829.00,5590768.00,9561597.00,2441504.00,634361.00,3075865.00,700000.00,--,1810341.00,3930045.00,-12934.00,--,6427452.00,--,--,58280.00,6485732.00,0.00,0.00,0.00,91.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6504,南六,4227419.00,6192139.00,10419558.00,4272804.00,2644983.00,6917787.00,726000.00,--,453467.00,2665726.00,-343422.00,--,3501771.00,--,--,--,3501771.00,0.00,0.00,0.00,48.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6505,台塑化,267202843.00,154578625.00,421781468.00,69784532.00,34711571.00,104496103.00,95259597.00,--,31421269.00,173046953.00,12760615.00,--,312488434.00,--,--,4796931.00,317285365.00,--,0.00,0.00,32.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6515,穎崴,3961522.00,1737343.00,5698865.00,1947759.00,55564.00,2003323.00,345380.00,--,1794485.00,1635168.00,-79491.00,--,3695542.00,--,--,--,3695542.00,--,0.00,0.00,107.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6525,捷敏-KY,3279230.00,3635114.00,6914344.00,1991013.00,579522.00,2570535.00,1290474.00,--,624536.00,2637836.00,-209037.00,--,4343809.00,--,--,--,4343809.00,--,0.00,0.00,33.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6526,達發,12271245.00,4801602.00,17072847.00,7544223.00,860503.00,8404726.00,1455057.00,--,1922053.00,4976866.00,314145.00,0.00,8668121.00,0.00,--,0.00,8668121.00,--,0.00,0.00,59.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6531,愛普*,10446618.00,1244693.00,11691311.00,672490.00,68254.00,740744.00,808634.00,--,6178947.00,3963436.00,-450.00,0.00,10950567.00,--,--,--,10950567.00,--,21000.00,0.00,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6533,晶心科,4422090.00,1001968.00,5424058.00,321009.00,113877.00,434886.00,506509.00,--,4096056.00,383229.00,3378.00,--,4989172.00,--,--,--,4989172.00,--,0.00,0.00,98.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6534,正瀚-創,803685.00,2391590.00,3195275.00,467521.00,640076.00,1107597.00,970830.00,--,331316.00,782370.00,3162.00,--,2087678.00,--,--,--,2087678.00,0.00,0.00,0.00,21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6541,泰福-KY,1043719.00,2376097.00,3419816.00,303285.00,1725051.00,2028336.00,3526606.00,--,11060529.00,-12968566.00,-227089.00,--,1391480.00,--,--,--,1391480.00,0.00,0.00,0.00,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6550,北極星藥業-KY,7540216.00,1679026.00,9219242.00,250830.00,294355.00,545185.00,7420484.00,--,11476142.00,-10572795.00,350226.00,--,8674057.00,--,--,--,8674057.00,0.00,0.00,0.00,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6552,易華電,1396802.00,3320716.00,4717518.00,870512.00,1417009.00,2287521.00,830000.00,--,640167.00,770563.00,189267.00,--,--,--,--,--,2429997.00,--,0.00,0.00,29.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6558,興能高,1262316.00,925289.00,2187605.00,335550.00,328401.00,663951.00,937495.00,--,316087.00,315600.00,-45528.00,--,1523654.00,--,--,--,1523654.00,0.00,0.00,0.00,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6573,虹揚-KY,804510.00,1472900.00,2277410.00,893005.00,429570.00,1322575.00,804993.00,--,430668.00,-213245.00,-86802.00,--,935614.00,--,--,19221.00,954835.00,0.00,0.00,0.00,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6579,研揚,5918961.00,5484025.00,11402986.00,1659745.00,380343.00,2040088.00,1492255.00,--,5461370.00,1701157.00,-12359.00,--,8642423.00,--,--,720475.00,9362898.00,0.00,143000.00,0.00,57.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6581,鋼聯,1556736.00,3394369.00,4951105.00,605885.00,15235.00,621120.00,1112709.00,--,998985.00,2218291.00,--,--,4329985.00,--,--,--,4329985.00,--,0.00,0.00,38.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6582,申豐,2792256.00,3688362.00,6480618.00,516194.00,7757.00,523951.00,1061741.00,--,749234.00,3962494.00,183198.00,--,5956667.00,--,--,--,5956667.00,--,0.00,0.00,56.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6585,鼎基,1600667.00,3327520.00,4928187.00,1053885.00,918328.00,1972213.00,692430.00,--,585400.00,1689738.00,-11594.00,--,2955974.00,--,--,--,2955974.00,0.00,0.00,0.00,42.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6589,台康生技,8287878.00,3559278.00,11847156.00,730892.00,433386.00,1164278.00,3043358.00,--,7734141.00,-115540.00,20919.00,--,10682878.00,--,--,--,10682878.00,0.00,0.00,0.00,35.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6591,動力-KY,1742443.00,1201002.00,2943445.00,674515.00,532875.00,1207390.00,341969.00,--,777187.00,641142.00,-33519.00,0.00,1726779.00,--,--,9276.00,1736055.00,--,0.00,0.00,50.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6592,和潤企業,236804466.00,18560622.00,255365088.00,221376661.00,1095413.00,222472074.00,5650004.00,--,12510367.00,11222599.00,98329.00,--,29481299.00,--,--,3411715.00,32893014.00,0.00,0.00,0.00,52.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6598,ABC-KY,1014288.00,198161.00,1212449.00,87625.00,308758.00,396383.00,817634.00,--,359242.00,-349932.00,-10878.00,--,816066.00,--,--,--,816066.00,0.00,0.00,0.00,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6605,帝寶,15087586.00,19694684.00,34782270.00,9158774.00,9657069.00,18815843.00,1658164.00,--,2500187.00,11446672.00,-146985.00,--,15458038.00,--,--,508389.00,15966427.00,--,0.00,0.00,93.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6606,建德工業,1050677.00,1099620.00,2150297.00,414667.00,244724.00,659391.00,976238.00,--,21259.00,493464.00,-26010.00,--,1464951.00,--,--,25955.00,1490906.00,0.00,0.00,0.00,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6625,必應,787589.00,372932.00,1160521.00,537105.00,61043.00,598148.00,443404.00,--,171708.00,-39340.00,-11075.00,0.00,564697.00,--,--,-2324.00,562373.00,--,0.00,0.00,12.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6641,基士德-KY,1612084.00,898084.00,2510168.00,627322.00,339467.00,966789.00,370000.00,--,655509.00,616281.00,-84417.00,-32858.00,1524515.00,--,--,18864.00,1543379.00,--,0.00,500000.00,41.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6645,金萬林-創,404826.00,441999.00,846825.00,166448.00,98104.00,264552.00,403000.00,--,124633.00,54520.00,120.00,--,582273.00,--,--,--,582273.00,0.00,0.00,0.00,14.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6655,科定,1709419.00,4664157.00,6373576.00,1601419.00,2791916.00,4393335.00,740334.00,--,71485.00,1295524.00,9894.00,-138321.00,1978916.00,--,--,1325.00,1980241.00,--,0.00,3353000.00,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6657,華安,503485.00,127377.00,630862.00,24361.00,3945.00,28306.00,668450.00,--,199770.00,-265664.00,--,--,--,--,--,--,602556.00,--,0.00,0.00,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6658,聯策,1504105.00,628518.00,2132623.00,722732.00,363196.00,1085928.00,300280.00,--,287556.00,368388.00,-10089.00,--,946135.00,--,--,100560.00,1046695.00,--,0.00,0.00,31.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6666,羅麗芬-KY,1299970.00,829179.00,2129149.00,335860.00,186548.00,522408.00,473880.00,--,830575.00,323899.00,-32932.00,--,1595422.00,--,--,11319.00,1606741.00,0.00,0.00,0.00,33.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6668,中揚光,2021542.00,2167322.00,4188864.00,1461324.00,906238.00,2367562.00,782451.00,--,1218871.00,-226765.00,-25925.00,--,1748632.00,--,--,72670.00,1821302.00,--,0.00,0.00,22.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6669,緯穎,84051090.00,4786692.00,88837782.00,38562438.00,11488338.00,50050776.00,1748408.00,--,8817380.00,27039558.00,1181660.00,--,38787006.00,--,--,--,38787006.00,--,0.00,0.00,221.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6670,復盛應用,15461648.00,7109477.00,22571125.00,7845127.00,1967662.00,9812789.00,1310614.00,--,1932929.00,8723958.00,-421540.00,--,11545961.00,--,--,1212375.00,12758336.00,--,31439.00,0.00,88.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6671,三能-KY,1125323.00,1095247.00,2220570.00,424547.00,109400.00,533947.00,607500.00,--,648815.00,528966.00,-108344.00,--,1676937.00,--,--,9686.00,1686623.00,--,0.00,0.00,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6672,騰輝電子-KY,3253831.00,1753651.00,5007482.00,1533368.00,380554.00,1913922.00,714543.00,--,886111.00,1622004.00,-129098.00,--,3093560.00,--,--,--,3093560.00,--,0.00,0.00,43.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6674,鋐寶科技,2323771.00,318414.00,2642185.00,1075231.00,53777.00,1129008.00,680021.00,--,379939.00,465018.00,-11801.00,--,1513177.00,--,--,--,1513177.00,--,0.00,0.00,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6689,伊雲谷,5553334.00,221083.00,5774417.00,2789739.00,159427.00,2949166.00,680000.00,--,1864306.00,267050.00,13879.00,--,2825235.00,--,--,16.00,2825251.00,0.00,0.00,0.00,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6691,洋基工程,10915980.00,498496.00,11414476.00,6019114.00,257182.00,6276296.00,679071.00,--,2004100.00,2636307.00,-12182.00,-169116.00,5138180.00,--,--,--,5138180.00,--,0.00,890000.00,76.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6695,芯鼎,1801284.00,129531.00,1930815.00,155656.00,31749.00,187405.00,951888.00,--,982844.00,-191322.00,0.00,--,1743410.00,--,--,--,1743410.00,--,0.00,0.00,18.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6698,旭暉應材,1382820.00,1731816.00,3114636.00,989852.00,284737.00,1274589.00,663898.00,--,503465.00,151957.00,-10808.00,-24187.00,1284325.00,--,--,555722.00,1840047.00,0.00,0.00,602000.00,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6706,惠特,5010956.00,1828848.00,6839804.00,1620863.00,1001450.00,2622313.00,735369.00,--,1273973.00,2218590.00,-10441.00,--,4217491.00,--,--,--,4217491.00,--,0.00,0.00,57.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6715,嘉基,3115748.00,1062281.00,4178029.00,1060878.00,258033.00,1318911.00,618666.00,--,1199108.00,901957.00,-6466.00,--,2713265.00,--,--,145853.00,2859118.00,--,0.00,0.00,43.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6719,力智,8416024.00,1630641.00,10046665.00,1190122.00,50050.00,1240172.00,787345.00,--,5403411.00,2612059.00,3678.00,--,8806493.00,--,--,--,8806493.00,0.00,75000.00,0.00,111.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6742,澤米,1265627.00,580322.00,1845949.00,468926.00,139571.00,608497.00,600497.00,--,335728.00,302174.00,-947.00,--,1237452.00,--,--,--,1237452.00,--,0.00,0.00,20.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6743,安普新,3645986.00,4478288.00,8124274.00,4464016.00,848396.00,5312412.00,1500000.00,--,1097937.00,531114.00,-144026.00,-185294.00,2799731.00,--,--,12131.00,2811862.00,--,0.00,2500000.00,18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6753,龍德造船,3709657.00,3172107.00,6881764.00,3546576.00,1409887.00,4956463.00,980000.00,--,386052.00,558129.00,1120.00,--,--,--,--,--,1925301.00,--,0.00,0.00,19.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6754,匯僑設計,3612305.00,969198.00,4581503.00,2207278.00,243025.00,2450303.00,660000.00,--,720087.00,843019.00,-91906.00,--,2131200.00,--,--,--,2131200.00,--,0.00,0.00,32.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6756,威鋒電子,2748805.00,1079562.00,3828367.00,644505.00,2938.00,647443.00,689606.00,--,1571188.00,947758.00,-27628.00,--,3180924.00,--,--,--,3180924.00,--,248000.00,0.00,46.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6757,台灣虎航,3260824.00,11206016.00,14466840.00,5653822.00,7887449.00,13541271.00,4000000.00,--,9.00,-3074281.00,-159.00,--,--,--,--,--,925569.00,0.00,0.00,0.00,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6768,志強-KY,13833907.00,6207810.00,20041717.00,4244992.00,1656758.00,5901750.00,1960456.00,0.00,7954196.00,4058430.00,173461.00,0.00,14146543.00,--,--,-6576.00,14139967.00,--,0.00,0.00,72.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6770,力積電,86998593.00,86495622.00,173494215.00,37511075.00,40717291.00,78228366.00,40057693.00,--,26324850.00,28885968.00,-2662.00,0.00,95265849.00,--,--,--,95265849.00,--,4945500.00,0.00,23.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6771,平和環保-創,361327.00,936708.00,1298035.00,268868.00,312708.00,581576.00,291795.00,--,146721.00,265472.00,--,--,703988.00,--,--,12471.00,716459.00,--,0.00,0.00,24.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6776,展�眥篕�,5882860.00,993370.00,6876230.00,4441587.00,151449.00,4593036.00,815814.00,--,629750.00,619190.00,-38908.00,--,2025846.00,--,--,257348.00,2283194.00,0.00,0.00,0.00,24.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6781,AES-KY,14699752.00,4765068.00,19464820.00,6303196.00,452885.00,6756081.00,854188.00,--,6069940.00,5536913.00,247196.00,--,12708237.00,--,--,502.00,12708739.00,--,0.00,0.00,148.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6782,視陽,2651705.00,2642290.00,5293995.00,956308.00,1228947.00,2185255.00,630000.00,--,1431007.00,1143001.00,-119796.00,--,3084212.00,--,--,24528.00,3108740.00,0.00,0.00,0.00,48.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6789,采鈺,13277764.00,12322357.00,25600121.00,3636504.00,5073455.00,8709959.00,3155341.00,--,7304953.00,6429868.00,--,--,--,--,--,--,16890162.00,--,0.00,0.00,53.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6790,永豐實,4833399.00,3439673.00,8273072.00,2432040.00,472601.00,2904641.00,2671290.00,--,1214116.00,1537317.00,-102683.00,--,5320040.00,--,--,48391.00,5368431.00,--,0.00,0.00,19.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6792,詠業,1573193.00,675127.00,2248320.00,531504.00,26796.00,558300.00,478753.00,--,690174.00,617018.00,-10000.00,-85925.00,1690020.00,--,--,--,1690020.00,--,0.00,1000000.00,36.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6794,向榮生技,237895.00,176418.00,414313.00,16540.00,63919.00,80459.00,423605.00,--,338434.00,-428185.00,--,--,--,--,--,--,333854.00,0.00,0.00,0.00,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,4,6796,晉弘,626142.00,215271.00,841413.00,122042.00,71221.00,193263.00,332277.00,--,202445.00,121804.00,-8376.00,--,648150.00,--,--,--,648150.00,0.00,0.00,0.00,19.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
