出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,收入,支出,繼續營業單位稅前淨利（淨損）,其他綜合損益,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,利息以外淨損益,繼續營業單位本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益
114/10/28,112,2,8931,大汽電,1453258.00,1206041.00,--,--,247217.00,--,--,247217.00,74345.00,--,172872.00,-12567.00,160305.00,24537.00,135768.00,--,--,135768.00,56885.00,--,192653.00,--,--,--,--,--,--,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,8932,智通*,483179.00,333514.00,--,--,149665.00,--,--,149665.00,93357.00,--,56308.00,-1434.00,54874.00,11385.00,43489.00,--,--,43489.00,-8872.00,--,34617.00,42176.00,--,1313.00,33375.00,--,1242.00,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,8933,愛地雅,1902254.00,1734812.00,--,--,167442.00,--,--,167442.00,332861.00,--,-165419.00,60503.00,-104916.00,-1972.00,-102944.00,--,--,-102944.00,12615.00,--,-90329.00,-102944.00,--,--,-90329.00,--,--,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,8935,邦泰,308588.00,267966.00,--,--,40622.00,--,--,40622.00,62872.00,--,-22250.00,-1347.00,-23597.00,-3488.00,-20109.00,--,--,-20109.00,-9506.00,--,-29615.00,-20109.00,--,--,-29615.00,--,--,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,8936,國統,1691529.00,1059860.00,--,--,631669.00,--,--,631669.00,101459.00,--,530210.00,-117074.00,413136.00,129423.00,283713.00,--,--,283713.00,-117512.00,--,166201.00,257641.00,--,26072.00,140129.00,--,26072.00,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,8937,合騏,113644.00,91288.00,--,--,22356.00,--,--,22356.00,26921.00,--,-4565.00,28065.00,23500.00,5557.00,17943.00,--,--,17943.00,1283.00,--,19226.00,19683.00,--,-1740.00,20966.00,--,-1740.00,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,8938,明安,8092462.00,6819995.00,--,--,1272467.00,--,--,1272467.00,704893.00,90653.00,658227.00,30468.00,688695.00,132990.00,555705.00,--,--,555705.00,-27151.00,--,528554.00,409881.00,--,145824.00,382730.00,--,145824.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,8941,關中,1361355.00,944622.00,--,--,416733.00,--,--,416733.00,426619.00,--,-9886.00,134261.00,124375.00,2234.00,122141.00,--,--,122141.00,156006.00,--,278147.00,122290.00,--,-149.00,277998.00,--,149.00,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,8942,森鉅,3131370.00,1850361.00,--,--,1281009.00,17.00,7.00,1280999.00,365229.00,--,915770.00,255858.00,1171628.00,241484.00,930144.00,--,--,930144.00,143210.00,--,1073354.00,941754.00,--,-11610.00,1090606.00,--,-17252.00,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,9949,琉園,84884.00,28375.00,--,--,56509.00,--,--,56509.00,75277.00,--,-18768.00,-277.00,-19045.00,76.00,-19121.00,--,--,-19121.00,-4008.00,--,-23129.00,-19121.00,--,--,-23129.00,--,--,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,9950,萬國通,1470877.00,1071385.00,--,--,399492.00,--,--,399492.00,289642.00,--,109850.00,856901.00,966751.00,963.00,965788.00,--,--,965788.00,5719.00,--,971507.00,962224.00,--,3564.00,968653.00,--,2854.00,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,9951,皇田,2422241.00,1783593.00,--,--,638648.00,--,--,638648.00,425825.00,--,212823.00,43266.00,256089.00,47023.00,209066.00,--,--,209066.00,42014.00,--,251080.00,209066.00,--,--,251080.00,--,--,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,9960,邁達康,351825.00,225055.00,--,--,126770.00,--,--,126770.00,90091.00,--,36679.00,190.00,36869.00,4352.00,32517.00,--,--,32517.00,7119.00,--,39636.00,32517.00,--,--,39636.00,--,--,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,2,9962,有益,1709860.00,1573072.00,--,--,136788.00,--,--,136788.00,47448.00,--,89340.00,3522.00,92862.00,20153.00,72709.00,--,--,72709.00,276.00,--,72985.00,72709.00,--,0.00,72985.00,--,0.00,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,1409,新纖,,,,,,,,,,,,,,329160.00,1050844.00,--,,1050844.00,,,2344171.00,667404.00,--,383440.00,1962110.00,--,382061.00,0.41,29730799.00,28350795.00,1380004.00,1293327.00,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,1718,中纖,,,,,,,,,,,,,,995126.00,3107468.00,--,,3107468.00,,,3657971.00,-687825.00,--,3795293.00,-600691.00,--,4258662.00,-0.51,29279440.00,25176846.00,4102594.00,550503.00,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,2207,和泰車,,,,,,,,,,,,,,2045031.00,21051419.00,--,,21051419.00,,,24413661.00,18455979.00,--,2595440.00,21897898.00,--,2515763.00,33.13,210025109.00,186928659.00,23096450.00,3362242.00,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,2905,三商,,,,,,,,,,,,,,-1308097.00,-1264017.00,--,,-1264017.00,,,7828937.00,-90340.00,--,-1173677.00,3600332.00,--,4228605.00,-0.10,149570057.00,152142171.00,-2572114.00,9092954.00,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,1,1409,新纖,,,,,,,,,,,,,,136511.00,129739.00,--,,129739.00,,,615071.00,24661.00,--,105078.00,487664.00,--,127407.00,0.02,9145368.00,8879118.00,266250.00,485332.00,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,1,1718,中纖,,,,,,,,,,,,,,296300.00,655600.00,--,,655600.00,,,1257350.00,-459867.00,--,1115467.00,-312444.00,--,1569794.00,-0.34,9252935.00,8301035.00,951900.00,601750.00,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,1,2207,和泰車,,,,,,,,,,,,,,1407198.00,5924901.00,--,,5924901.00,,,6418765.00,5063405.00,--,861496.00,5597405.00,--,821360.00,9.27,67970595.00,60638496.00,7332099.00,493864.00,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,1,2905,三商,,,,,,,,,,,,,,-1034039.00,-2610096.00,--,,-2610096.00,,,7252020.00,-703558.00,--,-1906538.00,3152437.00,--,4099583.00,-0.80,49199077.00,52843212.00,-3644135.00,9862116.00,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,1,2880,華南金,,,,,,,,,7355275.00,,,,,,5000071.00,--,,,,,8165759.00,5000054.00,--,17.00,8165728.00,--,31.00,0.37,,,,,7550066.00,6719912.00,14269978.00,396955.00,451034.00,6066714.00,1066643.00,5000071.00,3165688.00,,,,,,,,,,,,,,
114/10/28,112,1,2881,富邦金,,,,,,,,,18342327.00,,,,,,13872790.00,--,,,,,148578919.00,13983146.00,--,-110356.00,147507517.00,--,1071402.00,1.13,,,,,39865422.00,-7827121.00,32038301.00,1086073.00,-1413982.00,14023883.00,151093.00,13872790.00,134706129.00,,,,,,,,,,,,,,
114/10/28,112,1,2882,國泰金,,,,,,,,,23299872.00,,,,,,7173384.00,--,,,,,84140653.00,7009028.00,--,164356.00,83553949.00,--,586704.00,0.48,,,,,59513266.00,8896981.00,68410247.00,-346238.00,38219189.00,7237424.00,64040.00,7173384.00,76967269.00,,,,,,,,,,,,,,
114/10/28,112,1,2883,凱基金,,,,,,,,,7662634.00,,,,,,3504574.00,--,,,,,24205477.00,3502425.00,--,2149.00,24202739.00,--,2738.00,0.21,,,,,17809232.00,-6044620.00,11764612.00,-90316.00,846221.00,3346073.00,-158501.00,3504574.00,20700903.00,,,,,,,,,,,,,,
114/10/28,112,1,2884,玉山金,,,,,,,,,8266322.00,,,,,,6046586.00,--,,,,,7337784.00,6042191.00,--,4395.00,7333431.00,--,4353.00,0.42,,,,,6624332.00,9175878.00,15800210.00,-1884.00,--,7535772.00,1489186.00,6046586.00,1291198.00,,,,,,,,,,,,,,
114/10/28,112,1,2885,元大金,,,,,,,,,11721313.00,,,,,,6404980.00,--,,,,,12008797.00,5772301.00,--,632679.00,12086767.00,--,-77970.00,0.46,,,,,7317380.00,16273487.00,23590867.00,-256275.00,4095727.00,8030102.00,1625122.00,6404980.00,5603817.00,,,,,,,,,,,,,,
114/10/28,112,1,2886,兆豐金,,,,,,,,,7749624.00,,,,,,10775869.00,--,,,,,15307792.00,10775869.00,--,0.00,15307792.00,--,0.00,0.77,,,,,9131324.00,9146290.00,18277614.00,395212.00,-2113501.00,12246279.00,1470410.00,10775869.00,4531923.00,,,,,,,,,,,,,,
114/10/28,112,1,2887,台新新光金,,,,,,,,,7749025.00,,,,,,5064417.00,--,,,,,7999075.00,5064440.00,--,-23.00,7999098.00,--,-23.00,0.38,,,,,7333337.00,11889316.00,19222653.00,243800.00,5274898.00,5954930.00,890513.00,5064417.00,2934658.00,,,,,,,,,,,,,,
114/10/28,112,1,2889,國票金,,,,,,,,,897505.00,,,,,,695642.00,--,,,,,1460068.00,605589.00,--,90053.00,1362875.00,--,97193.00,0.18,,,,,358394.00,1455550.00,1813944.00,5497.00,--,910942.00,215300.00,695642.00,764426.00,,,,,,,,,,,,,,
114/10/28,112,1,2890,永豐金,,,,,,,,,6860672.00,,,,,,4748557.00,--,,,,,8341818.00,4748557.00,--,0.00,8341818.00,--,0.00,0.41,,,,,6311404.00,6506710.00,12818114.00,431800.00,--,5525642.00,777085.00,4748557.00,3593261.00,,,,,,,,,,,,,,
114/10/28,112,1,2891,中信金,,,,,,,,,20473820.00,,,,,,13501995.00,--,,,,,31950033.00,12959386.00,--,542609.00,31726528.00,--,223505.00,0.66,,,,,32654277.00,-9116304.00,23537973.00,1188222.00,-13919806.00,15795737.00,2293742.00,13501995.00,18448038.00,,,,,,,,,,,,,,
114/10/28,112,1,2892,第一金,,,,,,,,,7174927.00,,,,,,6630418.00,--,,,,,12349384.00,6630418.00,--,--,12349384.00,--,--,0.50,,,,,7973158.00,9767737.00,17740895.00,1166632.00,1099237.00,8300099.00,1669681.00,6630418.00,5718966.00,,,,,,,,,,,,,,
114/10/28,112,1,5880,合庫金,,,,,,,,,7081168.00,,,,,,5036635.00,--,,,,,11488769.00,4886540.00,--,150095.00,11211838.00,--,276931.00,0.35,,,,,8587186.00,6160208.00,14747394.00,1054408.00,652753.00,5959065.00,922430.00,5036635.00,6452134.00,,,,,,,,,,,,,,
114/10/28,112,4,5864,致和證,,,,,,,,,,,,,880969.00,4992.00,875977.00,--,--,875977.00,,--,920370.00,,--,,--,--,--,3.18,,,,,,,,,,,,,44393.00,1148064.00,310848.00,837216.00,43753.00,--,--,,,,,,,,
114/10/28,112,4,6015,宏遠證,,,,,,,,,,,,,206584.00,26785.00,179799.00,--,--,179799.00,,--,203487.00,,--,,203487.00,--,--,0.51,,,,,,,,,,,,,23688.00,1221187.00,1210357.00,10830.00,195754.00,179799.00,--,,,,,,,,
114/10/28,112,4,6016,康和證,,,,,,,,,,,,,1070661.00,66394.00,1004267.00,--,--,1004267.00,,--,1033975.00,,--,,1030304.00,--,3671.00,1.68,,,,,,,,,,,,,29708.00,3424191.00,2616921.00,807270.00,263391.00,999752.00,4515.00,,,,,,,,
114/10/28,112,4,6020,大展證,,,,,,,,,,,,,343086.00,17067.00,326019.00,--,--,326019.00,,--,528270.00,,--,,528267.00,--,3.00,1.29,,,,,,,,,,,,,202251.00,531770.00,241141.00,290629.00,52457.00,326016.00,3.00,,,,,,,,
114/10/28,112,4,6021,美好證,,,,,,,,,,,,,98562.00,-7582.00,106144.00,--,--,106144.00,,--,1269528.00,,--,,1269528.00,--,--,0.35,,,,,,,,,,,,,1163384.00,1021344.00,995634.00,25710.00,72852.00,106144.00,--,,,,,,,,
114/10/28,112,4,6023,元大期貨,,,,,,,,,,,,,2286740.00,434021.00,1852719.00,--,--,1852719.00,,--,2366801.00,,--,,2366801.00,--,--,6.39,,,,,,,,,,,,,514082.00,3474406.00,3872570.00,-398164.00,2684904.00,1852719.00,--,,,,,,,,
114/10/28,112,4,6026,福邦證,,,,,,,,,,,,,737385.00,103682.00,633703.00,--,--,633703.00,,--,810900.00,,--,,802800.00,--,8100.00,1.61,,,,,,,,,,,,,177197.00,1365859.00,646556.00,719303.00,18082.00,625603.00,8100.00,,,,,,,,
114/10/28,112,1,2816,旺旺保,2368608.00,1643554.00,,,,,,,527659.00,,197395.00,1681.00,,0.00,,--,--,199076.00,,--,299138.00,--,--,--,--,--,--,0.89,,,,,,,,,,,,,,,,,,,,199076.00,199076.00,100062.00,,,,,
114/10/28,112,1,2832,台產,1628094.00,993365.00,,,,,,,350870.00,,283859.00,-902.00,,40754.00,,--,--,242203.00,,--,549911.00,--,--,--,--,--,--,0.67,,,,,,,,,,,,,,,,,,,,282957.00,242203.00,307708.00,,,,,
114/10/28,112,1,2850,新產,4694714.00,3248211.00,,,,,,,889434.00,,557069.00,1235.00,,105230.00,,--,--,453074.00,,--,827471.00,--,--,--,--,--,--,1.43,,,,,,,,,,,,,,,,,,,,558304.00,453074.00,374397.00,,,,,
114/10/28,112,1,2851,中再保,5440044.00,4532663.00,,,,,,,142897.00,,764484.00,195.00,,112701.00,,--,--,651978.00,,--,373171.00,--,--,--,--,--,--,0.81,,,,,,,,,,,,,,,,,,,,764679.00,651978.00,-278807.00,,,,,
114/10/28,112,1,2852,第一保,1723421.00,1250088.00,,,,,,,382335.00,,90998.00,-17.00,,16343.00,,--,--,74638.00,,--,326865.00,--,--,--,--,--,--,0.25,,,,,,,,,,,,,,,,,,,,90981.00,74638.00,252227.00,,,,,
114/10/28,112,1,2867,三商壽,31666850.00,34664075.00,,,,,,,1058074.00,,-4055299.00,30116.00,,-1107279.00,,--,--,-2917904.00,,--,6961089.00,--,--,--,--,--,--,-0.70,,,,,,,,,,,,,,,,,,,,-4025183.00,-2917904.00,9878993.00,,,,,
114/10/28,112,3,2880,華南金,,,,,,,,,22916813.00,,,,,,16891968.00,--,,,,,18904175.00,16891870.00,--,98.00,18904053.00,--,122.00,1.24,,,,,21074932.00,23901460.00,44976392.00,1069393.00,723749.00,20266437.00,3374469.00,16891968.00,2012207.00,,,,,,,,,,,,,,
114/10/28,112,3,2881,富邦金,,,,,,,,,58526332.00,,,,,,67241899.00,--,,,,,194765881.00,67812976.00,--,-571077.00,195115551.00,--,-349670.00,4.94,,,,,125936144.00,27664238.00,153600382.00,6480415.00,9852779.00,78740856.00,11498957.00,67241899.00,127523982.00,,,,,,,,,,,,,,
114/10/28,112,3,2882,國泰金,,,,,,,,,74544092.00,,,,,,59743937.00,--,,,,,90125544.00,59251994.00,--,491943.00,88796680.00,--,1328864.00,3.81,,,,,182426434.00,60014424.00,242440858.00,2173121.00,94721450.00,71002195.00,11258258.00,59743937.00,30381607.00,,,,,,,,,,,,,,
114/10/28,112,3,2883,凱基金,,,,,,,,,23504989.00,,,,,,17515683.00,--,,,,,26427366.00,17512376.00,--,3307.00,26423604.00,--,3762.00,1.05,,,,,54960814.00,-17315257.00,37645557.00,294589.00,-6428752.00,20274731.00,2759048.00,17515683.00,8911683.00,,,,,,,,,,,,,,
114/10/28,112,3,2884,玉山金,,,,,,,,,27585706.00,,,,,,15892006.00,--,,,,,17562702.00,15881830.00,--,10176.00,17552277.00,--,10425.00,1.04,,,,,21414065.00,26767419.00,48181484.00,989544.00,--,19606234.00,3714228.00,15892006.00,1670696.00,,,,,,,,,,,,,,
114/10/28,112,3,2885,元大金,,,,,,,,,36582691.00,,,,,,24988719.00,--,,,,,33110902.00,23531969.00,--,1456750.00,31775820.00,--,1335082.00,1.85,,,,,22838793.00,54983674.00,77822467.00,268785.00,11705509.00,29265482.00,4276763.00,24988719.00,8122183.00,,,,,,,,,,,,,,
114/10/28,112,3,2886,兆豐金,,,,,,,,,24312163.00,,,,,,27027806.00,--,,,,,35846916.00,27027806.00,--,0.00,35846916.00,--,0.00,1.92,,,,,27099123.00,30555803.00,57654926.00,5817129.00,-2421887.00,29947521.00,2919715.00,27027806.00,8819110.00,,,,,,,,,,,,,,
114/10/28,112,3,2887,台新新光金,,,,,,,,,24223439.00,,,,,,12103688.00,--,,,,,14696453.00,12101534.00,--,2154.00,14694299.00,--,2154.00,0.85,,,,,22652368.00,30559190.00,53211558.00,1067084.00,13066121.00,14854914.00,2751226.00,12103688.00,2592765.00,,,,,,,,,,,,,,
114/10/28,112,3,2889,國票金,,,,,,,,,2928564.00,,,,,,1939368.00,--,,,,,3388829.00,1594485.00,--,344883.00,2630081.00,--,758748.00,0.46,,,,,958187.00,4449005.00,5407192.00,31711.00,--,2446917.00,507549.00,1939368.00,1449461.00,,,,,,,,,,,,,,
114/10/28,112,3,2890,永豐金,,,,,,,,,21425228.00,,,,,,15711745.00,--,,,,,20084284.00,15711745.00,--,--,20084284.00,--,--,1.29,,,,,18627863.00,22406020.00,41033883.00,1366409.00,--,18242246.00,2530501.00,15711745.00,4372539.00,,,,,,,,,,,,,,
114/10/28,112,3,2891,中信金,,,,,,,,,63636959.00,,,,,,49785641.00,--,,,,,63970207.00,48586395.00,--,1199246.00,64439724.00,--,-469517.00,2.44,,,,,98618421.00,8264777.00,106883198.00,6647629.00,-19920802.00,56519412.00,6733771.00,49785641.00,14184566.00,,,,,,,,,,,,,,
114/10/28,112,3,2892,第一金,,,,,,,,,22342464.00,,,,,,19026657.00,--,,,,,28465275.00,19026657.00,--,--,28465275.00,--,--,1.40,,,,,24333840.00,27402859.00,51736699.00,3376831.00,2192425.00,23824979.00,4798322.00,19026657.00,9438618.00,,,,,,,,,,,,,,
114/10/28,112,3,5880,合庫金,,,,,,,,,21986327.00,,,,,,14989617.00,--,,,,,21039760.00,14514358.00,--,475259.00,20678478.00,--,361282.00,0.99,,,,,24384401.00,21655561.00,46039962.00,3543900.00,1995341.00,18514394.00,3524777.00,14989617.00,6050143.00,,,,,,,,,,,,,,
114/10/28,112,1,2855,統一證,,,,,,,,,,,,,572598.00,113155.00,459443.00,--,--,459443.00,,--,634952.00,,--,,632222.00,--,2730.00,0.31,,,,,,,,,,,,,175509.00,1866406.00,1493679.00,372727.00,199871.00,457532.00,1911.00,,,,,,,,
114/10/28,112,1,6005,群益證,,,,,,,,,,,,,1257500.00,42909.00,1214591.00,--,--,1214591.00,,--,1607570.00,,--,,1505734.00,--,101836.00,0.51,,,,,,,,,,,,,392979.00,2830885.00,2060262.00,770623.00,486877.00,1109499.00,105092.00,,,,,,,,
114/10/28,112,1,6024,群益期,,,,,,,,,,,,,307103.00,65392.00,241711.00,--,--,241711.00,,--,234199.00,,--,,233939.00,--,260.00,1.15,,,,,,,,,,,,,-7512.00,523233.00,500618.00,22615.00,284488.00,241462.00,249.00,,,,,,,,
114/10/28,112,3,2801,彰銀,,,,,,,,,14300038.00,,,,,2526494.00,,--,--,,,--,,,,,17712497.00,--,--,0.94,,,12763116.00,,16672962.00,,,2308076.00,,,,10236622.00,,,,,,10236622.00,--,,,,12698268.00,10236622.00,7475875.00,17712497.00,--
114/10/28,112,3,2812,台中銀,,,,,,,,,5739970.00,,,,,983515.00,,--,--,,,--,,,,,5574161.00,--,--,0.94,,,5889179.00,,8527807.00,,,1318569.00,,,,4905664.00,,,,,,4905664.00,--,,,,4419911.00,4905664.00,668497.00,5574161.00,--
114/10/28,112,3,2820,華票,,,,,,,,,377864.00,,,,,211881.00,,--,--,,,--,,,,,--,--,--,0.81,,,1300948.00,,184509.00,,,-6796.00,,,,1089067.00,,,,,,--,--,,,,1487507.00,1089067.00,978689.00,2067756.00,--
114/10/28,112,3,2834,臺企銀,,,,,,,,,11930353.00,,,,,1638331.00,,--,--,,,--,,,,,11907628.00,--,--,1.02,,,10007220.00,,14309928.00,,,2215048.00,,,,8368889.00,,,,,,8368889.00,--,,,,9842693.00,8368889.00,3538739.00,11907628.00,--
114/10/28,112,3,2836,高雄銀,,,,,,,,,2076141.00,,,,,255275.00,,--,--,,,--,,,,,--,--,--,0.56,,,946834.00,,1920813.00,,,-94840.00,,,,691559.00,,,,,,--,--,,,,1007322.00,691559.00,550061.00,1241620.00,--
114/10/28,112,3,2838,聯邦銀,,,,,,,,,8708006.00,,,,,714442.00,,--,--,,,--,,,,,5467025.00,--,5822.00,0.84,,,4377592.00,,6340317.00,,,524143.00,,,,3663150.00,,,,,,3657329.00,5821.00,,,,7269424.00,3663150.00,1809697.00,5472847.00,--
114/10/28,112,3,2845,遠東銀,,,,,,,,,5560098.00,,,,,481005.00,,--,--,,,--,,,,,4405999.00,--,--,0.84,,,3918568.00,,4989867.00,,,331331.00,,,,3437563.00,,,,,,3437563.00,--,,,,4820130.00,3437563.00,968436.00,4405999.00,--
114/10/28,112,3,2849,安泰銀,,,,,,,,,2354737.00,,,,,78434.00,,0.00,--,,,--,,,,,--,--,--,0.39,,,844487.00,,2653780.00,,,1265422.00,,,,766053.00,,,,,,--,--,,,,1810866.00,766053.00,-83354.00,682699.00,--
114/10/28,112,3,2897,王道銀行,,,,,,,,,3515767.00,,,,,647537.00,,--,--,,,--,,,,,2901259.00,--,1532086.00,0.74,,,3597921.00,,1649477.00,,,393336.00,,,,2950384.00,,,,,,2142957.00,807427.00,,,,5857547.00,2950384.00,1482961.00,4433345.00,--
114/10/28,112,3,5876,上海商銀,,,,,,,,,13775593.00,,,,,3898083.00,,--,--,,,--,,,,,20415722.00,--,7683464.00,3.03,,,22113956.00,,29133969.00,,,2182552.00,,,,18215873.00,,,,,,14681813.00,3534060.00,,,,8938132.00,18215873.00,9883313.00,28099186.00,--
114/10/28,112,2,2801,彰銀,,,,,,,,,9664192.00,,,,,1589469.00,,--,--,,,--,,,,,12527754.00,--,--,0.65,,,8599717.00,,11117505.00,,,1452973.00,,,,7010248.00,,,,,,7010248.00,--,,,,8599377.00,7010248.00,5517506.00,12527754.00,--
114/10/28,112,2,2812,台中銀,,,,,,,,,3843194.00,,,,,605161.00,,--,--,,,--,,,,,4021012.00,--,--,0.59,,,3681670.00,,5546991.00,,,983584.00,,,,3076509.00,,,,,,3076509.00,--,,,,2961457.00,3076509.00,944503.00,4021012.00,--
114/10/28,112,2,2820,華票,,,,,,,,,260495.00,,,,,153021.00,,--,--,,,--,,,,,--,--,--,0.58,,,927874.00,,134561.00,,,-207.00,,,,774853.00,,,,,,--,--,,,,1053601.00,774853.00,630297.00,1405150.00,--
114/10/28,112,2,2834,臺企銀,,,,,,,,,7636965.00,,,,,1232068.00,,--,--,,,--,,,,,9422984.00,0.00,0.00,0.77,,,7434425.00,,9646077.00,,,829513.00,,,,6202357.00,,,,,,6202357.00,0.00,,,,6254826.00,6202357.00,3220627.00,9422984.00,0.00
114/10/28,112,2,2836,高雄銀,,,,,,,,,1397000.00,,,,,163313.00,,--,--,,,--,,,,,--,--,--,0.38,,,634014.00,,1301285.00,,,-84249.00,,,,470701.00,,,,,,--,--,,,,645480.00,470701.00,744262.00,1214963.00,--
114/10/28,112,2,2838,聯邦銀,,,,,,,,,5793236.00,,,,,447109.00,,--,--,,,--,,,,,4337350.00,--,5471.00,0.53,,,2947396.00,,4274449.00,,,377346.00,,,,2500287.00,,,,,,2494816.00,5471.00,,,,4843529.00,2500287.00,1842534.00,4342821.00,--
114/10/28,112,2,2845,遠東銀,,,,,,,,,3558267.00,,,,,299809.00,,--,--,,,--,,,,,2800135.00,--,--,0.50,,,2340053.00,,3381181.00,,,515527.00,,,,2040244.00,,,,,,2040244.00,--,,,,3032666.00,2040244.00,759891.00,2800135.00,--
114/10/28,112,2,2849,安泰銀,,,,,,,,,1555549.00,,,,,-52907.00,,0.00,--,,,--,,,,,--,--,--,0.04,,,19085.00,,1733629.00,,,1395591.00,,,,71992.00,,,,,,--,--,,,,1236596.00,71992.00,160454.00,232446.00,--
114/10/28,112,2,2897,王道銀行,,,,,,,,,2318324.00,,,,,481297.00,,0.00,--,,,--,,,,,2114111.00,--,1030013.00,0.50,,,2552087.00,,1032531.00,,,215643.00,,,,2070790.00,,,,,,1497880.00,572910.00,,,,4053523.00,2070790.00,1073334.00,3144124.00,--
114/10/28,112,2,5876,上海商銀,,,,,,,,,8987599.00,,,,,2472871.00,,--,--,,,--,,,,,12954529.00,--,3402649.00,2.01,,,14577837.00,,18671127.00,,,1375486.00,,,,12104966.00,,,,,,9769761.00,2335205.00,,,,6269795.00,12104966.00,4252212.00,16357178.00,--
114/10/28,112,1,1101,台泥,26295929.00,23826708.00,--,--,2469221.00,--,--,2469221.00,2303154.00,--,166067.00,1314822.00,1480889.00,475245.00,1005644.00,--,--,1005644.00,1500769.00,--,2506413.00,1407161.00,--,-401517.00,2900492.00,--,-394079.00,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,1,1102,亞泥,19208712.00,17229141.00,--,--,1979571.00,--,--,1979571.00,520464.00,--,1459107.00,1724424.00,3183531.00,416452.00,2767079.00,--,--,2767079.00,1236745.00,--,4003824.00,2687792.00,--,79287.00,3821000.00,--,182824.00,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,1,1103,嘉泥,651402.00,588712.00,--,--,62690.00,--,--,62690.00,118932.00,--,-56242.00,81713.00,25471.00,-412.00,25883.00,--,--,25883.00,979314.00,--,1005197.00,19993.00,--,5890.00,963251.00,--,41946.00,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,1,1104,環泥,1835530.00,1490975.00,--,--,344555.00,--,--,344555.00,150771.00,--,193784.00,121703.00,315487.00,35133.00,280354.00,--,--,280354.00,268708.00,--,549062.00,272932.00,--,7422.00,541644.00,--,7418.00,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,1,1108,幸福,1092665.00,891334.00,--,--,201331.00,--,--,201331.00,57883.00,1900.00,145348.00,10848.00,156196.00,28982.00,127214.00,--,--,127214.00,998.00,--,128212.00,127214.00,--,--,128212.00,--,--,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,1,1109,信大,1334158.00,1069568.00,--,--,264590.00,--,--,264590.00,77899.00,--,186691.00,31064.00,217755.00,51258.00,166497.00,--,--,166497.00,26935.00,--,193432.00,141697.00,--,24800.00,159601.00,--,33831.00,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
