出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,收入,支出,繼續營業單位稅前淨利（淨損）,其他綜合損益,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,利息以外淨損益,繼續營業單位本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益
114/10/28,112,4,3060,銘異,2655528.00,2432649.00,--,--,222879.00,--,--,222879.00,439933.00,--,-217054.00,4914.00,-212140.00,21622.00,-233762.00,--,--,-233762.00,-73223.00,--,-306985.00,-215646.00,--,-18116.00,-288738.00,--,-18247.00,-1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3062,建漢,3805393.00,3795451.00,--,--,9942.00,--,--,9942.00,476499.00,--,-466557.00,101266.00,-365291.00,-48461.00,-316830.00,--,--,-316830.00,-1886.00,--,-318716.00,-316830.00,--,--,-318716.00,--,--,-0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3090,日電貿,10655709.00,9013500.00,--,--,1642209.00,--,--,1642209.00,769021.00,--,873188.00,49505.00,922693.00,202387.00,720306.00,0.00,--,720306.00,59027.00,--,779333.00,706306.00,--,14000.00,765463.00,--,13870.00,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3092,鴻碩,2159114.00,1845599.00,--,--,313515.00,--,--,313515.00,499616.00,-3132.00,-189233.00,-10184.00,-199417.00,-34338.00,-165079.00,--,--,-165079.00,-28610.00,--,-193689.00,-165079.00,--,--,-193689.00,--,--,-1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3094,聯傑,242572.00,78942.00,--,--,163630.00,--,--,163630.00,148631.00,--,14999.00,41351.00,56350.00,5606.00,50744.00,--,--,50744.00,317.00,--,51061.00,50744.00,--,--,51061.00,--,--,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3130,一零四,2329406.00,305783.00,--,--,2023623.00,--,--,2023623.00,1508629.00,--,514994.00,34964.00,549958.00,98394.00,451564.00,--,--,451564.00,-1237.00,--,450327.00,451564.00,--,0.00,450327.00,--,0.00,13.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3135,凌航,4221573.00,3997499.00,--,--,224074.00,--,--,224074.00,117082.00,--,106992.00,-9426.00,97566.00,19479.00,78087.00,--,--,78087.00,--,--,78087.00,--,--,--,--,--,--,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3138,耀登,1779638.00,1001578.00,--,--,778060.00,--,--,778060.00,550824.00,--,227236.00,41898.00,269134.00,63375.00,205759.00,--,--,205759.00,-9669.00,--,196090.00,206407.00,--,-648.00,196738.00,--,-648.00,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3149,正達,1859041.00,1796468.00,--,--,62573.00,--,--,62573.00,261812.00,--,-199239.00,81403.00,-117836.00,0.00,-117836.00,--,--,-117836.00,-1381.00,--,-119217.00,-117836.00,--,--,-119217.00,--,--,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3150,鈺寶-創,219393.00,116316.00,--,--,103077.00,--,--,103077.00,130431.00,--,-27354.00,3913.00,-23441.00,-934.00,-22507.00,--,--,-22507.00,-48.00,--,-22555.00,--,--,--,--,--,--,-0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3164,景岳,318015.00,106823.00,--,--,211192.00,--,--,211192.00,204204.00,--,6988.00,21175.00,28163.00,5732.00,22431.00,--,--,22431.00,-12881.00,--,9550.00,32991.00,--,-10560.00,22628.00,--,-13078.00,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3167,大量,1292276.00,965082.00,--,--,327194.00,--,--,327194.00,373396.00,--,-46202.00,64191.00,17989.00,6273.00,11716.00,--,--,11716.00,-36066.00,--,-24350.00,12822.00,--,-1106.00,-23244.00,--,-1106.00,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3168,眾福科,3916245.00,2986378.00,--,--,929867.00,0.00,2476.00,932343.00,535634.00,--,396709.00,1339.00,398048.00,83547.00,314501.00,--,--,314501.00,-5333.00,--,309168.00,278863.00,--,35638.00,272453.00,--,36715.00,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3189,景碩,26832187.00,20074681.00,--,--,6757506.00,--,--,6757506.00,5715259.00,--,1042247.00,383838.00,1426085.00,255683.00,1170402.00,--,--,1170402.00,-98057.00,--,1072345.00,47516.00,--,1122886.00,-14497.00,--,1086842.00,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3209,全科,56018922.00,53713108.00,--,--,2305814.00,--,--,2305814.00,1077326.00,--,1228488.00,-475696.00,752792.00,153362.00,599430.00,--,--,599430.00,12039.00,--,611469.00,596104.00,--,3326.00,608145.00,--,3324.00,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3229,晟鈦,928137.00,878016.00,--,--,50121.00,--,--,50121.00,81310.00,--,-31189.00,8067.00,-23122.00,2243.00,-25365.00,--,--,-25365.00,0.00,--,-25365.00,-25145.00,--,-220.00,-25145.00,--,-220.00,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3231,緯創,867057007.00,798074134.00,--,--,68982873.00,--,--,68982873.00,41592616.00,--,27390257.00,-3069563.00,24320694.00,6055409.00,18265285.00,--,--,18265285.00,736460.00,--,19001745.00,11471616.00,--,6793669.00,12138989.00,--,6862756.00,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3257,虹冠電,1073890.00,560213.00,--,--,513677.00,--,--,513677.00,234115.00,--,279562.00,14548.00,294110.00,44700.00,249410.00,--,--,249410.00,16718.00,--,266128.00,249410.00,--,--,266128.00,--,--,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3266,昇陽,4242350.00,3002296.00,--,--,1240054.00,--,--,1240054.00,494134.00,--,745920.00,-20694.00,725226.00,81011.00,644215.00,--,--,644215.00,-9094.00,--,635121.00,683723.00,--,-39508.00,680420.00,--,-45299.00,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3296,勝德,1490174.00,1199096.00,--,--,291078.00,--,--,291078.00,402515.00,--,-111437.00,21034.00,-90403.00,-2705.00,-87698.00,--,--,-87698.00,-18241.00,--,-105939.00,-87698.00,--,--,-105939.00,--,--,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3305,昇貿,6118600.00,5231993.00,--,--,886607.00,--,--,886607.00,502559.00,--,384048.00,-8481.00,375567.00,145295.00,230272.00,--,--,230272.00,-24042.00,--,206230.00,229624.00,--,648.00,205582.00,--,648.00,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3308,聯德,538650.00,364523.00,--,--,174127.00,--,--,174127.00,133621.00,--,40506.00,450973.00,491479.00,48200.00,443279.00,-26780.00,--,416499.00,-10892.00,--,405607.00,416515.00,--,-16.00,405623.00,--,-16.00,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3311,閎暉,2084426.00,1755022.00,--,--,329404.00,--,--,329404.00,248788.00,--,80616.00,89249.00,169865.00,50537.00,119328.00,--,--,119328.00,-37966.00,--,81362.00,119328.00,--,--,81362.00,--,--,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3312,弘憶股,15276756.00,14411104.00,--,--,865652.00,--,--,865652.00,456807.00,--,408845.00,-16537.00,392308.00,79501.00,312807.00,--,--,312807.00,-7553.00,--,305254.00,322385.00,--,-9578.00,314832.00,--,-9578.00,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3321,同泰,1541212.00,1553910.00,--,--,-12698.00,--,--,-12698.00,271847.00,--,-284545.00,21603.00,-262942.00,8043.00,-270985.00,--,--,-270985.00,-9337.00,--,-280322.00,-270985.00,--,--,-280322.00,--,--,-4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3338,泰碩,3811775.00,3024324.00,--,--,787451.00,--,--,787451.00,520920.00,--,266531.00,52429.00,318960.00,75666.00,243294.00,--,--,243294.00,-24480.00,--,218814.00,243294.00,--,--,218814.00,--,--,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3346,麗清,8473012.00,7250200.00,--,--,1222812.00,--,--,1222812.00,868838.00,0.00,353974.00,-40040.00,313934.00,3134.00,310800.00,--,--,310800.00,-48799.00,--,262001.00,310800.00,--,--,262001.00,--,--,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3356,奇偶,1264094.00,660348.00,--,--,603746.00,--,--,603746.00,468254.00,--,135492.00,194489.00,329981.00,37244.00,292737.00,--,--,292737.00,-973.00,--,291764.00,287177.00,--,5560.00,286286.00,--,5478.00,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3376,新日興,10067747.00,8262923.00,--,--,1804824.00,--,--,1804824.00,895940.00,--,908884.00,254286.00,1163170.00,355766.00,807404.00,--,--,807404.00,-8072.00,--,799332.00,807404.00,--,--,799332.00,--,--,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3380,明泰,28272191.00,23061018.00,--,--,5211173.00,--,--,5211173.00,4381903.00,--,829270.00,-21873.00,807397.00,167530.00,639867.00,--,--,639867.00,-30139.00,--,609728.00,547920.00,--,91947.00,505510.00,--,104218.00,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3406,玉晶光,21674701.00,13943954.00,--,--,7730747.00,--,--,7730747.00,3599822.00,--,4130925.00,366557.00,4497482.00,1412527.00,3084955.00,--,--,3084955.00,-307181.00,--,2777774.00,3072720.00,--,12235.00,2764382.00,--,13392.00,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3413,京鼎,13051357.00,9636790.00,--,--,3414567.00,--,--,3414567.00,1384534.00,--,2030033.00,482396.00,2512429.00,521961.00,1990468.00,--,--,1990468.00,4358.00,--,1994826.00,1990468.00,--,0.00,1994826.00,--,0.00,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3416,融程電,2598533.00,1559529.00,--,--,1039004.00,125.00,--,1038879.00,460903.00,--,577976.00,41276.00,619252.00,113300.00,505952.00,--,--,505952.00,27340.00,--,533292.00,505952.00,--,--,533292.00,--,--,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3419,譁裕,1401492.00,1180151.00,--,--,221341.00,--,--,221341.00,416061.00,-51.00,-194771.00,72167.00,-122604.00,3140.00,-125744.00,--,--,-125744.00,-22522.00,--,-148266.00,-120065.00,--,-5679.00,-142587.00,--,-5679.00,-1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3432,台端,16567.00,11267.00,--,--,5300.00,--,--,5300.00,33635.00,--,-28335.00,8686.00,-19649.00,1970.00,-21619.00,--,--,-21619.00,12466.00,--,-9153.00,-21619.00,--,--,-9153.00,--,--,-0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3437,榮創,1972624.00,1590023.00,--,--,382601.00,--,--,382601.00,548363.00,--,-165762.00,27561.00,-138201.00,9421.00,-147622.00,--,--,-147622.00,63788.00,--,-83834.00,-101333.00,--,-46289.00,-36556.00,--,-47278.00,-0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3443,創意,26240714.00,18265019.00,--,--,7975695.00,--,--,7975695.00,4006925.00,--,3968770.00,186510.00,4155280.00,647395.00,3507885.00,--,--,3507885.00,-11482.00,--,3496403.00,3507885.00,--,--,3496403.00,--,--,26.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3447,展達,2868678.00,2638896.00,--,--,229782.00,--,--,229782.00,320149.00,--,-90367.00,45298.00,-45069.00,20991.00,-66060.00,--,--,-66060.00,-9.00,--,-66069.00,-66060.00,--,--,-66069.00,--,--,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3450,聯鈞,5399197.00,4593894.00,--,--,805303.00,--,--,805303.00,616320.00,-7609.00,181374.00,85936.00,267310.00,135509.00,131801.00,--,--,131801.00,-40860.00,--,90941.00,-76156.00,--,207957.00,-95027.00,--,185968.00,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3454,晶睿,9162423.00,6807057.00,--,--,2355366.00,--,--,2355366.00,1932644.00,--,422722.00,152337.00,575059.00,64160.00,510899.00,--,--,510899.00,-1354.00,--,509545.00,489271.00,--,21628.00,487917.00,--,21628.00,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3481,群創,211740557.00,208631513.00,--,--,3109044.00,--,--,3109044.00,21817978.00,--,-18708934.00,2345803.00,-16363131.00,2235599.00,-18598730.00,--,--,-18598730.00,-1632336.00,--,-20231066.00,-18642539.00,--,43809.00,-20268820.00,--,37754.00,-2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3494,誠研,675907.00,637112.00,--,--,38795.00,--,--,38795.00,254614.00,--,-215819.00,-49584.00,-265403.00,12081.00,-277484.00,--,--,-277484.00,1292.00,--,-276192.00,-203990.00,--,-73494.00,-202698.00,--,-73494.00,-1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3501,維熹,5328786.00,4056348.00,--,--,1272438.00,--,--,1272438.00,659798.00,--,612640.00,78505.00,691145.00,183634.00,507511.00,--,--,507511.00,-85254.00,--,422257.00,507511.00,--,--,422257.00,--,--,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3504,揚明光,3010369.00,2693747.00,--,--,316622.00,--,--,316622.00,628119.00,--,-311497.00,22811.00,-288686.00,-939.00,-287747.00,--,--,-287747.00,-18440.00,--,-306187.00,-287300.00,--,-447.00,-305712.00,--,-475.00,-2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3515,華擎,18991845.00,15162327.00,--,--,3829518.00,--,--,3829518.00,2682347.00,--,1147171.00,70734.00,1217905.00,240351.00,977554.00,--,--,977554.00,-3167.00,--,974387.00,919041.00,--,58513.00,915874.00,--,58513.00,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3518,柏騰,382573.00,280415.00,--,--,102158.00,--,--,102158.00,158733.00,--,-56575.00,68743.00,12168.00,62083.00,-49915.00,--,--,-49915.00,-17494.00,--,-67409.00,-48409.00,--,-1506.00,-65271.00,--,-2138.00,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3528,安馳,6296358.00,5600786.00,--,--,695572.00,--,--,695572.00,317513.00,--,378059.00,-230303.00,147756.00,37927.00,109829.00,--,--,109829.00,2182.00,--,112011.00,--,--,--,--,--,--,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3530,晶相光,1663499.00,1707026.00,--,--,-43527.00,--,--,-43527.00,327925.00,--,-371452.00,23140.00,-348312.00,-61596.00,-286716.00,--,--,-286716.00,-715.00,--,-287431.00,-286716.00,--,--,-287431.00,--,--,-3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3532,台勝科,14876233.00,9849138.00,--,--,5027095.00,--,--,5027095.00,949049.00,--,4078046.00,223473.00,4301519.00,842678.00,3458841.00,--,--,3458841.00,-10803.00,--,3448038.00,3458841.00,--,--,3448038.00,--,--,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3533,嘉澤,24483463.00,13002401.00,--,--,11481062.00,--,--,11481062.00,4535113.00,--,6945949.00,574544.00,7520493.00,1793447.00,5727046.00,0.00,--,5727046.00,-316952.00,--,5410094.00,5593032.00,0.00,134014.00,5145430.00,--,264664.00,50.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3535,晶彩科,445675.00,242723.00,--,--,202952.00,--,--,202952.00,222364.00,--,-19412.00,8832.00,-10580.00,22421.00,-33001.00,--,--,-33001.00,-837.00,--,-33838.00,-33001.00,--,--,-33838.00,--,--,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3543,州巧,3252303.00,2679851.00,--,--,572452.00,--,--,572452.00,496662.00,--,75790.00,24732.00,100522.00,48140.00,52382.00,--,--,52382.00,-31736.00,--,20646.00,78621.00,--,-26239.00,51316.00,--,-30670.00,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3545,敦泰,13568371.00,10859718.00,--,--,2708653.00,--,--,2708653.00,2586008.00,--,122645.00,303072.00,425717.00,72702.00,353015.00,--,--,353015.00,-35314.00,--,317701.00,361919.00,--,-8904.00,326503.00,--,-8802.00,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3550,聯穎,3642580.00,3279021.00,--,--,363559.00,--,--,363559.00,724379.00,--,-360820.00,5882.00,-354938.00,7669.00,-362607.00,--,--,-362607.00,-42474.00,--,-405081.00,-362509.00,--,-98.00,-404833.00,--,-248.00,-4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3557,嘉威,4752422.00,2916970.00,--,--,1835452.00,--,--,1835452.00,1323113.00,--,512339.00,-10291.00,502048.00,115635.00,386413.00,--,--,386413.00,-22524.00,--,363889.00,386413.00,--,--,363889.00,--,--,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3563,牧德,1760590.00,715893.00,--,--,1044697.00,--,--,1044697.00,586483.00,--,458214.00,48013.00,506227.00,93608.00,412619.00,--,--,412619.00,-884.00,--,411735.00,425946.00,--,-13327.00,425602.00,--,-13867.00,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3576,聯合再生,12516227.00,14284087.00,--,--,-1767860.00,--,--,-1767860.00,1211783.00,--,-2979643.00,-713157.00,-3692800.00,222158.00,-3914958.00,--,--,-3914958.00,327722.00,--,-3587236.00,-3888981.00,--,-25977.00,-3566579.00,--,-20657.00,-2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3583,辛耘,6911981.00,4705858.00,--,--,2206123.00,4791.00,--,2201332.00,1483610.00,--,717722.00,142622.00,860344.00,210042.00,650302.00,--,--,650302.00,58294.00,--,708596.00,650302.00,--,--,708596.00,--,--,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3588,通嘉,1141594.00,712066.00,--,--,429528.00,--,--,429528.00,435233.00,--,-5705.00,30427.00,24722.00,-4142.00,28864.00,--,--,28864.00,-6388.00,--,22476.00,28864.00,--,--,22476.00,--,--,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3591,艾笛森,1991061.00,1479712.00,--,--,511349.00,--,--,511349.00,463556.00,--,47793.00,1620.00,49413.00,4911.00,44502.00,--,--,44502.00,-26263.00,--,18239.00,47528.00,--,-3026.00,21199.00,--,-2960.00,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3592,瑞鼎,18346622.00,13035858.00,--,--,5310764.00,--,--,5310764.00,3932218.00,--,1378546.00,168195.00,1546741.00,103950.00,1442791.00,--,--,1442791.00,-52016.00,--,1390775.00,1442791.00,--,--,1390775.00,--,--,19.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3593,力銘,879732.00,805185.00,--,--,74547.00,--,--,74547.00,117109.00,--,-42562.00,-30439.00,-73001.00,-3222.00,-69779.00,--,--,-69779.00,416.00,--,-69363.00,-69779.00,--,--,-69363.00,--,--,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3596,智易,51158122.00,43772840.00,--,--,7385282.00,--,--,7385282.00,4220915.00,--,3164367.00,35626.00,3199993.00,810387.00,2389606.00,--,--,2389606.00,2543.00,--,2392149.00,2420569.00,--,-30963.00,2426327.00,--,-34178.00,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3605,宏致,8486228.00,6734424.00,--,--,1751804.00,--,--,1751804.00,2082533.00,--,-330729.00,61037.00,-269692.00,-1504.00,-268188.00,--,--,-268188.00,-46476.00,--,-314664.00,-266543.00,--,-1645.00,-313086.00,--,-1578.00,-1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3607,谷崧,2637304.00,2408912.00,--,--,228392.00,--,--,228392.00,365054.00,--,-136662.00,96244.00,-40418.00,94.00,-40512.00,--,--,-40512.00,-32598.00,--,-73110.00,-44215.00,--,3703.00,-76209.00,--,3099.00,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3617,碩天,11731168.00,6138321.00,--,--,5592847.00,--,--,5592847.00,3778650.00,--,1814197.00,122807.00,1937004.00,462219.00,1474785.00,--,--,1474785.00,7621.00,--,1482406.00,1468530.00,--,6255.00,1476889.00,--,5517.00,16.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3622,洋華,1638979.00,1040801.00,--,--,598178.00,--,--,598178.00,241725.00,--,356453.00,228188.00,584641.00,-24913.00,609554.00,--,--,609554.00,621877.00,--,1231431.00,567534.00,--,42020.00,1189411.00,--,42020.00,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3645,達邁,1593021.00,1351660.00,--,--,241361.00,--,--,241361.00,367474.00,--,-126113.00,-15521.00,-141634.00,11851.00,-153485.00,--,--,-153485.00,-2272.00,--,-155757.00,-139268.00,--,-14217.00,-141540.00,--,-14217.00,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3652,精聯,2242442.00,1514988.00,--,--,727454.00,--,--,727454.00,698667.00,--,28787.00,20868.00,49655.00,8788.00,40867.00,--,--,40867.00,-548.00,--,40319.00,40612.00,--,255.00,40194.00,--,125.00,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3653,健策,12062664.00,8020245.00,--,--,4042419.00,--,--,4042419.00,1365457.00,--,2676962.00,108583.00,2785545.00,533839.00,2251706.00,--,--,2251706.00,51355.00,--,2303061.00,2298194.00,--,-46488.00,2361175.00,--,-58114.00,16.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3661,世芯-KY,30481576.00,23687225.00,--,--,6794351.00,--,--,6794351.00,3033079.00,--,3761272.00,436392.00,4197664.00,877148.00,3320516.00,--,--,3320516.00,-19138.00,--,3301378.00,3325170.00,--,-4654.00,3306032.00,--,-4654.00,45.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3665,貿聯-KY,51051791.00,38464979.00,--,--,12586812.00,--,--,12586812.00,8349633.00,--,4237179.00,-794759.00,3442420.00,1131643.00,2310777.00,--,--,2310777.00,109612.00,--,2420389.00,2317355.00,--,-6578.00,2427077.00,--,-6688.00,14.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3669,圓展,2484796.00,1070614.00,--,--,1414182.00,--,--,1414182.00,1308235.00,--,105947.00,152752.00,258699.00,8733.00,249966.00,--,--,249966.00,289515.00,--,539481.00,249966.00,--,--,539481.00,--,--,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3673,TPK-KY,69861231.00,66630943.00,--,--,3230288.00,--,--,3230288.00,3225505.00,--,4783.00,588058.00,592841.00,366755.00,226086.00,--,--,226086.00,-405269.00,--,-179183.00,208390.00,--,17696.00,-199725.00,--,20542.00,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3679,新至陞,3508729.00,2592872.00,--,--,915857.00,--,--,915857.00,444597.00,--,471260.00,199541.00,670801.00,183704.00,487097.00,--,--,487097.00,-62748.00,--,424349.00,487097.00,--,--,424349.00,--,--,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3686,達能,40973.00,41750.00,--,--,-777.00,--,--,-777.00,39795.00,--,-40572.00,11218.00,-29354.00,0.00,-29354.00,--,--,-29354.00,--,--,-29354.00,-29354.00,--,--,-29354.00,--,--,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3694,海華,9531300.00,8265853.00,--,--,1265447.00,--,--,1265447.00,951137.00,--,314310.00,23271.00,337581.00,4142.00,333439.00,--,--,333439.00,-19624.00,--,313815.00,333439.00,--,--,313815.00,--,--,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3701,大眾控,13283396.00,11227876.00,--,--,2055520.00,--,--,2055520.00,1401644.00,--,653876.00,126993.00,780869.00,154142.00,626727.00,--,--,626727.00,-97840.00,--,528887.00,332140.00,--,294587.00,284429.00,--,244458.00,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3702,大聯大,671888131.00,646502451.00,--,--,25385680.00,--,--,25385680.00,14990972.00,--,10394708.00,-112500.00,10282208.00,2084471.00,8197737.00,--,--,8197737.00,1891529.00,--,10089266.00,8109407.00,--,88330.00,10009282.00,--,79984.00,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3703,欣陸,30606844.00,26330971.00,--,--,4275873.00,--,--,4275873.00,2103274.00,--,2172599.00,-462329.00,1710270.00,379875.00,1330395.00,--,--,1330395.00,1386449.00,--,2716844.00,1716736.00,--,-386341.00,3087253.00,--,-370409.00,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3704,合勤控,30379982.00,23700843.00,--,--,6679139.00,--,--,6679139.00,5389897.00,--,1289242.00,267448.00,1556690.00,201098.00,1355592.00,--,--,1355592.00,6362.00,--,1361954.00,1341161.00,--,14431.00,1346587.00,--,15367.00,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,4,3705,永信,7027937.00,4050624.00,--,--,2977313.00,--,--,2977313.00,2047700.00,--,929613.00,207872.00,1137485.00,266314.00,871171.00,--,--,871171.00,-31142.00,--,840029.00,827304.00,--,43867.00,796455.00,--,43574.00,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
