出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,本期其他綜合損益（稅後淨額）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,收入,支出,其他綜合損益,利息以外淨收益,淨收益,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益
114/10/28,114,2,6220,岳豐,4289436.00,3107448.00,--,--,1181988.00,--,--,1181988.00,1140416.00,--,41572.00,-77162.00,-35590.00,20598.00,-56188.00,--,--,-56188.00,-394738.00,--,-450926.00,-56188.00,--,0.00,-450926.00,--,0.00,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6221,晉泰,2837105.00,2254888.00,--,--,582217.00,--,--,582217.00,301095.00,--,281122.00,-15883.00,265239.00,59365.00,205874.00,--,--,205874.00,-121589.00,--,84285.00,205874.00,--,0.00,84285.00,--,0.00,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6222,立軒,1956.00,1597.00,--,--,359.00,--,--,359.00,14095.00,--,-13736.00,3193.00,-10543.00,44.00,-10587.00,--,--,-10587.00,-3420.00,--,-14007.00,-10585.00,--,-2.00,-14005.00,--,-2.00,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6223,旺矽,6121483.00,2578879.00,--,--,3542604.00,--,--,3542604.00,1623198.00,--,1919406.00,-275450.00,1643956.00,288066.00,1355890.00,-4932.00,--,1350958.00,-15866.00,--,1335092.00,1352214.00,--,-1256.00,1335045.00,--,47.00,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6227,茂綸,8747978.00,8162441.00,--,--,585537.00,--,--,585537.00,329276.00,--,256261.00,-109611.00,146650.00,23852.00,122798.00,--,--,122798.00,-34646.00,--,88152.00,115341.00,0.00,7457.00,80695.00,0.00,7457.00,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6228,全譜,26813.00,16188.00,--,--,10625.00,--,--,10625.00,19343.00,--,-8718.00,-9062.00,-17780.00,0.00,-17780.00,--,--,-17780.00,-1382.00,--,-19162.00,-17780.00,--,--,-19162.00,--,--,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6229,研通,964539.00,859211.00,--,--,105328.00,--,--,105328.00,110593.00,197.00,-5068.00,-8477.00,-13545.00,-1998.00,-11547.00,--,--,-11547.00,-49065.00,--,-60612.00,-11547.00,--,--,-60612.00,--,--,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6231,系微,811327.00,220951.00,--,--,590376.00,--,--,590376.00,426080.00,--,164296.00,-3035.00,161261.00,36027.00,125234.00,--,--,125234.00,-41187.00,--,84047.00,125234.00,--,--,84047.00,--,--,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6233,旺玖,196421.00,117818.00,--,--,78603.00,--,--,78603.00,97735.00,--,-19132.00,6815.00,-12317.00,0.00,-12317.00,--,--,-12317.00,-16068.00,--,-28385.00,-12317.00,--,--,-28385.00,--,--,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6234,高僑,235025.00,218322.00,--,--,16703.00,--,--,16703.00,21068.00,--,-4365.00,-75131.00,-79496.00,-12770.00,-66726.00,--,--,-66726.00,-39718.00,--,-106444.00,-66726.00,--,--,-106444.00,--,--,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6236,中湛,20369.00,3542.00,--,--,16827.00,--,--,16827.00,16713.00,--,114.00,2668.00,2782.00,0.00,2782.00,--,--,2782.00,-515.00,--,2267.00,2782.00,--,--,2267.00,--,--,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6237,驊訊,202793.00,116005.00,--,--,86788.00,--,--,86788.00,216492.00,--,-129704.00,23758.00,-105946.00,250.00,-106196.00,--,--,-106196.00,-3572.00,--,-109768.00,-101514.00,--,-4682.00,-105086.00,--,-4682.00,-1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6240,松崗,22204.00,13118.00,--,--,9086.00,--,--,9086.00,13551.00,--,-4465.00,-21826.00,-26291.00,-2978.00,-23313.00,--,--,-23313.00,14076.00,--,-9237.00,-23313.00,--,--,-9237.00,--,--,-1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6241,易通展,374816.00,309052.00,--,--,65764.00,--,--,65764.00,80445.00,--,-14681.00,-5771.00,-20452.00,--,-20452.00,--,--,-20452.00,--,--,-20452.00,--,--,--,--,--,--,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6242,立康,299395.00,96663.00,--,--,202732.00,--,--,202732.00,151786.00,--,50946.00,2910.00,53856.00,11223.00,42633.00,--,--,42633.00,-2880.00,--,39753.00,42633.00,--,--,39753.00,--,--,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6244,茂迪,1461342.00,1205548.00,--,--,255794.00,--,--,255794.00,171257.00,--,84537.00,-597.00,83940.00,11179.00,72761.00,--,--,72761.00,-125360.00,--,-52599.00,71214.00,--,1547.00,-47634.00,--,-4965.00,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6245,立端,3312237.00,2258127.00,--,--,1054110.00,--,--,1054110.00,822615.00,--,231495.00,44596.00,276091.00,10510.00,265581.00,--,--,265581.00,-135989.00,--,129592.00,265581.00,--,--,129592.00,--,--,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6246,臺龍,776933.00,687179.00,--,--,89754.00,--,--,89754.00,78283.00,--,11471.00,11413.00,22884.00,21697.00,1187.00,--,--,1187.00,-51671.00,--,-50484.00,1187.00,--,--,-50484.00,--,--,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6248,沛波,4044497.00,3820602.00,--,--,223895.00,--,--,223895.00,138019.00,--,85876.00,10896.00,96772.00,18085.00,78687.00,--,--,78687.00,-46870.00,--,31817.00,78687.00,--,--,31817.00,--,--,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6259,百徽,246586.00,187323.00,--,--,59263.00,--,--,59263.00,43949.00,--,15314.00,-8039.00,7275.00,1465.00,5810.00,--,--,5810.00,-4807.00,--,1003.00,5799.00,--,11.00,992.00,--,11.00,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6261,久元,1949794.00,1408708.00,--,--,541086.00,--,--,541086.00,348793.00,30354.00,222647.00,-78504.00,144143.00,-1920.00,146063.00,0.00,--,146063.00,-160266.00,--,-14203.00,168816.00,--,-22753.00,26592.00,--,-40795.00,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6263,普萊德,938821.00,498218.00,--,--,440603.00,--,--,440603.00,143134.00,--,297469.00,10105.00,307574.00,55925.00,251649.00,--,--,251649.00,--,--,251649.00,251649.00,--,0.00,251649.00,--,0.00,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6264,富裔,31622.00,29087.00,--,--,2535.00,--,--,2535.00,55230.00,--,-52695.00,-6293.00,-58988.00,774.00,-59762.00,--,--,-59762.00,--,--,-59762.00,-52539.00,--,-7223.00,-52539.00,--,-7223.00,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6265,方方土昶,288826.00,272623.00,--,--,16203.00,--,--,16203.00,46768.00,--,-30565.00,-97410.00,-127975.00,1059.00,-129034.00,--,--,-129034.00,-6733.00,--,-135767.00,-129034.00,--,--,-135767.00,--,--,-1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6266,泰詠,1631833.00,1335105.00,--,--,296728.00,--,--,296728.00,102403.00,--,194325.00,-6279.00,188046.00,41464.00,146582.00,--,--,146582.00,-49394.00,--,97188.00,146582.00,--,--,97188.00,--,--,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6270,倍微,1566401.00,1448327.00,--,--,118074.00,--,--,118074.00,106065.00,--,12009.00,16261.00,28270.00,3722.00,24548.00,--,--,24548.00,-882754.00,--,-858206.00,24548.00,--,--,-858206.00,--,--,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6274,台燿,13152579.00,10184313.00,--,--,2968266.00,--,--,2968266.00,1180276.00,--,1787990.00,-13581.00,1774409.00,450731.00,1323678.00,--,--,1323678.00,-1097285.00,--,226393.00,1323678.00,--,--,226393.00,--,--,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6275,元山,2153945.00,1779362.00,--,--,374583.00,--,--,374583.00,296648.00,--,77935.00,-7037.00,70898.00,-23799.00,94697.00,--,--,94697.00,-26498.00,--,68199.00,95665.00,--,-968.00,69143.00,--,-944.00,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6276,安鈦克,782635.00,609356.00,--,--,173279.00,--,--,173279.00,153438.00,--,19841.00,-10102.00,9739.00,751.00,8988.00,--,--,8988.00,-3066.00,--,5922.00,8988.00,--,--,5922.00,--,0.00,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6279,胡連,4494953.00,3031102.00,--,--,1463851.00,--,--,1463851.00,682958.00,--,780893.00,-263561.00,517332.00,87697.00,429635.00,--,--,429635.00,-466657.00,--,-37022.00,425811.00,--,3824.00,-35887.00,--,-1135.00,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6284,佳邦,3873154.00,2857472.00,--,--,1015682.00,--,--,1015682.00,617935.00,--,397747.00,-134173.00,263574.00,57444.00,206130.00,--,--,206130.00,-407527.00,--,-201397.00,207874.00,--,-1744.00,-199653.00,--,-1744.00,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6290,良維,4954179.00,3453588.00,--,--,1500591.00,--,--,1500591.00,556227.00,31301.00,975665.00,-187514.00,788151.00,203325.00,584826.00,--,--,584826.00,-358767.00,--,226059.00,575855.00,--,8971.00,236627.00,--,-10568.00,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6291,沛亨,958408.00,659463.00,--,--,298945.00,--,--,298945.00,175915.00,--,123030.00,-56433.00,66597.00,16394.00,50203.00,--,--,50203.00,-25404.00,--,24799.00,57805.00,0.00,-7602.00,37169.00,0.00,-12370.00,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6292,迅德,452435.00,285726.00,--,--,166709.00,--,--,166709.00,139443.00,4135.00,31401.00,-31214.00,187.00,82.00,105.00,0.00,--,105.00,-59696.00,--,-59591.00,105.00,--,--,-59591.00,--,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6294,智基,541126.00,331264.00,--,--,209862.00,--,--,209862.00,126473.00,--,83389.00,-4715.00,78674.00,20277.00,58397.00,--,--,58397.00,--,--,58397.00,58397.00,--,--,58397.00,--,--,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6411,晶焱,1194280.00,708127.00,--,--,486153.00,--,--,486153.00,367552.00,--,118601.00,2798.00,121399.00,21770.00,99629.00,--,--,99629.00,-4411.00,--,95218.00,117337.00,--,-17708.00,121387.00,--,-26169.00,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6417,韋僑,777680.00,530384.00,--,--,247296.00,--,--,247296.00,114417.00,--,132879.00,-29328.00,103551.00,22740.00,80811.00,--,--,80811.00,-71.00,--,80740.00,80811.00,--,--,80740.00,--,--,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6418,詠昇,389405.00,306517.00,--,--,82888.00,--,--,82888.00,64597.00,--,18291.00,3146.00,21437.00,1045.00,20392.00,--,--,20392.00,-18462.00,--,1930.00,20392.00,--,--,1930.00,--,--,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6419,京晨科,254429.00,186360.00,--,--,68069.00,--,--,68069.00,42433.00,--,25636.00,-27551.00,-1915.00,7295.00,-9210.00,--,--,-9210.00,-10289.00,--,-19499.00,-9210.00,--,0.00,-19499.00,--,0.00,-0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6425,易發,639647.00,477372.00,--,--,162275.00,--,--,162275.00,237428.00,--,-75153.00,-40527.00,-115680.00,-19507.00,-96173.00,--,--,-96173.00,-4023.00,--,-100196.00,-97402.00,--,1229.00,-101425.00,--,1229.00,-2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6432,今展科,563667.00,435912.00,--,--,127755.00,--,--,127755.00,107974.00,--,19781.00,-35483.00,-15702.00,-3516.00,-12186.00,--,--,-12186.00,-47221.00,--,-59407.00,-12186.00,--,--,-59407.00,--,--,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6435,大中,1710580.00,1367651.00,--,--,342929.00,--,--,342929.00,181534.00,--,161395.00,-2691.00,158704.00,28567.00,130137.00,--,--,130137.00,9069.00,--,139206.00,--,--,--,--,--,--,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6441,廣錠,165012.00,158252.00,--,--,6760.00,--,--,6760.00,139774.00,--,-133014.00,-29562.00,-162576.00,-1629.00,-160947.00,--,--,-160947.00,23.00,--,-160924.00,-159028.00,--,-1919.00,-159005.00,--,-1919.00,-2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6461,益得,95423.00,110426.00,--,--,-15003.00,--,--,-15003.00,89100.00,--,-104103.00,-10665.00,-114768.00,6804.00,-121572.00,--,--,-121572.00,--,--,-121572.00,--,--,--,--,--,--,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6462,神盾,2275577.00,1376370.00,--,--,899207.00,--,--,899207.00,1643403.00,--,-744196.00,-245827.00,-990023.00,-50458.00,-939565.00,--,--,-939565.00,-587003.00,--,-1526568.00,-590020.00,--,-349545.00,-1119722.00,--,-406846.00,-6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6465,威潤,87557.00,62437.00,--,--,25120.00,--,--,25120.00,53986.00,--,-28866.00,-7543.00,-36409.00,-772.00,-35637.00,--,--,-35637.00,-513.00,--,-36150.00,-35637.00,--,--,-36150.00,--,--,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6469,大樹,9451600.00,6767977.00,--,--,2683623.00,--,--,2683623.00,2293119.00,--,390504.00,8487.00,398991.00,86125.00,312866.00,--,--,312866.00,-19355.00,--,293511.00,320219.00,--,-7353.00,302725.00,--,-9214.00,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6470,宇智,1084306.00,894278.00,--,--,190028.00,--,--,190028.00,80008.00,--,110020.00,-103162.00,6858.00,1988.00,4870.00,--,--,4870.00,-2841.00,--,2029.00,4870.00,--,--,2029.00,--,--,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6482,弘煜科,271647.00,6694.00,--,--,264953.00,--,--,264953.00,212103.00,--,52850.00,-8727.00,44123.00,16201.00,27922.00,--,--,27922.00,-2122.00,--,25800.00,27467.00,--,455.00,25487.00,--,313.00,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6485,點序,729999.00,375349.00,--,--,354650.00,--,--,354650.00,354096.00,--,554.00,4899.00,5453.00,-8770.00,14223.00,--,--,14223.00,--,--,14223.00,14223.00,--,--,14223.00,--,--,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6486,互動,900573.00,552485.00,--,--,348088.00,--,--,348088.00,233331.00,--,114757.00,9366.00,124123.00,20498.00,103625.00,--,--,103625.00,-926.00,--,102699.00,102843.00,0.00,782.00,101917.00,0.00,782.00,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6488,環球晶,31602431.00,23367569.00,--,--,8234862.00,--,--,8234862.00,3207508.00,--,5027354.00,-605392.00,4421962.00,1284404.00,3137558.00,--,--,3137558.00,-6415845.00,--,-3278287.00,3138025.00,--,-467.00,-3278121.00,--,-166.00,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6492,生華科,500.00,153.00,--,--,347.00,--,--,347.00,126248.00,--,-125901.00,8396.00,-117505.00,-3.00,-117502.00,--,--,-117502.00,-6459.00,--,-123961.00,-117502.00,--,--,-123961.00,--,--,-1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6494,九齊,576436.00,440294.00,--,--,136142.00,--,--,136142.00,172081.00,--,-35939.00,-24586.00,-60525.00,321.00,-60846.00,--,--,-60846.00,-2992.00,--,-63838.00,-60846.00,--,--,-63838.00,--,--,-1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6496,科懋,411894.00,241505.00,--,--,170389.00,--,--,170389.00,257547.00,--,-87158.00,697.00,-86461.00,2328.00,-88789.00,--,--,-88789.00,-5984.00,--,-94773.00,-88789.00,--,--,-94773.00,--,--,-1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6498,久禾光,559387.00,289408.00,--,--,269979.00,--,--,269979.00,94989.00,--,174990.00,-11491.00,163499.00,58723.00,104776.00,--,--,104776.00,-58907.00,--,45869.00,104776.00,--,--,45869.00,--,--,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6499,益安,212260.00,180245.00,--,--,32015.00,--,--,32015.00,406629.00,--,-374614.00,-4480.00,-379094.00,-244.00,-378850.00,--,--,-378850.00,-34904.00,--,-413754.00,-356153.00,--,-22697.00,-389270.00,--,-24484.00,-3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6506,雙邦,1003955.00,836358.00,--,--,167597.00,--,--,167597.00,92805.00,--,74792.00,-19679.00,55113.00,11023.00,44090.00,--,--,44090.00,0.00,--,44090.00,40718.00,--,3372.00,40718.00,--,3372.00,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6508,惠光,982752.00,759190.00,--,--,223562.00,--,--,223562.00,129864.00,2757.00,96455.00,-74692.00,21763.00,10805.00,10958.00,--,--,10958.00,-52652.00,--,-41694.00,10958.00,--,--,-41694.00,--,--,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6509,聚和,2591708.00,1795332.00,--,--,796376.00,--,--,796376.00,381706.00,--,414670.00,-16331.00,398339.00,117098.00,281241.00,--,--,281241.00,-248617.00,--,32624.00,281241.00,--,--,32624.00,--,--,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6510,精測,2368109.00,1069413.00,--,--,1298696.00,--,--,1298696.00,734752.00,0.00,563944.00,-34431.00,529513.00,98490.00,431023.00,--,--,431023.00,-28617.00,--,402406.00,436786.00,--,-5763.00,408169.00,--,-5763.00,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6512,啟發電,99561.00,71640.00,--,--,27921.00,--,--,27921.00,37055.00,--,-9134.00,-568.00,-9702.00,15.00,-9717.00,--,--,-9717.00,--,--,-9717.00,-9717.00,--,--,-9717.00,--,--,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6516,勤崴國際,253638.00,112110.00,--,--,141528.00,--,--,141528.00,106456.00,42.00,35114.00,13023.00,48137.00,10474.00,37663.00,--,--,37663.00,2387.00,--,40050.00,--,--,--,--,--,--,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6517,保勝光學,264054.00,162703.00,--,--,101351.00,--,--,101351.00,43374.00,--,57977.00,-49453.00,8524.00,1670.00,6854.00,--,--,6854.00,--,--,6854.00,6854.00,--,--,6854.00,--,--,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6523,達爾膚,572669.00,170742.00,--,--,401927.00,--,--,401927.00,164558.00,--,237369.00,-30015.00,207354.00,55683.00,151671.00,--,--,151671.00,--,--,151671.00,151671.00,--,--,151671.00,--,--,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6527,明達醫,480930.00,312097.00,--,--,168833.00,--,--,168833.00,71259.00,--,97574.00,-15584.00,81990.00,7374.00,74616.00,--,--,74616.00,0.00,--,74616.00,74616.00,--,--,74616.00,--,--,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6530,創威,159872.00,86464.00,--,--,73408.00,--,--,73408.00,34452.00,--,38956.00,-4190.00,34766.00,6953.00,27813.00,--,--,27813.00,--,--,27813.00,--,--,--,--,--,--,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6532,瑞耘,355874.00,230171.00,--,--,125703.00,--,--,125703.00,38046.00,--,87657.00,-25685.00,61972.00,13903.00,48069.00,--,--,48069.00,-10719.00,--,37350.00,48069.00,0.00,0.00,37350.00,0.00,0.00,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6535,順藥,11076.00,4042.00,--,--,7034.00,--,--,7034.00,224637.00,--,-217603.00,-37778.00,-255381.00,0.00,-255381.00,--,--,-255381.00,-112.00,--,-255493.00,-252102.00,--,-3279.00,-252214.00,--,-3279.00,-1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6538,倉和,814826.00,542696.00,--,--,272130.00,--,--,272130.00,175104.00,--,97026.00,-24607.00,72419.00,18241.00,54178.00,--,--,54178.00,-86537.00,--,-32359.00,54178.00,--,--,-32359.00,--,--,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6542,隆中,423992.00,96356.00,--,--,327636.00,--,--,327636.00,319737.00,--,7899.00,-14663.00,-6764.00,1644.00,-8408.00,--,--,-8408.00,-23443.00,--,-31851.00,-6006.00,--,-2402.00,-29235.00,--,-2616.00,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6546,正基,1211687.00,933216.00,--,--,278471.00,--,--,278471.00,147248.00,--,131223.00,-81037.00,50186.00,2243.00,47943.00,--,--,47943.00,-24052.00,--,23891.00,47522.00,--,421.00,23470.00,--,421.00,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6547,高端疫苗,260302.00,84191.00,--,--,176111.00,--,--,176111.00,271212.00,--,-95101.00,-25831.00,-120932.00,0.00,-120932.00,--,--,-120932.00,-74287.00,--,-195219.00,-120932.00,--,--,-195219.00,--,--,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6548,長科*,6429081.00,5052035.00,--,--,1377046.00,--,--,1377046.00,604635.00,--,772411.00,-121107.00,651304.00,110249.00,541055.00,--,--,541055.00,-1084714.00,--,-543659.00,518779.00,--,22276.00,-538520.00,--,-5139.00,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6556,勝品,679522.00,438214.00,--,--,241308.00,--,--,241308.00,118206.00,--,123102.00,-7877.00,115225.00,27336.00,87889.00,--,--,87889.00,-3699.00,--,84190.00,88601.00,--,-712.00,87093.00,--,-2903.00,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6560,欣普羅,83879.00,56816.00,--,--,27063.00,--,--,27063.00,42511.00,--,-15448.00,-24272.00,-39720.00,-7967.00,-31753.00,--,--,-31753.00,--,--,-31753.00,--,--,--,--,--,--,-1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6561,是方,2080769.00,934748.00,--,--,1146021.00,--,--,1146021.00,292584.00,0.00,853437.00,-42036.00,811401.00,167915.00,643486.00,--,--,643486.00,-5975.00,--,637511.00,642039.00,--,1447.00,636668.00,--,843.00,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6568,宏觀,559760.00,335011.00,--,--,224749.00,155.00,--,224594.00,147038.00,--,77556.00,-19491.00,58065.00,14430.00,43635.00,--,--,43635.00,-2315.00,--,41320.00,43635.00,--,--,41320.00,--,--,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6569,醫揚,667410.00,450227.00,--,--,217183.00,--,--,217183.00,191192.00,--,25991.00,7231.00,33222.00,1713.00,31509.00,--,--,31509.00,28409.00,--,59918.00,31547.00,--,-38.00,59956.00,--,-38.00,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6570,維田,458504.00,300486.00,--,--,158018.00,--,--,158018.00,124500.00,--,33518.00,-10552.00,22966.00,4733.00,18233.00,--,--,18233.00,-18949.00,--,-716.00,18233.00,--,--,-716.00,--,--,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6574,霈方,302240.00,104558.00,--,--,197682.00,--,--,197682.00,117230.00,--,80452.00,-3918.00,76534.00,18207.00,58327.00,--,--,58327.00,-1939.00,--,56388.00,58327.00,--,--,56388.00,--,--,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6576,逸達,222109.00,115055.00,--,--,107054.00,--,--,107054.00,718751.00,--,-611697.00,-15267.00,-626964.00,-4460.00,-622504.00,--,--,-622504.00,-38703.00,--,-661207.00,-622504.00,--,--,-661207.00,--,--,-4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6577,勁豐,1042283.00,689373.00,--,--,352910.00,--,--,352910.00,140650.00,--,212260.00,-62465.00,149795.00,34275.00,115520.00,--,--,115520.00,-48930.00,--,66590.00,115520.00,--,--,66590.00,--,--,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6578,達邦蛋白,159466.00,125220.00,--,--,34246.00,--,--,34246.00,30117.00,--,4129.00,-18502.00,-14373.00,-1690.00,-12683.00,--,--,-12683.00,-16861.00,--,-29544.00,-12683.00,--,--,-29544.00,--,--,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,6584,南俊國際,1100737.00,754586.00,--,--,346151.00,--,--,346151.00,176935.00,--,169216.00,-40906.00,128310.00,54638.00,73672.00,--,--,73672.00,-41033.00,--,32639.00,73672.00,--,--,32639.00,--,--,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
