出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,權益－具證券性質之虛擬通貨,保留盈餘（或累積虧損）,歸屬於母公司業主權益合計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,權益總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益
114/10/28,114,1,4116,明基醫,3142611.00,2155217.00,5297828.00,1868528.00,1173946.00,3042474.00,445660.00,--,297921.00,329332.00,301.00,--,1073214.00,0.00,--,1182140.00,2255354.00,--,0.00,0.00,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4120,友華,3644408.00,8177610.00,11822018.00,3281949.00,2350294.00,5632243.00,867471.00,--,271263.00,2170558.00,2197630.00,--,5506922.00,--,--,682853.00,6189775.00,--,0.00,0.00,63.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4121,優盛,2116079.00,2082245.00,4198324.00,1009717.00,1105126.00,2114843.00,854910.00,--,322957.00,334748.00,-31195.00,--,1481420.00,--,--,602061.00,2083481.00,--,0.00,0.00,17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4123,晟德,3216365.00,22336867.00,25553232.00,3770757.00,3154734.00,6925491.00,7249768.00,--,5536866.00,6007421.00,43331.00,-209651.00,18627735.00,--,--,6.00,18627741.00,--,0.00,4552679.00,25.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4126,太醫,1896668.00,2102162.00,3998830.00,498407.00,425468.00,923875.00,726000.00,--,344801.00,2004154.00,0.00,--,--,--,--,--,3074955.00,--,0.00,0.00,42.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4127,天良,319348.00,745249.00,1064597.00,564369.00,2173.00,566542.00,457600.00,--,0.00,50550.00,-10095.00,0.00,498055.00,--,--,--,498055.00,--,0.00,0.00,10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4128,中天,3038991.00,10180406.00,13219397.00,467430.00,1492627.00,1960057.00,5881706.00,--,4986269.00,-1317347.00,140429.00,--,9691057.00,--,--,1568283.00,11259340.00,--,0.00,0.00,16.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4129,聯合,3913544.00,3286583.00,7200127.00,2429274.00,586949.00,3016223.00,964367.00,--,2223879.00,919485.00,-24598.00,--,4083133.00,--,--,100771.00,4183904.00,0.00,0.00,0.00,42.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4130,健亞,745609.00,844655.00,1590264.00,155931.00,4333.00,160264.00,1126571.00,--,210664.00,148070.00,-29587.00,-25718.00,1430000.00,--,--,--,1430000.00,0.00,0.00,1137000.00,12.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4131,浩泰,255614.00,299070.00,554684.00,165757.00,71304.00,237061.00,395000.00,--,154102.00,-221505.00,-32148.00,--,295449.00,--,--,22174.00,317623.00,--,0.00,0.00,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4138,曜亞,1909710.00,1053783.00,2963493.00,959567.00,358306.00,1317873.00,363000.00,--,627357.00,364215.00,62222.00,--,1416794.00,--,--,228826.00,1645620.00,0.00,0.00,0.00,39.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4139,馬光-KY,368495.00,1103866.00,1472361.00,651119.00,323587.00,974706.00,425499.00,--,0.00,-29437.00,55849.00,--,451911.00,--,--,45744.00,497655.00,--,0.00,0.00,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4147,中裕,3342765.00,1587667.00,4930432.00,138615.00,785437.00,924052.00,2731192.00,--,2458474.00,-1162189.00,-21097.00,--,4006380.00,--,--,--,4006380.00,0.00,0.00,0.00,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4153,鈺緯,1061989.00,272155.00,1334144.00,366472.00,3402.00,369874.00,600906.00,--,351617.00,62321.00,-4587.00,-45987.00,964270.00,--,--,--,964270.00,--,0.00,1422394.00,16.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4154,樂威科-KY,146136.00,260659.00,406795.00,149458.00,48964.00,198422.00,308276.00,--,38229.00,-147574.00,517.00,--,199448.00,--,--,8925.00,208373.00,--,0.00,0.00,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4157,太景*-KY,1090168.00,84015.00,1174183.00,86665.00,41652.00,128317.00,20942.00,--,455430.00,617948.00,-48454.00,--,1045866.00,--,--,--,1045866.00,--,0.00,0.00,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4160,訊聯基因,575825.00,159595.00,735420.00,166228.00,367.00,166595.00,266903.00,--,55292.00,105482.00,140833.00,--,568510.00,--,--,315.00,568825.00,0.00,0.00,0.00,21.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4161,聿新科,844987.00,624248.00,1469235.00,431405.00,129586.00,560991.00,529408.00,--,287484.00,123081.00,-35446.00,--,904527.00,--,--,3717.00,908244.00,0.00,0.00,0.00,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4162,智擎,5933548.00,19608.00,5953156.00,444729.00,6148.00,450877.00,1456776.00,--,1615939.00,2563199.00,-225.00,-133410.00,--,--,--,--,5502279.00,0.00,0.00,2000000.00,38.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4163,鐿鈦,2198245.00,2523000.00,4721245.00,920421.00,1199020.00,2119441.00,497197.00,--,453109.00,1605136.00,-22951.00,--,2532491.00,--,--,69313.00,2601804.00,4500.00,0.00,0.00,50.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4166,友霖,786897.00,1750192.00,2537089.00,464859.00,232944.00,697803.00,2230351.00,--,1130328.00,-1528571.00,7178.00,--,1839286.00,--,--,--,1839286.00,--,0.00,0.00,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4167,松瑞藥,3085247.00,1158134.00,4243381.00,171762.00,170394.00,342156.00,3173991.00,--,135127.00,585053.00,--,--,3894171.00,--,--,7054.00,3901225.00,--,0.00,0.00,12.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4168,醣聯,467382.00,828208.00,1295590.00,287932.00,5357.00,293289.00,1082081.00,--,201066.00,-273846.00,-7000.00,--,1002301.00,--,--,--,1002301.00,432000.00,0.00,0.00,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4171,瑞基,592920.00,457149.00,1050069.00,237168.00,97495.00,334663.00,574575.00,--,144896.00,-17810.00,1655.00,--,703316.00,--,--,12090.00,715406.00,0.00,0.00,0.00,12.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4173,久裕,4750866.00,621822.00,5372688.00,3388256.00,128940.00,3517196.00,745744.00,--,655420.00,209348.00,244980.00,--,1855492.00,--,--,--,1855492.00,0.00,0.00,0.00,24.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4174,浩鼎,2768183.00,2125901.00,4894084.00,219066.00,398660.00,617726.00,2631594.00,--,9102178.00,-8390584.00,-10371.00,-26528.00,3306289.00,--,--,970069.00,4276358.00,0.00,0.00,190845.00,12.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4175,杏一,2172679.00,4898559.00,7071238.00,2603319.00,2953425.00,5556744.00,423233.00,--,749206.00,331932.00,5102.00,--,1509473.00,--,--,5021.00,1514494.00,--,0.00,0.00,35.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4183,福永生技,373309.00,176877.00,550186.00,141702.00,102753.00,244455.00,238000.00,--,31600.00,36131.00,0.00,--,--,--,--,--,305731.00,--,0.00,0.00,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4188,安克,452330.00,210466.00,662796.00,18998.00,4430.00,23428.00,633329.00,--,141648.00,-212942.00,-13971.00,--,548064.00,--,--,91304.00,639368.00,--,0.00,0.00,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4192,杏國,248746.00,55555.00,304301.00,24447.00,0.00,24447.00,351645.00,--,66907.00,-67940.00,-70758.00,--,279854.00,--,--,--,279854.00,--,0.00,0.00,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4198,欣大健康,323801.00,121879.00,445680.00,103821.00,28003.00,131824.00,241080.00,--,40000.00,-32984.00,7947.00,--,256043.00,--,--,57813.00,313856.00,0.00,0.00,0.00,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4205,中華食,1506240.00,1056918.00,2563158.00,281690.00,92118.00,373808.00,887720.00,--,51989.00,1249065.00,576.00,--,--,--,--,--,2189350.00,0.00,0.00,0.00,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4207,環泰,2953332.00,3223181.00,6176513.00,1319321.00,1109385.00,2428706.00,1985380.00,--,57414.00,715519.00,-138631.00,--,2619682.00,--,--,1128125.00,3747807.00,--,0.00,0.00,13.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4303,信立,2183602.00,2680303.00,4863905.00,1065015.00,175869.00,1240884.00,788378.00,--,191457.00,2170525.00,-450.00,--,3149910.00,--,--,473111.00,3623021.00,0.00,0.00,0.00,39.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4304,勝昱,235753.00,161899.00,397652.00,369178.00,5787.00,374965.00,360380.00,--,0.00,-331322.00,-6371.00,0.00,22687.00,--,--,0.00,22687.00,0.00,0.00,0.00,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4305,世坤,1189179.00,286991.00,1476170.00,187517.00,9538.00,197055.00,550140.00,--,75.00,728900.00,--,--,--,--,--,--,1279115.00,0.00,0.00,0.00,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4401,東隆興,2660285.00,3250522.00,5910807.00,2185575.00,950390.00,3135965.00,1226920.00,--,167271.00,1367619.00,-42244.00,--,2719566.00,--,--,55276.00,2774842.00,--,0.00,0.00,22.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4402,郡都開發,279452.00,339168.00,618620.00,9227.00,5566.00,14793.00,679918.00,--,0.00,-233515.00,157424.00,--,603827.00,--,--,0.00,603827.00,--,0.00,0.00,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4406,新昕纖,380353.00,521422.00,901775.00,281346.00,37616.00,318962.00,519120.00,--,40320.00,-64331.00,87704.00,0.00,--,--,--,--,582813.00,0.00,0.00,0.00,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4413,飛寶企業,349485.00,145964.00,495449.00,78136.00,86159.00,164295.00,313147.00,--,0.00,18828.00,-821.00,--,331154.00,--,--,--,331154.00,--,0.00,0.00,10.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4416,三圓,12040308.00,2836897.00,14877205.00,5773859.00,7458688.00,13232547.00,735861.00,--,926518.00,557835.00,4300.00,-579856.00,1644658.00,--,--,--,1644658.00,--,0.00,4971687.00,23.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4417,金洲,3038149.00,2254194.00,5292343.00,1187358.00,481234.00,1668592.00,839713.00,--,38917.00,2402388.00,-113014.00,--,3168004.00,--,--,455747.00,3623751.00,--,0.00,0.00,37.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4419,皇家美食,574353.00,2630794.00,3205147.00,1022987.00,913834.00,1936821.00,1691631.00,--,330980.00,-828322.00,-233.00,--,1194056.00,--,--,74270.00,1268326.00,--,0.00,0.00,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4420,光明,734617.00,1319060.00,2053677.00,503211.00,64750.00,567961.00,404550.00,--,203158.00,878036.00,-28.00,0.00,--,--,0.00,--,1485716.00,0.00,0.00,0.00,36.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4430,耀億,1633852.00,2043205.00,3677057.00,1285038.00,554509.00,1839547.00,562736.00,--,734559.00,627535.00,-87320.00,--,1837510.00,--,--,--,1837510.00,0.00,0.00,0.00,32.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4432,銘旺實,1397599.00,323283.00,1720882.00,252465.00,16809.00,269274.00,505890.00,--,371339.00,630943.00,-56564.00,--,1451608.00,--,--,--,1451608.00,0.00,0.00,0.00,28.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4433,興采,2208704.00,4517040.00,6725744.00,2072700.00,2556790.00,4629490.00,612998.00,--,961837.00,399966.00,-10315.00,-25914.00,1938572.00,--,--,157682.00,2096254.00,0.00,0.00,860000.00,32.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4442,竣邦-KY,814097.00,160103.00,974200.00,311689.00,8580.00,320269.00,279429.00,--,199806.00,167255.00,7441.00,--,653931.00,--,--,--,653931.00,--,0.00,0.00,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4502,健信,1020228.00,1378197.00,2398425.00,776256.00,919022.00,1695278.00,574697.00,--,275558.00,-158811.00,8667.00,0.00,700111.00,--,--,3036.00,703147.00,0.00,0.00,0.00,12.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4503,金雨,1182174.00,481878.00,1664052.00,109305.00,40602.00,149907.00,783133.00,--,904287.00,-189547.00,11524.00,--,1509397.00,--,--,4748.00,1514145.00,--,0.00,0.00,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4506,崇友,7731887.00,2665937.00,10397824.00,4544161.00,38398.00,4582559.00,1770120.00,--,63404.00,4039235.00,-57176.00,0.00,5815583.00,--,--,-318.00,5815265.00,0.00,0.00,0.00,32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4510,高鋒,2122001.00,2432247.00,4554248.00,1199488.00,1359838.00,2559326.00,1080107.00,--,330077.00,409688.00,172375.00,--,1992247.00,--,--,2675.00,1994922.00,0.00,0.00,0.00,18.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4513,福裕,2536824.00,1302380.00,3839204.00,1045113.00,1480174.00,2525287.00,1143619.00,--,178300.00,-8334.00,332.00,--,1313917.00,--,--,--,1313917.00,--,0.00,0.00,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4523,永彰,1042965.00,1331700.00,2374665.00,1070521.00,356907.00,1427428.00,650780.00,--,367098.00,-248347.00,-173979.00,--,595552.00,--,--,351685.00,947237.00,--,0.00,0.00,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4527,方方土霖,2464912.00,789147.00,3254059.00,1398908.00,146982.00,1545890.00,761524.00,--,128616.00,766922.00,-56470.00,--,1600592.00,--,--,107577.00,1708169.00,0.00,0.00,0.00,21.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4528,江興鍛,1372300.00,2335944.00,3708244.00,807071.00,605150.00,1412221.00,841657.00,--,16775.00,1487761.00,-50170.00,0.00,2296023.00,--,--,0.00,2296023.00,0.00,0.00,0.00,27.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4529,淳紳,139589.00,160391.00,299980.00,19448.00,440.00,19888.00,845491.00,--,14509.00,-460633.00,-119816.00,--,279551.00,--,--,541.00,280092.00,--,0.00,0.00,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4530,宏易,311259.00,139623.00,450882.00,122453.00,57451.00,179904.00,694373.00,--,--,-426266.00,-19812.00,--,248295.00,--,--,22683.00,270978.00,--,0.00,0.00,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4533,協易機,5122053.00,1230013.00,6352066.00,2538975.00,1241595.00,3780570.00,1584341.00,--,184982.00,889925.00,-87752.00,--,2571496.00,--,--,--,2571496.00,--,0.00,0.00,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4534,慶騰,799431.00,573508.00,1372939.00,555290.00,125500.00,680790.00,867889.00,--,59249.00,-198751.00,-36238.00,--,692149.00,--,--,0.00,692149.00,--,0.00,0.00,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4535,至興,2226088.00,1109615.00,3335703.00,325634.00,38408.00,364042.00,756617.00,--,150801.00,1737298.00,-52121.00,0.00,2592595.00,--,--,379066.00,2971661.00,0.00,0.00,0.00,34.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4538,大詠城,445634.00,511905.00,957539.00,80183.00,3287.00,83470.00,587730.00,--,100243.00,186096.00,--,--,--,--,--,--,874069.00,0.00,0.00,0.00,14.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4541,晟田,1969071.00,1985490.00,3954561.00,1030195.00,1311077.00,2341272.00,676471.00,--,832312.00,104506.00,--,--,--,--,--,--,1613289.00,0.00,0.00,0.00,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4542,科嶠,1064114.00,557731.00,1621845.00,549922.00,410254.00,960176.00,323234.00,--,213989.00,87803.00,29927.00,--,654953.00,--,--,6716.00,661669.00,0.00,0.00,0.00,20.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4543,萬在,1219544.00,1434773.00,2654317.00,584099.00,291642.00,875741.00,597723.00,--,309560.00,875663.00,-4370.00,0.00,1778576.00,--,--,--,1778576.00,--,0.00,0.00,29.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4549,桓達,1870466.00,949236.00,2819702.00,230814.00,554571.00,785385.00,558848.00,--,445121.00,1048398.00,-18148.00,--,2034219.00,--,--,98.00,2034317.00,--,0.00,0.00,36.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4550,長佳,922947.00,721470.00,1644417.00,501777.00,158340.00,660117.00,378387.00,--,116849.00,500336.00,-11272.00,--,984300.00,--,--,--,984300.00,--,0.00,0.00,26.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4554,橙的,646842.00,123641.00,770483.00,239939.00,48359.00,288298.00,232986.00,--,170884.00,83164.00,-4849.00,--,482185.00,--,--,--,482185.00,--,0.00,0.00,20.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4556,旭然,681401.00,931542.00,1612943.00,398837.00,372617.00,771454.00,423028.00,--,289202.00,123206.00,6053.00,--,841489.00,--,--,0.00,841489.00,0.00,0.00,0.00,19.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,1,4558,寶緯,1324752.00,1119958.00,2444710.00,930697.00,650097.00,1580794.00,500000.00,--,215737.00,148179.00,--,--,--,--,--,--,863916.00,--,0.00,0.00,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
