出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
114/10/28,113,1,2816,旺旺保,-140002.00,-11625.00,-4053.00,--,-155680.00,3479186.00,3323506.00
114/10/28,113,1,2832,台產,718444.00,-5981.00,-8944.00,--,703519.00,3141324.00,3844843.00
114/10/28,113,1,2850,新產,2181077.00,-9018.00,-2864.00,--,2169195.00,11549324.00,13718519.00
114/10/28,113,1,2851,中再保,-2277558.00,-5517.00,-136.00,67670.00,-2215541.00,14490914.00,12275373.00
114/10/28,113,1,2852,第一保,262348.00,-8303.00,-752.00,2483.00,255776.00,1387004.00,1642780.00
114/10/28,113,1,2867,三商壽,-21991939.00,646724.00,-5319813.00,--,-26665028.00,61359378.00,34694350.00
114/10/28,113,3,1409,新纖,-6635672.00,-2666593.00,8040223.00,89291.00,-1172751.00,10499318.00,9326567.00
114/10/28,113,3,1718,中纖,9690707.00,-18837379.00,-914961.00,46617.00,-10015016.00,60193620.00,50178604.00
114/10/28,113,3,2207,和泰車,14692767.00,-17084739.00,1135084.00,820637.00,-436251.00,23142893.00,22706642.00
114/10/28,113,3,2905,三商,-43519001.00,10853269.00,17115432.00,-2046.00,-15552346.00,64773024.00,49220678.00
114/10/28,113,3,2816,旺旺保,811925.00,-32680.00,-12417.00,--,766828.00,3479186.00,4246014.00
114/10/28,113,3,2832,台產,755840.00,23259.00,-499345.00,--,279754.00,3141324.00,3421078.00
114/10/28,113,3,2850,新產,2624820.00,-56190.00,-1587342.00,0.00,981288.00,11549324.00,12530612.00
114/10/28,113,3,2851,中再保,-4059098.00,-13340.00,-1120919.00,32929.00,-5160428.00,14490914.00,9330486.00
114/10/28,113,3,2852,第一保,806623.00,-10575.00,-342669.00,1081.00,454460.00,1387004.00,1841464.00
114/10/28,113,3,2867,三商壽,-42804604.00,12100365.00,16287310.00,--,-14416929.00,61359378.00,46942449.00
114/10/28,113,3,2880,華南金,32066267.00,-716430.00,-14468926.00,1411179.00,18292090.00,165833899.00,184125989.00
114/10/28,113,3,2881,富邦金,2053852.00,-8357919.00,-3178506.00,3619999.00,-5862574.00,521490239.00,515627665.00
114/10/28,113,3,2882,國泰金,139421663.00,-24668293.00,55467015.00,-1926644.00,168293741.00,602451757.00,770745498.00
114/10/28,113,3,2883,凱基金,30910357.00,-2826153.00,33429875.00,-58271.00,61455808.00,151519882.00,212975690.00
114/10/28,113,3,2884,玉山金,68489651.00,-3902007.00,-4298451.00,-8480602.00,51808591.00,125338864.00,177147455.00
114/10/28,113,3,2885,元大金,-63751245.00,-3736559.00,73037780.00,4011546.00,9561522.00,218948309.00,228509831.00
114/10/28,113,3,2886,兆豐金,-4547303.00,-1467192.00,-12635756.00,1654433.00,-16995818.00,460405691.00,443409873.00
114/10/28,113,3,2887,台新新光金,6367645.00,-2627323.00,27827045.00,1477.00,31568844.00,74140886.00,105709730.00
114/10/28,113,3,2889,國票金,-21197642.00,-2857.00,21223492.00,67419.00,90412.00,3457516.00,3547928.00
114/10/28,113,3,2890,永豐金,43763903.00,-1172735.00,-259751.00,893766.00,43225183.00,218081770.00,261306953.00
114/10/28,113,3,2891,中信金,-10247260.00,-10954292.00,11917610.00,5369259.00,-3914683.00,565512365.00,561597682.00
114/10/28,113,3,2892,第一金,-25745510.00,-1589771.00,15048989.00,2534494.00,-9751798.00,320275584.00,310523786.00
114/10/28,113,3,5880,合庫金,-33139600.00,-1325017.00,-62032.00,-3539547.00,-38066196.00,144214094.00,106147898.00
114/10/28,113,1,2880,華南金,13764761.00,-746130.00,-126492.00,1437091.00,14329230.00,165833899.00,180163129.00
114/10/28,113,1,2881,富邦金,-59881723.00,-3180072.00,16298230.00,3812364.00,-42951201.00,521490240.00,478539039.00
114/10/28,113,1,2882,國泰金,-18595098.00,-27441686.00,2741264.00,-467156.00,-43762676.00,602451757.00,558689081.00
114/10/28,113,1,2883,凱基金,-29919432.00,-519303.00,23319984.00,-40983.00,-7159734.00,151519882.00,144360148.00
114/10/28,113,1,2884,玉山金,14118097.00,-2299668.00,-319780.00,-5847839.00,5650810.00,125338864.00,130989674.00
114/10/28,113,1,2885,元大金,-67460218.00,-278824.00,35989613.00,3075400.00,-28674029.00,218948309.00,190274280.00
114/10/28,113,1,2886,兆豐金,-11089043.00,-423004.00,26422352.00,739129.00,15649434.00,460405691.00,476055125.00
114/10/28,113,1,2887,台新新光金,-14977685.00,-1879345.00,11136984.00,4025.00,-5716021.00,74140886.00,68424865.00
114/10/28,113,1,2889,國票金,-17299265.00,-1091176.00,18136549.00,43700.00,-210192.00,3287882.00,3077690.00
114/10/28,113,1,2890,永豐金,-69480550.00,-363524.00,20044969.00,639026.00,-49160079.00,218081770.00,168921691.00
114/10/28,113,1,2891,中信金,-51154457.00,-3463865.00,-34513725.00,-425186.00,-89557233.00,565512365.00,475955132.00
114/10/28,113,1,2892,第一金,-56002057.00,-209127.00,11354704.00,2489516.00,-42366964.00,320275584.00,277908620.00
114/10/28,113,1,5880,合庫金,-12840394.00,-650041.00,5159815.00,-5053815.00,-13384435.00,144214094.00,130829659.00
114/10/28,113,4,2801,彰銀,-43504105.00,-1310783.00,-13601843.00,2315673.00,-56101058.00,135031401.00,78930343.00
114/10/28,113,4,2812,台中銀,23957285.00,-31238711.00,-3647015.00,83737.00,-10844704.00,58184278.00,47339574.00
114/10/28,113,4,2820,華票,-1576038.00,-19775.00,2205672.00,--,609859.00,267744.00,877603.00
114/10/28,113,4,2834,臺企銀,-24278390.00,26373788.00,-811254.00,22868.00,1307012.00,34356881.00,35663893.00
114/10/28,113,4,2836,高雄銀,-485367.00,-449568.00,4841584.00,-869.00,3905780.00,16916908.00,20822688.00
114/10/28,113,4,2838,聯邦銀,-1763837.00,-2633978.00,51126.00,39438.00,-4307251.00,74254434.00,69947183.00
114/10/28,113,4,2845,遠東銀,15561636.00,-647732.00,-684431.00,849869.00,15079342.00,33369904.00,48449246.00
114/10/28,113,4,2849,安泰銀,1692359.00,-1979891.00,-204411.00,143958.00,-347985.00,3688389.00,3340404.00
114/10/28,113,4,2897,王道銀行,-7172739.00,-463985.00,6966034.00,271543.00,-399147.00,18767399.00,18368252.00
114/10/28,113,4,5876,上海商銀,23525763.00,87449.00,-28933425.00,18328238.00,13008025.00,356404573.00,369412598.00
114/10/28,113,2,2816,旺旺保,-252736.00,-19565.00,-8205.00,--,-280506.00,3479186.00,3198680.00
114/10/28,113,2,2832,台產,500307.00,-7068.00,-18480.00,--,474759.00,3141324.00,3616083.00
114/10/28,113,2,2850,新產,1549143.00,-25515.00,-6980.00,--,1516648.00,11549324.00,13065972.00
114/10/28,113,2,2851,中再保,-4079996.00,-6381.00,-271.00,77776.00,-4008872.00,14490914.00,10482042.00
114/10/28,113,2,2852,第一保,166343.00,-9940.00,-1556.00,2016.00,156863.00,1387004.00,1543867.00
114/10/28,113,2,2867,三商壽,21708111.00,3158485.00,-5360107.00,--,19506489.00,61359378.00,80865867.00
114/10/28,113,4,1409,新纖,-6547249.00,-3133478.00,8843071.00,254708.00,-582948.00,10499318.00,9916370.00
114/10/28,113,4,1718,中纖,23091143.00,-32041979.00,-1818937.00,82856.00,-10686917.00,60193620.00,49506703.00
114/10/28,113,4,2207,和泰車,24474846.00,-23462183.00,-5859682.00,672851.00,-4174168.00,23142893.00,18968725.00
114/10/28,113,4,2905,三商,-38504905.00,5365522.00,-151741.00,-2124.00,-33293248.00,64773024.00,31479776.00
114/10/28,113,2,2880,華南金,-27396838.00,-407383.00,4651503.00,2051602.00,-21101116.00,165833899.00,144732783.00
114/10/28,113,2,2881,富邦金,-17845010.00,-6513757.00,45319876.00,5583908.00,26545017.00,521490239.00,548035256.00
114/10/28,113,2,2882,國泰金,62382668.00,-38070492.00,52852694.00,-481346.00,76683524.00,602451757.00,679135281.00
114/10/28,113,2,2883,凱基金,-54827276.00,-732426.00,55240219.00,-123534.00,-443017.00,151519882.00,151076865.00
114/10/28,113,2,2884,玉山金,29113706.00,-4665628.00,1742614.00,-9652185.00,16538507.00,125338864.00,141877371.00
114/10/28,113,2,2885,元大金,-72617513.00,-2748682.00,66533415.00,3997285.00,-4835495.00,218948309.00,214112814.00
114/10/28,113,2,2886,兆豐金,-35402023.00,-804458.00,2032152.00,1144746.00,-33029583.00,460405691.00,427376108.00
114/10/28,113,2,2887,台新新光金,-42360210.00,-2244696.00,11066833.00,5053.00,-33533020.00,74140886.00,40607866.00
114/10/28,113,2,2889,國票金,-3970517.00,-90374.00,4320956.00,61624.00,321689.00,3287882.00,3609571.00
114/10/28,113,2,2890,永豐金,-48291437.00,-693863.00,19625376.00,902952.00,-28456972.00,218081770.00,189624798.00
114/10/28,113,2,2891,中信金,-27600506.00,-6279673.00,-10467062.00,-1887903.00,-46235144.00,565512365.00,519277221.00
114/10/28,113,2,2892,第一金,-13978350.00,-1009253.00,9946935.00,3794455.00,-1246213.00,320275584.00,319029371.00
114/10/28,113,2,5880,合庫金,-20290626.00,-973075.00,-2706144.00,-7542383.00,-31512228.00,144214094.00,112701866.00
114/10/28,113,3,5864,致和證,-200299.00,-1007.00,184853.00,0.00,-16453.00,69686.00,53233.00
114/10/28,113,3,6015,宏遠證,517986.00,-42519.00,93831.00,--,569298.00,2128603.00,2697901.00
114/10/28,113,3,6016,康和證,-2329244.00,116355.00,1317612.00,4214.00,-891063.00,1740731.00,849668.00
114/10/28,113,3,6020,大展證,-488233.00,-1439.00,-228680.00,--,-718352.00,1582252.00,863900.00
114/10/28,113,3,6021,美好證,-1626162.00,-184623.00,2428946.00,--,618161.00,531178.00,1149339.00
114/10/28,113,3,6023,元大期貨,1649578.00,-438385.00,-1491826.00,43396.00,-237237.00,11262291.00,11025054.00
114/10/28,113,3,6026,福邦證,677366.00,40894.00,-833202.00,--,-114942.00,375585.00,260643.00
114/10/28,113,2,1101,台泥,10332542.00,-24152426.00,24312636.00,2391210.00,12883962.00,66366622.00,79250584.00
114/10/28,113,2,1102,亞泥,8852024.00,-12096345.00,-13252292.00,1293495.00,-15203118.00,33229516.00,18026398.00
114/10/28,113,2,1103,嘉泥,153284.00,92892.00,13314.00,-24108.00,235382.00,2054339.00,2289721.00
114/10/28,113,2,1104,環泥,568815.00,-156196.00,-696265.00,--,-283646.00,1418310.00,1134664.00
114/10/28,113,2,1108,幸福,522419.00,-260018.00,-147739.00,-131.00,114531.00,283737.00,398268.00
114/10/28,113,2,1109,信大,300036.00,285781.00,-91512.00,42480.00,536785.00,2930678.00,3467463.00
114/10/28,113,2,1110,東泥,-77776.00,-168514.00,224530.00,--,-21760.00,287887.00,266127.00
114/10/28,113,2,1201,味全,460240.00,-474378.00,-628103.00,32916.00,-609325.00,1667471.00,1058146.00
114/10/28,113,2,1203,味王,325813.00,80106.00,-382878.00,-24818.00,-1777.00,1659193.00,1657416.00
114/10/28,113,2,1210,大成,2325423.00,-2100485.00,-380418.00,-109670.00,-265150.00,6341576.00,6076426.00
114/10/28,113,2,1213,大飲,-75700.00,56169.00,19853.00,5.00,327.00,1125.00,1452.00
114/10/28,113,2,1215,卜蜂,585162.00,-1195750.00,575273.00,3561.00,-31754.00,275585.00,243831.00
114/10/28,113,2,1216,統一,31409349.00,-22552924.00,-12448443.00,1474044.00,-2117974.00,100855846.00,98737872.00
114/10/28,113,2,1217,愛之味,-17037.00,-68133.00,-32645.00,8558.00,-109257.00,591247.00,481990.00
114/10/28,113,2,1218,泰山,822547.00,-347847.00,12644.00,11076.00,498420.00,1821582.00,2320002.00
114/10/28,113,2,1219,福壽,231940.00,-217041.00,102500.00,165.00,117564.00,848678.00,966242.00
114/10/28,113,2,1220,台榮,395344.00,-23795.00,-148715.00,--,222834.00,332648.00,555482.00
114/10/28,113,2,1225,福懋油,411202.00,-28447.00,-453025.00,379.00,-69891.00,945308.00,875417.00
114/10/28,113,2,1227,佳格,1365646.00,-1401331.00,-47596.00,100252.00,16971.00,2938886.00,2955857.00
114/10/28,113,2,1229,聯華,1243871.00,-584121.00,-587556.00,131676.00,203870.00,4686205.00,4890075.00
114/10/28,113,2,1231,聯華食,-13732.00,-731594.00,753438.00,3558.00,11670.00,866287.00,877957.00
114/10/28,113,2,1232,大統益,1413140.00,-56245.00,13385.00,--,1370280.00,1583670.00,2953950.00
114/10/28,113,2,1233,天仁,102435.00,-7888.00,-83417.00,259.00,11389.00,172657.00,184046.00
114/10/28,113,2,1234,黑松,17813.00,-323250.00,138824.00,7171.00,-159442.00,1489381.00,1329939.00
114/10/28,113,2,1235,興泰,-24465.00,-102824.00,142944.00,--,15655.00,61705.00,77360.00
114/10/28,113,2,1236,宏亞,-26657.00,54344.00,-36595.00,0.00,-8908.00,118829.00,109921.00
114/10/28,113,2,1256,鮮活果汁-KY,237297.00,118542.00,-904119.00,50082.00,-498198.00,1488281.00,990083.00
114/10/28,113,2,1301,台塑,-8205295.00,-9351783.00,16492295.00,1969110.00,904327.00,6147041.00,7051368.00
114/10/28,113,2,1303,南亞,3819056.00,-10205318.00,-5844328.00,5192808.00,-7037782.00,80301186.00,73263404.00
114/10/28,113,2,1304,台聚,1114138.00,-4088787.00,-200130.00,375638.00,-2799141.00,11059546.00,8260405.00
