出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","113","3","1409","新纖","145905758.00","69810599.00","215716357.00","136115383.00","30236322.00","166351705.00","16184093.00","--","2046829.00","14465270.00","5593142.00","-29834.00","38259500.00","--","11105152.00","49364652.00","--","0.00","4680487.00","23.71"
"114/10/28","113","3","1718","中纖","720407583.00","240218323.00","960625906.00","848254480.00","27982869.00","876237349.00","16859057.00","0.00","1712237.00","2881225.00","1595129.00","-1135056.00","21912592.00","0.00","62475965.00","84388557.00","--","0.00","344225645.00","16.33"
"114/10/28","113","3","2207","和泰車","368495010.00","138624754.00","507119764.00","358526048.00","41159535.00","399685583.00","5571028.00","--","2870244.00","58625170.00","5108842.00","--","72175284.00","--","35258897.00","107434181.00","0.00","0.00","0.00","129.55"
"114/10/28","113","3","2905","三商","143997881.00","1491727710.00","1635725591.00","38239331.00","1544783173.00","1583022504.00","11224957.00","0.00","4208572.00","5031889.00","-1810270.00","-592930.00","18062218.00","0.00","34640869.00","52703087.00","0.00","0.00","57093000.00","16.95"
