公司代號,公司名稱,年度,季別,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1101,台泥,111,Y1,112/05/31,111/01/01~111/12/31,股東會確認,0.50000000,0.0,0.0,"      3,566,090,871",0.0,0.0,0.0,                  0
1101B,台泥乙特,111,Y1,112/05/31,111/01/01~111/12/31,股東會確認,1.75000000,0.0,0.0,"        350,000,000",0.0,0.0,0.0,                  0
1101B,台泥乙特,111,Y1,112/05/31,111/01/01~111/12/31,股東會確認,1.75000000,0.0,0.0,"        350,000,000",0.0,0.0,0.0,                  0
1101B,台泥乙特,111,Y1,112/05/31,111/01/01~111/12/31,股東會確認,1.75000000,0.0,0.0,"        350,000,000",0.0,0.0,0.0,                  0
1101,台泥,111,Y1,112/05/31,111/01/01~111/12/31,股東會確認,0.50000000,0.0,0.0,"      3,566,090,871",0.0,0.0,0.0,                  0
1101,台泥,111,Y1,112/05/31,111/01/01~111/12/31,股東會確認,0.50000000,0.0,0.0,"      3,566,090,871",0.0,0.0,0.0,                  0
1101B,台泥乙特,111,Y1,112/05/31,111/01/01~111/12/31,股東會確認,1.75000000,0.0,0.0,"        350,000,000",0.0,0.0,0.0,                  0
1101,台泥,111,Y1,112/05/31,111/01/01~111/12/31,股東會確認,0.50000000,0.0,0.0,"      3,566,090,871",0.0,0.0,0.0,                  0
1102,亞泥,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102,亞泥,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102,亞泥,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102,亞泥,111,Q4,不適用,111/10/01~111/12/31,董事會決議,2.30000000,0.0,0.0,"      8,155,633,381",0.0,0.0,0.0,                  0
1102,亞泥,111,Q4,不適用,111/10/01~111/12/31,董事會決議,2.30000000,0.0,0.0,"      8,155,633,381",0.0,0.0,0.0,                  0
1102,亞泥,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102,亞泥,111,Q4,不適用,111/10/01~111/12/31,董事會決議,2.30000000,0.0,0.0,"      8,155,633,381",0.0,0.0,0.0,                  0
1102,亞泥,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102,亞泥,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102,亞泥,111,Q4,不適用,111/10/01~111/12/31,董事會決議,2.30000000,0.0,0.0,"      8,155,633,381",0.0,0.0,0.0,                  0
1102,亞泥,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102,亞泥,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1103,嘉泥,111,Y1,112/05/30,111/01/01~111/12/31,股東會確認,0.30000000,0.0,0.0,"        232,003,664",0.20000000,0.0,0.0,"         15,466,911"
1103,嘉泥,111,Y1,112/05/30,111/01/01~111/12/31,股東會確認,0.30000000,0.0,0.0,"        232,003,664",0.20000000,0.0,0.0,"         15,466,911"
1103,嘉泥,111,Y1,112/05/30,111/01/01~111/12/31,股東會確認,0.30000000,0.0,0.0,"        232,003,664",0.20000000,0.0,0.0,"         15,466,911"
1103,嘉泥,111,Y1,112/05/30,111/01/01~111/12/31,股東會確認,0.30000000,0.0,0.0,"        232,003,664",0.20000000,0.0,0.0,"         15,466,911"
1104,環泥,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.50000000,0.0,0.0,"        980,413,788",0.30000000,0.0,0.0,"         19,608,275"
1104,環泥,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.50000000,0.0,0.0,"        980,413,788",0.30000000,0.0,0.0,"         19,608,275"
1104,環泥,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.50000000,0.0,0.0,"        980,413,788",0.30000000,0.0,0.0,"         19,608,275"
1104,環泥,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.50000000,0.0,0.0,"        980,413,788",0.30000000,0.0,0.0,"         19,608,275"
1108,幸福,111,H2,112/06/30,111/07/01~111/12/31,股東會確認,0.80000000,0.0,0.0,"        323,790,439",0.0,0.0,0.0,                  0
1108,幸福,111,H2,112/06/30,111/07/01~111/12/31,股東會確認,0.80000000,0.0,0.0,"        323,790,439",0.0,0.0,0.0,                  0
1108,幸福,111,H1,不適用,111/01/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1108,幸福,111,H1,不適用,111/01/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1108,幸福,111,H1,不適用,111/01/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1108,幸福,111,H1,不適用,111/01/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1108,幸福,111,H2,112/06/30,111/07/01~111/12/31,股東會確認,0.80000000,0.0,0.0,"        323,790,439",0.0,0.0,0.0,                  0
1108,幸福,111,H2,112/06/30,111/07/01~111/12/31,股東會確認,0.80000000,0.0,0.0,"        323,790,439",0.0,0.0,0.0,                  0
1109,信大,111,Y1,112/06/20,111/01/01~111/12/31,股東會確認,0.80000000,0.0,0.0,"        272,927,094",0.0,0.0,0.0,                  0
1109,信大,111,Y1,112/06/20,111/01/01~111/12/31,股東會確認,0.80000000,0.0,0.0,"        272,927,094",0.0,0.0,0.0,                  0
1109,信大,111,Y1,112/06/20,111/01/01~111/12/31,股東會確認,0.80000000,0.0,0.0,"        272,927,094",0.0,0.0,0.0,                  0
1109,信大,111,Y1,112/06/20,111/01/01~111/12/31,股東會確認,0.80000000,0.0,0.0,"        272,927,094",0.0,0.0,0.0,                  0
1110,東泥,111,Y1,112/06/21,111/01/01~111/12/31,股東會確認,0.10000000,0.0,0.0,"         57,200,079",0.0,0.0,0.0,                  0
1110,東泥,111,Y1,112/06/21,111/01/01~111/12/31,股東會確認,0.10000000,0.0,0.0,"         57,200,079",0.0,0.0,0.0,                  0
1110,東泥,111,Y1,112/06/21,111/01/01~111/12/31,股東會確認,0.10000000,0.0,0.0,"         57,200,079",0.0,0.0,0.0,                  0
1110,東泥,111,Y1,112/06/21,111/01/01~111/12/31,股東會確認,0.10000000,0.0,0.0,"         57,200,079",0.0,0.0,0.0,                  0
1201,味全,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.23800000,0.0,0.0,"        120,442,974",0.0,0.0,0.0,                  0
1201,味全,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.23800000,0.0,0.0,"        120,442,974",0.0,0.0,0.0,                  0
1201,味全,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.23800000,0.0,0.0,"        120,442,974",0.0,0.0,0.0,                  0
1201,味全,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.23800000,0.0,0.0,"        120,442,974",0.0,0.0,0.0,                  0
1203,味王,111,Y1,112/06/28,111/01/01~111/12/31,股東會確認,1.10000000,0.0,0.0,"        264,000,000",0.0,0.0,0.0,                  0
1203,味王,111,Y1,112/06/28,111/01/01~111/12/31,股東會確認,1.10000000,0.0,0.0,"        264,000,000",0.0,0.0,0.0,                  0
1203,味王,111,Y1,112/06/28,111/01/01~111/12/31,股東會確認,1.10000000,0.0,0.0,"        264,000,000",0.0,0.0,0.0,                  0
1203,味王,111,Y1,112/06/28,111/01/01~111/12/31,股東會確認,1.10000000,0.0,0.0,"        264,000,000",0.0,0.0,0.0,                  0
1210,大成,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.50000000,0.0,0.0,"      1,342,150,833",0.0,0.0,0.0,                  0
1210,大成,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.50000000,0.0,0.0,"      1,342,150,833",0.0,0.0,0.0,                  0
1210,大成,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.50000000,0.0,0.0,"      1,342,150,833",0.0,0.0,0.0,                  0
1210,大成,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.50000000,0.0,0.0,"      1,342,150,833",0.0,0.0,0.0,                  0
1213,大飲,111,Y1,112/06/15,111/01/01~111/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1213,大飲,111,Y1,112/06/15,111/01/01~111/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1213,大飲,111,Y1,112/06/15,111/01/01~111/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1213,大飲,111,Y1,112/06/15,111/01/01~111/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1215,卜蜂,111,Y1,不適用,111/01/01~111/12/31,董事會決議,3.50000000,0.0,0.0,"      1,031,765,343",0.0,0.0,0.0,                  0
1215,卜蜂,111,Y1,不適用,111/01/01~111/12/31,董事會決議,3.50000000,0.0,0.0,"      1,031,765,343",0.0,0.0,0.0,                  0
1215,卜蜂,111,Y1,不適用,111/01/01~111/12/31,董事會決議,3.50000000,0.0,0.0,"      1,031,765,343",0.0,0.0,0.0,                  0
1215,卜蜂,111,Y1,不適用,111/01/01~111/12/31,董事會決議,3.50000000,0.0,0.0,"      1,031,765,343",0.0,0.0,0.0,                  0
1216,統一,111,Y1,112/06/28,111/01/01~111/12/31,股東會確認,3.15000000,0.0,0.0,"     17,898,348,577",0.0,0.0,0.0,                  0
1216,統一,111,Y1,112/06/28,111/01/01~111/12/31,股東會確認,3.15000000,0.0,0.0,"     17,898,348,577",0.0,0.0,0.0,                  0
1216,統一,111,Y1,112/06/28,111/01/01~111/12/31,股東會確認,3.15000000,0.0,0.0,"     17,898,348,577",0.0,0.0,0.0,                  0
1216,統一,111,Y1,112/06/28,111/01/01~111/12/31,股東會確認,3.15000000,0.0,0.0,"     17,898,348,577",0.0,0.0,0.0,                  0
1217,愛之味,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.40000000,0.0,0.0,"        197,805,334",0.0,0.0,0.0,                  0
1217,愛之味,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.40000000,0.0,0.0,"        197,805,334",0.0,0.0,0.0,                  0
1217,愛之味,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.40000000,0.0,0.0,"        197,805,334",0.0,0.0,0.0,                  0
1217,愛之味,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.40000000,0.0,0.0,"        197,805,334",0.0,0.0,0.0,                  0
1218,泰山,111,Q1,不適用,111/01/01~111/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q1,不適用,111/01/01~111/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q4,不適用,111/10/01~111/12/31,董事會決議,0.56985663,0.0,0.0,"        284,927,769",0.0,0.0,0.0,                  0
1218,泰山,111,Q4,不適用,111/10/01~111/12/31,董事會決議,0.56985663,0.0,0.0,"        284,927,769",0.0,0.0,0.0,                  0
1218,泰山,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q4,不適用,111/10/01~111/12/31,董事會決議,0.56985663,0.0,0.0,"        284,927,769",0.0,0.0,0.0,                  0
1218,泰山,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q1,不適用,111/01/01~111/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q1,不適用,111/01/01~111/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218,泰山,111,Q4,不適用,111/10/01~111/12/31,董事會決議,0.56985663,0.0,0.0,"        284,927,769",0.0,0.0,0.0,                  0
1219,福壽,111,H1,不適用,111/01/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219,福壽,111,H2,112/06/09,111/07/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,0.50000000,0.0,0.0,"        160,824,944",0.30000000,0.0,0.0,"          9,649,496"
1219,福壽,111,H1,不適用,111/01/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219,福壽,111,H2,112/06/09,111/07/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,0.50000000,0.0,0.0,"        160,824,944",0.30000000,0.0,0.0,"          9,649,496"
1219,福壽,111,H2,112/06/09,111/07/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,0.50000000,0.0,0.0,"        160,824,944",0.30000000,0.0,0.0,"          9,649,496"
1219,福壽,111,H1,不適用,111/01/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219,福壽,111,H2,112/06/09,111/07/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,0.50000000,0.0,0.0,"        160,824,944",0.30000000,0.0,0.0,"          9,649,496"
1219,福壽,111,H1,不適用,111/01/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1220,台榮,111,Y1,112/06/21,111/01/01~111/12/31,股東會確認,0.20000000,0.0,0.0,"         35,415,588",0.0,0.0,0.0,                  0
1220,台榮,111,Y1,112/06/21,111/01/01~111/12/31,股東會確認,0.20000000,0.0,0.0,"         35,415,588",0.0,0.0,0.0,                  0
1220,台榮,111,Y1,112/06/21,111/01/01~111/12/31,股東會確認,0.20000000,0.0,0.0,"         35,415,588",0.0,0.0,0.0,                  0
1220,台榮,111,Y1,112/06/21,111/01/01~111/12/31,股東會確認,0.20000000,0.0,0.0,"         35,415,588",0.0,0.0,0.0,                  0
1225,福懋油,111,Y1,112/06/29,111/01/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.50000000,0.0,0.0,"        328,054,577",0.50000000,0.0,0.0,"         10,935,153"
1225,福懋油,111,Y1,112/06/29,111/01/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.50000000,0.0,0.0,"        328,054,577",0.50000000,0.0,0.0,"         10,935,153"
1225,福懋油,111,Y1,112/06/29,111/01/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.50000000,0.0,0.0,"        328,054,577",0.50000000,0.0,0.0,"         10,935,153"
1225,福懋油,111,Y1,112/06/29,111/01/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.50000000,0.0,0.0,"        328,054,577",0.50000000,0.0,0.0,"         10,935,153"
1227,佳格,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.29000000,0.0,0.0,"      1,180,465,572",0.0,0.0,0.0,                  0
1227,佳格,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.29000000,0.0,0.0,"      1,180,465,572",0.0,0.0,0.0,                  0
1227,佳格,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.29000000,0.0,0.0,"      1,180,465,572",0.0,0.0,0.0,                  0
1227,佳格,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.29000000,0.0,0.0,"      1,180,465,572",0.0,0.0,0.0,                  0
1229,聯華,111,Q1,不適用,111/01/01~111/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q4,112/05/31,111/10/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      1,924,169,568",0.70000000,0.0,0.0,"        103,609,130"
1229,聯華,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q1,不適用,111/01/01~111/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q4,112/05/31,111/10/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      1,924,169,568",0.70000000,0.0,0.0,"        103,609,130"
1229,聯華,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q1,不適用,111/01/01~111/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q2,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q1,不適用,111/01/01~111/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q4,112/05/31,111/10/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      1,924,169,568",0.70000000,0.0,0.0,"        103,609,130"
1229,聯華,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229,聯華,111,Q4,112/05/31,111/10/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      1,924,169,568",0.70000000,0.0,0.0,"        103,609,130"
1229,聯華,111,Q3,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1231,聯華食,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.60000000,0.0,0.0,"        358,773,229",1.00000000,0.0,0.0,"         22,423,326"
1231,聯華食,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.60000000,0.0,0.0,"        358,773,229",1.00000000,0.0,0.0,"         22,423,326"
1231,聯華食,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.60000000,0.0,0.0,"        358,773,229",1.00000000,0.0,0.0,"         22,423,326"
1231,聯華食,111,Y1,112/06/16,111/01/01~111/12/31,股東會確認,1.60000000,0.0,0.0,"        358,773,229",1.00000000,0.0,0.0,"         22,423,326"
1232,大統益,111,Y1,112/05/25,111/01/01~111/12/31,股東會確認,6.00000000,0.0,0.0,"        959,849,490",0.0,0.0,0.0,                  0
1232,大統益,111,Y1,112/05/25,111/01/01~111/12/31,股東會確認,6.00000000,0.0,0.0,"        959,849,490",0.0,0.0,0.0,                  0
1232,大統益,111,Y1,112/05/25,111/01/01~111/12/31,股東會確認,6.00000000,0.0,0.0,"        959,849,490",0.0,0.0,0.0,                  0
1232,大統益,111,Y1,112/05/25,111/01/01~111/12/31,股東會確認,6.00000000,0.0,0.0,"        959,849,490",0.0,0.0,0.0,                  0
1233,天仁,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.85000000,0.0,0.0,"         77,003,156",0.0,0.0,0.0,                  0
1233,天仁,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.85000000,0.0,0.0,"         77,003,156",0.0,0.0,0.0,                  0
1233,天仁,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.85000000,0.0,0.0,"         77,003,156",0.0,0.0,0.0,                  0
1233,天仁,111,Y1,不適用,111/01/01~111/12/31,董事會決議,0.85000000,0.0,0.0,"         77,003,156",0.0,0.0,0.0,                  0
1234,黑松,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.80000000,0.0,0.0,"        723,367,969",0.0,0.0,0.0,                  0
1234,黑松,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.80000000,0.0,0.0,"        723,367,969",0.0,0.0,0.0,                  0
1234,黑松,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.80000000,0.0,0.0,"        723,367,969",0.0,0.0,0.0,                  0
1234,黑松,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.80000000,0.0,0.0,"        723,367,969",0.0,0.0,0.0,                  0
1235,興泰,111,Y1,112/06/20,111/01/01~111/12/31,股東會確認,1.00000000,0.0,0.0,"        133,629,420",1.20000000,0.0,0.0,"         16,035,530"
1235,興泰,111,Y1,112/06/20,111/01/01~111/12/31,股東會確認,1.00000000,0.0,0.0,"        133,629,420",1.20000000,0.0,0.0,"         16,035,530"
1235,興泰,111,Y1,112/06/20,111/01/01~111/12/31,股東會確認,1.00000000,0.0,0.0,"        133,629,420",1.20000000,0.0,0.0,"         16,035,530"
1235,興泰,111,Y1,112/06/20,111/01/01~111/12/31,股東會確認,1.00000000,0.0,0.0,"        133,629,420",1.20000000,0.0,0.0,"         16,035,530"
1236,宏亞,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.00000000,0.0,0.0,"        108,342,510",0.0,0.0,0.0,                  0
1236,宏亞,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.00000000,0.0,0.0,"        108,342,510",0.0,0.0,0.0,                  0
1236,宏亞,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.00000000,0.0,0.0,"        108,342,510",0.0,0.0,0.0,                  0
1236,宏亞,111,Y1,不適用,111/01/01~111/12/31,董事會決議,1.00000000,0.0,0.0,"        108,342,510",0.0,0.0,0.0,                  0
1240,茂生農經,111,Y1,112/06/26,111/01/01~111/12/31,股東會確認,1.00000000,0.0,0.0,"         38,598,194",0.20000000,0.0,0.0,"            771,964"
1240,茂生農經,111,Y1,112/06/26,111/01/01~111/12/31,股東會確認,1.00000000,0.0,0.0,"         38,598,194",0.20000000,0.0,0.0,"            771,964"
1240,茂生農經,111,Y1,112/06/26,111/01/01~111/12/31,股東會確認,1.00000000,0.0,0.0,"         38,598,194",0.20000000,0.0,0.0,"            771,964"
1240,茂生農經,111,Y1,112/06/26,111/01/01~111/12/31,股東會確認,1.00000000,0.0,0.0,"         38,598,194",0.20000000,0.0,0.0,"            771,964"
1256,鮮活果汁-KY,111,Y1,112/05/26,111/01/01~111/12/31,股東會確認,6.50000000,0.0,0.0,"        219,974,040",0.0,0.0,0.0,                  0
1256,鮮活果汁-KY,111,Y1,112/05/26,111/01/01~111/12/31,股東會確認,6.50000000,0.0,0.0,"        219,974,040",0.0,0.0,0.0,                  0
1256,鮮活果汁-KY,111,Y1,112/05/26,111/01/01~111/12/31,股東會確認,6.50000000,0.0,0.0,"        219,974,040",0.0,0.0,0.0,                  0
1256,鮮活果汁-KY,111,Y1,112/05/26,111/01/01~111/12/31,股東會確認,6.50000000,0.0,0.0,"        219,974,040",0.0,0.0,0.0,                  0
1259,安心,111,Y1,不適用,111/01/01~111/12/31,董事會決議,2.60000000,0.0,0.0,"         84,212,700",0.0,0.0,0.0,                  0
1259,安心,111,Y1,不適用,111/01/01~111/12/31,董事會決議,2.60000000,0.0,0.0,"         84,212,700",0.0,0.0,0.0,                  0
1259,安心,111,Y1,不適用,111/01/01~111/12/31,董事會決議,2.60000000,0.0,0.0,"         84,212,700",0.0,0.0,0.0,                  0
1259,安心,111,Y1,不適用,111/01/01~111/12/31,董事會決議,2.60000000,0.0,0.0,"         84,212,700",0.0,0.0,0.0,                  0
1264,德麥,111,Y1,112/06/30,111/01/01~111/12/31,股東會確認,12.00000000,0.0,0.0,"        444,628,404",0.0,0.0,0.0,                  0
1264,德麥,111,Y1,112/06/30,111/01/01~111/12/31,股東會確認,12.00000000,0.0,0.0,"        444,628,404",0.0,0.0,0.0,                  0
1264,德麥,111,Y1,112/06/30,111/01/01~111/12/31,股東會確認,12.00000000,0.0,0.0,"        444,628,404",0.0,0.0,0.0,                  0
1264,德麥,111,Y1,112/06/30,111/01/01~111/12/31,股東會確認,12.00000000,0.0,0.0,"        444,628,404",0.0,0.0,0.0,                  0
1268,漢來美食,111,Y1,不適用,111/01/01~111/12/31,董事會決議,2.04600000,0.0,0.95400000,"        126,671,190",0.0,0.0,0.0,                  0
1268,漢來美食,111,Y1,不適用,111/01/01~111/12/31,董事會決議,2.04600000,0.0,0.95400000,"        126,671,190",0.0,0.0,0.0,                  0
1268,漢來美食,111,Y1,不適用,111/01/01~111/12/31,董事會決議,2.04600000,0.0,0.95400000,"        126,671,190",0.0,0.0,0.0,                  0
1268,漢來美食,111,Y1,不適用,111/01/01~111/12/31,董事會決議,2.04600000,0.0,0.95400000,"        126,671,190",0.0,0.0,0.0,                  0
1294,漢田生技,111,Y1,112/05/26,111/01/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.00000000,0.0,0.0,"         16,840,811",1.50000000,0.0,0.0,"          2,526,122"
1294,漢田生技,111,Y1,112/05/26,111/01/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.00000000,0.0,0.0,"         16,840,811",1.50000000,0.0,0.0,"          2,526,122"
1294,漢田生技,111,Y1,112/05/26,111/01/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.00000000,0.0,0.0,"         16,840,811",1.50000000,0.0,0.0,"          2,526,122"
1294,漢田生技,111,Y1,112/05/26,111/01/01~111/12/31,現金股利經董事會決議、增資配股經股東會確認,1.00000000,0.0,0.0,"         16,840,811",1.50000000,0.0,0.0,"          2,526,122"
1295,生合,111,Y1,112/06/29,111/01/01~111/12/31,股東會確認,2.00000000,0.0,0.0,"         61,480,000",0.0,0.0,0.0,                  0
1295,生合,111,Y1,112/06/29,111/01/01~111/12/31,股東會確認,2.00000000,0.0,0.0,"         61,480,000",0.0,0.0,0.0,                  0
1295,生合,111,Y1,112/06/29,111/01/01~111/12/31,股東會確認,2.00000000,0.0,0.0,"         61,480,000",0.0,0.0,0.0,                  0
1295,生合,111,Y1,112/06/29,111/01/01~111/12/31,股東會確認,2.00000000,0.0,0.0,"         61,480,000",0.0,0.0,0.0,                  0
1301,台塑,111,Y1,不適用,111/01/01~111/12/31,董事會決議,4.20000000,0.0,0.0,"     26,736,111,280",0.0,0.0,0.0,                  0
1301,台塑,111,Y1,不適用,111/01/01~111/12/31,董事會決議,4.20000000,0.0,0.0,"     26,736,111,280",0.0,0.0,0.0,                  0
1301,台塑,111,Y1,不適用,111/01/01~111/12/31,董事會決議,4.20000000,0.0,0.0,"     26,736,111,280",0.0,0.0,0.0,                  0
1301,台塑,111,Y1,不適用,111/01/01~111/12/31,董事會決議,4.20000000,0.0,0.0,"     26,736,111,280",0.0,0.0,0.0,                  0
1303,南亞,111,Y1,不適用,111/01/01~111/12/31,董事會決議,3.00000000,0.0,0.0,"     23,792,464,767",0.0,0.0,0.0,                  0
