公司代號名稱,股東會日期,股利所屬年(季)度,股東配發-盈餘分配之現金股利(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股)
2723 - 美食-KY,109/06/05,108年 年度,3.00000000,"        540,000,000",0.0
2723 - 美食-KY,109/06/05,108年 年度,3.00000000,"        540,000,000",0.0
2723 - 美食-KY,109/06/05,108年 年度,3.00000000,"        540,000,000",0.0
2724 - 藝舍-KY,109/06/22,108年 年度,0.0,                  0,0.0
2724 - 藝舍-KY,109/06/22,108年 年度,0.0,                  0,0.0
2724 - 藝舍-KY,109/06/22,108年 年度,0.0,                  0,0.0
2724 - 藝舍-KY,109/06/22,108年 年度,0.0,                  0,0.0
2726 - 雅茗-KY,109/06/23,108年 年度,2.50051358,"         85,202,895",0.50000000
2726 - 雅茗-KY,109/06/23,108年 年度,2.50051358,"         85,202,895",0.50000000
2726 - 雅茗-KY,109/06/23,108年 年度,2.50051358,"         85,202,895",0.50000000
2726 - 雅茗-KY,109/06/23,108年 年度,2.50051358,"         85,202,895",0.50000000
2727 - 王品,109/06/05,108年 年度,3.53702858,"        337,701,974",0.0
2727 - 王品,109/06/05,108年 年度,3.53702858,"        337,701,974",0.0
2727 - 王品,109/06/05,108年 年度,3.53702858,"        337,701,974",0.0
2727 - 王品,109/06/05,108年 年度,3.53702858,"        337,701,974",0.0
2729 - 瓦城,109/06/23,108年 年度,10.00000000,"        232,660,000",0.0
2729 - 瓦城,109/06/23,108年 年度,10.00000000,"        232,660,000",0.0
2729 - 瓦城,109/06/23,108年 年度,10.00000000,"        232,660,000",0.0
2729 - 瓦城,109/06/23,108年 年度,10.00000000,"        232,660,000",0.0
2731 - 雄獅,109/06/11,108年 年度,2.00000000,"        140,000,000",0.0
2731 - 雄獅,109/06/11,108年 年度,2.00000000,"        140,000,000",0.0
2731 - 雄獅,109/06/11,108年 年度,2.00000000,"        140,000,000",0.0
2731 - 雄獅,109/06/11,108年 年度,2.00000000,"        140,000,000",0.0
2732 - 六角,109/06/03,108年 年度,7.95312455,"        343,451,604",0.0
2732 - 六角,109/06/03,108年 年度,7.95312455,"        343,451,604",0.0
2732 - 六角,109/06/03,108年 年度,7.95312455,"        343,451,604",0.0
2732 - 六角,109/06/03,108年 年度,7.95312455,"        343,451,604",0.0
2734 - 易飛網,109/06/30,108年 年度,0.0,                  0,0.0
2734 - 易飛網,109/06/30,108年 年度,0.0,                  0,0.0
2734 - 易飛網,109/06/30,108年 年度,0.0,                  0,0.0
2734 - 易飛網,109/06/30,108年 年度,0.0,                  0,0.0
2736 - 富野,109/05/28,108年 年度,0.0,                  0,0.0
2736 - 富野,109/05/28,108年 年度,0.0,                  0,0.0
2736 - 富野,109/05/28,108年 年度,0.0,                  0,0.0
2736 - 富野,109/05/28,108年 年度,0.0,                  0,0.0
2739 - 寒舍,109/05/28,108年 年度,1.00000000,"        111,526,000",0.0
2739 - 寒舍,109/05/28,108年 年度,1.00000000,"        111,526,000",0.0
2739 - 寒舍,109/05/28,108年 年度,1.00000000,"        111,526,000",0.0
2739 - 寒舍,109/05/28,108年 年度,1.00000000,"        111,526,000",0.0
2740 - 天蔥,109/06/10,108年 年度,0.0,                  0,0.0
2740 - 天蔥,109/06/10,108年 年度,0.0,                  0,0.0
2740 - 天蔥,109/06/10,108年 年度,0.0,                  0,0.0
2740 - 天蔥,109/06/10,108年 年度,0.0,                  0,0.0
2743 - 山富,109/06/23,108年 年度,0.80000000,"         25,609,360",0.0
2743 - 山富,109/06/23,108年 年度,0.80000000,"         25,609,360",0.0
2743 - 山富,109/06/23,108年 年度,0.80000000,"         25,609,360",0.0
2743 - 山富,109/06/23,108年 年度,0.80000000,"         25,609,360",0.0
2745 - 五福,109/06/22,108年 年度,0.30000000,"          8,792,558",0.0
2745 - 五福,109/06/22,108年 年度,0.30000000,"          8,792,558",0.0
2745 - 五福,109/06/22,108年 年度,0.30000000,"          8,792,558",0.0
2745 - 五福,109/06/22,108年 年度,0.30000000,"          8,792,558",0.0
2748 - 雲品,109/05/27,108年 年度,1.00000000,"         65,637,000",1.50000000
2748 - 雲品,109/05/27,108年 年度,1.00000000,"         65,637,000",1.50000000
2748 - 雲品,109/05/27,108年 年度,1.00000000,"         65,637,000",1.50000000
2748 - 雲品,109/05/27,108年 年度,1.00000000,"         65,637,000",1.50000000
2751 - 王座,109/06/09,108年 年度,0.0,                  0,0.0
2751 - 王座,109/06/09,108年 年度,0.0,                  0,0.0
2751 - 王座,109/06/09,108年 年度,0.0,                  0,0.0
2751 - 王座,109/06/09,108年 年度,0.0,                  0,0.0
2752 - 豆府,109/05/28,108年 年度,5.00000000,"        113,738,560",0.30000000
2752 - 豆府,109/05/28,108年 年度,5.00000000,"        113,738,560",0.30000000
2752 - 豆府,109/05/28,108年 年度,5.00000000,"        113,738,560",0.30000000
2752 - 豆府,109/05/28,108年 年度,5.00000000,"        113,738,560",0.30000000
2753 - 八方雲集,不適用,108年 上半年,3.00000000,"        180,134,388",0.0
2753 - 八方雲集,不適用,108年 上半年,3.00000000,"        180,134,388",0.0
2753 - 八方雲集,109/06/24,108年 下半年,3.00000000,"        180,134,388",0.0
2753 - 八方雲集,109/06/24,108年 下半年,3.00000000,"        180,134,388",0.0
2753 - 八方雲集,不適用,108年 上半年,3.00000000,"        180,134,388",0.0
2753 - 八方雲集,109/06/24,108年 下半年,3.00000000,"        180,134,388",0.0
2753 - 八方雲集,109/06/24,108年 下半年,3.00000000,"        180,134,388",0.0
2753 - 八方雲集,不適用,108年 上半年,3.00000000,"        180,134,388",0.0
2754 - 亞洲藏壽司,109/05/20,108年 年度,0.50000000,"         18,936,500",0.0
2754 - 亞洲藏壽司,109/05/20,108年 年度,0.50000000,"         18,936,500",0.0
2754 - 亞洲藏壽司,109/05/20,108年 年度,0.50000000,"         18,936,500",0.0
2754 - 亞洲藏壽司,109/05/20,108年 年度,0.50000000,"         18,936,500",0.0
2755 - 揚秦,109/06/17,108年 年度,1.00000000,"         18,000,000",0.0
2755 - 揚秦,109/06/17,108年 年度,1.00000000,"         18,000,000",0.0
2755 - 揚秦,109/06/17,108年 年度,1.00000000,"         18,000,000",0.0
2755 - 揚秦,109/06/17,108年 年度,1.00000000,"         18,000,000",0.0
2756 - 聯發國際,不適用,108年 第3季,1.80000000,"         21,546,000",0.0
2756 - 聯發國際,不適用,108年 第2季,3.70000000,"         44,289,000",0.0
2756 - 聯發國際,不適用,108年 第4季,3.00000000,"         39,375,000",0.0
2756 - 聯發國際,不適用,108年 第3季,1.80000000,"         21,546,000",0.0
2756 - 聯發國際,不適用,108年 第3季,1.80000000,"         21,546,000",0.0
2756 - 聯發國際,不適用,108年 第4季,3.00000000,"         39,375,000",0.0
2756 - 聯發國際,不適用,108年 第3季,1.80000000,"         21,546,000",0.0
2756 - 聯發國際,不適用,108年 第2季,3.70000000,"         44,289,000",0.0
2756 - 聯發國際,不適用,108年 第4季,3.00000000,"         39,375,000",0.0
2756 - 聯發國際,不適用,108年 第4季,3.00000000,"         39,375,000",0.0
2756 - 聯發國際,不適用,108年 第2季,3.70000000,"         44,289,000",0.0
2756 - 聯發國際,不適用,108年 第2季,3.70000000,"         44,289,000",0.0
2801 - 彰銀,109/06/19,108年 年度,0.40000000,"      3,994,124,464",0.40000000
2801 - 彰銀,109/06/19,108年 年度,0.40000000,"      3,994,124,464",0.40000000
2801 - 彰銀,109/06/19,108年 年度,0.40000000,"      3,994,124,464",0.40000000
2801 - 彰銀,109/06/19,108年 年度,0.40000000,"      3,994,124,464",0.40000000
2812 - 台中銀,109/06/30,108年 年度,0.28000000,"      1,038,473,771",0.52000000
2812 - 台中銀,109/06/30,108年 年度,0.28000000,"      1,038,473,771",0.52000000
2812 - 台中銀,109/06/30,108年 年度,0.28000000,"      1,038,473,771",0.52000000
2812 - 台中銀,109/06/30,108年 年度,0.28000000,"      1,038,473,771",0.52000000
2816 - 旺旺保,109/06/24,108年 年度,0.88000000,"        187,404,800",0.50000000
2816 - 旺旺保,109/06/24,108年 年度,0.88000000,"        187,404,800",0.50000000
2816 - 旺旺保,109/06/24,108年 年度,0.88000000,"        187,404,800",0.50000000
2816 - 旺旺保,109/06/24,108年 年度,0.88000000,"        187,404,800",0.50000000
2820 - 華票,109/05/28,108年 年度,0.72000000,"        966,931,200",0.0
2820 - 華票,109/05/28,108年 年度,0.72000000,"        966,931,200",0.0
2820 - 華票,109/05/28,108年 年度,0.72000000,"        966,931,200",0.0
2820 - 華票,109/05/28,108年 年度,0.72000000,"        966,931,200",0.0
2832 - 台產,不適用,108年 年度,1.00000000,"        362,201,000",0.0
2832 - 台產,不適用,108年 年度,1.00000000,"        362,201,000",0.0
2832 - 台產,不適用,108年 年度,1.00000000,"        362,201,000",0.0
2832 - 台產,不適用,108年 年度,1.00000000,"        362,201,000",0.0
2834 - 臺企銀,109/05/29,108年 年度,0.20000000,"      1,426,396,849",0.50000000
2834 - 臺企銀,109/05/29,108年 年度,0.20000000,"      1,426,396,849",0.50000000
2834 - 臺企銀,109/05/29,108年 年度,0.20000000,"      1,426,396,849",0.50000000
2834 - 臺企銀,109/05/29,108年 年度,0.20000000,"      1,426,396,849",0.50000000
2836 - 高雄銀,109/11/11,108年 年度,0.15000000,"        162,137,472",0.36000000
2836 - 高雄銀,109/11/11,108年 年度,0.15000000,"        162,137,472",0.36000000
2836 - 高雄銀,109/11/11,108年 年度,0.15000000,"        162,137,472",0.36000000
2836 - 高雄銀,109/11/11,108年 年度,0.15000000,"        162,137,472",0.36000000
2838A - 聯邦銀甲特,109/05/28,108年 年度,2.40000000,"        480,000,000",0.0
2838 - 聯邦銀,109/05/28,108年 下半年,0.10000000,"        288,445,529",0.70000000
2838A - 聯邦銀甲特,109/05/28,108年 年度,2.40000000,"        480,000,000",0.0
2838 - 聯邦銀,不適用,108年 上半年,0.0,                  0,0.0
2838 - 聯邦銀,109/05/28,108年 下半年,0.10000000,"        288,445,529",0.70000000
2838A - 聯邦銀甲特,109/05/28,108年 年度,2.40000000,"        480,000,000",0.0
2838 - 聯邦銀,不適用,108年 上半年,0.0,                  0,0.0
2838 - 聯邦銀,109/05/28,108年 下半年,0.10000000,"        288,445,529",0.70000000
2838 - 聯邦銀,109/05/28,108年 下半年,0.10000000,"        288,445,529",0.70000000
2838 - 聯邦銀,不適用,108年 上半年,0.0,                  0,0.0
2838A - 聯邦銀甲特,109/05/28,108年 年度,2.40000000,"        480,000,000",0.0
2838 - 聯邦銀,不適用,108年 上半年,0.0,                  0,0.0
2845 - 遠東銀,109/06/11,108年 年度,0.46800000,"      1,570,523,482",0.27500000
2845 - 遠東銀,109/06/11,108年 年度,0.46800000,"      1,570,523,482",0.27500000
2845 - 遠東銀,109/06/11,108年 年度,0.46800000,"      1,570,523,482",0.27500000
2845 - 遠東銀,109/06/11,108年 年度,0.46800000,"      1,570,523,482",0.27500000
2849 - 安泰銀,109/06/30,108年 年度,0.73000000,"      1,429,274,337",0.0
2849 - 安泰銀,109/06/30,108年 年度,0.73000000,"      1,429,274,337",0.0
2849 - 安泰銀,109/06/30,108年 年度,0.73000000,"      1,429,274,337",0.0
2849 - 安泰銀,109/06/30,108年 年度,0.73000000,"      1,429,274,337",0.0
2850 - 新產,109/06/10,108年 年度,1.80000000,"        568,733,940",0.0
2850 - 新產,109/06/10,108年 年度,1.80000000,"        568,733,940",0.0
2850 - 新產,109/06/10,108年 年度,1.80000000,"        568,733,940",0.0
2850 - 新產,109/06/10,108年 年度,1.80000000,"        568,733,940",0.0
2851 - 中再保,109/05/28,108年 年度,0.90000000,"        531,349,875",0.0
2851 - 中再保,109/05/28,108年 年度,0.90000000,"        531,349,875",0.0
2851 - 中再保,109/05/28,108年 年度,0.90000000,"        531,349,875",0.0
2851 - 中再保,109/05/28,108年 年度,0.90000000,"        531,349,875",0.0
2852 - 第一保,109/06/23,108年 年度,0.96000000,"        289,117,233",0.0
2852 - 第一保,109/06/23,108年 年度,0.96000000,"        289,117,233",0.0
2852 - 第一保,109/06/23,108年 年度,0.96000000,"        289,117,233",0.0
2852 - 第一保,109/06/23,108年 年度,0.96000000,"        289,117,233",0.0
2855 - 統一證,109/06/19,108年 年度,1.00000000,"      1,372,390,028",0.20000000
2855 - 統一證,109/06/19,108年 年度,1.00000000,"      1,372,390,028",0.20000000
2855 - 統一證,109/06/19,108年 年度,1.00000000,"      1,372,390,028",0.20000000
2855 - 統一證,109/06/19,108年 年度,1.00000000,"      1,372,390,028",0.20000000
2867 - 三商壽,109/06/19,108年 年度,0.0,                  0,0.0
2867 - 三商壽,109/06/19,108年 年度,0.0,                  0,0.0
2867 - 三商壽,109/06/19,108年 年度,0.0,                  0,0.0
2867 - 三商壽,109/06/19,108年 年度,0.0,                  0,0.0
2880 - 華南金,109/06/19,108年 年度,0.56030000,"      6,820,386,322",0.56030000
2880 - 華南金,109/06/19,108年 年度,0.56030000,"      6,820,386,322",0.56030000
2880 - 華南金,109/06/19,108年 年度,0.56030000,"      6,820,386,322",0.56030000
2880 - 華南金,109/06/19,108年 年度,0.56030000,"      6,820,386,322",0.56030000
2881A - 富邦特,109/06/12,108年 年度,2.46000000,"      1,476,000,000",0.0
2881 - 富邦金,109/06/12,108年 年度,2.00000000,"     20,467,207,990",0.0
2881A - 富邦特,109/06/12,108年 年度,2.46000000,"      1,476,000,000",0.0
2881B - 富邦金乙特,109/06/12,108年 年度,2.16000000,"      1,439,985,600",0.0
2881 - 富邦金,109/06/12,108年 年度,2.00000000,"     20,467,207,990",0.0
2881B - 富邦金乙特,109/06/12,108年 年度,2.16000000,"      1,439,985,600",0.0
2881A - 富邦特,109/06/12,108年 年度,2.46000000,"      1,476,000,000",0.0
2881B - 富邦金乙特,109/06/12,108年 年度,2.16000000,"      1,439,985,600",0.0
2881B - 富邦金乙特,109/06/12,108年 年度,2.16000000,"      1,439,985,600",0.0
2881A - 富邦特,109/06/12,108年 年度,2.46000000,"      1,476,000,000",0.0
2881 - 富邦金,109/06/12,108年 年度,2.00000000,"     20,467,207,990",0.0
2881 - 富邦金,109/06/12,108年 年度,2.00000000,"     20,467,207,990",0.0
2882B - 國泰金乙特,109/06/12,108年 年度,2.13000000,"      1,491,000,000",0.0
2882A - 國泰特,109/06/12,108年 年度,2.28000000,"      1,899,924,000",0.0
2882 - 國泰金,109/06/12,108年 年度,2.00000000,"     26,338,420,256",0.0
2882B - 國泰金乙特,109/06/12,108年 年度,2.13000000,"      1,491,000,000",0.0
2882A - 國泰特,109/06/12,108年 年度,2.28000000,"      1,899,924,000",0.0
2882B - 國泰金乙特,109/06/12,108年 年度,2.13000000,"      1,491,000,000",0.0
2882 - 國泰金,109/06/12,108年 年度,2.00000000,"     26,338,420,256",0.0
2882 - 國泰金,109/06/12,108年 年度,2.00000000,"     26,338,420,256",0.0
2882A - 國泰特,109/06/12,108年 年度,2.28000000,"      1,899,924,000",0.0
2882B - 國泰金乙特,109/06/12,108年 年度,2.13000000,"      1,491,000,000",0.0
2882A - 國泰特,109/06/12,108年 年度,2.28000000,"      1,899,924,000",0.0
2882 - 國泰金,109/06/12,108年 年度,2.00000000,"     26,338,420,256",0.0
2883 - 凱基金,109/06/12,108年 年度,0.60000000,"      8,982,658,559",0.0
2883 - 凱基金,109/06/12,108年 年度,0.60000000,"      8,982,658,559",0.0
2883 - 凱基金,109/06/12,108年 年度,0.60000000,"      8,982,658,559",0.0
2883 - 凱基金,109/06/12,108年 年度,0.60000000,"      8,982,658,559",0.0
2884 - 玉山金,109/06/12,108年 年度,0.79100000,"      9,191,766,000",0.79700000
2884 - 玉山金,109/06/12,108年 年度,0.79100000,"      9,191,766,000",0.79700000
2884 - 玉山金,109/06/12,108年 年度,0.79100000,"      9,191,766,000",0.79700000
2884 - 玉山金,109/06/12,108年 年度,0.79100000,"      9,191,766,000",0.79700000
2885 - 元大金,109/06/09,108年 年度,0.65000000,"      7,585,897,446",0.40000000
2885 - 元大金,109/06/09,108年 年度,0.65000000,"      7,585,897,446",0.40000000
2885 - 元大金,109/06/09,108年 年度,0.65000000,"      7,585,897,446",0.40000000
2885 - 元大金,109/06/09,108年 年度,0.65000000,"      7,585,897,446",0.40000000
2886 - 兆豐金,109/06/19,108年 年度,1.70000000,"     23,119,700,771",0.0
2886 - 兆豐金,109/06/19,108年 年度,1.70000000,"     23,119,700,771",0.0
2886 - 兆豐金,109/06/19,108年 年度,1.70000000,"     23,119,700,771",0.0
2886 - 兆豐金,109/06/19,108年 年度,1.70000000,"     23,119,700,771",0.0
2887 - 台新新光金,109/06/12,108年 年度,0.56562382,"      6,029,509,700",0.23139160
2887E - 台新新光戊特一,109/06/12,108年 年度,2.37500000,"      1,187,500,000",0.0
2887F - 台新新光戊特二,109/06/12,108年 年度,1.90000000,"        570,000,000",0.0
2887F - 台新新光戊特二,109/06/12,108年 年度,1.90000000,"        570,000,000",0.0
2887E - 台新新光戊特一,109/06/12,108年 年度,2.37500000,"      1,187,500,000",0.0
2887 - 台新新光金,109/06/12,108年 年度,0.56562382,"      6,029,509,700",0.23139160
2887F - 台新新光戊特二,109/06/12,108年 年度,1.90000000,"        570,000,000",0.0
2887E - 台新新光戊特一,109/06/12,108年 年度,2.37500000,"      1,187,500,000",0.0
2887 - 台新新光金,109/06/12,108年 年度,0.56562382,"      6,029,509,700",0.23139160
2887 - 台新新光金,109/06/12,108年 年度,0.56562382,"      6,029,509,700",0.23139160
2887E - 台新新光戊特一,109/06/12,108年 年度,2.37500000,"      1,187,500,000",0.0
2887F - 台新新光戊特二,109/06/12,108年 年度,1.90000000,"        570,000,000",0.0
2889 - 國票金,109/06/12,108年 年度,0.65000000,"      1,851,241,987",0.17000000
2889 - 國票金,109/06/12,108年 年度,0.65000000,"      1,851,241,987",0.17000000
2889 - 國票金,109/06/12,108年 年度,0.65000000,"      1,851,241,987",0.17000000
2889 - 國票金,109/06/12,108年 年度,0.65000000,"      1,851,241,987",0.17000000
2890 - 永豐金,109/05/13,108年 年度,0.70000000,"      7,889,737,875",0.0
2890 - 永豐金,109/05/13,108年 年度,0.70000000,"      7,889,737,875",0.0
2890 - 永豐金,109/05/13,108年 年度,0.70000000,"      7,889,737,875",0.0
2890 - 永豐金,109/05/13,108年 年度,0.70000000,"      7,889,737,875",0.0
2891C - 中信金丙特,109/06/19,108年 年度,1.43605479,"        239,332,892",0.0
2891 - 中信金,109/06/19,108年 年度,1.00000000,"     19,496,989,569",0.0
2891B - 中信金乙特,109/06/19,108年 年度,2.25000000,"        749,992,500",0.0
2891C - 中信金丙特,109/06/19,108年 年度,1.43605479,"        239,332,892",0.0
2891B - 中信金乙特,109/06/19,108年 年度,2.25000000,"        749,992,500",0.0
2891 - 中信金,109/06/19,108年 年度,1.00000000,"     19,496,989,569",0.0
2891C - 中信金丙特,109/06/19,108年 年度,1.43605479,"        239,332,892",0.0
2891C - 中信金丙特,109/06/19,108年 年度,1.43605479,"        239,332,892",0.0
2891B - 中信金乙特,109/06/19,108年 年度,2.25000000,"        749,992,500",0.0
2891 - 中信金,109/06/19,108年 年度,1.00000000,"     19,496,989,569",0.0
2891 - 中信金,109/06/19,108年 年度,1.00000000,"     19,496,989,569",0.0
2891B - 中信金乙特,109/06/19,108年 年度,2.25000000,"        749,992,500",0.0
2892 - 第一金,109/06/19,108年 年度,1.05000000,"     13,085,039,935",0.30000000
2892 - 第一金,109/06/19,108年 年度,1.05000000,"     13,085,039,935",0.30000000
2892 - 第一金,109/06/19,108年 年度,1.05000000,"     13,085,039,935",0.30000000
2892 - 第一金,109/06/19,108年 年度,1.05000000,"     13,085,039,935",0.30000000
2897A - 王道銀甲特,109/06/19,108年 年度,0.42500000,"        127,500,000",0.0
2897A - 王道銀甲特,109/06/19,108年 年度,0.42500000,"        127,500,000",0.0
2897 - 王道銀行,109/06/19,108年 年度,0.40000000,"        965,202,521",0.0
2897A - 王道銀甲特,109/06/19,108年 年度,0.42500000,"        127,500,000",0.0
2897 - 王道銀行,109/06/19,108年 年度,0.40000000,"        965,202,521",0.0
2897 - 王道銀行,109/06/19,108年 年度,0.40000000,"        965,202,521",0.0
2897 - 王道銀行,109/06/19,108年 年度,0.40000000,"        965,202,521",0.0
2897A - 王道銀甲特,109/06/19,108年 年度,0.42500000,"        127,500,000",0.0
2901 - 欣欣,109/06/30,108年 年度,0.40425870,"         29,528,382",0.0
2901 - 欣欣,109/06/30,108年 年度,0.40425870,"         29,528,382",0.0
2901 - 欣欣,109/06/30,108年 年度,0.40425870,"         29,528,382",0.0
2901 - 欣欣,109/06/30,108年 年度,0.40425870,"         29,528,382",0.0
2903 - 遠百,109/06/24,108年 年度,0.80000000,"      1,133,552,471",0.0
2903 - 遠百,109/06/24,108年 年度,0.80000000,"      1,133,552,471",0.0
2903 - 遠百,109/06/24,108年 年度,0.80000000,"      1,133,552,471",0.0
2903 - 遠百,109/06/24,108年 年度,0.80000000,"      1,133,552,471",0.0
2904 - 匯僑,109/06/16,108年 年度,1.65000000,"        113,906,813",0.0
2904 - 匯僑,109/06/16,108年 年度,1.65000000,"        113,906,813",0.0
2904 - 匯僑,109/06/16,108年 年度,1.65000000,"        113,906,813",0.0
2904 - 匯僑,109/06/16,108年 年度,1.65000000,"        113,906,813",0.0
2905 - 三商,109/06/18,108年 年度,1.00000000,"        826,682,688",1.00000000
2905 - 三商,109/06/18,108年 年度,1.00000000,"        826,682,688",1.00000000
2905 - 三商,109/06/18,108年 年度,1.00000000,"        826,682,688",1.00000000
2905 - 三商,109/06/18,108年 年度,1.00000000,"        826,682,688",1.00000000
2906 - 高林,109/06/18,108年 年度,0.30000000,"         62,733,328",0.0
2906 - 高林,109/06/18,108年 年度,0.30000000,"         62,733,328",0.0
2906 - 高林,109/06/18,108年 年度,0.30000000,"         62,733,328",0.0
2906 - 高林,109/06/18,108年 年度,0.30000000,"         62,733,328",0.0
2908 - 特力,不適用,108年 年度,0.0,"        351,862,906",0.0
2908 - 特力,不適用,108年 年度,0.0,"        351,862,906",0.0
2908 - 特力,不適用,108年 年度,0.0,"        351,862,906",0.0
2908 - 特力,不適用,108年 年度,0.0,"        351,862,906",0.0
2910 - 統領,不適用,108年 年度,0.70000000,"        146,107,500",0.0
2910 - 統領,不適用,108年 年度,0.70000000,"        146,107,500",0.0
2910 - 統領,不適用,108年 年度,0.70000000,"        146,107,500",0.0
2910 - 統領,不適用,108年 年度,0.70000000,"        146,107,500",0.0
2911 - 麗嬰房,109/06/12,108年 年度,0.0,                  0,0.0
2911 - 麗嬰房,109/06/12,108年 年度,0.0,                  0,0.0
2911 - 麗嬰房,109/06/12,108年 年度,0.0,                  0,0.0
2911 - 麗嬰房,109/06/12,108年 年度,0.0,                  0,0.0
2912 - 統一超,109/06/17,108年 年度,9.00000000,"      9,356,600,295",0.0
2912 - 統一超,109/06/17,108年 年度,9.00000000,"      9,356,600,295",0.0
2912 - 統一超,109/06/17,108年 年度,9.00000000,"      9,356,600,295",0.0
2912 - 統一超,109/06/17,108年 年度,9.00000000,"      9,356,600,295",0.0
2913 - 農林,109/06/11,108年 年度,0.0,                  0,0.0
2913 - 農林,109/06/11,108年 年度,0.0,                  0,0.0
2913 - 農林,109/06/11,108年 年度,0.0,                  0,0.0
2913 - 農林,109/06/11,108年 年度,0.0,                  0,0.0
2915 - 潤泰全,109/06/16,108年 年度,5.00000000,"      2,824,302,970",0.0
2915 - 潤泰全,109/06/16,108年 年度,5.00000000,"      2,824,302,970",0.0
2915 - 潤泰全,109/06/16,108年 年度,5.00000000,"      2,824,302,970",0.0
2915 - 潤泰全,109/06/16,108年 年度,5.00000000,"      2,824,302,970",0.0
2916 - 滿心,109/06/09,108年 年度,1.10000000,"         60,089,566",0.0
2916 - 滿心,109/06/09,108年 年度,1.10000000,"         60,089,566",0.0
2916 - 滿心,109/06/09,108年 年度,1.10000000,"         60,089,566",0.0
2916 - 滿心,109/06/09,108年 年度,1.10000000,"         60,089,566",0.0
2923 - 鼎固-KY,109/06/30,108年 年度,2.23000000,"      3,880,862,270",0.0
2923 - 鼎固-KY,109/06/30,108年 年度,2.23000000,"      3,880,862,270",0.0
2923 - 鼎固-KY,109/06/30,108年 年度,2.23000000,"      3,880,862,270",0.0
2923 - 鼎固-KY,109/06/30,108年 年度,2.23000000,"      3,880,862,270",0.0
2924 - 宏太-KY,不適用,108年 上半年,0.0,                  0,0.0
2924 - 宏太-KY,不適用,108年 上半年,0.0,                  0,0.0
2924 - 宏太-KY,109/06/23,108年 年度,0.0,                  0,0.0
2924 - 宏太-KY,不適用,108年 上半年,0.0,                  0,0.0
2924 - 宏太-KY,109/06/23,108年 年度,0.0,                  0,0.0
2924 - 宏太-KY,109/06/23,108年 年度,0.0,                  0,0.0
2924 - 宏太-KY,不適用,108年 上半年,0.0,                  0,0.0
2924 - 宏太-KY,109/06/23,108年 年度,0.0,                  0,0.0
2926 - 誠品生活,不適用,108年 年度,0.0,"        199,036,530",0.0
2926 - 誠品生活,不適用,108年 年度,0.0,"        199,036,530",0.0
2926 - 誠品生活,不適用,108年 年度,0.0,"        199,036,530",0.0
2926 - 誠品生活,不適用,108年 年度,0.0,"        199,036,530",0.0
2929 - 淘帝-KY,109/06/22,108年 年度,0.17022684,"         16,163,940",1.53109381
2929 - 淘帝-KY,109/06/22,108年 年度,0.17022684,"         16,163,940",1.53109381
2929 - 淘帝-KY,109/06/22,108年 年度,0.17022684,"         16,163,940",1.53109381
2929 - 淘帝-KY,109/06/22,108年 年度,0.17022684,"         16,163,940",1.53109381
2937 - 集雅社,109/06/16,108年 年度,1.55000000,"         50,933,000",0.0
2937 - 集雅社,109/06/16,108年 年度,1.55000000,"         50,933,000",0.0
2937 - 集雅社,109/06/16,108年 年度,1.55000000,"         50,933,000",0.0
2937 - 集雅社,109/06/16,108年 年度,1.55000000,"         50,933,000",0.0
2939 - 永邑-KY,不適用,108年 年度,4.50000000,"        208,798,493",0.0
2939 - 永邑-KY,不適用,108年 年度,4.50000000,"        208,798,493",0.0
2939 - 永邑-KY,不適用,108年 年度,4.50000000,"        208,798,493",0.0
2939 - 永邑-KY,不適用,108年 年度,4.50000000,"        208,798,493",0.0
2945 - 三商家購,109/06/29,108年 年度,0.63181100,"         37,908,676",0.0
2945 - 三商家購,109/06/29,108年 年度,0.63181100,"         37,908,676",0.0
2945 - 三商家購,109/06/29,108年 年度,0.63181100,"         37,908,676",0.0
2945 - 三商家購,109/06/29,108年 年度,0.63181100,"         37,908,676",0.0
2947 - 振宇五金,109/04/29,108年 年度,3.00000000,"         48,505,800",0.0
2947 - 振宇五金,109/04/29,108年 年度,3.00000000,"         48,505,800",0.0
2947 - 振宇五金,109/04/29,108年 年度,3.00000000,"         48,505,800",0.0
2947 - 振宇五金,109/04/29,108年 年度,3.00000000,"         48,505,800",0.0
3002 - 歐格,109/06/10,108年 年度,0.47000000,"         47,940,000",0.0
3002 - 歐格,109/06/10,108年 年度,0.47000000,"         47,940,000",0.0
3002 - 歐格,109/06/10,108年 年度,0.47000000,"         47,940,000",0.0
3002 - 歐格,109/06/10,108年 年度,0.47000000,"         47,940,000",0.0
3003 - 健和興,109/06/10,108年 年度,0.50000000,"        155,654,890",0.0
3003 - 健和興,109/06/10,108年 年度,0.50000000,"        155,654,890",0.0
3003 - 健和興,109/06/10,108年 年度,0.50000000,"        155,654,890",0.0
3003 - 健和興,109/06/10,108年 年度,0.50000000,"        155,654,890",0.0
3004 - 豐達科,不適用,108年 年度,2.67000000,"        140,567,904",0.0
3004 - 豐達科,不適用,108年 年度,2.67000000,"        140,567,904",0.0
3004 - 豐達科,不適用,108年 年度,2.67000000,"        140,567,904",0.0
3004 - 豐達科,不適用,108年 年度,2.67000000,"        140,567,904",0.0
3005 - 神基,109/05/29,108年 年度,2.80000000,"      1,632,879,220",0.0
