公司代號,公司名稱,年度,季別,營業活動之淨現金流入（流出）
1315,達新,111,2,-78856.00
1315,達新,111,3,489899.00
1315,達新,111,1,122647.00
1315,達新,111,4,526284.00
1316,上曜,111,2,-238915.00
1316,上曜,111,3,-524591.00
1316,上曜,111,4,-577558.00
1316,上曜,111,1,-110668.00
1319,東陽,111,4,5591773.00
1319,東陽,111,1,653124.00
1319,東陽,111,2,2379473.00
1319,東陽,111,3,4159931.00
1321,大洋,111,4,56338.00
1321,大洋,111,2,156483.00
1321,大洋,111,3,343819.00
1321,大洋,111,1,-63274.00
1323,永裕,111,1,134484.00
1323,永裕,111,4,704270.00
1323,永裕,111,3,400533.00
1323,永裕,111,2,342515.00
1324,地球,111,4,81157.00
1324,地球,111,3,68456.00
1324,地球,111,2,56137.00
1324,地球,111,1,40867.00
1325,恆大,111,1,47340.00
1325,恆大,111,3,64690.00
1325,恆大,111,4,77926.00
1325,恆大,111,2,17716.00
1326,台化,111,4,32732255.00
1326,台化,111,2,3087909.00
1326,台化,111,1,4183751.00
1326,台化,111,3,26089114.00
1336,台翰,111,2,117195.00
1336,台翰,111,4,286548.00
1336,台翰,111,3,162343.00
1336,台翰,111,1,3701.00
1337,再生-KY,111,2,-193736.00
1337,再生-KY,111,4,-329885.00
1337,再生-KY,111,1,-90041.00
1337,再生-KY,111,3,-282210.00
1338,廣華-KY,111,4,1008044.00
1338,廣華-KY,111,1,345007.00
1338,廣華-KY,111,3,712324.00
1338,廣華-KY,111,2,462669.00
1339,昭輝,111,3,615153.00
1339,昭輝,111,4,747592.00
1339,昭輝,111,2,406916.00
1339,昭輝,111,1,58146.00
1340,勝悅-KY,111,3,-265611.00
1340,勝悅-KY,111,1,-96798.00
1340,勝悅-KY,111,2,-151795.00
1340,勝悅-KY,111,4,-362577.00
1341,富林-KY,111,3,421647.00
1341,富林-KY,111,4,487224.00
1341,富林-KY,111,1,106231.00
1341,富林-KY,111,2,249083.00
1342,八貫,111,4,607145.00
1342,八貫,111,2,209259.00
1342,八貫,111,1,88184.00
1342,八貫,111,3,350136.00
1402,遠東新,111,3,25973646.00
1402,遠東新,111,1,7184576.00
1402,遠東新,111,2,8176749.00
1402,遠東新,111,4,38510852.00
1409,新纖,111,3,3115646.00
1409,新纖,111,4,2474581.00
1409,新纖,111,2,-4526205.00
1409,新纖,111,1,-6085174.00
1410,南染,111,3,67028.00
1410,南染,111,2,29649.00
1410,南染,111,1,17309.00
1410,南染,111,4,112533.00
1413,宏洲,111,3,38542.00
1413,宏洲,111,1,-83669.00
1413,宏洲,111,4,95303.00
1413,宏洲,111,2,-61352.00
1414,東和,111,3,185734.00
1414,東和,111,2,106571.00
1414,東和,111,4,138641.00
1414,東和,111,1,32692.00
1416,廣豐,111,4,167599.00
1416,廣豐,111,3,233829.00
1416,廣豐,111,2,104590.00
1416,廣豐,111,1,-421.00
1417,嘉裕,111,2,-329979.00
1417,嘉裕,111,1,-36597.00
1417,嘉裕,111,3,-607210.00
1417,嘉裕,111,4,-136165.00
1418,東華,111,3,-84838.00
1418,東華,111,2,-55627.00
1418,東華,111,1,-35030.00
1418,東華,111,4,-111883.00
1419,新紡,111,2,-68559.00
1419,新紡,111,4,282238.00
1419,新紡,111,1,-127816.00
1419,新紡,111,3,-7395.00
1423,利華,111,4,315202.00
1423,利華,111,2,224961.00
1423,利華,111,3,300697.00
1423,利華,111,1,229996.00
1432,大魯閣,111,1,22783.00
1432,大魯閣,111,3,184809.00
1432,大魯閣,111,2,-16203.00
1432,大魯閣,111,4,367415.00
1434,福懋,111,2,-65043.00
1434,福懋,111,3,2447219.00
1434,福懋,111,4,3624078.00
1434,福懋,111,1,-402711.00
1435,中福,111,2,-14220.00
1435,中福,111,3,-77583.00
1435,中福,111,1,-5185.00
1435,中福,111,4,-82436.00
1436,華友聯,111,4,1633119.00
1436,華友聯,111,2,-137896.00
1436,華友聯,111,1,-586556.00
1436,華友聯,111,3,1604229.00
1437,勤益控,111,1,24857.00
1437,勤益控,111,3,241246.00
1437,勤益控,111,4,341291.00
1437,勤益控,111,2,77189.00
1438,三地開發,111,1,-68401.00
1438,三地開發,111,3,69803.00
1438,三地開發,111,4,46880.00
1438,三地開發,111,2,148781.00
1439,雋揚,111,1,-45761.00
1439,雋揚,111,3,-112210.00
1439,雋揚,111,4,-619155.00
1439,雋揚,111,2,-65916.00
1440,南紡,111,3,1946551.00
1440,南紡,111,2,1452319.00
1440,南紡,111,4,2705633.00
1440,南紡,111,1,1105028.00
1441,大東,111,2,-139274.00
1441,大東,111,3,-197353.00
1441,大東,111,1,-79715.00
1441,大東,111,4,-297488.00
1442,名軒,111,1,-470152.00
1442,名軒,111,2,-1007352.00
1442,名軒,111,3,-1468972.00
1442,名軒,111,4,-1672504.00
1443,立益物流,111,3,214965.00
1443,立益物流,111,4,325443.00
1443,立益物流,111,1,109477.00
1443,立益物流,111,2,104146.00
1444,力麗,111,1,306436.00
1444,力麗,111,3,1107334.00
1444,力麗,111,4,1429456.00
1444,力麗,111,2,102257.00
1445,大宇,111,1,18665.00
1445,大宇,111,3,44656.00
1445,大宇,111,4,138877.00
1445,大宇,111,2,-19803.00
1446,宏和,111,2,-221750.00
1446,宏和,111,1,-99405.00
1446,宏和,111,4,-348627.00
1446,宏和,111,3,-306720.00
1447,力鵬,111,1,-390083.00
1447,力鵬,111,4,834950.00
1447,力鵬,111,3,463911.00
1447,力鵬,111,2,-732700.00
1449,佳和,111,3,31075.00
1449,佳和,111,4,107855.00
1449,佳和,111,2,-45621.00
1449,佳和,111,1,-71072.00
1451,年興,111,2,-372113.00
1451,年興,111,1,-256952.00
1451,年興,111,3,-348165.00
1451,年興,111,4,190928.00
1452,宏益,111,4,677389.00
1452,宏益,111,1,-8464.00
1452,宏益,111,3,497345.00
1452,宏益,111,2,173269.00
1453,大將,111,3,27980.00
1453,大將,111,1,-78994.00
1453,大將,111,2,-69783.00
1453,大將,111,4,-25290.00
1454,台富,111,3,125869.00
1454,台富,111,2,6052.00
1454,台富,111,4,125307.00
1454,台富,111,1,-42210.00
1455,集盛,111,1,176442.00
1455,集盛,111,4,952388.00
1455,集盛,111,3,743092.00
1455,集盛,111,2,134325.00
1456,怡華,111,3,-1879601.00
1456,怡華,111,2,-697194.00
1456,怡華,111,1,-95243.00
1456,怡華,111,4,-3677716.00
1457,宜進,111,4,-322358.00
1457,宜進,111,2,-635560.00
1457,宜進,111,1,-129189.00
1457,宜進,111,3,-490174.00
1459,聯發,111,4,41639.00
1459,聯發,111,2,78000.00
1459,聯發,111,1,47048.00
1459,聯發,111,3,103458.00
1460,宏遠,111,2,66988.00
1460,宏遠,111,1,159110.00
1460,宏遠,111,4,337321.00
1460,宏遠,111,3,116573.00
1463,強盛新,111,3,108103.00
1463,強盛新,111,1,-5995.00
1463,強盛新,111,4,141412.00
1463,強盛新,111,2,23241.00
1464,得力,111,1,942288.00
1464,得力,111,3,1272003.00
1464,得力,111,2,1171530.00
1464,得力,111,4,1874538.00
1465,偉全,111,3,132692.00
1465,偉全,111,2,55717.00
1465,偉全,111,4,96366.00
1465,偉全,111,1,8617.00
1466,聚隆,111,3,18271.00
1466,聚隆,111,4,19799.00
1466,聚隆,111,2,75212.00
1466,聚隆,111,1,35445.00
1467,南緯,111,2,87450.00
1467,南緯,111,4,656485.00
1467,南緯,111,3,397965.00
1467,南緯,111,1,5750.00
1468,昶和,111,4,298430.00
1468,昶和,111,2,148442.00
1468,昶和,111,3,219427.00
1468,昶和,111,1,78121.00
1470,大統新創,111,4,189179.00
1470,大統新創,111,2,95466.00
1470,大統新創,111,1,26852.00
1470,大統新創,111,3,183272.00
1471,首利,111,4,1445.00
1471,首利,111,2,-12379.00
1471,首利,111,1,35402.00
1471,首利,111,3,-7430.00
1472,三洋實業,111,1,-55755.00
1472,三洋實業,111,2,-27587.00
1472,三洋實業,111,4,165390.00
1472,三洋實業,111,3,-97099.00
1473,台南,111,1,-221235.00
1473,台南,111,2,341523.00
1473,台南,111,4,587511.00
1473,台南,111,3,520306.00
1474,弘裕,111,1,101078.00
1474,弘裕,111,2,194311.00
1474,弘裕,111,4,370187.00
1474,弘裕,111,3,308631.00
1475,業旺,111,4,249359.00
1475,業旺,111,3,195674.00
1475,業旺,111,2,136901.00
1475,業旺,111,1,25363.00
1476,儒鴻,111,3,8723233.00
1476,儒鴻,111,4,12318001.00
1476,儒鴻,111,1,2225854.00
1476,儒鴻,111,2,4037458.00
1477,聚陽,111,2,2093451.00
1477,聚陽,111,4,3714921.00
1477,聚陽,111,3,2989105.00
1477,聚陽,111,1,1427595.00
1503,士電,111,2,-142460.00
1503,士電,111,3,834349.00
1503,士電,111,1,290283.00
1503,士電,111,4,1023396.00
1504,東元,111,3,3484868.00
1504,東元,111,4,6377629.00
1504,東元,111,2,1471059.00
1504,東元,111,1,1037600.00
1506,正道,111,3,45968.00
1506,正道,111,1,16441.00
1506,正道,111,4,71177.00
1506,正道,111,2,-228.00
1512,瑞利,111,4,-2440.00
1512,瑞利,111,2,-8231.00
1512,瑞利,111,1,-225.00
1512,瑞利,111,3,-49034.00
1513,中興電,111,2,3101162.00
1513,中興電,111,1,2238663.00
1513,中興電,111,3,4102093.00
1513,中興電,111,4,5471429.00
1514,亞力,111,1,167911.00
1514,亞力,111,2,319023.00
1514,亞力,111,3,19052.00
1514,亞力,111,4,225040.00
1515,力山,111,3,-2167329.00
1515,力山,111,2,-2478031.00
1515,力山,111,4,-1874042.00
1515,力山,111,1,-1934590.00
1516,川飛,111,3,-59067.00
1516,川飛,111,2,-58190.00
1516,川飛,111,4,233320.00
1516,川飛,111,1,32964.00
1517,利奇,111,3,234912.00
1517,利奇,111,4,839380.00
1517,利奇,111,2,52856.00
1517,利奇,111,1,-41712.00
1519,華城,111,2,600285.00
1519,華城,111,1,-33346.00
1519,華城,111,3,958603.00
1519,華城,111,4,837816.00
1521,大億,111,4,443204.00
1521,大億,111,1,35491.00
1521,大億,111,3,206412.00
1521,大億,111,2,199225.00
1522,堤維西,111,1,-366926.00
1522,堤維西,111,4,1378369.00
1522,堤維西,111,3,659443.00
1522,堤維西,111,2,179379.00
1524,耿鼎,111,2,254789.00
1524,耿鼎,111,4,682062.00
1524,耿鼎,111,1,26560.00
1524,耿鼎,111,3,501235.00
1525,江申,111,3,82234.00
1525,江申,111,4,-66667.00
1525,江申,111,1,-5471.00
1525,江申,111,2,-49116.00
1526,日馳,111,4,269748.00
1526,日馳,111,1,154090.00
1526,日馳,111,2,300758.00
1526,日馳,111,3,320260.00
1527,鑽全,111,1,318723.00
1527,鑽全,111,2,631411.00
1527,鑽全,111,4,1334347.00
1527,鑽全,111,3,1048112.00
1528,恩德,111,1,-52828.00
1528,恩德,111,2,129461.00
1528,恩德,111,4,123936.00
1528,恩德,111,3,170066.00
1529,樂事綠能,111,2,-85426.00
1529,樂事綠能,111,3,-66800.00
1529,樂事綠能,111,4,-73015.00
1529,樂事綠能,111,1,48989.00
1530,亞崴,111,1,-120886.00
1530,亞崴,111,3,196616.00
1530,亞崴,111,2,-64513.00
1530,亞崴,111,4,221887.00
1531,高林股,111,3,46376.00
1531,高林股,111,2,-38654.00
1531,高林股,111,1,-100548.00
1531,高林股,111,4,161575.00
1532,勤美,111,2,910143.00
1532,勤美,111,1,940506.00
1532,勤美,111,3,1019698.00
1532,勤美,111,4,1222236.00
1533,車王電,111,4,-390225.00
1533,車王電,111,1,-277169.00
1533,車王電,111,2,-319245.00
1533,車王電,111,3,-408615.00
1535,中宇,111,1,-745018.00
1535,中宇,111,2,-513607.00
1535,中宇,111,4,-17389.00
1535,中宇,111,3,-311168.00
1536,和大,111,3,-487169.00
1536,和大,111,1,-448687.00
1536,和大,111,2,-492725.00
1536,和大,111,4,-150905.00
1537,廣隆,111,3,457765.00
1537,廣隆,111,2,138986.00
1537,廣隆,111,1,37898.00
1537,廣隆,111,4,854399.00
1538,正峰,111,2,-22261.00
1538,正峰,111,4,-19339.00
1538,正峰,111,1,-27887.00
1538,正峰,111,3,-32189.00
1539,巨庭,111,1,112133.00
1539,巨庭,111,2,400170.00
1539,巨庭,111,4,552205.00
1539,巨庭,111,3,554338.00
1540,喬福,111,3,77125.00
1540,喬福,111,1,-15781.00
1540,喬福,111,4,88476.00
1540,喬福,111,2,4801.00
1541,錩泰,111,4,1144939.00
1541,錩泰,111,1,77721.00
1541,錩泰,111,2,299417.00
1541,錩泰,111,3,834672.00
1558,伸興,111,1,-221774.00
1558,伸興,111,4,1195062.00
1558,伸興,111,2,-45898.00
1558,伸興,111,3,449935.00
1560,中砂,111,3,1370123.00
1560,中砂,111,2,892184.00
1560,中砂,111,1,403660.00
1560,中砂,111,4,1949833.00
1563,巧新,111,2,118587.00
1563,巧新,111,4,-11172.00
1565,精華,111,4,1288248.00
1565,精華,111,1,310815.00
1565,精華,111,3,949878.00
1565,精華,111,2,561938.00
1568,倉佑,111,2,71644.00
1568,倉佑,111,3,254739.00
1568,倉佑,111,4,372480.00
1568,倉佑,111,1,-20113.00
1569,濱川,111,4,1130401.00
1569,濱川,111,2,618926.00
1569,濱川,111,3,1067461.00
1569,濱川,111,1,471313.00
1570,力肯,111,4,163683.00
1570,力肯,111,2,87555.00
1570,力肯,111,1,97867.00
1570,力肯,111,3,152936.00
1580,新麥,111,2,38634.00
1580,新麥,111,4,595336.00
1580,新麥,111,3,299288.00
1580,新麥,111,1,-26728.00
1582,信錦,111,1,170066.00
1582,信錦,111,2,937537.00
1582,信錦,111,4,2348763.00
1582,信錦,111,3,1475746.00
1583,程泰,111,1,-117515.00
1583,程泰,111,3,325116.00
1583,程泰,111,4,394967.00
1583,程泰,111,2,59333.00
1584,精剛,111,4,-716978.00
1584,精剛,111,2,-458456.00
1584,精剛,111,3,-817762.00
1584,精剛,111,1,55119.00
1586,和勤,111,3,36541.00
1586,和勤,111,2,-28478.00
1586,和勤,111,1,-68415.00
1586,和勤,111,4,21164.00
1587,吉茂,111,2,35085.00
1587,吉茂,111,4,366719.00
1587,吉茂,111,1,16215.00
1587,吉茂,111,3,92126.00
1589,永冠-KY,111,4,-299508.00
1589,永冠-KY,111,3,-282401.00
1589,永冠-KY,111,1,-594221.00
1589,永冠-KY,111,2,18363.00
1590,亞德客-KY,111,4,5226416.00
1590,亞德客-KY,111,3,3769762.00
1590,亞德客-KY,111,1,1131933.00
1590,亞德客-KY,111,2,1868189.00
1591,駿吉-KY,111,2,68892.00
1591,駿吉-KY,111,1,-19984.00
1591,駿吉-KY,111,4,251367.00
1591,駿吉-KY,111,3,112264.00
1593,祺驊,111,3,50131.00
1593,祺驊,111,1,49766.00
1593,祺驊,111,4,136800.00
1593,祺驊,111,2,62297.00
1595,川寶,111,3,507876.00
1595,川寶,111,1,157483.00
1595,川寶,111,2,590328.00
1595,川寶,111,4,439762.00
1597,直得,111,2,280514.00
1597,直得,111,3,330120.00
1597,直得,111,4,432264.00
1597,直得,111,1,148584.00
1598,岱宇,111,3,463250.00
1598,岱宇,111,2,272278.00
1598,岱宇,111,4,626766.00
1598,岱宇,111,1,110005.00
1599,宏佳騰,111,1,-91212.00
1599,宏佳騰,111,3,-90032.00
1599,宏佳騰,111,4,105167.00
1599,宏佳騰,111,2,-117995.00
1603,華電,111,4,105973.00
1603,華電,111,1,-248911.00
1603,華電,111,3,-371293.00
1603,華電,111,2,-210022.00
1604,聲寶,111,2,233426.00
1604,聲寶,111,3,591703.00
1604,聲寶,111,4,421350.00
1604,聲寶,111,1,278626.00
1605,華新,111,2,-17619601.00
1605,華新,111,1,-8693696.00
1605,華新,111,3,10434246.00
1605,華新,111,4,13904807.00
1608,華榮,111,1,-64446.00
1608,華榮,111,2,-328134.00
1608,華榮,111,4,-161454.00
1608,華榮,111,3,-111349.00
1609,大亞,111,4,-295066.00
1609,大亞,111,1,406823.00
1609,大亞,111,3,-150062.00
1609,大亞,111,2,-1201681.00
1611,中電,111,2,149049.00
1611,中電,111,1,118691.00
1611,中電,111,4,195626.00
1611,中電,111,3,132748.00
1612,宏泰,111,3,-233049.00
1612,宏泰,111,1,-210177.00
1612,宏泰,111,4,491169.00
1612,宏泰,111,2,-206741.00
1614,三洋電,111,3,101172.00
1614,三洋電,111,1,-29033.00
1614,三洋電,111,4,-40270.00
1614,三洋電,111,2,17757.00
1615,大山,111,4,128861.00
1615,大山,111,2,171603.00
1615,大山,111,1,-42971.00
1615,大山,111,3,201832.00
1616,億泰,111,4,-15107.00
1616,億泰,111,3,-184038.00
1616,億泰,111,1,-84139.00
1616,億泰,111,2,39383.00
1617,榮星,111,4,338011.00
1617,榮星,111,2,99719.00
1617,榮星,111,1,186601.00
1617,榮星,111,3,240179.00
1618,合機,111,2,-101958.00
1618,合機,111,4,-99039.00
1618,合機,111,1,-31738.00
1618,合機,111,3,-219849.00
1626,艾美特-KY,111,3,725043.00
1626,艾美特-KY,111,2,305225.00
1626,艾美特-KY,111,1,-414544.00
1626,艾美特-KY,111,4,946982.00
1702,南僑,111,2,598372.00
1702,南僑,111,3,582202.00
1702,南僑,111,1,344638.00
1702,南僑,111,4,1427614.00
1707,葡萄王,111,2,1305794.00
1707,葡萄王,111,3,1292408.00
1707,葡萄王,111,4,2990437.00
1707,葡萄王,111,1,95708.00
1708,東鹼,111,1,750869.00
1708,東鹼,111,4,1732791.00
1708,東鹼,111,3,921357.00
1708,東鹼,111,2,524770.00
1709,和益,111,2,592655.00
1709,和益,111,3,532175.00
1709,和益,111,1,368165.00
1709,和益,111,4,1127623.00
1710,東聯,111,3,-767395.00
1710,東聯,111,1,-645028.00
1710,東聯,111,2,-1361228.00
1710,東聯,111,4,-1045600.00
1711,永光,111,3,442915.00
1711,永光,111,1,117310.00
1711,永光,111,2,265394.00
1711,永光,111,4,853174.00
1712,興農,111,1,-130256.00
1712,興農,111,2,644914.00
1712,興農,111,3,1145487.00
1712,興農,111,4,2225304.00
1713,國化,111,2,-6365.00
1713,國化,111,3,80676.00
1713,國化,111,1,3144.00
1713,國化,111,4,110737.00
1714,和桐,111,4,262506.00
1714,和桐,111,2,-745001.00
1714,和桐,111,3,-426187.00
1714,和桐,111,1,-317905.00
1717,長興,111,2,1896035.00
1717,長興,111,1,668936.00
1717,長興,111,3,4501146.00
1717,長興,111,4,6581357.00
1718,中纖,111,3,5515968.00
1718,中纖,111,4,1421290.00
1718,中纖,111,2,-11818065.00
1718,中纖,111,1,-704615.00
1720,生達,111,2,466864.00
1720,生達,111,4,1227834.00
1720,生達,111,3,962804.00
1720,生達,111,1,196535.00
1721,三晃,111,3,131792.00
1721,三晃,111,4,294144.00
1721,三晃,111,1,-11392.00
1721,三晃,111,2,146983.00
1722,台肥,111,4,5578896.00
1722,台肥,111,2,2785220.00
1722,台肥,111,3,3896087.00
1722,台肥,111,1,2659185.00
1723,中碳,111,2,1238443.00
1723,中碳,111,4,2629469.00
1723,中碳,111,3,2006955.00
1723,中碳,111,1,454736.00
1725,元禎,111,2,88600.00
1725,元禎,111,1,98181.00
1725,元禎,111,4,457446.00
1725,元禎,111,3,489272.00
1726,永記,111,3,92224.00
1726,永記,111,2,200524.00
1726,永記,111,1,-113617.00
1726,永記,111,4,580637.00
1727,中華化,111,2,126989.00
1727,中華化,111,1,74542.00
1727,中華化,111,4,338140.00
1727,中華化,111,3,146194.00
1730,花仙子,111,3,250183.00
1730,花仙子,111,2,293710.00
1730,花仙子,111,1,213648.00
1730,花仙子,111,4,350007.00
1731,美吾華,111,4,147884.00
1731,美吾華,111,2,78297.00
1731,美吾華,111,3,98844.00
1731,美吾華,111,1,22988.00
1732,毛寶,111,4,27537.00
1732,毛寶,111,2,2686.00
1732,毛寶,111,3,8530.00
1732,毛寶,111,1,-32385.00
1733,五鼎,111,2,65239.00
1733,五鼎,111,1,-32541.00
1733,五鼎,111,3,28247.00
1733,五鼎,111,4,26616.00
1734,杏輝,111,4,425298.00
1734,杏輝,111,1,4883.00
1734,杏輝,111,2,163081.00
1734,杏輝,111,3,276737.00
1735,日勝化,111,1,-11689.00
1735,日勝化,111,4,340901.00
1735,日勝化,111,3,173838.00
1735,日勝化,111,2,-7718.00
1736,喬山,111,4,392453.00
1736,喬山,111,2,304307.00
1736,喬山,111,3,-766655.00
1736,喬山,111,1,72776.00
1737,臺鹽,111,2,-77699.00
1737,臺鹽,111,1,-121659.00
1737,臺鹽,111,4,580689.00
1737,臺鹽,111,3,562003.00
1742,台蠟,111,2,-54105.00
1742,台蠟,111,3,-276193.00
1742,台蠟,111,1,109421.00
1742,台蠟,111,4,-698128.00
1752,南光,111,1,-25744.00
1752,南光,111,4,369186.00
1752,南光,111,2,-61141.00
1752,南光,111,3,145459.00
1760,寶齡富錦,111,1,36322.00
1760,寶齡富錦,111,4,489872.00
1760,寶齡富錦,111,2,253075.00
1760,寶齡富錦,111,3,370237.00
1762,中化生,111,4,733779.00
1762,中化生,111,2,447474.00
1762,中化生,111,1,174349.00
1762,中化生,111,3,567718.00
1773,勝一,111,1,468628.00
1773,勝一,111,2,720232.00
1773,勝一,111,4,2272050.00
1773,勝一,111,3,1423772.00
1776,展宇,111,2,18146.00
1776,展宇,111,1,-4550.00
1776,展宇,111,4,92655.00
1776,展宇,111,3,21759.00
1777,生泰,111,4,438814.00
1777,生泰,111,2,132638.00
1777,生泰,111,1,70003.00
1777,生泰,111,3,409221.00
1781,合世,111,4,-80695.00
1781,合世,111,2,-80766.00
1781,合世,111,3,-58248.00
1781,合世,111,1,-19086.00
1783,和康生,111,2,115924.00
1783,和康生,111,1,57769.00
1783,和康生,111,3,190346.00
1783,和康生,111,4,268338.00
1784,訊聯,111,3,88529.00
1784,訊聯,111,4,94654.00
1784,訊聯,111,1,-5341.00
1784,訊聯,111,2,34400.00
1785,光洋科,111,4,1009826.00
1785,光洋科,111,2,1048068.00
1785,光洋科,111,1,317873.00
1785,光洋科,111,3,1485017.00
1786,科妍,111,2,69144.00
1786,科妍,111,1,58037.00
1786,科妍,111,3,141502.00
1786,科妍,111,4,178207.00
