公司代號,公司名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1240,茂生農經,107,1,114/10/29,,375299.00,325295.00,0.93
1240,茂生農經,107,3,114/10/29,,1066528.00,958808.00,2.02
1240,茂生農經,107,2,114/10/29,,721109.00,638564.00,1.55
1256,鮮活果汁-KY,107,3,114/10/29,,2661941.00,1717606.00,12.47
1256,鮮活果汁-KY,107,2,114/10/29,,1634338.00,1080644.00,7.21
1256,鮮活果汁-KY,107,1,114/10/29,,699961.00,478591.00,2.13
1256,鮮活果汁-KY,107,4,114/10/29,,3221239.00,2077143.00,14.35
1259,安心,107,3,114/10/29,,3945423.00,2960833.00,3.66
1259,安心,107,1,114/10/29,,1235482.00,934619.00,0.80
1259,安心,107,2,114/10/29,,2543588.00,1910364.00,2.05
1259,安心,107,4,114/10/29,,5252104.00,3894871.00,4.36
1264,德麥,107,3,114/10/29,,2929325.00,1843978.00,10.00
1264,德麥,107,2,114/10/29,,1918781.00,1205557.00,6.32
1264,德麥,107,1,114/10/29,,959944.00,603366.00,2.85
1264,德麥,107,4,114/10/29,,3957774.00,2491726.00,13.27
1268,漢來美食,107,1,114/10/29,,979454.00,546025.00,2.31
1268,漢來美食,107,3,114/10/29,,2704749.00,1543580.00,4.54
1268,漢來美食,107,4,114/10/29,,3565658.00,2029403.00,6.13
1268,漢來美食,107,2,114/10/29,,1818063.00,1029803.00,3.40
1301,台塑,107,1,114/10/29,,54167368.00,44818153.00,1.87
1301,台塑,107,2,114/10/29,,116643451.00,95774876.00,4.56
1301,台塑,107,4,114/10/29,,230370027.00,193061959.00,7.78
1301,台塑,107,3,114/10/29,,174017580.00,144712245.00,7.42
1303,南亞,107,4,114/10/29,,333061560.00,284054265.00,6.65
1303,南亞,107,3,114/10/29,,255361902.00,215019489.00,6.10
1303,南亞,107,2,114/10/29,,168674081.00,141237162.00,3.80
1303,南亞,107,1,114/10/29,,82219991.00,68463037.00,1.70
1304,台聚,107,4,114/10/29,,60892513.00,55097773.00,0.50
1304,台聚,107,2,114/10/29,,30332479.00,26618432.00,0.49
1304,台聚,107,3,114/10/29,,45648482.00,40719474.00,0.60
1304,台聚,107,1,114/10/29,,14670146.00,12824540.00,0.24
1305,華夏,107,2,114/10/29,,7822558.00,6052776.00,1.82
1305,華夏,107,4,114/10/29,,15192621.00,12490058.00,2.52
1305,華夏,107,1,114/10/29,,4144200.00,3174086.00,1.10
1305,華夏,107,3,114/10/29,,11298548.00,8993440.00,2.30
1307,三芳,107,2,114/10/29,,4457733.00,3494471.00,0.41
1307,三芳,107,1,114/10/29,,2385362.00,1831632.00,0.26
1307,三芳,107,3,114/10/29,,7067383.00,5640765.00,0.59
1307,三芳,107,4,114/10/29,,9492260.00,7564352.00,0.76
1308,亞聚,107,4,114/10/29,,6375134.00,6090668.00,0.52
1308,亞聚,107,3,114/10/29,,4488953.00,4306701.00,0.48
1308,亞聚,107,2,114/10/29,,2961396.00,2819950.00,0.29
1308,亞聚,107,1,114/10/29,,1326214.00,1248416.00,0.16
1309,台達化,107,4,114/10/29,,21683702.00,20639959.00,0.63
1309,台達化,107,2,114/10/29,,10788137.00,9945162.00,1.17
1309,台達化,107,1,114/10/29,,4842167.00,4466915.00,0.58
1309,台達化,107,3,114/10/29,,16585574.00,15537431.00,1.17
1310,台苯,107,2,114/10/29,,8076162.00,6907983.00,1.40
1310,台苯,107,3,114/10/29,,11981852.00,10142676.00,2.20
1310,台苯,107,4,114/10/29,,15382654.00,13405660.00,2.30
1310,台苯,107,1,114/10/29,,4004442.00,3458303.00,0.75
1312,國喬,107,1,114/10/29,,6386708.00,5261882.00,1.08
1312,國喬,107,2,114/10/29,,12291297.00,10112383.00,1.96
1312,國喬,107,3,114/10/29,,19019410.00,15571342.00,3.00
1312,國喬,107,4,114/10/29,,24741138.00,20685790.00,3.26
1313,聯成,107,1,114/10/29,,13569504.00,12550060.00,0.37
1313,聯成,107,4,114/10/29,,61258498.00,58153633.00,0.59
1313,聯成,107,3,114/10/29,,44029802.00,41262027.00,0.68
1313,聯成,107,2,114/10/29,,30044450.00,28004862.00,0.46
1314,中石化,107,2,114/10/29,,18942433.00,16297625.00,0.86
1314,中石化,107,4,114/10/29,,38503121.00,33326959.00,1.59
1314,中石化,107,1,114/10/29,,9494452.00,8236559.00,0.41
1314,中石化,107,3,114/10/29,,29910755.00,25468679.00,1.47
1315,達新,107,3,114/10/29,,1901697.00,1606564.00,1.47
1315,達新,107,2,114/10/29,,1175379.00,1011132.00,-0.09
1315,達新,107,1,114/10/29,,573452.00,491263.00,-0.04
1315,達新,107,4,114/10/29,,2543342.00,2161263.00,1.20
1316,上曜,107,2,114/10/29,,1184595.00,787229.00,1.99
1316,上曜,107,3,114/10/29,,1380657.00,945553.00,2.24
1316,上曜,107,4,114/10/29,,1522292.00,1075800.00,1.39
1316,上曜,107,1,114/10/29,,766579.00,517488.00,1.25
1319,東陽,107,1,114/10/29,,6245138.00,4781822.00,0.84
1319,東陽,107,2,114/10/29,,12051478.00,9330588.00,1.82
1319,東陽,107,3,114/10/29,,17445980.00,13510508.00,2.44
1319,東陽,107,4,114/10/29,,23006584.00,17744695.00,3.26
1321,大洋,107,3,114/10/29,,3543824.00,3401043.00,0.09
1321,大洋,107,4,114/10/29,,4777348.00,4590598.00,-0.33
1321,大洋,107,2,114/10/29,,2447215.00,2355237.00,-0.15
1321,大洋,107,1,114/10/29,,1190142.00,1109736.00,0.18
1323,永裕,107,2,114/10/29,,1809540.00,1372445.00,1.61
1323,永裕,107,3,114/10/29,,2785344.00,2115621.00,2.45
1323,永裕,107,1,114/10/29,,825302.00,630073.00,0.67
1323,永裕,107,4,114/10/29,,3759197.00,2864593.00,3.32
1324,地球,107,4,114/10/29,,1137469.00,959230.00,0.02
1324,地球,107,2,114/10/29,,567590.00,473900.00,0.01
1324,地球,107,3,114/10/29,,847465.00,708620.00,0.05
1324,地球,107,1,114/10/29,,261060.00,221932.00,-0.07
1325,恆大,107,4,114/10/29,,914449.00,812852.00,0.70
1325,恆大,107,2,114/10/29,,447137.00,395471.00,0.38
1325,恆大,107,3,114/10/29,,663339.00,587898.00,0.53
1325,恆大,107,1,114/10/29,,229124.00,202659.00,0.10
1326,台化,107,4,114/10/29,,407859765.00,354287425.00,8.36
1326,台化,107,1,114/10/29,,98956552.00,83205670.00,2.22
1326,台化,107,3,114/10/29,,306288815.00,260865947.00,8.06
1326,台化,107,2,114/10/29,,198653498.00,168716960.00,4.67
1336,台翰,107,3,114/10/29,,2075040.00,1757631.00,1.06
1336,台翰,107,2,114/10/29,,1269314.00,1084994.00,0.57
1336,台翰,107,1,114/10/29,,602809.00,512425.00,0.14
1336,台翰,107,4,114/10/29,,2788241.00,2358101.00,1.28
1337,再生-KY,107,3,114/10/29,,1052252.00,1183773.00,-1.74
1337,再生-KY,107,1,114/10/29,,343807.00,386350.00,-0.51
1337,再生-KY,107,2,114/10/29,,716771.00,801531.00,-1.07
1337,再生-KY,107,4,114/10/29,,1464797.00,2241085.00,-7.02
1338,廣華-KY,107,3,114/10/29,,6011677.00,4565203.00,5.23
1338,廣華-KY,107,1,114/10/29,,1987165.00,1485360.00,2.26
1338,廣華-KY,107,4,114/10/29,,8062421.00,6087675.00,6.51
1338,廣華-KY,107,2,114/10/29,,4036378.00,3048630.00,4.02
1339,昭輝,107,3,114/10/29,,2091162.00,1583536.00,4.01
1339,昭輝,107,2,114/10/29,,1431877.00,1042938.00,3.49
1339,昭輝,107,4,114/10/29,,2854734.00,2107793.00,4.15
1339,昭輝,107,1,114/10/29,,722810.00,505852.00,0.75
1340,勝悅-KY,107,4,114/10/29,,2071989.00,1722629.00,0.97
1340,勝悅-KY,107,3,114/10/29,,1741245.00,1384401.00,1.47
1340,勝悅-KY,107,1,114/10/29,,490794.00,350479.00,0.58
1340,勝悅-KY,107,2,114/10/29,,1239618.00,956425.00,1.38
1341,富林-KY,107,4,114/10/29,,2902091.00,2401269.00,3.68
1341,富林-KY,107,3,114/10/29,,2134205.00,1783443.00,2.23
1342,八貫,107,4,114/10/29,,1331066.00,1008816.00,3.79
1402,遠東新,107,4,114/10/29,,228661933.00,184261821.00,2.41
1402,遠東新,107,2,114/10/29,,105396469.00,82368563.00,1.48
1402,遠東新,107,3,114/10/29,,167195139.00,131908636.00,2.17
1402,遠東新,107,1,114/10/29,,51457884.00,40691833.00,0.49
1409,新纖,107,1,114/10/29,,,,0.13
1409,新纖,107,4,114/10/29,,,,1.52
1409,新纖,107,2,114/10/29,,,,0.69
1409,新纖,107,3,114/10/29,,,,1.26
1410,南染,107,1,114/10/29,,122940.00,75115.00,0.25
1410,南染,107,4,114/10/29,,505982.00,310974.00,1.44
1410,南染,107,3,114/10/29,,387468.00,237217.00,1.09
1410,南染,107,2,114/10/29,,265883.00,161977.00,0.73
1413,宏洲,107,1,114/10/29,,901228.00,825495.00,0.39
1413,宏洲,107,3,114/10/29,,2717076.00,2498817.00,1.35
1413,宏洲,107,2,114/10/29,,1766781.00,1614271.00,1.00
1413,宏洲,107,4,114/10/29,,3651036.00,3367592.00,1.83
1414,東和,107,3,114/10/29,,744635.00,673927.00,0.17
1414,東和,107,1,114/10/29,,261472.00,236287.00,0.02
1414,東和,107,4,114/10/29,,974924.00,890439.00,0.17
1414,東和,107,2,114/10/29,,505154.00,457950.00,0.07
1416,廣豐,107,1,114/10/29,,56620.00,348.00,0.44
1416,廣豐,107,4,114/10/29,,271003.00,80922.00,1.35
1416,廣豐,107,2,114/10/29,,117677.00,723.00,0.29
1416,廣豐,107,3,114/10/29,,212640.00,20931.00,0.26
1417,嘉裕,107,3,114/10/29,,1072834.00,909638.00,-0.39
1417,嘉裕,107,2,114/10/29,,781105.00,663511.00,-0.23
1417,嘉裕,107,1,114/10/29,,458157.00,396384.00,-0.16
1417,嘉裕,107,4,114/10/29,,1499660.00,1253558.00,-0.61
1418,東華,107,4,114/10/29,,653059.00,765179.00,-4.01
1418,東華,107,2,114/10/29,,434924.00,468676.00,-1.77
1418,東華,107,1,114/10/29,,154720.00,184042.00,-1.11
1418,東華,107,3,114/10/29,,574598.00,637162.00,-2.82
1419,新紡,107,3,114/10/29,,1132303.00,869574.00,0.85
1419,新紡,107,4,114/10/29,,1605981.00,1195968.00,0.94
1419,新紡,107,1,114/10/29,,345626.00,289822.00,-0.19
1419,新紡,107,2,114/10/29,,723271.00,572850.00,-0.01
1423,利華,107,1,114/10/29,,218911.00,207254.00,0.10
1423,利華,107,4,114/10/29,,761087.00,683730.00,0.64
1423,利華,107,2,114/10/29,,425512.00,391435.00,0.30
1423,利華,107,3,114/10/29,,594754.00,532240.00,0.54
1432,大魯閣,107,2,114/10/29,,409776.00,81609.00,-0.66
1432,大魯閣,107,4,114/10/29,,1020869.00,286998.00,-1.10
1432,大魯閣,107,1,114/10/29,,201861.00,44754.00,-0.33
1432,大魯閣,107,3,114/10/29,,811455.00,253620.00,-0.72
1434,福懋,107,2,114/10/29,,22467681.00,19606601.00,0.91
1434,福懋,107,4,114/10/29,,44545053.00,39264007.00,2.82
1434,福懋,107,3,114/10/29,,33804379.00,29569355.00,2.72
1434,福懋,107,1,114/10/29,,10730423.00,9439184.00,0.17
1435,中福,107,2,114/10/29,,16596.00,929.00,0.05
1435,中福,107,4,114/10/29,,30136.00,1691.00,-0.10
1435,中福,107,1,114/10/29,,9097.00,625.00,-0.04
1435,中福,107,3,114/10/29,,23307.00,1344.00,-0.02
1436,華友聯,107,2,114/10/29,,1027713.00,728786.00,2.18
1436,華友聯,107,4,114/10/29,,2621467.00,1912536.00,4.48
1436,華友聯,107,1,114/10/29,,631448.00,443623.00,1.52
1436,華友聯,107,3,114/10/29,,1664090.00,1207098.00,2.93
1437,勤益控,107,2,114/10/29,,308261.00,79358.00,0.76
1437,勤益控,107,4,114/10/29,,583070.00,173914.00,1.23
1437,勤益控,107,3,114/10/29,,434707.00,117027.00,1.05
1437,勤益控,107,1,114/10/29,,176684.00,35700.00,0.44
1438,三地開發,107,4,114/10/29,,17.00,53.00,-0.12
1438,三地開發,107,3,114/10/29,,9.00,47.00,-0.04
1438,三地開發,107,2,114/10/29,,4.00,44.00,-0.03
1438,三地開發,107,1,114/10/29,,1.00,41.00,-0.02
1439,雋揚,107,3,114/10/29,,208223.00,200348.00,-0.47
1439,雋揚,107,2,114/10/29,,145358.00,139649.00,-0.18
1439,雋揚,107,1,114/10/29,,65031.00,61984.00,-0.03
1439,雋揚,107,4,114/10/29,,264022.00,255558.00,-0.75
1440,南紡,107,3,114/10/29,,18818213.00,16300366.00,0.69
1440,南紡,107,2,114/10/29,,12481670.00,10805556.00,0.44
1440,南紡,107,1,114/10/29,,6000881.00,5251784.00,0.10
1440,南紡,107,4,114/10/29,,24946094.00,22211162.00,0.65
1441,大東,107,4,114/10/29,,1624251.00,1668517.00,11.66
1441,大東,107,1,114/10/29,,426702.00,411107.00,-0.95
1441,大東,107,3,114/10/29,,1205666.00,1195849.00,13.69
1441,大東,107,2,114/10/29,,869131.00,868566.00,14.56
1442,名軒,107,2,114/10/29,,739188.00,508861.00,0.40
1442,名軒,107,3,114/10/29,,861493.00,576970.00,0.50
1442,名軒,107,1,114/10/29,,482232.00,343300.00,0.27
1442,名軒,107,4,114/10/29,,944582.00,669007.00,0.40
1443,立益物流,107,1,114/10/29,,278480.00,287336.00,-0.25
1443,立益物流,107,3,114/10/29,,914987.00,914370.00,-2.17
1443,立益物流,107,4,114/10/29,,1128161.00,1142162.00,-2.38
1443,立益物流,107,2,114/10/29,,597889.00,586254.00,0.01
1444,力麗,107,3,114/10/29,,9393299.00,8617827.00,0.47
1444,力麗,107,2,114/10/29,,6091552.00,5587220.00,0.38
1444,力麗,107,4,114/10/29,,12882065.00,11974832.00,0.44
1444,力麗,107,1,114/10/29,,2956803.00,2704432.00,0.06
1445,大宇,107,4,114/10/29,,1572270.00,1490830.00,-0.17
1445,大宇,107,3,114/10/29,,1192414.00,1132981.00,-0.13
1445,大宇,107,1,114/10/29,,374293.00,362701.00,-0.11
1445,大宇,107,2,114/10/29,,804050.00,766295.00,-0.12
1446,宏和,107,2,114/10/29,,217990.00,208244.00,-0.20
1446,宏和,107,1,114/10/29,,71062.00,75671.00,-0.23
1446,宏和,107,3,114/10/29,,341779.00,324971.00,-0.28
1446,宏和,107,4,114/10/29,,447125.00,422023.00,-0.21
1447,力鵬,107,2,114/10/29,,9457406.00,8966385.00,0.42
1447,力鵬,107,3,114/10/29,,14013230.00,13328384.00,0.53
1447,力鵬,107,1,114/10/29,,4803791.00,4568719.00,-0.02
1447,力鵬,107,4,114/10/29,,17599267.00,17263518.00,0.19
1449,佳和,107,1,114/10/29,,552697.00,554588.00,-0.73
1449,佳和,107,2,114/10/29,,1184683.00,1168870.00,-1.26
1449,佳和,107,3,114/10/29,,1810158.00,1744387.00,-0.51
1449,佳和,107,4,114/10/29,,2459080.00,2320982.00,-0.85
1451,年興,107,3,114/10/29,,6436105.00,5773461.00,1.40
1451,年興,107,2,114/10/29,,4033511.00,3683486.00,0.62
1451,年興,107,1,114/10/29,,1749914.00,1658990.00,-0.40
1451,年興,107,4,114/10/29,,8799524.00,7938257.00,2.03
1452,宏益,107,2,114/10/29,,1003964.00,846515.00,0.67
1452,宏益,107,1,114/10/29,,532312.00,442690.00,0.38
1452,宏益,107,4,114/10/29,,2130850.00,1819600.00,1.47
1452,宏益,107,3,114/10/29,,1610675.00,1363699.00,1.24
1453,大將,107,1,114/10/29,,2174.00,4210.00,3.94
1453,大將,107,3,114/10/29,,27615.00,28137.00,3.97
1453,大將,107,4,114/10/29,,28277.00,28755.00,3.74
1453,大將,107,2,114/10/29,,20716.00,19873.00,3.93
1454,台富,107,4,114/10/29,,1947905.00,1802306.00,0.15
1454,台富,107,3,114/10/29,,1458400.00,1334204.00,0.20
1454,台富,107,1,114/10/29,,458086.00,423415.00,0.01
1454,台富,107,2,114/10/29,,962694.00,870775.00,0.20
1455,集盛,107,1,114/10/29,,4112022.00,3867230.00,0.15
1455,集盛,107,4,114/10/29,,15832053.00,15355580.00,0.15
1455,集盛,107,2,114/10/29,,8097406.00,7674399.00,0.41
1455,集盛,107,3,114/10/29,,12015866.00,11441357.00,0.55
1456,怡華,107,3,114/10/29,,358157.00,279484.00,-0.23
1456,怡華,107,4,114/10/29,,474359.00,370214.00,0.13
1456,怡華,107,1,114/10/29,,89991.00,63761.00,-0.07
1456,怡華,107,2,114/10/29,,204335.00,160051.00,-0.26
1457,宜進,107,2,114/10/29,,2744334.00,2402435.00,1.76
1457,宜進,107,4,114/10/29,,5646982.00,4949289.00,2.13
1457,宜進,107,1,114/10/29,,1412619.00,1239827.00,1.58
1457,宜進,107,3,114/10/29,,4198022.00,3678856.00,1.95
1459,聯發,107,1,114/10/29,,876409.00,857633.00,0.07
1459,聯發,107,2,114/10/29,,1785401.00,1738628.00,0.43
1459,聯發,107,3,114/10/29,,2652455.00,2601362.00,0.34
1459,聯發,107,4,114/10/29,,3519248.00,3512866.00,-1.18
1460,宏遠,107,2,114/10/29,,4527357.00,3718452.00,0.25
1460,宏遠,107,3,114/10/29,,6754447.00,5549461.00,0.31
1460,宏遠,107,4,114/10/29,,9405379.00,7715556.00,0.33
1460,宏遠,107,1,114/10/29,,2370487.00,1936069.00,0.09
1463,強盛新,107,4,114/10/29,,972877.00,620503.00,1.62
1463,強盛新,107,1,114/10/29,,348121.00,198917.00,0.66
1463,強盛新,107,3,114/10/29,,804514.00,501196.00,1.42
1463,強盛新,107,2,114/10/29,,610344.00,364439.00,1.09
1464,得力,107,1,114/10/29,,2005111.00,1701956.00,-0.09
1464,得力,107,3,114/10/29,,6557095.00,5524665.00,0.45
1464,得力,107,4,114/10/29,,9132401.00,7668062.00,0.61
1464,得力,107,2,114/10/29,,4175927.00,3527105.00,0.30
1465,偉全,107,4,114/10/29,,697152.00,606604.00,-0.12
1465,偉全,107,3,114/10/29,,1314810.00,1191208.00,0.04
1465,偉全,107,2,114/10/29,,800534.00,737215.00,0.03
1465,偉全,107,1,114/10/29,,366837.00,343357.00,-0.12
1466,聚隆,107,1,114/10/29,,956450.00,902259.00,-0.11
1466,聚隆,107,3,114/10/29,,3155471.00,3036125.00,-0.61
1466,聚隆,107,4,114/10/29,,4106559.00,3967842.00,-0.94
1466,聚隆,107,2,114/10/29,,1982208.00,1887801.00,-0.29
1467,南緯,107,3,114/10/29,,5402071.00,4472314.00,-0.63
1467,南緯,107,2,114/10/29,,3299604.00,2746527.00,-0.66
1467,南緯,107,4,114/10/29,,7417890.00,6103195.00,-0.29
1467,南緯,107,1,114/10/29,,1404117.00,1186340.00,-0.69
1468,昶和,107,2,114/10/29,,459720.00,368627.00,0.11
1468,昶和,107,1,114/10/29,,170630.00,143022.00,-0.10
1468,昶和,107,4,114/10/29,,921039.00,782171.00,0.24
1468,昶和,107,3,114/10/29,,692256.00,576944.00,0.25
1470,大統新創,107,3,114/10/29,,563486.00,443175.00,0.37
1470,大統新創,107,2,114/10/29,,369693.00,293936.00,0.18
1470,大統新創,107,4,114/10/29,,754462.00,586400.00,0.57
1470,大統新創,107,1,114/10/29,,171997.00,134425.00,0.09
1471,首利,107,1,114/10/29,,361895.00,381948.00,-0.59
1471,首利,107,4,114/10/29,,1282302.00,1366653.00,-2.13
1471,首利,107,3,114/10/29,,910253.00,968426.00,-1.11
1471,首利,107,2,114/10/29,,605390.00,650651.00,-1.09
1472,三洋實業,107,3,114/10/29,,475365.00,480420.00,-1.41
1472,三洋實業,107,2,114/10/29,,299142.00,312953.00,-1.18
1472,三洋實業,107,1,114/10/29,,183416.00,192825.00,-0.75
1472,三洋實業,107,4,114/10/29,,599246.00,596228.00,-1.59
1473,台南,107,2,114/10/29,,4142069.00,3697718.00,-0.67
1473,台南,107,4,114/10/29,,8326359.00,7258757.00,0.54
1473,台南,107,1,114/10/29,,2215730.00,1976895.00,-0.34
1473,台南,107,3,114/10/29,,6677884.00,5859001.00,-0.10
1474,弘裕,107,4,114/10/29,,3617559.00,3204271.00,0.87
1474,弘裕,107,1,114/10/29,,868172.00,752485.00,0.33
1474,弘裕,107,2,114/10/29,,1808399.00,1585257.00,0.54
1474,弘裕,107,3,114/10/29,,2718595.00,2388630.00,0.56
1475,業旺,107,1,114/10/29,,15485.00,26127.00,-0.81
1475,業旺,107,4,114/10/29,,53347.00,106881.00,-4.02
1475,業旺,107,3,114/10/29,,43224.00,81242.00,-3.12
1475,業旺,107,2,114/10/29,,29894.00,47670.00,-1.59
