公司代號,公司名稱,年度,季別,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-股東配股總股數(股)
4972,湯石照明,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,2.30000000,"         92,093,847",0.0,                  0
4972,湯石照明,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,2.30000000,"         92,093,847",0.0,                  0
4973,廣穎電通,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,1.20000000,"         76,207,000",0.0,                  0
4973,廣穎電通,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,1.20000000,"         76,207,000",0.0,                  0
4973,廣穎電通,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,1.20000000,"         76,207,000",0.0,                  0
4973,廣穎電通,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,1.20000000,"         76,207,000",0.0,                  0
4974,亞泰,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,3.10000000,"        224,750,322",0.0,                  0
4974,亞泰,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,3.10000000,"        224,750,322",0.0,                  0
4974,亞泰,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,3.10000000,"        224,750,322",0.0,                  0
4974,亞泰,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,3.10000000,"        224,750,322",0.0,                  0
4976,佳凌,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
4976,佳凌,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
4976,佳凌,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
4976,佳凌,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
4977,眾達-KY,107,Y1,108/06/06,107/01/01~107/12/31,股東會確認,3.50000000,"        209,398,571",0.30000000,"          1,794,845"
4977,眾達-KY,107,Y1,108/06/06,107/01/01~107/12/31,股東會確認,3.50000000,"        209,398,571",0.30000000,"          1,794,845"
