公司代號,公司名稱,年度,季別,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-股東配股總股數(股)
1101,台泥,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,3.30000000,"     16,856,366,706",0.70000000,"        357,559,293"
1101,台泥,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,3.30000000,"     16,856,366,706",0.70000000,"        357,559,293"
1101B,台泥乙特,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.09109589,"         18,219,178",0.0,                  0
1101B,台泥乙特,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.09109589,"         18,219,178",0.0,                  0
1101,台泥,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,3.30000000,"     16,856,366,706",0.70000000,"        357,559,293"
1101B,台泥乙特,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.09109589,"         18,219,178",0.0,                  0
1101B,台泥乙特,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.09109589,"         18,219,178",0.0,                  0
1101,台泥,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,3.30000000,"     16,856,366,706",0.70000000,"        357,559,293"
1102,亞泥,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,2.80000000,"      9,412,052,154",0.0,                  0
1102,亞泥,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,2.80000000,"      9,412,052,154",0.0,                  0
1102,亞泥,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,2.80000000,"      9,412,052,154",0.0,                  0
1102,亞泥,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,2.80000000,"      9,412,052,154",0.0,                  0
1103,嘉泥,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.00000000,"        771,780,548",0.0,                  0
1103,嘉泥,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.00000000,"        771,780,548",0.0,                  0
1103,嘉泥,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.00000000,"        771,780,548",0.0,                  0
1103,嘉泥,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.00000000,"        771,780,548",0.0,                  0
1104,環泥,107,Y1,108/06/18,107/01/01~107/12/31,股東會確認,1.00000000,"        653,609,192",0.0,                  0
1104,環泥,107,Y1,108/06/18,107/01/01~107/12/31,股東會確認,1.00000000,"        653,609,192",0.0,                  0
1104,環泥,107,Y1,108/06/18,107/01/01~107/12/31,股東會確認,1.00000000,"        653,609,192",0.0,                  0
1104,環泥,107,Y1,108/06/18,107/01/01~107/12/31,股東會確認,1.00000000,"        653,609,192",0.0,                  0
1108,幸福,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1108,幸福,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1108,幸福,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1108,幸福,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1109,信大,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,0.80000000,"        273,566,294",0.0,                  0
1109,信大,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,0.80000000,"        273,566,294",0.0,                  0
1109,信大,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,0.80000000,"        273,566,294",0.0,                  0
1109,信大,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,0.80000000,"        273,566,294",0.0,                  0
1110,東泥,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,0.10000000,"         57,200,079",0.0,                  0
1110,東泥,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,0.10000000,"         57,200,079",0.0,                  0
1110,東泥,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,0.10000000,"         57,200,079",0.0,                  0
1110,東泥,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,0.10000000,"         57,200,079",0.0,                  0
1201,味全,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.80000000,"        404,850,331",0.0,                  0
1201,味全,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.80000000,"        404,850,331",0.0,                  0
1201,味全,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.80000000,"        404,850,331",0.0,                  0
1201,味全,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.80000000,"        404,850,331",0.0,                  0
1203,味王,107,Y1,108/06/26,107/01/01~107/12/31,股東會確認,1.00000000,"        240,000,000",0.0,                  0
1203,味王,107,Y1,108/06/26,107/01/01~107/12/31,股東會確認,1.00000000,"        240,000,000",0.0,                  0
1203,味王,107,Y1,108/06/26,107/01/01~107/12/31,股東會確認,1.00000000,"        240,000,000",0.0,                  0
1203,味王,107,Y1,108/06/26,107/01/01~107/12/31,股東會確認,1.00000000,"        240,000,000",0.0,                  0
1210,大成,107,Y1,108/05/31,107/01/01~107/12/31,股東會確認,1.50000000,"      1,181,912,980",0.50000000,"         39,397,099"
1210,大成,107,Y1,108/05/31,107/01/01~107/12/31,股東會確認,1.50000000,"      1,181,912,980",0.50000000,"         39,397,099"
1210,大成,107,Y1,108/05/31,107/01/01~107/12/31,股東會確認,1.50000000,"      1,181,912,980",0.50000000,"         39,397,099"
1210,大成,107,Y1,108/05/31,107/01/01~107/12/31,股東會確認,1.50000000,"      1,181,912,980",0.50000000,"         39,397,099"
1213,大飲,107,Y1,108/10/03,107/01/01~107/12/31,董事會擬議,0.0,                  0,0.0,                  0
1213,大飲,107,Y1,108/10/03,107/01/01~107/12/31,董事會擬議,0.0,                  0,0.0,                  0
1213,大飲,107,Y1,108/10/03,107/01/01~107/12/31,董事會擬議,0.0,                  0,0.0,                  0
1213,大飲,107,Y1,108/10/03,107/01/01~107/12/31,董事會擬議,0.0,                  0,0.0,                  0
1215,卜蜂,107,Y1,108/06/26,107/01/01~107/12/31,股東會確認,3.00000000,"        803,972,994",0.0,                  0
1215,卜蜂,107,Y1,108/06/26,107/01/01~107/12/31,股東會確認,3.00000000,"        803,972,994",0.0,                  0
1215,卜蜂,107,Y1,108/06/26,107/01/01~107/12/31,股東會確認,3.00000000,"        803,972,994",0.0,                  0
1215,卜蜂,107,Y1,108/06/26,107/01/01~107/12/31,股東會確認,3.00000000,"        803,972,994",0.0,                  0
1216,統一,107,Y1,108/06/18,107/01/01~107/12/31,股東會確認,2.50000000,"     14,205,038,553",0.0,                  0
1216,統一,107,Y1,108/06/18,107/01/01~107/12/31,股東會確認,2.50000000,"     14,205,038,553",0.0,                  0
1216,統一,107,Y1,108/06/18,107/01/01~107/12/31,股東會確認,2.50000000,"     14,205,038,553",0.0,                  0
1216,統一,107,Y1,108/06/18,107/01/01~107/12/31,股東會確認,2.50000000,"     14,205,038,553",0.0,                  0
1217,愛之味,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1217,愛之味,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1217,愛之味,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1217,愛之味,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1218,泰山,107,Y1,108/05/23,107/01/01~107/12/31,股東會確認,0.80000000,"        399,999,230",0.0,                  0
1218,泰山,107,Y1,108/05/23,107/01/01~107/12/31,股東會確認,0.80000000,"        399,999,230",0.0,                  0
1218,泰山,107,Y1,108/05/23,107/01/01~107/12/31,股東會確認,0.80000000,"        399,999,230",0.0,                  0
1218,泰山,107,Y1,108/05/23,107/01/01~107/12/31,股東會確認,0.80000000,"        399,999,230",0.0,                  0
1219,福壽,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.10000000,"         32,201,389",0.0,                  0
1219,福壽,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.10000000,"         32,201,389",0.0,                  0
1219,福壽,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.10000000,"         32,201,389",0.0,                  0
1219,福壽,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.10000000,"         32,201,389",0.0,                  0
1220,台榮,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,0.46000000,"         81,455,854",0.0,                  0
1220,台榮,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,0.46000000,"         81,455,854",0.0,                  0
1220,台榮,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,0.46000000,"         81,455,854",0.0,                  0
1220,台榮,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,0.46000000,"         81,455,854",0.0,                  0
1225,福懋油,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,1.15000000,"        251,508,509",0.0,                  0
1225,福懋油,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,1.15000000,"        251,508,509",0.0,                  0
1225,福懋油,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,1.15000000,"        251,508,509",0.0,                  0
1225,福懋油,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,1.15000000,"        251,508,509",0.0,                  0
1227,佳格,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,2.50000000,"      2,287,723,978",0.0,                  0
1227,佳格,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,2.50000000,"      2,287,723,978",0.0,                  0
1227,佳格,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,2.50000000,"      2,287,723,978",0.0,                  0
1227,佳格,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,2.50000000,"      2,287,723,978",0.0,                  0
1229,聯華,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,1.60000000,"      1,683,413,091",0.50000000,"         52,606,659"
1229,聯華,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,1.60000000,"      1,683,413,091",0.50000000,"         52,606,659"
1229,聯華,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,1.60000000,"      1,683,413,091",0.50000000,"         52,606,659"
1229,聯華,107,Y1,108/06/25,107/01/01~107/12/31,股東會確認,1.60000000,"      1,683,413,091",0.50000000,"         52,606,659"
1231,聯華食,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.80000000,"        299,306,397",0.50000000,"          8,314,066"
1231,聯華食,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.80000000,"        299,306,397",0.50000000,"          8,314,066"
1231,聯華食,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.80000000,"        299,306,397",0.50000000,"          8,314,066"
1231,聯華食,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.80000000,"        299,306,397",0.50000000,"          8,314,066"
1232,大統益,107,Y1,108/06/11,107/01/01~107/12/31,股東會確認,5.00000000,"        799,874,575",0.0,                  0
1232,大統益,107,Y1,108/06/11,107/01/01~107/12/31,股東會確認,5.00000000,"        799,874,575",0.0,                  0
1232,大統益,107,Y1,108/06/11,107/01/01~107/12/31,股東會確認,5.00000000,"        799,874,575",0.0,                  0
1232,大統益,107,Y1,108/06/11,107/01/01~107/12/31,股東會確認,5.00000000,"        799,874,575",0.0,                  0
1233,天仁,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,1.90000000,"        172,124,701",0.0,                  0
1233,天仁,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,1.90000000,"        172,124,701",0.0,                  0
1233,天仁,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,1.90000000,"        172,124,701",0.0,                  0
1233,天仁,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,1.90000000,"        172,124,701",0.0,                  0
1234,黑松,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,1.60000000,"        642,993,750",0.0,                  0
1234,黑松,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,1.60000000,"        642,993,750",0.0,                  0
1234,黑松,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,1.60000000,"        642,993,750",0.0,                  0
1234,黑松,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,1.60000000,"        642,993,750",0.0,                  0
1235,興泰,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,                  0,1.25000000,"         10,995,048"
1235,興泰,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,                  0,1.25000000,"         10,995,048"
1235,興泰,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,                  0,1.25000000,"         10,995,048"
1235,興泰,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,                  0,1.25000000,"         10,995,048"
1236,宏亞,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,0.40000000,"         43,337,004",0.0,                  0
1236,宏亞,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,0.40000000,"         43,337,004",0.0,                  0
1236,宏亞,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,0.40000000,"         43,337,004",0.0,                  0
1236,宏亞,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,0.40000000,"         43,337,004",0.0,                  0
1240,茂生農經,107,Y1,108/06/17,107/01/01~107/12/31,股東會確認,1.50000000,"         49,500,000",0.30000000,"            990,000"
1240,茂生農經,107,Y1,108/06/17,107/01/01~107/12/31,股東會確認,1.50000000,"         49,500,000",0.30000000,"            990,000"
1240,茂生農經,107,Y1,108/06/17,107/01/01~107/12/31,股東會確認,1.50000000,"         49,500,000",0.30000000,"            990,000"
1240,茂生農經,107,Y1,108/06/17,107/01/01~107/12/31,股東會確認,1.50000000,"         49,500,000",0.30000000,"            990,000"
1256,鮮活果汁-KY,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,6.20000000,"        190,746,720",1.00000000,"          3,076,560"
1256,鮮活果汁-KY,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,6.20000000,"        190,746,720",1.00000000,"          3,076,560"
1256,鮮活果汁-KY,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,6.20000000,"        190,746,720",1.00000000,"          3,076,560"
1256,鮮活果汁-KY,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,6.20000000,"        190,746,720",1.00000000,"          3,076,560"
1259,安心,107,Y1,108/06/05,107/01/01~107/12/31,股東會確認,3.00000000,"         96,817,500",0.0,                  0
1259,安心,107,Y1,108/06/05,107/01/01~107/12/31,股東會確認,3.00000000,"         96,817,500",0.0,                  0
1259,安心,107,Y1,108/06/05,107/01/01~107/12/31,股東會確認,3.00000000,"         96,817,500",0.0,                  0
1259,安心,107,Y1,108/06/05,107/01/01~107/12/31,股東會確認,3.00000000,"         96,817,500",0.0,                  0
1264,德麥,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,11.00000000,"        370,655,670",0.0,                  0
1264,德麥,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,11.00000000,"        370,655,670",0.0,                  0
1264,德麥,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,11.00000000,"        370,655,670",0.0,                  0
1264,德麥,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,11.00000000,"        370,655,670",0.0,                  0
1268,漢來美食,107,Y1,108/05/23,107/01/01~107/12/31,股東會確認,2.37400000,"        258,256,110",0.0,                  0
1268,漢來美食,107,Y1,108/05/23,107/01/01~107/12/31,股東會確認,2.37400000,"        258,256,110",0.0,                  0
1268,漢來美食,107,Y1,108/05/23,107/01/01~107/12/31,股東會確認,2.37400000,"        258,256,110",0.0,                  0
1268,漢來美食,107,Y1,108/05/23,107/01/01~107/12/31,股東會確認,2.37400000,"        258,256,110",0.0,                  0
1301,台塑,107,Y1,108/06/11,107/01/01~107/12/31,股東會確認,5.80000000,"     36,921,296,530",0.0,                  0
1301,台塑,107,Y1,108/06/11,107/01/01~107/12/31,股東會確認,5.80000000,"     36,921,296,530",0.0,                  0
1301,台塑,107,Y1,108/06/11,107/01/01~107/12/31,股東會確認,5.80000000,"     36,921,296,530",0.0,                  0
1301,台塑,107,Y1,108/06/11,107/01/01~107/12/31,股東會確認,5.80000000,"     36,921,296,530",0.0,                  0
1303,南亞,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,5.00000000,"     39,654,107,945",0.0,                  0
1303,南亞,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,5.00000000,"     39,654,107,945",0.0,                  0
1303,南亞,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,5.00000000,"     39,654,107,945",0.0,                  0
1303,南亞,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,5.00000000,"     39,654,107,945",0.0,                  0
1304,台聚,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.30000000,"        356,629,050",0.0,                  0
1304,台聚,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.30000000,"        356,629,050",0.0,                  0
1304,台聚,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.30000000,"        356,629,050",0.0,                  0
1304,台聚,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.30000000,"        356,629,050",0.0,                  0
1305,華夏,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.50000000,"        760,139,319",0.40000000,"         20,270,381"
1305,華夏,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.50000000,"        760,139,319",0.40000000,"         20,270,381"
1305,華夏,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.50000000,"        760,139,319",0.40000000,"         20,270,381"
1305,華夏,107,Y1,108/06/21,107/01/01~107/12/31,股東會確認,1.50000000,"        760,139,319",0.40000000,"         20,270,381"
1307,三芳,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.50000000,"        198,909,063",0.0,                  0
1307,三芳,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.50000000,"        198,909,063",0.0,                  0
1307,三芳,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.50000000,"        198,909,063",0.0,                  0
1307,三芳,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.50000000,"        198,909,063",0.0,                  0
1308,亞聚,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.30000000,"        166,314,823",0.0,                  0
1308,亞聚,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.30000000,"        166,314,823",0.0,                  0
1308,亞聚,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.30000000,"        166,314,823",0.0,                  0
1308,亞聚,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.30000000,"        166,314,823",0.0,                  0
1309,台達化,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.20000000,"         65,530,371",0.20000000,"          6,553,037"
1309,台達化,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.20000000,"         65,530,371",0.20000000,"          6,553,037"
1309,台達化,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.20000000,"         65,530,371",0.20000000,"          6,553,037"
1309,台達化,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.20000000,"         65,530,371",0.20000000,"          6,553,037"
1310,台苯,107,Y1,108/06/28,107/01/01~107/12/31,股東會確認,2.00000000,"      1,055,739,528",0.0,                  0
1310,台苯,107,Y1,108/06/28,107/01/01~107/12/31,股東會確認,2.00000000,"      1,055,739,528",0.0,                  0
1310,台苯,107,Y1,108/06/28,107/01/01~107/12/31,股東會確認,2.00000000,"      1,055,739,528",0.0,                  0
1310,台苯,107,Y1,108/06/28,107/01/01~107/12/31,股東會確認,2.00000000,"      1,055,739,528",0.0,                  0
1312A,國喬特,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.60000000,"         12,000,000",0.0,                  0
1312,國喬,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1312A,國喬特,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.60000000,"         12,000,000",0.0,                  0
1312,國喬,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1312,國喬,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1312A,國喬特,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.60000000,"         12,000,000",0.0,                  0
1312A,國喬特,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.60000000,"         12,000,000",0.0,                  0
1312,國喬,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1313,聯成,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.20000000,"        256,766,525",0.30000000,"         38,514,978"
1313,聯成,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.20000000,"        256,766,525",0.30000000,"         38,514,978"
1313,聯成,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.20000000,"        256,766,525",0.30000000,"         38,514,978"
1313,聯成,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.20000000,"        256,766,525",0.30000000,"         38,514,978"
1314,中石化,107,Y1,108/05/24,107/01/01~107/12/31,股東會確認,0.50000000,"      1,349,928,637",0.50000000,"        134,992,863"
1314,中石化,107,Y1,108/05/24,107/01/01~107/12/31,股東會確認,0.50000000,"      1,349,928,637",0.50000000,"        134,992,863"
1314,中石化,107,Y1,108/05/24,107/01/01~107/12/31,股東會確認,0.50000000,"      1,349,928,637",0.50000000,"        134,992,863"
1314,中石化,107,Y1,108/05/24,107/01/01~107/12/31,股東會確認,0.50000000,"      1,349,928,637",0.50000000,"        134,992,863"
1315,達新,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,1.20000000,"        237,600,000",0.0,                  0
1315,達新,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,1.20000000,"        237,600,000",0.0,                  0
1315,達新,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,1.20000000,"        237,600,000",0.0,                  0
1315,達新,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,1.20000000,"        237,600,000",0.0,                  0
1316,上曜,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,1.14000000,"        329,333,390",0.0,                  0
1316,上曜,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,1.14000000,"        329,333,390",0.0,                  0
1316,上曜,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,1.14000000,"        329,333,390",0.0,                  0
1316,上曜,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,1.14000000,"        329,333,390",0.0,                  0
1319,東陽,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,1.70000000,"      1,005,511,016",0.0,                  0
1319,東陽,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,1.70000000,"      1,005,511,016",0.0,                  0
1319,東陽,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,1.70000000,"      1,005,511,016",0.0,                  0
1319,東陽,107,Y1,108/06/20,107/01/01~107/12/31,股東會確認,1.70000000,"      1,005,511,016",0.0,                  0
1321,大洋,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1321,大洋,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1321,大洋,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1321,大洋,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1323,永裕,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,1.80000000,"        164,294,197",0.0,                  0
1323,永裕,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,1.80000000,"        164,294,197",0.0,                  0
1323,永裕,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,1.80000000,"        164,294,197",0.0,                  0
1323,永裕,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,1.80000000,"        164,294,197",0.0,                  0
1324,地球,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.30000000,"         22,536,565",0.0,                  0
1324,地球,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.30000000,"         22,536,565",0.0,                  0
1324,地球,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.30000000,"         22,536,565",0.0,                  0
1324,地球,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.30000000,"         22,536,565",0.0,                  0
1325,恆大,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.50000000,"         42,640,599",0.0,                  0
1325,恆大,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.50000000,"         42,640,599",0.0,                  0
1325,恆大,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.50000000,"         42,640,599",0.0,                  0
1325,恆大,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.50000000,"         42,640,599",0.0,                  0
1326,台化,107,Y1,108/06/05,107/01/01~107/12/31,股東會確認,6.20000000,"     36,339,355,004",0.0,                  0
1326,台化,107,Y1,108/06/05,107/01/01~107/12/31,股東會確認,6.20000000,"     36,339,355,004",0.0,                  0
1326,台化,107,Y1,108/06/05,107/01/01~107/12/31,股東會確認,6.20000000,"     36,339,355,004",0.0,                  0
1326,台化,107,Y1,108/06/05,107/01/01~107/12/31,股東會確認,6.20000000,"     36,339,355,004",0.0,                  0
1336,台翰,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.55000000,"         67,292,335",0.0,                  0
1336,台翰,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.55000000,"         67,292,335",0.0,                  0
1336,台翰,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.55000000,"         67,292,335",0.0,                  0
1336,台翰,107,Y1,108/06/12,107/01/01~107/12/31,股東會確認,0.55000000,"         67,292,335",0.0,                  0
1337,再生-KY,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1337,再生-KY,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1337,再生-KY,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1337,再生-KY,107,Y1,108/06/14,107/01/01~107/12/31,股東會確認,0.0,                  0,0.0,                  0
1338,廣華-KY,107,Y1,108/05/31,107/01/01~107/12/31,股東會確認,3.50000000,"        293,440,000",0.0,                  0
1338,廣華-KY,107,Y1,108/05/31,107/01/01~107/12/31,股東會確認,3.50000000,"        293,440,000",0.0,                  0
1338,廣華-KY,107,Y1,108/05/31,107/01/01~107/12/31,股東會確認,3.50000000,"        293,440,000",0.0,                  0
1338,廣華-KY,107,Y1,108/05/31,107/01/01~107/12/31,股東會確認,3.50000000,"        293,440,000",0.0,                  0
1339,昭輝,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,2.00000000,"        148,247,750",0.0,                  0
1339,昭輝,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,2.00000000,"        148,247,750",0.0,                  0
1339,昭輝,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,2.00000000,"        148,247,750",0.0,                  0
1339,昭輝,107,Y1,108/05/29,107/01/01~107/12/31,股東會確認,2.00000000,"        148,247,750",0.0,                  0
1340,勝悅-KY,107,Y1,108/06/10,107/01/01~107/12/31,股東會確認,0.20000000,"         27,804,155",1.00000000,"         13,902,078"
1340,勝悅-KY,107,Y1,108/06/10,107/01/01~107/12/31,股東會確認,0.20000000,"         27,804,155",1.00000000,"         13,902,078"
1340,勝悅-KY,107,Y1,108/06/10,107/01/01~107/12/31,股東會確認,0.20000000,"         27,804,155",1.00000000,"         13,902,078"
1340,勝悅-KY,107,Y1,108/06/10,107/01/01~107/12/31,股東會確認,0.20000000,"         27,804,155",1.00000000,"         13,902,078"
