公司代號,公司名稱,年度,季別,營業活動之淨現金流入（流出）
1303,南亞,107,Q2,15837416.00
1303,南亞,107,Q1,6775152.00
1303,南亞,107,Q4,54564940.00
1303,南亞,107,Q3,44919366.00
1304,台聚,107,Q1,383630.00
1304,台聚,107,Q4,2219826.00
1304,台聚,107,Q3,2078825.00
1304,台聚,107,Q2,1128531.00
1305,華夏,107,Q2,700613.00
1305,華夏,107,Q3,1488645.00
1305,華夏,107,Q4,1827636.00
1305,華夏,107,Q1,311976.00
1307,三芳,107,Q2,-119919.00
1307,三芳,107,Q1,-61932.00
1307,三芳,107,Q4,113278.00
1307,三芳,107,Q3,-101763.00
1308,亞聚,107,Q2,284216.00
1308,亞聚,107,Q1,14875.00
1308,亞聚,107,Q3,349291.00
1308,亞聚,107,Q4,-108441.00
1309,台達化,107,Q3,-687675.00
1309,台達化,107,Q4,-503392.00
1309,台達化,107,Q1,-314875.00
1309,台達化,107,Q2,-242570.00
1310,台苯,107,Q1,296800.00
1310,台苯,107,Q2,729515.00
1310,台苯,107,Q4,2810129.00
1310,台苯,107,Q3,2243570.00
1312,國喬,107,Q2,1635321.00
1312,國喬,107,Q4,4576355.00
1312,國喬,107,Q1,643252.00
1312,國喬,107,Q3,3267592.00
1313,聯成,107,Q3,-830718.00
1313,聯成,107,Q1,-1846107.00
1313,聯成,107,Q4,634253.00
1313,聯成,107,Q2,222982.00
1314,中石化,107,Q3,3927794.00
1314,中石化,107,Q2,2254238.00
1314,中石化,107,Q1,641010.00
1314,中石化,107,Q4,6277245.00
1315,達新,107,Q4,57123.00
1315,達新,107,Q1,-110718.00
1315,達新,107,Q3,191352.00
1315,達新,107,Q2,-202219.00
1316,上曜,107,Q4,-730814.00
1316,上曜,107,Q2,73661.00
1316,上曜,107,Q1,193096.00
1316,上曜,107,Q3,-368705.00
1319,東陽,107,Q3,3272139.00
1319,東陽,107,Q2,1977481.00
1319,東陽,107,Q1,796220.00
1319,東陽,107,Q4,4702741.00
1321,大洋,107,Q1,44558.00
1321,大洋,107,Q3,193944.00
1321,大洋,107,Q4,217307.00
1321,大洋,107,Q2,54792.00
1323,永裕,107,Q3,228847.00
1323,永裕,107,Q4,478399.00
1323,永裕,107,Q1,26770.00
1323,永裕,107,Q2,108512.00
1324,地球,107,Q2,4160.00
1324,地球,107,Q4,-9085.00
1324,地球,107,Q3,14385.00
1324,地球,107,Q1,15699.00
1325,恆大,107,Q4,88054.00
1325,恆大,107,Q3,76090.00
1325,恆大,107,Q2,43341.00
1325,恆大,107,Q1,31086.00
1326,台化,107,Q4,60591316.00
1326,台化,107,Q3,53527486.00
1326,台化,107,Q1,1782296.00
1326,台化,107,Q2,14648058.00
1336,台翰,107,Q1,45970.00
1336,台翰,107,Q3,91354.00
1336,台翰,107,Q2,52194.00
1336,台翰,107,Q4,255668.00
1337,再生-KY,107,Q2,403716.00
1337,再生-KY,107,Q1,280468.00
1337,再生-KY,107,Q4,336127.00
1337,再生-KY,107,Q3,346184.00
1338,廣華-KY,107,Q2,342052.00
1338,廣華-KY,107,Q4,1130741.00
1338,廣華-KY,107,Q1,166927.00
1338,廣華-KY,107,Q3,800496.00
1339,昭輝,107,Q3,736806.00
1339,昭輝,107,Q1,164197.00
1339,昭輝,107,Q2,420653.00
1339,昭輝,107,Q4,769259.00
1340,勝悅-KY,107,Q2,429575.00
1340,勝悅-KY,107,Q3,610905.00
1340,勝悅-KY,107,Q1,324876.00
1340,勝悅-KY,107,Q4,697390.00
1341,富林-KY,107,Q4,150601.00
1341,富林-KY,107,Q3,112965.00
1342,八貫,107,Q4,148091.00
1402,遠東新,107,Q2,10210174.00
1402,遠東新,107,Q1,3341472.00
1402,遠東新,107,Q3,16642678.00
1402,遠東新,107,Q4,18800673.00
1409,新纖,107,Q4,4754352.00
1409,新纖,107,Q3,1817702.00
1409,新纖,107,Q1,867409.00
1409,新纖,107,Q2,-1645741.00
1410,南染,107,Q4,158233.00
1410,南染,107,Q2,76581.00
1410,南染,107,Q1,38490.00
1410,南染,107,Q3,119237.00
1413,宏洲,107,Q1,16452.00
1413,宏洲,107,Q3,236440.00
1413,宏洲,107,Q4,109017.00
1413,宏洲,107,Q2,164290.00
1414,東和,107,Q1,14764.00
1414,東和,107,Q2,97586.00
1414,東和,107,Q4,62241.00
1414,東和,107,Q3,196363.00
1416,廣豐,107,Q2,-164541.00
1416,廣豐,107,Q4,-214319.00
1416,廣豐,107,Q1,-68880.00
1416,廣豐,107,Q3,-165047.00
1417,嘉裕,107,Q3,-84877.00
1417,嘉裕,107,Q1,40010.00
1417,嘉裕,107,Q2,60380.00
1417,嘉裕,107,Q4,-12886.00
1418,東華,107,Q3,-128979.00
1418,東華,107,Q2,-86977.00
1418,東華,107,Q1,-121174.00
1418,東華,107,Q4,-155622.00
1419,新紡,107,Q3,128439.00
1419,新紡,107,Q1,-9437.00
1419,新紡,107,Q2,177867.00
1419,新紡,107,Q4,164407.00
1423,利華,107,Q1,16109.00
1423,利華,107,Q3,54357.00
1423,利華,107,Q4,30270.00
1423,利華,107,Q2,28960.00
1432,大魯閣,107,Q3,273381.00
1432,大魯閣,107,Q4,186838.00
1432,大魯閣,107,Q1,2861.00
1432,大魯閣,107,Q2,89023.00
1434,福懋,107,Q3,4390396.00
1434,福懋,107,Q4,5567339.00
1434,福懋,107,Q1,-627113.00
1434,福懋,107,Q2,419381.00
1435,中福,107,Q3,8735.00
1435,中福,107,Q4,3321.00
1435,中福,107,Q1,4502.00
1435,中福,107,Q2,7296.00
1436,華友聯,107,Q2,25288.00
1436,華友聯,107,Q3,263347.00
1436,華友聯,107,Q4,838940.00
1436,華友聯,107,Q1,292098.00
1437,勤益控,107,Q2,280058.00
1437,勤益控,107,Q3,387095.00
1437,勤益控,107,Q4,404094.00
1437,勤益控,107,Q1,263230.00
1438,三地開發,107,Q2,-16962.00
1438,三地開發,107,Q3,-34929.00
1438,三地開發,107,Q4,29363.00
1438,三地開發,107,Q1,-8859.00
1439,雋揚,107,Q3,-36209.00
1439,雋揚,107,Q4,-224285.00
1439,雋揚,107,Q2,3263.00
1439,雋揚,107,Q1,-3946.00
1440,南紡,107,Q3,414145.00
1440,南紡,107,Q4,607375.00
1440,南紡,107,Q1,-238218.00
1440,南紡,107,Q2,-493057.00
1441,大東,107,Q1,-238032.00
1441,大東,107,Q3,-361558.00
1441,大東,107,Q4,-416346.00
1441,大東,107,Q2,-251315.00
1442,名軒,107,Q1,192010.00
1442,名軒,107,Q2,188008.00
1442,名軒,107,Q4,-327031.00
1442,名軒,107,Q3,-4184.00
1443,立益物流,107,Q3,-236389.00
1443,立益物流,107,Q1,-75140.00
1443,立益物流,107,Q4,-352006.00
1443,立益物流,107,Q2,-26910.00
1444,力麗,107,Q1,-347152.00
1444,力麗,107,Q4,152144.00
1444,力麗,107,Q2,499127.00
1444,力麗,107,Q3,242428.00
1445,大宇,107,Q3,22018.00
1445,大宇,107,Q4,51694.00
1445,大宇,107,Q1,-15779.00
1445,大宇,107,Q2,-28773.00
1446,宏和,107,Q3,-131152.00
1446,宏和,107,Q2,-143463.00
1446,宏和,107,Q1,-79839.00
1446,宏和,107,Q4,-127005.00
1447,力鵬,107,Q1,640093.00
1447,力鵬,107,Q3,2830508.00
1447,力鵬,107,Q2,1973586.00
1447,力鵬,107,Q4,2544483.00
1449,佳和,107,Q3,13008.00
1449,佳和,107,Q1,-70095.00
1449,佳和,107,Q2,-72441.00
1449,佳和,107,Q4,-86844.00
1451,年興,107,Q3,-124380.00
1451,年興,107,Q1,42927.00
1451,年興,107,Q2,-291650.00
1451,年興,107,Q4,72276.00
1452,宏益,107,Q1,162659.00
1452,宏益,107,Q2,181257.00
1452,宏益,107,Q4,403277.00
1452,宏益,107,Q3,242960.00
1453,大將,107,Q4,-187262.00
1453,大將,107,Q2,-179186.00
1453,大將,107,Q1,-214761.00
1453,大將,107,Q3,-184892.00
1454,台富,107,Q4,138083.00
1454,台富,107,Q1,36223.00
1454,台富,107,Q2,41396.00
1454,台富,107,Q3,100121.00
1455,集盛,107,Q4,407424.00
1455,集盛,107,Q1,-167921.00
1455,集盛,107,Q2,-198451.00
1455,集盛,107,Q3,-205324.00
1456,怡華,107,Q3,7918.00
1456,怡華,107,Q2,-19041.00
1456,怡華,107,Q1,-12210.00
1456,怡華,107,Q4,-285723.00
1457,宜進,107,Q4,309439.00
1457,宜進,107,Q1,128668.00
1457,宜進,107,Q2,319515.00
1457,宜進,107,Q3,426195.00
1459,聯發,107,Q2,-872192.00
1459,聯發,107,Q4,91779.00
1459,聯發,107,Q1,-168765.00
1459,聯發,107,Q3,-915514.00
1460,宏遠,107,Q2,414491.00
1460,宏遠,107,Q4,329134.00
1460,宏遠,107,Q1,8139.00
1460,宏遠,107,Q3,422741.00
1463,強盛新,107,Q2,127810.00
1463,強盛新,107,Q4,604419.00
1463,強盛新,107,Q1,2219.00
1463,強盛新,107,Q3,629999.00
1464,得力,107,Q4,-293169.00
1464,得力,107,Q3,-549835.00
1464,得力,107,Q1,-188274.00
1464,得力,107,Q2,-348073.00
1465,偉全,107,Q4,147588.00
1465,偉全,107,Q2,-34043.00
1465,偉全,107,Q3,29088.00
1465,偉全,107,Q1,-111361.00
1466,聚隆,107,Q3,1254.00
1466,聚隆,107,Q2,49358.00
1466,聚隆,107,Q4,76884.00
1466,聚隆,107,Q1,-82165.00
1467,南緯,107,Q2,-226929.00
1467,南緯,107,Q4,-104114.00
1467,南緯,107,Q1,-152651.00
1467,南緯,107,Q3,-290697.00
1468,昶和,107,Q3,79964.00
1468,昶和,107,Q4,57636.00
1468,昶和,107,Q2,41121.00
1468,昶和,107,Q1,3375.00
1470,大統新創,107,Q4,106069.00
1470,大統新創,107,Q2,61714.00
1470,大統新創,107,Q3,73962.00
1470,大統新創,107,Q1,14198.00
1471,首利,107,Q3,-172276.00
1471,首利,107,Q4,-223229.00
1471,首利,107,Q2,-150892.00
1471,首利,107,Q1,-8290.00
1472,三洋實業,107,Q1,-13170.00
1472,三洋實業,107,Q2,-26407.00
1472,三洋實業,107,Q3,-29204.00
1472,三洋實業,107,Q4,-2687.00
1473,台南,107,Q1,-102291.00
1473,台南,107,Q4,-53650.00
1473,台南,107,Q2,-467831.00
1473,台南,107,Q3,-305944.00
1474,弘裕,107,Q4,110127.00
1474,弘裕,107,Q2,150850.00
1474,弘裕,107,Q1,18149.00
1474,弘裕,107,Q3,74402.00
1475,業旺,107,Q3,-40572.00
1475,業旺,107,Q4,-43911.00
1475,業旺,107,Q1,-10307.00
1475,業旺,107,Q2,-25431.00
1476,儒鴻,107,Q2,1802607.00
1476,儒鴻,107,Q3,3557484.00
1476,儒鴻,107,Q1,1136451.00
1476,儒鴻,107,Q4,4957575.00
1477,聚陽,107,Q2,-121344.00
1477,聚陽,107,Q3,1334242.00
1477,聚陽,107,Q1,445452.00
1477,聚陽,107,Q4,1849226.00
1503,士電,107,Q3,2013714.00
1503,士電,107,Q4,3420161.00
1503,士電,107,Q1,104333.00
1503,士電,107,Q2,436101.00
1504,東元,107,Q4,4328692.00
1504,東元,107,Q2,1309404.00
1504,東元,107,Q1,211690.00
1504,東元,107,Q3,2848900.00
1506,正道,107,Q3,15411.00
1506,正道,107,Q2,3013.00
1506,正道,107,Q1,-47213.00
1506,正道,107,Q4,39192.00
1512,瑞利,107,Q2,30058.00
1512,瑞利,107,Q4,-49244.00
1512,瑞利,107,Q3,-57033.00
1512,瑞利,107,Q1,65050.00
1513,中興電,107,Q1,-638257.00
1513,中興電,107,Q4,1394735.00
1513,中興電,107,Q2,-295638.00
1513,中興電,107,Q3,-624227.00
1514,亞力,107,Q2,-244226.00
1514,亞力,107,Q4,-90360.00
1514,亞力,107,Q3,-187555.00
1514,亞力,107,Q1,-156439.00
1515,力山,107,Q1,66834.00
1515,力山,107,Q3,573875.00
1515,力山,107,Q4,1021402.00
1515,力山,107,Q2,243025.00
1516,川飛,107,Q3,-5274.00
1516,川飛,107,Q4,59226.00
1516,川飛,107,Q1,30624.00
1516,川飛,107,Q2,104740.00
1517,利奇,107,Q4,93993.00
1517,利奇,107,Q3,52864.00
1517,利奇,107,Q1,-37475.00
1517,利奇,107,Q2,-17514.00
1519,華城,107,Q1,292108.00
1519,華城,107,Q4,630108.00
1519,華城,107,Q2,339012.00
1519,華城,107,Q3,141145.00
1521,大億,107,Q1,-26728.00
1521,大億,107,Q2,229741.00
1521,大億,107,Q3,360374.00
1521,大億,107,Q4,453193.00
1522,堤維西,107,Q2,345747.00
1522,堤維西,107,Q3,929900.00
1522,堤維西,107,Q4,1498345.00
1522,堤維西,107,Q1,37093.00
1524,耿鼎,107,Q2,249643.00
1524,耿鼎,107,Q3,360743.00
1524,耿鼎,107,Q4,464185.00
1524,耿鼎,107,Q1,60741.00
1525,江申,107,Q4,-53507.00
1525,江申,107,Q1,-70721.00
1525,江申,107,Q2,-99393.00
1525,江申,107,Q3,-85551.00
1526,日馳,107,Q1,83459.00
1526,日馳,107,Q2,38554.00
1526,日馳,107,Q3,6281.00
1526,日馳,107,Q4,43568.00
1527,鑽全,107,Q4,904167.00
1527,鑽全,107,Q3,658022.00
1527,鑽全,107,Q2,537705.00
1527,鑽全,107,Q1,-70648.00
1528,恩德,107,Q1,-102022.00
1528,恩德,107,Q2,-162603.00
1528,恩德,107,Q4,-379162.00
1528,恩德,107,Q3,-436996.00
1529,樂事綠能,107,Q3,-10605.00
1529,樂事綠能,107,Q1,-6495.00
1529,樂事綠能,107,Q2,12680.00
1529,樂事綠能,107,Q4,12364.00
1530,亞崴,107,Q2,-17528.00
1530,亞崴,107,Q1,55409.00
1530,亞崴,107,Q4,30652.00
1530,亞崴,107,Q3,40280.00
1531,高林股,107,Q3,-307272.00
1531,高林股,107,Q1,-116751.00
1531,高林股,107,Q4,-441415.00
1531,高林股,107,Q2,-176326.00
1532,勤美,107,Q2,827275.00
1532,勤美,107,Q3,2109194.00
1532,勤美,107,Q4,3364138.00
1532,勤美,107,Q1,513951.00
1533,車王電,107,Q1,3583.00
1533,車王電,107,Q2,61927.00
1533,車王電,107,Q4,-63770.00
1533,車王電,107,Q3,11053.00
1535,中宇,107,Q4,80258.00
1535,中宇,107,Q3,127565.00
1535,中宇,107,Q2,-456423.00
1535,中宇,107,Q1,-369584.00
1536,和大,107,Q4,1149789.00
1536,和大,107,Q2,99451.00
1536,和大,107,Q1,-447563.00
1536,和大,107,Q3,287876.00
1537,廣隆,107,Q4,1163345.00
1537,廣隆,107,Q1,264420.00
1537,廣隆,107,Q2,522497.00
1537,廣隆,107,Q3,686618.00
1538,正峰,107,Q3,-46436.00
1538,正峰,107,Q4,-46980.00
1538,正峰,107,Q1,-26994.00
1538,正峰,107,Q2,-26271.00
1539,巨庭,107,Q3,165091.00
1539,巨庭,107,Q2,143250.00
1539,巨庭,107,Q1,96463.00
1539,巨庭,107,Q4,196460.00
1540,喬福,107,Q1,41714.00
1540,喬福,107,Q3,110016.00
1540,喬福,107,Q2,45511.00
1540,喬福,107,Q4,171055.00
1541,錩泰,107,Q3,275378.00
1541,錩泰,107,Q4,172912.00
1541,錩泰,107,Q1,198546.00
1541,錩泰,107,Q2,240347.00
1558,伸興,107,Q2,13887.00
1558,伸興,107,Q1,123622.00
1558,伸興,107,Q4,1357962.00
1558,伸興,107,Q3,416398.00
1560,中砂,107,Q1,76529.00
1560,中砂,107,Q4,699928.00
1560,中砂,107,Q2,188044.00
1560,中砂,107,Q3,339454.00
1563,巧新,107,Q2,152716.00
1563,巧新,107,Q4,912620.00
1565,精華,107,Q1,-3204.00
1565,精華,107,Q4,1679506.00
1565,精華,107,Q3,1035525.00
1565,精華,107,Q2,578162.00
1568,倉佑,107,Q1,21074.00
1568,倉佑,107,Q3,14572.00
1568,倉佑,107,Q2,3617.00
1568,倉佑,107,Q4,89337.00
1569,濱川,107,Q3,-171824.00
1569,濱川,107,Q4,166191.00
1569,濱川,107,Q1,38839.00
1569,濱川,107,Q2,-174255.00
1570,力肯,107,Q2,-16514.00
1570,力肯,107,Q4,45329.00
1570,力肯,107,Q1,-33993.00
1570,力肯,107,Q3,35024.00
1580,新麥,107,Q4,637322.00
1580,新麥,107,Q3,397947.00
1580,新麥,107,Q1,17316.00
1580,新麥,107,Q2,244721.00
1582,信錦,107,Q3,237255.00
1582,信錦,107,Q4,440397.00
1582,信錦,107,Q1,-232536.00
1582,信錦,107,Q2,219928.00
1583,程泰,107,Q2,-506425.00
1583,程泰,107,Q3,-380443.00
1583,程泰,107,Q4,-225455.00
1583,程泰,107,Q1,-502562.00
1584,精剛,107,Q3,24536.00
1584,精剛,107,Q2,-7115.00
1584,精剛,107,Q1,3267.00
1584,精剛,107,Q4,22618.00
1586,和勤,107,Q4,52887.00
1586,和勤,107,Q2,-65544.00
1586,和勤,107,Q3,37741.00
1586,和勤,107,Q1,-10658.00
1587,吉茂,107,Q1,-33610.00
1587,吉茂,107,Q4,25658.00
1587,吉茂,107,Q3,27247.00
1587,吉茂,107,Q2,-61647.00
1589,永冠-KY,107,Q2,-335799.00
1589,永冠-KY,107,Q4,-137115.00
1589,永冠-KY,107,Q3,-168320.00
1589,永冠-KY,107,Q1,-184416.00
1590,亞德客-KY,107,Q3,2279694.00
1590,亞德客-KY,107,Q1,486465.00
1590,亞德客-KY,107,Q2,1176164.00
1590,亞德客-KY,107,Q4,3964119.00
1591,駿吉-KY,107,Q4,36021.00
1591,駿吉-KY,107,Q3,34100.00
1591,駿吉-KY,107,Q2,21045.00
1591,駿吉-KY,107,Q1,5910.00
1593,祺驊,107,Q2,52622.00
1593,祺驊,107,Q4,142156.00
1593,祺驊,107,Q1,48457.00
1593,祺驊,107,Q3,77253.00
1595,川寶,107,Q1,-14306.00
1595,川寶,107,Q3,-3017.00
1595,川寶,107,Q4,-151132.00
1595,川寶,107,Q2,-77391.00
1597,直得,107,Q4,321768.00
1597,直得,107,Q1,95216.00
1597,直得,107,Q2,220883.00
1597,直得,107,Q3,253855.00
1598,岱宇,107,Q4,-44734.00
1598,岱宇,107,Q1,-237654.00
1598,岱宇,107,Q3,-331001.00
1598,岱宇,107,Q2,-329115.00
1599,宏佳騰,107,Q2,-146353.00
1599,宏佳騰,107,Q4,207598.00
1599,宏佳騰,107,Q3,205550.00
1599,宏佳騰,107,Q1,-342160.00
1603,華電,107,Q4,70078.00
1603,華電,107,Q1,-3302.00
1603,華電,107,Q3,-21838.00
1603,華電,107,Q2,-85951.00
1604,聲寶,107,Q2,240189.00
1604,聲寶,107,Q1,93433.00
1604,聲寶,107,Q3,525147.00
1604,聲寶,107,Q4,-19622.00
1605,華新,107,Q1,132063.00
1605,華新,107,Q3,3674240.00
1605,華新,107,Q2,-1604041.00
1605,華新,107,Q4,3019281.00
1608,華榮,107,Q3,1012596.00
1608,華榮,107,Q2,590168.00
1608,華榮,107,Q4,1312104.00
1608,華榮,107,Q1,325542.00
1609,大亞,107,Q2,129901.00
1609,大亞,107,Q1,99140.00
1609,大亞,107,Q3,702209.00
1609,大亞,107,Q4,430282.00
1611,中電,107,Q1,19707.00
1611,中電,107,Q2,3845.00
1611,中電,107,Q3,-147365.00
1611,中電,107,Q4,-198828.00
1612,宏泰,107,Q3,17652.00
1612,宏泰,107,Q1,-115445.00
1612,宏泰,107,Q2,-288968.00
1612,宏泰,107,Q4,174562.00
1614,三洋電,107,Q4,221528.00
1614,三洋電,107,Q1,3956.00
1614,三洋電,107,Q3,190283.00
1614,三洋電,107,Q2,67986.00
1615,大山,107,Q4,131540.00
1615,大山,107,Q1,36174.00
1615,大山,107,Q3,-108884.00
1615,大山,107,Q2,-124957.00
1616,億泰,107,Q3,19712.00
1616,億泰,107,Q4,51429.00
1616,億泰,107,Q2,217894.00
1616,億泰,107,Q1,369764.00
1617,榮星,107,Q1,87679.00
1617,榮星,107,Q4,327560.00
1617,榮星,107,Q3,168621.00
1617,榮星,107,Q2,103778.00
1618,合機,107,Q2,-112095.00
1618,合機,107,Q3,127685.00
1618,合機,107,Q1,42886.00
1618,合機,107,Q4,188435.00
1626,艾美特-KY,107,Q3,459596.00
1626,艾美特-KY,107,Q1,-356001.00
1626,艾美特-KY,107,Q4,672080.00
1626,艾美特-KY,107,Q2,140399.00
1702,南僑,107,Q3,1128968.00
1702,南僑,107,Q2,597292.00
1702,南僑,107,Q1,131633.00
1702,南僑,107,Q4,2006568.00
1707,葡萄王,107,Q1,138311.00
1707,葡萄王,107,Q3,1241038.00
1707,葡萄王,107,Q4,2417429.00
1707,葡萄王,107,Q2,402674.00
1708,東鹼,107,Q1,93671.00
1708,東鹼,107,Q2,226558.00
1708,東鹼,107,Q3,525148.00
1708,東鹼,107,Q4,760488.00
1709,和益,107,Q2,-57323.00
1709,和益,107,Q1,-200219.00
1709,和益,107,Q3,-30189.00
1709,和益,107,Q4,-181269.00
1710,東聯,107,Q4,4219614.00
1710,東聯,107,Q3,3293552.00
1710,東聯,107,Q1,73182.00
1710,東聯,107,Q2,1960457.00
1711,永光,107,Q1,220794.00
1711,永光,107,Q4,747755.00
1711,永光,107,Q3,494505.00
1711,永光,107,Q2,268777.00
1712,興農,107,Q4,1269033.00
1712,興農,107,Q3,977098.00
1712,興農,107,Q1,-270101.00
1712,興農,107,Q2,721197.00
1713,國化,107,Q1,-16213.00
1713,國化,107,Q3,-12688.00
1713,國化,107,Q4,17454.00
1713,國化,107,Q2,2642.00
1714,和桐,107,Q4,1131576.00
1714,和桐,107,Q1,-310524.00
1714,和桐,107,Q2,-49354.00
1714,和桐,107,Q3,300302.00
1717,長興,107,Q2,-256241.00
1717,長興,107,Q3,1732418.00
1717,長興,107,Q1,-325339.00
1717,長興,107,Q4,2883250.00
1718,中纖,107,Q4,8457822.00
1718,中纖,107,Q3,3822865.00
1718,中纖,107,Q1,421887.00
1718,中纖,107,Q2,2847078.00
1720,生達,107,Q4,484935.00
1720,生達,107,Q2,116650.00
1720,生達,107,Q1,195787.00
1720,生達,107,Q3,234882.00
1721,三晃,107,Q3,50045.00
1721,三晃,107,Q4,183340.00
1721,三晃,107,Q2,49001.00
1721,三晃,107,Q1,47893.00
1722,台肥,107,Q2,1361581.00
1722,台肥,107,Q1,985503.00
1722,台肥,107,Q4,1787725.00
1722,台肥,107,Q3,2069593.00
1723,中碳,107,Q3,1169122.00
1723,中碳,107,Q1,445528.00
1723,中碳,107,Q2,745702.00
1723,中碳,107,Q4,1797545.00
1725,元禎,107,Q2,76389.00
1725,元禎,107,Q1,205002.00
1725,元禎,107,Q4,378165.00
1725,元禎,107,Q3,189132.00
1726,永記,107,Q1,115205.00
1726,永記,107,Q3,294177.00
1726,永記,107,Q2,64081.00
1726,永記,107,Q4,285635.00
1727,中華化,107,Q3,284749.00
1727,中華化,107,Q2,156386.00
1727,中華化,107,Q1,154078.00
1727,中華化,107,Q4,348883.00
1730,花仙子,107,Q1,-12607.00
1730,花仙子,107,Q2,-59500.00
1730,花仙子,107,Q4,317913.00
