公司代號,公司名稱,年度,季別,歸屬於母公司業主之權益合計,不動產及設備－淨額,無形資產－淨額,流動資產,資產總額,流動負債,非流動負債,非控制權益,每股參考淨值
1110,東泥,109,1,8320032.00,,,1859169.00,,533508.00,491083.00,56448.00,14.60
1110,東泥,109,2,8336838.00,,,1858479.00,,577058.00,621983.00,55174.00,14.63
1110,東泥,109,4,8489809.00,,,1963779.00,,723920.00,592681.00,58910.00,14.90
1201,味全,109,3,6559572.00,,,6459811.00,,7605412.00,4450451.00,7772.00,12.96
1201,味全,109,1,6266471.00,,,6643144.00,,7904502.00,4795161.00,8102.00,12.38
1201,味全,109,2,6278855.00,,,6410088.00,,7764287.00,4489749.00,7460.00,12.41
1201,味全,109,4,6847705.00,,,5875356.00,,6105443.00,5070290.00,8083.00,13.53
1203,味王,109,3,5049799.00,,,4268128.00,,1761840.00,1420573.00,1070890.00,21.24
1203,味王,109,1,5048844.00,,,4547902.00,,1734210.00,1479661.00,1284863.00,21.24
1203,味王,109,2,4979090.00,,,4263883.00,,1885686.00,1436416.00,1040961.00,20.95
1203,味王,109,4,5155421.00,,,4246910.00,,1557942.00,1461278.00,1156961.00,21.69
1210,大成,109,1,16671995.00,,,21808268.00,,21985027.00,3348935.00,6072818.00,21.32
1210,大成,109,3,18782751.00,,,24579211.00,,21930226.00,3308537.00,7468467.00,24.02
1210,大成,109,4,20181078.00,,,23517338.00,,21147353.00,2658931.00,7705674.00,25.81
1210,大成,109,2,17586331.00,,,22741492.00,,21787900.00,3099307.00,6969241.00,22.49
1213,大飲,109,3,553440.00,,,264310.00,,497583.00,238690.00,--,9.77
1213,大飲,109,2,559691.00,,,252547.00,,113636.00,610900.00,--,9.88
1213,大飲,109,4,536146.00,,,233569.00,,481501.00,237634.00,--,9.47
1213,大飲,109,1,550769.00,,,256003.00,,106050.00,617646.00,--,9.73
1215,卜蜂,109,4,8304986.00,,,5688632.00,,5840107.00,4972756.00,428500.00,30.99
1215,卜蜂,109,1,7783324.00,,,6376889.00,,6917747.00,2768239.00,690229.00,29.04
1215,卜蜂,109,2,7765045.00,,,5597681.00,,7022713.00,3277147.00,368301.00,28.98
1215,卜蜂,109,3,7945042.00,,,6039175.00,,7392054.00,3458497.00,413373.00,29.65
1216,統一,109,4,114444019.00,,,168053800.00,,162339539.00,152400360.00,66154574.00,20.14
1216,統一,109,1,111783535.00,,,161729790.00,,148204135.00,145866587.00,67314407.00,19.67
1216,統一,109,2,102984735.00,,,172753787.00,,183718451.00,139050413.00,61754979.00,18.12
1216,統一,109,3,110527304.00,,,172962460.00,,174744847.00,141086961.00,65000813.00,19.45
1217,愛之味,109,3,5938647.00,,,2731652.00,,4010508.00,2830330.00,759856.00,12.01
1217,愛之味,109,1,5492338.00,,,2218782.00,,3464161.00,2946099.00,764652.00,11.11
1217,愛之味,109,2,5716685.00,,,2198390.00,,3525415.00,2849596.00,753738.00,11.56
1217,愛之味,109,4,6089352.00,,,2239613.00,,3505952.00,2976433.00,769122.00,12.31
1218,泰山,109,4,7026465.00,,,3218671.00,,1375246.00,833417.00,5137.00,14.45
1218,泰山,109,3,6863464.00,,,3267107.00,,2010739.00,231266.00,5240.00,14.11
1218,泰山,109,1,6715394.00,,,2792273.00,,1641173.00,232752.00,5320.00,13.81
1218,泰山,109,2,6521166.00,,,3130463.00,,2203280.00,392316.00,5109.00,13.41
1219,福壽,109,3,4270118.00,,,4199224.00,,1987506.00,2270213.00,45159.00,13.28
1219,福壽,109,4,4413032.00,,,4148204.00,,2007574.00,2099075.00,30382.00,13.72
1219,福壽,109,2,4134993.00,,,4337239.00,,2344552.00,2173213.00,49201.00,12.86
1219,福壽,109,1,4197446.00,,,4336174.00,,2323206.00,2237152.00,8598.00,13.03
1220,台榮,109,3,2317936.00,,,1705684.00,,266425.00,192731.00,175547.00,13.09
1220,台榮,109,2,2262378.00,,,1787620.00,,383439.00,190601.00,172844.00,12.78
1220,台榮,109,1,2315900.00,,,1901161.00,,406539.00,192931.00,180818.00,13.08
1220,台榮,109,4,2368490.00,,,1851164.00,,355435.00,197267.00,180104.00,13.38
1225,福懋油,109,3,3146535.00,,,4008130.00,,3090416.00,786460.00,420284.00,14.39
1225,福懋油,109,2,3047358.00,,,4083922.00,,2882364.00,1110990.00,408089.00,13.93
1225,福懋油,109,4,3297723.00,,,4158219.00,,2887157.00,1073096.00,435418.00,15.08
1225,福懋油,109,1,3280142.00,,,4280479.00,,2571332.00,1305765.00,450551.00,15.00
1227,佳格,109,2,15639183.00,,,18554755.00,,8615666.00,807746.00,258297.00,17.22
1227,佳格,109,3,16793451.00,,,18618822.00,,7385573.00,827109.00,291546.00,18.49
1227,佳格,109,1,17169030.00,,,18802457.00,,7427218.00,746397.00,258695.00,18.90
1227,佳格,109,4,17684488.00,,,21125786.00,,8955895.00,852340.00,331139.00,19.47
1229,聯華,109,2,27360475.00,,,9058700.00,,10152276.00,1672530.00,11581385.00,24.90
1229,聯華,109,4,31801933.00,,,8102817.00,,9857400.00,1681024.00,12648161.00,24.95
1229,聯華,109,1,26432829.00,,,6819135.00,,7690778.00,1484204.00,10442689.00,24.06
1229,聯華,109,3,28985901.00,,,7507858.00,,8841408.00,1673763.00,11616765.00,22.74
1231,聯華食,109,1,3731564.00,,,3738792.00,,2376222.00,1396056.00,17462.00,21.37
1231,聯華食,109,3,3790176.00,,,3915201.00,,2629711.00,2296407.00,18160.00,20.67
1231,聯華食,109,2,3589446.00,,,3750633.00,,2619728.00,2359713.00,17549.00,20.56
1231,聯華食,109,4,4046226.00,,,3978881.00,,2440686.00,2316316.00,19347.00,22.07
1232,大統益,109,4,4553949.00,,,5261300.00,,1463030.00,244654.00,87055.00,28.47
1232,大統益,109,2,3779295.00,,,5564985.00,,2491992.00,260217.00,70452.00,23.62
1232,大統益,109,1,4326562.00,,,5409688.00,,1746535.00,252650.00,77934.00,27.05
1232,大統益,109,3,4125994.00,,,4639477.00,,1246991.00,253548.00,79650.00,25.79
1233,天仁,109,1,1580181.00,,,725364.00,,463846.00,318924.00,3877.00,17.45
1233,天仁,109,2,1432266.00,,,716892.00,,595640.00,325965.00,3622.00,15.82
1233,天仁,109,4,1500373.00,,,799686.00,,605331.00,323911.00,3901.00,16.57
1233,天仁,109,3,1444454.00,,,790898.00,,624666.00,340103.00,3758.00,15.95
1234,黑松,109,2,17462881.00,,,7844196.00,,3000431.00,2389374.00,0.00,43.45
1234,黑松,109,4,18068635.00,,,7302069.00,,1742625.00,2400131.00,0.00,44.96
1234,黑松,109,1,17989388.00,,,7625475.00,,2361131.00,2394627.00,0.00,44.76
1234,黑松,109,3,17904456.00,,,7839649.00,,2505273.00,2383346.00,0.00,44.55
1235,興泰,109,3,2496878.00,,,2827264.00,,1264586.00,54404.00,--,26.08
1235,興泰,109,4,2997328.00,,,3155036.00,,1115657.00,54397.00,--,29.68
1235,興泰,109,1,2328837.00,,,2921537.00,,1478185.00,54404.00,--,24.33
1235,興泰,109,2,3066233.00,,,3512686.00,,1521373.00,54404.00,--,32.03
1236,宏亞,109,3,1615739.00,,,667871.00,,480591.00,571779.00,0.00,14.91
1236,宏亞,109,2,1629689.00,,,541850.00,,391777.00,537154.00,0.00,15.04
1236,宏亞,109,4,1607981.00,,,745312.00,,586035.00,570956.00,0.00,14.84
1236,宏亞,109,1,1563112.00,,,693441.00,,434618.00,497846.00,0.00,14.43
1240,茂生農經,109,1,1040540.00,,,1053379.00,,668626.00,25796.00,123687.00,30.61
1240,茂生農經,109,3,1047093.00,,,964012.00,,586767.00,41389.00,141259.00,29.91
1240,茂生農經,109,4,1127442.00,,,983703.00,,582434.00,50990.00,133792.00,32.20
1240,茂生農經,109,2,1034992.00,,,1004116.00,,607710.00,40402.00,142384.00,30.45
1256,鮮活果汁-KY,109,3,2416711.00,,,1775775.00,,935752.00,174875.00,30565.00,71.41
1256,鮮活果汁-KY,109,4,2640132.00,,,1559431.00,,701748.00,184967.00,30603.00,78.01
1256,鮮活果汁-KY,109,2,1985411.00,,,1487949.00,,1052712.00,178910.00,30471.00,58.67
1256,鮮活果汁-KY,109,1,2015097.00,,,1227360.00,,778534.00,176153.00,30735.00,59.54
1259,安心,109,1,1811450.00,,,1985468.00,,1398704.00,1259887.00,32093.00,56.13
1259,安心,109,3,1888216.00,,,2163125.00,,1513961.00,1239874.00,37362.00,58.51
1259,安心,109,4,1903578.00,,,2164441.00,,1518754.00,1204780.00,35913.00,58.98
1259,安心,109,2,1798110.00,,,2137430.00,,1561209.00,1228603.00,29023.00,55.72
1264,德麥,109,4,2527257.00,,,2391262.00,,781753.00,79241.00,633522.00,75.03
1264,德麥,109,3,2370055.00,,,2391328.00,,486059.00,76471.00,590896.00,70.36
1264,德麥,109,1,2465829.00,,,2521938.00,,456388.00,81904.00,540402.00,73.18
1264,德麥,109,2,2201761.00,,,2609769.00,,801515.00,80502.00,549339.00,65.37
1268,漢來美食,109,1,1591503.00,,,1721820.00,,1067207.00,1146241.00,--,42.76
1268,漢來美食,109,3,1647754.00,,,1902721.00,,1369171.00,1403724.00,--,44.27
1268,漢來美食,109,2,1479916.00,,,1962852.00,,1430459.00,1383300.00,--,39.76
1268,漢來美食,109,4,1731321.00,,,2054856.00,,1431800.00,1364053.00,--,46.51
1294,漢田生技,109,4,142732.00,,,141664.00,,79532.00,83242.00,4768.00,18.29
1301,台塑,109,1,311221937.00,,,150986967.00,,90413020.00,58540856.00,0.00,48.89
1301,台塑,109,2,290295792.00,,,172599729.00,,113569431.00,64083997.00,--,45.60
1301,台塑,109,4,332536140.00,,,165635760.00,,68255027.00,78489256.00,0.00,52.24
1301,台塑,109,3,292635462.00,,,141327072.00,,70554803.00,79290326.00,--,45.97
1303,南亞,109,4,344616867.00,,,208837816.00,,119887338.00,108238531.00,11969611.00,43.45
1303,南亞,109,1,325534933.00,,,181106832.00,,84712244.00,119457784.00,11131669.00,41.05
1303,南亞,109,2,309258886.00,,,197626490.00,,110317197.00,118530497.00,11205366.00,38.99
1303,南亞,109,3,315917840.00,,,188360418.00,,112834829.00,109090992.00,11579399.00,39.83
1304,台聚,109,2,18467483.00,,,25315343.00,,11275844.00,18386723.00,23715959.00,17.22
1304,台聚,109,1,18474202.00,,,28885330.00,,10824282.00,19625165.00,22556710.00,17.23
1304,台聚,109,3,19390618.00,,,25732209.00,,10335076.00,18314201.00,24806005.00,18.08
1304,台聚,109,4,20990778.00,,,28539554.00,,12703826.00,15897047.00,27732865.00,19.58
1305,華夏,109,1,8558996.00,,,5137104.00,,1637954.00,1906561.00,499352.00,16.24
1305,華夏,109,3,8657873.00,,,4996116.00,,1802864.00,1922446.00,500695.00,15.65
1305,華夏,109,2,8258870.00,,,4844812.00,,1864014.00,1890074.00,470024.00,15.67
1305,華夏,109,4,9703515.00,,,5874585.00,,2220603.00,1369264.00,600243.00,17.53
1307,三芳,109,1,8074476.00,,,8788276.00,,4420240.00,3044104.00,--,20.30
1307,三芳,109,2,7861146.00,,,8225322.00,,3706781.00,3271614.00,--,19.76
1307,三芳,109,3,7869807.00,,,8851402.00,,4250971.00,3223905.00,--,19.78
1307,三芳,109,4,7873126.00,,,8959289.00,,3765507.00,3702256.00,--,19.79
1308,亞聚,109,4,12109545.00,,,2964269.00,,1479196.00,3294762.00,--,20.80
1308,亞聚,109,2,9996169.00,,,2978369.00,,1923374.00,3312075.00,--,18.03
1308,亞聚,109,1,9775732.00,,,3839845.00,,2304639.00,3714953.00,--,17.63
1308,亞聚,109,3,10759950.00,,,3005320.00,,1666635.00,3394469.00,--,18.48
1309,台達化,109,1,4356033.00,,,4462268.00,,1800945.00,1407907.00,--,13.03
1309,台達化,109,3,5381243.00,,,5408856.00,,2251730.00,946797.00,--,15.63
1309,台達化,109,2,4601265.00,,,4980698.00,,2527366.00,953871.00,--,13.77
1309,台達化,109,4,6355806.00,,,5942120.00,,2170177.00,719887.00,--,18.46
1310,台苯,109,3,6245566.00,,,1664150.00,,837255.00,310562.00,206417.00,11.85
1310,台苯,109,2,6240522.00,,,2325831.00,,1556870.00,248291.00,206050.00,11.85
1310,台苯,109,1,6532809.00,,,2313949.00,,1185968.00,250003.00,207198.00,12.39
1310,台苯,109,4,7253852.00,,,2505587.00,,1231295.00,317349.00,209874.00,13.77
1312,國喬,109,4,28184357.00,,,13038671.00,,2909607.00,2292424.00,2935980.00,30.48
1312,國喬,109,1,23503763.00,,,10787673.00,,1754444.00,1722757.00,2450776.00,25.42
1312,國喬,109,2,24416643.00,,,10122481.00,,1754859.00,1620330.00,2704303.00,26.41
1312,國喬,109,3,25727958.00,,,11423455.00,,2475528.00,1738372.00,2700060.00,27.83
1313,聯成,109,2,20484192.00,,,15281337.00,,8407437.00,12841816.00,--,15.56
1313,聯成,109,3,22445626.00,,,16769590.00,,7708403.00,13444442.00,--,17.37
1313,聯成,109,4,24954701.00,,,16739193.00,,5920830.00,13325106.00,--,19.31
1313,聯成,109,1,19083809.00,,,16110099.00,,9475379.00,13758761.00,--,14.32
1314,中石化,109,1,70421862.00,,,27620725.00,,10505243.00,19148426.00,76058.00,21.44
1314,中石化,109,3,69713864.00,,,28115127.00,,9479921.00,24083500.00,59540.00,21.22
1314,中石化,109,2,70038480.00,,,25465275.00,,10149377.00,19139388.00,74562.00,21.32
1314,中石化,109,4,70812642.00,,,27089168.00,,8748394.00,25293565.00,55389.00,21.56
1315,達新,109,1,7725820.00,,,6058744.00,,1238722.00,215689.00,21667.00,40.48
1315,達新,109,4,12179126.00,,,9702083.00,,652663.00,209663.00,24968.00,91.16
1315,達新,109,3,12088379.00,,,10248200.00,,1228415.00,208294.00,22762.00,90.48
1315,達新,109,2,12736787.00,,,10962757.00,,1326412.00,210268.00,22220.00,66.73
1316,上曜,109,1,1615138.00,,,6547706.00,,4615071.00,30558.00,892662.00,9.90
1316,上曜,109,4,1705221.00,,,6220616.00,,4473484.00,12211.00,904387.00,10.54
1316,上曜,109,3,1678659.00,,,6018603.00,,4298407.00,28084.00,898098.00,10.37
1316,上曜,109,2,1576052.00,,,6037076.00,,4344225.00,28652.00,919708.00,9.74
1319,東陽,109,3,21434858.00,,,8099936.00,,7108947.00,6301753.00,692014.00,36.24
1319,東陽,109,2,20921508.00,,,8254696.00,,7527975.00,6422540.00,684760.00,35.37
1319,東陽,109,4,21671245.00,,,8152972.00,,6381522.00,6812285.00,688147.00,36.64
1319,東陽,109,1,22082540.00,,,8958486.00,,7461875.00,6390552.00,709469.00,37.33
1321,大洋,109,3,6013849.00,,,1944810.00,,1010372.00,4645699.00,--,27.25
1321,大洋,109,1,5616131.00,,,2052574.00,,990746.00,5118531.00,0.00,25.45
1321,大洋,109,4,6604117.00,,,2006284.00,,1004885.00,4566160.00,--,29.93
1321,大洋,109,2,5918984.00,,,1671401.00,,896436.00,4638807.00,--,26.82
1323,永裕,109,2,1993275.00,,,2903873.00,,913528.00,2104807.00,343725.00,22.13
1323,永裕,109,3,2085526.00,,,2818330.00,,699452.00,2225146.00,357370.00,23.15
1323,永裕,109,1,1930204.00,,,2796148.00,,892748.00,2008681.00,362712.00,21.43
1323,永裕,109,4,2207100.00,,,2884014.00,,726565.00,2165445.00,374237.00,24.50
1324,地球,109,2,951443.00,,,789292.00,,233797.00,29468.00,0.00,12.67
1324,地球,109,3,960429.00,,,768550.00,,199081.00,29660.00,0.00,12.78
1324,地球,109,4,972295.00,,,822252.00,,239757.00,30437.00,0.00,12.94
1324,地球,109,1,978660.00,,,802872.00,,229310.00,29536.00,0.00,13.03
1325,恆大,109,1,1846682.00,,,1098193.00,,180553.00,63353.00,71229.00,21.65
1325,恆大,109,3,3218846.00,,,2765198.00,,694637.00,62946.00,95737.00,37.74
1325,恆大,109,2,2567754.00,,,1849922.00,,386992.00,63149.00,84839.00,30.11
1325,恆大,109,4,3728131.00,,,3286330.00,,729410.00,75789.00,101751.00,43.72
1326,台化,109,2,296215841.00,,,212478748.00,,113008235.00,53860302.00,47238972.00,50.64
1326,台化,109,1,309365458.00,,,201536383.00,,96946725.00,54601426.00,47787639.00,52.89
1326,台化,109,3,300693635.00,,,188796124.00,,75913419.00,66209555.00,45558359.00,51.41
1326,台化,109,4,344353858.00,,,215865015.00,,73452939.00,62914960.00,51098671.00,58.87
1336,台翰,109,2,1644485.00,,,1032980.00,,620738.00,66918.00,--,21.33
1336,台翰,109,4,1630910.00,,,1216682.00,,575424.00,247061.00,--,21.15
1336,台翰,109,3,1670505.00,,,1159762.00,,551730.00,223123.00,--,21.67
1336,台翰,109,1,1550247.00,,,1002897.00,,672289.00,36852.00,--,20.11
1337,再生-KY,109,1,6805576.00,,,2966225.00,,359226.00,60610.00,--,25.30
1337,再生-KY,109,4,5794990.00,,,3193602.00,,675559.00,62317.00,--,21.55
1337,再生-KY,109,2,6586355.00,,,2972924.00,,446195.00,59614.00,--,24.49
1337,再生-KY,109,3,6588027.00,,,3064508.00,,547685.00,60752.00,--,24.49
1338,廣華-KY,109,2,5808191.00,,,5335369.00,,3007321.00,188745.00,234770.00,69.28
1338,廣華-KY,109,3,6005263.00,,,5270941.00,,3075567.00,214763.00,234338.00,71.63
1338,廣華-KY,109,4,6311742.00,,,5858211.00,,3462672.00,325685.00,253981.00,75.28
1338,廣華-KY,109,1,6197810.00,,,5511108.00,,2607296.00,289490.00,226591.00,73.92
1339,昭輝,109,1,3529618.00,,,1799957.00,,861127.00,667344.00,107559.00,47.62
1339,昭輝,109,4,3470017.00,,,2035739.00,,1102423.00,610317.00,115644.00,46.81
1339,昭輝,109,3,3416174.00,,,2080426.00,,1197431.00,615214.00,110298.00,46.09
1339,昭輝,109,2,3362582.00,,,1755508.00,,989320.00,626161.00,104985.00,45.36
1340,勝悅-KY,109,1,5701329.00,,,3978457.00,,131677.00,36838.00,--,37.28
1340,勝悅-KY,109,3,5535204.00,,,3808530.00,,195478.00,17652.00,--,36.20
1340,勝悅-KY,109,4,5421970.00,,,3527054.00,,143317.00,478.00,--,35.46
1340,勝悅-KY,109,2,5532948.00,,,3825048.00,,176718.00,21353.00,--,36.18
1341,富林-KY,109,1,1279657.00,,,1349188.00,,761596.00,222473.00,--,25.90
1341,富林-KY,109,2,1050973.00,,,1343907.00,,994919.00,190980.00,--,21.27
1341,富林-KY,109,3,1134087.00,,,1209164.00,,774999.00,163466.00,--,22.96
1341,富林-KY,109,4,1216621.00,,,1301043.00,,772361.00,132098.00,--,24.63
1342,八貫,109,1,--,,,909718.00,,385533.00,133869.00,--,17.88
1342,八貫,109,2,--,,,966646.00,,430495.00,133658.00,--,18.36
1342,八貫,109,4,--,,,1174676.00,,297110.00,219216.00,--,21.50
1342,八貫,109,3,--,,,953330.00,,464830.00,203412.00,--,17.07
1402,遠東新,109,3,200883238.00,,,104474796.00,,125612668.00,215883354.00,63801349.00,37.53
1402,遠東新,109,2,197561585.00,,,120802532.00,,123765837.00,235282747.00,62426108.00,36.91
1402,遠東新,109,1,204043171.00,,,118335988.00,,139029435.00,209100670.00,68018371.00,38.12
1402,遠東新,109,4,204029187.00,,,111246067.00,,107025470.00,240505160.00,65395453.00,38.12
1409,新纖,109,1,27758596.00,,,100940745.00,,107751538.00,10891425.00,9564499.00,17.20
1409,新纖,109,2,30028556.00,,,105185547.00,,110876579.00,10455316.00,9584132.00,18.61
1409,新纖,109,4,31655914.00,,,116205250.00,,114241019.00,17548056.00,10509331.00,19.62
1409,新纖,109,3,30428036.00,,,114131353.00,,116246857.00,18513368.00,10268125.00,18.86
1410,南染,109,1,1041822.00,,,682454.00,,126624.00,171981.00,47256.00,16.54
1410,南染,109,4,1090893.00,,,624978.00,,76051.00,172900.00,47716.00,17.32
1410,南染,109,2,1056385.00,,,703153.00,,143767.00,171959.00,45764.00,16.77
1410,南染,109,3,1070204.00,,,593029.00,,67100.00,172741.00,46385.00,16.99
1413,宏洲,109,4,--,,,776336.00,,897704.00,798890.00,--,7.88
1413,宏洲,109,3,--,,,739359.00,,812031.00,807522.00,--,8.05
1413,宏洲,109,1,--,,,740172.00,,834549.00,687522.00,--,8.79
1413,宏洲,109,2,--,,,680381.00,,841753.00,672522.00,--,8.31
1414,東和,109,3,--,,,1092786.00,,674443.00,702395.00,--,13.97
1414,東和,109,4,--,,,1068926.00,,597543.00,699192.00,--,14.18
1414,東和,109,1,--,,,991676.00,,654347.00,697748.00,--,13.71
1414,東和,109,2,--,,,1112949.00,,722150.00,703230.00,--,13.90
1416,廣豐,109,2,3622096.00,,,1051105.00,,864531.00,2265723.00,--,19.54
1416,廣豐,109,4,3544947.00,,,5502930.00,,3205768.00,386985.00,72790.00,19.13
1416,廣豐,109,3,3522737.00,,,1007488.00,,815868.00,2265293.00,--,19.01
1416,廣豐,109,1,3895113.00,,,1042614.00,,923437.00,2316750.00,0.00,21.02
1417,嘉裕,109,2,2847589.00,,,1866112.00,,363030.00,116030.00,--,14.99
1417,嘉裕,109,1,2880823.00,,,1837704.00,,324225.00,117773.00,--,15.17
1417,嘉裕,109,3,2543151.00,,,1612534.00,,434038.00,145121.00,--,13.39
1417,嘉裕,109,4,2558563.00,,,1642609.00,,435446.00,153076.00,--,13.47
1418,東華,109,3,447034.00,,,208202.00,,79308.00,1700425.00,4.00,8.23
1418,東華,109,1,574923.00,,,349103.00,,87589.00,1719052.00,15.00,10.59
1418,東華,109,4,407393.00,,,177008.00,,121582.00,1704013.00,-2.00,7.50
1418,東華,109,2,508572.00,,,273807.00,,81539.00,1709402.00,9.00,9.37
1419,新紡,109,4,9087364.00,,,2891898.00,,3532018.00,959742.00,4.00,30.37
1419,新紡,109,2,8181151.00,,,2407265.00,,3566736.00,974557.00,106.00,27.34
1419,新紡,109,3,8351168.00,,,2488818.00,,3418456.00,964693.00,4.00,27.91
1419,新紡,109,1,7834500.00,,,2226963.00,,3502444.00,984625.00,140.00,26.18
1423,利華,109,1,--,,,1124220.00,,17923.00,199806.00,--,16.67
1423,利華,109,4,--,,,1010940.00,,44197.00,288338.00,--,21.70
1423,利華,109,2,--,,,1072276.00,,17942.00,199897.00,--,16.59
1423,利華,109,3,--,,,1014571.00,,19784.00,199557.00,--,16.25
1432,大魯閣,109,1,1018115.00,,,829812.00,,940176.00,3642318.00,-24182.00,6.06
1432,大魯閣,109,4,801239.00,,,852005.00,,957107.00,3050928.00,-5067.00,10.68
1432,大魯閣,109,3,1099935.00,,,1193148.00,,902617.00,3113338.00,-3717.00,14.67
1432,大魯閣,109,2,1032417.00,,,1108025.00,,1050191.00,3562138.00,-26930.00,6.15
1434,福懋,109,1,57245025.00,,,15792483.00,,8243549.00,8064513.00,0.00,34.02
1434,福懋,109,4,61483588.00,,,15579258.00,,7666097.00,10312373.00,0.00,36.54
1434,福懋,109,3,53334540.00,,,14773756.00,,7440996.00,10478117.00,0.00,31.70
1434,福懋,109,2,56545499.00,,,16384861.00,,11792221.00,8044715.00,0.00,33.61
1435,中福,109,2,883002.00,,,380882.00,,4911.00,165794.00,-16.00,7.04
1435,中福,109,4,830221.00,,,380597.00,,11987.00,165711.00,-16.00,6.63
1435,中福,109,1,891644.00,,,374826.00,,4676.00,165835.00,-16.00,7.11
1435,中福,109,3,853295.00,,,377157.00,,6434.00,165750.00,-16.00,6.81
1436,華友聯,109,2,2552144.00,,,8634114.00,,6375183.00,2322861.00,--,26.69
1436,華友聯,109,1,2768372.00,,,8356223.00,,4869985.00,2673510.00,--,28.95
1436,華友聯,109,4,2706849.00,,,9012794.00,,5873298.00,3092817.00,--,28.30
1436,華友聯,109,3,2725301.00,,,8576567.00,,6095938.00,2376560.00,--,28.50
1437,勤益控,109,1,6313837.00,,,2040818.00,,276025.00,4641597.00,33975.00,31.05
1437,勤益控,109,3,6255428.00,,,1750858.00,,541615.00,4397755.00,10519.00,30.76
1437,勤益控,109,4,6397449.00,,,1693519.00,,455574.00,4383970.00,191.00,31.46
1437,勤益控,109,2,6278271.00,,,1837800.00,,613444.00,4384771.00,10368.00,30.87
1438,三地開發,109,2,--,,,607093.00,,3386.00,68800.00,--,5.53
1438,三地開發,109,4,--,,,1831190.00,,1235424.00,70420.00,--,5.47
1438,三地開發,109,1,--,,,600823.00,,2061.00,68800.00,--,5.48
1438,三地開發,109,3,--,,,897968.00,,296801.00,68800.00,--,5.51
1439,雋揚,109,1,2803086.00,,,2311528.00,,19559.00,2189.00,--,30.47
1439,雋揚,109,2,2319335.00,,,2133527.00,,498492.00,346.00,--,25.21
1439,雋揚,109,3,2295871.00,,,1468989.00,,14484.00,433.00,--,24.96
1439,雋揚,109,4,2230790.00,,,1179060.00,,174700.00,438.00,--,24.25
1440,南紡,109,2,24173528.00,,,12447184.00,,12340521.00,9909395.00,207018.00,14.59
1440,南紡,109,4,25077051.00,,,11618169.00,,12689824.00,8906957.00,200630.00,15.14
1440,南紡,109,3,24302953.00,,,11692427.00,,10294301.00,11398800.00,198462.00,14.67
1440,南紡,109,1,24022590.00,,,11873117.00,,12260667.00,9183819.00,168453.00,14.50
1441,大東,109,2,891464.00,,,919621.00,,1460909.00,247796.00,131205.00,8.84
1441,大東,109,4,823076.00,,,751343.00,,1247351.00,176628.00,141713.00,8.17
1441,大東,109,3,858840.00,,,843980.00,,1353434.00,231696.00,156082.00,8.52
1441,大東,109,1,991996.00,,,985204.00,,1439098.00,262834.00,143707.00,9.84
