公司代號,公司名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
2254,巨鎧精密-創,112,Q3,114/10/29,,415644.00,287396.00,-0.33
2258,鴻華先進-創,112,Q1,114/10/29,,51830.00,39676.00,-0.30
2258,鴻華先進-創,112,Q2,114/10/29,,282720.00,196728.00,-0.56
2258,鴻華先進-創,112,Q3,114/10/29,,588481.00,492102.00,-0.91
2301,光寶科,112,Q1,114/10/29,,34174180.00,27752378.00,1.03
2301,光寶科,112,Q2,114/10/29,,71467200.00,56367170.00,2.86
2301,光寶科,112,Q3,114/10/29,,111424424.00,86892867.00,4.86
2302,麗正,112,Q3,114/10/29,,572955.00,373092.00,0.48
2302,麗正,112,Q1,114/10/29,,167675.00,113476.00,0.06
2302,麗正,112,Q2,114/10/29,,381960.00,253346.00,0.31
2303,聯電,112,Q1,114/10/29,,54209447.00,34985007.00,1.31
2303,聯電,112,Q2,114/10/29,,110505855.00,71029263.00,2.58
2303,聯電,112,Q3,114/10/29,,167574722.00,107637178.00,3.87
2305,全友,112,Q3,114/10/29,,410099.00,286320.00,0.15
2305,全友,112,Q2,114/10/29,,237358.00,172329.00,0.04
2305,全友,112,Q1,114/10/29,,110990.00,80310.00,-0.04
2308,台達電,112,Q3,114/10/29,,301206071.00,214397903.00,9.40
2308,台達電,112,Q1,114/10/29,,92859244.00,67291540.00,2.66
2308,台達電,112,Q2,114/10/29,,193410636.00,138472195.00,5.80
2312,金寶,112,Q1,114/10/29,,39333797.00,36631345.00,0.17
2312,金寶,112,Q2,114/10/29,,78736502.00,73501572.00,0.26
2312,金寶,112,Q3,114/10/29,,118338471.00,110528060.00,0.50
2313,華通,112,Q3,114/10/29,,46952109.00,40196636.00,2.21
2313,華通,112,Q1,114/10/29,,13496082.00,11563144.00,0.30
2313,華通,112,Q2,114/10/29,,27359611.00,23715817.00,0.80
2314,台揚,112,Q1,114/10/29,,1203624.00,996429.00,-0.26
2314,台揚,112,Q2,114/10/29,,2241984.00,1894237.00,-0.76
2314,台揚,112,Q3,114/10/29,,2913345.00,2502667.00,-1.62
2316,楠梓電,112,Q2,114/10/29,,1739913.00,1872917.00,-0.18
2316,楠梓電,112,Q1,114/10/29,,808709.00,885477.00,-0.20
2316,楠梓電,112,Q3,114/10/29,,2631248.00,2835108.00,0.50
2317,鴻海,112,Q2,114/10/29,,2766985529.00,2595073890.00,3.31
2317,鴻海,112,Q1,114/10/29,,1462437334.00,1374102879.00,0.93
2317,鴻海,112,Q3,114/10/29,,4310149182.00,4035484046.00,6.42
2321,東訊,112,Q1,114/10/29,,181254.00,130588.00,-1.32
2321,東訊,112,Q3,114/10/29,,580693.00,431642.00,-2.27
2321,東訊,112,Q2,114/10/29,,382522.00,285948.00,-1.99
2323,中環,112,Q2,114/10/29,,3504757.00,2747681.00,1.90
2323,中環,112,Q1,114/10/29,,1731914.00,1381508.00,0.62
2323,中環,112,Q3,114/10/29,,5472374.00,4272062.00,0.92
2324,仁寶,112,Q2,114/10/29,,453329457.00,433387208.00,0.80
2324,仁寶,112,Q1,114/10/29,,209458784.00,200120047.00,0.32
2324,仁寶,112,Q3,114/10/29,,705043628.00,673869375.00,1.35
2327,國巨*,112,Q3,114/10/29,,80247901.00,53653115.00,30.43
2327,國巨*,112,Q1,114/10/29,,26095544.00,17483183.00,9.90
2327,國巨*,112,Q2,114/10/29,,52852056.00,35363035.00,18.82
2328,廣宇,112,Q3,114/10/29,,19183151.00,16906161.00,1.83
2328,廣宇,112,Q1,114/10/29,,6080658.00,5262849.00,0.57
2328,廣宇,112,Q2,114/10/29,,12297777.00,10833215.00,1.20
2329,華泰,112,Q2,114/10/29,,7252077.00,6189717.00,0.98
2329,華泰,112,Q3,114/10/29,,11954154.00,9828783.00,1.80
2329,華泰,112,Q1,114/10/29,,3253411.00,2932004.00,0.25
2330,台積電,112,Q1,114/10/29,,508632973.00,222132581.00,7.98
2330,台積電,112,Q3,114/10/29,,1536206985.00,692864282.00,23.13
2330,台積電,112,Q2,114/10/29,,989474227.00,442773988.00,14.99
2331,精英,112,Q3,114/10/29,,15413229.00,12921646.00,1.29
2331,精英,112,Q1,114/10/29,,4437563.00,3920301.00,0.01
2331,精英,112,Q2,114/10/29,,10961136.00,9242810.00,0.79
2332,友訊,112,Q2,114/10/29,,8407134.00,6283668.00,0.88
2332,友訊,112,Q3,114/10/29,,12231575.00,9137106.00,0.90
2332,友訊,112,Q1,114/10/29,,4255908.00,3180724.00,0.23
2337,旺宏,112,Q3,114/10/29,,21815833.00,16166198.00,-0.37
2337,旺宏,112,Q2,114/10/29,,14532730.00,10644349.00,-0.15
2337,旺宏,112,Q1,114/10/29,,7103843.00,5317968.00,-0.19
2338,光罩,112,Q2,114/10/29,,3363481.00,2464241.00,1.50
2338,光罩,112,Q1,114/10/29,,1563590.00,1136530.00,1.01
2338,光罩,112,Q3,114/10/29,,5318498.00,3919715.00,1.07
2340,台亞,112,Q2,114/10/29,,1844260.00,1447437.00,0.42
2340,台亞,112,Q1,114/10/29,,831888.00,674898.00,0.16
2340,台亞,112,Q3,114/10/29,,2965242.00,2267334.00,0.73
2342,茂矽,112,Q1,114/10/29,,391502.00,373537.00,-0.30
2342,茂矽,112,Q2,114/10/29,,762994.00,703914.00,-0.28
2342,茂矽,112,Q3,114/10/29,,1170480.00,1083957.00,-0.33
2344,華邦電,112,Q3,114/10/29,,55832409.00,38894461.00,-0.19
2344,華邦電,112,Q1,114/10/29,,17515727.00,12656140.00,-0.25
2344,華邦電,112,Q2,114/10/29,,36326594.00,25573218.00,-0.16
2345,智邦,112,Q1,114/10/29,,19685588.00,15374346.00,3.65
2345,智邦,112,Q2,114/10/29,,39805355.00,30997233.00,7.67
2345,智邦,112,Q3,114/10/29,,62232085.00,48259740.00,11.95
2347,聯強,112,Q2,114/10/29,,183549539.00,175092078.00,2.06
2347,聯強,112,Q3,114/10/29,,281783855.00,269183159.00,3.07
2347,聯強,112,Q1,114/10/29,,88599839.00,84323121.00,1.04
2348,海悅,112,Q3,114/10/29,,3609140.00,2082704.00,6.17
2348,海悅,112,Q2,114/10/29,,2039502.00,1200456.00,3.01
2348,海悅,112,Q1,114/10/29,,646230.00,461977.00,0.26
2349,錸德,112,Q3,114/10/29,,5634568.00,4682573.00,-0.32
2349,錸德,112,Q2,114/10/29,,3629255.00,2998096.00,-0.15
2349,錸德,112,Q1,114/10/29,,1752004.00,1435556.00,-0.14
2351,順德,112,Q3,114/10/29,,8257510.00,6802378.00,3.47
2351,順德,112,Q1,114/10/29,,2685237.00,2136255.00,1.21
2351,順德,112,Q2,114/10/29,,5509325.00,4521709.00,2.33
2352,佳世達,112,Q2,114/10/29,,102557378.00,86065440.00,0.69
2352,佳世達,112,Q1,114/10/29,,50445785.00,42450733.00,0.16
2352,佳世達,112,Q3,114/10/29,,152927727.00,128058341.00,1.30
2353,宏��,112,Q1,114/10/29,,52457032.00,47094141.00,0.17
2353,宏��,112,Q3,114/10/29,,178162506.00,159250382.00,1.30
2353,宏��,112,Q2,114/10/29,,110717685.00,99099400.00,0.64
2354,鴻準,112,Q1,114/10/29,,23287044.00,21953517.00,0.54
2354,鴻準,112,Q3,114/10/29,,62424871.00,58175703.00,2.26
2354,鴻準,112,Q2,114/10/29,,40085691.00,37381309.00,1.51
2355,敬鵬,112,Q2,114/10/29,,7984509.00,7201004.00,0.52
2355,敬鵬,112,Q1,114/10/29,,3970344.00,3620416.00,0.11
2355,敬鵬,112,Q3,114/10/29,,12405964.00,10898116.00,1.42
2356,英業達,112,Q3,114/10/29,,386674926.00,367651580.00,1.16
2356,英業達,112,Q2,114/10/29,,250834251.00,238894160.00,0.63
2356,英業達,112,Q1,114/10/29,,120182904.00,114261028.00,0.25
2357,華碩,112,Q2,114/10/29,,227101294.00,200210335.00,1.22
2357,華碩,112,Q3,114/10/29,,362153167.00,310549146.00,16.16
2357,華碩,112,Q1,114/10/29,,111397781.00,100682200.00,-2.26
2359,所羅門,112,Q2,114/10/29,,2146475.00,1663290.00,2.19
2359,所羅門,112,Q1,114/10/29,,947828.00,743431.00,0.22
2359,所羅門,112,Q3,114/10/29,,3146993.00,2431084.00,3.17
2360,致茂,112,Q3,114/10/29,,13651531.00,5472824.00,7.56
2360,致茂,112,Q2,114/10/29,,8804380.00,3388284.00,4.65
2360,致茂,112,Q1,114/10/29,,4388140.00,1721898.00,2.23
2362,藍天,112,Q1,114/10/29,,5504373.00,4404688.00,0.62
2362,藍天,112,Q3,114/10/29,,17628577.00,14051146.00,1.46
2362,藍天,112,Q2,114/10/29,,11397578.00,9093074.00,1.03
2363,矽統,112,Q2,114/10/29,,70811.00,60995.00,1.03
2363,矽統,112,Q3,114/10/29,,152018.00,110886.00,0.91
2363,矽統,112,Q1,114/10/29,,33227.00,34763.00,-0.12
2364,倫飛,112,Q1,114/10/29,,257662.00,169536.00,0.76
2364,倫飛,112,Q3,114/10/29,,786686.00,504882.00,2.96
2364,倫飛,112,Q2,114/10/29,,531634.00,343450.00,2.54
2365,昆盈,112,Q3,114/10/29,,572438.00,349103.00,0.35
2365,昆盈,112,Q1,114/10/29,,175149.00,105241.00,0.08
2365,昆盈,112,Q2,114/10/29,,349816.00,218685.00,0.21
2367,燿華,112,Q2,114/10/29,,7494395.00,6955518.00,-0.19
2367,燿華,112,Q3,114/10/29,,11331366.00,10352484.00,-0.17
2367,燿華,112,Q1,114/10/29,,3462899.00,3376330.00,-0.59
2368,金像電,112,Q2,114/10/29,,13260173.00,10324158.00,2.56
2368,金像電,112,Q3,114/10/29,,21506087.00,16153542.00,4.96
2368,金像電,112,Q1,114/10/29,,6331580.00,5042389.00,0.88
2369,菱生,112,Q2,114/10/29,,2700153.00,2632733.00,-0.24
2369,菱生,112,Q3,114/10/29,,4200048.00,4053703.00,-0.29
2369,菱生,112,Q1,114/10/29,,1259399.00,1264699.00,-0.25
2371,大同,112,Q2,114/10/29,,24362442.00,19774653.00,0.45
2371,大同,112,Q3,114/10/29,,35809946.00,29030835.00,0.68
2371,大同,112,Q1,114/10/29,,11122354.00,9094988.00,0.20
2373,震旦行,112,Q3,114/10/29,,8717141.00,4713986.00,3.61
2373,震旦行,112,Q1,114/10/29,,3015306.00,1686730.00,0.87
2373,震旦行,112,Q2,114/10/29,,5914164.00,3219705.00,2.20
2374,佳能,112,Q3,114/10/29,,3608731.00,2696122.00,0.82
2374,佳能,112,Q2,114/10/29,,2028378.00,1566939.00,-0.02
2374,佳能,112,Q1,114/10/29,,928892.00,729735.00,-0.23
2375,凱美,112,Q1,114/10/29,,1120133.00,975713.00,0.11
2375,凱美,112,Q3,114/10/29,,3634879.00,3057506.00,3.05
2375,凱美,112,Q2,114/10/29,,2380622.00,2025319.00,1.77
2376,技嘉,112,Q3,114/10/29,,91177201.00,79629594.00,5.34
2376,技嘉,112,Q2,114/10/29,,54163816.00,47528604.00,3.01
2376,技嘉,112,Q1,114/10/29,,28030016.00,24484407.00,1.61
2377,微星,112,Q2,114/10/29,,84892538.00,73125484.00,5.26
2377,微星,112,Q1,114/10/29,,43600747.00,37521167.00,2.92
2377,微星,112,Q3,114/10/29,,133810707.00,116256784.00,8.04
2379,瑞昱,112,Q2,114/10/29,,45915706.00,26482172.00,8.58
2379,瑞昱,112,Q1,114/10/29,,19624903.00,11159345.00,3.50
2379,瑞昱,112,Q3,114/10/29,,72594151.00,41950971.00,13.59
2380,虹光,112,Q1,114/10/29,,389191.00,316461.00,-0.45
2380,虹光,112,Q3,114/10/29,,1276929.00,999339.00,-1.92
2380,虹光,112,Q2,114/10/29,,890081.00,713351.00,-0.65
2382,廣達,112,Q3,114/10/29,,797714951.00,736038620.00,7.63
2382,廣達,112,Q2,114/10/29,,511210362.00,472762345.00,4.31
2382,廣達,112,Q1,114/10/29,,266180950.00,248615262.00,1.68
2383,台光電,112,Q2,114/10/29,,16539573.00,12442402.00,4.45
2383,台光電,112,Q1,114/10/29,,7359127.00,5787085.00,1.44
2383,台光電,112,Q3,114/10/29,,28414074.00,20732775.00,10.50
2385,群光,112,Q3,114/10/29,,73893599.00,59963817.00,7.48
2385,群光,112,Q2,114/10/29,,48084660.00,39701819.00,4.55
2385,群光,112,Q1,114/10/29,,22721961.00,18878899.00,2.05
2387,精元,112,Q2,114/10/29,,10188664.00,8796585.00,2.78
2387,精元,112,Q1,114/10/29,,4324543.00,3768827.00,0.15
2387,精元,112,Q3,114/10/29,,16175998.00,13705144.00,5.23
2388,威盛,112,Q2,114/10/29,,5195346.00,3720151.00,0.04
2388,威盛,112,Q1,114/10/29,,2044567.00,1460522.00,-0.16
2388,威盛,112,Q3,114/10/29,,8433946.00,6192497.00,0.22
2390,云辰,112,Q3,114/10/29,,474657.00,356058.00,-0.08
2390,云辰,112,Q1,114/10/29,,152991.00,114058.00,-0.45
2390,云辰,112,Q2,114/10/29,,320595.00,239735.00,-0.37
2392,正崴,112,Q2,114/10/29,,35816746.00,31478667.00,0.27
2392,正崴,112,Q3,114/10/29,,60792091.00,52724884.00,2.28
2392,正崴,112,Q1,114/10/29,,18631593.00,16476096.00,-1.32
2393,億光,112,Q2,114/10/29,,8886208.00,6267105.00,2.09
2393,億光,112,Q3,114/10/29,,13403398.00,9487820.00,3.00
2393,億光,112,Q1,114/10/29,,4482733.00,3094799.00,1.04
2395,研華,112,Q2,114/10/29,,34423742.00,20498461.00,6.97
2395,研華,112,Q1,114/10/29,,17395607.00,10484627.00,3.80
2395,研華,112,Q3,114/10/29,,49430091.00,29488165.00,9.98
2397,友通,112,Q3,114/10/29,,11502617.00,9176083.00,2.42
2397,友通,112,Q2,114/10/29,,7581193.00,5966901.00,1.95
2397,友通,112,Q1,114/10/29,,3820041.00,2984913.00,1.10
2399,映泰,112,Q2,114/10/29,,1230998.00,1120530.00,0.25
2399,映泰,112,Q1,114/10/29,,690191.00,623322.00,0.15
2399,映泰,112,Q3,114/10/29,,1780822.00,1636255.00,0.11
2401,凌陽,112,Q1,114/10/29,,1193532.00,628187.00,-0.16
2401,凌陽,112,Q2,114/10/29,,2611828.00,1377700.00,-0.30
2401,凌陽,112,Q3,114/10/29,,4157423.00,2213116.00,-0.39
2402,毅嘉,112,Q3,114/10/29,,6366937.00,5449453.00,1.10
2402,毅嘉,112,Q1,114/10/29,,1922970.00,1701664.00,0.13
2402,毅嘉,112,Q2,114/10/29,,3996031.00,3450222.00,0.53
2404,漢唐,112,Q1,114/10/29,,15570981.00,13760723.00,6.01
2404,漢唐,112,Q3,114/10/29,,50737737.00,45178627.00,19.57
2404,漢唐,112,Q2,114/10/29,,33191319.00,29415425.00,12.61
2405,輔信,112,Q3,114/10/29,,1275291.00,768523.00,0.05
2405,輔信,112,Q1,114/10/29,,423238.00,258084.00,-0.02
2405,輔信,112,Q2,114/10/29,,820275.00,501843.00,0.02
2406,國碩,112,Q3,114/10/29,,2701396.00,2706300.00,-0.40
2406,國碩,112,Q1,114/10/29,,1098314.00,1119562.00,-0.14
2406,國碩,112,Q2,114/10/29,,1890592.00,1938101.00,-0.37
2408,南亞科,112,Q2,114/10/29,,13451954.00,14794416.00,-0.79
2408,南亞科,112,Q3,114/10/29,,21188328.00,24483460.00,-1.60
2408,南亞科,112,Q1,114/10/29,,6424883.00,6979043.00,-0.54
2409,友達,112,Q1,114/10/29,,51188309.00,56045054.00,-1.42
2409,友達,112,Q3,114/10/29,,184618640.00,182141840.00,-2.18
2409,友達,112,Q2,114/10/29,,114508814.00,117373609.00,-2.05
2412,中華電,112,Q3,114/10/29,,161332502.00,100548189.00,3.69
2412,中華電,112,Q1,114/10/29,,54210905.00,33629816.00,1.24
2412,中華電,112,Q2,114/10/29,,107674556.00,66706089.00,2.52
2413,環科,112,Q2,114/10/29,,2416997.00,2092419.00,0.43
2413,環科,112,Q3,114/10/29,,3596801.00,3065929.00,1.17
2413,環科,112,Q1,114/10/29,,1246586.00,1090546.00,0.31
2414,精技,112,Q1,114/10/29,,5707292.00,5254569.00,0.61
2414,精技,112,Q2,114/10/29,,11566223.00,10615738.00,1.22
2414,精技,112,Q3,114/10/29,,17637762.00,16205170.00,1.85
2415,錩新,112,Q2,114/10/29,,1008901.00,780382.00,-0.43
2415,錩新,112,Q3,114/10/29,,1617380.00,1223171.00,-0.65
2415,錩新,112,Q1,114/10/29,,483647.00,383950.00,-0.18
2417,圓剛,112,Q2,114/10/29,,1596109.00,745303.00,-0.06
2417,圓剛,112,Q3,114/10/29,,2459871.00,1129002.00,0.05
2417,圓剛,112,Q1,114/10/29,,703755.00,336382.00,-0.37
2419,仲琦,112,Q1,114/10/29,,2810623.00,2250840.00,0.09
2419,仲琦,112,Q2,114/10/29,,5616859.00,4594645.00,0.20
2419,仲琦,112,Q3,114/10/29,,7195432.00,5749661.00,0.12
2420,新巨,112,Q3,114/10/29,,1623015.00,931657.00,2.87
2420,新巨,112,Q2,114/10/29,,1092970.00,640270.00,1.83
2420,新巨,112,Q1,114/10/29,,555231.00,334064.00,0.86
2421,建準,112,Q3,114/10/29,,9648751.00,6957851.00,4.32
2421,建準,112,Q1,114/10/29,,3075327.00,2261790.00,1.11
2421,建準,112,Q2,114/10/29,,6355147.00,4618371.00,2.83
2423,固緯,112,Q1,114/10/29,,715558.00,363308.00,0.56
2423,固緯,112,Q2,114/10/29,,1436905.00,711513.00,1.17
2423,固緯,112,Q3,114/10/29,,2178449.00,1068811.00,1.95
2424,隴華,112,Q3,114/10/29,,63882.00,113516.00,-3.09
2424,隴華,112,Q2,114/10/29,,46725.00,74533.00,-1.88
2424,隴華,112,Q1,114/10/29,,25875.00,39380.00,-0.75
2425,承啟,112,Q2,114/10/29,,2673172.00,2408274.00,0.98
2425,承啟,112,Q3,114/10/29,,5024585.00,4561629.00,1.84
2425,承啟,112,Q1,114/10/29,,1195091.00,1085988.00,0.35
2426,鼎元,112,Q3,114/10/29,,1678665.00,1526772.00,-0.36
2426,鼎元,112,Q1,114/10/29,,523242.00,499332.00,-0.12
2426,鼎元,112,Q2,114/10/29,,1114434.00,1034641.00,-0.29
2427,三商電,112,Q3,114/10/29,,2678307.00,1725635.00,1.00
2427,三商電,112,Q2,114/10/29,,1689773.00,1038779.00,0.67
2427,三商電,112,Q1,114/10/29,,919475.00,557368.00,0.42
2428,興勤,112,Q3,114/10/29,,5298945.00,3298952.00,7.37
2428,興勤,112,Q2,114/10/29,,3535552.00,2228248.00,4.77
2428,興勤,112,Q1,114/10/29,,1719103.00,1067771.00,2.34
2429,銘旺科,112,Q3,114/10/29,,410942.00,378759.00,-0.80
2429,銘旺科,112,Q2,114/10/29,,300133.00,276807.00,-0.68
2429,銘旺科,112,Q1,114/10/29,,133202.00,126184.00,-0.40
2430,燦坤,112,Q3,114/10/29,,15258887.00,13058591.00,1.75
2430,燦坤,112,Q1,114/10/29,,5050963.00,4273818.00,0.90
2430,燦坤,112,Q2,114/10/29,,10151705.00,8665081.00,1.32
2431,聯昌,112,Q3,114/10/29,,460461.00,462755.00,-0.47
2431,聯昌,112,Q1,114/10/29,,157364.00,157926.00,-0.17
2431,聯昌,112,Q2,114/10/29,,292814.00,298408.00,-0.32
2432,倚天酷��-創,112,Q2,114/10/29,,918632.00,781163.00,0.63
2432,倚天酷��-創,112,Q1,114/10/29,,415234.00,353275.00,0.20
2432,倚天酷��-創,112,Q3,114/10/29,,1489525.00,1276072.00,1.04
2433,互盛電,112,Q3,114/10/29,,2164470.00,1420966.00,2.76
2433,互盛電,112,Q1,114/10/29,,718777.00,475085.00,0.57
2433,互盛電,112,Q2,114/10/29,,1441518.00,937920.00,1.22
2434,統懋,112,Q3,114/10/29,,44737.00,44170.00,-0.89
2434,統懋,112,Q1,114/10/29,,10720.00,8516.00,-0.36
2434,統懋,112,Q2,114/10/29,,24309.00,29675.00,-0.59
2436,偉詮電,112,Q1,114/10/29,,560925.00,431977.00,0.21
2436,偉詮電,112,Q3,114/10/29,,2091516.00,1559205.00,1.07
2436,偉詮電,112,Q2,114/10/29,,1269845.00,948013.00,0.61
2438,翔耀,112,Q3,114/10/29,,97719.00,102605.00,-0.44
2438,翔耀,112,Q2,114/10/29,,58710.00,56326.00,-0.23
2438,翔耀,112,Q1,114/10/29,,24948.00,24569.00,-0.12
2439,美律,112,Q2,114/10/29,,15487192.00,13595104.00,1.96
2439,美律,112,Q1,114/10/29,,7130905.00,6274142.00,0.26
2439,美律,112,Q3,114/10/29,,24942050.00,21726814.00,3.92
2440,太空梭,112,Q2,114/10/29,,1326785.00,1297339.00,-0.49
2440,太空梭,112,Q3,114/10/29,,2128587.00,2086108.00,-0.61
2440,太空梭,112,Q1,114/10/29,,630829.00,614566.00,-0.16
2441,超豐,112,Q2,114/10/29,,6532353.00,5184388.00,1.67
2441,超豐,112,Q3,114/10/29,,10043292.00,8028103.00,2.72
2441,超豐,112,Q1,114/10/29,,3016735.00,2480294.00,0.63
2442,新美齊,112,Q3,114/10/29,,1286437.00,978784.00,0.71
2442,新美齊,112,Q1,114/10/29,,27945.00,21797.00,-0.28
2442,新美齊,112,Q2,114/10/29,,1247105.00,949606.00,0.49
2444,兆勁,112,Q3,114/10/29,,1336554.00,1212444.00,0.07
2444,兆勁,112,Q1,114/10/29,,437200.00,387504.00,0.04
2444,兆勁,112,Q2,114/10/29,,833599.00,763512.00,-0.38
2449,京元電子,112,Q3,114/10/29,,24525468.00,16223332.00,3.49
2449,京元電子,112,Q1,114/10/29,,7764452.00,5225553.00,0.97
2449,京元電子,112,Q2,114/10/29,,15931760.00,10691495.00,2.24
2450,神腦,112,Q3,114/10/29,,22910742.00,20372869.00,2.24
2450,神腦,112,Q1,114/10/29,,8210988.00,7332444.00,0.76
2450,神腦,112,Q2,114/10/29,,15269733.00,13587848.00,1.42
2451,創見,112,Q1,114/10/29,,2608801.00,2055994.00,0.54
2451,創見,112,Q3,114/10/29,,7805483.00,5816325.00,3.40
2451,創見,112,Q2,114/10/29,,5078378.00,3940961.00,1.47
2453,凌群,112,Q3,114/10/29,,4244668.00,3106034.00,1.90
2453,凌群,112,Q2,114/10/29,,2678574.00,1956430.00,1.22
2453,凌群,112,Q1,114/10/29,,1246921.00,913252.00,0.84
2454,聯發科,112,Q1,114/10/29,,95651513.00,49739271.00,10.64
2454,聯發科,112,Q3,114/10/29,,303884325.00,159133675.00,32.35
2454,聯發科,112,Q2,114/10/29,,193786797.00,101228493.00,20.71
2455,全新,112,Q1,114/10/29,,394417.00,240382.00,0.06
2455,全新,112,Q2,114/10/29,,988740.00,598924.00,0.64
2455,全新,112,Q3,114/10/29,,1757167.00,1060212.00,1.42
2457,飛宏,112,Q2,114/10/29,,5974119.00,4517034.00,0.43
2457,飛宏,112,Q3,114/10/29,,9415845.00,6989962.00,0.70
2457,飛宏,112,Q1,114/10/29,,2779899.00,2118775.00,0.12
2458,義隆,112,Q2,114/10/29,,5446560.00,3124574.00,2.82
2458,義隆,112,Q3,114/10/29,,8948469.00,4975365.00,5.51
2458,義隆,112,Q1,114/10/29,,2405138.00,1424761.00,1.08
2459,敦吉,112,Q2,114/10/29,,3280578.00,2737549.00,2.32
2459,敦吉,112,Q3,114/10/29,,5534539.00,4520203.00,3.98
2459,敦吉,112,Q1,114/10/29,,1552170.00,1283439.00,1.12
2460,建通,112,Q1,114/10/29,,563896.00,542185.00,-0.23
2460,建通,112,Q3,114/10/29,,1841036.00,1801179.00,-0.72
2460,建通,112,Q2,114/10/29,,1126715.00,1101043.00,-0.41
2461,光群雷,112,Q1,114/10/29,,1383255.00,1079069.00,0.34
2461,光群雷,112,Q3,114/10/29,,4199780.00,3277736.00,0.83
2461,光群雷,112,Q2,114/10/29,,2762975.00,2160496.00,0.57
2462,良得電,112,Q3,114/10/29,,2873696.00,2406403.00,1.76
2462,良得電,112,Q1,114/10/29,,914730.00,779158.00,0.33
2462,良得電,112,Q2,114/10/29,,1793720.00,1538468.00,0.59
2464,盟立,112,Q1,114/10/29,,2343354.00,1969034.00,0.05
2464,盟立,112,Q2,114/10/29,,4344219.00,3596388.00,0.13
2464,盟立,112,Q3,114/10/29,,6748408.00,5602574.00,0.14
2465,麗臺,112,Q1,114/10/29,,774098.00,702611.00,-1.17
2465,麗臺,112,Q3,114/10/29,,2554293.00,2247498.00,-2.72
2465,麗臺,112,Q2,114/10/29,,1588718.00,1426352.00,-2.14
2466,冠西電,112,Q3,114/10/29,,920509.00,740188.00,-0.43
2466,冠西電,112,Q2,114/10/29,,474941.00,366550.00,-0.32
2466,冠西電,112,Q1,114/10/29,,164747.00,117034.00,-0.15
2467,志聖,112,Q3,114/10/29,,2600397.00,1540607.00,2.40
2467,志聖,112,Q1,114/10/29,,966854.00,605680.00,0.83
2467,志聖,112,Q2,114/10/29,,1695536.00,1052682.00,1.32
2468,華經,112,Q1,114/10/29,,489168.00,428502.00,0.18
2468,華經,112,Q2,114/10/29,,1267005.00,1119414.00,0.57
2468,華經,112,Q3,114/10/29,,1751529.00,1549420.00,0.78
2471,資通,112,Q1,114/10/29,,199564.00,133468.00,0.18
2471,資通,112,Q2,114/10/29,,394602.00,249755.00,1.93
2471,資通,112,Q3,114/10/29,,577848.00,358565.00,2.80
2472,立隆電,112,Q2,114/10/29,,4384875.00,3178840.00,2.39
2472,立隆電,112,Q1,114/10/29,,2108904.00,1532848.00,1.04
2472,立隆電,112,Q3,114/10/29,,6628596.00,4774220.00,4.09
2474,可成,112,Q1,114/10/29,,3541744.00,2729963.00,1.25
2474,可成,112,Q2,114/10/29,,10433500.00,7350931.00,7.75
2474,可成,112,Q3,114/10/29,,14766784.00,10650812.00,14.31
2476,鉅祥,112,Q3,114/10/29,,4289594.00,3074853.00,2.78
2476,鉅祥,112,Q1,114/10/29,,1376926.00,1003487.00,0.23
2476,鉅祥,112,Q2,114/10/29,,2818800.00,2055466.00,1.49
2477,美隆電,112,Q3,114/10/29,,1751534.00,1523164.00,0.08
2477,美隆電,112,Q1,114/10/29,,383733.00,377606.00,-0.32
2477,美隆電,112,Q2,114/10/29,,1027086.00,936727.00,-0.24
2478,大毅,112,Q1,114/10/29,,1111744.00,878373.00,0.58
2478,大毅,112,Q2,114/10/29,,2258739.00,1788782.00,1.49
2478,大毅,112,Q3,114/10/29,,3451726.00,2749211.00,2.34
2480,敦陽科,112,Q2,114/10/29,,3610560.00,2731015.00,3.78
2480,敦陽科,112,Q3,114/10/29,,5299427.00,3988280.00,5.51
2480,敦陽科,112,Q1,114/10/29,,1716192.00,1272073.00,1.99
2481,強茂,112,Q3,114/10/29,,9676948.00,7239941.00,1.77
2481,強茂,112,Q1,114/10/29,,2862434.00,2154176.00,0.34
2481,強茂,112,Q2,114/10/29,,6403524.00,4805599.00,1.13
2482,連宇,112,Q2,114/10/29,,958548.00,538498.00,2.36
2482,連宇,112,Q3,114/10/29,,1203926.00,690168.00,2.43
2482,連宇,112,Q1,114/10/29,,494611.00,281855.00,1.12
2483,百容,112,Q1,114/10/29,,443499.00,376102.00,-0.04
2483,百容,112,Q2,114/10/29,,930478.00,794976.00,0.31
2483,百容,112,Q3,114/10/29,,1367046.00,1171776.00,0.50
2484,希華,112,Q3,114/10/29,,1786298.00,1275935.00,1.58
2484,希華,112,Q2,114/10/29,,1197666.00,839382.00,0.99
2484,希華,112,Q1,114/10/29,,616402.00,417247.00,0.55
2485,兆赫,112,Q1,114/10/29,,1503015.00,1432159.00,-0.19
2485,兆赫,112,Q2,114/10/29,,3013067.00,2810110.00,-0.04
2485,兆赫,112,Q3,114/10/29,,4558072.00,4134658.00,0.19
2486,一詮,112,Q3,114/10/29,,3626843.00,3108576.00,0.66
2486,一詮,112,Q2,114/10/29,,2316895.00,1994785.00,0.48
2486,一詮,112,Q1,114/10/29,,1107979.00,960010.00,0.08
2488,漢平,112,Q2,114/10/29,,958678.00,707868.00,1.59
