公司代號名稱,股東會日期,股利所屬年(季)度,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
2845 - 遠東銀,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,0.50600000,0.0,0.0,"      2,059,158,830",0.50600000,0.0,0.0,"        205,915,883"
2845 - 遠東銀,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,0.50600000,0.0,0.0,"      2,059,158,830",0.50600000,0.0,0.0,"        205,915,883"
2849 - 安泰銀,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,0.38000000,0.0,0.0,"        743,891,553",0.0,0.0,0.0,                  0
2849 - 安泰銀,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,0.38000000,0.0,0.0,"        743,891,553",0.0,0.0,0.0,                  0
2849 - 安泰銀,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,0.38000000,0.0,0.0,"        743,891,553",0.0,0.0,0.0,                  0
2849 - 安泰銀,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,0.38000000,0.0,0.0,"        743,891,553",0.0,0.0,0.0,                  0
2850 - 新產,113/05/27,112年 年度,112/01/01~112/12/31,股東會確認,4.99000000,0.0,0.0,"      1,576,656,867",0.0,0.0,0.0,                  0
2850 - 新產,113/05/27,112年 年度,112/01/01~112/12/31,股東會確認,4.99000000,0.0,0.0,"      1,576,656,867",0.0,0.0,0.0,                  0
2850 - 新產,113/05/27,112年 年度,112/01/01~112/12/31,股東會確認,4.99000000,0.0,0.0,"      1,576,656,867",0.0,0.0,0.0,                  0
2850 - 新產,113/05/27,112年 年度,112/01/01~112/12/31,股東會確認,4.99000000,0.0,0.0,"      1,576,656,867",0.0,0.0,0.0,                  0
2851 - 中再保,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.40000000,0.0,0.0,"      1,120,544,250",0.0,0.0,0.0,                  0
2851 - 中再保,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.40000000,0.0,0.0,"      1,120,544,250",0.0,0.0,0.0,                  0
2851 - 中再保,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.40000000,0.0,0.0,"      1,120,544,250",0.0,0.0,0.0,                  0
2851 - 中再保,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.40000000,0.0,0.0,"      1,120,544,250",0.0,0.0,0.0,                  0
2852 - 第一保,113/06/25,112年 年度,112/01/01~112/12/31,股東會確認,1.13000000,0.0,0.0,"        340,315,076",0.0,0.0,0.0,                  0
2852 - 第一保,113/06/25,112年 年度,112/01/01~112/12/31,股東會確認,1.13000000,0.0,0.0,"        340,315,076",0.0,0.0,0.0,                  0
2852 - 第一保,113/06/25,112年 年度,112/01/01~112/12/31,股東會確認,1.13000000,0.0,0.0,"        340,315,076",0.0,0.0,0.0,                  0
2852 - 第一保,113/06/25,112年 年度,112/01/01~112/12/31,股東會確認,1.13000000,0.0,0.0,"        340,315,076",0.0,0.0,0.0,                  0
2855 - 統一證,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,1.32000000,0.0,0.0,"      1,921,697,373",0.0,0.0,0.0,                  0
2855 - 統一證,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,1.32000000,0.0,0.0,"      1,921,697,373",0.0,0.0,0.0,                  0
2855 - 統一證,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,1.32000000,0.0,0.0,"      1,921,697,373",0.0,0.0,0.0,                  0
2855 - 統一證,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,1.32000000,0.0,0.0,"      1,921,697,373",0.0,0.0,0.0,                  0
2867 - 三商壽,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2867 - 三商壽,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2867 - 三商壽,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2867 - 三商壽,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2880 - 華南金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"     16,371,295,078",0.10000000,0.0,0.0,"        136,427,458"
2880 - 華南金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"     16,371,295,078",0.10000000,0.0,0.0,"        136,427,458"
2880 - 華南金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"     16,371,295,078",0.10000000,0.0,0.0,"        136,427,458"
2880 - 華南金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"     16,371,295,078",0.10000000,0.0,0.0,"        136,427,458"
2881 - 富邦金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.50000000,0.0,0.0,"     32,537,433,108",0.0,0.0,0.50000000,"        650,748,662"
2881B - 富邦金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.16000000,0.0,0.0,"      1,439,985,600",0.0,0.0,0.0,                  0
2881A - 富邦特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.66093836,0.0,0.0,"      1,596,563,014",0.0,0.0,0.0,                  0
2881 - 富邦金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.50000000,0.0,0.0,"     32,537,433,108",0.0,0.0,0.50000000,"        650,748,662"
2881B - 富邦金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.16000000,0.0,0.0,"      1,439,985,600",0.0,0.0,0.0,                  0
2881C - 富邦金丙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"        599,994,000",0.0,0.0,0.0,                  0
2881B - 富邦金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.16000000,0.0,0.0,"      1,439,985,600",0.0,0.0,0.0,                  0
2881A - 富邦特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.66093836,0.0,0.0,"      1,596,563,014",0.0,0.0,0.0,                  0
2881 - 富邦金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.50000000,0.0,0.0,"     32,537,433,108",0.0,0.0,0.50000000,"        650,748,662"
2881C - 富邦金丙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"        599,994,000",0.0,0.0,0.0,                  0
2881C - 富邦金丙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"        599,994,000",0.0,0.0,0.0,                  0
2881A - 富邦特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.66093836,0.0,0.0,"      1,596,563,014",0.0,0.0,0.0,                  0
2881 - 富邦金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.50000000,0.0,0.0,"     32,537,433,108",0.0,0.0,0.50000000,"        650,748,662"
2881A - 富邦特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.66093836,0.0,0.0,"      1,596,563,014",0.0,0.0,0.0,                  0
2881B - 富邦金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.16000000,0.0,0.0,"      1,439,985,600",0.0,0.0,0.0,                  0
2881C - 富邦金丙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"        599,994,000",0.0,0.0,0.0,                  0
2882 - 國泰金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.00000000,0.0,0.0,"     29,338,420,256",0.0,0.0,0.0,                  0
2882A - 國泰特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.29617534,0.0,0.0,"      1,913,402,913",0.0,0.0,0.0,                  0
2882 - 國泰金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.00000000,0.0,0.0,"     29,338,420,256",0.0,0.0,0.0,                  0
2882A - 國泰特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.29617534,0.0,0.0,"      1,913,402,913",0.0,0.0,0.0,                  0
2882B - 國泰金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.13000000,0.0,0.0,"      1,491,000,000",0.0,0.0,0.0,                  0
2882 - 國泰金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.00000000,0.0,0.0,"     29,338,420,256",0.0,0.0,0.0,                  0
2882B - 國泰金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.13000000,0.0,0.0,"      1,491,000,000",0.0,0.0,0.0,                  0
2882A - 國泰特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.29617534,0.0,0.0,"      1,913,402,913",0.0,0.0,0.0,                  0
2882 - 國泰金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.00000000,0.0,0.0,"     29,338,420,256",0.0,0.0,0.0,                  0
2882A - 國泰特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.29617534,0.0,0.0,"      1,913,402,913",0.0,0.0,0.0,                  0
2882B - 國泰金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.13000000,0.0,0.0,"      1,491,000,000",0.0,0.0,0.0,                  0
2882B - 國泰金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.13000000,0.0,0.0,"      1,491,000,000",0.0,0.0,0.0,                  0
2883B - 開發金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.35500000,0.0,0.0,"        561,660,543",0.0,0.0,0.0,                  0
2883 - 凱基金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"      8,414,812,816",0.0,0.0,0.0,                  0
2883 - 凱基金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"      8,414,812,816",0.0,0.0,0.0,                  0
2883B - 開發金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.35500000,0.0,0.0,"        561,660,543",0.0,0.0,0.0,                  0
2883B - 開發金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.35500000,0.0,0.0,"        561,660,543",0.0,0.0,0.0,                  0
2883 - 凱基金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"      8,414,812,816",0.0,0.0,0.0,                  0
2883 - 凱基金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"      8,414,812,816",0.0,0.0,0.0,                  0
2883B - 開發金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.35500000,0.0,0.0,"        561,660,543",0.0,0.0,0.0,                  0
2884 - 玉山金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"     18,796,800,000",0.20000000,0.0,0.0,"        313,800,000"
2884 - 玉山金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"     18,796,800,000",0.20000000,0.0,0.0,"        313,800,000"
2884 - 玉山金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"     18,796,800,000",0.20000000,0.0,0.0,"        313,800,000"
2884 - 玉山金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"     18,796,800,000",0.20000000,0.0,0.0,"        313,800,000"
2885 - 元大金,113/06/07,112年 年度,112/01/01~112/12/31,股東會確認,1.10000000,0.0,0.0,"     13,957,990,615",0.20000000,0.0,0.0,"        253,781,648"
2885 - 元大金,113/06/07,112年 年度,112/01/01~112/12/31,股東會確認,1.10000000,0.0,0.0,"     13,957,990,615",0.20000000,0.0,0.0,"        253,781,648"
2885 - 元大金,113/06/07,112年 年度,112/01/01~112/12/31,股東會確認,1.10000000,0.0,0.0,"     13,957,990,615",0.20000000,0.0,0.0,"        253,781,648"
2885 - 元大金,113/06/07,112年 年度,112/01/01~112/12/31,股東會確認,1.10000000,0.0,0.0,"     13,957,990,615",0.20000000,0.0,0.0,"        253,781,648"
2886 - 兆豐金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.50000000,0.0,0.0,"     21,602,007,207",0.30000000,0.0,0.0,"        432,040,144"
2886 - 兆豐金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.50000000,0.0,0.0,"     21,602,007,207",0.30000000,0.0,0.0,"        432,040,144"
2886 - 兆豐金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.50000000,0.0,0.0,"     21,602,007,207",0.30000000,0.0,0.0,"        432,040,144"
2886 - 兆豐金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.50000000,0.0,0.0,"     21,602,007,207",0.30000000,0.0,0.0,"        432,040,144"
2887 - 台新新光金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.59999990,0.0,0.0,"      7,486,237,098",0.40000000,0.0,0.0,"        499,082,474"
2887E - 台新新光戊特一,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.37567123,0.0,0.0,"      1,187,835,616",0.0,0.0,0.0,                  0
2887Z1 - 台新新光己特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.65305000,0.0,0.0,"        195,915,000",0.0,0.0,0.0,                  0
2887F - 台新新光戊特二,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.90000000,0.0,0.0,"        570,000,000",0.0,0.0,0.0,                  0
2887F - 台新新光戊特二,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.90000000,0.0,0.0,"        570,000,000",0.0,0.0,0.0,                  0
2887 - 台新新光金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.59999990,0.0,0.0,"      7,486,237,098",0.40000000,0.0,0.0,"        499,082,474"
2887Z1 - 台新新光己特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.65305000,0.0,0.0,"        195,915,000",0.0,0.0,0.0,                  0
2887E - 台新新光戊特一,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.37567123,0.0,0.0,"      1,187,835,616",0.0,0.0,0.0,                  0
2887E - 台新新光戊特一,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.37567123,0.0,0.0,"      1,187,835,616",0.0,0.0,0.0,                  0
2887F - 台新新光戊特二,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.90000000,0.0,0.0,"        570,000,000",0.0,0.0,0.0,                  0
2887Z1 - 台新新光己特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.65305000,0.0,0.0,"        195,915,000",0.0,0.0,0.0,                  0
2887 - 台新新光金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.59999990,0.0,0.0,"      7,486,237,098",0.40000000,0.0,0.0,"        499,082,474"
2887E - 台新新光戊特一,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.37567123,0.0,0.0,"      1,187,835,616",0.0,0.0,0.0,                  0
2887F - 台新新光戊特二,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.90000000,0.0,0.0,"        570,000,000",0.0,0.0,0.0,                  0
2887Z1 - 台新新光己特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.65305000,0.0,0.0,"        195,915,000",0.0,0.0,0.0,                  0
2887 - 台新新光金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.59999990,0.0,0.0,"      7,486,237,098",0.40000000,0.0,0.0,"        499,082,474"
2889 - 國票金,113/05/31,112年 年度,112/01/01~112/12/31,股東會確認,0.73000000,0.0,0.0,"      2,516,590,308",0.24600000,0.0,0.0,"         84,805,646"
2889 - 國票金,113/05/31,112年 年度,112/01/01~112/12/31,股東會確認,0.73000000,0.0,0.0,"      2,516,590,308",0.24600000,0.0,0.0,"         84,805,646"
2889 - 國票金,113/05/31,112年 年度,112/01/01~112/12/31,股東會確認,0.73000000,0.0,0.0,"      2,516,590,308",0.24600000,0.0,0.0,"         84,805,646"
2889 - 國票金,113/05/31,112年 年度,112/01/01~112/12/31,股東會確認,0.73000000,0.0,0.0,"      2,516,590,308",0.24600000,0.0,0.0,"         84,805,646"
2890 - 永豐金,113/06/07,112年 年度,112/01/01~112/12/31,股東會確認,0.75000000,0.0,0.0,"      9,282,329,960",0.25000000,0.0,0.0,"        309,410,999"
2890 - 永豐金,113/06/07,112年 年度,112/01/01~112/12/31,股東會確認,0.75000000,0.0,0.0,"      9,282,329,960",0.25000000,0.0,0.0,"        309,410,999"
2890 - 永豐金,113/06/07,112年 年度,112/01/01~112/12/31,股東會確認,0.75000000,0.0,0.0,"      9,282,329,960",0.25000000,0.0,0.0,"        309,410,999"
2890 - 永豐金,113/06/07,112年 年度,112/01/01~112/12/31,股東會確認,0.75000000,0.0,0.0,"      9,282,329,960",0.25000000,0.0,0.0,"        309,410,999"
2891B - 中信金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.25000000,0.0,0.0,"        749,992,500",0.0,0.0,0.0,                  0
2891B - 中信金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.25000000,0.0,0.0,"        749,992,500",0.0,0.0,0.0,                  0
2891C - 中信金丙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.92000000,0.0,0.0,"        319,987,200",0.0,0.0,0.0,                  0
2891C - 中信金丙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.92000000,0.0,0.0,"        319,987,200",0.0,0.0,0.0,                  0
2891 - 中信金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"     35,319,615,610",0.0,0.0,0.0,                  0
2891 - 中信金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"     35,319,615,610",0.0,0.0,0.0,                  0
2891B - 中信金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.25000000,0.0,0.0,"        749,992,500",0.0,0.0,0.0,                  0
2891C - 中信金丙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.92000000,0.0,0.0,"        319,987,200",0.0,0.0,0.0,                  0
2891 - 中信金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"     35,319,615,610",0.0,0.0,0.0,                  0
2891 - 中信金,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"     35,319,615,610",0.0,0.0,0.0,                  0
2891B - 中信金乙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,2.25000000,0.0,0.0,"        749,992,500",0.0,0.0,0.0,                  0
2891C - 中信金丙特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.92000000,0.0,0.0,"        319,987,200",0.0,0.0,0.0,                  0
2892 - 第一金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.85000000,0.0,0.0,"     11,577,123,706",0.30000000,0.0,0.0,"        408,604,366"
2892 - 第一金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.85000000,0.0,0.0,"     11,577,123,706",0.30000000,0.0,0.0,"        408,604,366"
2892 - 第一金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.85000000,0.0,0.0,"     11,577,123,706",0.30000000,0.0,0.0,"        408,604,366"
2892 - 第一金,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.85000000,0.0,0.0,"     11,577,123,706",0.30000000,0.0,0.0,"        408,604,366"
2897 - 王道銀行,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.45000000,0.0,0.0,"      1,228,973,986",0.0,0.0,0.0,                  0
2897 - 王道銀行,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.45000000,0.0,0.0,"      1,228,973,986",0.0,0.0,0.0,                  0
2897A - 王道銀甲特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.42500000,0.0,0.0,"        124,955,950",0.0,0.0,0.0,                  0
2897A - 王道銀甲特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.42500000,0.0,0.0,"        124,955,950",0.0,0.0,0.0,                  0
2897A - 王道銀甲特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.42500000,0.0,0.0,"        124,955,950",0.0,0.0,0.0,                  0
2897A - 王道銀甲特,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.42500000,0.0,0.0,"        124,955,950",0.0,0.0,0.0,                  0
2897 - 王道銀行,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.45000000,0.0,0.0,"      1,228,973,986",0.0,0.0,0.0,                  0
2897 - 王道銀行,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.45000000,0.0,0.0,"      1,228,973,986",0.0,0.0,0.0,                  0
2901 - 欣欣,113/06/26,112年 年度,112/01/01~112/12/31,股東會確認,0.36053153,0.0,0.0,"         26,334,407",0.0,0.0,0.0,                  0
2901 - 欣欣,113/06/26,112年 年度,112/01/01~112/12/31,股東會確認,0.36053153,0.0,0.0,"         26,334,407",0.0,0.0,0.0,                  0
2901 - 欣欣,113/06/26,112年 年度,112/01/01~112/12/31,股東會確認,0.36053153,0.0,0.0,"         26,334,407",0.0,0.0,0.0,                  0
2901 - 欣欣,113/06/26,112年 年度,112/01/01~112/12/31,股東會確認,0.36053153,0.0,0.0,"         26,334,407",0.0,0.0,0.0,                  0
2903 - 遠百,113/06/18,112年 年度,112/01/01~112/12/31,股東會確認,1.60000000,0.0,0.0,"      2,267,104,942",0.0,0.0,0.0,                  0
2903 - 遠百,113/06/18,112年 年度,112/01/01~112/12/31,股東會確認,1.60000000,0.0,0.0,"      2,267,104,942",0.0,0.0,0.0,                  0
2903 - 遠百,113/06/18,112年 年度,112/01/01~112/12/31,股東會確認,1.60000000,0.0,0.0,"      2,267,104,942",0.0,0.0,0.0,                  0
2903 - 遠百,113/06/18,112年 年度,112/01/01~112/12/31,股東會確認,1.60000000,0.0,0.0,"      2,267,104,942",0.0,0.0,0.0,                  0
2904 - 匯僑,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.60000000,0.0,0.0,"         46,700,659",0.0,0.0,0.0,                  0
2904 - 匯僑,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.60000000,0.0,0.0,"         46,700,659",0.0,0.0,0.0,                  0
2904 - 匯僑,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.60000000,0.0,0.0,"         46,700,659",0.0,0.0,0.0,                  0
2904 - 匯僑,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.60000000,0.0,0.0,"         46,700,659",0.0,0.0,0.0,                  0
2905 - 三商,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.20000000,"        224,499,140",0.0,0.0,0.0,                  0
2905 - 三商,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.20000000,"        224,499,140",0.0,0.0,0.0,                  0
2905 - 三商,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.20000000,"        224,499,140",0.0,0.0,0.0,                  0
2905 - 三商,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.20000000,"        224,499,140",0.0,0.0,0.0,                  0
2906 - 高林,113/06/12,112年 年度,112/01/01~112/12/31,股東會確認,0.59998406,0.0,0.0,"        125,466,656",0.0,0.0,0.0,                  0
2906 - 高林,113/06/12,112年 年度,112/01/01~112/12/31,股東會確認,0.59998406,0.0,0.0,"        125,466,656",0.0,0.0,0.0,                  0
2906 - 高林,113/06/12,112年 年度,112/01/01~112/12/31,股東會確認,0.59998406,0.0,0.0,"        125,466,656",0.0,0.0,0.0,                  0
2906 - 高林,113/06/12,112年 年度,112/01/01~112/12/31,股東會確認,0.59998406,0.0,0.0,"        125,466,656",0.0,0.0,0.0,                  0
2908 - 特力,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.60000000,0.0,0.0,"        297,348,935",0.0,0.0,0.0,                  0
2908 - 特力,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.60000000,0.0,0.0,"        297,348,935",0.0,0.0,0.0,                  0
2908 - 特力,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.60000000,0.0,0.0,"        297,348,935",0.0,0.0,0.0,                  0
2908 - 特力,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.60000000,0.0,0.0,"        297,348,935",0.0,0.0,0.0,                  0
2910 - 統領,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.34029561,"         59,688,872",0.0,0.0,0.0,                  0
2910 - 統領,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.34029561,"         59,688,872",0.0,0.0,0.0,                  0
2910 - 統領,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.34029561,"         59,688,872",0.0,0.0,0.0,                  0
2910 - 統領,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.34029561,"         59,688,872",0.0,0.0,0.0,                  0
2911 - 麗嬰房,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2911 - 麗嬰房,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2911 - 麗嬰房,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2911 - 麗嬰房,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2912 - 統一超,113/05/30,112年 年度,112/01/01~112/12/31,股東會確認,9.00000000,0.0,0.0,"      9,356,600,295",0.0,0.0,0.0,                  0
2912 - 統一超,113/05/30,112年 年度,112/01/01~112/12/31,股東會確認,9.00000000,0.0,0.0,"      9,356,600,295",0.0,0.0,0.0,                  0
2912 - 統一超,113/05/30,112年 年度,112/01/01~112/12/31,股東會確認,9.00000000,0.0,0.0,"      9,356,600,295",0.0,0.0,0.0,                  0
2912 - 統一超,113/05/30,112年 年度,112/01/01~112/12/31,股東會確認,9.00000000,0.0,0.0,"      9,356,600,295",0.0,0.0,0.0,                  0
2913 - 農林,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2913 - 農林,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2913 - 農林,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2913 - 農林,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2915 - 潤泰全,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,2.50000000,0.0,0.0,"      2,760,796,930",0.0,0.0,0.0,                  0
2915 - 潤泰全,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,2.50000000,0.0,0.0,"      2,760,796,930",0.0,0.0,0.0,                  0
2915 - 潤泰全,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,2.50000000,0.0,0.0,"      2,760,796,930",0.0,0.0,0.0,                  0
2915 - 潤泰全,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,2.50000000,0.0,0.0,"      2,760,796,930",0.0,0.0,0.0,                  0
2916 - 滿心,不適用,112年 年度,112/01/01~112/12/31,董事會決議,4.00000000,0.0,0.0,"        218,507,512",0.0,0.0,0.0,                  0
