公司代號名稱,股東會日期,股利所屬年(季)度,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1101 - 台泥,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.00000000,0.0,0.0,"      7,531,181,742",0.0,0.0,0.0,                  0
1101B - 台泥乙特,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.76362329,0.0,0.0,"        352,724,658",0.0,0.0,0.0,                  0
1101 - 台泥,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.00000000,0.0,0.0,"      7,531,181,742",0.0,0.0,0.0,                  0
1101B - 台泥乙特,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.76362329,0.0,0.0,"        352,724,658",0.0,0.0,0.0,                  0
1101 - 台泥,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.00000000,0.0,0.0,"      7,531,181,742",0.0,0.0,0.0,                  0
1101B - 台泥乙特,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.76362329,0.0,0.0,"        352,724,658",0.0,0.0,0.0,                  0
1101 - 台泥,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.00000000,0.0,0.0,"      7,531,181,742",0.0,0.0,0.0,                  0
1101B - 台泥乙特,113/05/21,112年 年度,112/01/01~112/12/31,股東會確認,1.76362329,0.0,0.0,"        352,724,658",0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第4季,112/10/01~112/12/31,董事會決議,2.10000000,0.0,0.0,"      7,447,782,050",0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第4季,112/10/01~112/12/31,董事會決議,2.10000000,0.0,0.0,"      7,447,782,050",0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第4季,112/10/01~112/12/31,董事會決議,2.10000000,0.0,0.0,"      7,447,782,050",0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第4季,112/10/01~112/12/31,董事會決議,2.10000000,0.0,0.0,"      7,447,782,050",0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1102 - 亞泥,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1103 - 嘉泥,113/05/24,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"        394,406,229",0.0,0.0,0.0,                  0
1103 - 嘉泥,113/05/24,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"        394,406,229",0.0,0.0,0.0,                  0
1103 - 嘉泥,113/05/24,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"        394,406,229",0.0,0.0,0.0,                  0
1103 - 嘉泥,113/05/24,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"        394,406,229",0.0,0.0,0.0,                  0
1104 - 環泥,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"      1,211,791,441",0.20000000,0.0,0.0,"         13,464,349"
1104 - 環泥,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"      1,211,791,441",0.20000000,0.0,0.0,"         13,464,349"
1104 - 環泥,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"      1,211,791,441",0.20000000,0.0,0.0,"         13,464,349"
1104 - 環泥,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,1.80000000,0.0,0.0,"      1,211,791,441",0.20000000,0.0,0.0,"         13,464,349"
1108 - 幸福,113/06/18,112年 下半年,112/07/01~112/12/31,股東會確認,1.00000000,0.0,0.0,"        404,738,049",0.0,0.0,0.0,                  0
1108 - 幸福,113/06/18,112年 下半年,112/07/01~112/12/31,股東會確認,1.00000000,0.0,0.0,"        404,738,049",0.0,0.0,0.0,                  0
1108 - 幸福,113/06/18,112年 下半年,112/07/01~112/12/31,股東會確認,1.00000000,0.0,0.0,"        404,738,049",0.0,0.0,0.0,                  0
1108 - 幸福,不適用,112年 上半年,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1108 - 幸福,不適用,112年 上半年,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1108 - 幸福,不適用,112年 上半年,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1108 - 幸福,113/06/18,112年 下半年,112/07/01~112/12/31,股東會確認,1.00000000,0.0,0.0,"        404,738,049",0.0,0.0,0.0,                  0
1108 - 幸福,不適用,112年 上半年,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1109 - 信大,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"        409,390,642",0.0,0.0,0.0,                  0
1109 - 信大,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"        409,390,642",0.0,0.0,0.0,                  0
1109 - 信大,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"        409,390,642",0.0,0.0,0.0,                  0
1109 - 信大,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,1.20000000,0.0,0.0,"        409,390,642",0.0,0.0,0.0,                  0
1110 - 東泥,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.20000000,0.0,0.0,"        114,400,159",0.0,0.0,0.0,                  0
1110 - 東泥,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.20000000,0.0,0.0,"        114,400,159",0.0,0.0,0.0,                  0
1110 - 東泥,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.20000000,0.0,0.0,"        114,400,159",0.0,0.0,0.0,                  0
1110 - 東泥,113/06/21,112年 年度,112/01/01~112/12/31,股東會確認,0.20000000,0.0,0.0,"        114,400,159",0.0,0.0,0.0,                  0
1201 - 味全,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.26600000,0.0,0.0,"        134,612,735",0.0,0.0,0.0,                  0
1201 - 味全,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.26600000,0.0,0.0,"        134,612,735",0.0,0.0,0.0,                  0
1201 - 味全,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.26600000,0.0,0.0,"        134,612,735",0.0,0.0,0.0,                  0
1201 - 味全,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.26600000,0.0,0.0,"        134,612,735",0.0,0.0,0.0,                  0
1203 - 味王,113/06/26,112年 年度,112/01/01~112/12/31,股東會確認,1.10000000,0.0,0.0,"        264,000,000",0.0,0.0,0.0,                  0
1203 - 味王,113/06/26,112年 年度,112/01/01~112/12/31,股東會確認,1.10000000,0.0,0.0,"        264,000,000",0.0,0.0,0.0,                  0
1203 - 味王,113/06/26,112年 年度,112/01/01~112/12/31,股東會確認,1.10000000,0.0,0.0,"        264,000,000",0.0,0.0,0.0,                  0
1203 - 味王,113/06/26,112年 年度,112/01/01~112/12/31,股東會確認,1.10000000,0.0,0.0,"        264,000,000",0.0,0.0,0.0,                  0
1210 - 大成,不適用,112年 年度,112/01/01~112/12/31,董事會決議,2.22235350,0.0,0.0,"      1,968,487,888",0.0,0.0,0.0,                  0
1210 - 大成,不適用,112年 年度,112/01/01~112/12/31,董事會決議,2.22235350,0.0,0.0,"      1,968,487,888",0.0,0.0,0.0,                  0
1210 - 大成,不適用,112年 年度,112/01/01~112/12/31,董事會決議,2.22235350,0.0,0.0,"      1,968,487,888",0.0,0.0,0.0,                  0
1210 - 大成,不適用,112年 年度,112/01/01~112/12/31,董事會決議,2.22235350,0.0,0.0,"      1,968,487,888",0.0,0.0,0.0,                  0
1213 - 大飲,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1213 - 大飲,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1213 - 大飲,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1213 - 大飲,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1215 - 卜蜂,不適用,112年 年度,112/01/01~112/12/31,董事會決議,5.50000000,0.0,0.0,"      1,621,345,539",0.0,0.0,0.0,                  0
1215 - 卜蜂,不適用,112年 年度,112/01/01~112/12/31,董事會決議,5.50000000,0.0,0.0,"      1,621,345,539",0.0,0.0,0.0,                  0
1215 - 卜蜂,不適用,112年 年度,112/01/01~112/12/31,董事會決議,5.50000000,0.0,0.0,"      1,621,345,539",0.0,0.0,0.0,                  0
1215 - 卜蜂,不適用,112年 年度,112/01/01~112/12/31,董事會決議,5.50000000,0.0,0.0,"      1,621,345,539",0.0,0.0,0.0,                  0
1216 - 統一,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,3.00000000,0.0,0.0,"     17,046,046,263",0.0,0.0,0.0,                  0
1216 - 統一,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,3.00000000,0.0,0.0,"     17,046,046,263",0.0,0.0,0.0,                  0
1216 - 統一,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,3.00000000,0.0,0.0,"     17,046,046,263",0.0,0.0,0.0,                  0
1216 - 統一,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,3.00000000,0.0,0.0,"     17,046,046,263",0.0,0.0,0.0,                  0
1217 - 愛之味,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.23000000,0.0,0.0,"        113,738,067",0.0,0.0,0.0,                  0
1217 - 愛之味,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.23000000,0.0,0.0,"        113,738,067",0.0,0.0,0.0,                  0
1217 - 愛之味,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.23000000,0.0,0.0,"        113,738,067",0.0,0.0,0.0,                  0
1217 - 愛之味,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.23000000,0.0,0.0,"        113,738,067",0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第4季,112/10/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第4季,112/10/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第4季,112/10/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,112年 第4季,112/10/01~112/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219 - 福壽,不適用,112年 上半年,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219 - 福壽,113/06/05,112年 下半年,112/07/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,0.50000000,0.0,0.0,"        165,649,692",0.30000000,0.0,0.0,"          9,938,981"
1219 - 福壽,113/06/05,112年 下半年,112/07/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,0.50000000,0.0,0.0,"        165,649,692",0.30000000,0.0,0.0,"          9,938,981"
1219 - 福壽,不適用,112年 上半年,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219 - 福壽,不適用,112年 上半年,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219 - 福壽,113/06/05,112年 下半年,112/07/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,0.50000000,0.0,0.0,"        165,649,692",0.30000000,0.0,0.0,"          9,938,981"
1219 - 福壽,113/06/05,112年 下半年,112/07/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,0.50000000,0.0,0.0,"        165,649,692",0.30000000,0.0,0.0,"          9,938,981"
1219 - 福壽,不適用,112年 上半年,112/01/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1220 - 台榮,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,0.40000000,0.0,0.0,"         70,831,178",0.0,0.0,0.0,                  0
1220 - 台榮,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,0.40000000,0.0,0.0,"         70,831,178",0.0,0.0,0.0,                  0
1220 - 台榮,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,0.40000000,0.0,0.0,"         70,831,178",0.0,0.0,0.0,                  0
1220 - 台榮,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,0.40000000,0.0,0.0,"         70,831,178",0.0,0.0,0.0,                  0
1225 - 福懋油,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.40000000,0.0,0.0,"        321,493,486",0.0,0.0,0.0,                  0
1225 - 福懋油,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.40000000,0.0,0.0,"        321,493,486",0.0,0.0,0.0,                  0
1225 - 福懋油,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.40000000,0.0,0.0,"        321,493,486",0.0,0.0,0.0,                  0
1225 - 福懋油,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.40000000,0.0,0.0,"        321,493,486",0.0,0.0,0.0,                  0
1227 - 佳格,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,1.25000000,0.0,0.0,"      1,143,861,989",0.0,0.0,0.0,                  0
1227 - 佳格,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,1.25000000,0.0,0.0,"      1,143,861,989",0.0,0.0,0.0,                  0
1227 - 佳格,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,1.25000000,0.0,0.0,"      1,143,861,989",0.0,0.0,0.0,                  0
1227 - 佳格,113/06/19,112年 年度,112/01/01~112/12/31,股東會確認,1.25000000,0.0,0.0,"      1,143,861,989",0.0,0.0,0.0,                  0
1229 - 聯華,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,113/05/27,112年 第4季,112/10/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      2,058,861,437",0.80000000,0.0,0.0,"        126,699,165"
1229 - 聯華,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,113/05/27,112年 第4季,112/10/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      2,058,861,437",0.80000000,0.0,0.0,"        126,699,165"
1229 - 聯華,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,112年 第1季,112/01/01~112/03/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,113/05/27,112年 第4季,112/10/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      2,058,861,437",0.80000000,0.0,0.0,"        126,699,165"
1229 - 聯華,113/05/27,112年 第4季,112/10/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      2,058,861,437",0.80000000,0.0,0.0,"        126,699,165"
1229 - 聯華,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,112年 第3季,112/07/01~112/09/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,112年 第2季,112/04/01~112/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1231 - 聯華食,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.60000000,0.0,0.0,"        394,650,547",1.00000000,0.0,0.0,"         24,665,659"
1231 - 聯華食,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.60000000,0.0,0.0,"        394,650,547",1.00000000,0.0,0.0,"         24,665,659"
1231 - 聯華食,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.60000000,0.0,0.0,"        394,650,547",1.00000000,0.0,0.0,"         24,665,659"
1231 - 聯華食,113/06/14,112年 年度,112/01/01~112/12/31,股東會確認,1.60000000,0.0,0.0,"        394,650,547",1.00000000,0.0,0.0,"         24,665,659"
1232 - 大統益,113/06/13,112年 年度,112/01/01~112/12/31,股東會確認,6.60000000,0.0,0.0,"      1,055,834,439",0.0,0.0,0.0,                  0
1232 - 大統益,113/06/13,112年 年度,112/01/01~112/12/31,股東會確認,6.60000000,0.0,0.0,"      1,055,834,439",0.0,0.0,0.0,                  0
1232 - 大統益,113/06/13,112年 年度,112/01/01~112/12/31,股東會確認,6.60000000,0.0,0.0,"      1,055,834,439",0.0,0.0,0.0,                  0
1232 - 大統益,113/06/13,112年 年度,112/01/01~112/12/31,股東會確認,6.60000000,0.0,0.0,"      1,055,834,439",0.0,0.0,0.0,                  0
1233 - 天仁,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.90000000,0.0,0.0,"         81,532,753",0.0,0.0,0.0,                  0
1233 - 天仁,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.90000000,0.0,0.0,"         81,532,753",0.0,0.0,0.0,                  0
1233 - 天仁,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.90000000,0.0,0.0,"         81,532,753",0.0,0.0,0.0,                  0
1233 - 天仁,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.90000000,0.0,0.0,"         81,532,753",0.0,0.0,0.0,                  0
1234 - 黑松,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.90000000,0.0,0.0,"        763,555,079",0.0,0.0,0.0,                  0
1234 - 黑松,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.90000000,0.0,0.0,"        763,555,079",0.0,0.0,0.0,                  0
1234 - 黑松,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.90000000,0.0,0.0,"        763,555,079",0.0,0.0,0.0,                  0
1234 - 黑松,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.90000000,0.0,0.0,"        763,555,079",0.0,0.0,0.0,                  0
1235 - 興泰,113/06/18,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"         74,832,475",0.50000000,0.0,0.0,"          7,483,247"
1235 - 興泰,113/06/18,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"         74,832,475",0.50000000,0.0,0.0,"          7,483,247"
1235 - 興泰,113/06/18,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"         74,832,475",0.50000000,0.0,0.0,"          7,483,247"
1235 - 興泰,113/06/18,112年 年度,112/01/01~112/12/31,股東會確認,0.50000000,0.0,0.0,"         74,832,475",0.50000000,0.0,0.0,"          7,483,247"
1236 - 宏亞,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.65000000,0.0,0.0,"         56,338,105",0.0,0.0,0.0,                  0
1236 - 宏亞,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.65000000,0.0,0.0,"         56,338,105",0.0,0.0,0.0,                  0
1236 - 宏亞,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.65000000,0.0,0.0,"         56,338,105",0.0,0.0,0.0,                  0
1236 - 宏亞,不適用,112年 年度,112/01/01~112/12/31,董事會決議,0.65000000,0.0,0.0,"         56,338,105",0.0,0.0,0.0,                  0
1240 - 茂生農經,113/06/24,112年 年度,112/01/01~112/12/31,股東會確認,2.20000000,0.0,0.0,"         86,614,348",0.50000000,0.0,0.0,"          1,968,508"
1240 - 茂生農經,113/06/24,112年 年度,112/01/01~112/12/31,股東會確認,2.20000000,0.0,0.0,"         86,614,348",0.50000000,0.0,0.0,"          1,968,508"
1240 - 茂生農經,113/06/24,112年 年度,112/01/01~112/12/31,股東會確認,2.20000000,0.0,0.0,"         86,614,348",0.50000000,0.0,0.0,"          1,968,508"
1240 - 茂生農經,113/06/24,112年 年度,112/01/01~112/12/31,股東會確認,2.20000000,0.0,0.0,"         86,614,348",0.50000000,0.0,0.0,"          1,968,508"
1256 - 鮮活果汁-KY,113/06/06,112年 年度,112/01/01~112/12/31,股東會確認,6.60000000,0.0,0.0,"        223,358,256",0.0,0.0,0.0,                  0
1256 - 鮮活果汁-KY,113/06/06,112年 年度,112/01/01~112/12/31,股東會確認,6.60000000,0.0,0.0,"        223,358,256",0.0,0.0,0.0,                  0
1256 - 鮮活果汁-KY,113/06/06,112年 年度,112/01/01~112/12/31,股東會確認,6.60000000,0.0,0.0,"        223,358,256",0.0,0.0,0.0,                  0
1256 - 鮮活果汁-KY,113/06/06,112年 年度,112/01/01~112/12/31,股東會確認,6.60000000,0.0,0.0,"        223,358,256",0.0,0.0,0.0,                  0
1259 - 安心,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.80000000,0.0,0.0,"         58,301,100",0.0,0.0,0.0,                  0
1259 - 安心,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.80000000,0.0,0.0,"         58,301,100",0.0,0.0,0.0,                  0
1259 - 安心,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.80000000,0.0,0.0,"         58,301,100",0.0,0.0,0.0,                  0
1259 - 安心,不適用,112年 年度,112/01/01~112/12/31,董事會決議,1.80000000,0.0,0.0,"         58,301,100",0.0,0.0,0.0,                  0
1264 - 德麥,113/05/30,112年 年度,112/01/01~112/12/31,股東會確認,14.00000000,0.0,0.0,"        518,733,138",0.0,0.0,0.0,                  0
1264 - 德麥,113/05/30,112年 年度,112/01/01~112/12/31,股東會確認,14.00000000,0.0,0.0,"        518,733,138",0.0,0.0,0.0,                  0
1264 - 德麥,113/05/30,112年 年度,112/01/01~112/12/31,股東會確認,14.00000000,0.0,0.0,"        518,733,138",0.0,0.0,0.0,                  0
1264 - 德麥,113/05/30,112年 年度,112/01/01~112/12/31,股東會確認,14.00000000,0.0,0.0,"        518,733,138",0.0,0.0,0.0,                  0
1268 - 漢來美食,不適用,112年 年度,112/01/01~112/12/31,董事會決議,7.00000000,0.0,0.0,"        295,566,110",0.0,0.0,0.0,                  0
1268 - 漢來美食,不適用,112年 年度,112/01/01~112/12/31,董事會決議,7.00000000,0.0,0.0,"        295,566,110",0.0,0.0,0.0,                  0
1268 - 漢來美食,不適用,112年 年度,112/01/01~112/12/31,董事會決議,7.00000000,0.0,0.0,"        295,566,110",0.0,0.0,0.0,                  0
1268 - 漢來美食,不適用,112年 年度,112/01/01~112/12/31,董事會決議,7.00000000,0.0,0.0,"        295,566,110",0.0,0.0,0.0,                  0
1294 - 漢田生技,113/04/30,112年 年度,112/01/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.00000000,0.0,0.0,"         19,414,433",3.00000000,0.0,0.0,"          5,824,330"
1294 - 漢田生技,113/04/30,112年 年度,112/01/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.00000000,0.0,0.0,"         19,414,433",3.00000000,0.0,0.0,"          5,824,330"
1294 - 漢田生技,113/04/30,112年 年度,112/01/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.00000000,0.0,0.0,"         19,414,433",3.00000000,0.0,0.0,"          5,824,330"
1294 - 漢田生技,113/04/30,112年 年度,112/01/01~112/12/31,現金股利經董事會決議、增資配股經股東會確認,1.00000000,0.0,0.0,"         19,414,433",3.00000000,0.0,0.0,"          5,824,330"
1295 - 生合,113/06/27,112年 年度,112/01/01~112/12/31,股東會確認,1.50000000,0.0,0.0,"         46,110,000",0.0,0.0,0.20000000,"            614,800"
