公司代號,公司名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1217,愛之味,113,3,114/10/29,,4062434.00,2905871.00,0.62
1217,愛之味,113,2,114/10/29,,2361592.00,1686395.00,0.40
1217,愛之味,113,1,114/10/29,,1159178.00,827320.00,0.16
1218,泰山,113,1,114/10/29,,2755715.00,2360581.00,0.32
1218,泰山,113,4,114/10/29,,10682445.00,8792097.00,1.53
1218,泰山,113,3,114/10/29,,8280051.00,6791097.00,1.29
1218,泰山,113,2,114/10/29,,5311810.00,4424925.00,0.74
1219,福壽,113,3,114/10/29,,10559017.00,9602576.00,0.36
1219,福壽,113,4,114/10/29,,14329750.00,12996332.00,0.53
1219,福壽,113,1,114/10/29,,3564395.00,3233959.00,0.15
1219,福壽,113,2,114/10/29,,7034368.00,6385039.00,0.32
1220,台榮,113,1,114/10/29,,762305.00,620691.00,0.29
1220,台榮,113,3,114/10/29,,2408790.00,1949145.00,1.06
1220,台榮,113,4,114/10/29,,3480143.00,2922425.00,1.18
1220,台榮,113,2,114/10/29,,1575152.00,1263924.00,0.72
1225,福懋油,113,1,114/10/29,,3343898.00,3120130.00,0.31
1225,福懋油,113,4,114/10/29,,12859087.00,11792866.00,1.50
1225,福懋油,113,3,114/10/29,,9557276.00,8790819.00,1.20
1225,福懋油,113,2,114/10/29,,6384651.00,5864767.00,0.90
1227,佳格,113,4,114/10/29,,28973692.00,21815207.00,1.91
1227,佳格,113,3,114/10/29,,20787299.00,15632035.00,1.39
1227,佳格,113,2,114/10/29,,13153365.00,9961861.00,0.85
1227,佳格,113,1,114/10/29,,6795849.00,5141782.00,0.52
1229,聯華,113,4,114/10/29,,12946776.00,10254375.00,2.46
1229,聯華,113,2,114/10/29,,6989643.00,5258374.00,1.44
1229,聯華,113,3,114/10/29,,9774038.00,7613864.00,1.88
1229,聯華,113,1,114/10/29,,3050500.00,2500227.00,0.70
1231,聯華食,113,1,114/10/29,,2905460.00,2293645.00,1.18
1231,聯華食,113,3,114/10/29,,8740020.00,6953201.00,2.71
1231,聯華食,113,2,114/10/29,,5555800.00,4439598.00,2.05
1231,聯華食,113,4,114/10/29,,12201941.00,9668506.00,4.22
1232,大統益,113,1,114/10/29,,5626346.00,5036394.00,1.76
1232,大統益,113,3,114/10/29,,16376348.00,14371553.00,6.02
1232,大統益,113,2,114/10/29,,10964435.00,9570539.00,4.42
1232,大統益,113,4,114/10/29,,22066604.00,19315230.00,8.24
1233,天仁,113,2,114/10/29,,1096641.00,452442.00,0.60
1233,天仁,113,1,114/10/29,,572238.00,236057.00,0.37
1233,天仁,113,4,114/10/29,,2196394.00,907168.00,0.97
1233,天仁,113,3,114/10/29,,1634309.00,673201.00,0.72
1234,黑松,113,2,114/10/29,,4918619.00,3535783.00,1.06
1234,黑松,113,1,114/10/29,,2639399.00,2018342.00,0.44
1234,黑松,113,3,114/10/29,,7975741.00,5558144.00,1.97
1234,黑松,113,4,114/10/29,,10251436.00,7205148.00,2.36
1235,興泰,113,3,114/10/29,,73606.00,50120.00,1.66
1235,興泰,113,2,114/10/29,,40774.00,26021.00,1.01
1235,興泰,113,4,114/10/29,,112698.00,75765.00,0.08
1235,興泰,113,1,114/10/29,,17224.00,11005.00,0.41
1236,宏亞,113,2,114/10/29,,916665.00,690277.00,-0.21
1236,宏亞,113,4,114/10/29,,1977776.00,1468607.00,-0.28
1236,宏亞,113,3,114/10/29,,1420926.00,1067343.00,-0.21
1236,宏亞,113,1,114/10/29,,573602.00,419200.00,0.09
1240,茂生農經,113,2,114/10/29,,1432034.00,1267539.00,2.02
1240,茂生農經,113,1,114/10/29,,714830.00,626151.00,0.98
1240,茂生農經,113,4,114/10/29,,2856900.00,2531754.00,4.34
1240,茂生農經,113,3,114/10/29,,2132889.00,1888849.00,3.07
1256,鮮活果汁-KY,113,4,114/10/29,,4002127.00,2985694.00,8.56
1256,鮮活果汁-KY,113,1,114/10/29,,869956.00,658144.00,1.34
1256,鮮活果汁-KY,113,2,114/10/29,,2066137.00,1551752.00,4.06
1256,鮮活果汁-KY,113,3,114/10/29,,3368602.00,2493472.00,8.21
1259,安心,113,3,114/10/29,,4571195.00,3528302.00,2.22
1259,安心,113,1,114/10/29,,1487296.00,1146648.00,1.01
1259,安心,113,4,114/10/29,,6045581.00,4683358.00,2.05
1259,安心,113,2,114/10/29,,3009628.00,2317946.00,2.08
1264,德麥,113,2,114/10/29,,3140695.00,2124849.00,10.02
1264,德麥,113,3,114/10/29,,4924106.00,3336429.00,15.67
1264,德麥,113,4,114/10/29,,6806342.00,4603477.00,20.55
1264,德麥,113,1,114/10/29,,1557820.00,1053060.00,5.08
1268,漢來美食,113,2,114/10/29,,2995315.00,1601201.00,6.27
1268,漢來美食,113,4,114/10/29,,5929814.00,3215909.00,10.06
1268,漢來美食,113,1,114/10/29,,1679417.00,875672.00,4.73
1268,漢來美食,113,3,114/10/29,,4426194.00,2408706.00,7.75
1294,漢田生技,113,2,114/10/29,,396944.00,234559.00,3.24
1294,漢田生技,113,1,114/10/29,,179882.00,108159.00,1.84
1294,漢田生技,113,4,114/10/29,,748423.00,442680.00,6.02
1294,漢田生技,113,3,114/10/29,,595387.00,350186.00,4.94
1295,生合,113,4,114/10/29,,989483.00,448639.00,5.43
1295,生合,113,2,114/10/29,,469660.00,201837.00,2.98
1295,生合,113,3,114/10/29,,743027.00,329819.00,4.73
1301,台塑,113,1,114/10/29,,48108493.00,46275258.00,0.03
1301,台塑,113,2,114/10/29,,99217347.00,93645788.00,0.25
1301,台塑,113,4,114/10/29,,200040347.00,189891929.00,-0.19
1301,台塑,113,3,114/10/29,,149709593.00,141646711.00,-0.24
1303,南亞,113,3,114/10/29,,191459552.00,177390748.00,0.38
1303,南亞,113,1,114/10/29,,58629908.00,55299779.00,0.16
1303,南亞,113,2,114/10/29,,125036244.00,116483363.00,0.38
1303,南亞,113,4,114/10/29,,259608483.00,241033392.00,0.42
1304,台聚,113,1,114/10/29,,12024428.00,11501950.00,-0.37
1304,台聚,113,3,114/10/29,,38387768.00,36449042.00,-1.22
1304,台聚,113,2,114/10/29,,25484522.00,23853560.00,-0.60
1304,台聚,113,4,114/10/29,,51008156.00,48710747.00,-2.00
1305,華夏,113,3,114/10/29,,8542925.00,8308396.00,-0.60
1305,華夏,113,1,114/10/29,,2904775.00,2732195.00,-0.05
1305,華夏,113,2,114/10/29,,5980637.00,5486302.00,0.11
1305,華夏,113,4,114/10/29,,11086725.00,10876143.00,-1.22
1307,三芳,113,3,114/10/29,,8212744.00,5647343.00,2.76
1307,三芳,113,4,114/10/29,,10779822.00,7481145.00,3.72
1307,三芳,113,1,114/10/29,,2604110.00,1833965.00,1.04
1307,三芳,113,2,114/10/29,,5101788.00,3560963.00,1.79
1308,亞聚,113,1,114/10/29,,1561353.00,1553721.00,-0.32
1308,亞聚,113,2,114/10/29,,3056168.00,2948750.00,-0.44
1308,亞聚,113,3,114/10/29,,4478395.00,4363480.00,-0.80
1308,亞聚,113,4,114/10/29,,6031266.00,5896273.00,-1.26
1309,台達化,113,3,114/10/29,,13919661.00,13339095.00,-0.60
1309,台達化,113,1,114/10/29,,3790749.00,3758525.00,-0.26
1309,台達化,113,2,114/10/29,,8733754.00,8494921.00,-0.35
1309,台達化,113,4,114/10/29,,18622910.00,17744822.00,-0.56
1310,台苯,113,1,114/10/29,,2226204.00,2246801.00,-0.06
1310,台苯,113,3,114/10/29,,8692013.00,8892979.00,-0.39
1310,台苯,113,2,114/10/29,,5659110.00,5706117.00,-0.05
1310,台苯,113,4,114/10/29,,11422940.00,11771760.00,-0.72
1312,國喬,113,3,114/10/29,,12623771.00,12218291.00,-0.96
1312,國喬,113,2,114/10/29,,8308369.00,7973169.00,-0.67
1312,國喬,113,1,114/10/29,,3255223.00,3076080.00,-0.44
1312,國喬,113,4,114/10/29,,16418417.00,15908338.00,-1.42
1313,聯成,113,2,114/10/29,,38207000.00,38592489.00,-1.02
1313,聯成,113,1,114/10/29,,17825490.00,18356825.00,-0.59
1313,聯成,113,3,114/10/29,,55211413.00,55860618.00,-1.57
1313,聯成,113,4,114/10/29,,73320280.00,73496603.00,-1.79
1314,中石化,113,1,114/10/29,,8191861.00,7955915.00,0.06
1314,中石化,113,3,114/10/29,,24010072.00,23290633.00,-0.03
1314,中石化,113,4,114/10/29,,29442175.00,29240367.00,0.07
1314,中石化,113,2,114/10/29,,16684527.00,15927950.00,0.12
1315,達新,113,4,114/10/29,,2147060.00,1858012.00,2.15
1315,達新,113,1,114/10/29,,455502.00,407436.00,0.42
1315,達新,113,2,114/10/29,,1014500.00,887281.00,1.04
1315,達新,113,3,114/10/29,,1525172.00,1338081.00,1.50
1316,上曜,113,3,114/10/29,,964902.00,667969.00,-0.32
1316,上曜,113,4,114/10/29,,1491234.00,1010282.00,-0.79
1316,上曜,113,2,114/10/29,,601893.00,395124.00,-0.21
1316,上曜,113,1,114/10/29,,228932.00,160659.00,-0.27
1319,東陽,113,3,114/10/29,,18675484.00,12533424.00,5.23
1319,東陽,113,1,114/10/29,,6174172.00,4086172.00,1.98
1319,東陽,113,4,114/10/29,,25596063.00,17065391.00,7.40
1319,東陽,113,2,114/10/29,,12360033.00,8274953.00,3.74
1321,大洋,113,4,114/10/29,,4683170.00,4324319.00,0.76
1321,大洋,113,2,114/10/29,,2445382.00,2244585.00,0.85
1321,大洋,113,1,114/10/29,,1112113.00,1016891.00,0.53
1321,大洋,113,3,114/10/29,,3467923.00,3231531.00,0.74
1323,永裕,113,2,114/10/29,,1556003.00,1260847.00,0.55
1323,永裕,113,3,114/10/29,,2124087.00,1759788.00,2.53
1323,永裕,113,4,114/10/29,,2646249.00,2217866.00,2.58
1323,永裕,113,1,114/10/29,,764248.00,618093.00,0.26
1324,地球,113,3,114/10/29,,587245.00,477807.00,-0.01
1324,地球,113,4,114/10/29,,795197.00,651296.00,0.09
1324,地球,113,1,114/10/29,,199156.00,162192.00,0.00
1324,地球,113,2,114/10/29,,404761.00,329367.00,0.02
1325,恆大,113,2,114/10/29,,173392.00,184749.00,0.09
1325,恆大,113,3,114/10/29,,244845.00,269950.00,-0.13
1325,恆大,113,4,114/10/29,,317389.00,354089.00,-0.60
1325,恆大,113,1,114/10/29,,96377.00,96011.00,0.16
1326,台化,113,2,114/10/29,,180416968.00,171141226.00,0.58
1326,台化,113,4,114/10/29,,348607574.00,334552632.00,0.06
1326,台化,113,1,114/10/29,,83941693.00,80312877.00,0.26
1326,台化,113,3,114/10/29,,267315493.00,256203143.00,0.25
1336,台翰,113,1,114/10/29,,547359.00,450670.00,0.43
1336,台翰,113,4,114/10/29,,2563443.00,2116031.00,2.10
1336,台翰,113,3,114/10/29,,1862369.00,1528231.00,1.53
1336,台翰,113,2,114/10/29,,1185433.00,964918.00,0.97
1337,再生-KY,113,1,114/10/29,,258235.00,274866.00,-0.36
1337,再生-KY,113,2,114/10/29,,436674.00,484447.00,-0.70
1337,再生-KY,113,3,114/10/29,,617543.00,700964.00,-1.05
1337,再生-KY,113,4,114/10/29,,817359.00,916248.00,-1.54
1338,廣華-KY,113,3,114/10/29,,3673966.00,2831300.00,-0.55
1338,廣華-KY,113,2,114/10/29,,2488991.00,1962808.00,-0.20
1338,廣華-KY,113,1,114/10/29,,1157835.00,903156.00,-0.30
1338,廣華-KY,113,4,114/10/29,,5087625.00,3956748.00,-1.14
1339,昭輝,113,3,114/10/29,,1430595.00,934355.00,4.07
1339,昭輝,113,4,114/10/29,,1932091.00,1241874.00,5.01
1339,昭輝,113,2,114/10/29,,954286.00,615501.00,3.02
1339,昭輝,113,1,114/10/29,,512319.00,330727.00,1.80
1340,勝悅-KY,113,1,114/10/29,,76198.00,127171.00,-0.66
1340,勝悅-KY,113,4,114/10/29,,376371.00,510048.00,-5.28
1340,勝悅-KY,113,3,114/10/29,,288328.00,402398.00,-2.32
1340,勝悅-KY,113,2,114/10/29,,210156.00,302029.00,-1.43
1341,富林-KY,113,3,114/10/29,,1998121.00,1583155.00,3.69
1341,富林-KY,113,1,114/10/29,,605623.00,473286.00,1.46
1341,富林-KY,113,2,114/10/29,,1310536.00,1029484.00,2.66
1341,富林-KY,113,4,114/10/29,,2789002.00,2199538.00,5.38
1342,八貫,113,2,114/10/29,,1232923.00,858764.00,3.36
1342,八貫,113,3,114/10/29,,1832959.00,1263010.00,4.82
1342,八貫,113,4,114/10/29,,2511442.00,1753754.00,6.27
1342,八貫,113,1,114/10/29,,613001.00,439330.00,1.75
1402,遠東新,113,1,114/10/29,,65409190.00,53105778.00,0.32
1402,遠東新,113,2,114/10/29,,132925145.00,106920931.00,1.00
1402,遠東新,113,4,114/10/29,,270953983.00,217016352.00,2.00
1402,遠東新,113,3,114/10/29,,200198922.00,160011858.00,1.40
1409,新纖,113,4,114/10/29,,,,1.06
1409,新纖,113,1,114/10/29,,,,0.22
1409,新纖,113,3,114/10/29,,,,0.83
1409,新纖,113,2,114/10/29,,,,0.49
1410,南染,113,2,114/10/29,,109164.00,74572.00,0.33
1410,南染,113,1,114/10/29,,54735.00,36627.00,0.22
1410,南染,113,4,114/10/29,,236718.00,156103.00,0.57
1410,南染,113,3,114/10/29,,175608.00,116448.00,0.42
1413,宏洲,113,3,114/10/29,,1747106.00,1737359.00,-0.19
1413,宏洲,113,1,114/10/29,,623372.00,626195.00,-0.11
1413,宏洲,113,2,114/10/29,,1110239.00,1116037.00,-0.22
1413,宏洲,113,4,114/10/29,,2305985.00,2282725.00,-0.17
1414,東和,113,1,114/10/29,,140068.00,120490.00,0.08
1414,東和,113,2,114/10/29,,282845.00,245511.00,0.16
1414,東和,113,4,114/10/29,,523860.00,456812.00,0.26
1414,東和,113,3,114/10/29,,405214.00,353504.00,0.26
1416,廣豐,113,3,114/10/29,,239001.00,150360.00,0.66
1416,廣豐,113,2,114/10/29,,155330.00,97438.00,0.43
1416,廣豐,113,4,114/10/29,,333508.00,211743.00,0.79
1416,廣豐,113,1,114/10/29,,79108.00,49128.00,0.15
1417,嘉裕,113,2,114/10/29,,379265.00,218423.00,-0.18
1417,嘉裕,113,4,114/10/29,,603204.00,466047.00,-0.81
1417,嘉裕,113,1,114/10/29,,237813.00,146065.00,-0.02
1417,嘉裕,113,3,114/10/29,,489375.00,306140.00,-0.34
1418,東華,113,2,114/10/29,,6310.00,5359.00,-1.10
1418,東華,113,1,114/10/29,,3862.00,3659.00,-0.65
1418,東華,113,4,114/10/29,,10248.00,16652.00,0.47
1418,東華,113,3,114/10/29,,7197.00,6083.00,-1.57
1419,新紡,113,3,114/10/29,,2885545.00,2050434.00,1.81
1419,新紡,113,1,114/10/29,,861625.00,634913.00,0.30
1419,新紡,113,2,114/10/29,,1749796.00,1245478.00,1.01
1419,新紡,113,4,114/10/29,,4214489.00,2981067.00,2.90
1423,利華,113,2,114/10/29,,58317.00,70036.00,0.28
1423,利華,113,1,114/10/29,,40188.00,48945.00,0.02
1423,利華,113,4,114/10/29,,104444.00,132238.00,0.81
1423,利華,113,3,114/10/29,,88512.00,108603.00,0.60
1432,大魯閣,113,2,114/10/29,,643927.00,382050.00,-0.12
1432,大魯閣,113,1,114/10/29,,326356.00,189236.00,0.00
1432,大魯閣,113,3,114/10/29,,977809.00,587828.00,-0.19
1432,大魯閣,113,4,114/10/29,,1279091.00,774938.00,-0.47
1434,福懋,113,1,114/10/29,,7169831.00,6402865.00,0.11
1434,福懋,113,3,114/10/29,,21882926.00,19541823.00,0.82
1434,福懋,113,4,114/10/29,,28715705.00,25643868.00,0.89
1434,福懋,113,2,114/10/29,,14793228.00,13210688.00,0.25
1435,中福,113,2,114/10/29,,5708.00,866.00,-0.08
1435,中福,113,4,114/10/29,,10679.00,1996.00,-0.27
1435,中福,113,3,114/10/29,,8679.00,1423.00,-0.17
1435,中福,113,1,114/10/29,,2650.00,375.00,-0.03
1436,華友聯,113,3,114/10/29,,6125339.00,3037639.00,18.35
1436,華友聯,113,2,114/10/29,,2041841.00,1061280.00,5.48
1436,華友聯,113,4,114/10/29,,6955263.00,3372151.00,19.93
1436,華友聯,113,1,114/10/29,,20084.00,8732.00,-0.36
1437,勤益控,113,1,114/10/29,,177252.00,65251.00,0.81
1437,勤益控,113,4,114/10/29,,845762.00,348018.00,3.25
1437,勤益控,113,2,114/10/29,,368898.00,149687.00,1.87
1437,勤益控,113,3,114/10/29,,638249.00,243624.00,2.75
1438,三地開發,113,3,114/10/29,,1166647.00,1166372.00,-1.01
1438,三地開發,113,1,114/10/29,,0.00,0.00,-0.11
1438,三地開發,113,2,114/10/29,,1660.00,1385.00,-0.50
1438,三地開發,113,4,114/10/29,,1166647.00,1166372.00,-1.54
1439,雋揚,113,1,114/10/29,,33150.00,22865.00,0.54
1439,雋揚,113,3,114/10/29,,78100.00,49356.00,1.05
1439,雋揚,113,2,114/10/29,,64131.00,43125.00,0.67
1439,雋揚,113,4,114/10/29,,98128.00,55821.00,1.74
1440,南紡,113,2,114/10/29,,8558854.00,7954370.00,-0.10
1440,南紡,113,3,114/10/29,,13190934.00,12420175.00,-0.13
1440,南紡,113,4,114/10/29,,17190251.00,16312351.00,-0.34
1440,南紡,113,1,114/10/29,,4225407.00,3956082.00,-0.06
1441,大東,113,2,114/10/29,,662893.00,729900.00,2.45
1441,大東,113,4,114/10/29,,1625979.00,1634062.00,1.63
1441,大東,113,1,114/10/29,,226480.00,219861.00,-0.49
1441,大東,113,3,114/10/29,,1182260.00,1215621.00,2.54
1442,名軒,113,4,114/10/29,,8801948.00,5198755.00,7.17
1442,名軒,113,1,114/10/29,,1906590.00,1160522.00,1.43
1442,名軒,113,3,114/10/29,,7434871.00,4469918.00,5.87
1442,名軒,113,2,114/10/29,,4973328.00,3026608.00,3.81
1443,立益物流,113,2,114/10/29,,430409.00,222631.00,1.14
1443,立益物流,113,1,114/10/29,,213523.00,112030.00,0.72
1443,立益物流,113,4,114/10/29,,924396.00,491542.00,1.81
1443,立益物流,113,3,114/10/29,,670996.00,343674.00,1.56
1444,力麗,113,2,114/10/29,,4075251.00,3934528.00,0.34
1444,力麗,113,1,114/10/29,,2071956.00,1999834.00,0.24
1444,力麗,113,3,114/10/29,,6112924.00,5954989.00,0.26
1444,力麗,113,4,114/10/29,,8269877.00,8034045.00,0.28
1445,大宇,113,4,114/10/29,,989122.00,1002688.00,-1.52
1445,大宇,113,3,114/10/29,,779637.00,705332.00,-0.12
1445,大宇,113,1,114/10/29,,241801.00,222836.00,0.00
1445,大宇,113,2,114/10/29,,507824.00,448494.00,0.03
1446,宏和,113,4,114/10/29,,3676403.00,1840335.00,9.82
1446,宏和,113,2,114/10/29,,1462777.00,733488.00,4.18
1446,宏和,113,1,114/10/29,,717551.00,353485.00,2.13
1446,宏和,113,3,114/10/29,,3056042.00,1517198.00,9.05
1447,力鵬,113,1,114/10/29,,9277897.00,9122546.00,0.22
1447,力鵬,113,2,114/10/29,,18277986.00,18050483.00,0.24
1447,力鵬,113,3,114/10/29,,25533079.00,25222445.00,0.08
1447,力鵬,113,4,114/10/29,,34825223.00,34439447.00,0.04
1449,佳和,113,1,114/10/29,,885215.00,687710.00,0.52
1449,佳和,113,2,114/10/29,,1583966.00,1235357.00,0.84
1449,佳和,113,3,114/10/29,,2225756.00,1774605.00,0.96
1449,佳和,113,4,114/10/29,,2893638.00,2311585.00,0.93
1451,年興,113,2,114/10/29,,3317294.00,3020442.00,0.47
1451,年興,113,4,114/10/29,,6420661.00,5723440.00,1.22
1451,年興,113,3,114/10/29,,4949656.00,4426415.00,0.91
1451,年興,113,1,114/10/29,,1685335.00,1565225.00,0.15
1452,宏益,113,3,114/10/29,,1242672.00,1193403.00,0.39
1452,宏益,113,4,114/10/29,,1700438.00,1623881.00,0.64
1452,宏益,113,1,114/10/29,,332004.00,314349.00,-0.02
1452,宏益,113,2,114/10/29,,779853.00,743539.00,0.34
1453,大將,113,2,114/10/29,,687.00,370.00,0.27
1453,大將,113,3,114/10/29,,1031.00,519.00,0.12
1453,大將,113,4,114/10/29,,1375.00,-4032.00,0.02
1453,大將,113,1,114/10/29,,344.00,152.00,0.15
1454,台富,113,2,114/10/29,,816692.00,740833.00,0.24
1454,台富,113,1,114/10/29,,390125.00,352333.00,0.16
1454,台富,113,4,114/10/29,,1623569.00,1506959.00,0.10
1454,台富,113,3,114/10/29,,1232701.00,1130370.00,0.24
1455,集盛,113,3,114/10/29,,7318106.00,7141027.00,0.14
1455,集盛,113,1,114/10/29,,2243617.00,2160752.00,0.14
1455,集盛,113,2,114/10/29,,4942078.00,4785960.00,0.26
1455,集盛,113,4,114/10/29,,9427002.00,9286778.00,0.01
1456,怡華,113,4,114/10/29,,1042275.00,688897.00,1.11
1456,怡華,113,3,114/10/29,,843501.00,563137.00,-1.07
1456,怡華,113,2,114/10/29,,538642.00,358602.00,-0.90
1456,怡華,113,1,114/10/29,,280473.00,191177.00,-0.46
1457,宜進,113,2,114/10/29,,1626446.00,1496207.00,0.28
1457,宜進,113,3,114/10/29,,2557611.00,2321805.00,0.93
1457,宜進,113,1,114/10/29,,876241.00,810948.00,0.03
1457,宜進,113,4,114/10/29,,3389936.00,3067243.00,0.91
1459,聯發,113,1,114/10/29,,372385.00,396164.00,0.01
1459,聯發,113,2,114/10/29,,682095.00,723944.00,0.37
1459,聯發,113,4,114/10/29,,1314593.00,1390669.00,0.68
1459,聯發,113,3,114/10/29,,965295.00,1031324.00,0.56
1460,宏遠,113,3,114/10/29,,5804557.00,5182545.00,-0.40
1460,宏遠,113,1,114/10/29,,1933101.00,1657838.00,0.01
1460,宏遠,113,4,114/10/29,,8263751.00,7312222.00,-0.41
1460,宏遠,113,2,114/10/29,,3683477.00,3277529.00,-0.17
1463,強盛新,113,2,114/10/29,,145292.00,152358.00,0.04
1463,強盛新,113,1,114/10/29,,78773.00,79854.00,0.09
1463,強盛新,113,3,114/10/29,,217442.00,223252.00,0.26
1463,強盛新,113,4,114/10/29,,643160.00,532337.00,3.28
1464,得力,113,4,114/10/29,,11994022.00,9727851.00,1.04
1464,得力,113,1,114/10/29,,2586532.00,2132033.00,0.13
1464,得力,113,2,114/10/29,,5362337.00,4308156.00,0.38
1464,得力,113,3,114/10/29,,8587495.00,6838035.00,0.66
1465,偉全,113,4,114/10/29,,494877.00,465982.00,0.65
1465,偉全,113,1,114/10/29,,111328.00,109759.00,0.36
1465,偉全,113,3,114/10/29,,373143.00,346659.00,0.42
1465,偉全,113,2,114/10/29,,229198.00,213204.00,0.57
1466,聚隆,113,4,114/10/29,,2942927.00,2645601.00,0.14
1466,聚隆,113,1,114/10/29,,593559.00,552261.00,-0.17
1466,聚隆,113,3,114/10/29,,2095011.00,1897593.00,-0.12
1466,聚隆,113,2,114/10/29,,1289243.00,1173473.00,-0.11
1467,南緯,113,3,114/10/29,,3709190.00,2919006.00,0.40
1467,南緯,113,2,114/10/29,,2262217.00,1795144.00,0.12
1467,南緯,113,1,114/10/29,,1237975.00,1000007.00,0.12
1467,南緯,113,4,114/10/29,,5037103.00,3975688.00,0.46
1468,昶和,113,4,114/10/29,,1078244.00,902355.00,0.94
1468,昶和,113,3,114/10/29,,840247.00,663492.00,0.80
1468,昶和,113,1,114/10/29,,249581.00,217234.00,0.25
1468,昶和,113,2,114/10/29,,589791.00,470945.00,0.71
1470,大統新創,113,3,114/10/29,,573456.00,427055.00,0.77
1470,大統新創,113,4,114/10/29,,788039.00,588656.00,1.13
1470,大統新創,113,1,114/10/29,,190250.00,142138.00,0.36
1470,大統新創,113,2,114/10/29,,376906.00,281578.00,0.64
1471,首利,113,1,114/10/29,,56541.00,48117.00,0.04
1471,首利,113,2,114/10/29,,134999.00,117400.00,0.06
1471,首利,113,4,114/10/29,,278293.00,244645.00,0.04
1471,首利,113,3,114/10/29,,203717.00,181991.00,0.29
1472,三洋實業,113,3,114/10/29,,1657712.00,1437410.00,1.88
1472,三洋實業,113,2,114/10/29,,1110456.00,959510.00,1.39
1472,三洋實業,113,1,114/10/29,,573312.00,494576.00,1.13
1472,三洋實業,113,4,114/10/29,,2335467.00,2048232.00,3.31
