公司代號名稱,股東會日期,股利所屬年(季)度,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1216 - 統一,110/06/23,109年 年度,109/01/01~109/12/31,股東會確認,2.70000000,0.0,0.0,"     15,341,441,637",0.0,0.0,0.0,                  0
1217 - 愛之味,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1217 - 愛之味,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1217 - 愛之味,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,110/05/27,109年 年度,109/01/01~109/12/31,股東會確認,1.40000000,0.0,0.0,"        699,998,653",0.0,0.0,0.0,                  0
1218 - 泰山,110/05/27,109年 年度,109/01/01~109/12/31,股東會確認,1.40000000,0.0,0.0,"        699,998,653",0.0,0.0,0.0,                  0
1218 - 泰山,110/05/27,109年 年度,109/01/01~109/12/31,股東會確認,1.40000000,0.0,0.0,"        699,998,653",0.0,0.0,0.0,                  0
1219 - 福壽,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"        321,649,887",0.0,0.0,0.0,                  0
1219 - 福壽,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"        321,649,887",0.0,0.0,0.0,                  0
1219 - 福壽,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"        321,649,887",0.0,0.0,0.0,                  0
1220 - 台榮,110/06/29,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"        177,077,944",0.0,0.0,0.0,                  0
1220 - 台榮,110/06/29,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"        177,077,944",0.0,0.0,0.0,                  0
1220 - 台榮,110/06/29,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"        177,077,944",0.0,0.0,0.0,                  0
1225 - 福懋油,110/06/24,109年 年度,109/01/01~109/12/31,股東會確認,1.40000000,0.0,0.0,"        306,184,272",0.0,0.0,0.0,                  0
1225 - 福懋油,110/06/24,109年 年度,109/01/01~109/12/31,股東會確認,1.40000000,0.0,0.0,"        306,184,272",0.0,0.0,0.0,                  0
1225 - 福懋油,110/06/24,109年 年度,109/01/01~109/12/31,股東會確認,1.40000000,0.0,0.0,"        306,184,272",0.0,0.0,0.0,                  0
1227 - 佳格,110/06/11,109年 年度,109/01/01~109/12/31,股東會確認,2.50000000,0.0,0.0,"      2,287,723,978",0.0,0.0,0.0,                  0
1227 - 佳格,110/06/11,109年 年度,109/01/01~109/12/31,股東會確認,2.50000000,0.0,0.0,"      2,287,723,978",0.0,0.0,0.0,                  0
1227 - 佳格,110/06/11,109年 年度,109/01/01~109/12/31,股東會確認,2.50000000,0.0,0.0,"      2,287,723,978",0.0,0.0,0.0,                  0
1229 - 聯華,110/06/22,109年 年度,109/01/01~109/12/31,現金股利經董事會決議、增資配股經股東會確認,1.70000000,0.0,0.0,"      2,178,546,966",1.00000000,0.0,0.0,"        128,149,821"
1229 - 聯華,110/06/22,109年 年度,109/01/01~109/12/31,現金股利經董事會決議、增資配股經股東會確認,1.70000000,0.0,0.0,"      2,178,546,966",1.00000000,0.0,0.0,"        128,149,821"
1229 - 聯華,110/06/22,109年 年度,109/01/01~109/12/31,現金股利經董事會決議、增資配股經股東會確認,1.70000000,0.0,0.0,"      2,178,546,966",1.00000000,0.0,0.0,"        128,149,821"
1231 - 聯華食,110/06/17,109年 年度,109/01/01~109/12/31,股東會確認,1.60000000,0.0,0.0,"        293,320,259",1.00000000,0.0,0.0,"         18,332,517"
1231 - 聯華食,110/06/17,109年 年度,109/01/01~109/12/31,股東會確認,1.60000000,0.0,0.0,"        293,320,259",1.00000000,0.0,0.0,"         18,332,517"
1231 - 聯華食,110/06/17,109年 年度,109/01/01~109/12/31,股東會確認,1.60000000,0.0,0.0,"        293,320,259",1.00000000,0.0,0.0,"         18,332,517"
1232 - 大統益,110/06/09,109年 年度,109/01/01~109/12/31,股東會確認,6.00000000,0.0,0.0,"        959,849,490",0.0,0.0,0.0,                  0
1232 - 大統益,110/06/09,109年 年度,109/01/01~109/12/31,股東會確認,6.00000000,0.0,0.0,"        959,849,490",0.0,0.0,0.0,                  0
1232 - 大統益,110/06/09,109年 年度,109/01/01~109/12/31,股東會確認,6.00000000,0.0,0.0,"        959,849,490",0.0,0.0,0.0,                  0
1233 - 天仁,110/06/10,109年 年度,109/01/01~109/12/31,股東會確認,0.60000000,0.0,0.20000000,"         72,473,558",0.0,0.0,0.0,                  0
1233 - 天仁,110/06/10,109年 年度,109/01/01~109/12/31,股東會確認,0.60000000,0.0,0.20000000,"         72,473,558",0.0,0.0,0.0,                  0
1233 - 天仁,110/06/10,109年 年度,109/01/01~109/12/31,股東會確認,0.60000000,0.0,0.20000000,"         72,473,558",0.0,0.0,0.0,                  0
1234 - 黑松,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,1.80000000,0.0,0.0,"        723,367,969",0.0,0.0,0.0,                  0
1234 - 黑松,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,1.80000000,0.0,0.0,"        723,367,969",0.0,0.0,0.0,                  0
1234 - 黑松,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,1.80000000,0.0,0.0,"        723,367,969",0.0,0.0,0.0,                  0
1235 - 興泰,110/06/17,109年 年度,109/01/01~109/12/31,股東會確認,1.50000000,0.0,0.0,"        156,596,977",0.0,0.0,0.0,                  0
1235 - 興泰,110/06/17,109年 年度,109/01/01~109/12/31,股東會確認,1.50000000,0.0,0.0,"        156,596,977",0.0,0.0,0.0,                  0
1235 - 興泰,110/06/17,109年 年度,109/01/01~109/12/31,股東會確認,1.50000000,0.0,0.0,"        156,596,977",0.0,0.0,0.0,                  0
1236 - 宏亞,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.20000000,0.0,0.0,"         21,668,502",0.0,0.0,0.0,                  0
1236 - 宏亞,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.20000000,0.0,0.0,"         21,668,502",0.0,0.0,0.0,                  0
1236 - 宏亞,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.20000000,0.0,0.0,"         21,668,502",0.0,0.0,0.0,                  0
1240 - 茂生農經,110/06/21,109年 年度,109/01/01~109/12/31,股東會確認,2.00000000,0.0,0.0,"         70,019,400",0.50000000,0.0,0.0,"          1,750,485"
1240 - 茂生農經,110/06/21,109年 年度,109/01/01~109/12/31,股東會確認,2.00000000,0.0,0.0,"         70,019,400",0.50000000,0.0,0.0,"          1,750,485"
1240 - 茂生農經,110/06/21,109年 年度,109/01/01~109/12/31,股東會確認,2.00000000,0.0,0.0,"         70,019,400",0.50000000,0.0,0.0,"          1,750,485"
1256 - 鮮活果汁-KY,110/05/28,109年 年度,109/01/01~109/12/31,股東會確認,12.00000000,0.0,0.0,"        406,105,920",0.0,0.0,0.0,                  0
1256 - 鮮活果汁-KY,110/05/28,109年 年度,109/01/01~109/12/31,股東會確認,12.00000000,0.0,0.0,"        406,105,920",0.0,0.0,0.0,                  0
1256 - 鮮活果汁-KY,110/05/28,109年 年度,109/01/01~109/12/31,股東會確認,12.00000000,0.0,0.0,"        406,105,920",0.0,0.0,0.0,                  0
1259 - 安心,110/06/10,109年 年度,109/01/01~109/12/31,股東會確認,3.00000000,0.0,0.0,"         96,817,500",0.0,0.0,0.0,                  0
1259 - 安心,110/06/10,109年 年度,109/01/01~109/12/31,股東會確認,3.00000000,0.0,0.0,"         96,817,500",0.0,0.0,0.0,                  0
1259 - 安心,110/06/10,109年 年度,109/01/01~109/12/31,股東會確認,3.00000000,0.0,0.0,"         96,817,500",0.0,0.0,0.0,                  0
1264 - 德麥,110/05/31,109年 年度,109/01/01~109/12/31,股東會確認,12.00000000,0.0,0.0,"        404,207,640",0.0,0.0,1.00000000,"          3,368,397"
1264 - 德麥,110/05/31,109年 年度,109/01/01~109/12/31,股東會確認,12.00000000,0.0,0.0,"        404,207,640",0.0,0.0,1.00000000,"          3,368,397"
1264 - 德麥,110/05/31,109年 年度,109/01/01~109/12/31,股東會確認,12.00000000,0.0,0.0,"        404,207,640",0.0,0.0,1.00000000,"          3,368,397"
1268 - 漢來美食,不適用,109年 年度,109/01/01~109/12/31,董事會決議,7.00000000,0.0,0.0,"        260,566,110",0.0,0.0,0.0,                  0
1268 - 漢來美食,不適用,109年 年度,109/01/01~109/12/31,董事會決議,7.00000000,0.0,0.0,"        260,566,110",0.0,0.0,0.0,                  0
1268 - 漢來美食,不適用,109年 年度,109/01/01~109/12/31,董事會決議,7.00000000,0.0,0.0,"        260,566,110",0.0,0.0,0.0,                  0
1294 - 漢田生技,110/06/23,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"          8,058,490",4.00000000,0.0,0.0,"          3,223,396"
1294 - 漢田生技,110/06/23,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"          8,058,490",4.00000000,0.0,0.0,"          3,223,396"
1294 - 漢田生技,110/06/23,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"          8,058,490",4.00000000,0.0,0.0,"          3,223,396"
1301 - 台塑,110/06/23,109年 年度,109/01/01~109/12/31,股東會確認,2.40000000,0.0,0.0,"     15,277,777,874",0.0,0.0,0.0,                  0
1301 - 台塑,110/06/23,109年 年度,109/01/01~109/12/31,股東會確認,2.40000000,0.0,0.0,"     15,277,777,874",0.0,0.0,0.0,                  0
1301 - 台塑,110/06/23,109年 年度,109/01/01~109/12/31,股東會確認,2.40000000,0.0,0.0,"     15,277,777,874",0.0,0.0,0.0,                  0
1303 - 南亞,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,2.40000000,0.0,0.0,"     19,033,971,814",0.0,0.0,0.0,                  0
1303 - 南亞,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,2.40000000,0.0,0.0,"     19,033,971,814",0.0,0.0,0.0,                  0
1303 - 南亞,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,2.40000000,0.0,0.0,"     19,033,971,814",0.0,0.0,0.0,                  0
1304 - 台聚,110/06/11,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"      1,188,763,500",0.0,0.0,0.0,                  0
1304 - 台聚,110/06/11,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"      1,188,763,500",0.0,0.0,0.0,                  0
1304 - 台聚,110/06/11,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"      1,188,763,500",0.0,0.0,0.0,                  0
1305 - 華夏,110/05/28,109年 年度,109/01/01~109/12/31,股東會確認,1.80000000,0.0,0.0,"        996,086,561",0.50000000,0.0,0.0,"         27,669,071"
1305 - 華夏,110/05/28,109年 年度,109/01/01~109/12/31,股東會確認,1.80000000,0.0,0.0,"        996,086,561",0.50000000,0.0,0.0,"         27,669,071"
1305 - 華夏,110/05/28,109年 年度,109/01/01~109/12/31,股東會確認,1.80000000,0.0,0.0,"        996,086,561",0.50000000,0.0,0.0,"         27,669,071"
1307 - 三芳,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.50000000,0.0,0.0,"        198,909,063",0.0,0.0,0.0,                  0
1307 - 三芳,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.50000000,0.0,0.0,"        198,909,063",0.0,0.0,0.0,                  0
1307 - 三芳,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.50000000,0.0,0.0,"        198,909,063",0.0,0.0,0.0,                  0
1308 - 亞聚,110/06/11,109年 年度,109/01/01~109/12/31,股東會確認,1.20000000,0.0,0.0,"        698,522,258",0.20000000,0.0,0.0,"         11,642,037"
1308 - 亞聚,110/06/11,109年 年度,109/01/01~109/12/31,股東會確認,1.20000000,0.0,0.0,"        698,522,258",0.20000000,0.0,0.0,"         11,642,037"
1308 - 亞聚,110/06/11,109年 年度,109/01/01~109/12/31,股東會確認,1.20000000,0.0,0.0,"        698,522,258",0.20000000,0.0,0.0,"         11,642,037"
1309 - 台達化,110/05/31,109年 年度,109/01/01~109/12/31,股東會確認,2.00000000,0.0,0.0,"        688,462,076",1.00000000,0.0,0.0,"         34,423,103"
1309 - 台達化,110/05/31,109年 年度,109/01/01~109/12/31,股東會確認,2.00000000,0.0,0.0,"        688,462,076",1.00000000,0.0,0.0,"         34,423,103"
1309 - 台達化,110/05/31,109年 年度,109/01/01~109/12/31,股東會確認,2.00000000,0.0,0.0,"        688,462,076",1.00000000,0.0,0.0,"         34,423,103"
1310 - 台苯,110/06/25,109年 年度,109/01/01~109/12/31,股東會確認,0.50000000,0.0,0.0,"        263,934,882",0.0,0.0,0.0,                  0
1310 - 台苯,110/06/25,109年 年度,109/01/01~109/12/31,股東會確認,0.50000000,0.0,0.0,"        263,934,882",0.0,0.0,0.0,                  0
1310 - 台苯,110/06/25,109年 年度,109/01/01~109/12/31,股東會確認,0.50000000,0.0,0.0,"        263,934,882",0.0,0.0,0.0,                  0
1312 - 國喬,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.10000000,0.0,0.0,"         90,662,033",0.0,0.0,0.0,                  0
1312A - 國喬特,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.70000000,0.0,0.0,"         14,000,000",0.0,0.0,0.0,                  0
1312A - 國喬特,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.70000000,0.0,0.0,"         14,000,000",0.0,0.0,0.0,                  0
1312 - 國喬,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.10000000,0.0,0.0,"         90,662,033",0.0,0.0,0.0,                  0
1312 - 國喬,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.10000000,0.0,0.0,"         90,662,033",0.0,0.0,0.0,                  0
1312A - 國喬特,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.70000000,0.0,0.0,"         14,000,000",0.0,0.0,0.0,                  0
1313 - 聯成,不適用,109年 年度,109/01/01~109/12/31,董事會決議,1.00000000,0.0,0.0,"      1,292,347,607",0.0,0.0,0.0,                  0
1313 - 聯成,不適用,109年 年度,109/01/01~109/12/31,董事會決議,1.00000000,0.0,0.0,"      1,292,347,607",0.0,0.0,0.0,                  0
1313 - 聯成,不適用,109年 年度,109/01/01~109/12/31,董事會決議,1.00000000,0.0,0.0,"      1,292,347,607",0.0,0.0,0.0,                  0
1314 - 中石化,110/05/28,109年 年度,109/01/01~109/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1314 - 中石化,110/05/28,109年 年度,109/01/01~109/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1314 - 中石化,110/05/28,109年 年度,109/01/01~109/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1315 - 達新,不適用,109年 上半年,109/01/01~109/06/30,董事會決議,4.00000000,0.0,0.0,"        554,400,000",0.0,0.0,0.0,                  0
1315 - 達新,不適用,109年 上半年,109/01/01~109/06/30,董事會決議,4.00000000,0.0,0.0,"        554,400,000",0.0,0.0,0.0,                  0
1315 - 達新,不適用,109年 下半年,109/07/01~109/12/31,董事會決議,4.00000000,0.0,0.0,"        554,400,000",0.0,0.0,0.0,                  0
1315 - 達新,不適用,109年 上半年,109/01/01~109/06/30,董事會決議,4.00000000,0.0,0.0,"        554,400,000",0.0,0.0,0.0,                  0
1315 - 達新,不適用,109年 下半年,109/07/01~109/12/31,董事會決議,4.00000000,0.0,0.0,"        554,400,000",0.0,0.0,0.0,                  0
1315 - 達新,不適用,109年 下半年,109/07/01~109/12/31,董事會決議,4.00000000,0.0,0.0,"        554,400,000",0.0,0.0,0.0,                  0
1316 - 上曜,不適用,109年 下半年,109/07/01~109/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1316 - 上曜,不適用,109年 上半年,109/01/01~109/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1316 - 上曜,不適用,109年 上半年,109/01/01~109/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1316 - 上曜,不適用,109年 上半年,109/01/01~109/06/30,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1316 - 上曜,不適用,109年 下半年,109/07/01~109/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1316 - 上曜,不適用,109年 下半年,109/07/01~109/12/31,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1319 - 東陽,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.80000000,0.0,0.0,"        473,181,654",0.0,0.0,0.0,                  0
1319 - 東陽,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.80000000,0.0,0.0,"        473,181,654",0.0,0.0,0.0,                  0
1319 - 東陽,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.80000000,0.0,0.0,"        473,181,654",0.0,0.0,0.0,                  0
1321 - 大洋,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"        227,228,268",0.0,0.0,0.0,                  0
1321 - 大洋,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"        227,228,268",0.0,0.0,0.0,                  0
1321 - 大洋,110/06/22,109年 年度,109/01/01~109/12/31,股東會確認,1.00000000,0.0,0.0,"        227,228,268",0.0,0.0,0.0,                  0
1323 - 永裕,不適用,109年 年度,109/01/01~109/12/31,董事會決議,1.60000000,0.0,0.0,"        146,039,286",0.0,0.0,0.0,                  0
1323 - 永裕,不適用,109年 年度,109/01/01~109/12/31,董事會決議,1.60000000,0.0,0.0,"        146,039,286",0.0,0.0,0.0,                  0
1323 - 永裕,不適用,109年 年度,109/01/01~109/12/31,董事會決議,1.60000000,0.0,0.0,"        146,039,286",0.0,0.0,0.0,                  0
1324 - 地球,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.30000000,0.0,0.0,"         22,536,565",0.0,0.0,0.0,                  0
1324 - 地球,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.30000000,0.0,0.0,"         22,536,565",0.0,0.0,0.0,                  0
1324 - 地球,不適用,109年 年度,109/01/01~109/12/31,董事會決議,0.30000000,0.0,0.0,"         22,536,565",0.0,0.0,0.0,                  0
1325 - 恆大,不適用,109年 年度,109/01/01~109/12/31,董事會決議,12.00000000,0.0,0.0,"      1,023,374,376",0.0,0.0,0.0,                  0
1325 - 恆大,不適用,109年 年度,109/01/01~109/12/31,董事會決議,12.00000000,0.0,0.0,"      1,023,374,376",0.0,0.0,0.0,                  0
1325 - 恆大,不適用,109年 年度,109/01/01~109/12/31,董事會決議,12.00000000,0.0,0.0,"      1,023,374,376",0.0,0.0,0.0,                  0
1326 - 台化,110/06/18,109年 年度,109/01/01~109/12/31,股東會確認,2.50000000,0.0,0.0,"     14,652,965,728",0.0,0.0,0.0,                  0
1326 - 台化,110/06/18,109年 年度,109/01/01~109/12/31,股東會確認,2.50000000,0.0,0.0,"     14,652,965,728",0.0,0.0,0.0,                  0
1326 - 台化,110/06/18,109年 年度,109/01/01~109/12/31,股東會確認,2.50000000,0.0,0.0,"     14,652,965,728",0.0,0.0,0.0,                  0
1336 - 台翰,110/06/18,109年 年度,109/01/01~109/12/31,股東會確認,1.50000000,0.0,0.0,"        115,647,628",0.0,0.0,0.0,                  0
1336 - 台翰,110/06/18,109年 年度,109/01/01~109/12/31,股東會確認,1.50000000,0.0,0.0,"        115,647,628",0.0,0.0,0.0,                  0
1336 - 台翰,110/06/18,109年 年度,109/01/01~109/12/31,股東會確認,1.50000000,0.0,0.0,"        115,647,628",0.0,0.0,0.0,                  0
1337 - 再生-KY,110/06/16,109年 年度,109/01/01~109/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1337 - 再生-KY,110/06/16,109年 年度,109/01/01~109/12/31,股東會確認,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
