公司代號,公司名稱,年度,季別,歸屬於母公司業主之權益合計,不動產及設備－淨額,無形資產－淨額,流動資產,資產總額,流動負債,非流動負債,非控制權益,每股參考淨值
1101,台泥,110,Q2,216931994.00,,,133913872.00,,71317037.00,85959982.00,13596584.00,35.28
1101,台泥,110,Q4,204477333.00,,,169353435.00,,88687968.00,127341918.00,21177340.00,32.37
1101,台泥,110,Q3,201714807.00,,,135301674.00,,73505341.00,106954607.00,19205882.00,31.94
1101,台泥,110,Q1,210710051.00,,,130708958.00,,74652169.00,89790734.00,14919963.00,34.63
1102,亞泥,110,Q2,142572208.00,,,98193043.00,,74759340.00,67598100.00,22208074.00,42.34
1102,亞泥,110,Q4,156926923.00,,,105955718.00,,71082366.00,65700817.00,23345963.00,44.26
1102,亞泥,110,Q1,150819081.00,,,87445807.00,,54418302.00,69352377.00,22654365.00,44.87
1102,亞泥,110,Q3,151702886.00,,,98148726.00,,57032778.00,76015970.00,22536232.00,42.80
1103,嘉泥,110,Q4,25025368.00,,,11156660.00,,2789328.00,11548090.00,884865.00,38.74
1103,嘉泥,110,Q2,26156627.00,,,11436348.00,,2637230.00,11895217.00,857761.00,40.59
1103,嘉泥,110,Q3,26055890.00,,,11555462.00,,2770032.00,11760713.00,924213.00,40.34
1103,嘉泥,110,Q1,25079125.00,,,11049608.00,,2191735.00,12268074.00,884610.00,38.96
1104,環泥,110,Q2,19162248.00,,,5150354.00,,3695289.00,1479123.00,141892.00,29.32
1104,環泥,110,Q4,19233465.00,,,5004661.00,,4245043.00,1467303.00,151011.00,29.43
1104,環泥,110,Q3,18847644.00,,,4824497.00,,3787912.00,1491027.00,147761.00,28.84
1104,環泥,110,Q1,18882691.00,,,4388040.00,,3688372.00,1507158.00,136809.00,28.89
1108,幸福,110,Q1,4434000.00,,,5149380.00,,2550241.00,1003726.00,74.00,10.96
1108,幸福,110,Q4,4645509.00,,,5118007.00,,3032387.00,363749.00,65.00,11.48
1108,幸福,110,Q3,4547138.00,,,4937339.00,,2549893.00,766549.00,65.00,11.23
1108,幸福,110,Q2,4524534.00,,,5060113.00,,2551390.00,949980.00,74.00,11.18
1109,信大,110,Q1,7755315.00,,,6698284.00,,1881337.00,104806.00,2094739.00,22.68
1109,信大,110,Q4,7830858.00,,,6746334.00,,1749952.00,99221.00,2022314.00,22.90
1109,信大,110,Q3,7481953.00,,,5968901.00,,1507613.00,110043.00,1876447.00,21.88
1109,信大,110,Q2,7891432.00,,,6446123.00,,1646057.00,103343.00,1847613.00,23.08
1110,東泥,110,Q1,8520792.00,,,1982069.00,,722086.00,607277.00,67120.00,14.95
1110,東泥,110,Q3,8539622.00,,,1712942.00,,1333053.00,577784.00,87810.00,14.98
1110,東泥,110,Q4,8623725.00,,,2053373.00,,1683431.00,564360.00,86984.00,15.13
1110,東泥,110,Q2,8590007.00,,,1831939.00,,1424493.00,595900.00,84377.00,15.07
1201,味全,110,Q4,7043981.00,,,5926571.00,,5934906.00,4972135.00,8072.00,13.92
1201,味全,110,Q1,6644642.00,,,6092481.00,,6431297.00,5250788.00,8226.00,13.13
1201,味全,110,Q2,6713809.00,,,6894938.00,,6650867.00,5685112.00,8440.00,13.27
1201,味全,110,Q3,6903817.00,,,6884473.00,,6464625.00,5709270.00,7806.00,13.64
1203,味王,110,Q2,5345760.00,,,4290538.00,,1654132.00,1415037.00,910856.00,22.49
1203,味王,110,Q4,5269673.00,,,4494013.00,,1877179.00,1454140.00,981747.00,22.17
1203,味王,110,Q3,5182791.00,,,4298505.00,,1809296.00,1424309.00,929268.00,21.80
1203,味王,110,Q1,5261184.00,,,4567397.00,,1719071.00,1471343.00,1203322.00,22.13
1210,大成,110,Q4,20101753.00,,,26595764.00,,26578229.00,2414292.00,7637856.00,24.96
1210,大成,110,Q2,19396487.00,,,25503990.00,,25196885.00,2803597.00,7536406.00,24.04
1210,大成,110,Q3,19635408.00,,,24761480.00,,24417325.00,2391943.00,7554680.00,24.38
1210,大成,110,Q1,18673734.00,,,25518396.00,,25035138.00,2722494.00,7803775.00,23.88
1213,大飲,110,Q1,522486.00,,,231113.00,,539532.00,184112.00,--,9.23
1213,大飲,110,Q3,458773.00,,,233407.00,,525049.00,189659.00,--,8.10
1213,大飲,110,Q4,441715.00,,,177818.00,,495725.00,185412.00,--,7.80
1213,大飲,110,Q2,499223.00,,,285172.00,,548230.00,180586.00,--,8.82
1215,卜蜂,110,Q3,7820040.00,,,6647106.00,,8280466.00,5788414.00,486310.00,29.18
1215,卜蜂,110,Q1,8828287.00,,,6078585.00,,6904801.00,4428476.00,469043.00,32.94
1215,卜蜂,110,Q4,8129092.00,,,6967768.00,,7007632.00,7576833.00,463915.00,30.33
1215,卜蜂,110,Q2,7723510.00,,,6549710.00,,8097778.00,4941237.00,441895.00,28.82
1216,統一,110,Q4,116586199.00,,,187570349.00,,176162257.00,156883628.00,64407546.00,20.52
1216,統一,110,Q2,107798901.00,,,180161583.00,,190920026.00,149658534.00,60585380.00,18.97
1216,統一,110,Q1,119495725.00,,,167921093.00,,162765664.00,148783821.00,68033300.00,21.03
1216,統一,110,Q3,112659306.00,,,180694965.00,,175669344.00,153771902.00,62670321.00,19.83
1217,愛之味,110,Q3,6606896.00,,,2743135.00,,3965934.00,2819412.00,770864.00,13.36
1217,愛之味,110,Q2,6555974.00,,,2505506.00,,4215944.00,2444376.00,769792.00,13.26
1217,愛之味,110,Q4,6621311.00,,,2404150.00,,2719358.00,3720047.00,776058.00,13.39
1217,愛之味,110,Q1,6459302.00,,,2225668.00,,3834266.00,2621469.00,783257.00,13.06
1218,泰山,110,Q3,6800183.00,,,3802926.00,,2198110.00,834420.00,5126.00,13.98
1218,泰山,110,Q4,6985982.00,,,4581044.00,,2361918.00,1285231.00,5145.00,14.37
1218,泰山,110,Q1,7194464.00,,,3139592.00,,1258476.00,833754.00,5201.00,14.79
1218,泰山,110,Q2,7353668.00,,,4354850.00,,2462024.00,834478.00,5213.00,15.12
1219,福壽,110,Q3,4343698.00,,,4718224.00,,2357184.00,2222559.00,74208.00,13.50
1219,福壽,110,Q1,4647848.00,,,4319081.00,,1716636.00,2201058.00,96480.00,14.45
1219,福壽,110,Q4,4412177.00,,,4890899.00,,2645949.00,2030069.00,62000.00,13.72
1219,福壽,110,Q2,4693233.00,,,5110967.00,,2575443.00,2114914.00,84506.00,14.59
1220,台榮,110,Q1,2433142.00,,,1944781.00,,421770.00,186563.00,188301.00,13.74
1220,台榮,110,Q4,2360364.00,,,1876955.00,,480298.00,217782.00,233246.00,13.33
1220,台榮,110,Q2,2489974.00,,,1952149.00,,405052.00,210267.00,216127.00,14.06
1220,台榮,110,Q3,2341784.00,,,1762142.00,,380714.00,208856.00,224070.00,13.22
1225,福懋油,110,Q1,3496155.00,,,4097232.00,,2612308.00,1150827.00,445555.00,15.99
1225,福懋油,110,Q2,3596577.00,,,5011560.00,,3556965.00,1136829.00,417889.00,16.45
1225,福懋油,110,Q3,3317788.00,,,4429614.00,,3359851.00,1093959.00,430462.00,15.17
1225,福懋油,110,Q4,3440786.00,,,5263532.00,,3942989.00,1293735.00,431658.00,15.73
1227,佳格,110,Q3,17409202.00,,,19773383.00,,8488828.00,868349.00,410785.00,19.16
1227,佳格,110,Q1,18310660.00,,,19777311.00,,7391076.00,758998.00,367090.00,20.16
1227,佳格,110,Q4,18037190.00,,,20451335.00,,8984180.00,827743.00,440027.00,19.86
1227,佳格,110,Q2,16825810.00,,,20489914.00,,9729972.00,758968.00,356315.00,18.52
1229,聯華,110,Q1,32223709.00,,,9657046.00,,12705051.00,1678222.00,13930273.00,25.28
1229,聯華,110,Q3,35337531.00,,,10527230.00,,12121780.00,2195408.00,14099515.00,27.74
1229,聯華,110,Q2,33210580.00,,,11100045.00,,12930950.00,1779003.00,13823671.00,26.06
1229,聯華,110,Q4,39519657.00,,,11419913.00,,13254287.00,1992906.00,16903399.00,28.19
1231,聯華食,110,Q3,4299062.00,,,4158838.00,,3370034.00,1434885.00,18196.00,21.31
1231,聯華食,110,Q2,4097734.00,,,4114760.00,,3600122.00,1379708.00,18799.00,22.35
1231,聯華食,110,Q4,4549287.00,,,4246669.00,,3237797.00,1402744.00,18881.00,22.55
1231,聯華食,110,Q1,4232130.00,,,3947780.00,,2432716.00,2240383.00,18678.00,23.09
1232,大統益,110,Q2,4351486.00,,,5957877.00,,2462944.00,230060.00,82220.00,27.20
1232,大統益,110,Q4,4858669.00,,,5856400.00,,1844303.00,201542.00,98984.00,30.37
1232,大統益,110,Q3,4487335.00,,,5196712.00,,1546468.00,229207.00,89084.00,28.05
1232,大統益,110,Q1,5042537.00,,,5665798.00,,1431208.00,236060.00,96041.00,31.52
1233,天仁,110,Q1,1489683.00,,,710804.00,,495770.00,307159.00,3932.00,16.45
1233,天仁,110,Q4,1456581.00,,,769113.00,,573718.00,275497.00,3680.00,16.09
1233,天仁,110,Q2,1421201.00,,,694398.00,,511600.00,320254.00,3535.00,15.70
1233,天仁,110,Q3,1399042.00,,,683351.00,,516282.00,285011.00,3505.00,15.45
1234,黑松,110,Q1,18200281.00,,,7628011.00,,1869772.00,2402696.00,0.00,45.29
1234,黑松,110,Q3,17878743.00,,,7751522.00,,2548125.00,2465364.00,0.00,44.49
1234,黑松,110,Q2,18358237.00,,,8047791.00,,2012887.00,2400431.00,0.00,45.68
1234,黑松,110,Q4,18143912.00,,,7606526.00,,2151465.00,2493019.00,0.00,45.15
1235,興泰,110,Q2,3645878.00,,,3553316.00,,634173.00,463630.00,--,36.10
1235,興泰,110,Q4,3614794.00,,,2794555.00,,610254.00,452397.00,--,35.79
1235,興泰,110,Q1,4032972.00,,,3816862.00,,982999.00,54397.00,--,39.93
1235,興泰,110,Q3,3347767.00,,,2648809.00,,599217.00,440397.00,--,33.15
1236,宏亞,110,Q2,1553598.00,,,558947.00,,423919.00,595529.00,0.00,14.34
1236,宏亞,110,Q4,2128491.00,,,887221.00,,724531.00,603474.00,0.00,19.65
