出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","111","4","1101","台泥","6180505.00","-16590037.00","6041431.00","2088653.00","-2279448.00","91121942.00","88842494.00"
"114/10/28","111","4","1102","亞泥","15308631.00","1054720.00","-7416675.00","1089038.00","10035714.00","33450618.00","43486332.00"
"114/10/28","111","4","1103","嘉泥","-391837.00","1188263.00","-226451.00","208074.00","778049.00","3685347.00","4463396.00"
"114/10/28","111","4","1104","環泥","1013067.00","48891.00","-569526.00","--","492432.00","292032.00","784464.00"
"114/10/28","111","4","1108","幸福","644673.00","-1069807.00","475405.00","-535.00","49736.00","220238.00","269974.00"
"114/10/28","111","4","1109","信大","1493858.00","-618317.00","-815920.00","63620.00","123241.00","2643843.00","2767084.00"
"114/10/28","111","4","1110","東泥","-276638.00","-334915.00","488423.00","--","-123130.00","419504.00","296374.00"
"114/10/28","111","4","1201","味全","848680.00","-839368.00","-348318.00","11434.00","-327572.00","1292071.00","964499.00"
"114/10/28","111","4","1203","味王","184910.00","-188361.00","-439999.00","161692.00","-281758.00","1570497.00","1288739.00"
"114/10/28","111","4","1210","大成","2340094.00","-4211162.00","666901.00","266857.00","-937310.00","6083001.00","5145691.00"
"114/10/28","111","4","1213","大飲","9796.00","-66.00","-8574.00","-12.00","1144.00","7539.00","8683.00"
"114/10/28","111","4","1215","卜蜂","1402518.00","-2197185.00","917263.00","1481.00","124077.00","187008.00","311085.00"
"114/10/28","111","4","1216","統一","62772368.00","-25162254.00","-23849908.00","2388167.00","16148373.00","80837880.00","96986253.00"
"114/10/28","111","4","1217","愛之味","128573.00","-105617.00","-155719.00","61697.00","-71066.00","687587.00","616521.00"
"114/10/28","111","4","1218","泰山","-430901.00","8131800.00","-866030.00","4983.00","6839852.00","1664560.00","8504412.00"
"114/10/28","111","4","1219","福壽","-246026.00","-251623.00","707761.00","-285.00","209827.00","870863.00","1080690.00"
"114/10/28","111","4","1220","台榮","-103425.00","-94589.00","-63549.00","--","-261563.00","413965.00","152402.00"
"114/10/28","111","4","1225","福懋油","-537.00","-100843.00","13469.00","2544.00","-85367.00","1108318.00","1022951.00"
"114/10/28","111","4","1227","佳格","1870846.00","-736594.00","-570467.00","36401.00","600186.00","3748069.00","4348255.00"
"114/10/28","111","4","1229","聯華","3640573.00","-514344.00","-3115020.00","117322.00","128531.00","2785515.00","2914046.00"
"114/10/28","111","4","1231","聯華食","776644.00","-1127244.00","346351.00","-7816.00","-12065.00","327180.00","315115.00"
"114/10/28","111","4","1232","大統益","324841.00","-175566.00","-1095845.00","--","-946570.00","1927676.00","981106.00"
"114/10/28","111","4","1233","天仁","202066.00","23742.00","-204504.00","-741.00","20563.00","179663.00","200226.00"
"114/10/28","111","4","1234","黑松","813242.00","-218200.00","-852870.00","3249.00","-254579.00","1231471.00","976892.00"
"114/10/28","111","4","1235","興泰","-37633.00","314832.00","-420988.00","--","-143789.00","152647.00","8858.00"
"114/10/28","111","4","1236","宏亞","151410.00","17430.00","-312887.00","-4611.00","-148658.00","216877.00","68219.00"
"114/10/28","111","4","1256","鮮活果汁-KY","316626.00","-289278.00","-531754.00","20350.00","-484056.00","1640941.00","1156885.00"
"114/10/28","111","4","1301","台塑","56801615.00","-18320694.00","-30405152.00","-4681060.00","3394709.00","13715454.00","17110163.00"
"114/10/28","111","4","1303","南亞","75296335.00","-41375201.00","-22904819.00","3878772.00","14895087.00","74549426.00","89444513.00"
"114/10/28","111","4","1304","台聚","9749787.00","-2513962.00","-6756719.00","653956.00","1133062.00","10365353.00","11498415.00"
"114/10/28","111","4","1305","華夏","816378.00","-1528615.00","766423.00","2068.00","56254.00","1220291.00","1276545.00"
"114/10/28","111","4","1307","三芳","1579109.00","-426189.00","-389193.00","377308.00","1141035.00","3689330.00","4830365.00"
"114/10/28","111","4","1308","亞聚","3622699.00","174373.00","-3092920.00","13882.00","718034.00","763936.00","1481970.00"
"114/10/28","111","4","1309","台達化","1102890.00","-100351.00","-958558.00","19824.00","63805.00","2598283.00","2662088.00"
"114/10/28","111","4","1310","台苯","-8880.00","170360.00","359767.00","-9224.00","512023.00","253124.00","765147.00"
"114/10/28","111","4","1312","國喬","2154072.00","-15429082.00","12260233.00","256059.00","-758718.00","7038195.00","6279477.00"
"114/10/28","111","4","1313","聯成","673203.00","-1585887.00","355818.00","457298.00","-99568.00","4344203.00","4244635.00"
"114/10/28","111","4","1314","中石化","-9213169.00","206022.00","7721131.00","460350.00","-825666.00","7650122.00","6824456.00"
"114/10/28","111","4","1315","達新","526284.00","522794.00","-545188.00","6004.00","509894.00","1509695.00","2019589.00"
"114/10/28","111","4","1316","上曜","-577558.00","-160592.00","680542.00","406.00","-57202.00","820350.00","763148.00"
"114/10/28","111","4","1319","東陽","5591773.00","-793024.00","-3951964.00","44005.00","890790.00","1453510.00","2344300.00"
"114/10/28","111","4","1321","大洋","56338.00","-185682.00","180483.00","6425.00","57564.00","414256.00","471820.00"
"114/10/28","111","4","1323","永裕","704270.00","-329865.00","-280580.00","49528.00","143353.00","1097968.00","1241321.00"
"114/10/28","111","4","1324","地球","81157.00","-28186.00","-16696.00","1005.00","37280.00","225429.00","262709.00"
"114/10/28","111","4","1325","恆大","77926.00","679292.00","-154493.00","4506.00","607231.00","406558.00","1013789.00"
"114/10/28","111","4","1326","台化","32732255.00","-28865268.00","5468500.00","605287.00","9940774.00","23062097.00","33002871.00"
"114/10/28","111","4","1337","再生-KY","-329885.00","-17886.00","0.00","30015.00","-317756.00","1513235.00","1195479.00"
"114/10/28","111","4","1338","廣華-KY","1008044.00","-573691.00","-582720.00","-775.00","-149142.00","2300865.00","2151723.00"
"114/10/28","111","4","1339","昭輝","747592.00","-204647.00","-123646.00","-18317.00","400982.00","635392.00","1036374.00"
"114/10/28","111","4","1340","勝悅-KY","-362577.00","-234472.00","-24689.00","62143.00","-559595.00","1680584.00","1120989.00"
"114/10/28","111","4","1341","富林-KY","487224.00","25516.00","-425086.00","-24183.00","63471.00","297980.00","361451.00"
"114/10/28","111","4","1342","八貫","607145.00","-260229.00","101521.00","--","448437.00","252247.00","700684.00"
"114/10/28","111","4","1402","遠東新","38510852.00","-23522546.00","-2362564.00","73794.00","12699536.00","34544963.00","47244499.00"
"114/10/28","111","4","1410","南染","112533.00","67229.00","-84094.00","--","95668.00","435974.00","531642.00"
