出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/11/12","114","3","1101","台泥","109377581.00","89293046.00","--","--","20084535.00","--","--","20084535.00","11528553.00","--","8555982.00","-15601804.00","-7045822.00","3240807.00","-10286629.00","--","--","-10286629.00","-5655220.00","--","-15941849.00","-9239402.00","--","-1047227.00","-15754356.00","--","-187493.00","-1.28"
"114/11/12","114","3","1103","嘉泥","2244681.00","1882321.00","--","--","362360.00","--","--","362360.00","399991.00","--","-37631.00","526974.00","489343.00","-3506.00","492849.00","--","--","492849.00","-2854947.00","--","-2362098.00","478867.00","--","13982.00","-2260667.00","--","-101431.00","0.73"
"114/11/12","114","3","1109","信大","3312269.00","2767441.00","--","--","544828.00","--","--","544828.00","212644.00","--","332184.00","88256.00","420440.00","115395.00","305045.00","--","--","305045.00","-215061.00","--","89984.00","271774.00","--","33271.00","128686.00","--","-38702.00","0.80"
"114/11/12","114","3","1110","東泥","2142289.00","1822223.00","--","--","320066.00","--","--","320066.00","130072.00","--","189994.00","47511.00","237505.00","41789.00","195716.00","--","--","195716.00","30705.00","--","226421.00","163944.00","--","31772.00","194721.00","--","31700.00","0.29"
"114/11/12","114","3","1201","味全","16717790.00","12158273.00","--","--","4559517.00","--","--","4559517.00","4186445.00","--","373072.00","-15086.00","357986.00","141378.00","216608.00","--","--","216608.00","-206729.00","--","9879.00","215859.00","--","749.00","9130.00","--","749.00","0.43"
"114/11/12","114","3","1203","味王","4337935.00","2816008.00","--","--","1521927.00","--","--","1521927.00","775647.00","--","746280.00","-26768.00","719512.00","199186.00","520326.00","--","--","520326.00","-102607.00","--","417719.00","303103.00","--","217223.00","210976.00","--","206743.00","1.28"
"114/11/12","114","3","1210","大成","75015426.00","64196717.00","--","--","10818709.00","--","--","10818709.00","7395801.00","--","3422908.00","128306.00","3551214.00","848791.00","2702423.00","--","--","2702423.00","-1355466.00","--","1346957.00","2235774.00","--","466649.00","1453195.00","--","-106238.00","2.67"
"114/11/12","114","3","1213","大飲","226784.00","231592.00","--","--","-4808.00","--","--","-4808.00","29397.00","--","-34205.00","2095.00","-32110.00","4739.00","-36849.00","0.00","--","-36849.00","-15.00","--","-36864.00","-36849.00","--","--","-36864.00","--","--","-0.65"
"114/11/12","114","3","1216","統一","515163655.00","342625009.00","--","--","172538646.00","--","--","172538646.00","141752048.00","--","30786598.00","5007554.00","35794152.00","9539974.00","26254178.00","--","--","26254178.00","-8365244.00","--","17888934.00","16664597.00","--","9589581.00","9555906.00","--","8333028.00","2.93"
"114/11/12","114","3","1219","福壽","10596846.00","9738263.00","--","2853.00","861436.00","-184.00","396.00","862016.00","900318.00","--","-38302.00","6196.00","-32106.00","2495.00","-34601.00","--","--","-34601.00","-6281.00","--","-40882.00","85505.00","--","-120106.00","80271.00","--","-121153.00","0.25"
"114/11/12","114","3","1232","大統益","15836433.00","13752067.00","--","--","2084366.00","--","--","2084366.00","881001.00","--","1203365.00","26134.00","1229499.00","248242.00","981257.00","--","--","981257.00","4994.00","--","986251.00","933556.00","--","47701.00","938550.00","--","47701.00","5.84"
