出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","114","2","2801","彰銀","12965050.00","9569125.00","1145687.00","10407226.00","10981262.00","1851952.00","9129310.00","--","--","9129310.00","-2889905.00","--","6239405.00","9129310.00","--","--","6239405.00","--","--","0.78"
"114/10/29","114","2","2812","台中銀","6385133.00","3258367.00","211682.00","4348532.00","5083286.00","863325.00","4219961.00","--","--","4219961.00","394187.00","--","4614148.00","4219961.00","--","--","4614148.00","--","--","0.76"
"114/10/29","114","2","2820","華票","387141.00","1039456.00","-63362.00","284596.00","1205363.00","237932.00","967431.00","--","--","967431.00","772663.00","--","1740094.00","--","--","--","--","--","--","0.72"
"114/10/29","114","2","2834","臺企銀","9812507.00","7963543.00","1543170.00","8302278.00","7930602.00","1507384.00","6423218.00","--","--","6423218.00","39495.00","--","6462713.00","6423218.00","0.00","0.00","6462713.00","0.00","0.00","0.66"
"114/10/29","114","2","2836","高雄銀","1720719.00","711484.00","194261.00","1491804.00","746138.00","150153.00","595985.00","--","--","595985.00","618487.00","--","1214472.00","--","--","--","--","--","--","0.31"
"114/10/29","114","2","2838","聯邦銀","4545516.00","5119717.00","224029.00","6203862.00","3237342.00","596966.00","2640376.00","--","--","2640376.00","1632223.00","--","4272599.00","2656034.00","--","-15658.00","4288240.00","--","-15641.00","0.49"
"114/10/29","114","2","2845","遠東銀","3233376.00","2964796.00","253297.00","3838568.00","2106307.00","215160.00","1891147.00","--","--","1891147.00","92964.00","--","1984111.00","1891147.00","--","--","1984111.00","--","--","0.44"
"114/10/29","114","2","2849","安泰銀","1398355.00","1354362.00","196274.00","1733213.00","823230.00","132005.00","691225.00","0.00","--","691225.00","592319.00","--","1283544.00","--","--","--","--","--","--","0.35"
"114/10/29","114","2","2897","王道銀行","1074019.00","3877308.00","230014.00","2466137.00","2255176.00","523821.00","1731355.00","--","--","1731355.00","561371.00","--","2292726.00","1022819.00","--","708536.00","1083640.00","--","1209086.00","0.32"
"114/10/29","114","2","5876","上海商銀","18486118.00","9397688.00","7350038.00","10427105.00","10106663.00","1049253.00","9057410.00","--","--","9057410.00","-15747131.00","--","-6689721.00","7804075.00","--","1253335.00","-1866385.00","--","-4823336.00","1.61"
