出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/29","109","4","2801","彰銀","26452525.00","235739431.00","14581474.00","122695821.00","345283447.00","231693.00","--","21481338.00","396516.00","--","--","1477886845.00","--","--","25590786.00","20908603.00","1519247.00","13858910.00","687613.00","3379099.00","2746871.00","2313440219.00","103221627.00","14829050.00","7293565.00","--","1226633.00","22237409.00","841436.00","--","1917987149.00","61351032.00","--","--","1949149.00","5316038.00","1343548.00","8301861.00","2487932.00","2148386429.00","103847236.00","--","--","57352741.00","3853813.00","0.00","165053790.00","--","--","--","165053790.00","--","0.00","0.00","15.89"
"114/10/29","109","4","2812","台中銀","11709619.00","40371218.00","30867825.00","41009840.00","112624454.00","--","12773121.00","13483664.00","3279.00","--","--","456541322.00","163148.00","439283.00","2246.00","12332669.00","978218.00","18014.00","213470.00","795104.00","2443527.00","736770021.00","7037338.00","8510652.00","785819.00","--","2300077.00","7349384.00","162112.00","--","636589468.00","11500000.00","--","--","1695813.00","1424492.00","1006781.00","111021.00","975311.00","679448268.00","41516943.00","--","803606.00","13697447.00","1303757.00","0.00","57321753.00","--","--","0.00","57321753.00","0.00","0.00","0.00","13.81"
"114/10/29","109","4","2820","華票","264720.00","--","106155540.00","105237279.00","--","--","4732882.00","782861.00","268510.00","--","--","--","--","--","566011.00","153086.00","2659.00","--","--","73816.00","46637.00","218284001.00","6140000.00","--","39252.00","--","179726810.00","425800.00","139115.00","--","--","--","--","--","4499227.00","1440191.00","2695.00","175281.00","246188.00","192834559.00","13429600.00","--","8804.00","10489709.00","1521329.00","--","--","--","--","--","25449442.00","0.00","0.00","0.00","18.95"
"114/10/29","109","4","2834","臺企銀","30817437.00","114195668.00","15597556.00","117355850.00","228003332.00","--","6132162.00","43448157.00","306417.00","--","--","1209716083.00","--","--","13781.00","14514906.00","1073757.00","--","375008.00","1843835.00","8241104.00","1791635053.00","118201039.00","29040100.00","8639002.00","--","2055991.00","47787075.00","3053.00","--","1418572000.00","53250000.00","--","--","5492366.00","3393417.00","1062021.00","901581.00","4578659.00","1692976304.00","74885834.00","--","815900.00","19245962.00","3711053.00","0.00","98658749.00","0.00","--","0.00","98658749.00","0.00","0.00","0.00","13.17"
"114/10/29","109","4","2836","高雄銀","3052881.00","10715105.00","1499992.00","25127324.00","51616733.00","--","1993060.00","1836132.00","0.00","--","--","176158959.00","--","--","209120.00","3136136.00","366560.00","--","127771.00","151412.00","168376.00","276159561.00","10411348.00","1167860.00","31323.00","--","8171385.00","3586176.00","26639.00","--","230183260.00","5500000.00","--","--","0.00","394488.00","363186.00","--","109272.00","259944937.00","11295577.00","--","1146066.00","3226756.00","546225.00","--","--","--","--","--","16214624.00","0.00","0.00","0.00","15.00"
"114/10/29","109","4","2838","聯邦銀","8961438.00","24325798.00","34881848.00","53403733.00","90697662.00","--","63911473.00","24936576.00","50085.00","--","--","422845363.00","1536989.00","--","4549698.00","7925277.00","1741760.00","5288112.00","2166337.00","792478.00","9543375.00","757558002.00","12481114.00","3786720.00","206002.00","--","44428176.00","5594014.00","121567.00","--","606860499.00","7200000.00","1464796.00","524000.00","7420161.00","268774.00","1723121.00","1696935.00","3589711.00","697365590.00","32933688.00","--","8040035.00","13366042.00","5851070.00","--","60190835.00","--","--","1577.00","60192412.00","--","0.00","0.00","18.28"
"114/10/29","109","4","2845","遠東銀","6409009.00","33137664.00","31757436.00","177659673.00","1077764.00","--","10960705.00","21300724.00","--","--","--","383192769.00","1911929.00","--","6654960.00","2984953.00","825209.00","--","1648636.00","212925.00","313111.00","680047467.00","984839.00","22340.00","5196435.00","--","3530487.00","5054390.00","176737.00","--","582152911.00","22601900.00","--","--","9058823.00","1063091.00","839255.00","--","622554.00","631303762.00","34481044.00","--","456426.00","12830481.00","975754.00","--","48743705.00","--","--","--","48743705.00","--","0.00","0.00","14.14"
"114/10/29","109","4","2849","安泰銀","2084508.00","13791841.00","12871191.00","39716227.00","34163724.00","--","1293989.00","4113977.00","0.00","--","--","200190097.00","--","--","13055.00","675749.00","605575.00","--","191597.00","468038.00","1281448.00","311461016.00","3886616.00","30700.00","488651.00","--","1217698.00","2487275.00","100604.00","--","263336062.00","--","--","0.00","4173783.00","479247.00","605963.00","19059.00","113406.00","276939064.00","19579101.00","--","404990.00","13915427.00","622434.00","0.00","--","--","--","--","34521952.00","0.00","0.00","0.00","17.63"
"114/10/29","109","4","2897","王道銀行","9621739.00","18125019.00","162494696.00","172509235.00","--","--","4732882.00","14952859.00","362328.00","--","--","183710973.00","789863.00","--","858462.00","2672567.00","429678.00","--","2207244.00","895887.00","1050198.00","575413630.00","28479755.00","--","790298.00","--","181165826.00","2740642.00","172428.00","--","267719672.00","16400000.00","--","--","18102763.00","2102012.00","444659.00","793255.00","2249555.00","521160865.00","30330063.00","--","5966.00","5200426.00","57744.00","-38304.00","35555895.00","--","--","18696870.00","54252765.00","--","5737000.00","0.00","11.75"
"114/10/29","109","4","5876","上海商銀","80572282.00","208799780.00","13657815.00","508237023.00","107685748.00","--","146817.00","18542624.00","122342.00","85844.00","--","1136430305.00","1880035.00","--","1298179.00","20623537.00","2206304.00","5806484.00","1657682.00","1263521.00","4725468.00","2113741790.00","46817661.00","--","6134500.00","--","25781411.00","31908782.00","1251695.00","--","1685896814.00","82223874.00","--","--","10532955.00","2815862.00","2287181.00","9920049.00","3071794.00","1908642578.00","44816031.00","--","16550661.00","88927345.00","4892363.00","-83144.00","155103256.00","--","--","49995956.00","205099212.00","--","11397439.00","0.00","34.70"
