出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","109","4","2880","華南金","37562976.00","223421083.00","50884829.00","241125406.00","613905747.00","--","959220.00","51486371.00","450435.00","--","--","1784641366.00","5648093.00","179552.00","--","35667659.00","11411897.00","31777373.00","1987287.00","933108.00","3432040.00","5607796.00","3101082238.00","120918211.00","19091190.00","7475164.00","--","41957804.00","15578122.00","40262838.00","2617347.00","--","2524483706.00","60688999.00","1490500.00","--","23747147.00","39388701.00","1954177.00","6140434.00","5883733.00","2911678073.00","128547788.00","17758986.00","33650292.00","9445096.00","--","--","189402162.00","2003.00","189404165.00","--","0.00","0.00","14.73"
"114/10/29","109","4","2881","富邦金","274648375.00","298287914.00","1388709524.00","944267445.00","2821061322.00","6889006.00","128609254.00","205449786.00","1411871.00","0.00","--","2120803572.00","25358932.00","33976673.00","--","508726611.00","303764792.00","58089952.00","6754636.00","33169730.00","28717889.00","55755371.00","9244452655.00","154158317.00","6965030.00","64412834.00","12732722.00","125031393.00","43737971.00","136025909.00","13302125.00","--","2702569379.00","269517288.00","1403553.00","--","4283877294.00","549633626.00","21273724.00","31435452.00","51593242.00","8467669859.00","115002640.00","137665154.00","369824069.00","140377046.00","--","--","762868909.00","13913887.00","776782796.00","0.00","0.00","0.00","66.33"
"114/10/29","109","4","2882","國泰金","536716255.00","129503924.00","1748081143.00","1562998457.00","3161044538.00","146959.00","67264342.00","191916164.00","4689275.00","--","--","2141276205.00","9646628.00","33036282.00","--","660547975.00","419476228.00","98405132.00","4138543.00","54002407.00","61507384.00","66074603.00","10950472444.00","66131059.00","1076000.00","140778098.00","139858.00","12299564.00","39519918.00","68696694.00","20628900.00","--","2615799063.00","148800000.00","1657576.00","--","6117073219.00","692760284.00","13011637.00","67823378.00","39501515.00","10045696763.00","147025102.00","177256053.00","371468940.00","197311121.00","0.00","0.00","893061216.00","11714465.00","904775681.00","--","0.00","0.00","60.74"
"114/10/29","109","4","2883","凱基金","116029168.00","31864661.00","543495816.00","712962077.00","1064332087.00","102479.00","50409959.00","138709584.00","705864.00","--","--","408444192.00","740256.00","15175924.00","--","146096553.00","29953756.00","35343870.00","14049764.00","19537371.00","12399965.00","94265129.00","3434618475.00","12110930.00","76030.00","116142567.00","641307.00","134864245.00","11564804.00","103096646.00","4143209.00","--","486707951.00","62981293.00","24793519.00","--","1902468183.00","163252229.00","4454005.00","15311370.00","59384100.00","3101992388.00","149732712.00","1627728.00","34190500.00","18363815.00","-1178647.00","--","202736108.00","129889979.00","332626087.00","--","329773.00","126328688.00","13.66"
"114/10/29","109","4","2884","玉山金","54640670.00","121080836.00","715809282.00","263902860.00","16465798.00","--","2300196.00","116686211.00","106412.00","0.00","--","1620374068.00","--","--","--","6235133.00","1827047.00","33290884.00","3168210.00","6167861.00","1842000.00","7847214.00","2971744682.00","54968986.00","8044340.00","70441442.00","--","11305248.00","3257632.00","33872856.00","830714.00","--","2491467253.00","39970000.00","1213342.00","--","1159384.00","64583767.00","3275399.00","1422381.00","4331361.00","2790144105.00","125671000.00","25350214.00","30304168.00","143010.00","--","--","181468392.00","132185.00","181600577.00","--","0.00","0.00","14.44"
"114/10/29","109","4","2885","元大金","77497198.00","54373556.00","586592639.00","278391203.00","430349520.00","--","58336318.00","243990690.00","733890.00","203730.00","--","793812907.00","1099457.00","2755402.00","2961020.00","79034763.00","11558284.00","23930017.00","13181478.00","31498648.00","7095091.00","61843636.00","2759239447.00","15412299.00","675000.00","163457505.00","--","216621187.00","27417489.00","248347930.00","6616387.00","--","1211020394.00","78790127.00","57796061.00","--","313071935.00","88713584.00","6368836.00","4878682.00","46434585.00","2485622001.00","121374360.00","37885949.00","81516757.00","12559523.00","0.00","--","253336589.00","20280857.00","273617446.00","0.00","0.00","0.00","20.87"
"114/10/29","109","4","2886","兆豐金","119427578.00","375465228.00","228608073.00","560779813.00","534327284.00","--","950137.00","89970775.00","379014.00","15813.00","--","1889958222.00","5170035.00","5519229.00","--","5134375.00","1111518.00","21950817.00","1837841.00","960918.00","5629637.00","9180225.00","3856376532.00","405296111.00","20363979.00","20934933.00","--","269355119.00","22392125.00","89502574.00","11007264.00","--","2613890191.00","18000000.00","338028.00","--","30059406.00","13160602.00","1881625.00","3370193.00","10235422.00","3529787572.00","135998240.00","68194233.00","108207754.00","14188733.00","0.00","--","326588960.00","0.00","326588960.00","0.00","0.00","0.00","24.01"
"114/10/29","109","4","2887","台新新光金","24467895.00","84083756.00","127442056.00","191029900.00","270634022.00","--","4116898.00","163895050.00","11011.00","--","--","1243688768.00","--","42059844.00","--","6778854.00","923033.00","19208595.00","2879350.00","3272025.00","3213221.00","8354928.00","2196059206.00","49824469.00","1925590.00","36052712.00","--","88288646.00","15432869.00","47272379.00","2277779.00","--","1607978455.00","70100000.00","11180264.00","--","1910042.00","67742288.00","2978858.00","147023.00","6838450.00","2009949824.00","117126998.00","35928795.00","31180784.00","1825646.00","--","--","186062223.00","47159.00","186109382.00","--","1744000.00","0.00","15.88"
"114/10/29","109","4","2889","國票金","2622153.00","62707.00","129093828.00","128782536.00","--","--","107055.00","30865519.00","22.00","--","--","--","--","6686775.00","--","8119298.00","7120.00","7469422.00","146563.00","232370.00","97953.00","2464165.00","316757486.00","--","19903291.00","2093780.00","--","205440521.00","19708341.00","18306953.00","633549.00","--","--","--","--","--","1752322.00","3173196.00","147141.00","550297.00","2310284.00","274019675.00","28964817.00","156037.00","5541749.00","3682457.00","-106346.00","--","38238714.00","4499097.00","42737811.00","--","0.00","10000000.00","13.25"
"114/10/29","109","4","2890","永豐金","30813465.00","139884559.00","88823228.00","350213800.00","162368434.00","--","55080929.00","90627076.00","366525.00","--","--","1144778144.00","--","590035.00","--","36194326.00","2451753.00","13218774.00","3426080.00","2187368.00","2279267.00","20044802.00","2143348565.00","75514370.00","80380.00","26493074.00","--","25635341.00","29009757.00","50459681.00","1476006.00","--","1653470238.00","52510597.00","13735761.00","18437.00","3820405.00","38318029.00","2824915.00","1444864.00","12666978.00","1987478833.00","112710541.00","2228764.00","36564653.00","4365774.00","--","--","155869732.00","0.00","155869732.00","--","0.00","0.00","13.83"
