出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","109","2","1409","新纖","105185547.00","55759036.00","160944583.00","110876579.00","10455316.00","121331895.00","16184093.00","--","1955990.00","10052777.00","1865530.00","-29834.00","30028556.00","--","9584132.00","39612688.00","--","0.00","4680487.00","18.61"
"114/10/29","109","2","1718","中纖","556416977.00","185184364.00","741601341.00","661855826.00","18955135.00","680810961.00","16213672.00","0.00","1704538.00","4265430.00","261962.00","-1136802.00","21308800.00","0.00","39481580.00","60790380.00","--","0.00","331289968.00","16.52"
"114/10/29","109","2","2207","和泰車","183552874.00","84747897.00","268300771.00","174734661.00","20234606.00","194969267.00","5461792.00","--","2818004.00","48161558.00","120718.00","--","56562072.00","--","16769432.00","73331504.00","0.00","0.00","0.00","103.56"
"114/10/29","109","2","2905","三商","250002220.00","1071325601.00","1321327821.00","20341016.00","1255558064.00","1275899080.00","9093510.00","0.00","1924692.00","11987449.00","-3134840.00","-532672.00","19338139.00","0.00","26090602.00","45428741.00","0.00","0.00","47752000.00","24.83"
