出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","109","3","2855","統一證","102139072.00","8228897.00","110367969.00","82516130.00","152246.00","82668376.00","13998378.00","--","91261.00","12627622.00","911966.00","0.00","27629227.00","--","--","70366.00","27699593.00","0.00","0.00","0.00","19.74"
"114/10/29","109","3","6005","群益證","146098134.00","16664632.00","162762766.00","123032468.00","2402089.00","125434557.00","21709081.00","--","2743205.00","8413905.00","1725401.00","0.00","34591592.00","--","--","2736617.00","37328209.00","--","0.00","0.00","15.93"
"114/10/29","109","3","6024","群益期","45830907.00","594266.00","46425173.00","40107139.00","52728.00","40159867.00","2104376.00","--","1873598.00","2327755.00","-69094.00","--","6236635.00","--","--","28671.00","6265306.00","0.00","0.00","0.00","29.64"
