出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","109","4","1409","新纖","116205250.00","57749070.00","173954320.00","114241019.00","17548056.00","131789075.00","16184093.00","--","1951573.00","11423081.00","2127001.00","-29834.00","31655914.00","--","10509331.00","42165245.00","--","0.00","4680487.00","19.62"
"114/10/29","109","4","1718","中纖","573571299.00","189519767.00","763091066.00","678322996.00","18367919.00","696690915.00","16213672.00","0.00","1663531.00","5921888.00","335721.00","-1136802.00","22998010.00","0.00","43402141.00","66400151.00","--","0.00","331289968.00","17.83"
"114/10/29","109","4","2207","和泰車","200152277.00","90099683.00","290251960.00","184721570.00","21645048.00","206366618.00","5461792.00","--","2818336.00","55264500.00","1933076.00","--","65477704.00","--","18407638.00","83885342.00","0.00","0.00","0.00","119.88"
"114/10/29","109","4","2905","三商","237423940.00","1127988919.00","1365412859.00","15938752.00","1302659726.00","1318598478.00","9093510.00","0.00","2032125.00","12123192.00","-3087013.00","-532672.00","19629142.00","0.00","27185239.00","46814381.00","0.00","0.00","52528000.00","22.91"
