出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","109","2","2880","華南金","34404807.00","190670119.00","76317223.00","216203702.00","471069933.00","--","709743.00","46559065.00","575683.00","--","--","1741551988.00","5310839.00","167143.00","--","23988552.00","11270358.00","31626242.00","1884789.00","941412.00","3281008.00","3688461.00","2860221067.00","98096761.00","2328550.00","3253874.00","--","26975160.00","18558572.00","60495971.00","1831343.00","--","2347001616.00","63187810.00","1513230.00","--","22557185.00","21025636.00","1830159.00","6131902.00","3736393.00","2678524162.00","128547788.00","17758986.00","26531426.00","8856506.00","--","--","181694706.00","2199.00","181696905.00","--","0.00","0.00","14.93"
"114/10/29","109","2","2881","富邦金","249080460.00","304906211.00","1376623256.00","901864394.00","2723818735.00","4323963.00","58195244.00","220028119.00","909879.00","45605.00","--","2080205605.00","28110176.00","30941416.00","--","424991122.00","272011636.00","57720344.00","6848546.00","31692833.00","27413839.00","56377215.00","8856108598.00","192988461.00","593920.00","37972712.00","16329474.00","199500375.00","24554139.00","178887925.00","8572106.00","--","2629416091.00","242631610.00","1503204.00","--","4160417732.00","453308045.00","21140377.00","25240864.00","54891465.00","8247948500.00","115002640.00","137060375.00","323303402.00","20560040.00","--","--","595926457.00","12233641.00","608160098.00","0.00","0.00","0.00","51.82"
"114/10/29","109","2","2882","國泰金","449880117.00","137765455.00","1696475809.00","1310379571.00","3104500105.00","669856.00","66317955.00","170470715.00","4672977.00","--","--","2105202259.00","9025154.00","32161134.00","--","580569220.00","410703272.00","101042437.00","3960071.00","56008318.00","50353464.00","56711097.00","10346868986.00","73500085.00","410000.00","124769294.00","65647.00","21075281.00","43139714.00","97279092.00","15828571.00","--","2404243391.00","127700000.00","566726.00","--","5924697854.00","629262965.00","12791433.00","52819639.00","31480680.00","9559630372.00","147025102.00","177254459.00","328688706.00","122832628.00","--","--","775800895.00","11437719.00","787238614.00","--","0.00","0.00","52.77"
"114/10/29","109","2","2883","凱基金","100143965.00","45220553.00","513681812.00","605833152.00","1051837136.00","19688.00","54180931.00","125682282.00","706724.00","--","--","397454412.00","520536.00","14751043.00","--","127481678.00","25067990.00","36399883.00","17509664.00","19960318.00","9791813.00","67172056.00","3213415636.00","20210646.00","15850.00","104816957.00","944494.00","129357564.00","8933246.00","102702830.00","1679216.00","--","466384610.00","44668206.00","22054429.00","--","1817359111.00","146429446.00","4712911.00","12577787.00","49306009.00","2932153312.00","149710976.00","1114971.00","24780481.00","4700935.00","-3071470.00","--","177235893.00","104026431.00","281262324.00","--","0.00","369318307.00","12.14"
"114/10/29","109","2","2884","玉山金","53058566.00","127767991.00","546833411.00","234088844.00","14239977.00","--","2967999.00","113366804.00","6714.00","0.00","--","1542228106.00","--","--","--","9849966.00","1782212.00","33268372.00","3246550.00","6027256.00","1622409.00","7385420.00","2697740597.00","91443377.00","920860.00","68730489.00","--","8507590.00","2680603.00","47292595.00","2126200.00","--","2199490853.00","43170000.00","1872120.00","--","862791.00","48584141.00","3295568.00","1295067.00","4152303.00","2524424557.00","125671000.00","25350214.00","22303316.00","-124258.00","--","--","173200272.00","115768.00","173316040.00","--","0.00","0.00","14.91"
"114/10/29","109","2","2885","元大金","74990379.00","50969580.00","531493136.00","258105007.00","411421929.00","--","42141240.00","191408793.00","833296.00","129229.00","--","785245676.00","1111020.00","2303964.00","3315629.00","80767559.00","16426373.00","18154933.00","13222354.00","32978129.00","6052374.00","38419383.00","2559489983.00","20571688.00","282350.00","130994049.00","--","214410003.00","22132747.00","208472295.00","5724417.00","--","1147439743.00","73826227.00","54299392.00","--","288377654.00","89968652.00","6310543.00","4202759.00","38057432.00","2305069951.00","121374360.00","37782836.00","68174534.00","9840805.00","0.00","--","237172535.00","17247497.00","254420032.00","0.00","0.00","0.00","20.32"
"114/10/29","109","2","2886","兆豐金","151846701.00","459774675.00","215669723.00","534666266.00","416062546.00","--","5549124.00","83764930.00","481968.00","0.00","--","1888107353.00","4727047.00","5629496.00","--","5990769.00","1021633.00","21960229.00","1801901.00","629886.00","5946988.00","6370444.00","3810001679.00","462535864.00","11536675.00","22858211.00","--","298444917.00","10086978.00","109870474.00","9847273.00","--","2494795624.00","18000000.00","703992.00","--","28909995.00","14921449.00","1836098.00","3417615.00","8809996.00","3496575161.00","135998240.00","68194233.00","95171191.00","14062854.00","0.00","0.00","313426518.00","0.00","313426518.00","0.00","0.00","0.00","23.05"
"114/10/29","109","2","2887","台新新光金","22010843.00","66464319.00","106631925.00","217725267.00","231107176.00","--","5753177.00","146198023.00","5659.00","--","--","1196316496.00","--","41373033.00","--","9514449.00","1072029.00","19034274.00","2801858.00","3005849.00","2587735.00","8304633.00","2079906745.00","50556879.00","491540.00","28670521.00","--","81339775.00","15620085.00","46534547.00","2051264.00","--","1519347216.00","70100000.00","10490497.00","--","1748344.00","65120170.00","2891869.00","94998.00","6635135.00","1901692840.00","117066948.00","35945409.00","24018497.00","1055750.00","--","--","178086604.00","127301.00","178213905.00","--","151000.00","0.00","15.54"
"114/10/29","109","2","2889","國票金","2826077.00","155.00","117165371.00","129279963.00","--","--","294967.00","25314254.00","7.00","0.00","--","--","--","6685805.00","--","8925348.00","--","7376277.00","171677.00","221577.00","117726.00","946719.00","299325923.00","--","27574793.00","1080115.00","--","190792539.00","15406685.00","15993435.00","429777.00","--","--","--","--","--","1581377.00","4319299.00","172154.00","497566.00","1419257.00","259266997.00","28964817.00","153610.00","3798024.00","3069204.00","-106346.00","--","35879309.00","4179617.00","40058926.00","0.00","0.00","10000.00","12.60"
"114/10/29","109","2","2890","永豐金","22770283.00","116027097.00","101109460.00","284974583.00","145176300.00","--","39734201.00","76329137.00","283592.00","--","--","1121897867.00","--","513536.00","--","32801631.00","2483782.00","13029247.00","3229666.00","2188145.00","2123120.00","17255818.00","1981927465.00","59001805.00","13100.00","19747916.00","--","39216944.00","14647934.00","53938694.00","1278266.00","--","1528008906.00","51632999.00","9590110.00","18437.00","3523037.00","42522213.00","2614117.00","1461573.00","8419194.00","1835635245.00","112710541.00","2228764.00","29350974.00","2001941.00","--","--","146292220.00","0.00","146292220.00","--","0.00","0.00","12.98"
"114/10/29","109","2","2891","中信金","140363591.00","254033172.00","552133674.00","585550675.00","1797048196.00","171721.00","10418546.00","179885256.00","1235670.00","--","--","2504387399.00","2540788.00","29912551.00","--","94518429.00","84961584.00","50003009.00","16068998.00","24457394.00","16935263.00","37312735.00","6381938651.00","58001422.00","16095558.00","124527154.00","28272.00","120072751.00","47404940.00","119662417.00","6254386.00","--","3454999653.00","107179394.00","--","--","1752389095.00","159628000.00","14895873.00","9172775.00","30063337.00","6020375027.00","199969796.00","58754923.00","121975223.00","-19216718.00","--","--","361483224.00","80400.00","361563624.00","0.00","0.00","0.00","18.08"
"114/10/29","109","2","2892","第一金","41997374.00","207065979.00","198063759.00","279155581.00","564822202.00","0.00","50000.00","99225878.00","1433504.00","--","--","1834901880.00","26616.00","2664890.00","--","19068136.00","10665227.00","26770579.00","2747323.00","592149.00","2688828.00","6131326.00","3298071231.00","262406816.00","1848902.00","11018723.00","--","30392894.00","17445941.00","124186663.00","3345647.00","--","2484471790.00","38950000.00","1005000.00","--","43803920.00","53066282.00","2551765.00","6937417.00","4356138.00","3085787898.00","128358011.00","26107218.00","39971271.00","17846833.00","--","--","212283333.00","--","212283333.00","0.00","0.00","0.00","17.03"
"114/10/29","109","2","5880","合庫金","39673808.00","303519660.00","79351437.00","448269252.00","613679809.00","--","1119474.00","37258029.00","1793203.00","--","--","2255454630.00","116891.00","131675.00","--","108358614.00","11304975.00","33620407.00","1712357.00","3799250.00","2148191.00","2794048.00","3944105710.00","246028761.00","5957940.00","3250074.00","--","52664625.00","24952424.00","93009550.00","817683.00","--","3075463808.00","68200000.00","1688602.00","--","39829363.00","98170486.00","1647081.00","3615714.00","1579399.00","3716875510.00","133342237.00","57974241.00","19052126.00","11087280.00","--","--","221455884.00","5774316.00","227230200.00","--","0.00","0.00","17.11"
