出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/29","109","3","2801","彰銀","27320897.00","182923562.00","22100432.00","116511902.00","307367941.00","262399.00","--","22373312.00","408715.00","--","--","1463346239.00","--","--","40308381.00","20681516.00","1574792.00","13867596.00","682358.00","3311995.00","1844482.00","2224886519.00","102809584.00","10998230.00","5536030.00","--","1753032.00","29130671.00","767325.00","--","1836093649.00","54579773.00","--","--","2313623.00","5158767.00","1402252.00","8279160.00","2481193.00","2061303289.00","103847236.00","--","--","56245911.00","3490083.00","0.00","163583230.00","--","--","--","163583230.00","--","0.00","0.00","15.75"
"114/10/29","109","3","2812","台中銀","11880929.00","33525924.00","25367651.00","38955524.00","112351823.00","--","12217335.00","11552013.00","3363.00","--","--","450373747.00","165101.00","949768.00","4746.00","12237584.00","1037456.00","18036.00","190345.00","870696.00","2129018.00","713831059.00","7026107.00","7738085.00","473634.00","--","3224876.00","7885296.00","73096.00","--","617160528.00","11500000.00","--","--","1685164.00","1368104.00","1062110.00","111021.00","885599.00","660193620.00","39016943.00","--","726981.00","12636479.00","1257036.00","0.00","53637439.00","0.00","--","0.00","53637439.00","0.00","0.00","0.00","13.75"
"114/10/29","109","3","2820","華票","240646.00","0.00","111285730.00","103633938.00","--","--","7322042.00","925082.00","268510.00","--","--","--","--","--","566664.00","154205.00","3666.00","--","--","67734.00","59025.00","224527242.00","14951101.00","--","12593.00","--","177712119.00","616567.00","62729.00","--","--","--","--","--","4498756.00","1390141.00","3555.00","131195.00","470844.00","199849600.00","13429600.00","--","8804.00","10101588.00","1137650.00","--","--","--","--","--","24677642.00","--","0.00","0.00","18.38"
"114/10/29","109","3","2834","臺企銀","32329346.00","83347122.00","29046139.00","114714511.00","230816898.00","--","10644096.00","41556291.00","122855.00","--","--","1184757119.00","--","--","14372.00","14489846.00","1015074.00","--","372622.00","2037942.00","10023917.00","1755288150.00","114740534.00","17058790.00","8961099.00","--","3028033.00","51605359.00","1500.00","--","1388929286.00","59250000.00","--","--","5908558.00","3158910.00","991305.00","895743.00","3402899.00","1657932016.00","74885834.00","0.00","815900.00","18171949.00","3482451.00","0.00","97356134.00","0.00","--","0.00","97356134.00","0.00","0.00","0.00","13.00"
"114/10/29","109","3","2836","高雄銀","3184787.00","10210151.00","867458.00","21944791.00","47321160.00","--","4396120.00","1244136.00","0.00","--","--","175816694.00","--","--","206695.00","3139858.00","313026.00","--","131764.00","156064.00","190135.00","269122839.00","12221961.00","660470.00","22664.00","--","6633109.00","3816185.00","15450.00","--","223313125.00","5500000.00","--","--","0.00","388160.00","309222.00","--","167377.00","253047723.00","10809165.00","--","1243348.00","3612300.00","410303.00","--","--","--","--","--","16075116.00","0.00","0.00","0.00","14.87"
"114/10/29","109","3","2838","聯邦銀","9514362.00","20818524.00","49843593.00","52246547.00","90275206.00","--","68776792.00","22619979.00","370824.00","--","--","413118035.00","1546351.00","--","4765748.00","7908170.00","1738148.00","5321816.00","2150218.00","757962.00","9317934.00","761090209.00","27424627.00","2704810.00","543519.00","--","56629335.00","6269225.00","331778.00","--","583937789.00","10200000.00","1464440.00","--","6731105.00","328359.00","1714578.00","1600589.00","3450043.00","703330197.00","32933688.00","--","8040035.00","12034737.00","4749816.00","--","57758276.00","--","--","1736.00","57760012.00","--","0.00","0.00","17.54"
"114/10/29","109","3","2845","遠東銀","6057389.00","37139627.00","32920889.00","148098669.00","1884531.00","--","6242852.00","20635713.00","--","--","--","400260976.00","1873937.00","--","6901361.00","2977280.00","878561.00","--","1655007.00","336712.00","304158.00","668167662.00","2978638.00","16840.00","4268431.00","--","5089096.00","6543926.00","197808.00","--","557348476.00","25001900.00","--","--","15528277.00","1243460.00","891003.00","--","637227.00","619745082.00","34481044.00","--","456426.00","12527922.00","957188.00","--","48422580.00","--","--","--","48422580.00","--","0.00","0.00","14.04"
"114/10/29","109","3","2849","安泰銀","2451232.00","13417305.00","12740037.00","45187367.00","32723767.00","--","889159.00","4460886.00","3883.00","--","--","196839063.00","--","--","0.00","676358.00","685761.00","--","185708.00","469265.00","1351566.00","312081357.00","8829026.00","30700.00","640074.00","--","0.00","2531354.00","27908.00","--","260270858.00","--","--","0.00","4559872.00","514637.00","689955.00","24079.00","96089.00","278214552.00","19579101.00","--","404990.00","13290886.00","591828.00","--","--","--","--","--","33866805.00","--","0.00","0.00","17.30"
"114/10/29","109","3","2897","王道銀行","8560396.00","19576030.00","171739616.00","169792092.00","--","--","7322042.00","14441372.00","376882.00","--","--","191333494.00","863564.00","--","1395559.00","2702314.00","421007.00","--","2222939.00","773271.00","956711.00","592477289.00","46438619.00","--","535931.00","--","179908518.00","2451471.00","187191.00","--","272812288.00","16400000.00","--","--","17230236.00","2023194.00","433009.00","567532.00","2341929.00","541329918.00","27130063.00","--","10510.00","6049506.00","-151771.00","-38304.00","33000004.00","--","--","18147367.00","51147371.00","--","5737000.00","0.00","12.19"
"114/10/29","109","3","5876","上海商銀","93864262.00","206877812.00","14159546.00","509058413.00","123253823.00","--","221447.00","17894667.00","212084.00","--","--","1172894216.00","1897827.00","--","1701520.00","20961790.00","2250066.00","5785470.00","1696039.00","910514.00","6775077.00","2180414573.00","57954062.00","--","5381518.00","--","36464580.00","43114793.00","2108148.00","--","1722766601.00","82705853.00","--","--","8466829.00","2813747.00","2326234.00","9745536.00","3633068.00","1977480969.00","44816031.00","--","16443359.00","85899752.00","5736557.00","-83144.00","152812555.00","--","--","50121049.00","202933604.00","--","11397439.00","0.00","34.18"
