出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","109","1","2880","華南金","43603520.00","158554567.00","87107510.00","203350608.00","472636131.00","--","1179425.00","39508841.00","634729.00","--","--","1683143206.00","4750788.00","161581.00","--","23188667.00","11177607.00","31790833.00","1963018.00","939384.00","3247537.00","3198961.00","2770136913.00","111268952.00","--","6171169.00","--","31635409.00","17974897.00","33904142.00","1815808.00","--","2265089309.00","66387222.00","2545975.00","--","21706207.00","20599718.00","1889145.00","6109624.00","3719410.00","2590816987.00","121727402.00","17758986.00","37312335.00","2518997.00","--","--","179317720.00","2206.00","179319926.00","--","0.00","0.00","14.73"
"114/10/29","109","1","2881","富邦金","214157088.00","288731061.00","1282542748.00","798962028.00","2763087671.00","4061442.00","54206867.00","223800939.00","962653.00","46536.00","--","2043643746.00","27941172.00","30487981.00","--","404691583.00","245640162.00","57097013.00","6698322.00","32061224.00","30097574.00","62288662.00","8571206472.00","186898589.00","0.00","45106871.00","15190521.00","179031797.00","33638113.00","161917026.00","8102006.00","--","2586917248.00","239604311.00","3672108.00","--","4096176625.00","407913886.00","21638514.00","18564775.00","52209404.00","8056581794.00","115002640.00","137060737.00","333657000.00","-82355358.00","--","--","503365019.00","11259659.00","514624678.00","0.00","0.00","0.00","43.77"
"114/10/29","109","1","2882","國泰金","321229598.00","157221939.00","1709967441.00","1176111042.00","3129777159.00","1297567.00","49363416.00","192117626.00","4883309.00","--","--","2038406629.00","8952855.00","47966691.00","--","524242723.00","407461008.00","101555464.00","3906709.00","50663821.00","44958196.00","68041454.00","10038124647.00","87131752.00","--","150262539.00","67834.00","52251310.00","51349599.00","80742011.00","9299830.00","--","2350051515.00","118900000.00","615488.00","--","5820174198.00","578638827.00","12683498.00","36664448.00","19739508.00","9368572357.00","147025102.00","177257514.00","349468241.00","-14302616.00","0.00","0.00","659448241.00","10104049.00","669552290.00","--","0.00","0.00","44.85"
"114/10/29","109","1","2883","凱基金","94123171.00","35412446.00","530787595.00","535406837.00","1041795869.00","2663.00","53104017.00","118071805.00","769484.00","--","--","390920929.00","794404.00","14663097.00","26088276.00","114064009.00","25281666.00","36185120.00","17832313.00","20155550.00","9990529.00","48718522.00","3114168302.00","22116450.00","--","130299886.00","824087.00","116298535.00","12983936.00","99628034.00","1431146.00","--","439845904.00","42442639.00","28750816.00","--","1785092531.00","138969973.00","4970630.00","7143634.00","41340238.00","2872138439.00","149710526.00","1115029.00","30346568.00","-13420745.00","-3071470.00","--","164679908.00","77349955.00","242029863.00","--","2614573.00","369318307.00","11.28"
"114/10/29","109","1","2884","玉山金","48680498.00","89547754.00","573113895.00","215770622.00","13793554.00","--","1764881.00","107951099.00","6912.00","0.00","--","1483178801.00","--","--","--","12611909.00","1818178.00","33219870.00","3182207.00","6119504.00","1532089.00","6477276.00","2598769049.00","82772558.00","--","68908014.00","--","9217870.00","2477574.00","27705602.00","2922044.00","--","2124348135.00","45070000.00","544437.00","--","719856.00","49200012.00","3228660.00","1165542.00","3670723.00","2421951027.00","116411000.00","25350214.00","35607824.00","-676318.00","--","--","176692720.00","125302.00","176818022.00","--","0.00","0.00","15.21"
"114/10/29","109","1","2885","元大金","69751240.00","46620956.00","521877607.00","248777005.00","396124944.00","--","51537318.00","167175106.00","1000489.00","171593.00","--","777119332.00","988011.00","2407393.00","2801889.00","93073149.00","11432625.00","23100595.00","13514526.00","33028377.00","5745075.00","37954638.00","2504201868.00","15879516.00","--","143495589.00","--","190129652.00","49770189.00","185602556.00","6411038.00","--","1120953751.00","68854087.00","57866578.00","--","282549926.00","91699197.00","6552502.00","3692294.00","34247318.00","2257704193.00","116706115.00","37682879.00","73799905.00","798588.00","0.00","--","228987487.00","17510188.00","246497675.00","0.00","0.00","0.00","19.62"
"114/10/29","109","1","2886","兆豐金","111841437.00","419457354.00","206641805.00","550411301.00","344695179.00","--","3967786.00","79386972.00","458804.00","0.00","--","1875088594.00","4494649.00","5521121.00","--","6514192.00","1023508.00","21998402.00","1911070.00","582807.00","6231677.00","8286973.00","3648513631.00","405397910.00","7334738.00","23069647.00","--","289112079.00","21885692.00","72836607.00","9084696.00","--","2420317334.00","13000000.00","3679248.00","--","28711861.00","14897246.00","1939549.00","2913108.00","9535847.00","3323715562.00","135998240.00","68194233.00","108941180.00","11664416.00","0.00","--","324798069.00","0.00","324798069.00","0.00","0.00","0.00","23.88"
"114/10/29","109","1","2887","台新新光金","24102285.00","68267111.00","137208221.00","271271478.00","158507756.00","--","13411455.00","146070825.00","354973.00","--","--","1190394491.00","--","41392774.00","--","8461225.00","998272.00","19021828.00","2767694.00","2488552.00","2864787.00","14860876.00","2102444603.00","73956702.00","907620.00","40331896.00","--","102250172.00","21614009.00","34960761.00","3068367.00","--","1490827483.00","60100000.00","10222039.00","--","1748858.00","74733819.00","2846867.00","69658.00","5379927.00","1923018178.00","114593732.00","35950427.00","29782401.00","-1027116.00","--","--","179299444.00","126981.00","179426425.00","--","1541000.00","0.00","15.65"
"114/10/29","109","1","2889","國票金","3315118.00","1496.00","113986555.00","126496822.00","--","--","861555.00","19322983.00","0.00","--","--","--","--","1773188.00","--","14996976.00","--","3111085.00","192186.00","210633.00","125614.00","2649738.00","287043949.00","--","27587381.00","993834.00","--","186315004.00","13340068.00","10425775.00","323965.00","--","--","--","--","--","1663816.00","6010140.00","192382.00","83631.00","1255520.00","248191516.00","28480646.00","153610.00","5111312.00","1044623.00","0.00","--","34790191.00","4062242.00","38852433.00","0.00","0.00","0.00","12.22"
"114/10/29","109","1","2890","永豐金","23602833.00","129975368.00","96648754.00","269960756.00","143132047.00","--","27236739.00","75219893.00","296875.00","--","--","1072433453.00","--","506265.00","--","34305437.00","2489019.00","12904564.00","3209945.00","2195010.00","2186463.00","19206213.00","1915509634.00","59910408.00","--","26065040.00","--","31790464.00","28278401.00","45683801.00","1206550.00","--","1455456076.00","46133626.00","9302321.00","18437.00","3517973.00","52202087.00","2570456.00","1602051.00","5797580.00","1769535271.00","112710541.00","2228764.00","34158673.00","-3126993.00","--","--","145970985.00","3378.00","145974363.00","--","0.00","0.00","12.95"
