出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","109","4","1101","台泥","124309171.00","265197065.00","389506236.00","72103708.00","98572475.00","170676183.00","60102549.00","--","49122450.00","74199518.00","21146991.00","-499691.00","204071817.00","--","--","14758236.00","218830053.00","--","0.00","11521600.00","34.41"
"114/10/29","109","4","1102","亞泥","87023947.00","210062908.00","297086855.00","64027610.00","63172293.00","127199903.00","33614472.00","--","1492584.00","111583496.00","1078007.00","--","147768559.00","--","--","22118393.00","169886952.00","--","0.00","0.00","43.96"
"114/10/29","109","4","1103","嘉泥","11726520.00","28919707.00","40646227.00","3042465.00","12586413.00","15628878.00","7747805.00","--","960402.00","11653749.00","4939214.00","-1119023.00","24182147.00","--","--","835202.00","25017349.00","--","0.00","131805320.00","37.61"
"114/10/29","109","4","1104","環泥","4391640.00","19711296.00","24102936.00","3795424.00","1522159.00","5317583.00","6536092.00","--","65822.00","11515783.00","538530.00","--","18656227.00","--","--","129126.00","18785353.00","--","0.00","0.00","28.54"
"114/10/29","109","4","1108","幸福","5259278.00","2768029.00","8027307.00","2151262.00","1219126.00","3370388.00","4047380.00","--","9.00","605001.00","4455.00","0.00","4656845.00","0.00","--","74.00","4656919.00","--","0.00","0.00","11.51"
"114/10/29","109","4","1109","信大","6572996.00","5238057.00","11811053.00","2162621.00","107416.00","2270037.00","3419579.00","--","22651.00","4231187.00","-175551.00","--","7497866.00","--","--","2043150.00","9541016.00","0.00","0.00","0.00","21.93"
"114/10/29","109","4","1110","東泥","1963779.00","7901541.00","9865320.00","723920.00","592681.00","1316601.00","5720008.00","--","188267.00","2093199.00","500520.00","-12185.00","8489809.00","--","--","58910.00","8548719.00","--","0.00","2112865.00","14.90"
"114/10/29","109","4","1201","味全","5875356.00","12156165.00","18031521.00","6105443.00","5070290.00","11175733.00","5060629.00","--","36113.00","2003464.00","-252501.00","--","6847705.00","--","--","8083.00","6855788.00","0.00","0.00","0.00","13.53"
"114/10/29","109","4","1203","味王","4246910.00","5084692.00","9331602.00","1557942.00","1461278.00","3019220.00","2400000.00","--","205814.00","2504319.00","83752.00","-38464.00","5155421.00","--","--","1156961.00","6312382.00","0.00","0.00","2293865.00","21.69"
"114/10/29","109","4","1210","大成","23517338.00","28175698.00","51693036.00","21147353.00","2658931.00","23806284.00","8273391.00","--","3179626.00","7562982.00","1384211.00","-219132.00","20181078.00","--","--","7705674.00","27886752.00","--","0.00","45362433.00","25.81"
