出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"115/09/03","115","2","5864","致和證","17761658.00","1639136.00","19400794.00","6466348.00","38537.00","6504885.00","5044901.00","--","517177.00","7208243.00","125588.00","--","--","--","--","--","12895909.00","--","0.00","0.00","28.37"
"115/09/03","115","2","6015","宏遠證","18965865.00","1809956.00","20775821.00","13828325.00","95626.00","13923951.00","4036141.00","--","422225.00","2186083.00","207421.00","0.00","6851870.00","--","--","--","6851870.00","--","10465448.00","0.00","16.98"
"115/09/03","115","2","6016","康和證","100659875.00","6058325.00","106718200.00","90123911.00","1834048.00","91957959.00","7724199.00","--","175331.00","5939730.00","853332.00","--","14692592.00","--","--","67649.00","14760241.00","0.00","0.00","0.00","21.40"
"115/09/03","115","2","6020","大展證","7891779.00","1381266.00","9273045.00","3772268.00","5019.00","3777287.00","2523532.00","--","461.00","2274921.00","696389.00","--","5495303.00","--","--","455.00","5495758.00","0.00","0.00","0.00","21.78"
"115/09/03","115","2","6021","美好證","37851089.00","3345550.00","41196639.00","24496511.00","3813533.00","28310044.00","3122309.00","--","65044.00","5609422.00","4089820.00","--","12886595.00","--","--","--","12886595.00","0.00","0.00","0.00","41.27"
"115/09/03","115","2","6023","元大期貨","310165847.00","5367031.00","315532878.00","287961610.00","7592789.00","295554399.00","3679727.00","--","5029279.00","8664687.00","2604786.00","--","19978479.00","--","--","--","19978479.00","0.00","0.00","0.00","62.44"
"115/09/03","115","2","6026","福邦證","15137015.00","2249035.00","17386050.00","10978151.00","106188.00","11084339.00","3961619.00","--","153832.00","1938142.00","248118.00","--","6301711.00","--","--","--","6301711.00","--","0.00","0.00","15.91"
